"Age","Lumin"
1977.596,0.470222
1977.615,0.469224
1977.635,0.462784
1977.654,0.458162
1977.673,0.452314
1977.692,0.448641
1977.712,0.453906
1977.731,0.459905
1977.75,0.463119
1977.769,0.468284
1977.789,0.468896
1977.808,0.466662
1977.827,0.462604
1977.846,0.461835
1977.865,0.463386
1977.885,0.469313
1977.904,0.471579
1977.923,0.475085
1977.942,0.475959
1977.962,0.4777
1977.981,0.477561
1978,0.475846
1978.019,0.472322
1978.039,0.468076
1978.058,0.465229
1978.077,0.467851
1978.096,0.464937
1978.115,0.464499
1978.135,0.463655
1978.154,0.465901
1978.173,0.467598
1978.192,0.467481
1978.212,0.46926
1978.231,0.471906
1978.25,0.471529
1978.269,0.470425
1978.289,0.470048
1978.308,0.462542
1978.327,0.447928
1978.346,0.439297
1978.365,0.438886
1978.385,0.443791
1978.404,0.438801
1978.423,0.438691
1978.442,0.443175
1978.462,0.440231
1978.481,0.43786
1978.5,0.438811
1978.519,0.448707
1978.539,0.451002
1978.558,0.453004
1978.577,0.453722
1978.596,0.453032
1978.615,0.451549
1978.635,0.453274
1978.654,0.455054
1978.673,0.466935
1978.692,0.482162
1978.712,0.482183
1978.731,0.479781
1978.75,0.483403
1978.769,0.485494
1978.789,0.497155
1978.808,0.514735
1978.827,0.523913
1978.846,0.525637
1978.865,0.530164
1978.885,0.518473
1978.904,0.508959
1978.923,0.500251
1978.942,0.489524
1978.962,0.47836
1978.981,0.48101
1979,0.472505
1979.019,0.476089
1979.039,0.485871
1979.058,0.498536
1979.077,0.515477
1979.096,0.526425
1979.115,0.527177
1979.135,0.520068
1979.154,0.517276
1979.173,0.523325
1979.192,0.525788
1979.212,0.530618
1979.231,0.536402
1979.25,0.528762
1979.269,0.510089
1979.289,0.488512
1979.308,0.47599
1979.327,0.466857
1979.346,0.457856
1979.365,0.451638
1979.385,0.450625
1979.404,0.443612
1979.423,0.436338
1979.442,0.431771
1979.462,0.434307
1979.481,0.439988
1979.5,0.440875
1979.519,0.445714
1979.539,0.455718
1979.558,0.457426
1979.577,0.453829
1979.596,0.45787
1979.615,0.460015
1979.635,0.449649
1979.654,0.437742
1979.673,0.428678
1979.692,0.425834
1979.712,0.431088
1979.731,0.434194
1979.75,0.430222
1979.769,0.433994
1979.789,0.429922
1979.808,0.429173
1979.827,0.426402
1979.846,0.429725
1979.865,0.42665
1979.885,0.425357
1979.904,0.424678
1979.923,0.423037
1979.942,0.418925
1979.962,0.417996
1979.981,0.41562
1980,0.421105
1980.019,0.431133
1980.039,0.437404
1980.058,0.438185
1980.077,0.435195
1980.096,0.431552
1980.115,0.431961
1980.135,0.439911
1980.154,0.450901
1980.173,0.45162
1980.192,0.457847
1980.212,0.45861
1980.231,0.458129
1980.25,0.456764
1980.269,0.453532
1980.289,0.45084
1980.308,0.434255
1980.327,0.42023
1980.346,0.41394
1980.365,0.405088
1980.385,0.400261
1980.404,0.403986
1980.423,0.402674
1980.442,0.400209
1980.462,0.398975
1980.481,0.399
1980.5,0.399065
1980.519,0.398569
1980.539,0.399042
1980.558,0.399723
1980.577,0.397055
1980.596,0.394259
1980.615,0.397143
1980.635,0.404168
1980.654,0.406574
1980.673,0.411313
1980.692,0.416588
1980.712,0.429039
