Age,Ba138Ca,BaCa,BCa,CaCa,MgCa,SrCa,UCa,Distance
-3769.46196,0.003359521,0.003299957,0.285032288,987.7383798,2.150069556,9.166272627,0.001546225,82.42009132
-3769.41848,0.003658696,0.003520966,0.315617529,1004.897696,2.187223687,9.398182122,0.001481981,82.20319635
-3769.375,0.003186588,0.003278694,0.262951298,1016.992742,1.639696262,9.405732483,0.001525035,81.98630137
-3769.335,0.003462049,0.003391707,0.308400071,995.1279328,2.063703651,9.263664062,0.00161584,81.76940639
-3769.295,0.003143779,0.00321647,0.326351951,996.5467334,2.15537198,9.299034176,0.001625806,81.55251142
-3769.255,0.0031898,0.003085171,0.312459263,989.2602723,1.98266145,9.255101143,0.001660463,81.33561644
-3769.215,0.00298418,0.003083233,0.31632769,992.0804502,2.316899308,9.204453725,0.001608849,81.11872146
-3769.175,0.003357719,0.003285732,0.345678517,1005.592917,2.75950686,9.275417499,0.001513438,80.90182648
-3769.135,0.002870728,0.002836329,0.265926755,983.8973359,1.92991255,9.168679213,0.001651371,80.68493151
-3769.095,0.002991176,0.002901314,0.308081407,994.3067244,2.336634293,9.109666271,0.001553515,80.46803653
-3769.055,0.003022669,0.003011722,0.315594956,1002.037301,2.445744798,9.191713726,0.001512159,80.25114155
-3769.015,0.002927725,0.003029541,0.339973857,1001.53424,2.705018834,9.139186549,0.001500687,80.03424658
-3768.975,0.003510244,0.003376312,0.435487508,998.1412575,3.262006259,8.94468964,0.00124507,79.8173516
-3768.935,0.003662462,0.00343068,0.407999633,1012.323892,3.050307852,9.110752277,0.001417469,79.60045662
-3768.895,0.00365244,0.003523359,0.448684534,1001.111517,3.600832069,8.890327424,0.001237659,79.38356164
-3768.855,0.004339996,0.004221579,0.491663626,1000.83844,4.56971081,8.840824346,0.001060092,79.16666667
-3768.815,0.003747278,0.003909471,0.452511704,1003.914708,4.078904199,8.939989845,0.001109101,78.94977169
-3768.775,0.003228875,0.00329859,0.397722847,986.3548738,3.51854349,8.787567474,0.001168381,78.73287671
-3768.735,0.003257615,0.003182723,0.389515873,1011.42441,3.384726233,8.87263252,0.001226051,78.51598174
-3768.695,0.003580134,0.00333835,0.33852805,1007.320174,2.876900431,9.121954391,0.001295766,78.29908676
-3768.655,0.002576954,0.002667464,0.214506771,1001.482649,1.675877695,9.017065362,0.001370516,78.08219178
-3768.615,0.002881427,0.002784209,0.246408225,1008.13451,2.16681054,9.122059999,0.001386391,77.8652968
-3768.575,0.002850897,0.003030416,0.27416887,1011.012577,2.375025486,9.123569912,0.001467898,77.64840183
-3768.535,0.003057711,0.002926747,0.247475371,984.0301414,2.11159434,9.083981413,0.00142116,77.43150685
-3768.495,0.002922548,0.002921695,0.217546251,1012.35101,1.57547317,9.248755587,0.001522181,77.21461187
-3768.455,0.002728092,0.002749759,0.237020257,999.503875,1.639820779,9.276135218,0.00156918,76.99771689
-3768.415,0.003115466,0.003187178,0.308124086,997.3469787,2.563087555,9.218855953,0.001466064,76.78082192
-3768.375,0.003178279,0.003065411,0.260547245,1015.108251,1.90968854,9.279032115,0.001535329,76.56392694
-3768.3472,0.002618199,0.002610231,0.241611812,1002.680119,1.755358689,9.141174639,0.001464037,76.34703196
-3768.3194,0.002563871,0.002525253,0.243754946,991.5557635,1.88077638,9.136268486,0.001524342,76.13013699
-3768.2917,0.002988175,0.003068422,0.274632997,1003.997257,2.302268316,9.089886709,0.001477715,75.91324201
-3768.2639,0.003367421,0.003190565,0.282235874,1003.743717,2.188275398,9.241963974,0.001501775,75.69634703
-3768.2361,0.002673162,0.002582895,0.254782141,1004.506994,1.805673455,9.146883462,0.001587332,75.47945205
-3768.2083,0.003010565,0.002883838,0.283711078,1006.852384,2.089575634,9.046323517,0.001509834,75.26255708
-3768.1806,0.003064126,0.002813247,0.326474962,1000.42525,2.428265215,8.944225158,0.001423261,75.0456621
-3768.1528,0.00354559,0.003399474,0.36050755,1011.427369,2.730791461,9.095738117,0.001405328,74.82876712
-3768.125,0.003723363,0.003484738,0.399592161,999.0552664,2.830193967,9.045002818,0.001340775,74.61187215
-3768.0972,0.003257598,0.003103422,0.352407352,1004.278622,2.271401906,9.107657131,0.001473271,74.39497717
-3768.0694,0.003101677,0.003207843,0.35027046,980.3517717,2.24330791,8.968694776,0.001423729,74.17808219
-3768.0417,0.003277407,0.003139284,0.354738322,985.7168421,2.088279186,9.137002621,0.001457068,73.96118721
-3768.0139,0.002729795,0.002690572,0.31980862,1005.278514,1.762360272,9.265824045,0.001509467,73.74429224
-3767.9861,0.002719894,0.002808106,0.307558986,976.233375,1.738726394,9.102316697,0.001523079,73.52739726
-3767.9583,0.003061443,0.002977997,0.34339597,991.1756824,2.118710087,9.118116903,0.001454612,73.31050228
-3767.9306,0.003480021,0.003284444,0.383724785,997.6231606,2.333779067,9.204114401,0.001395445,73.09360731
-3767.9028,0.002973346,0.003319396,0.374603995,1002.19732,2.499735629,9.039990096,0.001337834,72.87671233
-3767.875,0.003684191,0.003664482,0.395887671,995.5293217,2.819315577,9.028269143,0.00130042,72.65981735
-3767.8472,0.002748829,0.002779405,0.312811204,999.9370134,1.916692374,9.054557031,0.001426971,72.44292237
-3767.8194,0.002525147,0.002417285,0.285804062,1002.642793,1.747283017,9.026956013,0.001484466,72.2260274
-3767.7917,0.00306903,0.003123846,0.34791774,978.3044053,2.649162013,8.840011453,0.00131282,72.00913242
-3767.7639,0.00349311,0.003210975,0.365204148,1001.485679,3.093815287,8.80222437,0.001230159,71.79223744
-3767.7361,0.003447678,0.003291349,0.328185015,1000.535817,2.791014496,9.029688879,0.00131483,71.57534247
-3767.7083,0.003142995,0.003072906,0.311819605,1008.083528,2.999067854,8.853931141,0.001292286,71.35844749
-3767.6806,0.003028799,0.00308608,0.305399172,996.3034431,2.625745405,8.940257181,0.001308496,71.14155251
-3767.6528,0.003146207,0.003283759,0.345159102,1000.746692,3.046220951,8.899676952,0.001215505,70.92465753
-3767.625,0.00291261,0.002907101,0.277378326,1002.323569,2.343387736,8.954304691,0.001351784,70.70776256
-3767.5972,0.003074851,0.00322961,0.325153044,1005.693168,2.894067138,8.811837661,0.001249214,70.49086758
-3767.5694,0.003854066,0.003826921,0.427961368,1010.033964,3.951919846,8.897379644,0.001100584,70.2739726
-3767.5417,0.003398828,0.003231877,0.377274331,1001.648402,3.157791494,9.001411824,0.001217164,70.05707763
-3767.5139,0.003669478,0.003730367,0.38589575,1010.690041,3.483487872,8.995415423,0.001164612,69.84018265
-3767.4861,0.002896756,0.002963569,0.280982837,998.4084686,2.306170722,8.890595639,0.001273162,69.62328767
-3767.4583,0.00331573,0.003205293,0.285047511,1011.391651,2.145908056,9.206882408,0.001418114,69.40639269
-3767.4306,0.003168922,0.003080123,0.315647071,996.293421,2.252516244,9.197713103,0.00139095,69.18949772
-3767.4028,0.003482375,0.003432305,0.279812029,998.6134084,2.154990563,9.243089621,0.001412527,68.97260274
-3767.375,0.00342112,0.003593775,0.267993463,1004.118746,2.067538572,9.309567768,0.001388894,68.75570776
-3767.3274,0.003344292,0.003263898,0.258528563,997.1211368,1.936676555,9.151141866,0.001297057,68.53881279
-3767.2798,0.003289925,0.003224192,0.226844258,982.205335,1.747069446,8.996129141,0.001310069,68.32191781
-3767.2321,0.003073285,0.003189244,0.229468444,1017.272755,1.766391357,9.17976042,0.001310273,68.10502283
-3767.1845,0.002871145,0.002740582,0.255105995,995.453083,1.988753754,9.090651574,0.001327601,67.88812785
-3767.1369,0.003930076,0.003655619,0.345505666,999.513077,2.991401548,8.955877844,0.001235653,67.67123288
-3767.0893,0.003681208,0.003315769,0.29174878,995.8982626,2.303793117,9.034756824,0.001310572,67.4543379
-3767.0417,0.00289402,0.002955711,0.267124731,1000.620845,1.955178318,9.00990553,0.001383512,67.23744292
-3766.994,0.003206935,0.002840142,0.282035647,1010.050441,2.007041277,9.046098675,0.001432005,67.02054795
-3766.9464,0.002967705,0.002896351,0.263493341,995.3849791,1.775645905,8.884403819,0.001395263,66.80365297
-3766.8988,0.002704174,0.002739334,0.219822337,995.833625,1.329047598,9.146790253,0.001479933,66.58675799
-3766.8512,0.003051923,0.002954835,0.236538282,994.8852893,1.370407475,9.166104724,0.001565958,66.36986301
-3766.8036,0.003406925,0.003324983,0.311303586,1011.821167,1.760478823,9.316090627,0.00151361,66.15296804
-3766.756,0.003014831,0.003111356,0.319734296,993.6106822,1.897676373,9.135950565,0.001483606,65.93607306
-3766.7083,0.003268498,0.003193765,0.393290827,995.7171662,2.399740998,9.14977153,0.001429158,65.71917808
-3766.6607,0.003454263,0.003433491,0.36594344,1016.905057,2.260023581,9.310009589,0.001487165,65.50228311
-3766.6131,0.002869763,0.002831707,0.266351378,997.4359688,1.49474307,9.12296472,0.001582883,65.28538813
-3766.5655,0.002668625,0.002864776,0.289922194,996.0962152,1.645414327,9.100576642,0.001567482,65.06849315
-3766.5179,0.002636842,0.002529288,0.341021855,1000.809803,1.867298163,9.191803866,0.001560109,64.85159817
-3766.4702,0.002542095,0.002785172,0.360212992,1018.05952,2.061291246,9.181548821,0.001458902,64.6347032
-3766.4226,0.003274418,0.003065631,0.340942209,992.2083656,1.976345583,9.216188238,0.001473049,64.41780822
-3766.375,0.002945616,0.003088628,0.307974514,1001.773505,1.795594303,9.335228475,0.001536595,64.20091324
-3766.35,0.003557031,0.003462141,0.324308928,1000.113089,2.060596817,9.295374913,0.001536075,63.98401826
-3766.325,0.003194636,0.003058779,0.284723033,1000.739348,1.758839895,9.329535409,0.001522972,63.76712329
-3766.3,0.002869102,0.003028928,0.296907547,994.3191769,1.905311982,9.203141619,0.001459431,63.55022831
-3766.275,0.002886308,0.003070638,0.313253148,989.3072342,2.032582374,9.21346602,0.00146612,63.33333333
-3766.25,0.00298253,0.002820338,0.271458478,996.9816744,1.795012991,9.181949334,0.00152585,63.11643836
-3766.225,0.003058995,0.003130049,0.307736399,1011.134206,2.073982797,9.074567758,0.001493435,62.89954338
-3766.2,0.003026801,0.002974617,0.301903934,1004.713145,2.145953952,9.068869801,0.001475076,62.6826484
-3766.175,0.002772866,0.002934669,0.304215105,998.6689094,2.217741671,9.047779538,0.001380796,62.46575342
-3766.15,0.003510778,0.003264128,0.354603609,1011.201378,2.857395273,9.075732361,0.00127592,62.24885845
-3766.125,0.003884413,0.003863388,0.358899482,999.7866636,3.181486314,8.996941342,0.001244124,62.03196347
-3766.1,0.003842339,0.003849837,0.366295572,993.8112534,3.56071334,8.915065354,0.001148597,61.81506849
-3766.075,0.00382121,0.003793366,0.326754336,998.8844761,3.227893138,8.905831236,0.0012394,61.59817352
-3766.05,0.003129373,0.002952643,0.268059127,1006.926855,2.100104436,8.96561729,0.001396855,61.38127854
-3766.025,0.003097024,0.003253133,0.289828351,1012.486238,2.136380735,8.951294694,0.001421232,61.16438356
-3766,0.003581937,0.003608838,0.314636234,988.7335427,2.333983773,8.942704254,0.001386602,60.94748858
-3765.975,0.00346659,0.003163756,0.284765154,1005.51523,1.897449187,9.231371929,0.001506367,60.73059361
-3765.95,0.003666408,0.003462204,0.28664007,1000.929462,2.079893276,9.218809411,0.001418079,60.51369863
-3765.925,0.003901041,0.003750763,0.260308233,996.0804922,1.927891375,9.282182287,0.001448201,60.29680365
-3765.9,0.003321323,0.003192441,0.196354641,998.1071367,1.422080631,9.197870778,0.001431859,60.07990868
-3765.875,0.002994652,0.002898054,0.223518271,994.8610004,1.687280228,9.05235099,0.001405655,59.8630137
-3765.85,0.003855605,0.003630414,0.236769614,1005.855361,1.921422845,9.260509589,0.001437523,59.64611872
-3765.825,0.003358411,0.003340818,0.233406817,986.7000071,1.632407775,8.959913377,0.001367732,59.42922374
-3765.8,0.003674031,0.003765394,0.234601169,1002.800935,1.705285976,9.1579626,0.001480673,59.21232877
-3765.775,0.004188643,0.004045165,0.264721282,998.3851245,2.097229802,9.258299791,0.001454923,58.99543379
-3765.75,0.00408371,0.003940517,0.256041419,989.2408828,1.888762934,9.013647617,0.001438439,58.77853881
-3765.725,0.004308331,0.003930484,0.26117686,988.7494722,1.702073203,9.27033495,0.001557976,58.56164384
-3765.7,0.003427595,0.003449548,0.237654435,1009.225749,1.44645939,9.331691046,0.001530177,58.34474886
-3765.675,0.002967256,0.003159153,0.229742128,994.2522062,1.472536502,9.105362464,0.001472726,58.12785388
-3765.65,0.003460749,0.003527094,0.271904064,993.9530654,1.72842828,9.187461506,0.00148348,57.9109589
-3765.625,0.003766235,0.003660819,0.253885251,976.5558109,1.604213831,9.093157129,0.001491894,57.69406393
-3765.6,0.003264735,0.00319662,0.235019084,993.8777332,1.465318346,9.168644157,0.001470906,57.47716895
-3765.575,0.003755671,0.003725161,0.272510167,1003.837963,1.736161926,9.212929246,0.001495204,57.26027397
-3765.55,0.003897135,0.00378575,0.296039825,1004.372323,1.900234177,9.076464363,0.001443751,57.043379
-3765.525,0.00408501,0.00393802,0.331103225,991.301188,2.114472387,9.208087678,0.001526459,56.82648402
-3765.5,0.004105286,0.003766896,0.361554382,1007.58461,2.336654686,9.266972917,0.001499575,56.60958904
-3765.475,0.003178736,0.003383173,0.318165522,987.9170608,1.953211905,9.164585935,0.001463379,56.39269406
-3765.45,0.003660061,0.003629006,0.391394614,995.7712544,2.52886644,9.004831145,0.001384152,56.17579909
-3765.425,0.003938625,0.003684885,0.368115262,1018.509859,2.295568771,9.380281482,0.001508514,55.95890411
-3765.4,0.003133543,0.003461173,0.323422133,999.9711527,1.876259629,9.334456273,0.001541808,55.74200913
-3765.375,0.003616182,0.003759373,0.398267873,1007.23705,2.279933907,9.412732004,0.00150137,55.52511416
-3765.3393,0.003377386,0.003247727,0.341671014,985.8599453,2.207767663,9.225484787,0.001443591,55.30821918
-3765.3036,0.002824544,0.003094395,0.313344191,992.2699788,2.175611612,9.12586196,0.001419479,55.0913242
-3765.2679,0.003339491,0.003340893,0.354196953,1002.93633,2.509225581,9.194652968,0.001347084,54.87442922
-3765.2321,0.00317508,0.003187045,0.347148954,989.2178942,2.734706993,8.76623939,0.001207195,54.65753425
-3765.1964,0.003571076,0.00332786,0.361296665,1002.185872,2.939553625,9.03835242,0.001294207,54.44063927
-3765.1607,0.004543068,0.004371509,0.380282441,986.9229881,3.30635364,8.906886999,0.001196359,54.22374429
-3765.125,0.004164605,0.004056002,0.363514464,1006.975005,3.023796898,8.968367987,0.001237415,54.00684932
-3765.0893,0.004082673,0.003890917,0.297505282,996.2697184,2.439255603,8.947921318,0.001276134,53.78995434
-3765.0536,0.00431949,0.004258773,0.323997148,995.9695691,2.709110105,9.060577582,0.001284444,53.57305936
-3765.0179,0.004599835,0.004193857,0.353551286,1001.539549,2.988707336,9.009558965,0.00134548,53.35616438
-3764.9821,0.003647368,0.003708162,0.351925619,999.0245905,2.883565348,8.901756317,0.001265063,53.13926941
-3764.9464,0.003544221,0.003573917,0.307597519,1008.693527,2.264511855,9.052536201,0.001401544,52.92237443
-3764.9107,0.003836224,0.003978506,0.35207932,1012.040727,2.655443039,9.153789279,0.001401907,52.70547945
-3764.875,0.004308145,0.004547942,0.387444965,985.948873,3.202750449,9.059664651,0.00125127,52.48858447
-3764.8393,0.003763551,0.003574802,0.263309126,989.5446554,1.875876297,9.172249972,0.001408243,52.2716895
-3764.8036,0.004440509,0.004318377,0.376984522,1012.103082,2.764615123,9.279177181,0.00137718,52.05479452
-3764.7679,0.004092792,0.003974628,0.309580489,997.1099685,2.170974039,9.188050336,0.001407455,51.83789954
-3764.7321,0.003748173,0.003972235,0.378043705,997.0925637,2.544270822,9.130948729,0.001329107,51.62100457
-3764.6964,0.004287275,0.004236789,0.408658603,1004.587318,2.649021349,9.186177729,0.001363617,51.40410959
-3764.6607,0.004253891,0.004075328,0.377077326,1003.677,2.21973203,9.269112725,0.001470959,51.18721461
-3764.625,0.003866738,0.003763411,0.355213543,1007.525782,2.233331209,9.237028342,0.001337279,50.97031963
-3764.5893,0.004935189,0.004803377,0.477711489,1002.226,3.396721411,9.149716164,0.001300567,50.75342466
-3764.5536,0.004915435,0.004561248,0.447807476,998.3701593,3.188961525,9.171946048,0.001341231,50.53652968
-3764.5179,0.004112855,0.003836242,0.402624547,1004.095615,2.641561794,9.157534582,0.001364683,50.3196347
-3764.4821,0.004141254,0.00393736,0.405033295,1003.796078,2.542564121,9.334214763,0.001445992,50.10273973
-3764.4464,0.003771603,0.003849981,0.347357021,991.3099963,1.99982539,9.19095381,0.001512948,49.88584475
-3764.4107,0.003860328,0.003882463,0.354463029,1002.500189,2.126135012,9.242064142,0.001459543,49.66894977
-3764.375,0.003733335,0.003665628,0.312945188,1015.448277,1.720762105,9.408210735,0.001586719,49.45205479
-3764.3405,0.003561726,0.003540641,0.319391431,998.8166427,1.997952971,9.288701464,0.001497246,49.23515982
-3764.306,0.003473432,0.003699935,0.346432083,997.8778959,2.507735185,9.265854318,0.001429985,49.01826484
-3764.2716,0.004143251,0.003724767,0.399576242,1011.734189,2.797729464,9.323528271,0.001433867,48.80136986
-3764.2371,0.003449825,0.003355325,0.367611419,988.0954267,2.457482716,9.294689332,0.001483282,48.58447489
-3764.2026,0.003614679,0.003595934,0.374317827,994.5695497,2.855861739,9.22040044,0.001362736,48.36757991
-3764.1681,0.003569755,0.003620559,0.342548718,995.8242432,2.738600773,9.278097467,0.001404247,48.15068493
-3764.1336,0.003880283,0.003775689,0.297314587,987.2865808,2.43275484,9.213805301,0.00140016,47.93378995
-3764.0991,0.003442665,0.003403061,0.288345517,999.4152582,2.082375647,9.254247132,0.001355328,47.71689498
-3764.0647,0.003467012,0.003371807,0.266705964,991.9821143,1.676453796,9.297217702,0.001395665,47.5
-3764.0302,0.004052252,0.004119899,0.296336205,993.2602518,2.266374813,9.211702443,0.001358329,47.28310502
-3763.9957,0.004827153,0.004636867,0.265120203,996.7278923,1.94008204,9.338770994,0.001457063,47.06621005
-3763.9612,0.003879326,0.003759525,0.308720608,990.8058787,2.301168087,8.995112093,0.001404379,46.84931507
-3763.9267,0.004123673,0.003961012,0.388059793,998.538312,3.265879298,9.069301372,0.001301133,46.63242009
-3763.8922,0.003971631,0.004326073,0.397328832,1000.618197,3.642046893,9.189368207,0.00128674,46.41552511
-3763.8578,0.004371273,0.004355973,0.360750706,999.3442352,3.423241608,9.227833446,0.001372348,46.19863014
-3763.8233,0.004242394,0.004113903,0.344048381,997.4551876,2.90915811,9.156136986,0.001350267,45.98173516
-3763.7888,0.004997821,0.005038602,0.413335227,999.3799856,3.885248673,9.132085273,0.001243453,45.76484018
-3763.7543,0.005101538,0.004984881,0.40962677,1010.800931,3.88191459,9.076168463,0.001251655,45.54794521
-3763.7198,0.005069783,0.005044356,0.369635548,1002.668054,3.647871668,9.13345386,0.001267342,45.33105023
-3763.6853,0.004694046,0.004475451,0.316058269,1008.232857,2.723233182,9.292134126,0.001376879,45.11415525
-3763.6509,0.004244476,0.004001395,0.2574291,993.6120309,1.926268095,9.289090491,0.001477359,44.89726027
-3763.6164,0.004959361,0.00461493,0.346225739,999.7091966,2.945153013,9.140438243,0.001273558,44.6803653
-3763.5819,0.004547687,0.004474714,0.332348363,1004.899644,2.976053881,9.086921375,0.001229719,44.46347032
-3763.5474,0.003876783,0.003759345,0.278550839,999.2480238,2.254179276,9.21431435,0.001365707,44.24657534
-3763.5129,0.004272102,0.004161244,0.311217838,994.6359113,2.37467263,9.145901048,0.001473288,44.02968037
-3763.4784,0.0043019,0.004101102,0.349794614,1004.104241,2.971183452,9.223090882,0.001397711,43.81278539
-3763.444,0.004628034,0.004507944,0.325924205,1004.995663,2.806449892,9.20290101,0.001404823,43.59589041
-3763.4095,0.005243372,0.005381633,0.357858213,1016.687295,3.124121493,9.343779663,0.001392137,43.37899543
-3763.375,0.005016776,0.004765862,0.297948474,1014.739746,2.366792084,9.480466983,0.001422505,43.16210046
-3763.3523,0.004851752,0.004807632,0.322694255,1003.904908,2.501195891,9.257098337,0.00134724,42.94520548
-3763.3295,0.004531473,0.004607766,0.32277452,996.0382578,2.506665039,9.251890024,0.00138734,42.7283105
-3763.3068,0.004087279,0.004102246,0.295096642,1010.465997,2.195070352,9.306941489,0.001441966,42.51141553
-3763.2841,0.004361326,0.004761051,0.352671783,1009.677127,2.773691957,9.275919441,0.001375654,42.29452055
-3763.2614,0.004358238,0.004320403,0.321369947,1002.985958,2.431741276,9.378430642,0.001460196,42.07762557
-3763.2386,0.004301294,0.004242781,0.358252044,989.0676245,2.632635852,9.150450503,0.001397108,41.86073059
-3763.2159,0.004180007,0.004298611,0.360390091,1011.190867,2.388066059,9.390277668,0.001442669,41.64383562
-3763.1932,0.004564133,0.004535984,0.342535484,995.9236699,2.421667425,9.168966991,0.001374028,41.42694064
-3763.1705,0.004590968,0.004242185,0.335094677,1005.251498,2.354940671,9.160959567,0.001335291,41.21004566
-3763.1477,0.00411666,0.003911269,0.357819493,997.5915017,2.329912274,9.137859576,0.001366973,40.99315068
-3763.125,0.00374492,0.003541152,0.31965467,994.8005799,2.044258619,9.083623984,0.001365202,40.77625571
-3763.1023,0.003966408,0.003926452,0.361195654,1000.471367,2.575793328,9.129303761,0.001445432,40.55936073
-3763.0795,0.004608755,0.004432042,0.433218073,994.8700984,3.325806697,9.204348591,0.001375469,40.34246575
-3763.0568,0.004251542,0.004192235,0.465628514,996.8023859,3.254749675,9.042424855,0.001276202,40.12557078
-3763.0341,0.003941104,0.003856077,0.418161756,999.7116289,2.717507431,9.129130097,0.001352133,39.9086758
-3763.0114,0.003980015,0.00384459,0.377028907,1001.041911,2.475501122,9.230102212,0.001384531,39.69178082
-3762.9886,0.003607791,0.003713739,0.367350149,992.3179159,2.399061352,9.146211803,0.001423336,39.47488584
-3762.9659,0.003180546,0.003177901,0.311715849,999.5537389,1.948484343,9.056161214,0.001449122,39.25799087
-3762.9432,0.003598195,0.003366278,0.389138375,1004.261387,2.367320907,9.208344452,0.001431299,39.04109589
-3762.9205,0.003584501,0.003548416,0.421536926,996.1125299,2.735229677,9.147488992,0.001343389,38.82420091
-3762.8977,0.003101589,0.003054732,0.389501286,1001.482941,2.31940811,9.161267183,0.001423495,38.60730594
-3762.875,0.002896872,0.002760679,0.362832212,1007.866566,2.308094151,9.165405653,0.001409532,38.39041096
-3762.8523,0.00288062,0.003036767,0.377045325,1016.590616,2.343337734,9.114826361,0.001411125,38.17351598
-3762.8295,0.003038284,0.003023954,0.345707125,1008.660487,2.171580394,9.06406348,0.001435195,37.956621
-3762.8068,0.003033832,0.003191151,0.374880751,994.3031914,2.29757019,9.125829281,0.001506604,37.73972603
-3762.7841,0.003480235,0.003568843,0.332981257,1012.732599,2.094893471,9.258371811,0.001500908,37.52283105
-3762.7614,0.003238568,0.003175843,0.384129437,989.4040905,2.61084359,9.022558658,0.001341015,37.30593607
-3762.7386,0.003291217,0.003044972,0.345372733,1005.653662,2.296085945,9.137865478,0.0014526,37.0890411
-3762.7159,0.00349608,0.003248076,0.406652034,1000.7876,2.862831783,9.021194025,0.001319823,36.87214612
-3762.6932,0.003447466,0.003247328,0.404707691,1000.65976,2.865158814,9.085479921,0.001324046,36.65525114
-3762.6705,0.002967135,0.002952746,0.419004067,1018.391366,2.850461565,8.96317309,0.00125539,36.43835616
-3762.6477,0.003850536,0.003676934,0.452253553,997.0095823,3.400123566,9.069322761,0.001222581,36.22146119
-3762.625,0.003849466,0.003879683,0.403813793,999.2234471,2.9207248,9.05823613,0.001316613,36.00456621
