Age,Ba138Ca,BaCa,BCa,CaCa,MgCa,SrCa,UCa,Distance
-3771.375,0.004262178,0.004111106,0.27774136,1009.078614,2.067071969,9.267415786,0.001583543,90.87899543
-3771.31944,0.003101397,0.003063326,0.21012014,1000.222025,1.657084657,9.033894348,0.001730797,90.66210046
-3771.26389,0.00332339,0.003221582,0.285704036,1005.608393,2.438555655,9.085397979,0.001566602,90.44520548
-3771.20833,0.003858708,0.003827252,0.288138855,1032.76219,2.411215023,9.135978926,0.001550036,90.2283105
-3771.15278,0.003039129,0.002945529,0.245254034,980.2843544,1.742175679,9.042749875,0.001612819,90.01141553
-3771.09722,0.002781013,0.002757776,0.277854858,1004.793413,1.95237168,9.090066673,0.001546728,89.79452055
-3771.04167,0.003913612,0.003861169,0.342003317,990.9286873,2.880696254,8.930251998,0.001372386,89.57762557
-3770.98611,0.004360967,0.004227657,0.320196219,990.5760542,2.795197949,9.024185008,0.001346741,89.36073059
-3770.93056,0.004281391,0.004086399,0.37378458,997.2094224,3.182289207,9.017197814,0.00132666,89.14383562
-3770.875,0.00351123,0.003651969,0.287068385,1002.668317,2.385996567,8.977798946,0.001413093,88.92694064
-3770.81944,0.003488876,0.003563931,0.299056194,1003.204673,2.512501461,9.149339682,0.001415816,88.71004566
-3770.76389,0.002971081,0.003009843,0.236460794,993.0234138,2.00200252,9.000893988,0.001496007,88.49315068
-3770.70833,0.003141952,0.003045374,0.248878495,995.753288,1.920622345,8.915076863,0.001467324,88.27625571
-3770.65278,0.003221515,0.00289899,0.24872364,982.6567286,1.870127269,9.006395675,0.001480126,88.05936073
-3770.59722,0.003024509,0.003066399,0.282870988,1008.523535,2.238364631,8.9679824,0.001409557,87.84246575
-3770.54167,0.004057589,0.004177892,0.352889542,1013.920274,3.38227044,9.082585007,0.001291497,87.62557078
-3770.48611,0.003053726,0.002994853,0.250616084,988.8171082,2.076001167,9.041012587,0.001430323,87.4086758
-3770.43056,0.003148414,0.003021149,0.251207557,993.5806444,2.296839289,9.172513625,0.001450155,87.19178082
-3770.375,0.003648309,0.003761727,0.310205619,1012.406456,3.195164593,9.209391375,0.001364594,86.97488584
-3770.33152,0.003151416,0.003091967,0.295060631,1002.280962,2.666575878,9.046270441,0.001330465,86.75799087
-3770.28804,0.003423476,0.003501548,0.28401716,993.2603752,2.777157783,8.978439856,0.001284868,86.54109589
-3770.24457,0.003732082,0.003393683,0.311698998,1002.770388,2.892382526,9.015900781,0.001291812,86.32420091
-3770.20109,0.003330495,0.003080804,0.228408486,1002.163616,1.941559638,9.171615101,0.001390297,86.10730594
-3770.15761,0.002948191,0.002850044,0.215364009,1004.335133,1.994674135,9.158340347,0.001457416,85.89041096
-3770.11413,0.003428475,0.003241096,0.22414391,1004.319088,2.048773692,9.145483753,0.001514975,85.67351598
-3770.07065,0.00358446,0.003438368,0.260522243,1007.748537,2.569292383,9.124346165,0.001417148,85.456621
-3770.02717,0.003285895,0.003153153,0.227497823,1006.479127,2.079886348,9.162718975,0.001457437,85.23972603
-3769.9837,0.003259664,0.003119032,0.247611868,997.4826823,2.235869177,9.227779466,0.001520182,85.02283105
-3769.94022,0.003276308,0.003158326,0.283007466,990.8407692,2.380895124,9.072811207,0.001451224,84.80593607
-3769.89674,0.003500971,0.003814266,0.345087493,973.5444784,3.225107556,8.993540075,0.00142214,84.5890411
-3769.85326,0.003708844,0.00384149,0.32612156,1003.650652,2.780658367,9.218401644,0.001501221,84.37214612
-3769.80978,0.003954243,0.003713145,0.320992494,986.3462112,2.696561336,9.07587138,0.001436646,84.15525114
-3769.7663,0.003282585,0.003175113,0.344103259,1008.754291,2.719394176,9.215260633,0.001494472,83.93835616
-3769.72283,0.003895759,0.003702897,0.381432601,986.827108,3.183392618,9.099860608,0.001493044,83.72146119
-3769.67935,0.002692766,0.002862495,0.328660627,1007.078253,2.58479607,9.274698341,0.001608346,83.50456621
-3769.63587,0.003121568,0.003216881,0.373993778,981.4209157,3.093067946,9.079933371,0.001504104,83.28767123
-3769.59239,0.003579796,0.003489149,0.31173051,1001.661825,2.516798043,9.346702505,0.00161758,83.07077626
-3769.54891,0.003757981,0.003840957,0.35539756,1010.053275,2.689980626,9.286616937,0.001540801,82.85388128
-3769.50543,0.003497034,0.003345287,0.307203728,994.2005845,2.192736286,9.069710013,0.001569317,82.6369863
