Age,Ba138Ca,BaCa,BCa,CaCa,MgCa,SrCa,UCa,Distance
1983.93,0.002726234,0.002646472,0.497704242,1003.243408,2.977645047,8.889333566,0.001076001,77.76127321
1983.97,0.002768663,0.002633568,0.47068048,1018.489516,2.884981187,8.988043854,0.001161505,77.53846154
1984.02,0.002541676,0.002580155,0.485260437,1012.762486,3.221175825,8.978160756,0.001115261,77.31564987
1984.06,0.002348604,0.002284263,0.469992107,1000.354061,3.597624926,8.720277011,0.001132598,77.0928382
1984.11,0.002076426,0.002309552,0.44860397,1013.80609,3.612112668,8.796957333,0.001089207,76.87002653
1984.16,0.002565674,0.002646687,0.42302355,1014.5348,3.595112539,8.93027355,0.001118905,76.64721485
1984.21,0.002663577,0.002651869,0.403614526,998.0170945,3.019218812,8.748608683,0.00113871,76.42440318
1984.26,0.00242742,0.002506359,0.423874591,996.5337617,3.073605805,8.882852914,0.001240149,76.20159151
1984.31,0.00242399,0.00235918,0.439720256,1016.688208,2.779492237,8.854514021,0.001085249,75.97877984
1984.36,0.002440473,0.002624649,0.490644476,1008.755463,3.359770796,8.902392753,0.001203047,75.75596817
1984.41,0.002562724,0.002584562,0.494555027,998.0295076,3.100160585,8.917148298,0.001310592,75.5331565
1984.47,0.002789628,0.002806374,0.464965982,1009.588081,2.467696822,9.153191198,0.001710448,75.31034483
1984.52,0.003040027,0.002854111,0.40270312,1005.657772,1.427562348,9.318570658,0.002499243,75.08753316
1984.56,0.002895721,0.002811079,0.404482119,1014.448846,1.444323864,9.172373156,0.002637034,74.86472149
1984.6,0.002709065,0.00251624,0.437527955,1009.781689,2.081134702,9.146769271,0.001739662,74.64190981
1984.64,0.002587071,0.002607795,0.442034081,992.402851,2.16763533,9.126381463,0.001329309,74.41909814
1984.68,0.002818313,0.002796396,0.530182995,1007.310226,1.696446238,9.272272667,0.001098608,74.19628647
1984.72,0.002736899,0.002720725,0.604828668,1001.899202,2.002130027,9.44220701,0.001089356,73.9734748
1984.77,0.002069687,0.002328375,0.496888278,990.6928997,2.726285167,8.886665568,0.001151982,73.75066313
1984.81,0.00219697,0.002256144,0.450792468,997.1573437,2.759303064,8.921241919,0.001355458,73.52785146
1984.85,0.002450654,0.00255285,0.388605136,1022.223141,1.968715739,9.019260284,0.001623517,73.30503979
1984.89,0.002382169,0.002603989,0.416927217,1008.676812,2.258844387,9.150124797,0.001400864,73.08222812
1984.93,0.002370772,0.002688155,0.38397237,1002.399926,2.452851021,8.96624569,0.001454035,72.85941645
1984.97,0.002378348,0.002556915,0.414194544,1005.006314,2.882228389,9.038878231,0.001347468,72.63660477
1985.01,0.002749469,0.00269854,0.404990166,997.277918,2.717761001,8.692871742,0.001197543,72.4137931
1985.06,0.002582241,0.002779533,0.395812047,993.0437351,2.547665034,8.834531508,0.00117093,72.19098143
1985.1,0.002841629,0.002840163,0.434491298,1010.495986,2.973798544,8.938639717,0.001046527,71.96816976
1985.15,0.003329974,0.003033203,0.466821523,1000.994835,3.982562173,8.801225928,0.001031196,71.74535809
1985.19,0.002892636,0.002921992,0.438388873,996.7265706,4.473755252,8.675334727,0.000935122,71.52254642
1985.24,0.002798864,0.002761259,0.420439309,988.5199016,3.430384694,8.639283396,0.001048562,71.29973475
1985.28,0.002689501,0.002569961,0.431032566,990.2424626,2.657908289,8.880752002,0.001228919,71.07692308
1985.33,0.002906759,0.00307459,0.472139779,1007.037052,2.571879914,9.046367367,0.001322649,70.85411141
1985.37,0.002797584,0.002776527,0.509110956,1001.834801,2.627072408,9.138430551,0.001289612,70.63129973
1985.42,0.002552043,0.002689715,0.475407203,1011.552605,2.364742438,9.023536425,0.001479311,70.40848806
1985.46,0.002635174,0.002536507,0.459281606,1003.752754,2.156518009,8.867121797,0.001465533,70.18567639
1985.51,0.002681756,0.002490762,0.465811517,989.5991631,1.971433198,9.183142012,0.001539916,69.96286472
1985.55,0.002424713,0.002721046,0.46450794,993.7268596,1.764377021,9.277076671,0.001504367,69.74005305
1985.61,0.00279878,0.002888923,0.484564237,1001.578264,1.985654824,9.152709091,0.00171394,69.51724138
1985.67,0.002417297,0.002494381,0.498102189,1001.536537,2.352054947,9.112968169,0.001461557,69.29442971
1985.72,0.002326088,0.002367099,0.531805322,1001.635324,3.179832991,8.879838828,0.001206467,69.07161804
1985.78,0.002616979,0.002592489,0.518130185,1013.263549,3.248204526,8.902236264,0.001160251,68.84880637
1985.84,0.002719307,0.002701812,0.525931037,1002.167103,2.864345046,8.925962112,0.001130354,68.62599469
1985.9,0.002690867,0.002855115,0.518134758,1001.410944,2.894989509,8.834635971,0.00113728,68.40318302
1985.95,0.002908516,0.00289636,0.465676992,1015.118454,3.073740446,8.740929521,0.000998106,68.18037135
1986.01,0.002661404,0.002916017,0.499927116,1006.653782,3.595670502,8.732394579,0.00092551,67.95755968
1986.06,0.00295096,0.002935196,0.489720828,1008.148511,3.387919936,8.943681619,0.001259694,67.73474801
1986.1,0.002875196,0.002949136,0.44330715,1001.313535,3.099876787,8.878552954,0.001306296,67.51193634
1986.14,0.003055763,0.002844473,0.448621488,1001.447003,2.63942098,8.937723103,0.001298876,67.28912467
1986.19,0.002762808,0.002644099,0.396049818,984.9229906,2.644197116,8.617705244,0.001386744,67.066313
1986.23,0.002783471,0.002538147,0.388200848,999.7223556,2.299348031,8.517191033,0.001394294,66.84350133
1986.28,0.002894987,0.002683519,0.447489952,1003.227938,2.458639586,9.011316686,0.001273309,66.62068966
1986.32,0.002509978,0.002586997,0.481347691,1000.652278,2.862140649,8.746469936,0.001227255,66.39787798
1986.36,0.003113531,0.002994422,0.480627765,1004.637176,2.952965663,8.793026244,0.001157656,66.17506631
1986.41,0.00282672,0.002731924,0.436241074,1003.359607,2.527157091,8.976910372,0.001286934,65.95225464
1986.45,0.002994851,0.002768559,0.485882518,1001.390448,2.911674979,8.982739484,0.001367804,65.72944297
1986.5,0.003131547,0.003155343,0.465983085,1008.341649,2.456077515,9.182382343,0.00151453,65.5066313
1986.54,0.002967989,0.003052949,0.428313609,995.165659,1.997804362,9.074476591,0.001582644,65.28381963
1986.59,0.002618781,0.002678539,0.413588165,1001.476396,1.632631437,9.299712652,0.001741834,65.06100796
1986.64,0.002492043,0.002448106,0.4436272,989.9503356,1.822653163,9.134600491,0.001623161,64.83819629
1986.7,0.003412346,0.003182473,0.512493321,1007.837116,2.332229815,9.422664512,0.001587877,64.61538462
1986.76,0.003667741,0.003343592,0.471012534,1001.183943,2.111525025,9.401955278,0.001635863,64.39257294
1986.82,0.00330299,0.003364438,0.407469795,993.6693741,2.098712968,9.009638284,0.0017459,64.16976127
1986.87,0.003132487,0.00330575,0.394162237,1006.115719,2.258919052,8.844506471,0.001869706,63.9469496
1986.93,0.004135659,0.003851117,0.453191319,1010.041798,3.053375102,9.007667313,0.001380454,63.72413793
1986.99,0.003465493,0.003479647,0.451844355,997.7640591,3.229283507,8.708211742,0.001033568,63.50132626
1987.05,0.004183031,0.00400948,0.429212211,994.1347546,3.519581473,8.701825493,0.001166529,63.27851459
1987.08,0.003869344,0.003808719,0.406297234,1015.465037,3.281003602,8.819187093,0.001401705,63.05570292
1987.11,0.003984471,0.00365414,0.422736887,1016.813719,3.513445054,8.757188957,0.001142355,62.83289125
1987.14,0.004104495,0.003826662,0.388941458,1010.948522,2.842479813,8.815774044,0.001191643,62.61007958
1987.17,0.004069649,0.004056284,0.390468702,1003.082968,3.01393434,8.807012221,0.001206503,62.3872679
1987.2,0.00407583,0.003827902,0.435510885,1013.416348,3.289264372,8.903823802,0.001154495,62.16445623
1987.23,0.003697876,0.003684415,0.4447252,1000.336586,3.413556166,8.724494287,0.001117844,61.94164456
1987.26,0.004041181,0.003750198,0.447479701,1002.047994,3.282266541,8.923486804,0.001161382,61.71883289
1987.3,0.003599665,0.003290757,0.466924563,1012.241759,2.829277745,9.023328463,0.001334274,61.49602122
1987.33,0.003029701,0.002985958,0.45758788,1007.423007,2.545315508,8.814719682,0.001216698,61.27320955
1987.36,0.0032126,0.003401641,0.487185327,1015.864494,2.835561274,8.958185688,0.001247603,61.05039788
1987.39,0.003679614,0.003578683,0.470100318,1010.296913,2.664036577,9.070178063,0.00134022,60.82758621
1987.42,0.003103031,0.003119554,0.490886033,1005.871325,2.731692527,9.14848155,0.001353575,60.60477454
1987.45,0.003314922,0.003221762,0.505247873,1005.224602,2.801673998,9.05449757,0.001370403,60.38196286
1987.48,0.002823759,0.00303687,0.492457422,985.8331611,2.28053076,9.189359095,0.001491164,60.15915119
1987.51,0.003039736,0.003133823,0.481119934,988.1602755,2.138505552,9.198493231,0.001536865,59.93633952
1987.55,0.002890493,0.00294899,0.471445745,999.2264292,2.023139788,9.262347402,0.001516528,59.71352785
1987.62,0.002883003,0.002675224,0.496198718,1010.946639,2.427135945,9.210992095,0.00139703,59.49071618
1987.69,0.00300766,0.003154688,0.516163947,1009.455611,2.741180351,9.044260539,0.001371471,59.26790451
1987.77,0.003051697,0.003177479,0.499984321,995.4578203,3.020806329,8.731560428,0.001173269,59.04509284
1987.84,0.003008779,0.003013762,0.448032029,992.8750343,2.636699842,8.943166919,0.001276797,58.82228117
1987.92,0.003041087,0.003203218,0.409955709,1011.449147,2.289190305,9.051638251,0.001318639,58.5994695
1987.99,0.003306915,0.002997959,0.423089446,1003.213617,2.471939551,8.866971828,0.001268831,58.37665782
1988.07,0.003202591,0.003085828,0.426432367,1020.201708,3.186673337,8.846395993,0.00115494,58.15384615
1988.14,0.003156841,0.003099343,0.422989979,989.8976899,2.899196371,8.681718777,0.001195349,57.93103448
1988.19,0.003362161,0.00338486,0.40458947,1015.723809,2.720500052,8.906950879,0.001318323,57.70822281
1988.23,0.003484954,0.003465865,0.416767819,999.3754246,3.031360978,8.862682025,0.001215155,57.48541114
1988.28,0.003367083,0.003402201,0.481373137,1004.074252,3.862532689,8.73440342,0.001145392,57.26259947
1988.32,0.003174198,0.00300663,0.453118836,993.003516,3.372528048,8.58912615,0.001187411,57.0397878
1988.37,0.003207771,0.003026335,0.421994607,992.0535885,2.605555491,8.698805253,0.001224487,56.81697613
1988.41,0.003416658,0.003315446,0.425863413,1004.545446,2.333777171,9.182816577,0.001493321,56.59416446
1988.46,0.003214697,0.003032038,0.433043657,987.455692,2.311703843,9.04722639,0.001431622,56.37135279
1988.51,0.002855356,0.003028088,0.461169586,1006.381533,2.187634152,9.289977664,0.001565624,56.14854111
1988.55,0.002775264,0.002863031,0.490632186,1013.298901,2.297811982,9.279391119,0.001518825,55.92572944
1988.6,0.002856572,0.002820218,0.450149173,1012.881998,2.00402506,9.392554037,0.001578642,55.70291777
1988.63,0.002787937,0.002936023,0.417416797,999.3097868,1.805807858,9.298753603,0.001522293,55.4801061
1988.66,0.00266224,0.002515589,0.397039496,979.0118124,1.689686452,9.11079867,0.001444747,55.25729443
1988.7,0.002698253,0.002530118,0.383701953,1004.774618,1.584756203,9.299068951,0.001512885,55.03448276
1988.73,0.002799901,0.002839137,0.409485985,1001.321091,1.709091831,9.47001742,0.001610284,54.81167109
1988.76,0.002540396,0.002800015,0.422680156,1003.023344,1.821413499,9.085198295,0.001445028,54.58885942
1988.79,0.002591478,0.002844474,0.452621998,1016.162783,2.080744171,9.143353242,0.001397096,54.36604775
1988.82,0.003207109,0.00305044,0.446680719,991.5540938,2.172048874,9.049991391,0.00130742,54.14323607
1988.86,0.003331431,0.003261696,0.51727463,993.6296223,3.156374055,8.811594106,0.001156965,53.9204244
1988.89,0.003298851,0.003322938,0.471901985,998.8011635,2.785673122,8.759899651,0.001089345,53.69761273
1988.92,0.003626232,0.003726615,0.422008975,1005.837583,2.441291106,8.896623555,0.001171579,53.47480106
1988.95,0.003719216,0.003520016,0.354385221,1013.115971,1.940037331,9.057477013,0.001376303,53.25198939
1988.99,0.003309192,0.003406704,0.313362075,997.0321696,1.795208892,8.753044228,0.001196972,53.02917772
1989.02,0.003659944,0.003831186,0.314170174,1002.4798,1.850823987,8.534479889,0.001115137,52.80636605
1989.07,0.003986117,0.004332399,0.383781244,1017.470351,2.592332926,8.937331483,0.001239849,52.58355438
1989.12,0.003904673,0.003843219,0.357762451,992.7153657,2.12438357,8.855453682,0.001308418,52.36074271
1989.17,0.003586898,0.003554111,0.390812279,1012.777697,2.576292656,9.034135026,0.001213216,52.13793103
1989.22,0.003985053,0.003710803,0.381019428,1014.172427,2.269438291,8.847426835,0.001025635,51.91511936
1989.27,0.003486357,0.003597253,0.360936376,1002.797194,2.364048988,8.66070133,0.000933582,51.69230769
1989.33,0.003796941,0.003807227,0.385211953,1017.470328,2.508133475,8.889608801,0.001140198,51.46949602
1989.38,0.004040237,0.003789453,0.446727019,1016.2075,3.280998108,8.984879998,0.001099068,51.24668435
1989.43,0.003752183,0.003801874,0.490038732,986.0459803,4.044498896,8.757290168,0.001033002,51.02387268
1989.48,0.003359962,0.003434186,0.500340863,996.1241283,3.494057475,8.734013705,0.00110225,50.80106101
1989.53,0.00311353,0.003075459,0.411577121,1003.431613,1.952817926,9.036761453,0.001380778,50.57824934
1989.58,0.002850207,0.003061438,0.483333649,996.5002944,2.262868327,8.962608651,0.001401792,50.35543767
1989.63,0.002733977,0.002845471,0.404897985,1024.286926,1.653589751,9.145151276,0.001538289,50.13262599
1989.68,0.003174662,0.003072451,0.419196952,995.7694242,2.036429046,8.610298184,0.001332157,49.90981432
1989.73,0.003024831,0.003004299,0.427148952,1000.037884,2.203944573,8.941750825,0.001323212,49.68700265
1989.78,0.003222954,0.003234968,0.46721822,1000.39478,2.760319342,8.954118435,0.001265969,49.46419098
1989.83,0.003467059,0.003518914,0.482060725,1002.297833,3.193304882,8.94560172,0.001201868,49.24137931
1989.88,0.003369063,0.003592646,0.450802876,1000.020168,2.918615621,8.971141863,0.001261176,49.01856764
1989.93,0.003921335,0.003754828,0.439327716,1010.815411,2.832755514,8.90604365,0.001240502,48.79575597
1989.97,0.003372605,0.00341203,0.439721561,999.9133747,2.901911621,8.713353617,0.001196563,48.5729443
1990.02,0.003740561,0.003778618,0.443516388,1019.414573,3.418205923,8.893844406,0.001139283,48.35013263
1990.07,0.004158409,0.003873275,0.362949005,1009.290934,2.96762978,8.581222943,0.001089888,48.12732095
1990.12,0.003926105,0.003949501,0.362201662,1018.232574,2.88767812,8.552124384,0.001059324,47.90450928
1990.18,0.004048062,0.004207039,0.440132306,1010.700089,3.160718173,8.800629544,0.001156225,47.68169761
1990.25,0.003931934,0.003862422,0.482406692,1008.859937,3.095027488,8.930795857,0.00128239,47.45888594
1990.31,0.003139458,0.003059342,0.465145528,1004.017546,3.144300944,8.773401184,0.001162904,47.23607427
1990.37,0.003292085,0.003314227,0.47319284,1011.570573,2.526395536,9.057082494,0.001262279,47.0132626
1990.43,0.002998369,0.003110825,0.510984235,1003.104165,2.412664577,8.981681866,0.001189842,46.79045093
1990.49,0.00347687,0.003373437,0.52406669,998.193938,2.422277894,9.066791936,0.001225353,46.56763926
1990.56,0.003602274,0.003787506,0.511107084,992.0181485,2.271093234,8.999719075,0.001206574,46.34482759
1990.62,0.002976217,0.003074084,0.552798914,1004.122857,2.552754935,9.323076094,0.001359643,46.12201592
1990.71,0.002957521,0.003042946,0.483948334,1008.463655,1.969440385,9.221854169,0.001183414,45.89920424
1990.8,0.003010249,0.002708465,0.496080662,1005.501085,2.349764754,8.876265799,0.001061193,45.67639257
1990.9,0.002876431,0.002802646,0.439612415,1011.801693,2.124929431,9.075967169,0.00105104,45.4535809
1990.99,0.002758753,0.002878262,0.427224337,1009.140712,2.728093552,8.892071326,0.001218163,45.23076923
1991.08,0.002807644,0.002767053,0.433450357,1017.761657,3.491316968,8.764047685,0.001168445,45.00795756
1991.14,0.003021419,0.002855103,0.431455755,1010.75116,2.961860614,8.997860541,0.001250864,44.78514589
1991.21,0.002497348,0.002417162,0.441474075,1004.732715,3.002166749,8.887311403,0.001311771,44.56233422
1991.27,0.002494584,0.002698316,0.451544271,998.2864227,2.610871071,8.913269519,0.001324492,44.33952255
1991.34,0.00284875,0.002679743,0.437475135,996.7614237,2.435838571,8.989239255,0.001388038,44.11671088
1991.4,0.00264199,0.002496286,0.443784951,991.5504108,2.200789821,8.973368987,0.001394269,43.8938992
1991.46,0.002437099,0.002458889,0.4650991,988.1787809,2.172314522,8.937164044,0.001344652,43.67108753
1991.53,0.002945189,0.002982414,0.449914195,1007.285912,1.809119889,9.123370269,0.001468359,43.44827586
1991.59,0.003510192,0.00332748,0.445198803,1010.149295,1.736577392,9.140873329,0.001355882,43.22546419
1991.65,0.003017818,0.003212566,0.455890075,999.5473112,1.774542131,9.177323969,0.001276718,43.00265252
1991.73,0.002886985,0.002882511,0.455784229,1006.297857,2.324378301,9.062012945,0.001288705,42.77984085
1991.81,0.003249514,0.003267917,0.450324778,1003.662678,2.250954095,9.101680588,0.001330787,42.55702918
1991.88,0.002786033,0.003052021,0.44462485,1017.355856,2.417539478,9.262907575,0.001325693,42.33421751
1991.96,0.002959807,0.003028332,0.409207236,1003.220181,2.524214217,8.96752676,0.001355748,42.11140584
1992.04,0.002781632,0.002852473,0.30752217,995.4511187,1.86914316,8.995521608,0.001760153,41.88859416
1992.11,0.002972426,0.002762434,0.361830515,1010.924585,2.552693476,8.797786784,0.001487106,41.66578249
1992.17,0.003321032,0.003257439,0.424259553,1005.061788,2.193971196,9.118948311,0.001320386,41.44297082
1992.22,0.003191866,0.003210228,0.4529012,985.7635831,2.417711541,9.117438606,0.001317701,41.22015915
1992.27,0.00300585,0.002823166,0.449206658,1009.019033,2.611567594,9.249112248,0.001478273,40.99734748
1992.32,0.002924761,0.002956455,0.438965887,1003.936493,2.726904866,9.070553609,0.00134791,40.77453581
1992.37,0.002966254,0.002849404,0.38243382,1000.327468,2.169723579,8.873254128,0.001513319,40.55172414
1992.42,0.002886342,0.002779294,0.360965269,1009.331947,1.452254936,9.192781925,0.001665098,40.32891247
1992.47,0.002860344,0.002814921,0.359552565,1013.253523,1.345567915,9.250460081,0.001455872,40.1061008
1992.52,0.002948566,0.003042272,0.398422223,1005.238141,1.305670921,9.329528084,0.001553806,39.88328912
1992.57,0.003693454,0.003514073,0.434385728,1009.118833,1.244435297,9.654228843,0.001577578,39.66047745
1992.62,0.003237992,0.003219193,0.417381825,1004.707739,1.152386506,9.498315416,0.001550666,39.43766578
1992.66,0.003225475,0.003227355,0.452744318,1008.370137,1.406312786,9.543146863,0.001527973,39.21485411
1992.7,0.003231012,0.003091186,0.491043046,999.4436532,1.848720854,9.440348991,0.001436014,38.99204244
1992.75,0.003128537,0.003194099,0.495299285,1009.633401,1.782546557,9.635325233,0.001652422,38.76923077
1992.79,0.002497248,0.002914703,0.511806246,1007.260153,2.358369537,9.207071726,0.001345876,38.5464191
1992.83,0.003117284,0.002925935,0.481405411,1001.579674,1.959476802,9.250914141,0.001477765,38.32360743
1992.88,0.003008361,0.002878082,0.458497844,1006.371602,1.99782155,9.187384582,0.001313344,38.10079576
1992.92,0.002682481,0.00277667,0.448155023,1012.784316,2.114530163,9.085635765,0.001345668,37.87798408
1992.97,0.003267628,0.003133749,0.440119697,1004.034862,1.861875765,9.46509004,0.001429225,37.65517241
1993.01,0.002990469,0.002839725,0.423555656,1000.306965,2.020171208,9.297206211,0.001396406,37.43236074
1993.05,0.003336684,0.003465979,0.459614626,1001.518659,2.356308156,9.098670078,0.001227479,37.20954907
1993.12,0.003885799,0.003677232,0.467498476,989.6459755,1.994340553,9.24323041,0.001171732,36.9867374
1993.19,0.003347098,0.003300292,0.474904305,1011.405157,2.211720162,9.313000426,0.001263386,36.76392573
1993.26,0.003026018,0.003193157,0.468395439,1011.672216,2.524623133,9.106799767,0.001317032,36.54111406
1993.32,0.003018229,0.003093162,0.49121456,1020.542732,2.845450211,9.090800535,0.00129601,36.31830239
1993.39,0.003514404,0.003102965,0.498289697,1011.622963,3.092090652,9.020528037,0.001251233,36.09549072
1993.46,0.003186251,0.00306417,0.511199007,1000.73331,2.79733558,9.200145598,0.00137972,35.87267905
1993.53,0.003277852,0.003135069,0.444404834,1007.063205,1.912895246,9.387819248,0.001600351,35.64986737
1993.6,0.003415483,0.003598108,0.43290647,1001.196555,1.666524188,9.546522945,0.00171132,35.4270557
1993.67,0.005200871,0.005036688,0.4166435,1019.991279,1.859797446,9.562038166,0.001621812,35.20424403
1993.72,0.004158705,0.004303751,0.455687699,1005.386231,2.316644214,9.336136824,0.001599881,34.98143236
1993.78,0.004388628,0.004120686,0.472705347,1019.0251,2.696901885,9.342233429,0.001425795,34.75862069
1993.84,0.005448355,0.005165486,0.452212901,996.6829012,2.620981815,9.244686796,0.001406339,34.53580902
1993.9,0.004920984,0.005062902,0.458406081,982.4944269,2.702887874,8.807213973,0.001241819,34.31299735
1993.95,0.004305134,0.004449181,0.435848556,1008.022968,2.815598533,9.126491257,0.001383907,34.09018568
1994.01,0.003396842,0.003467107,0.453027357,995.5319741,3.608747867,8.623649789,0.001113058,33.86737401
1994.09,0.003599326,0.003482859,0.419341991,1003.304774,3.777480157,8.663076494,0.001035255,33.64456233
1994.18,0.004192946,0.004685925,0.39019345,997.8923821,2.436946233,9.099401214,0.001362749,33.42175066
1994.26,0.004775494,0.004875323,0.394145346,1019.941992,2.081125965,9.353458286,0.001312689,33.19893899
1994.34,0.004351106,0.004312176,0.415201291,999.8248418,2.182657381,9.286713095,0.001384302,32.97612732
1994.42,0.003453239,0.003388991,0.419848411,999.2824249,2.106137791,8.618128425,0.001192211,32.75331565
1994.5,0.003394445,0.003484389,0.484644943,998.8125623,2.477671618,8.991941789,0.001309934,32.53050398
1994.59,0.005202164,0.004957072,0.438058292,1010.757213,1.928052974,9.609685932,0.001701827,32.30769231
1994.77,0.005015461,0.005010818,0.482344632,999.4409503,2.425752222,9.226210978,0.001516124,32.08488064
1994.94,0.003451952,0.0035044,0.488992621,1015.84604,2.74722479,9.111908694,0.001270848,31.86206897
1995.12,0.003524374,0.003560313,0.402596978,1019.125595,2.32877678,8.906975112,0.001401438,31.63925729
1995.62,0.003492853,0.00355507,0.42297215,1012.562376,2.3133038,9.024330483,0.001432238,31.41644562
1995.78,0.003633017,0.003727134,0.414492371,1001.36138,2.497021843,8.787755753,0.001344323,31.19363395
1995.93,0.003157566,0.003395702,0.398969059,985.0511845,2.437927279,8.84114651,0.001314383,30.97082228
1996.08,0.003742599,0.003590365,0.410089075,1004.783617,2.829890226,8.695821,0.001179464,30.74801061
1996.21,0.003403921,0.003823813,0.4054902,990.7296138,3.199657786,8.713086408,0.001168825,30.52519894
1996.33,0.004516083,0.00427424,0.406617484,997.8285686,2.640617049,8.980514892,0.001294315,30.30238727
1996.45,0.004652026,0.004502752,0.470898143,995.0821749,2.739592258,9.184440962,0.001414684,30.0795756
1996.58,0.00407951,0.004019457,0.413535483,996.319358,1.976986507,9.299960408,0.001598977,29.85676393
1996.67,0.003854561,0.003516914,0.525852635,1003.469627,2.578789188,9.186808848,0.001447708,29.63395225
1996.77,0.003761674,0.003657904,0.383449657,1002.967459,1.904918927,9.023637522,0.001415344,29.41114058
1996.87,0.00361221,0.003508276,0.439893692,1000.446999,2.2696748,9.372756695,0.001445061,29.18832891
1996.96,0.00400178,0.003825973,0.415268523,1009.10412,2.333227698,9.384548231,0.001467199,28.96551724
1997.06,0.003399586,0.003443455,0.440307822,1002.788865,2.624099768,9.202365536,0.001388981,28.74270557
1997.15,0.003392372,0.003647512,0.369040432,994.7747253,1.98008571,8.853912511,0.001368458,28.5198939
1997.24,0.00440608,0.004069466,0.345573639,1000.26248,1.526859735,8.962326983,0.001361202,28.29708223
1997.32,0.003500978,0.003645008,0.341446262,1004.815898,1.396778041,9.136873824,0.001393985,28.07427056
1997.41,0.003623881,0.003624905,0.350773411,1003.162351,1.368573029,9.175675562,0.001329572,27.85145889
1997.49,0.003669828,0.003531151,0.419875973,999.0311168,1.599859029,9.116403481,0.001552334,27.62864721
1997.58,0.003441929,0.00355624,0.477782169,1015.536956,1.997253208,9.166310858,0.001456502,27.40583554
1997.64,0.003636609,0.003651643,0.431872023,998.127281,1.769857745,8.98141333,0.001384777,27.18302387
1997.7,0.003374267,0.003436014,0.384229419,997.2256859,1.756436579,9.153741015,0.001534387,26.9602122
1997.77,0.003573816,0.003425374,0.384058525,1003.427629,1.770395226,9.168437829,0.001457736,26.73740053
1997.83,0.003573055,0.003183136,0.355613659,986.1860194,1.499006971,8.990566265,0.001450973,26.51458886
1997.89,0.003062775,0.003051221,0.367576953,1012.145566,1.791359295,9.066289069,0.001439012,26.29177719
1997.96,0.002926873,0.002867377,0.400905181,999.9604968,2.225925432,9.005907902,0.001378353,26.06896552
1998.02,0.002701152,0.002909509,0.436693753,995.4977774,2.824437859,8.782964811,0.001343378,25.84615385
1998.09,0.002959871,0.00320464,0.407171319,1011.231988,3.041836778,9.017011474,0.00137366,25.62334218
1998.15,0.003124287,0.003049409,0.382836933,991.8015722,2.864270949,8.758117204,0.001318734,25.4005305
1998.19,0.003436858,0.003244591,0.407331712,1008.377733,2.783191059,8.964140518,0.001361335,25.17771883
1998.24,0.003533594,0.00333187,0.42108183,1011.881309,2.730634985,9.077909856,0.001385604,24.95490716
1998.28,0.003164476,0.003318237,0.43379495,989.7118651,2.602968455,9.065572828,0.00145114,24.73209549
1998.32,0.002823126,0.003038301,0.428359327,995.3139461,2.449038192,8.84573967,0.001349485,24.50928382
1998.36,0.002989548,0.003105735,0.428374878,1001.775281,2.146475895,9.148462015,0.001513015,24.28647215
1998.4,0.003164118,0.003088067,0.433610973,1001.605803,2.196249164,9.423034133,0.001515765,24.06366048
1998.45,0.003047404,0.003028793,0.43519663,990.1488599,2.110318716,9.270436258,0.001501915,23.84084881
1998.49,0.003337685,0.003087128,0.426621757,1004.089109,1.964237602,9.232812682,0.00157912,23.61803714
