Age,BaCa,BCa,MgCa,Mn,SrCa,UCa,Distance
1990.923,0.004142603,0.420587403,3.40324881,0.3298584,8.817666385,0.00122877,128.67
1990.9424,0.004095152,0.430522403,3.858442592,0.339481,8.786465617,0.00121977,128.45
1990.9618,0.003937116,0.424447338,3.8696066,0.349114,8.71122982,0.001262268,128.1
1990.9822,0.004072153,0.40491392,3.372127703,0.305981,8.876390956,0.00135324,127.76
1991.0015,0.004518799,0.434182886,3.731065427,0.296242,8.867686358,0.001225133,127.41
1991.0209,0.005047584,0.424539373,3.93716347,0.279837,8.76919523,0.00109444,127.07
1991.0403,0.006009656,0.420172671,3.395457564,0.357467,8.984814353,0.001395852,126.72
1991.0597,0.009296711,0.390215225,2.983649428,0.480989,8.927286329,0.001415261,126.38
1991.0801,0.010376139,0.415381386,3.019239583,0.551641,8.996915495,0.00134083,126.03
1991.0995,0.009683559,0.390660253,3.006025889,0.418564,9.059890242,0.001413693,125.69
1991.1189,0.007601979,0.366635749,2.63574847,0.198326,9.21715922,0.001595992,125.34
1991.1362,0.006103408,0.362018013,2.22788401,0.178606,9.399142279,0.001841776,125
1991.1525,0.00598598,0.384299147,2.359307648,0.196656,9.619442208,0.001878976,124.65
1991.1699,0.006338872,0.400758853,2.704137686,0.244208,9.318067152,0.001707555,124.31
1991.1862,0.006022251,0.414360466,3.135911701,0.300716,9.113292394,0.001507063,123.96
1991.2035,0.005928325,0.420527553,3.194739311,0.245374,9.04308273,0.001415628,123.62
1991.2198,0.00569629,0.447333478,3.190878748,0.289793,9.10758083,0.001438226,123.27
1991.2372,0.005163571,0.422999214,3.37568938,0.283368,8.974834722,0.001429672,122.93
1991.2535,0.005291592,0.411600048,3.078036009,0.189167,9.056938247,0.001402832,122.58
1991.2709,0.005714357,0.428545327,3.143670836,0.188981,8.98352427,0.001311867,122.24
1991.2872,0.005628854,0.440574025,3.29077508,0.168453,9.067004579,0.001317281,121.89
1991.3045,0.005490157,0.447790735,2.791336521,0.190397,9.086945928,0.001442613,121.55
1991.3208,0.005520928,0.480002511,3.270434758,0.186631,9.052265631,0.001297548,121.2
1991.3382,0.005484618,0.491644337,2.965427997,0.212905,9.070189246,0.001285541,120.86
1991.3545,0.005196493,0.477641932,2.835189242,0.202912,9.02559525,0.001275211,120.51
1991.3718,0.005070646,0.495386756,3.189284239,0.217474,8.832654432,0.001209414,120.17
1991.3882,0.005000294,0.483729506,2.968652368,0.203806,9.031283144,0.001263656,119.82
1991.4055,0.005106933,0.477695064,2.900062527,0.203617,9.094691548,0.001366274,119.48
1991.4218,0.005043642,0.49652428,3.192551457,0.231694,9.132966646,0.001300199,119.13
1991.4392,0.004860022,0.489071978,2.924968055,0.195232,9.019258515,0.001400129,118.79
1991.4555,0.005078282,0.504148236,2.657266034,0.199354,9.12697096,0.001451156,118.44
1991.4728,0.005261097,0.530225502,2.84762202,0.197851,9.149826843,0.001370569,118.1
1991.532,0.005143115,0.518009563,2.87426906,0.216563,9.027428456,0.001395386,117.75
1991.5901,0.004808865,0.506030118,2.709449118,0.233592,9.13075296,0.001481215,117.41
1991.6493,0.004606293,0.499896409,2.896544753,0.241024,9.051977702,0.001423744,117.06
1991.7075,0.004367078,0.480355731,2.981151827,0.273533,8.875719936,0.001324194,116.72
1991.7666,0.004159438,0.458615723,3.368707328,0.268982,8.81671502,0.001239046,116.37
1991.7829,0.003737292,0.467941836,3.211231523,0.303859,8.803534706,0.001195182,116.03
1991.8003,0.003811325,0.473697499,3.313194907,0.317331,8.820802176,0.001235414,115.68
1991.8166,0.003930289,0.467762428,3.720182349,0.344472,8.710774083,0.001102473,115.34
1991.834,0.00402005,0.457160521,3.458847069,0.343462,8.706328892,0.001078997,114.99
1991.8503,0.004053235,0.446796174,3.329316208,0.366132,8.795698469,0.001174475,114.65
1991.8676,0.004176359,0.445963688,4.024004757,0.357655,8.813042651,0.00115655,114.3
1991.8839,0.004009216,0.411628845,4.299327511,0.318028,8.60800205,0.001046339,113.96
1991.9003,0.004054581,0.431532882,4.196774889,0.309032,8.615466717,0.001076678,113.61
1991.9166,0.003936761,0.435392254,3.806500377,0.394031,8.774934749,0.001138533,113.27
1991.9339,0.003885278,0.425282515,3.831889638,0.43378,8.718084117,0.001143373,112.92
1991.9502,0.003739806,0.428126909,3.53755663,0.466292,8.659496917,0.001130851,112.58
1991.9666,0.00361539,0.45710638,3.643008709,0.446267,8.733482237,0.001149068,112.23
1991.9829,0.003499658,0.43820556,3.744439522,0.467997,8.760033925,0.001124346,111.89
1992.0002,0.003491402,0.461321837,3.950883253,0.469304,8.749367189,0.001070674,111.54
1992.0165,0.003563055,0.4467454,4.144488245,0.648747,8.67968636,0.00102622,111.2
1992.0329,0.003340849,0.454519732,3.99036815,0.710693,8.678463967,0.001020619,110.85
1992.0492,0.003468722,0.429700646,3.905757244,0.470935,8.753133726,0.001103497,110.51
1992.0665,0.003670802,0.422035678,4.077733664,0.356646,8.687554113,0.00109527,110.16
1992.0829,0.004058391,0.419705641,3.848417288,0.474176,8.656154027,0.001077246,109.82
1992.0992,0.003985345,0.406103403,4.009179565,0.477032,8.7189941,0.001033196,109.47
1992.1155,0.003448489,0.435058559,4.305985345,0.505969,8.640125951,0.001005672,109.13
1992.1328,0.00333973,0.412827641,4.220215849,0.444087,8.80669419,0.001059789,108.78
1992.1492,0.003410662,0.41127024,3.827487415,0.455049,8.683759,0.001097012,108.44
1992.1655,0.003655517,0.406734037,3.759501878,0.424067,8.755494357,0.001115765,108.09
1992.1818,0.003721141,0.403399405,3.859001161,0.411907,8.838772435,0.001096849,107.75
1992.1991,0.003780751,0.398186445,4.362459022,0.393397,8.606104539,0.00106538,107.4
1992.2155,0.003880019,0.398157658,4.714831176,0.362786,8.656138994,0.000975756,107.06
1992.2318,0.003980985,0.399807723,4.291147514,0.300601,8.771191579,0.001091043,106.71
1992.2481,0.004143111,0.406224282,4.547029738,0.254512,8.767616451,0.001025086,106.37
1992.2644,0.004321159,0.398918047,4.05134063,0.222302,8.655421206,0.001056714,106.02
1992.2818,0.004592719,0.438279545,3.506854673,0.205129,8.904561342,0.001219575,105.68
1992.2981,0.004592971,0.481360171,3.722196593,0.254558,8.920960007,0.00122815,105.33
1992.3144,0.004519846,0.484425294,3.700677577,0.301866,9.106721146,0.001206245,104.99
1992.3307,0.004655855,0.483333714,3.324664268,0.335632,8.998274027,0.001272684,104.64
1992.3481,0.004581746,0.466193985,3.782233175,0.268176,8.982299302,0.001212904,104.3
1992.3644,0.004514968,0.487310766,3.473626145,0.2434,8.88987459,0.001203992,103.95
1992.3807,0.00439311,0.500776493,3.53373283,0.235889,8.833737909,0.001173263,103.61
1992.397,0.004112999,0.469680748,3.517827627,0.227031,8.852997446,0.001176264,103.26
1992.4144,0.004010725,0.46229224,3.196331299,0.217216,8.978551759,0.001257062,102.92
1992.4307,0.004083059,0.497490144,3.333478128,0.231287,9.005700471,0.001316774,102.57
