Age,Ba138Ca,BaCa,BCa,CaCa,Cd,CdCa,LiCa,MgCa,Mn,MnCa,P,PbCa,PCa,SrCa,UCa,Y,YCa,Dist
1821.104396,0.004014413,0.003839322,0.461551295,1001.845467,0.002807621,2.50E-06,0.004961725,3.458055905,0.256314197,0.000466944,4.593987056,0.00011244,0.014844235,8.689752862,0.001126143,79.471391,8.95E-05,1879.206302
1821.130567,0.004131714,0.00390047,0.439020054,1004.680631,0.005812863,5.18E-06,0.004842291,2.934848586,0.217117134,0.000395537,2.528187066,0.000120827,0.008169157,8.891660475,0.001273152,110.933324,0.000124881,1878.993633
1821.156738,0.004240919,0.004117766,0.473216752,1018.541327,0.0220796,1.97E-05,0.005120231,3.326618864,0.236352073,0.000430578,3.174723101,0.000115938,0.010258265,8.992084743,0.001255996,94.54607,0.000106433,1878.780963
1821.182909,0.00413998,0.003915306,0.451744473,1002.713236,0.019728851,1.76E-05,0.005410501,3.292277919,0.245458529,0.000447168,1.244747956,0.000104827,0.004022068,8.714432148,0.001163758,78.765831,8.87E-05,1878.568293
1821.20908,0.004626807,0.004334173,0.403590655,1010.550223,0.034410619,3.06E-05,0.00544463,3.418325238,0.27276242,0.000496909,6.13149579,0.000153531,0.019812281,8.971950939,0.001318753,93.208165,0.000104927,1878.355624
1821.235251,0.003920347,0.003932688,0.431267381,997.9836184,0.001171269,1.04E-06,0.004811081,2.432116733,0.171135983,0.00031177,0.135815829,8.89E-05,0.000438852,9.155595616,0.001461819,187.726958,0.00021133,1878.142954
1821.261423,0.004136435,0.004010779,0.440199636,996.6883227,0.007961351,7.09E-06,0.004947717,2.394609093,0.158566991,0.000288872,4.753423885,0.0001041,0.015359412,9.07624,0.001433953,193.146341,0.000217431,1877.930284
1821.287594,0.003865269,0.003810859,0.440476833,1008.910614,0.007420226,6.61E-06,0.005104654,2.537763806,0.188295644,0.000343031,3.556318295,0.000103249,0.011491287,9.343226881,0.001456709,174.636605,0.000196594,1877.717615
1821.313765,0.004030857,0.003890431,0.455804897,996.6737001,0.001104771,9.84E-07,0.004749038,2.851972672,0.199685035,0.000363779,5.706345388,0.000112394,0.018438522,9.102912448,0.001321253,147.030846,0.000165517,1877.504945
1821.339936,0.003981927,0.004001703,0.436195785,1021.421134,0.019837957,1.77E-05,0.005079667,2.822559939,0.177046522,0.000322537,2.318985792,0.000104088,0.007493179,9.124665147,0.001338148,118.338767,0.000133218,1877.292275
1821.366107,0.004735829,0.0046525,0.424954479,1004.303053,0.036912848,3.29E-05,0.005309489,2.593276102,0.200204223,0.000364725,3.572994822,0.00013235,0.011545173,9.195829421,0.001441475,147.14945,0.000165651,1877.079606
1821.392278,0.003665133,0.003486834,0.423140703,1009.784803,0.020309761,1.81E-05,0.004934681,2.456653343,0.211647055,0.000385571,6.711146661,9.90E-05,0.021685267,9.068062074,0.001461829,156.419959,0.000176087,1876.866936
1821.41845,0.003456739,0.003484441,0.411203686,1012.689785,0.014765431,1.31E-05,0.005828912,2.619621271,0.316932225,0.000577376,8.815639704,0.000129273,0.028485371,9.032700174,0.001420264,149.634553,0.000168448,1876.654266
1821.444621,0.003581109,0.003496009,0.399647237,1006.535396,0.023832933,2.12E-05,0.005136575,2.558900274,0.327121422,0.000595939,11.79182559,0.000124117,0.038102115,8.959851137,0.001414727,238.158241,0.000268102,1876.441597
1821.470792,0.003720406,0.00348758,0.422261896,1008.704968,0.027362339,2.44E-05,0.006024862,2.527517617,0.265254576,0.000483232,11.79022102,0.000108634,0.038096931,9.35897508,0.001532344,246.740331,0.000277763,1876.228927
1821.496963,0.002983051,0.003238803,0.432005449,1002.591614,0.007144344,6.36E-06,0.005366798,2.558358328,0.267240755,0.00048685,8.005128454,9.67E-05,0.025866421,9.325282938,0.001511471,177.449094,0.00019976,1876.016257
1821.523134,0.003259819,0.003328153,0.431439614,1011.370234,0.015251092,1.36E-05,0.005471175,2.373996679,0.258416968,0.000470775,11.76691752,9.11E-05,0.038021632,9.564933321,0.001614039,240.871845,0.000271157,1875.803587
1821.549305,0.003802845,0.003766039,0.4070016,1003.081346,0.039834511,3.55E-05,0.005549604,2.722292643,0.331663471,0.000604213,11.347448,0.000111812,0.036666229,9.197886017,0.001521037,167.945266,0.000189061,1875.590918
1821.575477,0.00373987,0.003388183,0.425846953,1020.167137,0.016678241,1.48E-05,0.005115821,2.643530576,0.247395646,0.000450697,5.57955799,0.00010163,0.018028842,9.245687404,0.001485996,161.826818,0.000182173,1875.378248
1821.601648,0.003820856,0.003828185,0.391306643,1011.70005,0.021277212,1.89E-05,0.005828464,2.491869612,0.211343108,0.000385018,12.74567042,0.000126314,0.041184209,9.565458975,0.001830233,216.192046,0.000243374,1875.165578
1821.619603,0.00376361,0.003877967,0.403286458,1008.481699,0.019183846,1.71E-05,0.005686618,2.667958817,0.234431392,0.000427079,6.778615462,0.000138339,0.021903274,9.377091493,0.001575357,156.589641,0.000176278,1874.952909
1821.637558,0.003856049,0.003877929,0.42298859,1009.296544,0.016877264,1.50E-05,0.005673184,2.898975118,0.246165864,0.000448456,6.848401214,0.000139293,0.022128768,9.214492802,0.001413915,149.485806,0.000168281,1874.740239
1821.655514,0.003135977,0.00342565,0.404382663,1009.929718,0.003234248,2.88E-06,0.005172977,2.332334084,0.16286233,0.000296697,7.144109319,0.000100403,0.023084269,9.543734523,0.001688149,173.296742,0.000195085,1874.527569
1821.673469,0.004044827,0.003835192,0.443983207,1008.193975,0.014203,1.26E-05,0.005659047,2.680390475,0.196137651,0.000357317,6.514686763,0.000127159,0.021050459,9.427520843,0.001554383,160.998741,0.000181241,1874.3149
1821.691424,0.003753646,0.003627332,0.401784772,1010.821151,0.017594994,1.57E-05,0.005014207,2.147998913,0.186289381,0.000339376,7.506605867,0.000108481,0.024255579,9.543565558,0.001623586,198.458793,0.000223411,1874.10223
1821.709379,0.00346034,0.003487265,0.388160845,999.2920643,0.010896336,9.70E-06,0.004597522,1.889107386,0.148945995,0.000271345,8.120082728,0.000102179,0.026237865,9.376458072,0.001666634,252.707978,0.000284481,1873.88956
1821.727335,0.003673009,0.003570876,0.415946087,995.4885144,0.027077848,2.41E-05,0.005450786,2.062296238,0.155573431,0.000283418,7.32177034,0.000104765,0.023658333,9.419923353,0.001598731,234.230592,0.00026368,1873.676891
1821.74529,0.003731049,0.003665328,0.425547421,997.0316834,0.010747053,9.57E-06,0.00492586,2.176709719,0.168611345,0.00030717,6.073316432,0.000102554,0.01962429,9.332461159,0.001585362,214.671178,0.000241662,1873.464221
1821.763245,0.003740701,0.003978994,0.456128488,1001.909957,0.020078976,1.79E-05,0.006198362,2.667677602,0.187327733,0.000341267,6.0647754,0.000126433,0.019596692,9.294349899,0.001462713,144.001811,0.000162107,1873.251551
1821.781201,0.004470839,0.004546315,0.471275398,995.2660768,0.034079591,3.03E-05,0.005506763,2.811227069,0.266614342,0.000485709,3.80805484,0.000123423,0.012304706,9.129065261,0.001371517,106.557297,0.000119955,1873.038882
1821.799156,0.004378207,0.004239645,0.468647769,1019.06312,0.023619143,2.10E-05,0.005952235,2.775192801,0.203812038,0.000371298,1.31909762,0.000131582,0.004262309,9.289211935,0.001394098,115.59262,0.000130126,1872.826212
1821.817111,0.003775589,0.003770871,0.434598313,1008.265883,0.009483433,8.44E-06,0.005095194,2.238579525,0.195565847,0.000356275,5.507400305,8.63E-05,0.017795684,9.291701576,0.001545942,181.760948,0.000204614,1872.613542
1821.835066,0.004069082,0.004097035,0.435269569,1002.435736,0.015193665,1.35E-05,0.005255486,2.492511466,0.219937189,0.000400674,6.973667794,0.000101778,0.022533533,9.20124667,0.001454784,165.908359,0.000186768,1872.400873
1821.853022,0.004075438,0.004088748,0.477975825,1031.838895,0.012138681,1.08E-05,0.005120629,2.601754249,0.233997844,0.000426289,4.141818343,0.000110243,0.013383173,9.28458809,0.001496721,166.216137,0.000187115,1872.188203
1821.870977,0.003864964,0.003799446,0.427263639,1023.749964,0.008503033,7.57E-06,0.00527397,2.359902913,0.208500319,0.000379839,3.525007496,9.24E-05,0.011390114,9.126281066,0.001481322,177.657772,0.000199995,1871.975533
1821.888932,0.003761479,0.003764667,0.450308273,1017.586689,0.006987842,6.22E-06,0.005327101,2.578078703,0.205091631,0.000373629,3.253154833,0.000106522,0.010511696,8.985617361,0.001373864,138.768709,0.000156216,1871.762864
1821.906888,0.003524576,0.003756206,0.433176671,996.3242494,0.005588247,4.98E-06,0.005047419,2.635763323,0.246498358,0.000449062,3.532498733,9.77E-05,0.01141432,8.966833528,0.001366982,177.453121,0.000199764,1871.550194
1821.924843,0.003955411,0.003929384,0.455074092,1013.778976,0.015224282,1.36E-05,0.00554133,2.980423615,0.222707365,0.000405721,3.68382494,8.63E-05,0.01190329,8.859424989,0.001244901,95.989486,0.000108058,1871.337524
1821.942798,0.004079487,0.004092287,0.446873166,1002.625432,0.005340774,4.76E-06,0.004990049,2.70577051,0.211164194,0.000384692,5.768672788,8.87E-05,0.018639916,8.984470135,0.001380679,120.156443,0.000135264,1871.124854
1821.960753,0.004207397,0.004070018,0.487341555,1018.341794,0.001681911,1.50E-06,0.005258957,2.99643349,0.224721451,0.00040939,2.812499182,6.76E-05,0.009087835,8.87275317,0.001301834,122.430658,0.000137824,1870.912185
1821.978709,0.004364029,0.004056849,0.487279353,1000.019114,0.013626447,1.21E-05,0.005307867,3.24678285,0.279463057,0.000509116,1.512204015,7.13E-05,0.004886281,8.81617008,0.00121139,81.351587,9.16E-05,1870.699515
1821.996664,0.003778251,0.003612314,0.46033029,1014.732576,0.011016525,9.81E-06,0.00496451,2.901040203,0.236821417,0.000431433,2.648250822,8.69E-05,0.008557111,9.060103158,0.001296158,107.023578,0.00012048,1870.486845
1822.014619,0.003201757,0.003012499,0.443411393,1000.254529,0.023793144,2.12E-05,0.004392254,2.820458295,0.242535477,0.000441843,2.404932029,8.17E-05,0.007770892,8.792759198,0.001236701,96.862973,0.000109042,1870.274176
1822.032574,0.002741344,0.002838933,0.428107848,1002.758992,0.009506241,8.46E-06,0.004662042,3.066767323,0.281971324,0.000513686,25.74417668,8.86E-05,0.083185388,8.743171939,0.001156939,86.145541,9.70E-05,1870.061506
1822.05053,0.003527104,0.003311816,0.389969628,1019.980675,0.005504551,4.90E-06,0.004500811,2.49000151,0.215627282,0.000392822,6.391883722,7.21E-05,0.020653654,9.080171533,0.001501535,118.391466,0.000133277,1869.848836
1822.068485,0.003233436,0.0032583,0.396479506,998.3642019,-0.001483014,-1.32E-06,0.004399197,2.462796205,0.208965496,0.000380686,2.591262922,6.40E-05,0.00837297,8.893347959,0.001475798,111.620427,0.000125654,1869.636167
1822.08644,0.003508069,0.00356894,0.422830934,1006.740976,0.006998993,6.23E-06,0.004998706,2.761566319,0.219426515,0.000399744,3.845970542,8.32E-05,0.01242722,9.078530212,0.00145381,138.891696,0.000156355,1869.423497
1822.104396,0.003684937,0.003588748,0.438995713,994.3545034,0.017541293,1.56E-05,0.005240403,3.157105811,0.24680786,0.000449626,2.594019203,0.000354634,0.008381876,8.714550991,0.001262687,108.889038,0.00012258,1869.210827
1822.124286,0.003589873,0.003475985,0.460082271,1010.72465,0.008975758,7.99E-06,0.005392473,3.239315884,0.256780161,0.000467793,1.597430751,0.000947656,0.005161668,8.963743958,0.001214852,78.630353,8.85E-05,1868.998158
1822.144176,0.003032201,0.003107188,0.433363293,995.8148514,0.009949107,8.86E-06,0.005233525,3.070163178,0.247474182,0.00045084,-0.268495917,0.00018386,-0.000867572,8.767358452,0.001185149,86.119803,9.69E-05,1868.785488
1822.164066,0.003700187,0.003507731,0.460829583,1022.089964,0.011495232,1.02E-05,0.005115353,3.073904083,0.251748049,0.000458626,0.500957588,0.000112116,0.00161871,8.818336755,0.001223475,96.768944,0.000108936,1868.572818
1822.183956,0.004137264,0.00414536,0.43727597,1008.35284,0.018434234,1.64E-05,0.004578437,2.933945759,0.426428858,0.000776853,2.745540905,0.000102923,0.008871478,9.038064195,0.001353742,132.718022,0.000149405,1868.360149
1822.203846,0.00413378,0.004055338,0.412330658,998.2043126,0.008029683,7.15E-06,0.005443634,3.109112546,0.311298766,0.000567113,4.717907024,7.80E-05,0.015244649,8.566505239,0.001325657,124.042624,0.000139639,1868.147479
1822.223736,0.004642049,0.004116419,0.393939752,1006.303971,0.013786795,1.23E-05,0.005560157,2.842756719,0.24169245,0.000440307,4.666666968,8.60E-05,0.01507908,8.929601378,0.001364915,106.758991,0.000120182,1867.934809
1822.243626,0.003668524,0.003781628,0.429020981,999.560733,0.021458727,1.91E-05,0.005113728,2.707584379,0.184593697,0.000336286,4.204485912,5.56E-05,0.013585666,8.853808512,0.001350281,117.173241,0.000131905,1867.72214
1822.263516,0.004255046,0.004091044,0.409044415,1009.046141,0.02985055,2.66E-05,0.004816415,2.846921438,0.181819905,0.000331233,6.050347566,9.14E-05,0.019550072,9.000138337,0.001392889,127.495767,0.000143526,1867.50947
1822.283406,0.004203604,0.004116902,0.418623202,1005.931973,0.00833452,7.42E-06,0.005007197,2.970584052,0.209373495,0.000381429,7.20816132,8.27E-05,0.023291236,8.968201212,0.001300921,145.260187,0.000163524,1867.2968
1822.303296,0.004241087,0.00444063,0.405695901,1010.625833,0.010218279,9.10E-06,0.005105344,3.103923897,0.204315561,0.000372215,10.26313814,8.52E-05,0.033162573,9.013142229,0.001354918,125.675981,0.000141477,1867.08413
1822.323187,0.004224229,0.004276495,0.412733921,1010.633128,0.013296141,1.18E-05,0.005026047,2.610541799,0.193904106,0.000353248,9.463391003,9.34E-05,0.030578405,9.133426236,0.001386242,168.150787,0.000189292,1866.871461
1822.343077,0.004083639,0.004032884,0.377428338,1010.661943,0.019830666,1.77E-05,0.004779789,2.401665437,0.149859993,0.00027301,9.458459279,5.87E-05,0.030562469,9.211792203,0.00148067,184.180321,0.000207337,1866.658791
1822.362967,0.004207208,0.004175267,0.414684928,1009.142585,0.014625854,1.30E-05,0.004979032,2.723408445,0.188548475,0.000343491,14.58328114,6.25E-05,0.047121954,9.261842154,0.001391787,154.523202,0.000173951,1866.446121
1822.382857,0.004290008,0.004191565,0.414718148,999.7057929,0.033322531,2.97E-05,0.00470197,2.96962103,0.202976691,0.000369776,8.786133199,6.40E-05,0.028390028,9.05603166,0.001349062,160.26805,0.000180419,1866.233452
1822.402747,0.004132972,0.004066314,0.4364916,995.4042356,0.019723427,1.76E-05,0.005072669,3.34513564,0.206297808,0.000375826,12.73799678,6.49E-05,0.041159413,8.574652471,0.001201478,141.806751,0.000159636,1866.020782
1822.422637,0.004518614,0.004398964,0.414280244,992.8144179,0.017732656,1.58E-05,0.005030551,3.148770865,0.179051787,0.00032619,8.80325292,8.50E-05,0.028445346,8.903471552,0.001271619,114.586849,0.000128994,1865.808112
1822.442527,0.004022128,0.004289852,0.425194603,998.0000329,0.002926167,2.61E-06,0.005051181,2.685078317,0.140243159,0.00025549,6.247770065,8.26E-05,0.02018799,9.265671801,0.001439765,204.017273,0.000229668,1865.595443
1822.462417,0.004198012,0.004097526,0.391176376,1009.358283,0.003044511,2.71E-06,0.005300959,2.344872121,0.099273343,0.000180853,3.504011125,6.58E-05,0.01132227,9.195873771,0.001476219,230.633164,0.000259631,1865.382773
1822.482307,0.004201004,0.004110673,0.384754717,1013.67723,0.005548899,4.94E-06,0.005051819,2.355724047,0.111521042,0.000203165,5.668296864,6.54E-05,0.018315578,9.343642972,0.001507565,252.869601,0.000284663,1865.170103
1822.502197,0.004087812,0.004255387,0.43408002,990.3655254,0.018072574,1.61E-05,0.005225774,3.191665662,0.169022499,0.000307919,4.34317593,0.00010385,0.014033806,8.768384458,0.0012219,192.106987,0.000216261,1864.957434
1822.522087,0.004235991,0.004121975,0.372356048,1014.242664,0.012473396,1.11E-05,0.004676232,2.217640869,0.120691701,0.000219872,6.655118081,7.15E-05,0.021504226,9.366353428,0.001525007,243.79391,0.000274446,1864.744764
1822.541978,0.004358642,0.004312519,0.402619716,992.0037883,0.005322597,4.74E-06,0.005482043,2.763460137,0.130896398,0.000238463,8.156159865,0.000101903,0.026354439,9.080070513,0.001418745,213.368794,0.000240196,1864.532094
1822.561868,0.004134119,0.004173638,0.400125084,1005.549475,0.006943225,6.18E-06,0.004777401,2.846392382,0.129275305,0.000235509,3.133000032,6.38E-05,0.010123448,9.160361958,0.001447906,169.887548,0.000191248,1864.319425
1822.581758,0.003988412,0.003927548,0.410041031,994.6200766,0.011727241,1.04E-05,0.005285277,2.524441898,0.100445352,0.000182988,4.631872896,7.67E-05,0.014966652,9.113144187,0.001352606,250.530926,0.00028203,1864.106755
1822.601648,0.004261585,0.004338124,0.413269535,1014.98214,0.003633536,3.24E-06,0.004929608,2.289007987,0.116435739,0.000212119,6.494590278,0.000116054,0.020985523,9.589395194,0.001560943,223.42055,0.000251511,1863.894085
1822.6245,0.004097083,0.003780277,0.376201107,1008.159308,0.001543861,1.37E-06,0.00493298,1.943287307,0.111204541,0.000202589,5.322199609,7.85E-05,0.017197258,9.428303095,0.00160608,277.805423,0.000312734,1863.681416
1822.647352,0.004309479,0.004158485,0.408488536,994.2511685,0.016886427,1.50E-05,0.005380898,2.397284698,0.142963008,0.000260445,5.620589783,0.000101,0.018161425,9.26562863,0.001445237,233.255608,0.000262583,1863.468746
1822.670204,0.004383992,0.004332336,0.408677368,1020.357558,0.017824573,1.59E-05,0.00544662,2.420525076,0.123309444,0.000224641,7.352967649,0.000113448,0.023759139,9.451457521,0.00146337,226.561044,0.000255047,1863.256076
1822.693056,0.004072526,0.004162698,0.414977052,997.5393243,0.008411241,7.49E-06,0.005106049,2.38938707,0.131498464,0.000239559,5.963855126,0.0001083,0.019270595,9.069722075,0.001473304,198.027429,0.000222925,1863.043406
1822.715909,0.004291705,0.004171471,0.435649591,1007.345561,0.009981509,8.89E-06,0.004871212,2.563584036,0.133021346,0.000242334,6.401087123,8.07E-05,0.020683393,9.200073141,0.001482762,156.975321,0.000176712,1862.830737
1822.738761,0.004006121,0.003865016,0.426004712,1007.552607,0.009619194,8.56E-06,0.004637721,2.046037759,0.138708578,0.000252695,4.565227073,8.42E-05,0.014751304,9.296929407,0.001494423,195.290416,0.000219844,1862.618067
1822.761613,0.003732037,0.003699638,0.387941695,1027.235948,-0.001166718,-1.04E-06,0.003801509,1.6575946,0.118307148,0.000215528,4.943107731,0.000103712,0.015972324,9.389818061,0.001745591,246.671698,0.000277686,1862.405397
1822.784465,0.003436901,0.003643398,0.411660705,1025.788423,0.000381545,3.40E-07,0.0051743,2.010467871,0.223797562,0.000407707,5.637905562,0.000129628,0.018217377,9.24345113,0.001495164,228.61171,0.000257355,1862.192728
1822.807317,0.004471875,0.004241802,0.470203823,1013.873972,0.013531597,1.20E-05,0.005922382,2.583056915,0.2654488,0.000483585,5.847167627,0.000147461,0.018893551,9.081577737,0.001396497,163.214443,0.000183735,1861.980058
1822.83017,0.003811255,0.003874331,0.446234477,1007.386416,0.00593158,5.28E-06,0.004687732,2.372358762,0.167035756,0.0003043,4.253769409,0.0001095,0.013744913,9.106580344,0.00137585,185.197225,0.000208482,1861.767388
1822.853022,0.003705372,0.003777369,0.426989522,999.0586626,0.008863995,7.89E-06,0.004962689,2.259997971,0.141789134,0.000258307,4.861052748,7.87E-05,0.015707186,8.953221541,0.00144799,210.582112,0.000237059,1861.554719
