Age,Ba138Ca,BaCa,BCa,CdCa,LiCa,MgCa,MnCa,PbCa,PCa,SrCa,UCa,YCa,Distance
1939.104396,0.00441662,0.004379788,0.537371754,1.81E-05,0.005728217,3.816588693,0.000313749,0.000184277,0.057907404,8.852143409,0.00117856,6.84E-05,992.5207108
1939.116827,0.003798709,0.004030653,0.456931022,1.36E-05,0.004569913,2.635619641,0.000318179,0.000165996,0.060174438,8.975094476,0.001450233,0.000139959,992.2946343
1939.129258,0.004397635,0.004454648,0.446438446,1.79E-05,0.005025667,2.686897124,0.000221485,0.000171556,0.062317766,9.018385371,0.00138623,0.000143055,992.0685577
1939.14169,0.004593525,0.004714893,0.425057415,3.84E-05,0.004933353,2.949717933,0.000567693,0.000145934,0.063924554,9.110482289,0.001386042,0.000111366,991.8424811
1939.154121,0.004574921,0.004961592,0.452192311,1.40E-05,0.005129723,2.960097149,0.000331361,0.000151644,0.066881487,9.299389326,0.001339303,0.000137722,991.6164046
1939.166552,0.005480291,0.00524801,0.492081663,2.24E-05,0.005708881,3.559436746,0.000403183,0.000159573,0.105319312,9.080680444,0.00128629,8.91E-05,991.390328
1939.178983,0.003900018,0.004055966,0.358771656,6.93E-06,0.004387719,2.061434175,0.000244894,0.000180138,0.081760044,9.250829142,0.001586075,0.000178307,991.1642515
1939.191415,0.00306587,0.003416421,0.339727851,1.53E-05,0.003933954,1.597887549,0.000173618,0.000146679,0.076636208,9.406693351,0.001642866,0.000194527,990.9381749
1939.203846,0.003668941,0.003141716,0.356299984,7.23E-07,0.003448574,1.61054659,0.000183802,0.000157026,0.072112387,9.260280946,0.001597669,0.000208549,990.7120984
1939.216277,0.00313528,0.003368039,0.386075638,4.68E-06,0.003614868,1.793498388,0.0001888,0.000155784,0.061913278,9.13044702,0.001573518,0.00018598,990.4860218
1939.228709,0.00356919,0.003398358,0.405170776,1.50E-05,0.003898697,2.081799741,0.000240105,0.000200642,0.062978139,8.925228262,0.001473354,0.000137623,990.2599453
1939.24114,0.00298054,0.003139627,0.363160094,3.14E-05,0.004361275,2.020811833,0.000202867,0.000177755,0.060651544,8.985620376,0.001393866,0.000195277,990.0338687
1939.253571,0.003449675,0.003607704,0.362752063,-6.81E-06,0.003360333,2.104853077,0.00022891,0.000164037,0.077159001,9.309713664,0.001562897,0.00021427,989.8077922
1939.266003,0.00356574,0.003726227,0.406147765,1.67E-05,0.00442477,2.381534888,0.000206969,0.000159877,0.080668901,9.368564376,0.001437642,0.000143622,989.5817156
1939.278434,0.004340786,0.004150557,0.484448241,5.60E-05,0.004709056,2.947413874,0.000264759,0.000209064,0.052689131,9.061542198,0.001321465,0.000103646,989.355639
1939.290865,0.00421862,0.004227882,0.457286569,1.62E-05,0.005256776,3.594224819,0.000280808,0.000155634,0.050603652,8.799427813,0.001179457,8.85E-05,989.1295625
1939.303296,0.003747502,0.003890514,0.421347286,1.18E-05,0.005155836,3.067016855,0.00028984,0.000143758,0.062589018,8.970106858,0.001265564,0.000119564,988.9034859
1939.315728,0.003319547,0.003291946,0.311207459,2.74E-05,0.003600741,1.636527273,0.000199086,0.000181965,0.077502461,9.361089658,0.001610964,0.000257852,988.6774094
1939.328159,0.003888436,0.003610915,0.355966408,1.07E-05,0.004353641,2.0634548,0.000221704,0.000180452,0.090119786,9.125253827,0.001530569,0.000205904,988.4513328
1939.34059,0.004226476,0.004175356,0.425007739,3.22E-05,0.004323243,2.492329391,0.000377901,0.000209602,0.087658654,9.440856455,0.001529863,0.000150135,988.2252563
1939.353022,0.003197814,0.003476512,0.351778078,7.06E-06,0.003959169,1.876401126,0.000185419,0.000163382,0.062539592,9.176404125,0.001567539,0.000150151,987.9991797
1939.365453,0.004143987,0.003858913,0.379164154,6.49E-06,0.004233369,1.99976605,0.000251783,0.000165934,0.067734506,9.175399599,0.001542396,0.000180521,987.7731032
1939.377884,0.004005748,0.00432403,0.432868541,1.22E-05,0.00426435,2.688066651,0.000434156,0.000195948,0.071161827,9.087024493,0.001393684,0.000173677,987.5470266
1939.390316,0.003701147,0.003528356,0.399188773,1.19E-05,0.004357493,2.11772113,0.000253494,0.000207061,0.075423223,9.191436725,0.001540425,0.00019829,987.32095
1939.402747,0.003532305,0.003488088,0.413099842,2.83E-05,0.004858404,2.62505419,0.0002794,0.000276099,0.058259721,9.057825806,0.001399249,0.000145585,987.0948735
1939.415178,0.003106367,0.003058238,0.387259635,-5.72E-06,0.003857944,1.991699951,0.000148486,0.000134025,0.062105677,9.177484056,0.00155479,0.000178813,986.8687969
1939.42761,0.003274201,0.003168226,0.390565423,6.16E-07,0.003689399,1.905437675,0.000197568,0.000163353,0.075361992,9.417062967,0.001670225,0.000176814,986.6427204
1939.440041,0.003018314,0.003281467,0.38406068,8.31E-06,0.004668968,1.993669037,0.000176461,0.000172205,0.080237015,9.499099528,0.001696917,0.000177565,986.4166438
1939.452472,0.002646633,0.002778966,0.387573548,9.70E-07,0.004026769,1.918733606,0.000150183,0.000158466,0.061609223,9.290442078,0.001707157,0.000150849,986.1905673
1939.464903,0.002974259,0.002993502,0.397628064,6.86E-06,0.00417737,2.031351247,0.000158595,0.000164447,0.061971269,9.21311551,0.001615168,0.00015474,985.9644907
1939.477335,0.003218151,0.003261936,0.447640148,1.95E-05,0.004439104,2.609917284,0.000246539,0.000130047,0.056851504,8.916795359,0.001461283,0.000100292,985.7384142
1939.489766,0.003144112,0.003164734,0.408165858,1.97E-05,0.00477484,2.411675756,0.000260096,0.000192281,0.064588854,9.07894828,0.00146725,0.000165992,985.5123376
1939.502197,0.003356494,0.003339632,0.3866004,3.02E-05,0.004544809,2.194858901,0.000229639,0.000196776,0.087427566,9.317010531,0.001423754,0.000205047,985.2862611
1939.514629,0.002975383,0.003034067,0.42213403,1.30E-05,0.005066318,2.292969731,0.000284579,0.000182403,0.065093884,9.671513269,0.001568565,0.000171424,985.0601845
