Age,Ba138Ca,BaCa,BCa,Cd,CdCa,Ce,CeCa,Eu,EuCa,Gd,GdCa,La,LaCa,LiCa,Lu,LuCa,MgCa,Mn,MnCa,P,PbCa,PCa,Pr,PrCa,Sm,SmCa,SrCa,UCa,Y,Yb,YbCa,YCa,ZnCa,Distance
1984.189639,0.002449098,0.002319356,0.407356349,0.003001452,2.67E-06,24.3390286,1.74E-05,2.666515931,1.76E-06,8.100270619,5.16E-06,31.50893629,2.27E-05,0.005009886,4.035640565,2.31E-06,2.846306652,0.252117967,0.0004593,5.264989531,0.001489298,0.017012399,5.849243988,4.15E-06,8.009406366,5.33E-06,9.041511371,0.00157337,176.007749,17.78628349,1.03E-05,0.000198137,0.002132471,282.7637939
1984.203846,0.002456509,0.002557719,0.436669681,0.00651977,5.80E-06,24.60257368,1.76E-05,2.488438409,1.64E-06,12.60955766,8.03E-06,32.55293376,2.35E-05,0.005620259,4.160457314,2.38E-06,3.108527769,0.285144729,0.000519467,6.675726325,0.001676557,0.021570816,6.218073569,4.42E-06,11.12324595,7.40E-06,9.318675806,0.001524832,167.018673,22.65176217,1.31E-05,0.000188018,0.003311016,282.4727722
1984.218053,0.002680646,0.002641766,0.42100557,0.002739029,2.44E-06,20.36556962,1.45E-05,2.725552734,1.80E-06,9.642883757,6.14E-06,28.66327243,2.07E-05,0.005532427,3.749515614,2.14E-06,2.981908586,0.295364012,0.000538084,6.31234229,0.001563234,0.020396638,5.106136101,3.63E-06,8.826960276,5.88E-06,9.145452016,0.001551749,169.242522,18.86123902,1.09E-05,0.000190521,0.004398363,282.1817506
1984.23226,0.00270104,0.002767232,0.411964874,0.004529873,4.03E-06,30.14610405,2.15E-05,2.825699901,1.86E-06,20.26961338,1.29E-05,38.8890437,2.80E-05,0.005377254,5.972507915,3.42E-06,2.877806688,0.27863539,0.000507608,7.799802962,0.001433195,0.025202967,7.66520401,5.44E-06,5.862099194,3.90E-06,9.215109493,0.001576414,219.940894,20.36398703,1.18E-05,0.000247594,0.003844757,281.8907289
1984.246468,0.002510603,0.002348148,0.415932574,0.008012688,7.13E-06,24.25868351,1.73E-05,3.323794328,2.19E-06,14.76878186,9.40E-06,29.64616288,2.14E-05,0.005407172,3.810978908,2.18E-06,3.207066206,0.27978794,0.000509708,5.338927831,0.001480689,0.01725131,5.830349805,4.14E-06,8.027943422,5.34E-06,8.927857154,0.001376718,171.815654,18.66000049,1.08E-05,0.000193418,0.003202698,281.5997072
1984.260675,0.002281048,0.002384285,0.410911296,0.001755273,1.56E-06,19.59666116,1.40E-05,2.338281753,1.54E-06,11.42066304,7.27E-06,25.98086217,1.87E-05,0.005250791,3.287510683,1.88E-06,3.682681087,0.296220806,0.000539645,4.327158967,0.001319025,0.013982051,4.024771663,2.86E-06,6.439609728,4.29E-06,8.799290039,0.001219791,139.152632,14.35172814,8.30E-06,0.000156648,0.003175505,281.3086856
1984.274882,0.002246813,0.002461452,0.414948575,0.000488515,4.35E-07,25.5829003,1.83E-05,3.002711691,1.98E-06,12.24359067,7.79E-06,30.43515383,2.19E-05,0.006023515,4.644568352,2.66E-06,3.371840518,0.301132862,0.000548593,6.09170706,0.001650165,0.019683714,7.215274751,5.12E-06,8.712742902,5.80E-06,8.853358476,0.0013457,181.437362,17.13119151,9.91E-06,0.000204249,0.003667114,281.0176639
1984.289089,0.002894145,0.002759616,0.406391563,0.009254989,8.24E-06,25.40053851,1.81E-05,2.485026733,1.64E-06,13.40438959,8.53E-06,32.40108825,2.33E-05,0.005517157,3.498197403,2.00E-06,3.485817593,0.423169867,0.000770916,6.426126116,0.001661869,0.0207643,5.781278316,4.11E-06,9.616277694,6.40E-06,8.795988429,0.001246659,173.104611,18.70830051,1.08E-05,0.000194869,0.00573007,280.7266422
1984.303296,0.003214607,0.00301688,0.419224672,0.009283777,8.27E-06,18.05362204,1.29E-05,1.891714009,1.25E-06,14.7587345,9.39E-06,24.82664658,1.79E-05,0.006121123,1.688105805,9.66E-07,4.260911556,0.575113859,0.001047723,7.661192533,0.00331893,0.024755085,5.233050609,3.72E-06,6.668501456,4.44E-06,8.902507346,0.001182968,117.243698,10.03795748,5.81E-06,0.000131985,0.007270519,280.4356205
1984.317504,0.002331815,0.002641095,0.419776616,0.009860215,8.78E-06,13.53401149,9.67E-06,2.344927687,1.54E-06,6.655711295,4.24E-06,18.65676897,1.34E-05,0.006304067,1.973909299,1.13E-06,4.090908667,0.398558218,0.00072608,5.218150522,0.001792091,0.016861051,3.567803261,2.53E-06,4.646663156,3.09E-06,8.775213028,0.00113602,95.405103,8.379412826,4.85E-06,0.0001074,0.007167209,280.1445989
1984.331711,0.003088507,0.002926673,0.415859799,0.005999482,5.34E-06,16.24277099,1.16E-05,1.686409694,1.11E-06,9.828180634,6.26E-06,22.58881762,1.63E-05,0.005710558,2.200838819,1.26E-06,4.100928981,0.313713902,0.000571513,4.011615492,0.001470984,0.012962457,4.05755119,2.88E-06,5.286189616,3.52E-06,8.841137065,0.001167705,127.593293,9.558922967,5.53E-06,0.000143636,0.004871308,279.8535772
1984.345918,0.003104133,0.00289279,0.440538895,0.016584772,1.48E-05,20.24242892,1.45E-05,3.036379337,2.00E-06,8.123374131,5.17E-06,27.67162691,1.99E-05,0.00579275,3.204008924,1.83E-06,3.254818902,0.355817046,0.000648215,8.076602492,0.001651403,0.02609737,6.193086451,4.40E-06,10.06736154,6.70E-06,8.988506195,0.001340175,156.604631,13.31674508,7.70E-06,0.000176295,0.006239415,279.5625555
1984.360125,0.003019542,0.003154875,0.433110748,0.000741465,6.60E-07,32.32966315,2.31E-05,3.674981357,2.42E-06,16.89019335,1.08E-05,42.6956902,3.08E-05,0.005606139,3.483109737,1.99E-06,2.84007944,0.452198228,0.000823799,6.919139577,0.001579825,0.02235734,7.472495881,5.31E-06,13.50502198,8.99E-06,9.214467804,0.001556689,232.797475,20.71182976,1.20E-05,0.000262067,0.003507832,279.2715339
1984.374333,0.003185883,0.003268064,0.448023769,0.004994662,4.45E-06,20.26755723,1.45E-05,2.01974757,1.33E-06,9.44137512,6.01E-06,24.4431651,1.76E-05,0.005885743,1.991043334,1.14E-06,3.768328242,0.446907652,0.000814161,5.146373334,0.002240847,0.016629122,4.647290398,3.30E-06,6.014620228,4.00E-06,9.116961619,0.001307568,121.36568,12.01551755,6.95E-06,0.000136625,0.009073457,278.9805122
1984.38854,0.003183131,0.002874702,0.447295684,0.01130918,1.01E-05,15.35770048,1.10E-05,1.297672004,8.55E-07,8.284717588,5.27E-06,21.61627089,1.56E-05,0.005689756,2.069056048,1.18E-06,3.727440386,0.434716283,0.000791951,4.440260275,0.001473566,0.014347508,3.679953988,2.61E-06,5.204132932,3.46E-06,8.824404204,0.001196635,117.923655,7.774070706,4.50E-06,0.00013275,0.005959732,278.6894905
1984.402747,0.003012501,0.00282911,0.45976106,0.011736856,1.04E-05,29.34288535,2.10E-05,3.165538368,2.08E-06,18.65605614,1.19E-05,35.60403045,2.57E-05,0.005859414,3.304386737,1.89E-06,3.104708567,0.714765319,0.001302135,6.395399592,0.001385284,0.020665015,5.998285398,4.26E-06,6.741382661,4.49E-06,8.976303591,0.001444381,165.796551,11.50627572,6.66E-06,0.000186642,0.004362095,278.3984688
1984.416954,0.004028072,0.003687313,0.447666349,0.008154773,7.26E-06,16.31973254,1.17E-05,0.979746646,6.45E-07,5.701181147,3.63E-06,23.46427591,1.69E-05,0.006347835,2.606987614,1.49E-06,3.602728692,0.506439196,0.000922613,6.908989352,0.001689255,0.022324542,4.145145497,2.94E-06,2.869707404,1.91E-06,8.982994764,0.001243292,116.185684,9.764045894,5.65E-06,0.000130794,0.00605871,278.1074472
1984.431161,0.002919162,0.002925155,0.46771954,0.00567377,5.05E-06,22.19634549,1.59E-05,2.656745115,1.75E-06,14.06285092,8.95E-06,30.26715436,2.18E-05,0.006099197,1.987759063,1.14E-06,3.250193193,0.287118524,0.000523063,4.715282716,0.001407743,0.015236169,6.453238898,4.58E-06,8.893701162,5.92E-06,9.042367297,0.001441597,142.653457,12.60954024,7.29E-06,0.000160589,0.006565605,277.8164255
1984.445369,0.002997114,0.002959527,0.490331133,0.005164784,4.60E-06,24.08119339,1.72E-05,2.295997876,1.51E-06,13.30084627,8.47E-06,33.65076727,2.42E-05,0.006016469,3.215483483,1.84E-06,3.516791352,0.283186624,0.0005159,6.03714437,0.001582785,0.01950741,6.334085968,4.50E-06,7.257822508,4.83E-06,9.025416789,0.001376105,164.336308,14.36218085,8.31E-06,0.000184998,0.004615696,277.5254038
1984.459576,0.002946211,0.003070274,0.482836891,0.007014125,6.24E-06,20.69204351,1.48E-05,1.360177106,8.96E-07,7.911199938,5.04E-06,26.21821381,1.89E-05,0.006485379,2.023896281,1.16E-06,3.891948159,0.290169962,0.000528622,5.750161071,0.001792243,0.0185801,5.317862694,3.78E-06,6.08812548,4.05E-06,8.911269577,0.001229889,127.152085,9.873378972,5.71E-06,0.000143139,0.005874446,277.2343821
1984.473783,0.003040804,0.003214375,0.502088676,0.008767741,7.81E-06,18.13514258,1.30E-05,1.99633697,1.31E-06,6.334250552,4.03E-06,22.42258198,1.62E-05,0.006881471,1.882348718,1.08E-06,3.581896519,0.323826258,0.000589936,6.200291965,0.001626939,0.020034577,3.705992407,2.63E-06,2.144272795,1.43E-06,9.103253588,0.001405363,110.137302,8.16273597,4.72E-06,0.000123985,0.006308518,276.9433605
1984.48799,0.003124219,0.003042264,0.517851999,0.015026592,1.34E-05,24.62377388,1.76E-05,2.562542275,1.69E-06,8.018217062,5.10E-06,30.14577346,2.17E-05,0.006032325,3.076545583,1.76E-06,3.248196276,0.237424755,0.000432532,7.875811282,0.001674664,0.025448568,7.4564551,5.30E-06,11.99680932,7.99E-06,9.378652352,0.001371127,135.797842,11.59745553,6.71E-06,0.000152872,0.004875272,276.6523388
1984.502197,0.003398432,0.003104815,0.501667573,0.008382474,7.46E-06,37.24284016,2.66E-05,3.749767982,2.47E-06,13.36199529,8.50E-06,39.51544406,2.85E-05,0.005830062,2.056954999,1.18E-06,2.556641588,0.333827304,0.000608155,11.5057607,0.001734244,0.037177774,9.26120327,6.58E-06,9.742273235,6.48E-06,9.362990762,0.001627457,173.410997,10.71912671,6.20E-06,0.000195214,0.005237273,276.3613171
1984.516405,0.003240964,0.003281556,0.512306249,0.006867321,6.11E-06,23.40859181,1.67E-05,0.656158839,4.32E-07,9.951101804,6.33E-06,30.71962014,2.21E-05,0.006209506,1.813941708,1.04E-06,2.772807358,0.284532406,0.000518351,8.159114403,0.001961164,0.026363985,6.966064425,4.95E-06,10.38840273,6.91E-06,9.287880667,0.001571739,135.916524,15.26727433,8.83E-06,0.000153005,0.006492781,276.0702955
1984.530612,0.003115783,0.003006998,0.539339061,0.00714804,6.36E-06,19.11047991,1.37E-05,1.926574752,1.27E-06,6.919498911,4.40E-06,23.35313975,1.68E-05,0.006574133,0.951555467,5.44E-07,3.150034483,0.279276698,0.000508777,5.277473684,0.001324285,0.017052738,4.908714895,3.49E-06,4.583145234,3.05E-06,9.177754549,0.001375812,116.109056,10.25149401,5.93E-06,0.000130707,0.005061631,275.7792738
1984.544819,0.002841306,0.002921629,0.519217535,0.006320543,5.63E-06,28.53757126,2.04E-05,3.219116705,2.12E-06,16.80882784,1.07E-05,33.11721772,2.39E-05,0.006259719,2.535150204,1.45E-06,2.878636567,0.351251611,0.000639898,7.345000243,0.001493109,0.023733394,6.393411349,4.54E-06,8.843389588,5.89E-06,9.280722257,0.001535088,153.450538,10.00828975,5.79E-06,0.000172744,0.004714267,275.4882521
1984.559026,0.002901688,0.002972581,0.531680302,0.003813184,3.40E-06,24.55756592,1.75E-05,1.701256555,1.12E-06,13.94544354,8.88E-06,28.63225197,2.06E-05,0.006148051,2.376140867,1.36E-06,2.710673804,0.231923981,0.000422511,5.628715206,0.001429068,0.01818768,6.525959344,4.64E-06,9.087307508,6.05E-06,9.269561679,0.001529163,140.034479,10.1778204,5.89E-06,0.000157641,0.004129127,275.1972304
1984.573233,0.00266663,0.002675927,0.521464652,0.009248828,8.23E-06,23.19891961,1.66E-05,1.509124169,9.94E-07,10.41403606,6.63E-06,29.63091622,2.13E-05,0.005467324,1.693090674,9.68E-07,2.329691162,0.246489572,0.000449046,5.616085604,0.00134744,0.018146871,5.311007075,3.77E-06,7.248899478,4.83E-06,9.351864708,0.0016202,133.305311,10.16466729,5.88E-06,0.000150066,0.003012639,274.9062088
1984.587441,0.003184702,0.003148231,0.528320985,0.002295585,2.04E-06,12.623553,9.02E-06,1.561425558,1.03E-06,8.256388881,5.25E-06,19.11682821,1.38E-05,0.006198965,1.520147613,8.70E-07,2.806155119,0.318628999,0.000580467,5.619343773,0.00153819,0.018157399,4.454572015,3.16E-06,3.150760567,2.10E-06,9.058925414,0.001389532,89.208181,7.053692935,4.08E-06,0.000100424,0.008038318,274.6151871
1984.601648,0.003897915,0.003389197,0.528874572,0.012630429,1.12E-05,23.14781049,1.65E-05,1.928796071,1.27E-06,11.29958363,7.19E-06,27.10215851,1.95E-05,0.006744715,1.964302612,1.12E-06,3.019488435,0.35106644,0.000639561,7.215051629,0.001535643,0.0233135,4.366204042,3.10E-06,3.972105866,2.64E-06,9.325031899,0.001422875,107.701323,10.82206636,6.26E-06,0.000121243,0.005477177,274.3241654
1984.626785,0.00291516,0.00301174,0.522517189,0.014342327,1.28E-05,25.41920948,1.82E-05,2.773089007,1.83E-06,10.73516175,6.83E-06,33.55033989,2.42E-05,0.005730766,2.975208065,1.70E-06,2.563187381,0.260214977,0.000474051,5.647637869,0.001333967,0.018248824,6.420708816,4.56E-06,8.060058488,5.37E-06,9.274611974,0.00158313,180.948083,12.17518152,7.04E-06,0.000203699,0.002787713,274.0331438
1984.651923,0.003227951,0.002906193,0.515316863,0.014963538,1.33E-05,22.01704528,1.57E-05,2.614604097,1.72E-06,13.24351154,8.43E-06,28.8624786,2.08E-05,0.006070955,3.033357971,1.74E-06,2.999405504,0.323769341,0.000589832,5.655687174,0.001345509,0.018274833,6.270088597,4.45E-06,9.303292122,6.19E-06,9.00340279,0.001368001,139.97707,12.5113523,7.24E-06,0.000157576,0.002347736,273.7421221
1984.67706,0.002915354,0.002763543,0.456759029,0.005993394,5.34E-06,23.10673196,1.65E-05,2.307035561,1.52E-06,14.56541144,9.27E-06,33.22619908,2.39E-05,0.00541313,3.61832559,2.07E-06,2.805946458,0.374599518,0.000682433,7.219671519,0.001069644,0.023328428,7.639342782,5.43E-06,7.632755968,5.08E-06,8.967904335,0.001405817,189.394654,19.46600022,1.13E-05,0.000213207,0.002235268,273.4511004
1984.702197,0.003015038,0.002804743,0.425060423,0.005338112,4.75E-06,39.22261315,2.80E-05,2.827590774,1.86E-06,19.90205829,1.27E-05,55.90730704,4.03E-05,0.005658901,5.799818883,3.32E-06,2.467721641,0.344997781,0.000628505,9.632754041,0.001179822,0.031125656,9.733123189,6.91E-06,8.729881571,5.81E-06,9.134863841,0.001515228,294.442187,21.46721782,1.24E-05,0.000331462,0.002559992,273.1600787
1984.727335,0.002983759,0.002903723,0.466476516,0.01153007,1.03E-05,36.99754454,2.64E-05,3.07966791,2.03E-06,18.26047182,1.16E-05,46.31846141,3.34E-05,0.005687073,5.119775633,2.93E-06,3.019307193,0.331185297,0.000603342,6.887711922,0.001520344,0.02225579,8.980053174,6.38E-06,9.000058551,5.99E-06,9.055732894,0.001395997,236.536621,26.63937917,1.54E-05,0.000266276,0.002686995,272.8690571
1984.752472,0.003066984,0.003186053,0.481403392,0.00990156,8.82E-06,12.43980455,8.89E-06,0.723197388,4.76E-07,5.659018137,3.60E-06,15.46010478,1.11E-05,0.006833757,1.139835838,6.52E-07,4.02873369,0.503484968,0.000917232,6.552933165,0.001254858,0.021174042,2.646730611,1.88E-06,5.233393468,3.48E-06,8.935738268,0.001169052,86.351674,8.145840626,4.71E-06,9.72E-05,0.007424321,272.5780354
1984.77761,0.00266223,0.003054971,0.378450512,0.009094981,8.10E-06,32.15611366,2.30E-05,2.029694938,1.34E-06,12.28507114,7.82E-06,40.52371191,2.92E-05,0.005122601,2.734026283,1.56E-06,2.806819529,0.333957979,0.000608393,7.24770331,0.001446761,0.023419005,7.745367661,5.50E-06,9.925925098,6.61E-06,8.994911392,0.001345624,196.485388,15.31012726,8.86E-06,0.00022119,0.004294937,272.2884013
1984.802747,0.003000749,0.002813114,0.419249747,0.006497007,5.78E-06,31.78361581,2.27E-05,2.251148308,1.48E-06,12.23297624,7.79E-06,40.89523886,2.95E-05,0.005370333,3.217655436,1.84E-06,2.805268209,0.36354905,0.000662301,6.883912541,0.001380771,0.022243513,8.156427362,5.79E-06,9.39313932,6.25E-06,9.207294792,0.001596605,213.058745,18.44498261,1.07E-05,0.000239847,0.004122907,271.9987671
1984.827884,0.002325283,0.002385341,0.45456414,0.004048268,3.60E-06,24.93638068,1.78E-05,3.260387796,2.15E-06,14.15283637,9.01E-06,35.37337743,2.55E-05,0.00561206,3.994714535,2.29E-06,3.140762924,0.38790741,0.000706676,4.883410558,0.001091897,0.015779429,8.130655065,5.78E-06,8.851731791,5.89E-06,9.079491348,0.001470206,192.994924,14.06063196,8.13E-06,0.00021726,0.004038577,271.709133
1984.853022,0.002357121,0.002274121,0.438742316,0.000615933,5.48E-07,24.59592284,1.76E-05,1.117623076,7.36E-07,10.77410301,6.86E-06,32.36303098,2.33E-05,0.005354018,2.260482857,1.29E-06,3.365164979,0.327960994,0.000597468,3.893500436,0.000849129,0.0125808,7.619020118,5.41E-06,9.654754953,6.43E-06,8.908822812,0.001377501,165.969386,11.51981382,6.66E-06,0.000186837,0.005528783,271.4194988
1984.878159,0.002304514,0.002471659,0.448101271,0.011338988,1.01E-05,18.7967501,1.34E-05,1.847064738,1.22E-06,9.183941247,5.85E-06,26.48436133,1.91E-05,0.005636068,1.777532654,1.02E-06,3.693611824,0.413655664,0.000753584,4.857749177,0.000979712,0.015696511,4.344567409,3.09E-06,5.021309618,3.34E-06,8.801563537,0.001421554,135.317489,14.12258859,8.17E-06,0.000152331,0.007256839,271.1298647
1984.903296,0.003165804,0.003165579,0.433844953,0.005715082,5.09E-06,10.7852464,7.70E-06,0.75897367,5.00E-07,3.340427344,2.13E-06,15.55587371,1.12E-05,0.007142644,1.249007007,7.14E-07,4.956204335,0.56565714,0.001030495,5.708254377,0.001857528,0.01844469,2.463376671,1.75E-06,3.680309951,2.45E-06,8.875205893,0.001127581,82.090771,7.076674621,4.09E-06,9.24E-05,0.01031036,270.8402305
1984.928434,0.002275585,0.002290086,0.440141361,0.00256731,2.29E-06,15.97941521,1.14E-05,1.501551818,9.89E-07,10.04235969,6.39E-06,23.09992074,1.66E-05,0.005661326,2.880135063,1.65E-06,3.759497346,0.347276568,0.000632656,3.867864102,0.001155645,0.012497963,4.207324287,2.99E-06,4.570959412,3.04E-06,8.800307611,0.001316237,129.339167,10.08594896,5.83E-06,0.000145601,0.003198291,270.5505964
1984.953571,0.002390655,0.002345741,0.415377625,0.006484518,5.77E-06,13.61684743,9.73E-06,0.699398453,4.61E-07,4.735524397,3.01E-06,17.84434779,1.29E-05,0.005283909,2.169861385,1.24E-06,3.709662712,0.299124655,0.000544935,3.072756585,0.00115538,0.009928787,4.032138982,2.86E-06,3.231031453,2.15E-06,8.827136514,0.001249021,112.129294,8.305577826,4.80E-06,0.000126227,0.002824475,270.2609622
1984.978709,0.002481104,0.002295977,0.410397184,0.002423759,2.16E-06,13.8885138,9.92E-06,1.220783264,8.04E-07,5.966099009,3.80E-06,20.51197585,1.48E-05,0.005225022,2.472728579,1.41E-06,3.609214666,0.295061516,0.000537533,2.872195003,0.001012707,0.009280726,3.649797827,2.59E-06,5.992054148,3.99E-06,8.989976771,0.001295278,119.165829,8.084798837,4.68E-06,0.000134149,0.003128789,269.9713281
1985.003846,0.002215126,0.002232355,0.408888453,-0.001225685,-1.09E-06,19.58729464,1.40E-05,1.448279459,9.54E-07,9.291034266,5.91E-06,26.72194744,1.93E-05,0.005086077,2.275798892,1.30E-06,3.344789176,0.336721408,0.000613427,4.03167946,0.001579246,0.013027289,5.145599584,3.65E-06,5.288672656,3.52E-06,8.869818455,0.001393624,150.263856,12.87965338,7.45E-06,0.000169157,0.007600732,269.6816939
1985.028983,0.002043158,0.002228949,0.414018365,0.002578429,2.30E-06,14.88117071,1.06E-05,1.10003614,7.25E-07,8.405469231,5.35E-06,22.02685646,1.59E-05,0.005469527,1.516844753,8.68E-07,4.181547042,0.349617445,0.000636921,3.129925011,0.001520349,0.010113512,3.62195215,2.57E-06,3.690905237,2.46E-06,8.722517701,0.00123275,118.452819,11.09872589,6.42E-06,0.000133346,0.006137127,269.3920598
1985.054121,0.002565361,0.002487257,0.402618009,0.006518607,5.80E-06,12.93914107,9.24E-06,1.275450704,8.40E-07,7.034935017,4.48E-06,19.0626654,1.37E-05,0.006255212,1.68812139,9.66E-07,5.04645524,0.404557781,0.000737009,2.828616741,0.001348749,0.009139915,2.98780297,2.12E-06,2.175418298,1.45E-06,8.748245653,0.001101958,97.657939,10.0673986,5.82E-06,0.000109936,0.010718555,269.1024256
1985.079258,0.002441682,0.002465843,0.389216959,0.014028517,1.25E-05,10.99300983,7.85E-06,1.422340406,9.37E-07,4.754410213,3.03E-06,15.9493478,1.15E-05,0.006004972,1.110578546,6.35E-07,5.087236714,0.439717501,0.000801062,3.114100718,0.001374959,0.01006238,3.468571873,2.46E-06,3.016122803,2.01E-06,8.704082443,0.001061805,78.414058,6.194254201,3.58E-06,8.83E-05,0.011079669,268.8127915
1985.104396,0.002058986,0.002131345,0.377342474,0.007598643,6.77E-06,10.14517284,7.25E-06,1.166844666,7.69E-07,5.350714724,3.41E-06,12.08740285,8.71E-06,0.005325431,1.013006221,5.79E-07,4.873158201,0.360238932,0.000656271,2.007444903,0.001051943,0.006486519,2.995645605,2.13E-06,1.78472085,1.19E-06,8.603281314,0.00100388,83.757036,9.396870242,5.44E-06,9.43E-05,0.005283037,268.5231574
1985.132021,0.002376748,0.002490432,0.401486589,0.014554398,1.30E-05,16.27266965,1.16E-05,1.745855409,1.15E-06,7.571669844,4.82E-06,21.44486296,1.55E-05,0.005975878,1.528113769,8.74E-07,4.890579554,0.402062092,0.000732463,4.783295393,0.00149246,0.015455934,3.251620187,2.31E-06,2.511753544,1.67E-06,8.818315401,0.001127534,106.789334,11.31886842,6.55E-06,0.000120216,0.006664378,268.2335232
1985.159646,0.002523245,0.002327817,0.397460726,0.007675693,6.83E-06,20.31235584,1.45E-05,1.481551762,9.76E-07,9.56495026,6.09E-06,26.6817209,1.92E-05,0.005190214,2.46924523,1.41E-06,3.906213669,0.346420158,0.000631096,4.084852489,0.001273167,0.013199103,4.368819774,3.10E-06,6.945837557,4.62E-06,8.898388194,0.001227757,148.029848,10.87282953,6.29E-06,0.000166642,0.005059704,267.9438891
1985.187271,0.001982992,0.002234952,0.380343995,0.00519038,4.62E-06,22.81199038,1.63E-05,1.725160655,1.14E-06,11.03115308,7.02E-06,28.69606814,2.07E-05,0.004924025,3.737352326,2.14E-06,3.616390635,0.327080753,0.000595864,3.93685755,0.001117985,0.012720897,5.915273088,4.20E-06,4.789328321,3.19E-06,8.718609958,0.001198184,153.503658,9.794898896,5.67E-06,0.000172804,0.003580347,267.6542549
1985.214896,0.002354554,0.002267192,0.379646014,0.002253081,2.01E-06,21.19170552,1.51E-05,1.941836178,1.28E-06,8.634423443,5.50E-06,27.98927033,2.02E-05,0.004840544,3.330913703,1.91E-06,3.390110668,0.386059849,0.000703311,4.848654432,0.000944822,0.015667124,5.227011363,3.71E-06,6.917133103,4.60E-06,8.840308653,0.00130819,155.126611,13.93248975,8.06E-06,0.000174631,0.003859727,267.3646208
1985.242521,0.002207376,0.0024834,0.372061182,0.004513355,4.02E-06,24.37964284,1.74E-05,2.681686136,1.77E-06,9.381805195,5.97E-06,31.33357584,2.26E-05,0.005033591,2.58109319,1.48E-06,3.813577937,0.453723221,0.000826577,6.163798583,0.001652729,0.019916659,7.13727845,5.07E-06,6.808996321,4.53E-06,8.93393561,0.001219391,169.298572,11.74965283,6.80E-06,0.000190584,0.005865061,267.0749866
1985.270146,0.002512531,0.002559395,0.36969708,0.002948599,2.63E-06,21.50828871,1.54E-05,1.497605571,9.86E-07,11.98499462,7.63E-06,27.74318945,2.00E-05,0.005724643,2.162125077,1.24E-06,4.316318248,0.373756828,0.000680897,5.2280877,0.001464761,0.01689316,5.18646686,3.68E-06,5.041643508,3.36E-06,8.910391401,0.001128139,151.493186,11.41649773,6.60E-06,0.00017054,0.004734924,266.7853525
1985.297771,0.002426347,0.002523687,0.420820065,0.000532506,4.74E-07,9.251849146,6.61E-06,0.231622903,1.53E-07,8.097466174,5.15E-06,11.26086942,8.11E-06,0.006298723,0.891422969,5.10E-07,5.207410982,0.356786181,0.000649981,4.136205552,0.001291018,0.013365037,2.483284847,1.76E-06,1.809880796,1.20E-06,8.761531021,0.001084351,67.692936,5.583319041,3.23E-06,7.62E-05,0.005199989,266.4957183
1985.325397,0.002338746,0.002450304,0.414191812,0.002347782,2.09E-06,14.01362414,1.00E-05,1.135081463,7.48E-07,6.605670103,4.20E-06,18.71553412,1.35E-05,0.005662456,0.50339378,2.88E-07,4.324088901,0.421462286,0.000767805,3.312036134,0.001608129,0.010701955,4.143907213,2.94E-06,6.573832918,4.38E-06,8.88556277,0.001226586,89.199496,4.735475693,2.74E-06,0.000100415,0.004674386,266.2060842
1985.353022,0.002680242,0.002583843,0.440860464,0.004323435,3.85E-06,18.34889701,1.31E-05,1.35117435,8.90E-07,7.626821129,4.85E-06,23.75666887,1.71E-05,0.005462393,0.981338709,5.61E-07,3.802736876,0.304930306,0.000555512,3.693225686,0.001300262,0.011933666,4.917905556,3.49E-06,4.410576341,2.94E-06,8.843271008,0.001208026,123.404198,7.123398052,4.12E-06,0.00013892,0.004813942,265.91645
1985.380647,0.003378748,0.003394899,0.420958954,0.003838914,3.42E-06,30.12095505,2.15E-05,3.398513208,2.24E-06,7.137868893,4.54E-06,34.83624454,2.51E-05,0.005295938,2.81965965,1.61E-06,3.289074933,0.359683822,0.00065526,7.690881378,0.001533819,0.024851016,7.327131093,5.20E-06,9.846336289,6.55E-06,9.018737995,0.001363835,164.082634,11.29512198,6.53E-06,0.000184713,0.004027723,265.6268159
1985.408272,0.003300723,0.003346645,0.41289606,0.00545094,4.85E-06,30.52396855,2.18E-05,2.911075302,1.92E-06,12.77856254,8.13E-06,37.42186708,2.70E-05,0.004888543,2.257779233,1.29E-06,2.970926538,0.317232081,0.000577922,6.693713945,0.00131023,0.021628938,6.975162842,4.95E-06,6.683885487,4.45E-06,9.040428228,0.001374788,159.795028,14.39531076,8.33E-06,0.000179886,0.002884437,265.3371817
1985.435897,0.002487689,0.002754689,0.428752173,0.00532648,4.74E-06,27.78964454,1.99E-05,2.588458041,1.70E-06,15.74097381,1.00E-05,30.62655457,2.21E-05,0.005140638,2.504418961,1.43E-06,3.331303533,0.266280822,0.000485101,4.764713621,0.001164797,0.015395892,5.923121833,4.21E-06,7.108829613,4.73E-06,8.902584683,0.001351755,139.050065,13.70582003,7.93E-06,0.000156533,0.003202107,265.0475476
1985.463522,0.002784851,0.002897445,0.419442859,0.005543836,4.94E-06,30.65272856,2.19E-05,2.062938028,1.36E-06,12.497878,7.95E-06,36.72327943,2.65E-05,0.005201609,2.78408839,1.59E-06,3.066647738,0.281403978,0.000512652,5.491434738,0.001386225,0.017744096,6.870828277,4.88E-06,5.231833337,3.48E-06,9.089557888,0.001419084,148.952583,13.04496189,7.55E-06,0.00016768,0.003448102,264.7579134
