Age,BCa,LiCa,LiMg,MgCa,SrCa,UCa
2001.415068,0.440634996,0.006979721,1.596292668,4.372456711,8.98044152,0.001059187
2001.582192,0.446435947,0.007053698,1.641939225,4.295955823,9.026995505,0.001096184
2001.749315,0.419639974,0.006721922,1.482045123,4.535571984,8.93642749,0.001185815
2001.916438,0.394341447,0.006345061,1.357209827,4.675077262,8.830236139,0.001119348
2002.086301,0.386868978,0.006280947,1.317492103,4.767350617,8.766154517,0.000987455
2002.247945,0.414470993,0.006593095,1.416021235,4.656070437,8.870788239,0.000985975
2002.415068,0.449610212,0.007070216,1.632479979,4.330966402,8.993660317,0.001051661
2002.582192,0.453723884,0.007812427,1.797825753,4.345486423,9.038239012,0.001056404
2002.749315,0.435815059,0.007553601,1.662390493,4.543818759,8.962041049,0.00102246
2002.916438,0.414410469,0.007032364,1.482992521,4.742009225,8.869321573,0.000985071
2003.086301,0.399034373,0.006600313,1.360800213,4.850317583,8.805219244,0.000955733
2003.247945,0.429274757,0.00671529,1.414864028,4.746244064,8.884876359,0.000988667
2003.415068,0.454317971,0.006936053,1.540716002,4.501837561,9.002734283,0.001047239
2003.582192,0.45819647,0.006984611,1.594174356,4.381334161,9.047712846,0.001070408
2003.749315,0.431500432,0.006840753,1.500864,4.557876721,8.962723771,0.001028718
2003.916438,0.408133078,0.00652104,1.364199584,4.780122027,8.864859962,0.000981986
2004.086066,0.393950686,0.006212258,1.283830554,4.838845414,8.7927941,0.000952057
2004.25,0.421327199,0.006519169,1.383650255,4.711572525,8.874067307,0.000979683
2004.416667,0.456290514,0.006867653,1.535971345,4.471211819,8.97571569,0.001030834
2004.583333,0.466167745,0.006999807,1.602537704,4.367951741,9.011201927,0.001055613
2004.75,0.445079493,0.006943526,1.531353165,4.534242381,8.955736327,0.001027887
2004.916667,0.416155679,0.006649211,1.389625519,4.784894031,8.85817097,0.000978824
2005.086301,0.399038657,0.006455062,1.298483424,4.971231564,8.793659911,0.000946689
2005.247945,0.421145069,0.006881789,1.432646899,4.803548765,8.858677555,0.000980959
2005.415068,0.445186443,0.00753426,1.693025252,4.450175586,8.986583025,0.001048907
2005.582192,0.46169625,0.007439193,1.743875908,4.265895933,9.047542287,0.001089635
2005.749315,0.430767145,0.007833863,1.721796903,4.549818259,8.933998265,0.001029215
2005.916438,0.398518018,0.00656137,1.335145636,4.914347524,8.823780051,0.000951899
2006.086301,0.391155919,0.006309344,1.273262902,4.95525651,8.770588935,0.000939691
2006.247945,0.417612153,0.006568197,1.347696053,4.87364859,8.836545351,0.000965903
2006.415068,0.457184366,0.007011519,1.564710479,4.481032636,9.003308589,0.001047771
2006.582192,0.465728623,0.00718861,1.665297335,4.316712573,9.081859559,0.001089133
2006.749315,0.449122305,0.007034501,1.565733404,4.492783291,9.007319451,0.001055241
2006.916438,0.426083701,0.006792823,1.432909694,4.740580202,8.906697634,0.001001267
2007.086301,0.405779239,0.006491738,1.307228004,4.966033291,8.821627886,0.000955801
2007.247945,0.419676609,0.006600106,1.406557376,4.692382778,8.898665453,0.001018545
2007.415068,0.444128504,0.006836644,1.55270961,4.403040863,9.000960669,0.001076084
2007.582192,0.464183664,0.006975141,1.614839203,4.319403045,9.041940336,0.00108922
2007.749315,0.444988144,0.006853019,1.507659927,4.545467301,8.962131129,0.001043263
2007.916438,0.411933319,0.006501506,1.355450846,4.796563674,8.842316375,0.000975601
2008.086066,0.396858422,0.006238947,1.274077976,4.896833154,8.805201168,0.000944272
2008.25,0.429337608,0.006663925,1.406459611,4.738084752,8.91594291,0.000987661
2008.416667,0.46221669,0.007058863,1.587550485,4.446386695,9.046848755,0.001046397
2008.583333,0.484148371,0.00721402,1.686246805,4.278151987,9.093677723,0.001068987
2008.75,0.445341934,0.007180224,1.575512615,4.557389228,8.993263299,0.001005809
2008.916667,0.413456492,0.007219027,1.492040584,4.838358373,8.835627716,0.000931407
2009.086301,0.410201578,0.006741554,1.365702047,4.936328592,8.82925721,0.000854818
2009.247945,0.425262785,0.006454472,1.233776477,5.231475858,8.87631185,0.000562752
