Age,BCa,LiCa,LiMg,MgCa,SrCa,UCa
1996.416667,0.434883435,0.006725944,1.487832064,4.520633963,8.97020042,0.001030621
1996.583333,0.453550052,0.006940976,1.574123058,4.409424019,9.033061696,0.001065555
1996.75,0.434492075,0.007000552,1.568174746,4.464140052,8.985126529,0.001039103
1996.916667,0.399954174,0.007038864,1.471783499,4.78254013,8.871512389,0.000982201
1997.086301,0.390882302,0.006507193,1.355701065,4.799872831,8.834664057,0.00097058
1997.247945,0.419021838,0.006644957,1.449681504,4.583735817,8.936297953,0.001009874
1997.415068,0.455753191,0.00687524,1.641049246,4.189538832,9.069959025,0.001086803
1997.582192,0.457095763,0.006895005,1.663926366,4.143815999,9.073606552,0.001096914
1997.749315,0.434814131,0.00682019,1.55603905,4.38304576,8.996479015,0.001052481
1997.916438,0.401312536,0.006622338,1.389391229,4.766359172,8.883951566,0.000982168
1998.086301,0.406904324,0.006388906,1.30122211,4.909927225,8.80251058,0.000950272
1998.247945,0.397128999,0.006427348,1.319110194,4.872487206,8.849159537,0.000965722
1998.415068,0.422158175,0.006892456,1.488368366,4.630880274,8.965270239,0.00102089
1998.582192,0.440707145,0.007024724,1.56483052,4.489127514,9.008637141,0.001044014
1998.749315,0.424667009,0.006882091,1.500924296,4.58523541,8.931895849,0.001018844
1998.916438,0.405089571,0.00665076,1.408436599,4.722087191,8.848000282,0.000985099
1999.086301,0.394928951,0.006291233,1.304507414,4.822688492,8.791746567,0.000955606
1999.247945,0.426591505,0.006721191,1.455406591,4.618084657,8.910252862,0.001002007
1999.415068,0.455570286,0.006977202,1.6057263,4.345199798,9.018000489,0.001062649
1999.582192,0.470202485,0.00698857,1.675904695,4.170028111,9.071616436,0.001100888
1999.749315,0.445570092,0.006923601,1.578858585,4.385194001,9.010223041,0.001062388
1999.916438,0.408897334,0.006635826,1.417056424,4.68282417,8.878508268,0.000998008
2000.086066,0.402584276,0.006722093,1.414513222,4.752230484,8.867393829,0.000988683
2000.25,0.419434693,0.006778607,1.466306495,4.622913047,8.914385029,0.001000553
2000.416667,0.453435595,0.007121176,1.676927594,4.246561261,9.082572861,0.001088619
2000.583333,0.466621631,0.007428389,1.802970675,4.120082945,9.116510075,0.001120691
2000.75,0.430334673,0.007006014,1.579318815,4.436098767,8.981496254,0.001056901
2000.916667,0.407844177,0.006693288,1.429518625,4.682196872,8.877978308,0.001001334
2001.086301,0.39451204,0.006366119,1.338833585,4.754974105,8.812314421,0.000976212
2001.247945,0.405944402,0.006508519,1.409821136,4.616556427,8.856160508,0.000999336
