"Age","LuminRange"
1982,0.088
1983,0.242
1984,0.169
1985,0.112
1986,0.195
1987,0.123
1988,0.123
1989,0.186
1990,0.188
1991,0.561
1992,0.029
1993,0.066
1994,0.112
1995,0.163
1996,0.142
1997,0.3
1998,0.155
1999,0.426
2000,0.278
2001,0.211
2002,0.043
2003,0.116
2004,0.11
2005,0.067
2006,0.069
2007,0.258
2008,0.406
2009,0.38
2010,0.224
2011,0.482
