Age,BCa,LiCa,LiMg,MgCa,SrCa,UCa
1996.75,0.478240704,0.006203567,1.687721985,3.675704223,9.165599024,0.001190263
1996.916667,0.444712916,0.006379568,1.63239191,3.908110809,9.039087323,0.0011417
1997.086301,0.448009233,0.006041183,1.516585081,3.983411592,9.037582261,0.001147114
1997.247945,0.474250945,0.006260919,1.690343582,3.703933013,9.195100505,0.001236175
1997.415068,0.498000009,0.006394439,1.80065972,3.55116462,9.269841677,0.001265437
1997.582192,0.501753121,0.006328201,1.833801216,3.450865253,9.291976377,0.001290153
1997.749315,0.488478502,0.006154914,1.757729831,3.501626763,9.23266005,0.001267193
1997.916438,0.464552892,0.005999131,1.6379231,3.66264528,9.140575833,0.001220992
1998.086301,0.451871094,0.005865957,1.568829068,3.739066684,9.092914535,0.001211003
1998.247945,0.46822515,0.005991396,1.647558384,3.636530076,9.153863202,0.001249241
1998.415068,0.489292138,0.006212723,1.756772797,3.536441006,9.252678758,0.001278917
1998.582192,0.47989793,0.006122167,1.701050829,3.59904981,9.215249342,0.001261884
1998.749315,0.466838347,0.006128158,1.611624089,3.802473516,9.115297708,0.00120753
1998.916438,0.457449045,0.00607628,1.542957144,3.938074092,9.059107801,0.001181409
1999.086301,0.454584186,0.006025331,1.50258467,4.009977964,9.028400376,0.001162971
1999.247945,0.470776929,0.006165314,1.57798269,3.907085637,9.093900466,0.001195918
1999.415068,0.496981763,0.00652327,1.744779355,3.738736385,9.215551413,0.001261361
1999.582192,0.508385493,0.006552999,1.849210032,3.543675037,9.300156691,0.001319553
1999.749315,0.489360729,0.00633457,1.717986119,3.687206794,9.177188175,0.001238037
1999.916438,0.467045553,0.006147449,1.582029677,3.885798984,9.081343202,0.0011724
2000.086066,0.464489726,0.00613489,1.541388458,3.98010639,9.058549075,0.001159887
2000.25,0.480677195,0.006249844,1.616379721,3.866569128,9.107383788,0.001198097
2000.416667,0.50031298,0.006390792,1.745179164,3.661968909,9.22642882,0.001257533
2000.583333,0.50760769,0.006458712,1.84283651,3.504766911,9.298994984,0.001298651
2000.75,0.496594346,0.006257376,1.735196047,3.606149455,9.182236739,0.001234054
2000.916667,0.474905962,0.006143124,1.617240233,3.798522917,9.110782133,0.001188668
2001.086301,0.461885821,0.006125086,1.580645787,3.875052845,9.11017221,0.001206225
2001.247945,0.46038359,0.00611501,1.544709761,3.958679239,9.089851606,0.001202263
