Age,BCa,LiCa,LiMg,MgCa,SrCa,UCa
2007.582192,0.426719915,0.006647184,1.520164858,4.372672903,9.014881161,0.001077085
2007.749315,0.407515182,0.006575599,1.435553157,4.580533416,8.942425137,0.001029583
2007.916438,0.362697029,0.006322849,1.278613369,4.945082682,8.847876364,0.00096447
2008.086066,0.357689638,0.006257215,1.250574884,5.003470617,8.824447489,0.00095455
2008.25,0.396466015,0.006534006,1.373541784,4.75704943,8.909679907,0.000997824
2008.416667,0.431256203,0.006717218,1.500822841,4.475690328,9.016457192,0.00105374
2008.583333,0.438308143,0.006751496,1.522981025,4.433079705,9.027276219,0.001060027
2008.75,0.392867605,0.006541374,1.354572609,4.829105127,8.902726222,0.000993352
2008.916667,0.345930564,0.006264241,1.208604927,5.1830344,8.792968411,0.000936037
2009.086301,0.346342339,0.006267535,1.19023914,5.265778072,8.792145129,0.000930511
2009.247945,0.374299454,0.006507552,1.290854072,5.041276526,8.870057053,0.000961679
2009.415068,0.410016317,0.006698747,1.444261552,4.638181057,8.970414614,0.001031427
2009.582192,0.409788477,0.006715763,1.490915876,4.504454475,8.997921666,0.001064864
2009.749315,0.388962812,0.006602101,1.419772051,4.650113385,8.936533623,0.001032539
2009.916438,0.350052699,0.006318296,1.277125436,4.947278786,8.836009464,0.00097504
2010.086301,0.338808905,0.00629646,1.198686113,5.252801503,8.782452072,0.000938183
2010.247945,0.366838977,0.006833299,1.3627371,5.014393075,8.867838467,0.000983482
2010.415068,0.408822517,0.00679775,1.457262671,4.664739279,8.965283153,0.00104645
2010.582192,0.406997967,0.006770213,1.489184461,4.54625571,8.971283842,0.001061053
2010.749315,0.384468477,0.006703081,1.396085387,4.80134047,8.891261032,0.001010904
2010.916438,0.344100744,0.006356653,1.259011968,5.048921776,8.806534229,0.000965228
2011.086301,0.339357233,0.006285961,1.216416052,5.167607904,8.794349252,0.000954158
2011.247945,0.383415701,0.006581021,1.360361445,4.837700259,8.889689312,0.001003536
2011.415068,0.435463838,0.006833597,1.560334191,4.379572931,9.022514203,0.001089956
2011.582192,0.445255954,0.006771742,1.601798319,4.227587419,9.064577605,0.001119072
2011.749315,0.411678748,0.006597216,1.456501046,4.52949589,8.968786163,0.001051792
2011.916438,0.368628558,0.006354673,1.299705575,4.88931703,8.846288758,0.000974087
2012.086066,0.344699349,0.006194404,1.193557468,5.189866373,8.785801852,0.000929219
2012.25,0.379222925,0.006494743,1.291741852,5.027895631,8.867186782,0.000968465
2012.416667,0.430494302,0.006778782,1.501551347,4.514519,9.020239915,0.001057676
2012.583333,0.436305714,0.006790913,1.542467019,4.402630988,9.042369683,0.001069432
2012.75,0.404488915,0.006602508,1.419803974,4.650295289,8.948142777,0.00101043
2012.916667,0.361616608,0.006242902,1.263943478,4.93922578,8.84534526,0.000935432
2013.086301,0.356082367,0.006160931,1.203258899,5.120204365,8.803582608,0.000745344
2013.247945,0.400324507,0.006423003,1.256045448,5.113670661,8.878623774,0.000266336
2013.415068,0.446439588,0.006725634,1.396566767,4.815834007,8.994438061,0.000262776
2013.582192,0.442731683,0.006838279,1.491743078,4.584086292,9.014241723,0.000823488
