Age,Lumin
1975.596,0.292057
1975.615,0.289065
1975.635,0.283598
1975.654,0.273783
1975.673,0.264021
1975.692,0.272538
1975.712,0.27032
1975.731,0.2588
1975.75,0.259639
1975.769,0.263257
1975.789,0.26537
1975.808,0.277982
1975.827,0.286493
1975.846,0.283705
1975.865,0.285029
1975.885,0.301579
1975.904,0.316473
1975.923,0.321345
1975.942,0.335029
1975.962,0.346881
1975.981,0.355441
1976,0.356194
1976.019,0.353217
1976.039,0.347114
1976.058,0.348231
1976.077,0.34149
1976.096,0.327967
1976.115,0.331918
1976.135,0.337898
1976.154,0.34263
1976.173,0.344859
1976.192,0.359057
1976.212,0.37214
1976.231,0.369774
1976.25,0.342515
1976.269,0.327535
1976.289,0.323548
1976.308,0.315346
1976.327,0.304097
1976.346,0.30853
1976.365,0.315244
1976.385,0.313486
1976.404,0.306948
1976.423,0.314092
1976.442,0.316933
1976.462,0.319761
1976.481,0.324909
1976.5,0.339289
1976.519,0.348156
1976.539,0.343568
1976.558,0.336292
1976.577,0.336615
1976.596,0.332397
1976.615,0.328606
1976.635,0.323503
1976.654,0.3148
1976.673,0.303636
1976.692,0.294106
1976.712,0.284669
1976.731,0.280371
1976.75,0.279789
1976.769,0.27695
1976.789,0.27373
1976.808,0.269721
1976.827,0.264618
1976.846,0.251136
1976.865,0.23636
1976.885,0.221789
1976.904,0.213918
1976.923,0.212464
1976.942,0.215557
1976.962,0.219318
1976.981,0.224537
1977,0.232679
1977.019,0.239159
1977.039,0.242666
1977.058,0.247788
1977.077,0.253935
1977.096,0.256308
1977.115,0.25986
1977.135,0.266333
1977.154,0.277265
1977.173,0.284196
1977.192,0.285527
1977.212,0.285986
1977.231,0.281992
1977.25,0.279618
1977.269,0.275024
1977.289,0.269103
1977.308,0.256318
1977.327,0.242426
1977.346,0.229769
1977.365,0.226863
1977.385,0.227026
1977.404,0.230929
1977.423,0.235515
1977.442,0.239546
1977.462,0.245166
1977.481,0.251533
1977.5,0.266059
1977.519,0.278235
1977.539,0.290135
1977.558,0.298515
1977.577,0.303279
1977.596,0.310279
1977.615,0.324918
1977.635,0.344063
1977.654,0.357406
1977.673,0.37079
1977.692,0.380034
1977.712,0.385152
1977.731,0.384449
1977.75,0.375274
1977.769,0.361955
1977.789,0.355082
1977.808,0.348165
1977.827,0.34978
1977.846,0.356696
1977.865,0.365783
1977.885,0.369464
1977.904,0.365027
1977.923,0.358864
1977.942,0.35167
1977.962,0.346056
1977.981,0.34287
1978,0.342933
1978.019,0.339024
1978.039,0.333232
1978.058,0.32225
1978.077,0.308596
1978.096,0.287594
1978.115,0.272138
1978.135,0.258906
1978.154,0.256766
1978.173,0.262739
1978.192,0.273473
1978.212,0.281554
1978.231,0.280237
1978.25,0.276568
1978.269,0.270902
1978.289,0.265865
1978.308,0.268117
1978.327,0.27265
1978.346,0.278455
1978.365,0.284883
1978.385,0.291128
1978.404,0.292845
1978.423,0.296801
1978.442,0.300397
1978.462,0.297996
1978.481,0.293257
1978.5,0.287702
1978.519,0.290306
1978.539,0.304071
1978.558,0.315934
1978.577,0.32779
1978.596,0.340254
1978.615,0.349933
1978.635,0.353302
1978.654,0.358258
1978.673,0.371807
1978.692,0.383674
1978.712,0.388537
1978.731,0.396957
1978.75,0.399584
1978.769,0.401589
1978.789,0.401493
1978.808,0.406124
1978.827,0.404298
1978.846,0.404024
1978.865,0.403303
1978.885,0.400632
1978.904,0.397985
1978.923,0.390998
1978.942,0.387164
1978.962,0.379993
1978.981,0.379112
1979,0.376823
1979.019,0.382037
1979.039,0.382362
1979.058,0.382437
1979.077,0.379134
1979.096,0.379777
1979.115,0.376134
1979.135,0.372809
1979.154,0.368938
1979.173,0.368139
1979.192,0.369033
1979.212,0.367445
1979.231,0.362466
1979.25,0.35697
1979.269,0.347055
1979.289,0.336519
1979.308,0.324407
1979.327,0.314789
1979.346,0.308248
1979.365,0.30069
1979.385,0.292977
1979.404,0.290209
1979.423,0.292173
1979.442,0.292682
1979.462,0.294814
1979.481,0.29642
1979.5,0.297872
1979.519,0.297624
1979.539,0.294634
1979.558,0.291937
1979.577,0.29284
1979.596,0.294981
1979.615,0.294686
1979.635,0.294415
1979.654,0.293563
1979.673,0.29577
1979.692,0.303053
1979.712,0.31186
1979.731,0.317827
1979.75,0.322669
1979.769,0.330522
1979.789,0.337983
1979.808,0.343885
1979.827,0.345197
1979.846,0.344802
1979.865,0.345742
1979.885,0.339107
1979.904,0.334699
1979.923,0.333521
1979.942,0.327504
1979.962,0.32635
1979.981,0.320638
1980,0.321165
1980.019,0.323909
1980.039,0.330381
1980.058,0.331806
1980.077,0.330723
1980.096,0.326346
1980.115,0.329693
1980.135,0.331476
1980.154,0.330787
1980.173,0.323015
1980.192,0.31158
1980.212,0.298039
1980.231,0.289307
1980.25,0.286197
1980.269,0.288219
1980.289,0.291665
1980.308,0.289907
1980.327,0.281773
1980.346,0.269439
1980.365,0.260616
1980.385,0.255229
1980.404,0.252157
1980.423,0.258917
1980.442,0.268752
1980.462,0.279471
1980.481,0.285692
1980.5,0.285156
1980.519,0.281199
1980.539,0.27947
1980.558,0.277165
1980.577,0.279073
1980.596,0.286827
1980.615,0.29719
1980.635,0.308458
1980.654,0.317565
1980.673,0.317669
1980.692,0.316256
1980.712,0.31796
1980.731,0.319693
1980.75,0.327454
1980.769,0.334893
1980.789,0.347114
1980.808,0.359556
1980.827,0.375122
1980.846,0.382152
1980.865,0.384878
1980.885,0.385665
1980.904,0.380258
1980.923,0.374101
1980.942,0.365385
1980.962,0.364548
1980.981,0.374079
1981,0.392404
1981.019,0.398135
1981.039,0.394066
1981.058,0.391431
1981.077,0.388482
1981.096,0.388921
1981.115,0.400588
1981.135,0.431026
1981.154,0.459428
1981.173,0.47265
1981.192,0.472398
1981.212,0.463621
1981.231,0.456759
1981.25,0.446533
1981.269,0.434501
1981.289,0.424435
1981.308,0.408896
1981.327,0.389053
1981.346,0.363716
1981.365,0.336953
1981.385,0.314809
1981.404,0.306094
1981.423,0.303295
1981.442,0.298872
1981.462,0.291296
1981.481,0.287742
1981.5,0.280482
1981.519,0.275835
1981.539,0.273325
1981.558,0.275905
1981.577,0.282165
1981.596,0.293779
1981.615,0.303584
1981.635,0.309658
1981.654,0.306326
1981.673,0.304873
1981.692,0.30404
1981.712,0.307269
1981.731,0.307552
1981.75,0.296799
1981.769,0.280561
1981.789,0.272206
1981.808,0.276821
1981.827,0.290192
1981.846,0.309535
1981.865,0.323587
1981.885,0.322021
1981.904,0.328044
1981.923,0.3373
1981.942,0.350993
1981.962,0.361825
