"Age","d14C"
1956.3,-51.8
1958.3,-52.9
1960.3,-25.4
1961.3,-24.4
1963.3,-6.7
1965.3,37.4
1967.3,70.2
1969.3,103.7
1971.3,111.2
1973.3,113.5
1974.3,123.2
1978.3,144.7
1980.3,137.3
1981.3,139.9
1982.3,125.3
1983.3,121.6
