Age,Ba138Ca,BaCa,BCa,CaCa,Cd,CdCa,LiCa,MgCa,Mn,MnCa,P,PbCa,PCa,SrCa,UCa,Y,YCa,Dist
1966.104396,0.003354259,0.003240452,0.350243788,974.1075076,0.01019631,9.08E-06,0.005829287,3.406291896,0.5527732,0.001007023,24.71900084,0.000865958,0.079872808,8.934135302,0.001306827,486.298219,0.000547441,451.619869
1966.132021,0.002634477,0.002696186,0.336829157,1005.684415,0.014619674,1.30E-05,0.004904826,2.668771897,0.421288844,0.00076749,20.51536597,0.000715999,0.066289892,9.370385608,0.001563862,575.945568,0.000648359,451.404766
1966.159646,0.002492682,0.002520657,0.328494482,1005.364965,0.015229021,1.36E-05,0.004357657,2.13276956,0.36776557,0.000669983,25.19630962,0.000712173,0.081415103,9.570908409,0.001817306,733.121753,0.000825297,451.1896631
1966.187271,0.002695954,0.002450163,0.335977631,999.4889769,0.00642086,5.72E-06,0.004494937,2.221681506,0.342006914,0.000623056,20.57398825,0.000565264,0.066479314,9.465960838,0.001809774,663.36009,0.000746764,450.9745601
1966.214896,0.002515293,0.00255929,0.359007611,998.8895566,0.006560544,5.84E-06,0.004609895,2.29126843,0.368383774,0.000671109,21.28819625,0.000587127,0.068787085,9.531887141,0.001766312,605.089403,0.000681167,450.7594571
1966.242521,0.002607014,0.002523834,0.392411957,1008.723539,0.002960211,2.64E-06,0.004892113,2.577562296,0.402030612,0.000732406,19.84782084,0.000510245,0.064132899,9.508643688,0.001750537,552.597213,0.000622075,450.5443542
1966.270146,0.002363797,0.002589784,0.388821724,1008.801828,0.013136875,1.17E-05,0.005190891,2.434902742,0.35633698,0.000649162,21.66645579,0.000540184,0.070009329,9.316248201,0.001694591,521.870795,0.000587486,450.3292512
1966.297771,0.002299701,0.002335436,0.393386438,1000.227763,0.008204856,7.31E-06,0.004966771,2.497842018,0.357232216,0.000650793,22.38051641,0.000569697,0.072316624,9.345400661,0.001601407,528.252518,0.00059467,450.1141482
1966.325397,0.002782002,0.00275099,0.401976214,993.3957798,0.007095542,6.32E-06,0.005569111,2.521609801,0.392162909,0.000714429,21.61467927,0.000617469,0.069842027,9.495468687,0.001685565,512.56763,0.000577013,449.8990452
1966.353022,0.003262112,0.002909884,0.421247992,993.2284737,0.003357794,2.99E-06,0.005631769,2.558956419,0.415240233,0.00075647,23.25482792,0.00062647,0.075141727,9.401445652,0.001572055,466.854781,0.000525552,449.6839423
1966.380647,0.002835579,0.002650836,0.408348663,992.7511417,0.018511906,1.65E-05,0.005020644,2.331642492,0.386688774,0.000704456,18.10554308,0.000611769,0.058503197,9.445194766,0.001667297,513.00395,0.000577504,449.4688393
1966.408272,0.002755078,0.002726175,0.404970003,1001.515828,0.002467076,2.20E-06,0.005310857,2.10609349,0.309654777,0.000564118,20.27967321,0.000608528,0.065528314,9.54395567,0.001756036,488.994606,0.000550476,449.2537363
1966.435897,0.002603718,0.002755331,0.382491843,992.299781,-0.001098514,-9.78E-07,0.004576307,1.841311021,0.30248341,0.000551054,20.00305971,0.000562409,0.064634512,9.453738349,0.001797133,556.30864,0.000626253,449.0386333
1966.463522,0.00251671,0.002461305,0.365171295,1012.323834,0.012439804,1.11E-05,0.00481235,1.593453735,0.331843482,0.000604541,22.17267767,0.000755921,0.071645049,9.427200881,0.00177732,585.300079,0.00065889,448.8235304
1966.491147,0.002909187,0.002940262,0.358258441,1328.847504,0.007664678,6.82E-06,0.00493264,1.534717907,0.311317847,0.000567148,27.33507159,0.000650775,0.088325938,9.840304567,0.002068945,566.686235,0.000637936,448.6084274
1966.518772,0.003024645,0.003021635,0.355897681,1029.336142,-0.000918358,-8.18E-07,0.004449012,1.539370627,0.299452982,0.000545533,24.36893567,0.000499818,0.078741667,9.994710541,0.002053123,594.097077,0.000668793,448.3933244
1966.546398,0.003157726,0.003250333,0.372322811,998.5535917,0.010196216,9.08E-06,0.004412575,1.642358492,0.262794229,0.000478749,19.58937677,0.000512503,0.063297806,9.799696453,0.001940689,502.769078,0.000565982,448.1782214
1966.574023,0.003451656,0.00329699,0.359240061,989.6378934,-0.000612239,-5.45E-07,0.00490357,1.571666167,0.251597282,0.000458351,20.89579729,0.00050643,0.067519153,9.806313983,0.002037524,471.309879,0.000530568,447.9631185
1966.601648,0.003557664,0.003519191,0.336664416,985.2183433,0.005857495,5.22E-06,0.00454432,1.575480887,0.317341878,0.000578123,23.16641283,0.000598867,0.074856037,10.0522452,0.002095271,523.192918,0.000588974,447.7480155
1966.617865,0.003395749,0.003335177,0.346392568,998.1343711,0.009937228,8.85E-06,0.004560218,1.749357472,0.344685725,0.000627937,22.04493098,0.000728128,0.07123227,9.786464964,0.001955415,542.040635,0.000610191,447.5329125
