Age,LuminRange
1986,0.228
1987,0.067
1988,0.178
1989,0.097
1990,0.193
1991,0.509
1992,0.07
1993,0.094
1994,0.131
1995,0.114
1996,0.129
1997,0.288
1998,0.167
1999,0.114
2000,0.242
2001,0.249
2002,0.045
2003,0.116
2004,0.056
2005,0.081
2006,0.093
2007,0.182
2008,0.327
2009,0.352
2010,0.124
2011,0.446
