Age,BaCa,Ce,Dy,Er,Eu,Gd,Ho,La,Lu,MgCa,MnCa,Nd,Pr,Sm,SrCa,Tb,Tm,UCa,VCa,Y,Yb,YCa
1981.00137,0.00443,8.8,4.4,2.8,0.6,3,0.9,8.2,0.4,4.23,0.00071,7.1,2,1.9,9.04,0.6,0.4,0.00106,0.0001824,55.7,2.6,7.10E-05
1981.086301,0.00437,10.9,4.8,2.8,0.7,3.3,1.2,9.8,0.5,4.12,0.00068,8.6,2.4,2.6,9.03,0.6,0.4,0.0011,0.00017673,66.8,3,7.32E-05
1981.163014,0.00431,12.9,5.2,2.7,0.8,3.6,1.5,11.6,0.5,4.01,0.00061,10.3,2.8,3.4,9.07,0.6,0.4,0.00114,0.00017029,79,3.8,7.56E-05
1981.247945,0.00444,11.2,4.9,2.9,0.8,3.3,1.4,11,0.6,3.88,0.00059,8.9,2.5,3.2,9.03,0.6,0.5,0.00119,0.00017893,74.3,3,7.81E-05
1981.330137,0.00457,10.2,4.5,3.2,0.8,3,1.2,10.3,0.6,3.75,0.00057,7.5,2.2,3,9.05,0.6,0.5,0.00124,0.00018784,70.2,2.7,8.07E-05
1981.415068,0.00464,9.4,5,3.7,0.8,3.2,1.3,10.5,0.7,3.54,0.00063,8.6,2.1,2.7,9.08,0.7,0.5,0.00131,0.00018648,78.2,3.1,8.51E-05
1981.49726,0.0047,9.8,5.4,4.2,0.7,3.3,1.4,10.6,0.7,3.33,0.00062,9.8,2.1,2.3,9.21,0.8,0.6,0.00138,0.00018434,83.4,3.5,8.93E-05
1981.582192,0.00443,7.2,4.4,3.5,0.6,3.1,1,9.4,0.6,3.38,0.00063,9,1.7,1.7,9.41,0.5,0.6,0.00137,0.00017503,59.1,3.2,7.98E-05
1981.667123,0.00437,8.6,4.2,3.1,0.7,3.3,0.8,9.2,0.6,3.5,0.00064,8.2,1.8,1.8,9.33,0.5,0.5,0.00132,0.00016898,52.5,3.1,7.39E-05
1981.749315,0.0044,7.7,4.1,2.7,0.7,3.1,0.7,9,0.5,3.74,7.00E-04,6.9,1.6,1.7,9.2,0.6,0.4,0.00123,0.00016669,45.8,2.8,6.87E-05
1981.834247,0.0044,6.6,3.6,2.3,0.6,2.7,0.6,8.2,0.4,4.03,0.00073,6,1.5,1.6,9.09,0.5,0.4,0.00114,0.00015788,39.5,2.6,6.36E-05
1981.916438,0.00431,6.8,2.7,2,0.4,2.5,0.5,7.2,0.3,4.26,0.00071,5.7,1.5,1.7,9.01,0.4,0.4,0.00107,0.00013972,35.8,2.4,5.96E-05
1982.00137,0.00425,5.9,2.4,2.3,0.4,3.2,0.6,7.4,0.3,4.45,0.00066,5.3,1.3,1.9,8.89,0.4,0.3,0.00101,0.00012961,37.6,2.3,5.83E-05
1982.086301,0.00419,9.7,2.8,2.3,0.5,2.6,1,10.5,0.4,4.46,0.00058,9.5,2.2,2.9,8.93,0.4,0.3,0.00103,0.00014143,64,4,6.25E-05
1982.163014,0.00417,10.2,2.7,2.3,0.3,3,0.9,8.7,0.4,4.56,0.00055,6.8,1.8,1.9,8.95,0.4,0.4,0.00102,0.00014222,59.2,2.9,6.15E-05
1982.247945,0.00439,8.1,3.1,2.7,0.4,2.5,0.9,8.1,0.4,4.48,0.00053,7.4,1.6,1.8,8.95,0.5,0.4,0.00106,0.00015807,58.4,3.1,6.26E-05
1982.330137,0.0045,9.8,4.3,3.3,0.6,3.6,1.2,9.2,0.5,4.05,0.00051,8.7,2,2.4,8.99,0.6,0.5,0.00119,0.00016871,69.3,3.7,7.56E-05
1982.415068,0.00446,9.5,4.2,3.6,0.9,3.4,1,9.6,0.6,3.53,0.00049,8.4,2.1,2.3,9.11,0.6,0.5,0.00138,0.00015901,65.4,3.7,7.83E-05
1982.49726,0.00419,10.6,4,2.5,0.6,3.1,0.7,8.2,0.6,3.47,0.00045,6.2,1.9,1.3,9.31,0.6,0.4,0.00132,0.000143,53.4,2.5,7.44E-05
1982.582192,0.00403,8,3,2.4,0.5,2.8,0.7,8.7,0.5,3.94,0.00043,5.9,1.6,1.3,9.51,0.6,0.3,0.00115,0.00014304,52.7,2.2,7.30E-05
1982.667123,0.00399,7.3,3.5,2.4,0.4,2.4,0.6,7.8,0.4,4.34,0.00044,6.2,1.5,1.9,9.2,0.4,0.4,0.00104,0.00014229,46.3,2.1,6.78E-05
1982.749315,0.00391,7.1,2.5,2.2,0.7,2.5,0.6,8,0.3,4.45,0.00046,6.3,1.6,1.9,9,0.5,0.4,0.00101,0.00013667,40.6,2.4,6.48E-05
1982.834247,0.00401,7.2,3.7,2.2,0.5,2.6,0.7,8.4,0.3,4.43,0.00047,7.7,1.8,2.1,8.85,0.4,0.4,0.00102,0.00013484,47.7,3.3,6.86E-05
1982.916438,0.00396,8.2,3,2.4,0.6,3.4,0.8,9.2,0.4,4.56,0.00049,7.5,1.9,1.6,8.85,0.6,0.3,0.00101,0.00013257,55.8,3.3,7.22E-05
1983.00137,0.00398,9.8,3.7,2.9,0.8,4,1.1,10.4,0.5,4.48,0.00053,8.2,2.1,2.1,8.92,0.6,0.4,0.00102,0.00013591,74.4,3.6,7.66E-05
1983.086301,0.00416,10.2,4.1,3.3,0.8,4.3,1.5,11.7,0.5,4.46,0.00058,9.8,2.3,2.5,8.82,0.6,0.4,0.00103,0.00014006,95.3,3.9,8.12E-05
1983.163014,0.00455,10.2,4.4,3.6,0.9,4.7,1.8,12.7,0.5,4.43,0.00065,11.5,2.5,2.7,8.87,0.6,0.5,0.00104,0.00014538,115.4,4.4,8.65E-05
1983.247945,0.00517,12,5.3,3.9,1.1,6,1.9,12.9,0.6,4.18,7.00E-04,10.6,2.6,3.4,8.96,0.8,0.6,0.00109,0.00015269,118.5,3.4,9.32E-05
1983.330137,0.0059,14.3,6,4.6,1.2,5.9,2,14.3,0.8,3.84,7.00E-04,12,3.1,2.9,9.04,0.8,0.7,0.00119,0.00016805,125.3,3.9,0.0001035
1983.415068,0.00601,14.4,6,4.7,1,5.4,1.7,14.5,0.8,3.53,0.00068,12.8,3.2,2.5,9.13,0.8,0.7,0.0013,0.00016659,111.2,3.8,0.0001059
1983.49726,0.00539,11.3,5.4,4.2,0.8,5,1.4,12.8,0.7,3.31,0.00061,12.3,2.7,2.6,9.3,0.7,0.7,0.00141,0.00014317,91.4,4.4,9.79E-05
1983.582192,0.005,11,4.8,3.6,0.9,4.1,1.2,11.7,0.6,3.61,0.00053,10.5,2.5,2.8,9.5,0.7,0.6,0.0013,0.00013837,83.5,3.8,9.17E-05
1983.667123,0.00473,9.7,4.4,3.3,0.8,3.3,1,10.6,0.6,3.9,0.00051,8.6,2.2,2.7,9.36,0.6,0.6,0.0012,0.00013753,73.9,3.4,8.52E-05
1983.749315,0.00459,9,5,3.2,0.4,2.7,0.9,9.5,0.6,4.17,0.00059,6.7,1.9,2.3,9.22,0.9,0.5,0.00112,0.00014129,63.6,2.6,7.85E-05
1983.834247,0.00468,7.6,26.6,2.9,0.5,2.9,1.7,8.4,0.6,4.27,0.00069,7.1,1.8,2.4,9.13,10.3,0.4,0.00111,0.00014403,111.2,3.2,8.04E-05
1983.916438,0.0048,7.6,26.9,2.9,0.7,3.2,1.9,8.4,0.6,4.32,0.00075,7.5,1.7,2.4,9.08,10.4,0.4,0.0011,0.00014469,120.8,3.7,8.27E-05
1984.001366,0.00494,6.7,5,3.4,0.7,3.6,1.1,9.8,0.5,4.31,0.00074,7.9,1.6,2.2,9.05,0.8,0.5,0.0011,0.00014292,78,3.9,8.55E-05
1984.086066,0.00496,7.7,4.2,2.9,0.7,3.1,1,9.1,0.6,4.27,0.00074,7,1.7,1.6,9.1,0.5,0.4,0.00113,0.00014214,66.9,3.3,8.25E-05
1984.165301,0.00525,8.2,4.6,3.5,0.7,4.1,1.2,10.2,0.6,4.2,7.00E-04,8.1,2.1,2.4,9.19,0.7,0.6,0.0012,0.00017344,84,3.7,9.39E-05
1984.25,0.00498,8.9,4.5,3.7,0.6,3.3,1.1,9.3,0.6,4.06,0.00068,7.4,1.9,2.3,9.28,0.6,0.6,0.00122,0.00016001,72.6,3.3,8.73E-05
1984.331967,0.00445,7.7,3.1,3.1,0.7,3.6,1,9.6,0.6,3.84,0.00065,8.1,1.9,2.4,9.32,0.6,0.5,0.00125,0.0001606,67.7,3.7,8.50E-05
1984.416667,0.00446,12,4,3.7,0.6,4,1.3,9.1,0.7,3.53,0.00062,8,2.2,2,9.38,0.6,0.6,0.00138,0.00016366,81.1,3.3,9.03E-05
1984.498634,0.00465,8.3,5,3.5,1,3.5,1.4,9.2,0.6,3.42,0.00061,8.4,1.9,2.8,9.51,0.5,0.6,0.0015,0.0001573,85.6,3.5,9.92E-05
1984.583333,0.00473,12.7,4.8,3.9,0.7,3.9,1.6,10.5,0.7,3.5,0.00061,9,2.3,2.5,9.45,0.7,0.7,0.0014,0.00016047,95.8,3.8,9.81E-05
1984.668033,0.00466,9.4,4.2,3.7,0.8,3.8,1.3,11,0.7,3.71,0.00056,9.2,2.1,2.8,9.35,0.7,0.6,0.00129,0.00016379,83.3,4.3,9.25E-05
1984.75,0.00448,8.8,3.9,3.1,0.7,3.2,1,10.3,0.6,3.83,0.00053,8.3,1.9,2.3,9.2,0.6,0.5,0.00119,0.00013359,69.1,3.9,8.83E-05
1984.834699,0.00431,8.4,3.5,2.6,0.6,2.6,0.8,9.5,0.6,3.93,0.00052,7.6,1.7,1.7,9.01,0.5,0.5,0.00112,0.00010613,56.6,3.3,8.38E-05
1984.916667,0.00426,7.1,3,2.6,0.7,2.5,0.7,9.2,0.6,4.08,0.00058,7.9,1.7,1.7,8.89,0.4,0.5,0.00109,0.00010989,49.7,3.4,7.94E-05
1985.00137,0.00439,8.1,3.2,2.6,0.5,2.4,0.7,8.9,0.5,4.16,0.00062,7.5,1.8,1.9,8.86,0.5,0.4,0.00109,0.00010982,52.7,3,8.37E-05
1985.086301,0.00444,7.7,3.3,2.8,0.5,2.6,0.8,8.5,0.4,4.05,0.00068,7,1.8,2,8.86,0.6,0.4,0.00114,0.00010997,54.3,2.8,8.22E-05
1985.163014,0.00449,8.6,3.3,2.9,0.6,2.9,0.8,8,0.4,3.93,0.00077,6.5,1.8,2.1,8.87,0.6,0.4,0.00119,0.00011011,58.6,2.5,8.07E-05
1985.247945,0.00446,8.5,3.5,3,0.6,2.8,1,8.4,0.7,3.84,0.00081,7.4,1.8,1.9,8.95,0.6,0.4,0.00123,0.00011847,69.4,3.1,8.28E-05
1985.330137,0.00444,8.1,3.6,3.2,0.7,2.8,1.1,8.9,0.9,3.75,0.00096,8.1,1.8,1.9,9.01,0.5,0.4,0.00128,0.00012635,74.5,3.5,8.49E-05
1985.415068,0.00445,9.1,3.6,3.3,0.7,3.6,1.1,9,0.8,3.57,9.00E-04,7.4,1.9,2.3,9.04,0.5,0.5,0.00135,0.00012362,75.6,3.3,8.66E-05
1985.49726,0.00447,9.9,3.6,3.3,0.8,4.3,1,9.1,0.6,3.39,0.00087,6.7,2,2.6,9.13,0.5,0.5,0.00143,0.00012075,76.7,2.9,8.83E-05
1985.582192,0.00464,7,3.2,3.4,0.7,3.3,1,9.6,0.6,3.42,0.00064,8.4,2,1.9,9.25,0.5,0.4,0.00136,0.00011135,78.1,3.6,9.17E-05
1985.667123,0.00457,9.1,3,3.2,0.7,3.2,0.9,8.2,0.5,3.65,0.00067,6.4,1.9,1.8,9.2,0.5,0.5,0.00126,0.00012083,68,2.7,8.02E-05
1985.749315,0.00419,5.6,3.1,2.4,0.6,3,0.8,8.2,0.5,4.56,0.00069,6.9,1.5,1.8,9.09,0.4,0.4,0.00112,0.00011736,64.2,3,7.76E-05
1985.834247,0.00423,5.6,2.9,2.2,0.5,2.5,0.7,7.4,0.5,4.73,0.00078,6.3,1.5,1.8,8.96,0.4,0.3,0.00106,0.00010863,61.2,2.5,7.64E-05
1985.916438,0.00436,7.3,2.9,2.6,0.5,2.7,0.7,7.1,0.5,4.34,0.00076,4.9,1.5,1.6,8.83,0.3,0.3,0.00104,0.00011056,55.8,1.9,6.94E-05
1986.00137,0.0042,5.9,3.2,2.3,0.6,2.8,0.7,7.4,0.5,4.7,0.00068,5.6,1.4,1.4,8.73,0.4,0.3,0.00105,0.00010681,57.7,2.2,7.38E-05
1986.086301,0.00415,6.9,3,2.3,0.6,2.6,0.8,8,0.5,4.42,0.00059,6.5,1.5,1.7,8.76,0.4,0.3,0.00108,0.0001116,59.3,3,7.53E-05
1986.163014,0.00416,7.4,3,2.5,0.6,2.8,0.8,7.8,0.5,4.34,0.00054,6.7,1.6,1.8,8.77,0.4,0.4,0.00112,0.00011325,56.7,3.4,7.56E-05
1986.247945,0.0042,7.7,3.3,2.8,0.6,3.3,0.8,7.7,0.5,4.21,0.00053,6.7,1.7,1.9,8.79,0.5,0.5,0.00119,0.00011236,60.7,3.4,7.90E-05
1986.330137,0.00428,8.3,3.9,3.1,0.7,3.7,1.2,8.4,0.6,3.64,0.00052,7.3,1.9,2.5,8.86,0.5,0.5,0.0013,0.00011415,82.3,3.5,8.72E-05
1986.415068,0.00444,9.1,4.1,3.4,0.9,3.4,1.6,8.7,0.7,3.32,0.00052,8,2.1,2.9,8.98,0.6,0.5,0.0014,0.00011663,113.8,3.4,9.32E-05
1986.49726,0.00424,8,3.6,2.8,0.7,3.2,1.3,8.9,0.6,3.64,0.00051,6.3,1.8,2,9.13,0.5,0.5,0.00126,0.00011449,104.9,2.7,8.76E-05
1986.582192,0.00402,5.9,2.7,2.5,0.6,2.4,0.9,7.4,0.5,4.24,5.00E-04,5.4,1.4,1.8,9.28,0.5,0.4,0.00111,0.00010685,76.7,2.3,7.72E-05
1986.667123,0.00387,5.4,2.3,2.2,0.5,2.1,0.7,6.3,0.5,4.43,0.00047,4.8,1.3,1.7,9.19,0.4,0.3,0.00104,0.0001147,60.2,2.2,7.21E-05
1986.749315,0.00382,5.1,2.3,2.1,0.5,2,0.7,6.3,0.4,4.61,0.00048,4.9,1.2,1.7,9.08,0.4,0.3,0.00103,0.00011391,54.3,2.1,6.95E-05
1986.834247,0.00391,4.7,2.5,2.2,0.5,2.1,0.6,6.8,0.4,4.86,0.00051,5.3,1.2,1.6,8.95,0.4,0.3,0.00103,0.0001028,51,2.4,6.73E-05
1986.916438,0.00418,5,2.5,2.2,0.6,2.3,0.6,6.7,0.4,4.8,0.00056,5.2,1.2,1.4,8.82,0.4,0.3,0.00103,0.0001059,49.3,2.4,6.77E-05
1987.00137,0.00431,6.1,2.7,1.9,0.6,2.3,0.6,6.5,0.4,4.81,0.00057,4.4,1.3,1.5,8.79,0.4,0.3,0.00103,0.00011082,49.8,2.1,7.13E-05
1987.086301,0.00433,5,2.4,2,0.6,2.6,0.7,6.9,0.4,4.82,0.00056,5.6,1.4,1.5,8.77,0.4,0.3,0.00105,0.00011276,49.6,2.5,7.09E-05
1987.163014,0.00419,6.4,2.6,2.1,0.6,2.6,0.7,7.3,0.4,4.71,0.00054,5.4,1.5,1.1,8.78,0.4,0.3,0.00109,0.00011607,52.7,2.3,7.18E-05
1987.247945,0.00405,5.8,3,2.3,0.5,2.7,0.7,7.4,0.4,4.56,0.00052,5.7,1.4,1.4,8.82,0.4,0.4,0.00112,0.00012187,56,2.4,7.16E-05
1987.330137,0.00404,6.1,3.2,2.6,0.6,2.9,0.8,7.5,0.5,4.17,0.00049,6.1,1.6,1.9,8.87,0.4,0.4,0.00121,0.00012256,63.4,2.4,7.37E-05
1987.415068,0.00415,8.4,2.9,2.8,0.7,3,0.8,7.6,0.5,3.58,0.00043,6,1.8,1.8,9.09,0.4,0.4,0.00135,0.00011674,67.8,2.3,7.91E-05
1987.49726,0.00414,6.4,3.2,2.5,0.6,2.8,0.8,7.3,0.5,3.45,0.00038,6.3,1.5,1.5,9.24,0.4,0.4,0.00139,0.00011953,62.1,2.4,7.88E-05
1987.582192,0.00424,6.1,3.7,3,0.6,3.1,0.8,8,0.5,3.72,0.00038,6.5,1.5,2.1,9.11,0.5,0.5,0.0013,0.00010387,65.7,2.5,8.25E-05
1987.667123,0.00411,9.2,3.2,2.8,0.6,2.9,0.8,7.9,0.5,4.47,0.00044,6.9,1.8,1.9,8.96,0.5,0.4,0.00112,0.00010105,68.4,2.7,8.06E-05
1987.749315,0.00415,7.1,3.2,2.3,0.6,3.4,0.7,8.4,0.5,4.25,5.00E-04,6.5,1.6,2,8.83,0.4,0.4,0.00107,0.00012045,56.9,2.7,7.55E-05
1987.834247,0.00407,7,2.4,2.3,0.5,3.1,0.7,7.9,0.5,4.34,0.00058,6.5,1.5,2.1,8.88,0.4,0.4,0.00106,0.00010986,55.2,2.8,7.25E-05
1987.916438,0.00394,6.1,2.5,2.3,0.4,2.1,0.7,6.9,0.4,4.42,0.00062,6.6,1.4,1.8,8.84,0.4,0.3,0.00104,0.00010559,52.7,2.9,7.02E-05
1988.001366,0.00417,8.9,3.2,2.5,0.7,3.2,1,8.6,0.4,4.85,6.00E-04,7.5,1.9,2.1,8.79,0.5,0.4,0.00103,0.00014487,76,3.1,7.30E-05
1988.086066,0.00426,7.5,2.9,2.3,0.6,2.6,0.9,7.9,0.4,4.46,0.00054,6.2,1.6,1.7,8.74,0.5,0.4,0.00108,0.00010939,65.8,2.3,7.14E-05
1988.165301,0.00429,7.1,3,2.5,0.6,2.6,0.9,7.9,0.4,4.14,0.00053,6.5,1.5,1.6,8.75,0.5,0.5,0.00115,9.39E-05,67.4,2.2,7.39E-05
1988.25,0.00426,7.7,3.7,3,0.8,3.1,1.2,8.7,0.5,3.89,0.00052,8.4,1.8,1.8,8.83,0.5,0.5,0.00125,0.00010225,83.4,2.9,8.14E-05
1988.331967,0.00439,8.9,3.6,3.4,0.8,3.6,1.3,8.4,0.6,3.63,0.00048,8.5,2,2.3,9,0.5,0.6,0.00133,0.00011019,90.2,3.3,8.55E-05
1988.416667,0.00444,9.3,3.6,3.5,0.7,3.6,1.2,8.6,0.6,3.46,4.00E-04,8.2,2,2.3,9.19,0.6,0.6,0.00138,0.00011092,90.3,3.2,8.65E-05
1988.498634,0.00439,9,3.8,3.3,0.7,3.1,1.1,9.2,0.6,3.4,0.00037,7.3,1.9,1.8,9.3,0.6,0.6,0.00139,0.00010303,82.6,2.8,8.39E-05
1988.583333,0.00407,7.2,3.1,2.6,0.6,2.8,0.8,8.1,0.5,4.04,0.00038,6.6,1.6,1.8,9.33,0.5,0.4,0.00114,0.00010554,63,2.6,7.54E-05
1988.668033,0.00392,6,2.4,2.2,0.5,2.4,0.7,7.9,0.4,4.28,0.00038,6,1.4,1.5,9.1,0.4,0.4,0.00108,0.00010733,53.3,2.5,7.15E-05
1988.75,0.00413,8.2,3,2.6,0.7,2.9,0.9,7.9,0.4,4.83,0.00041,6.8,1.7,1.6,8.97,0.4,0.4,0.00105,0.00010117,66.3,3,7.38E-05
1988.834699,0.00479,7.7,2.9,2.3,0.6,3.1,0.9,7.8,0.4,4.74,0.00049,6.8,1.6,1.6,8.91,0.5,0.4,0.00107,0.00010298,68.6,2.9,7.44E-05
1988.916667,0.00509,8.3,3,2.3,0.6,3.4,0.9,7.9,0.5,4.55,0.00072,7,1.7,1.7,8.96,0.6,0.4,0.00108,0.0001047,69,2.7,7.57E-05
1989.00137,0.00495,9.7,3.2,2.4,0.7,3.6,0.9,8,0.5,4.26,0.001,7.3,1.9,1.7,8.85,0.5,0.4,0.00109,0.00010669,68.1,2.9,7.79E-05
1989.086301,0.00449,9.1,3.2,2.8,0.7,3.3,0.9,8.7,0.5,4.18,0.00098,7.5,1.9,1.9,8.88,0.5,0.4,0.00113,0.00013161,67.6,2.8,8.33E-05
1989.163014,0.00424,8.7,3.4,3.1,0.7,3.6,1,9.1,0.5,4.05,0.00086,8,1.9,2.2,8.92,0.6,0.4,0.00117,0.0001317,69.5,2.8,8.52E-05
1989.247945,0.00424,8.5,3.7,3.2,0.6,4.5,1.1,9.1,0.5,3.87,0.00058,8.8,2,2.6,8.96,0.6,0.5,0.00122,0.00010274,73.7,3,8.30E-05
1989.330137,0.00429,9.5,4,3.2,0.7,3.6,1.3,9.5,0.6,3.62,0.00051,8.4,2.2,2.8,8.96,0.6,0.5,0.00131,0.00010791,83.4,2.9,8.75E-05
1989.415068,0.00433,9.1,4.1,3.2,0.7,3.2,1.3,9.3,0.6,3.47,0.00039,7.8,2.1,2.7,9.05,0.5,0.5,0.00137,0.0001083,82.7,2.9,8.74E-05
1989.49726,0.00436,8,3.8,3,0.7,3.3,1.1,8.6,0.5,3.42,0.00038,7,1.8,2.2,9.17,0.5,0.5,0.00139,0.00010307,72.4,2.7,8.18E-05
1989.582192,0.00436,8.2,3.8,2.7,0.8,2.9,1.2,8.9,0.5,3.58,0.00041,6.8,1.8,2.1,9.33,0.5,0.4,0.00131,0.0001024,70.3,2.6,8.12E-05
1989.667123,0.00435,8,3.7,2.5,0.8,2.7,1.2,9,0.5,3.73,0.00043,6.6,1.8,1.9,9.32,0.5,0.4,0.00124,0.00010009,68,2.5,8.01E-05
1989.749315,0.00432,7.8,3.3,2.5,0.6,2.9,1,8.6,0.5,3.86,0.00051,6.8,1.7,1.4,9.14,0.5,0.3,0.0012,9.18E-05,62.2,2.6,7.74E-05
1989.834247,0.00429,7.8,3.1,2.5,0.6,3,0.8,8.4,0.5,3.99,0.00057,6.9,1.7,1.3,9.02,0.5,0.3,0.00116,8.70E-05,56.1,2.5,7.62E-05
1989.916438,0.00428,6.8,3.3,2.6,0.7,2.9,0.7,8.6,0.5,4.14,0.00062,7,1.5,1.8,8.9,0.5,0.5,0.0011,8.72E-05,52,2.5,7.73E-05
1990.00137,0.00425,7.9,3.2,2.6,0.7,2.9,0.6,8.6,0.5,4.24,0.00067,6.8,1.6,1.9,8.89,0.5,0.5,0.00108,8.69E-05,48.8,2.4,7.60E-05
1990.086301,0.00422,9.6,3.1,2.4,0.7,3.1,0.6,8.5,0.5,4.31,0.00076,6.5,1.8,1.9,8.8,0.5,0.4,0.00106,8.65E-05,49,2.3,7.38E-05
1990.163014,0.0043,7.6,3,2.2,0.6,2.9,0.7,8.2,0.4,4.36,0.00092,6.3,1.6,2.2,8.88,0.4,0.4,0.00106,8.63E-05,49.4,2.2,7.40E-05
1990.247945,0.00422,8.2,2.8,2.7,0.6,3.1,0.8,9.3,0.4,4.49,0.00104,7.1,1.7,2,8.89,0.5,0.4,0.00108,9.10E-05,58.5,2.5,7.51E-05
1990.330137,0.00454,11.1,4.2,2.9,0.8,3.7,1.3,10.3,0.6,4.12,0.00105,8.2,2.1,2.6,8.9,0.6,0.5,0.00112,8.68E-05,89.1,2.9,8.52E-05
1990.415068,0.00504,9.7,4,2.9,0.8,3.9,1.3,10.7,0.6,3.6,0.00085,8.9,2,1.9,8.95,0.7,0.5,0.00129,8.99E-05,91.8,3.1,9.03E-05
1990.49726,0.00451,10.8,3.4,3,0.7,3.5,1.2,10.8,0.5,3.85,0.00063,9.3,2.2,2.3,9.04,0.5,0.5,0.00121,8.83E-05,82.4,3.4,8.12E-05
1990.582192,0.00452,7.5,2.8,2.6,0.6,3.3,0.8,8.6,0.4,4.25,0.00047,7.1,1.7,1.8,9.18,0.5,0.4,0.00112,8.62E-05,56.2,2.7,7.61E-05
1990.667123,0.00462,8.2,3.3,2.7,0.6,3,0.7,8.8,0.5,4.6,0.00047,7.5,1.9,1.9,9.1,0.5,0.4,0.00109,8.92E-05,57.5,3,7.80E-05
1990.749315,0.00454,7.8,3.2,2.7,0.6,2.9,0.7,9,0.5,4.79,0.00048,7.5,1.9,2.2,9.02,0.5,0.4,0.00105,8.66E-05,57.2,2.7,7.83E-05
1990.834247,0.00441,6.5,2.9,2.7,0.5,3.1,0.7,8.9,0.4,4.85,0.00053,7.2,1.7,1.8,8.97,0.6,0.4,0.00103,7.80E-05,51.3,2.5,7.52E-05
1990.916438,0.00429,7.6,3.7,2.7,0.7,2.7,0.8,9.2,0.4,4.92,0.00059,7.5,1.8,1.7,8.95,0.5,0.4,0.00102,7.47E-05,51.4,2.1,7.38E-05
1991.00137,0.00417,9.1,3.9,2.6,0.7,3.1,0.8,9.7,0.5,4.76,0.00058,8,2.1,1.9,8.94,0.7,0.5,0.00106,7.32E-05,56.4,2.2,7.91E-05
1991.086301,0.00418,8.6,3.6,2.8,0.6,3.4,0.8,10,0.5,4.59,0.00055,8,2,2.6,8.83,0.5,0.5,0.00109,7.63E-05,55.8,2.2,7.95E-05
1991.163014,0.0044,8.6,3.8,3.2,0.8,3.6,1,10.4,0.5,3.97,0.00055,9.3,2,2.2,8.86,0.6,0.4,0.0012,8.01E-05,65.5,3.1,8.40E-05
1991.247945,0.00458,9.4,4,3.4,0.7,3.7,1.2,11.1,0.6,4.03,0.00056,9,2.2,2.8,8.88,0.6,0.5,0.00128,7.99E-05,76.1,3.2,8.61E-05
1991.330137,0.00468,10.9,4,3.1,0.7,4.2,1.2,9.6,0.6,3.57,0.00053,8,2.2,2.6,9.01,0.5,0.5,0.00135,8.13E-05,79.9,2.8,8.70E-05
1991.415068,0.00468,9.1,4.2,3.4,0.9,4.2,1.3,11.1,0.7,3.47,0.00049,10.3,2.4,2.5,9.16,0.6,0.5,0.00137,8.04E-05,89.1,3.6,8.92E-05
1991.49726,0.0045,9,3.7,3.1,0.7,3.1,1,10,0.5,3.77,0.00044,8.1,2.1,2.3,9.19,0.6,0.4,0.00127,8.54E-05,74.6,3,8.62E-05
1991.582192,0.00462,8.6,4,3,0.7,3.5,1,10.7,0.5,4.05,0.00042,8.5,2.1,2.1,9.11,0.5,0.4,0.00119,8.41E-05,76.9,3.5,8.72E-05
1991.667123,0.00475,8.6,4.2,2.8,0.7,3.9,1.1,11.3,0.4,4.33,0.00042,8.8,2.2,1.8,9.03,0.5,0.4,0.00112,8.27E-05,81.8,4,8.82E-05
1991.749315,0.00478,9.1,3.8,3,0.7,3.8,1.1,11.1,0.4,4.52,0.00046,9.3,2.4,2.2,8.93,0.5,0.4,0.00109,8.47E-05,82.8,4.4,8.68E-05
1991.834247,0.00481,9.8,3.4,3.1,0.7,3.7,1.1,11,0.5,4.7,0.00051,9.9,2.5,2.6,8.88,0.6,0.4,0.00107,8.64E-05,82.9,4.6,8.53E-05
1991.916438,0.0048,10.2,3.6,3,0.8,3.6,1.1,11.5,0.5,4.74,0.00054,10.7,2.6,2.6,8.88,0.6,0.5,0.00106,8.11E-05,83.5,5.2,8.29E-05
1992.001366,0.0048,11.3,3.9,2.9,0.9,3.5,1.2,12,0.5,4.77,0.00055,11.4,2.7,2.6,8.85,0.6,0.5,0.00105,7.60E-05,84.1,5.1,8.06E-05
1992.086066,0.00523,9.6,3.9,3.1,0.8,3.8,1.1,11.4,0.6,4.54,0.00052,10.1,2.2,2.4,8.8,0.6,0.4,0.00106,8.02E-05,80.1,4.1,8.35E-05
1992.165301,0.00435,8.7,3.4,2.8,0.6,3.3,0.9,8.8,0.5,4.31,0.00048,7.6,1.8,2.2,8.84,0.5,0.4,0.00111,7.64E-05,62.1,2.7,7.74E-05
1992.25,0.00387,8.8,3.7,2.6,0.6,3.3,0.9,9.6,0.5,4.04,0.00043,8.3,1.9,1.8,9,0.6,0.4,0.0012,9.02E-05,63.9,2.9,7.69E-05
1992.331967,0.00388,8,3.9,2.9,0.7,3.5,0.9,9.1,0.5,3.77,4.00E-04,7.6,1.8,1.9,9.1,0.6,0.4,0.00129,8.72E-05,64.1,2.7,8.01E-05
1992.416667,0.0041,9,3.4,3,0.7,3.4,0.9,9.7,0.7,3.56,0.00037,7.5,1.9,2.3,9.23,0.6,0.5,0.00136,7.80E-05,70.8,2.5,8.50E-05
1992.498634,0.00431,8,4.7,3.3,0.7,2.9,1,10.1,0.6,3.67,0.00038,8.7,2,2.3,9.29,0.5,0.5,0.00129,8.09E-05,79.6,2.9,8.55E-05
