Age,Ba138Ca,BaCa,SrCa,UCa
1937.763,0.00493318,0.00495729,9.2919,0.00154714
1937.781,0.00497632,0.00513427,9.40967,0.00169707
1937.799,0.00541528,0.00528104,9.1643,0.00160041
1937.817,0.00488846,0.00482679,9.08586,0.00144403
1937.835,0.00479387,0.00482508,9.02884,0.00141358
1937.853,0.00446684,0.00451701,8.93147,0.00133839
1937.871,0.00446705,0.00465727,9.06568,0.00144408
1937.889,0.0045583,0.00440618,9.02415,0.00163615
1937.907,0.0037405,0.00400981,8.99326,0.00139585
1937.925,0.00329265,0.0036093,8.99452,0.00140625
1937.943,0.00397128,0.00417139,9.39919,0.00172138
1937.961,0.00421967,0.00415842,9.45477,0.00175454
1937.979,0.00392553,0.00383942,9.21459,0.00149591
1937.997,0.00414217,0.00409823,9.31238,0.00156516
1938.015,0.00510963,0.00512213,9.46241,0.00161565
1938.033,0.00547549,0.00585055,9.41817,0.00169528
1938.051,0.00764885,0.0079187,9.44801,0.00177425
1938.069,0.00499008,0.00483125,9.02517,0.00135007
1938.086,0.00471434,0.00487507,8.91623,0.00138321
1938.104,0.0044228,0.00440668,8.95201,0.00133666
1938.129,0.00482509,0.00484544,8.97328,0.00142946
1938.154,0.0048597,0.00476952,9.03216,0.00146453
1938.179,0.0046756,0.00455781,9.15905,0.00154532
1938.204,0.00448315,0.00457185,9.35915,0.00169247
1938.229,0.00472465,0.00462748,9.4567,0.00166353
1938.254,0.00438748,0.00439226,9.22941,0.00149785
1938.279,0.00472342,0.00456544,8.85189,0.00136792
1938.303,0.00455625,0.00465483,9.0179,0.00140976
1938.328,0.00428656,0.00424533,9.38736,0.00174715
1938.353,0.00345384,0.00352703,9.11043,0.00162366
1938.378,0.00290608,0.00305597,9.05288,0.00137751
1938.403,0.00339151,0.00345515,9.06215,0.00158513
1938.428,0.00333229,0.00331669,9.17426,0.00161153
1938.453,0.00296211,0.00322853,9.15698,0.00141397
1938.478,0.00280778,0.0030381,9.06407,0.0014468
1938.502,0.00270942,0.00262363,9.083,0.00149764
1938.527,0.00244403,0.00268742,9.16591,0.00143383
1938.552,0.00257012,0.0025387,9.33565,0.00160178
1938.577,0.00295074,0.00307908,8.96372,0.00129835
1938.602,0.00303207,0.00317619,9.29597,0.00149758
1938.621,0.00282877,0.00290246,9.16823,0.00145225
1938.639,0.00285656,0.0029665,9.15137,0.00146453
1938.658,0.00333296,0.00340972,9.41839,0.00176788
1938.676,0.0027871,0.00290821,9.24717,0.0015785
1938.695,0.00293613,0.00313218,9.34652,0.00153663
1938.714,0.00282688,0.00293526,9.13015,0.00141586
1938.732,0.00268824,0.00271109,9.07379,0.00140735
1938.751,0.0028574,0.00285416,9.27108,0.00148825
1938.769,0.00329136,0.00322023,9.18878,0.00154576
1938.788,0.00371726,0.00369639,9.24071,0.00157054
1938.807,0.00322966,0.00333244,9.17642,0.00149154
1938.825,0.00294634,0.00300587,9.13553,0.00143088
1938.844,0.00347222,0.0037255,9.1284,0.0015182
1938.863,0.00388691,0.00403672,9.24165,0.00159111
1938.881,0.00433066,0.0043159,9.13241,0.00146703
1938.9,0.004602,0.00473925,9.00063,0.00139882
1938.918,0.00549676,0.00552837,8.92642,0.0013734
1938.937,0.00493991,0.00523882,8.86,0.00125368
1938.956,0.00544947,0.00572366,9.05044,0.00135674
1938.974,0.00568911,0.00557995,9.19114,0.00146501
1938.993,0.00509575,0.00525031,8.99083,0.00134833
1939.011,0.00425558,0.00436664,9.15977,0.00150762
1939.03,0.00356687,0.00368767,9.19774,0.0015958
1939.049,0.00269769,0.00277903,8.98953,0.00158372
1939.067,0.00243222,0.00261421,8.8907,0.00136118
1939.086,0.00259815,0.0026768,8.76963,0.00127102
1939.104,0.00283301,0.00271122,8.82706,0.00124086
1939.125,0.00287204,0.00276119,8.98281,0.00134761
1939.146,0.00275643,0.00282058,8.89059,0.0012214
1939.167,0.00282274,0.00287581,8.7037,0.00123896
1939.187,0.00338853,0.00363433,8.94404,0.00135687
1939.208,0.00389764,0.00404181,8.89099,0.00130848
1939.229,0.00440534,0.00452083,9.10957,0.00147764
1939.25,0.00393244,0.00394656,8.77789,0.00130648
1939.27,0.00451697,0.00463121,8.99933,0.001396
1939.291,0.00461995,0.00464709,9.25609,0.00155139
1939.312,0.00386266,0.00398394,9.10531,0.00147033
1939.332,0.00403055,0.00408894,8.90121,0.00136528
1939.353,0.00389085,0.00379724,8.86451,0.00130586
1939.374,0.00331653,0.00331602,8.89213,0.00138548
1939.395,0.00301281,0.00301798,8.88269,0.00132355
1939.415,0.00257146,0.00271853,8.91764,0.00137644
1939.436,0.00239411,0.00251563,9.19947,0.00154876
1939.457,0.00255838,0.0024896,8.90065,0.00125486
1939.478,0.00208744,0.00202801,9.0032,0.00136918
1939.498,0.0022592,0.00238368,9.16913,0.0014268
1939.519,0.00289312,0.00294879,9.4841,0.00174449
1939.54,0.0030613,0.0033198,9.46543,0.00172904
1939.561,0.00306427,0.00302531,9.40886,0.00164345
1939.581,0.00310728,0.00322083,9.48885,0.0017871
1939.602,0.00305381,0.00321036,9.42698,0.0015667
1939.62,0.00351891,0.00342603,9.28032,0.00156596
1939.638,0.00368055,0.00379658,9.40826,0.00166109
1939.656,0.004137,0.00409033,9.21466,0.00148724
1939.674,0.00428377,0.00433711,9.36087,0.00161773
1939.692,0.00444175,0.00460278,9.5364,0.00174513
1939.71,0.00436557,0.00468714,9.45568,0.00168074
1939.728,0.00431213,0.00444096,9.3411,0.00157049
1939.746,0.00448218,0.00452243,9.46459,0.00163934
1939.763,0.0038042,0.00411297,9.24118,0.00152579
1939.781,0.00361853,0.00389269,9.08772,0.00135099
1939.799,0.0038027,0.00400078,8.96693,0.00136436
1939.817,0.00390909,0.00411437,9.08082,0.00128434
1939.835,0.00430413,0.0043406,9.22743,0.00148992
1939.853,0.00385345,0.0039957,9.07063,0.00144402
1939.871,0.0041207,0.00427403,8.9715,0.00140298
1939.889,0.00365891,0.00378941,8.96298,0.00128769
1939.907,0.00350577,0.00364824,8.77586,0.00125956
1939.925,0.00392451,0.00393042,8.98233,0.00129215
1939.943,0.00412213,0.00436558,9.07564,0.00129774
1939.961,0.00485151,0.00469379,9.07211,0.00126827
1939.979,0.00447269,0.00447203,8.90246,0.0012878
1939.997,0.00446423,0.00445278,9.06647,0.00139395
1940.015,0.00420649,0.00431281,8.85936,0.00129806
1940.033,0.00430514,0.00437843,9.0476,0.00138874
1940.051,0.00415922,0.00414292,8.82022,0.00125784
1940.069,0.00397897,0.00421913,8.93934,0.00135469
1940.086,0.00421315,0.00443346,9.08998,0.00139647
1940.104,0.00468586,0.00465206,9.03488,0.00151085
1940.121,0.0047493,0.00465132,9.17969,0.00148752
1940.138,0.00430479,0.00463904,9.07795,0.00149306
1940.154,0.0050624,0.00522392,9.113,0.00151759
1940.171,0.00482589,0.00485609,9.07451,0.00149649
1940.187,0.0044201,0.00445843,9.20785,0.0015138
1940.204,0.00486014,0.00519283,9.01476,0.001478
1940.221,0.0049922,0.0051677,9.06848,0.00148167
1940.237,0.00416527,0.00407396,8.9787,0.00139449
1940.254,0.0038341,0.00380683,9.17235,0.00150276
1940.27,0.0037512,0.00363568,9.04622,0.00137966
1940.287,0.00385922,0.00396368,9.3344,0.001586
1940.303,0.00349609,0.0036258,9.33763,0.00162169
1940.32,0.00333574,0.0036016,9.43086,0.00169219
1940.337,0.00360702,0.00371184,9.20202,0.00146626
1940.353,0.00387167,0.0039,9.16965,0.00147328
1940.37,0.00342458,0.0035766,9.09134,0.00148743
1940.386,0.00348796,0.00358615,9.07637,0.0014619
1940.403,0.00396262,0.00401499,9.02016,0.0013463
1940.42,0.00323715,0.00343986,9.04753,0.00133277
1940.436,0.00322153,0.00307581,9.16257,0.00156234
1940.453,0.00275053,0.0027139,9.1698,0.00133027
1940.469,0.00254498,0.00251226,9.1769,0.00145088
1940.486,0.00223343,0.00243765,9.40087,0.00160592
1940.502,0.00243556,0.00245929,9.29657,0.00152804
1940.519,0.00235681,0.00252157,9.14396,0.00153034
1940.536,0.0027463,0.0029023,9.05103,0.00148309
1940.552,0.00279882,0.00274595,9.12432,0.0013891
1940.569,0.00249509,0.00259212,9.05134,0.00143572
1940.585,0.00313578,0.0029872,9.1443,0.00142281
1940.602,0.00278454,0.00288529,9.0041,0.00130981
1940.622,0.00317198,0.00309867,9.15048,0.00146251
1940.642,0.00326063,0.00336329,9.14905,0.00147713
1940.662,0.00358289,0.0034163,9.11621,0.00139393
1940.682,0.00346398,0.00350706,8.9646,0.00127967
1940.702,0.00350149,0.00360116,9.06233,0.00144486
1940.723,0.0035304,0.00385136,9.14568,0.00139929
1940.743,0.00398232,0.00416831,8.93065,0.00129813
1940.763,0.00463646,0.00472115,9.00008,0.00135054
1940.783,0.00465122,0.00485145,9.07525,0.00139027
1940.803,0.00511522,0.00522118,8.9572,0.00142962
1940.823,0.00472766,0.00492448,8.75378,0.00129101
1940.843,0.00522734,0.00537883,8.92049,0.00123676
1940.863,0.00554876,0.00551077,8.98779,0.00133449
1940.883,0.00519039,0.00536858,8.93354,0.00121088
1940.903,0.00561936,0.00583588,8.7951,0.00118847
1940.924,0.00540547,0.00551155,9.09319,0.00142249
1940.944,0.00568747,0.00576479,9.13447,0.00146913
1940.964,0.00546448,0.00554832,9.34631,0.00164522
1940.984,0.00512199,0.00528023,9.42294,0.00157382
1941.004,0.00553031,0.005657,9.52095,0.00170453
1941.024,0.00482553,0.00510712,8.98889,0.00140112
1941.044,0.00436274,0.00463591,9.07761,0.00143276
1941.064,0.00466177,0.00476625,8.98124,0.00144074
1941.084,0.00499414,0.00503486,9.13978,0.00152938
1941.104,0.00495394,0.00494141,9.07526,0.00138214
1941.126,0.00435431,0.00464938,9.18522,0.0014886
1941.148,0.00447506,0.00465108,9.22924,0.00156572
1941.169,0.00432759,0.00453192,8.91945,0.00123375
1941.191,0.00480622,0.00466612,8.85583,0.00121652
1941.213,0.00437125,0.00444785,8.98773,0.00134332
1941.234,0.00480588,0.00484744,8.98027,0.00139284
1941.256,0.00471898,0.00482682,8.95494,0.00113848
1941.277,0.00431843,0.00462625,8.93798,0.00139187
1941.299,0.00467115,0.00487359,9.05779,0.00143167
1941.321,0.00369578,0.00372247,9.2542,0.00146589
1941.342,0.0032214,0.0032296,9.11402,0.00147526
1941.364,0.00314116,0.00305974,9.26757,0.00160686
1941.386,0.00278243,0.00290891,9.23013,0.00158038
1941.407,0.0027939,0.00268209,9.26779,0.00151715
1941.429,0.00260987,0.0026441,9.1456,0.00144875
1941.451,0.00249708,0.00265528,9.30584,0.00151913
1941.472,0.00273982,0.00288902,9.28254,0.00168024
1941.494,0.00300524,0.0030497,9.25904,0.00155166
1941.515,0.00278271,0.00291039,9.47743,0.00159417
1941.537,0.0030968,0.00310967,9.29829,0.00149811
1941.559,0.0029317,0.00300208,9.32381,0.00157344
1941.58,0.00314823,0.00335226,9.29794,0.00152374
1941.602,0.00306767,0.00319286,9.25965,0.00136825
1941.621,0.00329078,0.00344335,9.23397,0.00148147
1941.639,0.00358703,0.00381867,9.17993,0.00134687
1941.658,0.00410613,0.00406827,9.23043,0.00150278
1941.676,0.00412316,0.00412379,9.1565,0.00154644
1941.695,0.00415785,0.004013,9.13868,0.00143262
1941.714,0.00436252,0.00458674,9.20833,0.00153004
1941.732,0.00460256,0.0046508,9.23149,0.00149043
1941.751,0.00447188,0.00451018,9.25319,0.00151209
1941.769,0.00407475,0.00410187,9.19725,0.00138621
1941.788,0.00458028,0.00457764,9.0545,0.0013503
1941.807,0.00542427,0.00541448,9.06741,0.00136517
1941.825,0.00547135,0.00556876,9.12878,0.00142424
1941.844,0.00542499,0.00532909,8.89514,0.00119572
1941.863,0.00521964,0.00523779,8.7154,0.00109948
1941.881,0.00522803,0.00547965,8.87767,0.00099846
1941.9,0.00651509,0.00660486,8.74989,0.00103965
1941.918,0.00862713,0.00857834,9.02196,0.00134737
1941.937,0.00617703,0.00677979,9.39314,0.0015863
1941.956,0.00574648,0.00581129,9.20984,0.00162935
1941.974,0.00459753,0.00467496,9.13118,0.00154624
1941.993,0.00390491,0.00398307,8.92617,0.00130687
1942.011,0.00453363,0.00451762,8.86232,0.00123254
1942.03,0.00457792,0.00489043,8.95786,0.0014027
1942.049,0.00510198,0.00518432,8.94038,0.00152513
1942.067,0.00512105,0.00521187,8.82116,0.00130247
1942.086,0.00566659,0.00564526,9.09979,0.00146381
1942.104,0.00554062,0.00555667,9.19226,0.00166776
1942.124,0.0054801,0.00577965,8.92702,0.00141405
1942.143,0.00587588,0.00605356,8.96637,0.00141816
1942.162,0.00535721,0.00562977,9.12952,0.00152775
1942.181,0.00507862,0.0053075,8.83641,0.00132013
1942.2,0.00466202,0.00498385,8.90404,0.00131423
1942.219,0.00493507,0.00514363,8.82079,0.00125526
1942.238,0.00574356,0.00585838,8.82403,0.00127367
1942.258,0.00493943,0.00498284,8.90677,0.00131401
1942.277,0.00480128,0.00505535,8.89607,0.00124468
1942.296,0.00429299,0.0042609,8.8837,0.0012798
1942.315,0.00374942,0.00381424,8.92928,0.00125621
1942.334,0.00376679,0.00372777,8.8888,0.00123595
1942.353,0.00318428,0.00306122,8.96271,0.0013136
1942.372,0.00276176,0.00287318,8.9436,0.00132036
1942.391,0.00264994,0.00268669,8.87151,0.00128483
1942.411,0.00253999,0.00254811,8.95956,0.0012746
1942.43,0.00245586,0.00260625,8.96812,0.00131738
1942.449,0.00259786,0.00258427,8.94779,0.00129777
1942.468,0.00220093,0.00234477,8.89997,0.00125998
1942.487,0.00256435,0.00273931,9.08555,0.00137863
1942.506,0.00282339,0.00285844,9.06265,0.00142175
1942.525,0.00273089,0.00288683,9.10842,0.00135859
1942.545,0.00329764,0.00353523,9.11989,0.00149859
1942.564,0.00297949,0.00321956,9.23406,0.0013827
1942.583,0.00305387,0.00327951,9.09213,0.00133785
1942.602,0.00337279,0.00355885,9.18683,0.00130842
1942.623,0.0039403,0.00393175,9.22595,0.00141416
1942.644,0.00410711,0.00395273,9.05996,0.00131366
1942.665,0.00426106,0.00407324,8.96319,0.00126645
1942.686,0.00441294,0.00460831,9.02329,0.00134784
1942.707,0.00519239,0.00537999,8.91611,0.00122924
1942.728,0.00454411,0.00469002,8.80477,0.00130877
1942.749,0.00446805,0.00474118,8.94491,0.0012837
1942.769,0.00458982,0.00453068,8.98404,0.00134273
1942.79,0.00446791,0.00484426,8.8957,0.00129788
1942.811,0.00453395,0.00453071,8.86349,0.00130047
1942.832,0.00466036,0.00458154,8.82917,0.00129392
1942.853,0.00409347,0.0040335,9.15184,0.00147737
1942.874,0.00359505,0.00367087,9.09602,0.00145385
1942.895,0.00385402,0.00401917,9.29629,0.0015321
1942.916,0.00373193,0.00380622,9.23802,0.00149697
1942.937,0.0040554,0.00400152,9.28723,0.00150591
1942.958,0.00382404,0.00374046,9.12965,0.00145986
1942.979,0.00397092,0.00393496,9.19679,0.00147785
1943,0.00433832,0.00422589,9.40007,0.00158701
1943.021,0.0041939,0.00436122,9.49953,0.00160229
1943.042,0.00569335,0.00459696,9.45741,0.00177012
1943.063,0.00411929,0.0042617,9.40461,0.00168194
1943.083,0.00389062,0.00396457,9.15008,0.00153912
1943.104,0.00403036,0.00397868,9.42407,0.00165041
1943.125,0.00412188,0.00430391,9.31689,0.00170006
1943.146,0.00350385,0.00378105,8.9795,0.00136522
1943.167,0.00355401,0.00357941,9.01077,0.00134416
1943.187,0.00367375,0.00364616,8.86583,0.00127791
1943.208,0.00336803,0.00347554,8.78311,0.00126581
1943.229,0.00350246,0.00374568,8.7738,0.00122783
1943.25,0.00371175,0.00360913,8.87326,0.00120195
1943.27,0.00354472,0.00362638,8.88052,0.00131245
1943.291,0.00300474,0.00300795,8.84512,0.00139777
1943.312,0.00287215,0.00307237,9.0795,0.00145618
1943.332,0.00344069,0.00372149,9.13909,0.00142732
1943.353,0.00292275,0.00315781,8.99741,0.00135278
1943.374,0.00304001,0.00302234,8.96957,0.0013965
1943.395,0.00371917,0.00379572,9.02967,0.00131372
1943.415,0.00422138,0.00422023,8.98507,0.00139717
1943.436,0.00382467,0.00378244,9.21236,0.00155979
1943.457,0.00316728,0.00326702,9.07996,0.00136938
1943.478,0.00299857,0.00317244,9.1862,0.0015442
1943.498,0.00334989,0.00363247,9.17597,0.00147373
1943.519,0.00282374,0.00309348,9.13328,0.00148231
1943.54,0.00293403,0.00288305,9.0179,0.00140525
1943.561,0.00250258,0.00251808,9.11716,0.00150894
1943.581,0.00230751,0.00238503,8.87556,0.00133492
1943.602,0.00255675,0.00246535,9.20816,0.00133591
1943.617,0.00273086,0.00274266,9.14252,0.00132564
1943.632,0.00266577,0.00268803,9.20326,0.00139226
1943.646,0.00289729,0.00303929,8.97431,0.00137913
1943.661,0.00299417,0.00288512,9.03421,0.0013561
1943.676,0.00281447,0.00283259,9.11413,0.00145445
1943.691,0.00328658,0.00337061,9.12543,0.00144946
1943.705,0.00356936,0.00365269,8.90822,0.00138444
1943.72,0.0039123,0.00380985,8.95154,0.00131152
1943.735,0.00350854,0.00379755,9.03523,0.00136978
1943.75,0.00414598,0.00419859,9.14699,0.00142532
1943.765,0.00417586,0.00423577,9.1078,0.00143536
1943.779,0.00431627,0.00428756,9.0553,0.00136784
1943.794,0.00473115,0.00471519,8.94963,0.00143937
1943.809,0.00445675,0.00457219,9.04857,0.00136679
1943.824,0.00361299,0.00393154,8.81036,0.00129126
1943.838,0.00408865,0.00420034,8.84514,0.00126095
1943.853,0.00510069,0.00486462,8.95537,0.00123257
1943.868,0.00488933,0.00505743,8.86264,0.00123006
1943.883,0.00494097,0.00499251,8.84241,0.00121401
1943.898,0.00550604,0.00559232,8.96661,0.00129415
1943.912,0.00612686,0.0061948,9.15498,0.001478
1943.927,0.00564907,0.00563154,9.08059,0.00142851
1943.942,0.00534725,0.00557691,8.85605,0.00122393
1943.957,0.00561884,0.00552551,8.97841,0.00144727
1943.971,0.00544748,0.00557389,8.92039,0.00130528
1943.986,0.00591323,0.00593333,9.04864,0.00143669
1944.001,0.0060637,0.00633403,8.96638,0.00127037
1944.016,0.00552146,0.00572095,8.85864,0.0012403
1944.031,0.00534228,0.00564713,8.8975,0.00135647
1944.045,0.00520827,0.00540553,8.83957,0.00130377
1944.06,0.00544869,0.00567169,8.96529,0.00135508
1944.075,0.00642374,0.00648348,9.0192,0.00145393
1944.09,0.00670434,0.0068084,8.87232,0.00139354
1944.104,0.00638449,0.00645987,9.05265,0.00149935
1944.126,0.00663802,0.00648355,9.31562,0.00165629
1944.148,0.00660574,0.00677352,9.35418,0.00163497
1944.169,0.00581459,0.00611813,9.12195,0.00153105
1944.191,0.00566225,0.00566998,9.38456,0.00167527
1944.213,0.00494886,0.00501516,9.38949,0.00172267
1944.234,0.00464877,0.00506409,9.27514,0.001599
1944.256,0.00501007,0.00489457,9.33304,0.00165038
1944.277,0.00396681,0.0040832,9.06713,0.00151057
1944.299,0.00360924,0.00356179,9.13918,0.00152353
1944.321,0.00395363,0.0039947,9.22543,0.00147166
1944.342,0.00390285,0.00382887,9.14576,0.00145637
1944.364,0.00310076,0.00328437,9.00019,0.00138624
1944.386,0.00260975,0.00265295,8.83988,0.00127616
1944.407,0.00248177,0.00248726,9.04725,0.00132508
1944.429,0.00262227,0.00274021,9.05475,0.00135352
1944.451,0.00252431,0.00259534,9.1074,0.00133683
1944.472,0.00264336,0.00274727,8.95356,0.00129805
1944.494,0.00268181,0.00277795,9.08054,0.00154123
1944.515,0.00301863,0.0030939,9.29165,0.00155604
1944.537,0.00288355,0.00295249,9.35962,0.00165889
1944.559,0.00302679,0.00313669,9.2935,0.00161675
1944.58,0.00334346,0.00355043,9.33704,0.00168892
1944.602,0.00350343,0.00354998,9.10807,0.00147818
1944.627,0.0036749,0.00371491,9.1337,0.00140434
1944.652,0.00376616,0.00397789,9.34461,0.00161337
1944.677,0.00389908,0.00416119,9.32466,0.00157423
1944.702,0.00390201,0.0042377,9.22048,0.00158183
1944.728,0.0043648,0.00450272,9.30116,0.00158793
1944.753,0.00426932,0.00425001,9.18469,0.00153758
1944.778,0.00430119,0.00429426,9.14618,0.00145336
1944.803,0.00423961,0.00421882,9.05045,0.00133156
1944.828,0.00425352,0.00430538,9.04259,0.00133659
1944.853,0.00450757,0.00481056,9.19717,0.00150823
1944.878,0.00430549,0.00437561,9.07772,0.00139816
1944.903,0.00549284,0.00547043,9.45928,0.00160239
1944.929,0.00575606,0.00593595,9.36749,0.00157396
1944.954,0.00548508,0.00557341,9.38989,0.00160634
1944.979,0.00490128,0.00506833,9.33584,0.00169499
1945.004,0.00472905,0.00506674,9.16483,0.00154634
1945.029,0.00497069,0.00526964,9.15168,0.00156602
1945.054,0.00567099,0.00591574,9.28555,0.0014773
1945.079,0.00579326,0.00581114,9.32793,0.00155128
1945.104,0.00519787,0.00535043,9.04952,0.0013878
1945.126,0.00481708,0.00497004,9.00014,0.00137807
1945.148,0.00530223,0.00540267,9.31019,0.00156011
1945.169,0.00509601,0.0053348,9.20457,0.00152491
1945.191,0.00468854,0.00490003,8.9505,0.00135783
1945.213,0.00473526,0.00503791,8.94491,0.00128038
1945.234,0.00524456,0.00541352,9.0035,0.00130842
1945.256,0.00547028,0.00563457,8.94251,0.00124076
1945.277,0.00596786,0.00597115,8.99423,0.00130391
1945.299,0.00429073,0.00460785,8.83905,0.00124414
1945.321,0.00375655,0.00379536,8.91956,0.0012254
1945.342,0.00361064,0.00355267,8.9442,0.00120578
1945.364,0.00272847,0.00301679,8.86318,0.00120491
1945.386,0.0024774,0.00255173,9.16417,0.0014814
1945.407,0.00261749,0.0025487,9.15824,0.001547
1945.429,0.0025107,0.00253464,9.12213,0.00146934
1945.451,0.00245683,0.0026315,9.23227,0.00152169
1945.472,0.00272742,0.00276177,9.43458,0.00170295
1945.494,0.00246484,0.00256588,9.04061,0.00139907
1945.515,0.00255327,0.00257516,8.92367,0.00131178
1945.537,0.00248901,0.00268859,9.24151,0.00139179
1945.559,0.00244341,0.00251929,9.16448,0.00148738
1945.58,0.00241089,0.00260252,9.12012,0.00126963
1945.602,0.00281983,0.00271124,9.31451,0.00137718
1945.621,0.00300021,0.00317083,9.22447,0.0014665
1945.641,0.0031894,0.00318489,9.23084,0.00137763
1945.66,0.00318447,0.0032582,8.99525,0.00126341
1945.679,0.0032974,0.00327743,9.099,0.00140257
1945.699,0.00307411,0.00316397,9.07262,0.00138878
1945.718,0.00277987,0.00294151,8.98695,0.00138816
1945.737,0.00331961,0.00335951,9.16627,0.00143788
1945.757,0.00338053,0.00340808,9.09733,0.00137489
1945.776,0.00335289,0.00355186,8.95006,0.00126972
1945.795,0.00358409,0.00370785,9.26515,0.00142517
1945.815,0.00347479,0.00368993,9.06553,0.00142516
1945.834,0.00375558,0.00379611,9.04431,0.00133156
1945.853,0.00420429,0.00423249,9.11326,0.00141681
1945.873,0.00470621,0.00467226,8.96888,0.00130443
1945.892,0.00516809,0.00520372,8.9132,0.00125006
1945.911,0.00515676,0.00507843,8.92163,0.00125047
1945.93,0.00434936,0.0046863,9.04227,0.00137458
1945.95,0.00477291,0.00477265,9.09987,0.00136454
1945.969,0.00359279,0.00387314,8.77247,0.00127945
1945.988,0.00350846,0.00372086,8.86437,0.00122683
1946.008,0.0038931,0.00393314,8.84953,0.00133044
1946.027,0.00330784,0.00354459,8.77259,0.00117529
1946.046,0.00388718,0.00389192,8.82786,0.00121525
1946.066,0.00329712,0.00323183,9.0394,0.00148186
1946.085,0.00412282,0.0040927,9.39929,0.0016771
1946.104,0.00391093,0.00382565,9.18906,0.00162965
1946.119,0.00362552,0.00357078,9.16923,0.00146054
1946.135,0.00331101,0.00319852,9.09246,0.00136648
1946.15,0.00415828,0.00431319,9.40057,0.00166068
1946.165,0.0040146,0.0040339,9.29465,0.00154451
1946.18,0.00351851,0.00355786,9.10232,0.00135841
1946.195,0.00478096,0.00456209,9.28257,0.00157016
1946.21,0.00393028,0.00400997,8.88812,0.00129423
1946.225,0.00387473,0.00402606,8.99541,0.00124995
1946.24,0.00425217,0.0043161,8.93183,0.00130669
1946.255,0.00435586,0.00426307,8.84414,0.00119724
1946.27,0.00436966,0.0042597,8.788,0.00114809
1946.285,0.0039379,0.00402175,8.87406,0.00131897
1946.3,0.00417689,0.00413572,8.99684,0.00130115
1946.316,0.00392992,0.00404316,8.7182,0.00119954
1946.331,0.0037755,0.00385054,9.0668,0.00149517
1946.346,0.003509,0.00366534,8.89823,0.00137521
1946.361,0.00394906,0.00404076,9.1107,0.00137562
1946.376,0.00318336,0.00315593,9.0682,0.00128361
1946.391,0.00279393,0.00282148,9.2502,0.00162021
