"Age","BaCa"
1962.167,0.002195308
1962.2507,0.002768374
1962.3344,0.002810169
1962.4181,0.003157091
1962.5018,0.003085472
1962.5855,0.003001353
1962.6692,0.002948054
1962.7529,0.002871055
1962.8366,0.002746627
1962.9203,0.00276625
1963,0.002962157
1963.0833,0.003615928
1963.167,0.00310076
1963.2507,0.002567543
1963.3344,0.002887852
1963.4181,0.003093653
1963.5018,0.002900285
1963.5855,0.00250764
1963.6692,0.002403677
1963.7529,0.002478942
1963.8366,0.002485698
1963.9203,0.002697208
1964,0.002961265
1964.0833,0.003282539
1964.167,0.004336693
1964.2507,0.002380187
1964.3344,0.002579286
1964.4181,0.002812428
1964.5018,0.002347457
1964.5855,0.002502681
1964.6692,0.002387186
1964.7529,0.002408344
1964.8366,0.002243443
1964.9203,0.002540905
1965,0.00302363
1965.0833,0.004268469
1965.167,0.005380722
1965.2507,0.005064392
1965.3344,0.002568803
1965.4181,0.0032228
1965.5018,0.002736605
1965.5855,0.00224448
1965.6692,0.002263123
1965.7529,0.002208965
1965.8366,0.002342673
1965.9203,0.00251172
1966,0.002279685
1966.0833,0.00206881
1966.167,0.002065469
1966.2507,0.002559798
1966.3344,0.002652346
1966.4181,0.002528403
1966.5018,0.002385188
1966.5855,0.002461522
1966.6692,0.002164846
1966.7529,0.002146601
1966.8366,0.001742012
1966.9203,0.00204636
1967,0.002695118
1967.0833,0.002323886
1967.167,0.002610617
1967.2507,0.002240704
1967.3344,0.002486648
1967.4181,0.00234551
1967.5018,0.002440815
1967.5855,0.002167043
1967.6692,0.00197689
1967.7529,0.002053224
1967.8366,0.001826429
1967.9203,0.002263416
1968,0.00212415
1968.0833,0.003023585
1968.167,0.002283668
1968.2507,0.003160578
1968.3344,0.00261393
1968.4181,0.002662183
1968.5018,0.002679451
1968.5855,0.002137648
1968.6692,0.002251139
1968.7529,0.002380893
1968.8366,0.002564771
1968.9203,0.002929812
1969,0.002867169
1969.0833,0.002411561
1969.167,0.00266433
1969.2507,0.002116698
1969.3344,0.002170779
1969.4181,0.002048561
1969.5018,0.002013533
1969.5855,0.002584764
1969.6692,0.002270571
1969.7529,0.001743163
1969.8366,0.001978781
1969.9203,0.002198613
1970,0.003413802
1970.0833,0.002833518
1970.167,0.003165256
1970.2507,0.003226363
1970.3344,0.002985713
1970.4181,0.002510723
1970.5018,0.002173401
1970.5855,0.002172498
1970.6692,0.002166757
1970.7529,0.002010423
1970.8366,0.002265018
1970.9203,0.002474868
1971,0.002386786
1971.0833,0.002496585
1971.167,0.003630889
1971.2507,0.002562505
1971.3344,0.002471632
1971.4181,0.003140195
1971.5018,0.003148351
1971.5855,0.002858225
1971.6692,0.002701438
1971.7529,0.002175963
1971.8366,0.002615263
1971.9203,0.003153902
1972,0.003541295
1972.0833,0.00421219
1972.167,0.0044585
1972.2507,0.002562545
1972.3344,0.003443353
1972.4181,0.003062015
1972.5018,0.002272511
1972.5855,0.002750813
1972.6692,0.002324968
1972.7529,0.001796137
1972.8366,0.002124282
1972.9203,0.0031007
1973,0.003619173
1973.0833,0.004022457
1973.167,0.005376339
1973.2507,0.003204809
1973.3344,0.003516725
1973.4181,0.002912552
1973.5018,0.003238409
1973.5855,0.004136961
1973.6692,0.003514882
1973.7529,0.002847841
1973.8366,0.002785223
1973.9203,0.003229873
1974,0.003135756
1974.0833,0.005309316
1974.167,0.004802386
1974.2507,0.003844403
1974.3344,0.003810403
1974.4181,0.003609404
1974.5018,0.003266158
1974.5855,0.003032312
1974.6692,0.003272484
1974.7529,0.003535928
1974.8366,0.003078887
1974.9203,0.003246552
1975,0.00349724
1975.0833,0.003632445
1975.167,0.00425261
1975.2507,0.003221302
1975.3344,0.003468177
1975.4181,0.003453116
1975.5018,0.002958433
1975.5855,0.003110697
1975.6692,0.002713042
1975.7529,0.002647763
1975.8366,0.003021856
1975.9203,0.003200219
1976,0.00394284
1976.0833,0.006718736
1976.167,0.008094953
1976.2507,0.003372852
1976.3344,0.003938869
1976.4181,0.003678247
1976.5018,0.003594115
1976.5855,0.003065146
1976.6692,0.003031687
1976.7529,0.002617605
1976.8366,0.003047205
1976.9203,0.003564918
1977,0.003681087
1977.0833,0.003468303
1977.167,0.005698994
1977.2507,0.003392219
1977.3344,0.003538562
1977.4181,0.003430342
1977.5018,0.003384267
1977.5855,0.003280143
1977.6692,0.00322105
1977.7529,0.002650844
1977.8366,0.002742875
1977.9203,0.003381318
1978,0.003772932
1978.0833,0.004644859
1978.167,0.00469857
1978.2507,0.003192621
1978.3344,0.002811304
1978.4181,0.002919868
1978.5018,0.003048648
1978.5855,0.002661045
1978.6692,0.00284849
1978.7529,0.002726698
1978.8366,0.003006252
1978.9203,0.00308927
1979,0.003159133
1979.0833,0.002863675
1979.167,0.004237621
1979.2507,0.003537587
1979.3344,0.002803395
1979.4181,0.002672596
1979.5018,0.002570577
1979.5855,0.002420921
1979.6692,0.002561566
1979.7529,0.002264
1979.8366,0.002310473
1979.9203,0.003055494
1980,0.003009875
1980.0833,0.003731217
1980.167,0.003993023
1980.2507,0.002883756
1980.3344,0.00317655
1980.4181,0.002995224
1980.5018,0.002809283
1980.5855,0.003129922
1980.6692,0.00266706
1980.7529,0.002689895
1980.8366,0.002833977
1980.9203,0.002634768
1981,0.003063917
1981.0833,0.003270667
1981.167,0.004378425
1981.2507,0.004828899
1981.3344,0.005603096
1981.4181,0.003301817
1981.5018,0.00298534
1981.5855,0.002654635
1981.6692,0.002921118
1981.7529,0.003157417
1981.8366,0.003245641
1981.9203,0.003804784
1982,0.00461323
1982.0833,0.00501326
1982.167,0.012919638
1982.2507,0.005284456
1982.3344,0.002301964
1982.4181,0.00278294
1982.5018,0.002793304
1982.5855,0.002486583
1982.6692,0.002189578
1982.7529,0.002019423
1982.8366,0.002175719
1982.9203,0.002739182
1983,0.003296075
1983.0833,0.003613669
1983.167,0.002737292
1983.2507,0.002601752
1983.3344,0.003493062
1983.4181,0.003337157
1983.5018,0.002667573
1983.5855,0.002711097
1983.6692,0.001998311
1983.7529,0.002066386
1983.8366,0.002282094
1983.9203,0.002661186
1984,0.003041707
1984.0833,0.003261244
1984.167,0.00482923
1984.2507,0.002505654
1984.3344,0.002825217
1984.4181,0.00272039
1984.5018,0.002478777
1984.5855,0.002114617
1984.6692,0.001697707
1984.7529,0.001907019
1984.8366,0.001848473
1984.9203,0.001933071
1985,0.002142646
1985.0833,0.002245806
1985.167,0.002652953
1985.2507,0.002512292
1985.3344,0.002091307
1985.4181,0.002156015
1985.5018,0.00199564
1985.5855,0.002075956
1985.6692,0.001581481
1985.7529,0.001740143
1985.8366,0.001961297
1985.9203,0.002147026
1986,0.002678569
1986.0833,0.003138549
1986.167,0.004360427
1986.2507,0.002509782
1986.3344,0.002747975
1986.4181,0.002582762
1986.5018,0.002015447
1986.5855,0.002168238
1986.6692,0.002376213
1986.7529,0.002403321
1986.8366,0.002966919
1986.9203,0.001991243
1987,0.002345577
1987.0833,0.003841106
1987.167,0.002242151
1987.2507,0.002241834
1987.3344,0.002390778
1987.4181,0.00231127
1987.5018,0.002501198
1987.5855,0.002187503
1987.6692,0.002413859
1987.7529,0.001993861
1987.8366,0.002055114
1987.9203,0.002211392
1988,0.002302435
1988.0833,0.002361756
1988.167,0.002998133
1988.2507,0.002363901
1988.3344,0.002692948
1988.4181,0.002270196
1988.5018,0.002157807
1988.5855,0.002351792
1988.6692,0.001795912
1988.7529,0.001689956
1988.8366,0.001664823
1988.9203,0.001844487
1989,0.00234865
1989.0833,0.002876437
1989.167,0.003804367
1989.2507,0.004118014
1989.3344,0.002900777
1989.4181,0.002421652
1989.5018,0.002275998
1989.5855,0.002290223
1989.6692,0.002422532
1989.7529,0.001999224
1989.8366,0.001787454
1989.9203,0.001848251
1990,0.002050873
1990.0833,0.003039678
1990.167,0.004314718
1990.2507,0.002457486
1990.3344,0.002604177
1990.4181,0.003000872
1990.5018,0.003627323
1990.5855,0.00247939
1990.6692,0.002221857
1990.7529,0.002356538
1990.8366,0.002469016
1990.9203,0.002955407
1991,0.003347815
1991.0833,0.004145537
1991.167,0.005206406
1991.2507,0.003654504
1991.3344,0.002975641
1991.4181,0.002860296
1991.5018,0.002785108
1991.5855,0.002427232
1991.6692,0.002366541
1991.7529,0.002468962
1991.8366,0.002520803
1991.9203,0.002101027
1992,0.002629963
1992.0833,0.002533705
1992.167,0.003343456
1992.2507,0.006048848
1992.3344,0.002741744
1992.4181,0.002460798
1992.5018,0.001900272
1992.5855,0.002111451
1992.6692,0.002471507
1992.7529,0.002762951
1992.8366,0.002274689
1992.9203,0.002176261
1993,0.002437952
1993.0833,0.003418303
1993.167,0.003908638
1993.2507,0.002496296
1993.3344,0.003279368
1993.4181,0.003318825
1993.5018,0.002195517
1993.5855,0.002149606
1993.6692,0.002104868
1993.7529,0.002167177
1993.8366,0.002325253
1993.9203,0.002706915
1994,0.002879853
1994.0833,0.003136797
1994.167,0.003708229
1994.2507,0.003467666
1994.3344,0.002599636
1994.4181,0.002829293
1994.5018,0.002463399
1994.5855,0.002071737
1994.6692,0.002210525
1994.7529,0.001952722
1994.8366,0.002350765
1994.9203,0.002451557
1995,0.002523113
1995.0833,0.002525191
1995.167,0.003989827
1995.2507,0.00251323
1995.3344,0.002614758
1995.4181,0.002330476
1995.5018,0.002098477
1995.5855,0.002178315
1995.6692,0.001846777
1995.7529,0.001824174
1995.8366,0.002056469
1995.9203,0.003808775
1996,0.007493143
1996.0833,0.002798711
1996.167,0.002454153
1996.2507,0.002358929
1996.3344,0.002228301
1996.4181,0.002170681
1996.5018,0.002110375
1996.5855,0.001722174
1996.6692,0.002166158
1996.7529,0.002358147
1996.8366,0.002442155
1996.9203,0.002513557
1997,0.002720618
1997.0833,0.002992133
1997.167,0.006087397
1997.2507,0.002633132
1997.3344,0.002468233
1997.4181,0.00292824
1997.5018,0.002410066
1997.5855,0.002220921
1997.6692,0.001840726
1997.7529,0.001944472
1997.8366,0.002247862
1997.9203,0.002631868
1998,0.002907066
1998.0833,0.004280355
1998.167,0.005895335
1998.2507,0.007166602
1998.3344,0.014128391
1998.4181,0.013290021
1998.5018,0.014014406
1998.5855,0.015464508
1998.6692,0.016888127
1998.7529,0.012209077
1998.8366,0.004196734
1998.9203,0.003528527
1999,0.005489846
1999.0833,0.006039125
1999.167,0.00690811
1999.2507,0.00747528
1999.3344,0.006435298
1999.4181,0.00434477
1999.5018,0.003842118
1999.5855,0.003713629
1999.6692,0.0039849
1999.7529,0.004083642
1999.8366,0.005331942
1999.9203,0.005524184
2000,0.003205577
2000.0833,0.002638124
2000.167,0.002871009
2000.2507,0.003106509
2000.3344,0.003374787
2000.4181,0.002900629
2000.5018,0.002600859
2000.5855,0.002350742
2000.6692,0.001929098
2000.7529,0.002576658
2000.8366,0.00237266
2000.9203,0.002978951
2001,0.004176859
2001.0833,0.005384841
2001.167,0.002634843
2001.2507,0.002600124
2001.3344,0.002656827
2001.4181,0.002772227
2001.5018,0.002584115
2001.5855,0.002270316
2001.6692,0.002283277
2001.7529,0.002586981
2001.8366,0.002600599
2001.9203,0.002487148
2002,0.003002432
2002.0833,0.004776546
2002.167,0.003079675
2002.2507,0.003066814
2002.3344,0.00239615
2002.4181,0.002726046
2002.5018,0.002714601
2002.5855,0.003449729
2002.6692,0.00339732
2002.7529,0.003505478
2002.8366,0.003675313
2002.9203,0.003698609
2003,0.003935309
2003.0833,0.007170415
2003.167,0.004297138
2003.2507,0.003055852
2003.3344,0.003183175
2003.4181,0.003671206
2003.5018,0.003201848
2003.5855,0.002817672
2003.6692,0.002694013
2003.7529,0.003384565
2003.8366,0.004403977
2003.9203,0.003801516
2004,0.005374287
2004.0833,0.007021329
2004.167,0.00273367
2004.2507,0.002853262
2004.3344,0.003045371
2004.4181,0.002885912
2004.5018,0.002937936
2004.5855,0.006209072
2004.6692,0.003143518
