"Age","LuminRange"
1977,0.295
1978,0.189
1979,0.341
1980,0.088
1981,0.277
1982,0.075
1983,0.215
1984,0.151
1985,0.065
1986,0.235
1987,0.094
1988,0.127
1989,0.257
1990,0.197
1991,0.56
1992,0.048
1993,0.187
1994,0.079
1995,0.187
1996,0.135
1997,0.24
1998,0.025
1999,0.293
2000,0.248
2001,0.269
2002,0.118
2003,0.091
2004,0.056
2005,0.067
2006,0.144
2007,0.239
2008,0.376
2009,0.464
2010,0.23
2011,0.541
