Age,BaCa,SrCa,UCa
1820.849,0.00360346,8.93035,0.00128013
1820.88,0.00341835,8.60158,0.0012413
1820.911,0.0034235,8.67691,0.00125038
1820.941,0.00342052,8.7185,0.00130055
1820.972,0.00331549,8.57255,0.00119738
1821.003,0.00331205,8.73063,0.00122482
1821.033,0.00341339,8.90724,0.00128873
1821.064,0.00328932,8.84833,0.00136068
1821.094,0.00348168,9.05129,0.00141099
1821.125,0.00356053,8.93505,0.00141458
1821.156,0.00339399,8.76821,0.00145591
1821.186,0.00361808,8.99547,0.00144803
1821.217,0.00373062,9.29572,0.00159687
1821.248,0.00365121,9.44595,0.00177057
1821.278,0.00340481,9.43238,0.00171919
1821.309,0.00356574,8.7262,0.00132391
1821.34,0.00356364,8.79407,0.00128158
1821.37,0.0035333,8.73907,0.00123566
1821.401,0.00359816,8.55184,0.00126799
1821.432,0.00371444,8.67849,0.00126816
1821.462,0.00356179,8.67538,0.00121685
1821.493,0.00356926,8.84566,0.00124848
1821.523,0.00339273,8.90982,0.00134569
1821.554,0.00370641,8.95532,0.00132614
1821.585,0.00395544,8.74235,0.00128473
1821.615,0.00406558,8.81345,0.00132023
1821.646,0.00419419,8.94586,0.00129051
1821.677,0.00420439,8.74418,0.00118255
1821.707,0.00410369,8.78718,0.00125207
1821.738,0.00412214,8.86967,0.00128538
1821.769,0.00397619,8.97967,0.0013694
1821.799,0.00366939,8.82035,0.00136261
1821.83,0.0038921,9.15345,0.00142734
1821.861,0.00392509,9.08034,0.00153889
1821.891,0.00415424,9.1601,0.00152912
1821.922,0.00383382,8.86123,0.00153933
1821.952,0.00397429,9.17274,0.00159936
1821.983,0.00374025,9.46369,0.00171412
1822.014,0.00360797,9.01431,0.00160751
1822.044,0.0034513,9.00031,0.00160921
1822.075,0.00354522,9.32362,0.0017489
1822.106,0.00344585,9.30469,0.00172299
1822.136,0.00318998,9.27282,0.00169327
1822.167,0.00328731,8.68815,0.00138245
1822.198,0.00333477,8.4918,0.00127817
1822.228,0.00330579,8.57763,0.00123445
1822.259,0.00327207,8.81185,0.00128888
1822.29,0.00319929,8.70875,0.0012542
1822.32,0.0031889,8.5672,0.0012621
1822.351,0.00327678,8.72068,0.00126678
1822.381,0.00346194,8.7232,0.001295
1822.412,0.00367829,8.71776,0.00130214
1822.443,0.00385693,8.72985,0.00128041
1822.473,0.00401506,8.80643,0.00124103
1822.504,0.00413525,8.50702,0.00115489
1822.535,0.00384377,8.5914,0.00114171
1822.565,0.00390745,8.68376,0.00119784
1822.596,0.0037088,8.51913,0.00113037
1822.627,0.00385929,8.61271,0.00109457
1822.657,0.00382525,8.65758,0.00117919
1822.688,0.00373425,8.62582,0.00119371
1822.719,0.00384417,8.87966,0.00127252
1822.749,0.00409754,8.86404,0.00134196
1822.78,0.00451447,8.91073,0.00132181
1822.811,0.00487792,8.78951,0.0012718
1822.841,0.00547712,8.6625,0.00125615
1822.872,0.00536017,8.61381,0.00121682
1822.902,0.0052606,8.68577,0.00122871
1822.933,0.00545974,8.60977,0.00123708
1822.964,0.00584521,8.72577,0.00121396
1822.992,0.00548326,8.93338,0.00140723
1823.02,0.00504937,9.04392,0.0014013
1823.047,0.00486884,8.94988,0.0013609
1823.075,0.0045047,8.96362,0.00144567
1823.103,0.00396788,9.09399,0.00156119
1823.131,0.0032533,8.97229,0.00154175
1823.159,0.00284104,9.18697,0.00167108
1823.187,0.00288005,9.03049,0.00162025
1823.215,0.0032259,9.1293,0.00147099
1823.243,0.00333709,9.26378,0.00149848
1823.271,0.00309231,9.03283,0.00151784
1823.299,0.00334489,9.37907,0.0016297
1823.327,0.00381581,9.13501,0.00150723
1823.355,0.0038691,8.83362,0.00134924
1823.383,0.0034125,8.67295,0.00137701
1823.41,0.0034799,8.76944,0.00131294
1823.438,0.00344802,8.67882,0.00127852
1823.466,0.00328622,8.7239,0.00130077
1823.494,0.00332038,8.73687,0.00131817
1823.522,0.003406,8.63294,0.00127018
1823.55,0.00367462,8.73853,0.00129531
1823.578,0.00369661,8.85416,0.00132343
1823.606,0.00381856,8.73775,0.00131884
1823.634,0.00426417,8.9409,0.00132876
1823.662,0.00424266,8.69759,0.00139622
1823.69,0.00424274,8.54365,0.00129455
1823.718,0.00442261,8.96255,0.00125881
1823.745,0.00465733,8.92641,0.00132164
1823.773,0.00478637,8.98343,0.00139031
1823.801,0.0044374,8.86099,0.00139971
1823.829,0.00441462,8.67084,0.00130874
1823.857,0.00410224,8.87359,0.00137791
1823.885,0.0036434,8.76687,0.00142834
1823.913,0.00365854,8.7888,0.00141992
1823.941,0.00362162,8.90253,0.00148012
1823.969,0.00378128,9.04349,0.0015259
1823.997,0.00360849,8.74953,0.00146304
1824.025,0.00353684,8.97345,0.00150347
1824.053,0.00317105,8.77714,0.00147736
1824.081,0.00326394,8.71617,0.00149682
1824.108,0.00318251,8.87034,0.00152782
1824.136,0.00313477,8.90082,0.00149643
1824.164,0.00306627,8.96453,0.00159169
1824.192,0.00261441,8.87002,0.0016117
1824.22,0.00249667,9.40469,0.00176341
1824.248,0.00241493,9.29411,0.0017835
1824.276,0.00291182,9.08162,0.00171626
1824.304,0.00357673,9.00653,0.00151241
1824.332,0.00358911,8.75024,0.00134837
1824.36,0.00355377,8.3488,0.0012367
1824.388,0.00363668,8.62634,0.00128859
1824.416,0.00386233,8.47714,0.00129367
1824.443,0.00397076,8.6016,0.00126289
1824.471,0.00392234,8.41818,0.00122221
1824.499,0.0039233,8.34611,0.00119683
1824.527,0.00351986,8.21271,0.00118492
1824.555,0.00353084,8.29504,0.0012305
1824.583,0.00352699,8.36956,0.00120665
1824.611,0.00373078,8.07133,0.00118274
1824.639,0.00398003,8.68356,0.00119248
1824.667,0.0043033,9.08322,0.00129959
1824.695,0.00422118,9.06274,0.00133441
1824.723,0.00428015,9.11854,0.00129403
1824.751,0.00433319,9.08794,0.00128079
1824.778,0.00414753,9.10881,0.00128751
1824.806,0.00390851,9.06162,0.0012862
1824.834,0.00411768,9.36466,0.00141004
1824.862,0.00398345,9.14805,0.00145347
1824.89,0.00415547,9.3332,0.00154938
1824.918,0.00405782,9.75757,0.00168032
1824.946,0.00385637,9.62667,0.0017885
1824.974,0.0040744,9.74087,0.00186743
1825.002,0.00406686,9.76062,0.00188362
1825.03,0.00406939,9.72435,0.001908
1825.058,0.00410491,9.79919,0.00187294
1825.086,0.0041388,9.87335,0.00189289
1825.114,0.00409086,9.67273,0.00176317
1825.141,0.00406309,9.46222,0.00166286
1825.169,0.00421265,9.33607,0.0015396
1825.197,0.00411125,9.24516,0.00147817
1825.225,0.00403271,9.25649,0.00146182
1825.253,0.00381509,9.13737,0.00144172
1825.281,0.0037718,9.15193,0.00142791
1825.309,0.00363088,9.10525,0.00135715
1825.337,0.00353276,9.23214,0.00136797
1825.365,0.00368201,9.22821,0.00140225
1825.393,0.00370285,9.06424,0.00140372
1825.421,0.00361981,8.97239,0.00136913
1825.449,0.0038031,9.35188,0.00144265
1825.476,0.0036574,9.27704,0.00144642
1825.504,0.00365587,9.15514,0.00137915
1825.532,0.00376581,9.15558,0.00135352
1825.56,0.00376419,9.04715,0.00137599
1825.588,0.00385814,9.20073,0.00134273
1825.616,0.00391664,9.11925,0.00137389
1825.644,0.0040711,9.22012,0.00137595
1825.672,0.00412967,9.08109,0.00135956
1825.7,0.00420663,9.19233,0.0014284
1825.728,0.00424161,9.13271,0.00147062
1825.756,0.00429755,9.27899,0.00144549
1825.784,0.00458598,9.54837,0.00152571
1825.812,0.00471068,9.49481,0.00151781
1825.839,0.00452404,9.18163,0.00143526
1825.867,0.00451058,8.98218,0.00139705
1825.895,0.00485029,9.2582,0.00135869
1825.923,0.00476025,9.13234,0.00133943
1825.951,0.00457364,9.36415,0.00141285
1825.979,0.0044716,9.53554,0.00155461
1826.007,0.00423817,9.47411,0.00168733
1826.035,0.00445167,9.73002,0.0017838
1826.063,0.00407266,9.71244,0.00186069
1826.091,0.00402995,9.65452,0.00193452
1826.119,0.00394688,9.88394,0.00198466
1826.147,0.00389722,9.44744,0.00175183
1826.175,0.00384205,9.0511,0.00151167
1826.203,0.00393907,9.22855,0.00147409
1826.231,0.0039161,9.27007,0.00143954
1826.259,0.00354031,9.03656,0.00136768
1826.287,0.00365585,9.14579,0.00131316
1826.314,0.00366361,9.02642,0.00130643
1826.342,0.00370454,9.01786,0.00134754
1826.37,0.0034637,8.97924,0.00136031
1826.398,0.0034863,9.11664,0.00133594
1826.426,0.00360321,9.18388,0.00138711
1826.454,0.00342286,9.01262,0.00137575
1826.482,0.0034767,8.94305,0.00133384
1826.51,0.00336478,9.05878,0.00133361
1826.538,0.00334457,9.18447,0.00142702
1826.566,0.00344412,8.99097,0.00138619
1826.594,0.00360045,9.12052,0.00135314
1826.622,0.00364493,9.08291,0.00136243
1826.65,0.00364365,8.94702,0.00142058
1826.678,0.00377824,9.14373,0.00140379
1826.706,0.00372897,8.91512,0.00131997
1826.734,0.00408703,9.04997,0.00129236
1826.762,0.00405721,8.96957,0.00131987
1826.79,0.00390377,8.92243,0.0013879
1826.817,0.00384941,9.13533,0.00151228
1826.845,0.00429545,9.08645,0.00146208
1826.873,0.00360648,9.00705,0.00144265
1826.901,0.00288687,8.97482,0.00139203
1826.929,0.00257612,9.11374,0.00137325
1826.957,0.00289175,9.44405,0.00146246
1826.985,0.0031826,9.23162,0.00142903
1827.013,0.00372274,9.28704,0.00151234
1827.041,0.00405243,9.22247,0.00151616
1827.069,0.00402572,9.54873,0.00156428
1827.097,0.00407487,9.41062,0.00163318
1827.125,0.00389362,9.45042,0.0017273
1827.153,0.00388818,9.77997,0.00180087
1827.181,0.00319729,9.52575,0.00181072
1827.209,0.00259699,9.72589,0.00188976
1827.237,0.00275712,9.86151,0.001946
1827.265,0.00320465,9.80973,0.00191772
1827.293,0.00357126,9.35698,0.0016995
1827.321,0.00370919,8.96196,0.00145432
1827.348,0.00386855,9.08582,0.00138342
1827.376,0.0038243,9.04996,0.00132454
1827.404,0.00365842,9.07981,0.00141098
1827.432,0.00347777,8.95651,0.00137887
1827.46,0.00341349,8.99686,0.00142233
1827.488,0.0032477,9.02639,0.00144979
1827.516,0.00331349,9.1036,0.00137896
1827.544,0.00313841,8.61565,0.00130634
1827.572,0.00324842,9.02598,0.00129577
1827.6,0.00301472,9.06609,0.00133866
1827.628,0.00284487,8.91278,0.00126873
1827.656,0.00288484,9.0836,0.00137858
1827.684,0.00302003,9.20466,0.00139849
1827.712,0.00336458,8.96299,0.0013461
1827.74,0.00390306,9.18017,0.00129947
1827.768,0.00420209,8.89165,0.00126351
1827.796,0.0043407,8.85152,0.00123811
1827.824,0.00415768,8.83401,0.00123478
1827.851,0.00402773,8.8038,0.00127808
1827.879,0.00362227,8.77937,0.00119714
1827.907,0.00374676,8.78843,0.0012042
1827.935,0.00365165,9.08172,0.00132973
1827.963,0.00360662,8.98965,0.0014059
1827.991,0.00389412,9.09705,0.00139125
1828.019,0.00384203,9.08496,0.00139767
1828.047,0.00394105,8.91419,0.00145103
1828.075,0.00377305,9.18194,0.00145284
1828.103,0.00383049,9.19081,0.00142172
1828.131,0.00362976,9.2667,0.00152534
1828.159,0.00379522,9.53229,0.00167673
1828.187,0.00375334,9.44121,0.00178798
1828.214,0.0037933,9.46821,0.00175886
1828.242,0.00370328,9.41306,0.00172329
1828.27,0.00388539,9.28993,0.0016642
1828.298,0.00383132,9.29259,0.00166535
1828.326,0.00362157,9.40962,0.0018703
1828.354,0.00347235,9.64969,0.00191281
1828.382,0.00346981,9.667,0.00196321
1828.41,0.00355827,9.49347,0.00192264
1828.438,0.00349006,9.26781,0.00185415
1828.466,0.00349662,9.48983,0.00193367
1828.493,0.00328771,9.23815,0.00168759
1828.521,0.00325634,9.36592,0.00157143
1828.549,0.00331268,9.10706,0.00154843
1828.577,0.00345061,9.0433,0.00153046
1828.605,0.00358051,8.9274,0.00156467
1828.633,0.00371583,9.03128,0.00145759
1828.661,0.00386363,9.0022,0.00142441
1828.689,0.00348523,9.03298,0.00141837
1828.717,0.00346782,8.82901,0.00142222
1828.744,0.00362483,8.85853,0.00134912
1828.772,0.00390607,8.96132,0.00141343
1828.8,0.00389068,8.94466,0.00149785
1828.828,0.00399443,9.18664,0.00156034
1828.856,0.0039026,9.14261,0.00148991
1828.884,0.00384902,8.89158,0.00132495
1828.912,0.00363639,9.00527,0.00136845
1828.94,0.00348484,9.10476,0.00135323
1828.968,0.00340448,8.70685,0.00131894
1828.996,0.00359222,9.09499,0.00142567
1829.023,0.00359475,9.07895,0.00146019
1829.051,0.00364421,9.04066,0.0014379
1829.079,0.00375226,9.02218,0.0013539
1829.107,0.00367282,9.17845,0.00131525
1829.135,0.00355577,8.98891,0.0014937
1829.163,0.00369273,9.23583,0.00158365
1829.191,0.00355491,9.23908,0.00161936
1829.219,0.00357631,9.3445,0.00172376
1829.247,0.00359527,9.42182,0.00172763
1829.275,0.00342802,9.16675,0.00168743
1829.302,0.00358697,9.24259,0.00166594
1829.33,0.00369524,9.79582,0.00178363
1829.358,0.00345815,9.55654,0.0018471
1829.386,0.00351563,9.76487,0.0019062
1829.414,0.0035482,9.50085,0.00186716
1829.442,0.00346709,9.38086,0.00177275
1829.47,0.00356657,9.34974,0.00170034
1829.498,0.00362812,8.96304,0.00153313
1829.526,0.00359054,9.13261,0.00154031
1829.553,0.00361015,9.32495,0.00157501
1829.581,0.0034625,8.95591,0.00150583
1829.609,0.00363772,9.00277,0.00149473
1829.637,0.00326501,8.95111,0.00143513
1829.665,0.00332814,8.93203,0.00138445
1829.693,0.00335415,8.93804,0.00133908
1829.721,0.003369,8.66563,0.00125842
1829.749,0.0034004,8.55861,0.00123884
1829.777,0.00316571,8.66141,0.00120601
1829.805,0.00321657,8.64185,0.00126325
1829.832,0.00326238,8.72595,0.00131307
1829.86,0.00330369,8.71553,0.00133588
1829.888,0.00326039,8.70108,0.00132186
1829.916,0.00333204,8.7783,0.00127038
1829.944,0.00329733,8.61874,0.00130459
1829.972,0.00332468,8.65507,0.00135354
1830,0.00349707,8.84597,0.00132522
1830.028,0.00347655,8.76697,0.00117573
1830.056,0.00373727,8.86491,0.00134274
1830.084,0.00353873,8.75272,0.00139
1830.112,0.00364275,8.79163,0.00133719
1830.14,0.0035888,8.72629,0.00127227
1830.168,0.0036258,8.82814,0.00136455
1830.196,0.00355329,8.83645,0.00132671
1830.223,0.00361465,8.78098,0.00124368
1830.251,0.00367465,8.94247,0.00132624
1830.279,0.00353075,8.84833,0.00135427
1830.307,0.0036866,8.93316,0.0014228
1830.335,0.00366826,8.79318,0.00134234
1830.363,0.0037538,8.73338,0.00128807
1830.391,0.00381423,8.78119,0.00124724
1830.419,0.00374835,8.77033,0.00127257
1830.447,0.00365205,8.91197,0.00133031
1830.475,0.0035858,8.85321,0.00136572
1830.503,0.0033966,8.73812,0.00131428
1830.531,0.00361538,8.74327,0.00128532
1830.559,0.00374325,8.84712,0.00136106
1830.587,0.00389744,8.97299,0.00127015
1830.615,0.00388206,8.83018,0.00126651
1830.643,0.00379974,8.86421,0.00132263
1830.671,0.00388868,8.79695,0.00133927
1830.699,0.00369976,8.64191,0.00132487
1830.726,0.00386098,8.72842,0.00131695
1830.754,0.00377506,8.68846,0.00118434
1830.782,0.00357919,8.54034,0.00125723
1830.81,0.00364091,8.60213,0.00127707
1830.838,0.00381768,8.93262,0.00127338
1830.866,0.00373067,8.7522,0.0012179
1830.894,0.00344494,8.59338,0.00122832
1830.922,0.00350462,8.83859,0.00128069
1830.95,0.0036078,8.54289,0.00121483
1830.978,0.00366783,8.52696,0.00121388
1831.006,0.00356556,8.75516,0.00117576
1831.034,0.00330064,8.70702,0.00127046
1831.062,0.00319174,8.53852,0.00123632
1831.09,0.0031781,8.45355,0.00119932
1831.118,0.00350508,8.43879,0.00107517
1831.146,0.00352402,8.52721,0.00117394
1831.173,0.00312927,8.69636,0.00140788
1831.201,0.00300652,8.62904,0.00131291
1831.229,0.00312515,8.81399,0.00138904
1831.257,0.00329846,8.58922,0.00132499
1831.285,0.00347177,8.7248,0.00126883
1831.313,0.00341699,8.60595,0.00123204
1831.341,0.00313327,8.70069,0.00141585
1831.369,0.00312348,8.84284,0.00147963
1831.397,0.00322939,8.96398,0.00161408
1831.425,0.00321511,8.88858,0.00152376
1831.453,0.00339176,8.98238,0.0014396
1831.481,0.00319168,9.0727,0.00154621
1831.509,0.0030315,9.17443,0.00156158
1831.537,0.00329463,9.0961,0.00162769
1831.564,0.00342879,9.16718,0.00164557
1831.592,0.00364171,9.10042,0.00158262
1831.62,0.00324736,8.6264,0.00137901
1831.648,0.00333593,8.50308,0.00125319
1831.676,0.00322243,8.76874,0.00123344
1831.704,0.00318541,8.50634,0.00118644
1831.732,0.00341759,8.48101,0.0011371
1831.76,0.00346371,8.51375,0.00114304
1831.788,0.0035708,8.49324,0.00113369
1831.816,0.00345698,8.53975,0.00112744
1831.844,0.00350161,8.33396,0.00113512
1831.872,0.00339558,8.59686,0.00120908
1831.9,0.00343937,8.57876,0.00118286
1831.928,0.00342525,8.74352,0.00129
1831.956,0.00366607,8.72055,0.00139478
1831.983,0.00379111,8.94023,0.00150311
1832.011,0.00388182,8.78492,0.0015063
1832.039,0.00405481,8.89605,0.00147867
1832.067,0.00378555,8.95637,0.00150281
1832.095,0.00371605,8.9926,0.00152413
1832.123,0.00352185,9.16554,0.00162325
1832.151,0.00355019,8.98104,0.00154035
1832.179,0.00359668,8.7443,0.00138491
1832.207,0.00354968,8.70458,0.00127659
1832.235,0.00348983,8.74782,0.00129903
1832.263,0.00352531,8.70727,0.0012627
1832.291,0.00346449,8.57553,0.00128596
1832.319,0.00341692,8.62736,0.00121913
1832.347,0.00316903,8.56653,0.00124607
1832.374,0.00304941,8.57139,0.00123406
1832.402,0.00296852,8.63365,0.00127445
1832.43,0.00271662,8.4117,0.0012146
1832.458,0.00262421,8.48963,0.00123337
1832.486,0.00267349,8.50065,0.00118464
1832.514,0.00252113,8.62886,0.00129577
1832.542,0.00253747,8.77092,0.00132954
1832.57,0.00272768,8.73391,0.00133345
1832.598,0.00259525,8.48309,0.00128001
1832.626,0.00258641,8.41429,0.00126826
1832.654,0.00268804,8.38166,0.00120556
1832.682,0.0028118,8.55796,0.00110532
1832.71,0.00282057,8.54421,0.00129994
1832.738,0.00279854,8.68589,0.00132541
1832.765,0.0024825,8.47889,0.00117428
1832.793,0.00245725,8.65142,0.00129204
1832.821,0.00247469,8.58063,0.00126242
1832.849,0.00256568,8.53397,0.00122305
1832.877,0.00270671,8.61697,0.00136847
1832.905,0.00297639,8.59821,0.00136708
1832.933,0.002589,8.59798,0.00136971
1832.961,0.00256711,8.46107,0.001222
1832.989,0.00284003,8.49099,0.00134572
1833.017,0.00289715,8.59192,0.00137106
1833.045,0.00294726,8.73227,0.00137314
1833.073,0.00263376,8.7029,0.00126744
1833.101,0.0028139,8.37,0.00124064
1833.129,0.00327236,8.55703,0.00125251
1833.156,0.00346905,8.76901,0.00132685
1833.184,0.00344887,8.85245,0.00136377
1833.212,0.00347973,8.64561,0.00141009
1833.24,0.00342125,8.53574,0.00123124
1833.268,0.0037005,8.68864,0.00125232
1833.296,0.00359625,8.99007,0.00157182
1833.324,0.00360036,8.59661,0.00135211
1833.352,0.00378735,8.61758,0.00128015
1833.38,0.00368478,8.70914,0.00136689
1833.408,0.00372765,8.77694,0.00136273
1833.436,0.00373706,8.54542,0.00127876
1833.464,0.00393603,8.56358,0.00123375
1833.491,0.00384295,8.41529,0.00141671
1833.519,0.003843,8.98363,0.00159864
1833.547,0.00395351,8.86939,0.00152324
1833.575,0.00372214,8.81646,0.00158512
1833.603,0.00367739,8.82809,0.00154382
1833.631,0.00367958,9.07204,0.00149356
1833.659,0.00324321,8.85063,0.00147166
1833.687,0.00318021,8.57018,0.00132819
1833.715,0.00320414,8.57434,0.00127939
1833.743,0.00322954,8.50553,0.00124346
1833.771,0.00332847,8.47698,0.00124544
1833.799,0.0031516,8.6243,0.00121502
1833.826,0.00312588,8.36087,0.00115175
1833.854,0.00302689,8.35082,0.00118823
1833.882,0.00306365,8.37756,0.00120044
1833.91,0.00333843,8.44005,0.00115289
1833.938,0.00340806,8.29454,0.00116509
1833.966,0.00355918,8.42048,0.00123922
1833.994,0.00346807,8.46019,0.00126611
1834.022,0.00361711,8.2561,0.00118936
1834.05,0.00305621,8.13883,0.00121109
1834.078,0.00279919,8.50741,0.00129691
1834.106,0.00276562,8.76975,0.00136772
1834.134,0.00294214,8.60354,0.00136131
1834.162,0.00296957,8.71457,0.00135872
1834.189,0.0030811,8.32642,0.00127043
1834.217,0.00320186,8.56834,0.00121661
1834.245,0.00324832,8.42099,0.00122322
1834.273,0.00335527,8.41601,0.0012615
1834.301,0.0033996,8.36936,0.0012261
1834.329,0.00336223,8.81656,0.00135367
1834.357,0.00344166,8.88484,0.00147209
1834.385,0.00322273,8.90372,0.00144686
1834.413,0.00288781,8.31143,0.00114806
1834.441,0.00287164,8.3972,0.00119661
1834.469,0.00279109,8.16929,0.00114883
1834.497,0.00283693,8.39926,0.00116581
1834.525,0.00274561,8.22754,0.00118862
1834.553,0.00266707,8.54051,0.00121479
1834.581,0.00256236,8.36037,0.001207
1834.608,0.00294343,8.49178,0.00121559
1834.636,0.00295189,8.23821,0.00119112
1834.664,0.00297966,8.30985,0.00118298
1834.692,0.00314318,8.33175,0.00118185
1834.72,0.00336258,8.49539,0.00125456
1834.748,0.00339529,8.58071,0.00136356
1834.776,0.00359397,8.57216,0.00130012
1834.804,0.00358284,8.59535,0.00132946
1834.832,0.00322177,8.65133,0.00143308
1834.86,0.00325215,8.8053,0.00155731
1834.888,0.00310723,8.73163,0.00155286
1834.916,0.00321739,8.85815,0.00161749
1834.944,0.0030775,8.73346,0.00160538
1834.972,0.00291218,8.73161,0.00152846
1834.999,0.0031958,8.62905,0.00143644
1835.027,0.00307045,8.57988,0.00137479
1835.055,0.00319183,8.59878,0.00139901
1835.083,0.00313999,8.24437,0.00129718
1835.111,0.00308501,7.91802,0.00130326
1835.139,0.00335841,8.94354,0.00158393
1835.167,0.00365901,9.17252,0.00158995
1835.195,0.00303078,8.86345,0.00149148
1835.223,0.00309048,8.7628,0.00143067
1835.251,0.00329561,8.77305,0.00148445
1835.279,0.00324095,9.21352,0.00153889
1835.307,0.0032673,9.12592,0.00146153
1835.335,0.00328172,8.85482,0.0014382
1835.363,0.00310942,8.8689,0.00136078
1835.391,0.00302565,9.20212,0.00158767
1835.419,0.00313866,9.3095,0.00163959
1835.447,0.00296845,8.92032,0.00153901
1835.475,0.00309518,9.24272,0.00156434
1835.502,0.00308564,9.04105,0.00161807
1835.53,0.00302434,9.04661,0.00157782
1835.558,0.00317346,8.90916,0.00145635
1835.586,0.00320422,9.01785,0.0016525
1835.614,0.00312436,8.99656,0.00155675
1835.642,0.00323714,9.13352,0.00168782
1835.67,0.0033732,9.24356,0.00170397
1835.698,0.00316332,9.17241,0.00164135
1835.726,0.00328274,9.00993,0.00159679
1835.754,0.00327984,9.11741,0.00164889
1835.782,0.00333464,8.95421,0.0015757
1835.81,0.00323372,8.85227,0.00154454
1835.838,0.0031716,9.10938,0.00160709
1835.866,0.00339626,9.00002,0.00170027
1835.894,0.0034398,9.0159,0.00168745
1835.922,0.0034369,9.03711,0.00154555
1835.95,0.00345609,9.00666,0.00164362
1835.978,0.00360537,9.04345,0.00168533
1836.005,0.00331111,8.99435,0.0016489
1836.025,0.00330129,9.1731,0.00157163
1836.045,0.00347668,9.19372,0.0015499
1836.065,0.00331924,8.98909,0.00160264
1836.085,0.0034081,9.05119,0.00161193
1836.105,0.00336521,8.92147,0.00160322
1836.124,0.00347377,9.27918,0.00148418
1836.144,0.00322673,9.2019,0.00154592
1836.164,0.00312447,8.9377,0.00164394
1836.184,0.00338219,8.94447,0.00155117
1836.204,0.00344145,9.3813,0.00170688
1836.224,0.00330003,9.14314,0.00162486
1836.243,0.00310069,9.13034,0.00160468
1836.263,0.00319673,8.9842,0.00155333
1836.283,0.00325709,9.08671,0.00166285
1836.303,0.00310148,8.81609,0.00163031
1836.323,0.00318652,9.00051,0.00156368
1836.342,0.00306398,8.71179,0.00143785
1836.362,0.00325553,9.01746,0.00148594
1836.382,0.00317973,8.89979,0.00154747
1836.402,0.00330867,8.96386,0.00157751
1836.422,0.0030909,8.8195,0.00151384
1836.442,0.0030484,8.85319,0.00148682
1836.461,0.00307863,8.94516,0.00141397
1836.481,0.00313749,9.14787,0.00155043
1836.501,0.00315989,9.04018,0.00150828
1836.521,0.00308239,9.02892,0.00150174
1836.541,0.00288863,8.72999,0.00141419
1836.561,0.00292926,8.86056,0.00144298
1836.58,0.00313768,9.04022,0.0013975
1836.6,0.00312752,9.00474,0.00137728
1836.62,0.00298061,8.75702,0.00144491
1836.64,0.00304116,8.81848,0.00149296
1836.66,0.00306592,9.04876,0.00150532
1836.679,0.00313573,9.0059,0.00146678
1836.699,0.003149,9.04058,0.00149616
1836.719,0.0032161,8.97721,0.00150338
1836.739,0.00316313,8.9637,0.00139231
1836.759,0.00313241,8.83458,0.00147033
1836.779,0.00321877,8.89499,0.00166985
1836.798,0.00326951,9.04208,0.00163834
1836.818,0.00312966,9.11716,0.00165977
1836.838,0.00310091,9.02187,0.00156762
1836.858,0.00315509,8.84056,0.0014373
1836.878,0.00322153,8.95959,0.00153521
1836.897,0.00319262,8.86371,0.00162162
1836.917,0.00330852,9.06652,0.00160315
1836.937,0.00333813,9.01265,0.00152715
1836.957,0.00360141,8.96773,0.00138744
1836.977,0.0034439,8.86082,0.00148721
1836.997,0.00348801,8.90121,0.00155095
1837.016,0.0034724,9.03411,0.00153689
1837.036,0.00342475,8.91903,0.00164681
1837.055,0.00363441,9.09669,0.00159564
1837.074,0.00354324,8.89878,0.00145949
1837.093,0.00356416,8.79628,0.00138704
1837.112,0.00372475,9.07157,0.00156652
1837.131,0.0036895,9.26024,0.00167508
1837.151,0.00359228,9.13089,0.00169282
1837.17,0.00393364,8.97713,0.00167822
1837.189,0.00385765,9.15065,0.00162172
1837.208,0.00376989,9.22553,0.00173403
1837.227,0.00332581,9.35296,0.00186727
1837.247,0.00324671,9.54819,0.00190009
1837.266,0.00313909,9.26727,0.00182759
1837.285,0.00273356,9.42786,0.00192216
1837.304,0.00253579,9.39597,0.00195779
1837.323,0.00274943,9.24742,0.00184958
1837.342,0.00313546,9.33469,0.00170907
1837.362,0.00347562,9.0105,0.00148978
1837.381,0.00365136,8.96609,0.00143073
1837.4,0.00391476,8.85196,0.0013954
1837.419,0.00380136,8.84176,0.0013947
1837.438,0.00379973,9.02764,0.00142683
1837.458,0.00369214,8.93132,0.00146984
1837.477,0.00357321,8.7996,0.00139158
1837.496,0.00380964,8.80825,0.00134988
1837.515,0.003882,8.8321,0.00129714
1837.534,0.00362568,8.69616,0.00134492
1837.553,0.00354079,8.91266,0.00146642
1837.573,0.00357797,8.70468,0.00139153
1837.592,0.00357904,8.62657,0.00126329
1837.611,0.00342885,8.83642,0.0012664
1837.63,0.00335029,8.94049,0.00150512
1837.649,0.00330402,8.70793,0.0014062
1837.668,0.0034983,8.75831,0.00124806
1837.688,0.00348202,8.8106,0.00142526
1837.707,0.00345832,9.20821,0.00171339
1837.726,0.00366803,8.97234,0.00166586
1837.745,0.00361639,9.02807,0.00168968
1837.764,0.00390122,8.94325,0.00145315
1837.784,0.00382667,8.74306,0.001364
1837.803,0.00367367,9.01896,0.00151377
1837.822,0.00358443,9.35828,0.00167493
1837.841,0.00342388,9.07861,0.00164502
1837.86,0.00340761,9.29209,0.00163937
1837.879,0.00295732,9.58495,0.00199723
1837.899,0.00333019,9.56384,0.00193767
1837.918,0.00355459,9.14552,0.00174047
1837.937,0.00366222,9.04525,0.00157696
