Age,Ba138Ca,BaCa,BCa,Cd,CdCa,LiCa,MgCa,Mn,MnCa,P,PbCa,PCa,SrCa,UCa,Y,YCa,Dist
1977.104396,0.004251364,0.00461668,0.36873246,0.01824734,1.62E-05,0.005328419,3.133406283,2.020044049,0.003680047,15.37092003,0.001274679,0.049666997,8.962610726,0.001085594,275.202888,0.000309804,458.5036045
1977.126998,0.004959191,0.004935148,0.396859496,0.01551034,1.38E-05,0.005809165,3.472081513,1.411923556,0.002572194,14.17675388,0.001246907,0.04580837,8.782900432,0.001140175,175.756068,0.000197854,458.2767752
1977.1496,0.005144482,0.005010877,0.436389098,0.034494706,3.07E-05,0.006511894,3.960936754,1.521917484,0.002772577,12.7647854,0.001211809,0.041245974,8.877894692,0.001112883,179.275729,0.000201816,458.0499459
1977.172203,0.004714028,0.004560045,0.410647976,0.021213578,1.89E-05,0.00537531,3.522876841,1.193754625,0.002174741,13.75340157,0.001272408,0.044440421,8.723277867,0.001107541,235.990735,0.000265662,457.8231167
1977.194805,0.005188217,0.005008718,0.440636997,0.02444627,2.18E-05,0.006334446,4.039345444,1.165371738,0.002123034,13.14507457,0.001157157,0.042474776,8.754725269,0.001067886,189.043326,0.000212812,457.5962874
1977.217407,0.00504435,0.005221234,0.424368978,0.025892626,2.31E-05,0.006371271,3.668971331,1.059411511,0.001929999,16.30886913,0.001219571,0.052697728,8.983003828,0.001200408,225.325479,0.000253656,457.3694581
1977.24001,0.004883319,0.004784938,0.435242316,0.015476329,1.38E-05,0.006246016,3.640026228,1.048140615,0.001909466,14.88924111,0.001333931,0.048110581,9.007658709,0.001202615,200.27843,0.000225459,457.1426289
1977.262612,0.003678884,0.004083923,0.409685264,0.019132087,1.70E-05,0.005936966,2.809306391,1.080401254,0.001968238,16.90826269,0.001224795,0.054634507,8.926781205,0.001364882,431.239749,0.00048546,456.9157996
1977.285215,0.004945937,0.005023219,0.446685034,0.034696868,3.09E-05,0.006007815,3.346854116,8.321069047,0.015159037,20.36013981,0.001372738,0.06578832,8.970662384,0.001119299,163.795523,0.00018439,456.6889703
1977.307817,0.00425305,0.004362346,0.489533658,0.004838607,4.31E-06,0.005714455,2.943119407,1.379795427,0.002513664,17.59153893,0.001260948,0.05684233,9.19936067,0.001292439,212.988031,0.000239767,456.462141
1977.330419,0.004145535,0.00405267,0.459361906,0.002441147,2.17E-06,0.005381202,2.457200824,3.906825637,0.00711732,13.93056585,0.00095592,0.04501288,9.433178498,0.001568509,276.545136,0.000311315,456.2353118
1977.353022,0.003314482,0.003766499,0.433165904,0.012265894,1.09E-05,0.004931279,2.232287075,1.945013679,0.003543359,18.47651146,0.001088527,0.059701881,9.351432101,0.001526073,374.79271,0.000421915,456.0084825
1977.375624,0.004616993,0.004550525,0.366098078,0.034751229,3.09E-05,0.005143741,2.196004495,2.100828031,0.003827216,24.22533395,0.001840934,0.078277656,9.23380258,0.001278214,370.43334,0.000417008,455.7816532
1977.398226,0.00451274,0.004399522,0.375416864,0.025105358,2.24E-05,0.00467358,2.394822796,1.465889173,0.002670506,19.36803144,0.001541586,0.062582588,8.985858444,0.001078647,231.217159,0.000260288,455.554824
1977.420829,0.004918338,0.004925966,0.489703469,0.01221475,1.09E-05,0.00716814,3.687123143,1.580522139,0.002879341,14.80837419,0.001345434,0.047849281,8.986579563,0.001115648,110.604039,0.00012451,455.3279947
1977.443431,0.005709558,0.005552876,0.488624039,0.02337345,2.08E-05,0.006470898,3.18937286,2.122336943,0.0038664,14.84908142,0.001202756,0.047980816,9.14569997,0.001421218,209.689214,0.000236053,455.1011654
1977.466034,0.004562766,0.00457208,0.456025929,0.025279504,2.25E-05,0.005372054,2.600448605,1.154926032,0.002104004,13.22232884,0.001084892,0.042724402,9.40461219,0.001557683,322.86679,0.000363461,454.8743362
1977.488636,0.003371826,0.003296234,0.415986093,0.014101289,1.26E-05,0.004472259,2.010124671,0.671639519,0.00122357,16.09348925,0.001081633,0.052001785,9.079087321,0.001400733,470.403279,0.000529547,454.6475069
1977.511238,0.003669895,0.003644137,0.439997815,0.006577546,5.86E-06,0.005176549,2.089294655,0.549318568,0.00100073,11.543041,0.001122718,0.037298235,9.227218674,0.001428605,365.149907,0.00041106,454.4206776
1977.533841,0.003911756,0.004140644,0.42537622,0.00576472,5.13E-06,0.004915427,2.134231204,0.682168408,0.001242751,14.16421512,0.001219801,0.045767855,9.431829367,0.001499316,366.16842,0.000412207,454.1938484
1977.556443,0.004146322,0.004040243,0.385964733,0.00849305,7.56E-06,0.004749152,1.917418581,0.919245121,0.001674649,15.40070244,0.001095947,0.049763231,9.148639093,0.001347026,367.876738,0.00041413,453.9670191
1977.579045,0.004165185,0.004174346,0.37785603,0.001431791,1.27E-06,0.004751934,1.67347206,1.766499671,0.003218148,15.26511496,0.00100353,0.049325117,9.214247217,0.001492397,337.082679,0.000379464,453.7401898
1977.601648,0.004523019,0.004371825,0.475294588,0.019054135,1.70E-05,0.005185162,2.129022452,1.08440852,0.001975538,13.28737401,0.00101171,0.042934578,9.593131209,0.001623769,325.021697,0.000365887,453.5133606
1977.614216,0.003701118,0.003661634,0.482162949,0.005808917,5.17E-06,0.005383112,2.078256897,2.108786846,0.003841715,13.32772412,0.001225407,0.043064959,9.455234951,0.001594698,375.465983,0.000422673,453.2865313
1977.626785,0.004190186,0.004073536,0.382403361,0.024538184,2.18E-05,0.00457004,1.784089299,1.161216119,0.002115464,14.6262198,0.001442352,0.047260699,9.199261856,0.001376668,353.836899,0.000398325,453.059702
1977.639354,0.00376561,0.003810723,0.402695615,0.018441402,1.64E-05,0.005138424,1.854134772,0.751041334,0.001368221,15.02090101,0.001216219,0.048536005,9.208709537,0.001422704,350.181752,0.00039421,452.8328728
1977.651923,0.00398404,0.003666669,0.506954353,0.004303944,3.83E-06,0.005691138,2.408709261,1.682134051,0.003064454,11.02695781,0.001047528,0.035630651,9.321219,0.001555811,268.907924,0.000302718,452.6060435
1977.664491,0.003885241,0.003731475,0.516864174,0.023790825,2.12E-05,0.005670372,2.397507915,1.579164924,0.002876868,10.81843355,0.00128175,0.034956861,9.124221708,0.001512459,274.573317,0.000309095,452.3792142
1977.67706,0.003570357,0.003470334,0.45862259,0.015872636,1.41E-05,0.005099217,2.153138266,1.446903676,0.002635919,12.75392914,0.001237193,0.041210894,9.115615186,0.00148258,373.69127,0.000420675,452.152385
1977.689629,0.00345869,0.003551499,0.397147118,0.000915576,8.15E-07,0.00531219,1.812386888,1.873156946,0.003412453,14.61304376,0.001095552,0.047218124,9.061130943,0.001469904,454.390893,0.000511521,451.9255557
1977.702197,0.003413956,0.003207446,0.382565547,0.019250874,1.71E-05,0.004654072,1.932717924,0.802300608,0.001461604,13.93514588,0.001012473,0.045027679,9.126975389,0.00129924,411.985059,0.000463784,451.6987264
1977.714766,0.003300326,0.003263673,0.379503707,0.002617846,2.33E-06,0.004327597,1.849954883,0.707484668,0.001288871,12.57049515,0.000912965,0.040618177,9.053700892,0.001426045,406.717384,0.000457854,451.4718971
1977.727335,0.002962626,0.0030767,0.452987448,0.0066219,5.90E-06,0.005592593,2.087568801,0.532747096,0.00097054,9.975874283,0.000822816,0.032234357,9.188243137,0.001613963,278.107316,0.000313074,451.2450679
1977.739903,0.003374728,0.003477495,0.467136816,0.013623134,1.21E-05,0.00550814,2.395457572,0.838376605,0.001527326,8.460057076,0.000881607,0.027336401,9.161683139,0.001531331,199.904993,0.000225039,451.0182386
1977.752472,0.003280254,0.003229058,0.490603521,0.015826874,1.41E-05,0.005497328,2.688571114,2.38681534,0.004348218,10.47666775,0.00090252,0.033852536,8.858704603,0.001344632,308.497992,0.000347285,450.7914093
1977.765041,0.003304525,0.003444964,0.472910813,0.018493277,1.65E-05,0.006209213,2.746731444,5.611254895,0.010222391,12.59252285,0.001518694,0.040689353,9.121240039,0.001426193,350.080448,0.000394096,450.5645801
1977.77761,0.002603144,0.002626095,0.462258014,-0.001794203,-1.60E-06,0.005112738,2.341202703,0.77397304,0.001409997,12.16091247,0.001008443,0.03929472,9.233617857,0.001605345,436.768917,0.000491684,450.3377508
1977.790178,0.002563729,0.00252251,0.47033356,0.024570544,2.19E-05,0.004774825,2.283117344,0.607779282,0.001107231,8.269662494,0.000865017,0.026721192,9.20718218,0.001612657,236.073453,0.000265755,450.1109215
1977.802747,0.002685814,0.002451185,0.466152065,0.002725601,2.43E-06,0.005318395,2.322228369,0.581565786,0.001059477,9.190980396,0.000753682,0.029698183,8.925106697,0.00154697,252.130123,0.00028383,449.8840923
1977.815316,0.002937556,0.003096553,0.494423469,0.008048705,7.17E-06,0.005580902,2.823291171,1.172025679,0.002135156,8.665741388,0.000838941,0.028001014,8.878050574,0.001360031,148.653448,0.000167344,449.657263
1977.827884,0.003956884,0.004231549,0.460300149,0.027364807,2.44E-05,0.006636669,2.906679386,3.013987188,0.005490778,18.45882962,0.001581866,0.059644747,9.14504434,0.001429008,242.578127,0.000273077,449.4304337
1977.840453,0.003208968,0.003226829,0.433062429,0.005260751,4.68E-06,0.005118164,2.550862811,2.124462084,0.003870272,17.22409297,0.001095538,0.055655027,9.182288973,0.001564206,365.075079,0.000410976,449.2036045
1977.853022,0.003360598,0.003458775,0.437553698,0.009911771,8.82E-06,0.005938348,2.843051282,1.134695058,0.002067148,18.23714864,0.001102909,0.058928445,9.156453002,0.001476952,466.934271,0.000525642,448.9767752
1977.86559,0.003272178,0.003268055,0.441991322,0.004111686,3.66E-06,0.005518669,3.235544972,2.155513454,0.00392684,14.87281406,0.000974308,0.048057502,8.928339002,0.00138481,404.317882,0.000455153,448.7499459
1977.878159,0.002976683,0.002937375,0.459221133,0.004671998,4.16E-06,0.005055892,2.742758775,1.229027114,0.002238999,11.185324,0.000946351,0.036142368,9.015642222,0.001426084,264.889649,0.000298194,448.5231167
1977.890728,0.00347197,0.003271157,0.465653346,0.000665043,5.92E-07,0.005962382,2.820015554,0.816727325,0.001487886,10.64724459,0.000892034,0.034403709,9.039534636,0.001419422,282.751911,0.000318302,448.2962874
1977.903296,0.003562834,0.003487619,0.541096136,0.022247596,1.98E-05,0.007113054,3.495990248,1.433246392,0.002611039,8.944774452,0.000971732,0.028902635,8.98939119,0.001210744,201.216131,0.000226515,448.0694581
