Age,Ba138Ca,BaCa,BCa,Cd,CdCa,LiCa,MgCa,Mn,MnCa,P,PbCa,PCa,SrCa,UCa,Y,YCa,Dist
1977.915865,0.003121745,0.002954642,0.489088361,-0.00692722,-6.17E-06,0.006258844,3.106872885,0.844146023,0.001537836,9.036067681,0.000896089,0.029197624,9.088628082,0.001222432,299.259427,0.000336885,447.8426289
1977.928434,0.003039603,0.003175377,0.513527742,0.014828191,1.32E-05,0.006845311,3.448376792,1.053582206,0.00191938,9.697868732,0.000906696,0.031336057,9.012548992,0.00120733,268.073187,0.000301778,447.6157996
1977.941003,0.00268617,0.002854547,0.486260983,0.012803788,1.14E-05,0.00595483,3.203921826,0.575182271,0.001047847,7.685592751,0.000873769,0.024833927,8.977910777,0.001343844,264.96797,0.000298282,447.3889703
1977.953571,0.003099695,0.003582809,0.484479568,0.023974137,2.13E-05,0.006429431,3.172654033,1.694016406,0.003086101,8.691957422,0.001212162,0.028085724,9.001849664,0.001409086,266.836555,0.000300386,447.162141
1977.96614,0.003308931,0.002972485,0.42667284,0.014098379,1.26E-05,0.005180634,2.551191874,1.124549067,0.002048665,12.10738459,0.001105242,0.039121759,9.178535382,0.001557207,476.075718,0.000535933,446.9353118
1977.978709,0.003065006,0.002780532,0.442565566,0.013298136,1.18E-05,0.005510677,2.894680969,0.602613133,0.00109782,9.206513762,0.000879655,0.029748375,8.930706258,0.001378116,321.753229,0.000362207,446.7084825
1977.991277,0.003560581,0.00333072,0.413617976,0.008272569,7.37E-06,0.005643211,2.542223276,0.899014385,0.001637793,14.48239767,0.00109984,0.046795976,9.326326839,0.001515641,466.745609,0.00052543,446.4816532
1978.003846,0.003474693,0.003295214,0.471577977,0.03193017,2.84E-05,0.005946109,3.561672155,1.198653221,0.002183665,9.875027238,0.001034321,0.031908497,8.94164981,0.001264665,273.791701,0.000308216,446.254824
1978.016415,0.002687306,0.002748795,0.409851594,0.030610964,2.73E-05,0.005491643,2.51207749,1.918351133,0.003494786,12.25502153,0.001231798,0.039598809,9.168626974,0.001545649,489.371349,0.0005509,446.0279947
1978.028983,0.00262147,0.002853433,0.401143006,0.023588448,2.10E-05,0.005430927,2.439797086,1.329658871,0.002422327,13.09709709,0.001096217,0.042319749,9.245961435,0.001624605,526.805388,0.000593041,445.8011654
1978.041552,0.003122199,0.003141003,0.426450743,0.012662904,1.13E-05,0.005589384,2.626358501,1.290811075,0.002351555,11.34467046,0.001048792,0.036657254,9.085756389,0.001524618,480.20634,0.000540583,445.5743362
1978.054121,0.002822112,0.002652475,0.423640063,0.000326907,2.91E-07,0.004834762,2.613461491,1.254899208,0.002286132,14.32427507,0.000964893,0.046285045,9.302238232,0.001499242,408.202395,0.000459526,445.3475069
1978.06669,0.003456148,0.003621215,0.424571897,0.015192121,1.35E-05,0.005398728,2.719121587,2.138291051,0.003895465,15.42912351,0.001225191,0.049855066,9.236048904,0.001504721,411.116816,0.000462807,445.1206776
1978.079258,0.003637716,0.003489345,0.444925737,0.008124674,7.23E-06,0.005850227,3.506530654,1.052729644,0.001917827,10.75053985,0.001074423,0.03473748,8.792281148,0.001165043,177.357096,0.000199656,444.8938484
1978.091827,0.003847301,0.003829751,0.462007265,0.043469991,3.87E-05,0.006658571,3.946626289,1.453134661,0.002647271,11.61361821,0.001050015,0.037526286,8.790852117,0.001146533,168.916268,0.000190154,444.6670191
1978.104396,0.00340397,0.00324705,0.447160258,0.054405178,4.84E-05,0.005937239,3.879294187,1.320813434,0.002406212,10.8118543,0.000981869,0.034935601,8.791113576,0.001150149,200.538628,0.000225752,444.4401898
1978.113958,0.002170524,0.002385035,0.432649119,0.078612284,7.00E-05,0.005227724,3.204774472,0.878386686,0.001600215,10.28090124,0.000828765,0.033219969,8.848418123,0.001305517,222.647976,0.000250642,444.2133606
1978.123521,0.002247474,0.002262459,0.434446381,0.128000825,0.000113964,0.005444352,3.264612498,0.944513512,0.001720682,11.29893999,0.001027542,0.036509488,9.064784595,0.001394488,239.241803,0.000269322,443.9865313
1978.133083,0.002237762,0.002440872,0.448898299,0.067917381,6.05E-05,0.005732103,3.621695381,1.336299646,0.002434425,10.10209994,0.000952315,0.032642221,8.821551664,0.001338812,234.129603,0.000263567,443.759702
1978.142646,0.00355535,0.003400523,0.486133597,0.035092202,3.12E-05,0.006852438,4.205568698,1.069571101,0.001948508,9.945565533,0.00087878,0.032136422,8.90344948,0.00119124,150.201933,0.000169087,443.5328728
1978.152208,0.003676715,0.003572121,0.458657201,0.042634075,3.80E-05,0.006167558,3.642940243,1.698900244,0.003094998,15.6388209,0.00086539,0.050532647,8.987378322,0.001323974,259.301001,0.000291903,443.3060435
1978.161771,0.003190698,0.003358814,0.433119128,0.03168167,2.82E-05,0.006474823,3.593585697,1.663256959,0.003030064,15.98186491,0.001056215,0.051641101,8.964405354,0.001340047,268.052312,0.000301755,443.0792142
1978.171333,0.00317357,0.003204003,0.383062364,0.022707237,2.02E-05,0.006233387,3.113526126,1.157892487,0.002109409,18.12890014,0.001106169,0.058578669,8.904936228,0.001248252,350.311769,0.000394356,442.852385
1978.180896,0.003041685,0.002893324,0.41314603,0.001528427,1.36E-06,0.005295382,2.838839937,1.34855571,0.002456752,14.00780053,0.000897883,0.045262443,9.144969802,0.00151874,463.400309,0.000521664,442.6255557
1978.190458,0.003420721,0.003405334,0.43053464,0.02177611,1.94E-05,0.005843895,3.4322572,4.658875148,0.008487378,14.76894526,0.000968377,0.047721877,8.967782121,0.001401021,342.551788,0.000385621,442.3987264
1978.200021,0.003443984,0.003434044,0.419944925,0.01448974,1.29E-05,0.006111535,2.920867787,2.289621031,0.004171153,12.33737923,0.000891378,0.039864925,9.06057459,0.001475942,350.292395,0.000394335,442.1718971
1978.209584,0.003035308,0.002972235,0.443016869,0.009686746,8.62E-06,0.005903827,3.509608015,1.52163946,0.00277207,13.67695808,0.001035376,0.044193414,8.827127964,0.001219212,325.747833,0.000366704,441.9450679
1978.219146,0.002958023,0.003134055,0.400623013,0.017214826,1.53E-05,0.00559639,2.890857325,1.350266749,0.002459869,15.45700955,0.000881967,0.049945172,8.99838686,0.001367974,311.480421,0.000350643,441.7182386
1978.228709,0.003407846,0.003416483,0.443845842,0.031723915,2.82E-05,0.006829849,3.80188747,1.790582995,0.003262022,8.712358945,0.000955777,0.028151647,9.016309917,0.001286939,238.675651,0.000268684,441.4914093
1978.238271,0.003811479,0.003756023,0.459264215,0.01806306,1.61E-05,0.00669278,5.135777771,8.285426939,0.015094106,10.36853459,0.001207651,0.033503133,8.905308497,0.001239722,178.097922,0.00020049,441.2645801
1978.247834,0.00250717,0.002736943,0.443671253,0.020149315,1.79E-05,0.005701261,3.231672969,1.129424904,0.002057547,11.45536574,0.000927598,0.037014936,8.957565802,0.001366734,223.029123,0.000251071,441.0377508
1978.257396,0.002383653,0.002417536,0.427725344,0.009298677,8.28E-06,0.005280787,3.149760802,0.613831061,0.001118256,7.671277564,0.000858284,0.024787672,8.812632619,0.001287633,257.832031,0.000290249,440.8109215
1978.266959,0.002366092,0.002473305,0.455950387,0.025253083,2.25E-05,0.005781626,3.400532115,0.640990664,0.001167735,8.126260058,0.000890729,0.026257825,8.930384737,0.001288371,196.137577,0.000220798,440.5840923
1978.276521,0.001828261,0.002144932,0.40716197,0.009327084,8.30E-06,0.004939083,2.708473583,0.427293729,0.000778429,9.0177438,0.00068313,0.029138416,8.941966067,0.001485712,201.852969,0.000227232,440.357263
1978.286084,0.002341212,0.002496541,0.450909141,0.01037859,9.24E-06,0.00622462,3.245146944,0.548082777,0.000998478,8.633354703,0.000810088,0.027896366,8.965517537,0.001307574,174.439352,0.000196372,440.1304337
1978.295646,0.003299871,0.00307248,0.475927539,0.015263633,1.36E-05,0.006608732,4.043726736,0.650323026,0.001184736,7.182665098,0.000776622,0.023208852,8.769698077,0.001180126,120.337764,0.000135468,439.9036045
1978.305209,0.002948328,0.003136733,0.469248755,0.020353761,1.81E-05,0.006466933,3.390280558,0.794735138,0.001447821,8.247102519,0.00092959,0.026648295,9.018071332,0.001370129,247.609901,0.000278742,439.6767752
1978.314772,0.003488872,0.00327777,0.474148187,0.007550579,6.72E-06,0.006197386,3.340019442,0.993452283,0.001809837,10.16915569,0.000910032,0.032858894,9.019307255,0.00141308,132.006883,0.000148604,439.4499459
1978.324334,0.003660266,0.003410729,0.412155169,0.015415566,1.37E-05,0.006172432,2.95671977,1.308626945,0.002384012,15.13876632,0.001180142,0.048916855,9.118076351,0.001488426,152.193709,0.000171329,439.2231167
1978.333897,0.002835165,0.003081637,0.427572507,0.012716035,1.13E-05,0.006262184,3.88247805,0.884821446,0.001611937,13.23818202,0.001220539,0.042775627,8.764760277,0.001151682,226.465036,0.000254938,438.9962874
1978.343459,0.003158777,0.003165439,0.419999828,0.006672897,5.94E-06,0.006285212,3.754494669,1.355286712,0.002469015,17.17380888,0.001361773,0.055492548,8.895331906,0.001173434,320.50055,0.000360797,438.7694581
1978.353022,0.003073373,0.003091651,0.444780788,0.001967313,1.75E-06,0.0064243,4.012211542,0.845292104,0.001539924,12.63223746,0.000973093,0.04081768,9.075685074,0.001149093,247.584973,0.000278714,438.5426289
1978.362584,0.002676419,0.002614951,0.448597405,0.012054222,1.07E-05,0.005888914,3.192803243,0.443602823,0.00080814,10.92265525,0.000962947,0.035293625,9.180505501,0.001360972,356.866695,0.000401736,438.3157996
1978.372147,0.002464523,0.002343701,0.417156661,0.005553176,4.94E-06,0.005670223,2.685425401,0.404383458,0.000736692,12.19869155,0.000822098,0.039416793,8.946743813,0.001526425,365.200057,0.000411117,438.0889703
1978.381709,0.002324384,0.002512713,0.415288198,0.012721808,1.13E-05,0.005270426,2.556436289,0.435227552,0.000792883,12.68155033,0.000859563,0.040977022,9.110398734,0.001450778,344.530546,0.000387848,437.862141
1978.391272,0.002870301,0.003033243,0.457776965,0.008185138,7.29E-06,0.005903418,3.202729815,0.49613471,0.000903841,12.79202126,0.000984916,0.041333979,8.979730974,0.001337574,202.616492,0.000228091,437.6353118
1978.400834,0.002440976,0.002346394,0.434731205,0.000321437,2.86E-07,0.00501322,2.60453848,0.349327032,0.000636392,9.947619064,0.000871415,0.032143058,9.177162527,0.00159956,301.108459,0.000338967,437.4084825
1978.410397,0.003007694,0.003056592,0.470094251,-0.000472267,-4.20E-07,0.00720403,3.865093639,0.771041849,0.001404657,11.21321423,0.000977941,0.036232488,8.85188724,0.001122519,206.462314,0.000232421,437.1816532
1978.419959,0.00254026,0.002698122,0.429839054,0.023374656,2.08E-05,0.005860964,2.570244909,0.462876662,0.000843253,16.21765347,0.001159893,0.052402989,9.045910358,0.001315663,350.508576,0.000394578,436.954824
1978.429522,0.003228102,0.00272946,0.460285048,0.007941688,7.07E-06,0.005516259,2.583626091,0.430256877,0.000783827,14.3865939,0.001056472,0.046486412,9.124193148,0.001450493,327.151818,0.000368285,436.7279947
1978.439085,0.002422125,0.002577506,0.493448885,0.00504802,4.49E-06,0.005946425,2.627672681,0.568805706,0.001036231,12.74247819,0.000938832,0.041173894,9.23405144,0.001487629,244.28291,0.000274997,436.5011654
1978.448647,0.002835671,0.00252323,0.469252215,0.025338915,2.26E-05,0.005899564,2.525476584,0.484840957,0.000883267,12.58863475,0.001002582,0.04067679,9.271664412,0.001559878,255.700204,0.000287849,436.2743362
1978.45821,0.002751935,0.002834179,0.480995798,0.025837866,2.30E-05,0.00589505,3.06319392,0.568521499,0.001035713,13.07680797,0.000982022,0.042254191,9.049171968,0.001341625,277.602864,0.000312506,436.0475069
1978.467772,0.002713742,0.002995407,0.499603681,0.007780128,6.93E-06,0.006511336,2.808013098,0.41415226,0.000754488,12.82545371,0.00104769,0.041442007,9.214996435,0.001522374,289.135628,0.000325489,435.8206776
1978.477335,0.003407993,0.003691281,0.474408951,0.027236016,2.42E-05,0.00642329,3.392843116,0.625863222,0.001140176,13.19394291,0.001178946,0.042632681,9.038312884,0.001284915,194.698922,0.000219178,435.5938484
1978.486897,0.002874313,0.002808304,0.440264592,0.021985522,1.96E-05,0.005857808,2.621716271,0.61273297,0.001116256,12.89619076,0.001054075,0.041670575,8.929039911,0.001311403,259.301417,0.000291903,435.3670191
1978.49646,0.002264166,0.002393294,0.477486385,-0.003860216,-3.44E-06,0.005005878,2.759757679,0.414711411,0.000755507,11.76195818,0.001017002,0.038005607,8.979561699,0.001306705,295.151935,0.000332261,435.1401898
1978.506022,0.002216651,0.00240599,0.46863543,0.011992856,1.07E-05,0.005474696,2.366743156,0.338333192,0.000616364,11.25510998,0.000815456,0.036367863,9.132024836,0.001491914,307.969152,0.00034669,434.9133606
1978.515585,0.002887666,0.002660885,0.421570324,0.004755086,4.23E-06,0.005269381,2.319285504,0.442507152,0.000806144,17.78967426,0.001116184,0.057482551,9.083211419,0.001351846,390.490393,0.000439587,434.6865313
1978.525147,0.003612735,0.003384245,0.446035104,0.014719196,1.31E-05,0.006355295,2.638412425,0.795818953,0.001449796,14.33549559,0.001086037,0.046321301,9.299590523,0.001338902,273.806993,0.000308233,434.459702
1978.53471,0.003081523,0.003198321,0.401973962,0.004896345,4.36E-06,0.005227288,2.374568109,0.589522871,0.001073972,15.86747523,0.001039553,0.051271482,9.010921994,0.001332115,357.756289,0.000402737,434.2328728
1978.544273,0.003780497,0.003873744,0.437354987,0.011420897,1.02E-05,0.006432145,2.583938653,1.724125131,0.003140952,15.57790285,0.001095059,0.050335807,9.137516441,0.001433511,266.90235,0.00030046,434.0060435
1978.553835,0.002839299,0.00301172,0.450948996,0.021190947,1.89E-05,0.00635311,2.5043459,1.041188393,0.001896801,15.06480534,0.000994659,0.04867787,9.250038504,0.001547683,354.185628,0.000398717,433.7792142
1978.563398,0.003391071,0.00307798,0.531619168,0.023312093,2.08E-05,0.006883428,3.157584367,0.944357382,0.001720398,12.78835606,0.000988929,0.041322136,9.16690777,0.00137779,250.410673,0.000281895,433.552385
1978.57296,0.002607268,0.002661666,0.489105363,0.012064467,1.07E-05,0.005933291,2.727882934,0.453258215,0.00082573,11.7677359,0.00094918,0.038024276,9.196797167,0.001429787,293.352743,0.000330236,433.3255557
1978.582523,0.002859959,0.002656257,0.491364715,-0.001988884,-1.77E-06,0.005921774,2.568954178,0.685774258,0.00124932,13.14791117,0.000890031,0.042483941,9.113941336,0.001524643,318.07113,0.000358062,433.0987264
1978.592085,0.00291548,0.002924099,0.484939891,0.009393995,8.36E-06,0.006163331,2.556205039,0.862584536,0.001571427,14.52087701,0.000898574,0.046920312,9.273309964,0.001608191,310.078849,0.000349065,432.8718971
1978.601648,0.004080383,0.003908106,0.453594502,0.007028184,6.26E-06,0.006268108,2.915641728,1.638991981,0.002985859,18.44585358,0.001141603,0.059602819,9.415843183,0.001563265,312.759271,0.000352083,432.6450679
1978.61391,0.003118564,0.003057203,0.509918151,0.018606043,1.66E-05,0.006316641,2.929292175,2.106406066,0.003837378,11.86761408,0.001113699,0.038347006,9.306929764,0.001458991,292.900522,0.000329727,432.4182386
1978.626172,0.002563259,0.0026197,0.503108697,0.009985475,8.89E-06,0.005696328,2.54590478,0.777974997,0.001417288,12.17781913,0.000832366,0.03934935,9.334148894,0.00167202,309.34266,0.000348236,432.1914093
1978.638434,0.003490781,0.003358067,0.539206526,0.028503386,2.54E-05,0.006859836,3.160719045,0.888401992,0.00161846,11.91752645,0.001035268,0.038508284,9.102575666,0.001427159,239.3453,0.000269438,431.9645801
1978.650696,0.00309479,0.00283167,0.510289334,0.009878143,8.79E-06,0.006417087,2.718023639,0.759871517,0.001384308,10.64941551,0.00072687,0.034410724,9.285998655,0.001526036,270.927626,0.000304991,431.7377508
1978.662958,0.003040417,0.002909078,0.532492008,0.006542345,5.82E-06,0.006956629,2.879771003,0.664329943,0.001210253,10.88602507,0.000922197,0.035175264,9.226658201,0.001484996,298.195011,0.000335687,431.5109215
1978.675221,0.003241278,0.003099214,0.533578662,0.033306738,2.97E-05,0.006338427,2.87771085,0.806162929,0.00146864,12.34371712,0.000966649,0.039885405,9.358900178,0.001410969,278.207211,0.000313186,431.2840923
1978.687483,0.003254755,0.003305426,0.540486184,0.026916953,2.40E-05,0.007102463,2.852559313,0.798432365,0.001454557,14.157444,0.001249833,0.045745975,9.393268757,0.001533981,378.790358,0.000426416,431.057263
1978.699745,0.003081268,0.0030489,0.539903401,0.025685123,2.29E-05,0.007061566,2.971107774,0.727273517,0.001324922,10.61230001,0.001077134,0.034290795,9.150674971,0.001408625,306.561037,0.000345105,430.8304337
1978.712007,0.002271068,0.002504629,0.521643028,0.017160316,1.53E-05,0.006139674,2.489617827,0.525589662,0.000957501,11.1701996,0.000835962,0.036093498,9.184626224,0.00155161,289.639664,0.000326056,430.6036045
1978.724269,0.002701225,0.002469159,0.472069062,0.000703088,6.26E-07,0.005630952,2.44133437,0.517255239,0.000942318,12.63225991,0.000859113,0.040817753,8.99498518,0.001462013,467.236584,0.000525982,430.3767752
1978.736531,0.00257738,0.002455268,0.556032905,0.021258636,1.89E-05,0.007104506,3.105766012,0.677482442,0.001234214,9.478339864,0.000863761,0.030626708,9.10094524,0.001367397,328.178053,0.00036944,430.1499459
1978.748793,0.002415757,0.002375096,0.505016159,0.012634295,1.12E-05,0.006223498,2.555913707,0.604459716,0.001101184,11.88866502,0.000895112,0.038415026,9.165477507,0.001480434,380.01109,0.00042779,429.9231167
1978.761056,0.002255498,0.00223177,0.475915399,-0.008764811,-7.80E-06,0.005588774,2.459067502,0.436963265,0.000796045,10.58061488,0.001103129,0.034188413,9.001971023,0.001486093,383.160198,0.000431335,429.6962874
