Age,BaCa,Lumin
1945.596,NA,0.753475
1945.615,NA,0.752763
1945.635,NA,0.754764
1945.654,NA,0.752752
1945.673,NA,0.734332
1945.692,NA,0.722033
1945.711,NA,0.716256
1945.731,NA,0.71061
1945.75,NA,0.705003
1945.769,NA,0.701867
1945.788,NA,0.698872
1945.808,NA,0.696231
1945.827,NA,0.693667
1945.846,NA,0.691161
1945.865,NA,0.694266
1945.885,NA,0.698946
1945.904,NA,0.705504
1945.923,NA,0.711341
1945.942,NA,0.715941
1945.961,NA,0.716106
1945.981,NA,0.713314
1946,NA,0.713716
1946.019,NA,0.715188
1946.038,NA,0.719873
1946.058,NA,0.723047
1946.077,NA,0.723955
1946.096,NA,0.723621
1946.115,NA,0.722713
1946.135,NA,0.717065
1946.154,NA,0.713398
1946.173,NA,0.718269
1946.192,NA,0.72122
1946.211,NA,0.722126
1946.231,NA,0.721661
1946.25,NA,0.720781
1946.269,NA,0.709182
1946.288,NA,0.699758
1946.308,NA,0.695818
1946.327,NA,0.688368
1946.346,NA,0.67825
1946.365,NA,0.666199
1946.385,NA,0.654879
1946.404,NA,0.656783
1946.423,NA,0.654468
1946.442,NA,0.644911
1946.461,NA,0.641286
1946.481,NA,0.641612
1946.5,NA,0.636367
1946.519,NA,0.630818
1946.538,NA,0.627377
1946.558,NA,0.626944
1946.577,NA,0.631021
1946.596,NA,0.633205
1946.615,NA,0.634515
1946.635,NA,0.635825
1946.654,NA,0.634087
1946.673,NA,0.631449
1946.692,NA,0.628812
1946.711,NA,0.633888
1946.731,NA,0.639707
1946.75,NA,0.645528
1946.769,NA,0.655926
1946.788,NA,0.666324
1946.808,NA,0.67632
1946.827,NA,0.683851
1946.846,NA,0.691382
1946.865,NA,0.699421
1946.885,NA,0.709179
1946.904,NA,0.718937
1946.923,NA,0.72901
1946.942,NA,0.739623
1946.961,NA,0.750235
1946.981,NA,0.762629
1947,NA,0.777145
1947.019,NA,0.791661
1947.038,NA,0.802258
1947.058,NA,0.810201
1947.077,NA,0.818144
1947.096,NA,0.821585
1947.115,NA,0.822948
1947.135,NA,0.824311
1947.154,NA,0.821975
1947.173,NA,0.818548
1947.192,NA,0.815121
1947.211,NA,0.813796
1947.231,NA,0.812674
1947.25,NA,0.811552
1947.269,NA,0.810409
1947.288,NA,0.809267
1947.308,NA,0.807656
1947.327,NA,0.803168
1947.346,NA,0.79868
1947.365,NA,0.794173
1947.385,NA,0.789603
1947.404,NA,0.785033
1947.423,NA,0.783544
1947.442,NA,0.787339
1947.461,NA,0.791135
1947.481,NA,0.792666
1947.5,NA,0.791497
1947.519,NA,0.790329
1947.538,NA,0.793788
1947.558,NA,0.800383
1947.577,NA,0.806977
1947.596,NA,0.804484
1947.615,NA,0.797797
1947.635,NA,0.79911
1947.654,NA,0.802273
1947.673,NA,0.79513
1947.692,NA,0.787639
1947.711,NA,0.778191
1947.731,NA,0.771192
1947.75,NA,0.77161
1947.769,NA,0.768377
1947.788,NA,0.759089
1947.808,NA,0.75715
1947.827,NA,0.761072
1947.846,NA,0.752834
1947.865,NA,0.738984
1947.885,NA,0.738643
1947.904,NA,0.741424
1947.923,NA,0.752505
1947.942,NA,0.762088
1947.961,NA,0.760239
1947.981,NA,0.758589
1948,NA,0.75754
1948.019,NA,0.752296
1948.038,NA,0.740097
1948.058,NA,0.732675
1948.077,NA,0.729063
1948.096,NA,0.721745
1948.115,NA,0.712715
1948.135,NA,0.698012
1948.154,NA,0.681997
1948.173,NA,0.677109
1948.192,NA,0.671812
1948.211,NA,0.662886
1948.231,NA,0.652573
1948.25,NA,0.638058
1948.269,NA,0.629688
1948.288,NA,0.631503
1948.308,NA,0.624356
1948.327,NA,0.61006
1948.346,NA,0.609089
1948.365,NA,0.614268
1948.385,NA,0.619401
1948.404,NA,0.624523
1948.423,NA,0.632749
1948.442,NA,0.642916
1948.462,NA,0.667104
1948.481,NA,0.689763
1948.5,NA,0.707795
1948.519,NA,0.725939
1948.538,NA,0.744268
1948.558,NA,0.757149
1948.577,NA,0.765685
1948.596,NA,0.771661
1948.615,NA,0.772842
1948.635,NA,0.757134
1948.654,NA,0.749716
1948.673,NA,0.740947
1948.692,NA,0.715216
1948.712,NA,0.710283
1948.731,NA,0.709921
1948.75,NA,0.703113
1948.769,NA,0.703044
1948.788,NA,0.704258
1948.808,NA,0.704258
1948.827,NA,0.702456
1948.846,NA,0.705106
1948.865,NA,0.718305
1948.885,NA,0.71421
1948.904,NA,0.709003
1948.923,NA,0.709003
1948.942,NA,0.703768
1948.962,NA,0.698535
1948.981,NA,0.694756
1949,NA,0.691597
1949.019,NA,0.681617
1949.038,NA,0.660195
1949.058,NA,0.654708
1949.077,NA,0.654511
1949.096,NA,0.65989
1949.115,NA,0.650716
1949.135,NA,0.646367
1949.154,NA,0.648773
1949.173,NA,0.646486
1949.192,NA,0.642684
1949.212,NA,0.637306
1949.231,NA,0.651469
1949.25,NA,0.659117
1949.269,NA,0.660519
1949.288,NA,0.677519
1949.308,NA,0.6892
1949.327,NA,0.696724
1949.346,NA,0.705905
1949.365,NA,0.70604
1949.385,NA,0.701086
1949.404,NA,0.70848
1949.423,NA,0.708492
1949.442,NA,0.704623
1949.462,NA,0.712041
1949.481,NA,0.714334
1949.5,NA,0.715046
1949.519,NA,0.724728
1949.538,NA,0.725344
1949.558,NA,0.728681
1949.577,NA,0.76408
1949.596,NA,0.778276
1949.615,NA,0.786049
1949.635,NA,0.817425
1949.654,NA,0.839386
1949.673,NA,0.852389
1949.692,NA,0.869519
1949.712,NA,0.888369
1949.731,NA,0.909562
1949.75,NA,0.917638
1949.769,NA,0.925142
1949.788,NA,0.94368
1949.808,NA,0.951458
1949.827,NA,0.953259
1949.846,NA,0.951086
1949.865,NA,0.943396
1949.885,NA,0.929926
1949.904,NA,0.912414
1949.923,NA,0.892246
1949.942,NA,0.868059
1949.962,NA,0.847007
1949.981,NA,0.825316
1950,NA,0.796875
1950.019,NA,0.770779
1950.038,NA,0.746357
1950.058,NA,0.735395
1950.077,NA,0.727488
1950.096,NA,0.723103
1950.115,NA,0.720701
1950.135,NA,0.715067
1950.154,NA,0.702882
1950.173,NA,0.703386
1950.192,NA,0.707492
1950.212,NA,0.706637
1950.231,NA,0.71195
1950.25,NA,0.721167
1950.269,NA,0.735298
1950.288,NA,0.748033
1950.308,NA,0.758995
1950.327,NA,0.771514
1950.346,NA,0.784358
1950.365,NA,0.797514
1950.385,NA,0.828968
1950.404,NA,0.863524
1950.423,NA,0.872667
1950.442,NA,0.880265
1950.462,NA,0.886783
1950.481,NA,0.91203
1950.5,NA,0.921136
1950.519,NA,0.906992
1950.538,NA,0.909159
1950.558,NA,0.911096
1950.577,NA,0.903875
1950.596,NA,0.904225
1950.615,NA,0.908064
1950.635,NA,0.918407
1950.654,NA,0.931427
1950.673,NA,0.946214
1950.692,NA,0.961831
1950.712,NA,0.966998
1950.731,NA,0.967782
1950.75,NA,0.981158
1950.769,NA,1.000555
1950.788,NA,1.017945
1950.808,NA,1.034477
1950.827,NA,1.038569
1950.846,NA,1.036602
1950.865,NA,1.025703
1950.885,NA,1.010912
1950.904,NA,1.006511
1950.923,NA,1.007263
1950.942,NA,0.99418
1950.962,NA,0.974954
1950.981,NA,0.951673
1951,NA,0.926345
1951.019,NA,0.908944
1951.038,NA,0.895129
1951.058,NA,0.879903
1951.077,NA,0.863952
1951.096,NA,0.84823
1951.115,NA,0.832615
1951.135,NA,0.829055
1951.154,NA,0.830455
1951.173,NA,0.826614
1951.192,NA,0.820312
1951.212,NA,0.822015
1951.231,NA,0.827074
1951.25,NA,0.836908
1951.269,NA,0.849024
1951.288,NA,0.863285
1951.308,NA,0.878463
1951.327,NA,0.886886
1951.346,NA,0.892018
1951.365,NA,0.900543
1951.385,NA,0.910545
1951.404,NA,0.918265
1951.423,NA,0.924854
1951.442,NA,0.930304
1951.462,NA,0.935248
1951.481,NA,0.936704
1951.5,NA,0.936397
1951.519,NA,0.935372
1951.538,NA,0.934022
1951.558,NA,0.926747
1951.577,NA,0.916427
1951.596,NA,0.914448
1951.615,NA,0.916311
1951.635,NA,0.908565
1951.654,NA,0.896865
1951.673,NA,0.898997
1951.692,NA,0.907622
1951.712,NA,0.910278
1951.731,NA,0.910431
1951.75,NA,0.907007
1951.769,NA,0.901875
1951.788,NA,0.895667
1951.808,NA,0.888998
1951.827,NA,0.883336
1951.846,NA,0.878163
1951.865,NA,0.870622
1951.885,NA,0.86205
1951.904,NA,0.849842
1951.923,NA,0.83583
1951.942,NA,0.817294
1951.962,NA,0.796748
1951.981,NA,0.789903
1952,NA,0.789973
1952.019,NA,0.78177
1952.038,NA,0.769824
