Age,BaCa,Lumin
1952.058,NA,0.763632
1952.077,NA,0.760395
1952.096,NA,0.749601
1952.115,NA,0.735324
1952.135,NA,0.728636
1952.154,NA,0.725068
1952.173,NA,0.721486
1952.192,NA,0.717899
1952.212,NA,0.712665
1952.231,NA,0.706741
1952.25,NA,0.7004
1952.269,NA,0.69386
1952.288,NA,0.694265
1952.308,NA,0.697638
1952.327,NA,0.706773
1952.346,NA,0.718713
1952.365,NA,0.725945
1952.385,NA,0.731125
1952.404,NA,0.727746
1952.423,NA,0.720124
1952.442,NA,0.72117
1952.462,NA,0.726062
1952.481,NA,0.728315
1952.5,NA,0.729237
1952.519,NA,0.730081
1952.538,NA,0.73089
1952.558,NA,0.72669
1952.577,NA,0.719917
1952.596,NA,0.718711
1952.615,NA,0.721843
1952.635,NA,0.724898
1952.654,NA,0.718106
1952.673,NA,0.699966
1952.692,NA,0.692224
1952.712,NA,0.68716
1952.731,NA,0.681737
1952.75,NA,0.664716
1952.769,NA,0.65392
1952.788,NA,0.661862
1952.808,NA,0.660422
1952.827,NA,0.661578
1952.846,NA,0.667586
1952.865,NA,0.667439
1952.885,NA,0.674091
1952.904,NA,0.675762
1952.923,NA,0.654304
1952.942,NA,0.659413
1952.962,NA,0.653952
1952.981,NA,0.650321
1953,NA,0.642532
1953.019,NA,0.643123
1953.038,NA,0.650504
1953.058,NA,0.651904
1953.077,NA,0.652068
1953.096,NA,0.659423
1953.115,NA,0.646317
1953.135,NA,0.6642
1953.154,NA,0.666272
1953.173,NA,0.648852
1953.192,NA,0.64963
1953.212,NA,0.653797
1953.231,NA,0.64873
1953.25,NA,0.637373
1953.269,NA,0.629201
1953.288,NA,0.636044
1953.308,NA,0.642451
1953.327,NA,0.643002
1953.346,NA,0.642487
1953.365,NA,0.660419
1953.385,NA,0.667254
1953.404,NA,0.663618
1953.423,NA,0.656013
1953.442,NA,0.654959
1953.462,NA,0.661965
1953.481,NA,0.66922
1953.5,NA,0.68319
1953.519,NA,0.689582
1953.538,NA,0.681995
1953.558,NA,0.699612
1953.577,NA,0.714238
1953.596,NA,0.729216
1953.615,NA,0.731495
1953.635,NA,0.717596
1953.654,NA,0.711847
1953.673,NA,0.70726
1953.692,NA,0.68406
1953.712,NA,0.651415
1953.731,NA,0.62696
1953.75,NA,0.613327
1953.769,NA,0.608374
1953.788,NA,0.602588
1953.808,NA,0.602527
1953.827,NA,0.62814
1953.846,NA,0.648041
1953.865,NA,0.672074
1953.885,NA,0.684876
1953.904,NA,0.686054
1953.923,NA,0.702692
1953.942,NA,0.719865
1953.962,NA,0.726813
1953.981,NA,0.7304
1954,NA,0.737833
1954.019,NA,0.751847
1954.038,NA,0.748892
1954.058,NA,0.750729
1954.077,NA,0.755389
1954.096,NA,0.75499
1954.115,NA,0.748422
1954.135,NA,0.741507
1954.154,NA,0.742463
1954.173,NA,0.745865
1954.192,NA,0.735007
1954.212,NA,0.739975
1954.231,NA,0.740575
1954.25,NA,0.745496
1954.269,NA,0.755017
1954.288,NA,0.743946
1954.308,NA,0.756286
1954.327,NA,0.761022
1954.346,NA,0.760306
1954.365,NA,0.757535
1954.385,NA,0.735328
1954.404,NA,0.732498
1954.423,NA,0.733771
1954.442,NA,0.735815
1954.462,NA,0.739785
1954.481,NA,0.739785
1954.5,NA,0.744029
1954.519,NA,0.748944
1954.538,NA,0.755852
1954.558,NA,0.771174
1954.577,NA,0.770562
1954.596,NA,0.793299
1954.615,NA,0.818981
1954.635,NA,0.847186
1954.654,NA,0.868862
1954.673,NA,0.876352
1954.692,NA,0.895158
1954.712,NA,0.914136
1954.731,NA,0.941436
1954.75,NA,0.940156
1954.769,NA,0.949893
1954.788,NA,0.963171
1954.808,NA,0.964959
1954.827,NA,0.959282
1954.846,NA,0.952587
1954.865,NA,0.94237
1954.885,NA,0.933007
1954.904,NA,0.920923
1954.923,NA,0.903026
1954.942,NA,0.891277
1954.962,NA,0.88047
1954.981,NA,0.86276
1955,NA,0.828693
1955.019,NA,0.806768
1955.038,NA,0.773066
1955.058,NA,0.746973
1955.077,NA,0.716939
1955.096,NA,0.707819
1955.115,NA,0.706513
1955.135,NA,0.708666
1955.154,NA,0.707252
1955.173,NA,0.699938
1955.192,NA,0.70672
1955.212,NA,0.720632
1955.231,NA,0.734054
1955.25,NA,0.727931
1955.269,NA,0.737218
1955.288,NA,0.73511
1955.308,NA,0.752349
1955.327,NA,0.760332
1955.346,NA,0.779457
1955.365,NA,0.806905
1955.385,NA,0.840075
1955.404,NA,0.867961
1955.423,NA,0.882357
1955.442,NA,0.896448
1955.462,NA,0.910884
1955.481,NA,0.943276
1955.5,NA,0.938811
1955.519,NA,0.945833
1955.538,NA,0.943412
1955.558,NA,0.928641
1955.577,NA,0.907444
1955.596,NA,0.893591
1955.615,NA,0.883741
1955.635,NA,0.870314
1955.654,NA,0.856358
1955.673,NA,0.840759
1955.692,NA,0.823049
1955.712,NA,0.803095
1955.731,NA,0.799092
1955.75,NA,0.799871
1955.769,NA,0.786943
1955.788,NA,0.773257
1955.808,NA,0.757671
1955.827,NA,0.746788
1955.846,NA,0.739467
1955.865,NA,0.741034
1955.885,NA,0.744575
1955.904,NA,0.745574
1955.923,NA,0.743824
1955.942,NA,0.737371
1955.962,NA,0.737059
1955.981,NA,0.740826
1956,NA,0.735468
1956.019,NA,0.731887
1956.038,NA,0.742884
1956.058,NA,0.757076
1956.077,NA,0.776039
1956.096,NA,0.778972
1956.115,NA,0.774531
1956.135,NA,0.791539
1956.154,NA,0.811503
1956.173,NA,0.840488
1956.192,NA,0.865362
1956.212,NA,0.885871
1956.231,NA,0.895197
1956.25,NA,0.901187
1956.269,NA,0.933731
1956.288,NA,0.958659
1956.308,NA,0.964477
1956.327,NA,0.971661
1956.346,NA,0.97988
1956.365,NA,0.983714
1956.385,NA,0.988151
1956.404,NA,1.010809
1956.423,NA,1.025865
1956.442,NA,1.02792
1956.462,NA,1.030668
1956.481,NA,1.033877
1956.5,NA,1.017534
1956.519,NA,0.999097
1956.538,NA,0.982862
1956.558,NA,0.967455
1956.577,NA,0.953286
1956.596,NA,0.934322
1956.615,NA,0.913152
1956.635,NA,0.894601
1956.654,NA,0.873543
1956.673,NA,0.842178
1956.692,NA,0.821458
1956.712,NA,0.812042
1956.731,NA,0.790364
1956.75,NA,0.765016
1956.769,NA,0.753459
1956.788,NA,0.743126
1956.808,NA,0.735865
1956.827,NA,0.73389
1956.846,NA,0.735919
1956.865,NA,0.737155
1956.885,NA,0.738105
1956.904,NA,0.738093
1956.923,NA,0.740252
1956.942,NA,0.746124
1956.962,NA,0.751416
1956.981,NA,0.756322
1957,NA,0.762178
1957.019,NA,0.766762
1957.038,NA,0.764485
1957.058,NA,0.765464
1957.077,NA,0.771307
1957.096,NA,0.771522
1957.115,NA,0.769151
1957.135,NA,0.779235
1957.154,NA,0.789158
1957.173,NA,0.79686
1957.192,NA,0.802695
1957.212,NA,0.806546
1957.231,NA,0.817233
1957.25,NA,0.829975
1957.269,NA,0.843198
1957.288,NA,0.848883
1957.308,NA,0.835661
1957.327,NA,0.829962
1957.346,NA,0.829962
1957.365,NA,0.829673
1957.385,NA,0.829623
1957.404,NA,0.83291
1957.423,NA,0.830984
1957.442,NA,0.820145
1957.462,NA,0.818896
1957.481,NA,0.824015
1957.5,NA,0.822817
1957.519,NA,0.818693
1957.538,NA,0.80421
1957.558,NA,0.792647
1957.577,NA,0.785442
1957.596,NA,0.780028
1957.615,NA,0.770697
1957.635,NA,0.745409
1957.654,NA,0.739701
1957.673,NA,0.732258
1957.692,NA,0.712023
1957.712,NA,0.700749
1957.731,NA,0.68917
1957.75,NA,0.676214
1957.769,NA,0.663017
1957.788,NA,0.653492
1957.808,NA,0.644547
1957.827,NA,0.624046
1957.846,NA,0.6007
1957.865,NA,0.573235
1957.885,NA,0.536312
1957.904,NA,0.515562
1957.923,NA,0.502801
1957.942,NA,0.495581
1957.962,NA,0.492276
1957.981,NA,0.504086
1958,NA,0.533404
1958.019,NA,0.561344
1958.038,NA,0.601591
1958.058,NA,0.649959
1958.077,NA,0.697199
1958.096,NA,0.755895
1958.115,NA,0.810739
1958.135,NA,0.834896
1958.154,NA,0.866061
1958.173,NA,0.894299
1958.192,NA,0.914014
1958.212,NA,0.920227
1958.231,NA,0.920527
1958.25,NA,0.915332
1958.269,NA,0.913056
1958.288,NA,0.904781
1958.308,NA,0.892807
1958.327,NA,0.88295
1958.346,NA,0.857108
1958.365,NA,0.831883
1958.385,NA,0.833454
1958.404,NA,0.818709
1958.423,NA,0.800477
1958.442,NA,0.784465
1958.462,NA,0.777375
1958.481,NA,0.770765
1958.5,NA,0.763743
1958.519,NA,0.779162
1958.538,NA,0.783938
1958.558,NA,0.782551
1958.577,NA,0.787361
1958.596,NA,0.785899
1958.615,NA,0.781469
1958.635,NA,0.775952
1958.654,NA,0.775911
1958.673,NA,0.783778
1958.692,NA,0.782525
1958.712,NA,0.779216
1958.731,NA,0.777069
1958.75,NA,0.774961
1958.769,NA,0.772881
1958.788,NA,0.773919
1958.808,NA,0.773445
1958.827,NA,0.768655
1958.846,NA,0.768033
1958.865,NA,0.76948
1958.885,NA,0.772867
1958.904,NA,0.775757
1958.923,NA,0.777929
1958.942,NA,0.783565
1958.962,NA,0.789681
1958.981,NA,0.794025
1959,NA,0.807499
1959.019,NA,0.827772
1959.038,NA,0.833334
1959.058,NA,0.832003
1959.077,NA,0.817848
1959.096,NA,0.81755
1959.115,NA,0.823144
1959.135,NA,0.822699
1959.154,NA,0.817226
1959.173,NA,0.804491
1959.192,NA,0.800155
1959.212,NA,0.797832
1959.231,NA,0.794958
1959.25,NA,0.788788
1959.269,NA,0.780163
1959.288,NA,0.784797
1959.308,NA,0.786553
1959.327,NA,0.778368
1959.346,NA,0.774267
1959.365,NA,0.772303
1959.385,NA,0.773656
1959.404,NA,0.772611
1959.423,NA,0.768103
1959.442,NA,0.757131
1959.462,NA,0.746661
1959.481,NA,0.745633
1959.5,NA,0.744611
1959.519,NA,0.743592
1959.538,NA,0.739452
1959.558,NA,0.734691
1959.577,NA,0.7292
1959.596,NA,0.724459
1959.615,NA,0.719759
1959.635,NA,0.711239
1959.654,NA,0.707105
1959.673,NA,0.709304
1959.692,NA,0.713256
1959.712,NA,0.715701
1959.731,NA,0.70956
1959.75,NA,0.711708
1959.769,NA,0.720027
1959.788,NA,0.72956
1959.808,NA,0.736349
1959.827,NA,0.736361
1959.846,NA,0.743634
1959.865,NA,0.75383
1959.885,NA,0.758796
1959.904,NA,0.766578
1959.923,NA,0.778425
1959.942,NA,0.775375
1959.962,NA,0.773429
1959.981,NA,0.792998
1960,NA,0.803705
1960.019,NA,0.807816
1960.038,NA,0.826926
1960.058,NA,0.840862
1960.077,NA,0.839024
1960.096,NA,0.842682
1960.115,NA,0.848862
1960.135,NA,0.854998
1960.154,NA,0.862189
1960.173,NA,0.870903
1960.192,NA,0.87267
1960.212,NA,0.871845
1960.231,NA,0.867394
1960.25,NA,0.866668
1960.269,NA,0.868717
1960.288,NA,0.866854
1960.308,NA,0.86143
1960.327,NA,0.848509
1960.346,NA,0.837198
1960.365,NA,0.827092
1960.385,NA,0.822882
1960.404,NA,0.824702
1960.423,NA,0.835221
1960.442,NA,0.831037
1960.462,NA,0.823483
1960.481,NA,0.817558
1960.5,NA,0.821705
1960.519,NA,0.833348
1960.538,NA,0.832779
1960.558,NA,0.831635
1960.577,NA,0.832012
1960.596,NA,0.836093
1960.615,NA,0.827989
1960.635,NA,0.823567
1960.654,NA,0.819996
1960.673,NA,0.799786
1960.692,NA,0.78312
1960.712,NA,0.766912
1960.731,NA,0.734609
1960.75,NA,0.715393
1960.769,NA,0.703557
1960.788,NA,0.69786
1960.808,NA,0.697195
1960.827,NA,0.686443
1960.846,NA,0.686101
1960.865,NA,0.690823
1960.885,NA,0.695757
1960.904,NA,0.698787
1960.923,NA,0.701748
1960.942,NA,0.715497
1960.962,NA,0.736722
1960.981,NA,0.746542
1961,NA,0.747965
1961.019,NA,0.752668
1961.038,NA,0.7636
1961.058,NA,0.763527
1961.077,NA,0.770258
1961.096,NA,0.78226
1961.115,NA,0.795102
1961.135,NA,0.801349
1961.154,NA,0.807349
1961.173,NA,0.847204
1961.192,NA,0.920425
1961.212,NA,0.961331
1961.231,NA,0.965983
1961.25,NA,0.923494
1961.269,NA,0.889863
1961.288,NA,0.806104
1961.308,NA,0.761834
1961.327,NA,0.751031
1961.346,NA,0.738283
1961.365,NA,0.725793
1961.385,NA,0.721161
1961.404,NA,0.71926
1961.423,NA,0.719109
1961.442,NA,0.724542
1961.462,NA,0.722014
1961.481,NA,0.708304
1961.5,NA,0.693919
1961.519,NA,0.687934
1961.538,NA,0.686462
1961.558,NA,0.698565
1961.577,NA,0.693057
1961.596,NA,0.696402
1961.615,NA,0.706521
1961.635,NA,0.717549
1961.654,NA,0.719452
1961.673,NA,0.712078
1961.692,NA,0.715066
1961.712,NA,0.722272
1961.731,NA,0.726396
1961.75,NA,0.712425
1961.769,NA,0.713741
1961.788,NA,0.718209
1961.808,NA,0.72289
1961.827,NA,0.722795
1961.846,NA,0.72111
1961.865,NA,0.722309
1961.885,NA,0.719981
1961.904,NA,0.712028
1961.923,NA,0.708593
1961.942,NA,0.713609
1961.962,NA,0.719097
1961.981,NA,0.718136
1962,NA,0.694126
1962.019,NA,0.701495
1962.038,NA,0.680346
1962.058,NA,0.669138
1962.077,NA,0.654556
1962.096,NA,0.652967
1962.115,NA,0.647506
1962.135,NA,0.641744
1962.154,NA,0.633613
1962.173,NA,0.618921
1962.192,NA,0.615855
1962.212,NA,0.613546
1962.231,NA,0.614369
1962.25,NA,0.620779
1962.269,NA,0.623986
1962.288,NA,0.640126
1962.308,NA,0.654331
1962.327,NA,0.656813
1962.346,NA,0.661031
1962.365,NA,0.673904
1962.385,NA,0.689696
1962.404,NA,0.697651
1962.423,NA,0.702215
1962.442,NA,0.713232
1962.462,NA,0.715403
1962.481,NA,0.717821
1962.5,NA,0.711869
1962.519,NA,0.739279
1962.538,NA,0.732366
1962.558,NA,0.725373
1962.577,NA,0.720301
1962.596,NA,0.731923
1962.615,NA,0.717288
1962.635,NA,0.730435
1962.654,NA,0.747157
1962.673,NA,0.772666
1962.692,NA,0.775633
1962.712,NA,0.787147
1962.731,NA,0.805876
1962.75,NA,0.814427
1962.769,NA,0.812399
1962.788,NA,0.805058
1962.808,NA,0.802846
1962.827,NA,0.78831
1962.846,NA,0.79126
1962.865,NA,0.784426
1962.885,NA,0.78351
1962.904,NA,0.768622
1962.923,NA,0.762792
1962.942,NA,0.762049
1962.962,NA,0.748048
1962.981,NA,0.747212
1963,NA,0.741754
1963.019,NA,0.730949
1963.038,NA,0.721686
1963.058,NA,0.722892
1963.077,NA,0.721104
1963.096,NA,0.707125
1963.115,NA,0.710867
1963.135,NA,0.723061
1963.154,NA,0.718365
1963.173,NA,0.715332
1963.192,NA,0.700713
1963.212,NA,0.700832
1963.231,NA,0.695271
1963.25,NA,0.680626
1963.269,NA,0.694674
1963.288,NA,0.690041
1963.308,NA,0.697775
1963.327,NA,0.70459
1963.346,NA,0.710164
1963.365,NA,0.701513
1963.385,NA,0.694319
1963.404,NA,0.701543
1963.423,NA,0.700352
1963.442,NA,0.709329
1963.462,NA,0.703269
1963.481,NA,0.693557
1963.5,NA,0.701323
1963.519,NA,0.702195
1963.538,NA,0.706319
1963.558,NA,0.716013
1963.577,NA,0.713249
1963.596,NA,0.707393
1963.615,NA,0.705044
1963.635,NA,0.702695
1963.654,NA,0.704047
1963.673,NA,0.701525
1963.692,NA,0.690545
1963.712,NA,0.692432
1963.731,NA,0.697303
1963.75,NA,0.70426
1963.769,NA,0.705719
1963.788,NA,0.708484
1963.808,NA,0.711291
1963.827,NA,0.709021
1963.846,NA,0.706751
1963.865,NA,0.703961
1963.885,NA,0.699423
1963.904,NA,0.694133
1963.923,NA,0.690946
1963.942,NA,0.691719
1963.962,NA,0.6988
1963.981,NA,0.699813
1964,NA,0.692937
1964.019,NA,0.692116
1964.038,NA,0.692742
1964.058,NA,0.693787
1964.077,NA,0.691465
1964.096,NA,0.683904
1964.115,NA,0.673867
1964.135,NA,0.663582
1964.154,NA,0.665821
1964.173,NA,0.672614
1964.192,NA,0.680923
1964.212,NA,0.676741
1964.231,NA,0.670128
1964.25,NA,0.662061
1964.269,NA,0.670455
1964.288,NA,0.672445
1964.308,NA,0.670452
1964.327,NA,0.670452
1964.346,NA,0.670024
1964.365,NA,0.67199
1964.385,NA,0.682648
1964.404,NA,0.677011
1964.423,NA,0.672168
1964.442,NA,0.676812
1964.462,NA,0.679334
1964.481,NA,0.685222
1964.5,NA,0.695313
1964.519,NA,0.689638
1964.538,NA,0.699655
1964.558,NA,0.717177
1964.577,NA,0.716162
1964.596,NA,0.718662
1964.615,NA,0.730551
1964.635,NA,0.721803
1964.654,NA,0.714802
1964.673,NA,0.714974
1964.692,NA,0.715053
1964.712,NA,0.701684
1964.731,NA,0.698449
1964.75,NA,0.691784
1964.769,NA,0.678562
1964.788,NA,0.684528
1964.808,NA,0.682946
1964.827,NA,0.688591
1964.846,NA,0.684288
1964.865,NA,0.67957
1964.885,NA,0.681511
1964.904,NA,0.68342
1964.923,NA,0.699131
1964.942,NA,0.719783
1964.962,NA,0.728537
1964.981,NA,0.739913
1965,NA,0.731072
1965.019,NA,0.723549
1965.038,NA,0.709335
1965.058,NA,0.70816
1965.077,NA,0.694849
1965.096,NA,0.689947
1965.115,NA,0.695125
1965.135,NA,0.695107
1965.154,NA,0.690929
1965.173,NA,0.668959
1965.192,NA,0.681221
1965.212,NA,0.668296
1965.231,NA,0.654319
1965.25,NA,0.669393
1965.269,NA,0.656453
1965.288,NA,0.674398
1965.308,NA,0.68031
1965.327,NA,0.677499
1965.346,NA,0.679516
1965.365,NA,0.67969
1965.385,NA,0.673023
1965.404,NA,0.673367
1965.423,NA,0.665597
1965.442,NA,0.644647
1965.462,NA,0.64479
1965.481,NA,0.645289
1965.5,NA,0.645289
1965.519,NA,0.648411
1965.538,NA,0.648145
1965.558,NA,0.647565
1965.577,NA,0.638348
1965.596,NA,0.630097
1965.615,NA,0.632596
1965.635,NA,0.642423
1965.654,NA,0.646554
1965.673,NA,0.651622
1965.692,NA,0.66113
1965.712,NA,0.666293
1965.731,NA,0.668305
1965.75,NA,0.667109
1965.769,NA,0.689011
1965.788,NA,0.692583
1965.808,NA,0.684955
1965.827,NA,0.684209
1965.846,NA,0.682382
1965.865,NA,0.680593
1965.885,NA,0.680593
1965.904,NA,0.681871
1965.923,NA,0.686063
1965.942,NA,0.694587
1965.962,NA,0.691029
1965.981,NA,0.688844
1966,NA,0.689634
1966.019,NA,0.688812
1966.038,NA,0.688482
1966.058,NA,0.689605
1966.077,NA,0.697528
1966.096,NA,0.70888
1966.115,NA,0.716001
1966.135,NA,0.703668
1966.154,NA,0.701586
1966.173,NA,0.701618
1966.192,NA,0.700145
1966.212,NA,0.702189
1966.231,NA,0.703065
1966.25,NA,0.702169
1966.269,NA,0.705571
1966.288,NA,0.710385
1966.308,NA,0.715189
