Age,Ba138Ca,BaCa,Bca,CdCa,LiCa,MgCa,MnCa,PbCa,PCa,SrCa,UCa,YCa,Distance
1967.861131,0.00401095,0.0039058,0.494182,-1.76E-07,0.00639584,4.535689,0.000744103,8.59E-05,0.00448675,8.611621898,0.0011464,0.000233075,594.5247376
1967.869239,0.00426455,0.00402042,0.490843,6.64E-06,0.00598187,4.107357,0.00077505,9.92E-05,0.00441093,8.667152816,0.00131306,0.000423148,594.3476543
1967.877348,0.00411593,0.00404213,0.521606,-2.62E-06,0.0062546,4.295023,0.000715381,7.61E-05,0.00539657,8.862454294,0.00136107,0.000297006,594.1705709
1967.885457,0.00432681,0.00414455,0.509247,5.81E-06,0.00627382,4.625253,0.00076994,9.71E-05,0.0049274,8.753662819,0.00131904,0.000362441,593.9934876
1967.893566,0.00431027,0.00413095,0.478593,6.75E-06,0.00586255,4.357447,0.000865596,9.54E-05,0.00343462,8.766951068,0.00128879,0.000430507,593.8164043
1967.901675,0.0046991,0.00467563,0.453027,-1.67E-07,0.00577887,4.130478,0.000833582,8.67E-05,0.00405357,8.539644301,0.00117221,0.000476908,593.6393209
1967.909784,0.00602436,0.00586809,0.436493,1.55E-05,0.00550712,3.483522,0.000798723,9.53E-05,0.00525641,8.928874438,0.00143404,0.000700032,593.4622376
1967.917892,0.00491377,0.0051037,0.456893,2.82E-07,0.00574023,3.606983,0.000813626,7.71E-05,0.00193298,8.888730332,0.00130254,0.000469785,593.2851543
1967.926001,0.00542973,0.00564861,0.457811,5.96E-06,0.0061,4.181952,0.000841488,9.14E-05,0.00398282,8.627911401,0.00121842,0.000385726,593.1080709
1967.93411,0.00533289,0.00493612,0.50018,1.27E-05,0.00643337,5.058618,0.000874703,0.000109381,0.00512812,8.708522752,0.00108843,0.000264169,592.9309876
1967.942219,0.00511924,0.00525777,0.508816,7.98E-06,0.00686735,5.319981,0.000828231,0.000112869,0.0072111,8.657543938,0.00107423,0.000268435,592.7539043
1967.950328,0.00482236,0.00495999,0.499926,6.54E-07,0.0062454,4.407556,0.000791925,0.000106393,0.00210857,8.700464085,0.00125706,0.000338648,592.5768209
1967.958437,0.00657893,0.00629546,0.463419,8.87E-06,0.00579662,4.593432,0.000764744,0.000111287,0.00447373,8.551576026,0.00116849,0.000485962,592.3997376
1967.966545,0.00741057,0.00734797,0.460344,1.88E-06,0.00598652,5.050769,0.000878103,0.000117874,0.00295006,8.74756853,0.00118723,0.000583776,592.2226543
1967.974654,0.00676796,0.0067529,0.498319,3.75E-06,0.00646768,5.813726,0.000922115,0.00013177,0.00643268,8.669095228,0.00119149,0.000470226,592.0455709
1967.982763,0.00766937,0.00740507,0.481036,7.09E-06,0.00615801,5.262991,0.000850543,9.92E-05,0.00432542,8.673888761,0.001238,0.000377349,591.8684876
1967.990872,0.00990406,0.00962106,0.435996,-2.58E-06,0.00553506,3.664697,0.000896193,7.75E-05,0.000980274,8.690903547,0.00136974,0.000657706,591.6914043
1967.998981,0.0107446,0.0102382,0.440159,1.81E-06,0.00534274,3.320821,0.000905673,7.05E-05,0.00363908,8.895579383,0.00137578,0.000685652,591.5143209
1968.00709,0.010669,0.0108945,0.437841,1.23E-05,0.00539696,3.394141,0.000870183,8.02E-05,0.00566195,8.971194787,0.00138448,0.000717606,591.3372376
1968.015198,0.00969723,0.00975192,0.436305,-6.93E-07,0.00541229,3.654761,0.000817204,7.86E-05,0.00559618,8.743006761,0.00133138,0.000662722,591.1601543
1968.023307,0.0107764,0.0105966,0.460967,2.18E-06,0.00579705,4.480396,0.000908327,9.10E-05,0.00316845,8.821135603,0.00126862,0.000532747,590.9830709
1968.031416,0.0102325,0.0104285,0.490256,-6.86E-07,0.00629177,4.601049,0.000927963,0.000104624,0.00745602,8.982050491,0.00139987,0.000625576,590.8059876
1968.039525,0.00912844,0.00891813,0.460902,-3.14E-07,0.00610154,3.842225,0.000777136,0.000101614,0.00364686,9.049728108,0.00155666,0.000730218,590.6289043
1968.047634,0.00625991,0.0061272,0.440308,3.94E-06,0.00578571,3.945509,0.000673923,8.30E-05,0.00812455,8.813334954,0.00139864,0.000737752,590.4518209
1968.055743,0.00586074,0.0061489,0.47017,1.08E-05,0.00603691,4.545121,0.000728644,9.18E-05,0.0104791,8.912233874,0.00141397,0.000686402,590.2747376
1968.063851,0.00611204,0.00585614,0.471217,9.24E-07,0.00583741,4.815397,0.00065492,9.14E-05,0.0076133,8.955841331,0.00140238,0.000728383,590.0976543
1968.07196,0.00616893,0.00583274,0.467017,-1.22E-06,0.00595157,4.595976,0.00064116,0.000110663,0.0102157,9.176381461,0.00171309,0.000728212,589.9205709
1968.080069,0.00587168,0.0062353,0.473005,1.52E-05,0.00603923,4.384494,0.000635022,9.59E-05,0.00434357,8.817139155,0.00141992,0.00058237,589.7434876
1968.088178,0.00799231,0.00780125,0.468145,4.13E-06,0.00594678,4.800443,0.000729746,0.000101098,0.00442547,8.862602202,0.00136344,0.000602588,589.5664043
1968.096287,0.00772884,0.0075829,0.491427,-3.02E-07,0.00639631,5.907832,0.00084858,0.00010261,0.00370875,8.73727108,0.00117378,0.000489163,589.3893209
1968.104396,0.006694,0.00640563,0.486892,1.29E-05,0.00629307,5.771506,0.000859337,0.000100146,0.00432344,8.610135547,0.0011364,0.00038007,589.2122376
1968.120436,0.00577678,0.00565881,0.476467,8.07E-06,0.00606386,5.35636,0.000748271,9.76E-05,0.00774144,8.745667522,0.00127049,0.000488687,589.0351543
1968.136476,0.0060343,0.00592499,0.517465,9.13E-06,0.00650632,6.601985,0.000912946,0.000128742,0.00301927,8.519722813,0.00106487,0.000362376,588.8580709
1968.152517,0.00627135,0.00623861,0.520575,1.85E-05,0.00701929,7.318476,0.000947011,0.000145202,0.00500496,8.658439733,0.00107151,0.000319495,588.6809876
1968.168557,0.00644523,0.0064237,0.52476,1.52E-05,0.00724681,7.021099,0.00100344,0.000146292,0.0072091,8.583966567,0.00107941,0.00023735,588.5039043
1968.184598,0.00621717,0.00590936,0.484492,1.00E-05,0.00663474,5.277301,0.000842603,0.000109078,0.00558479,8.533256743,0.00111722,0.000382156,588.3268209
1968.200638,0.00586942,0.00589129,0.487409,5.02E-06,0.00649966,5.437532,0.0009551,0.000118405,0.0102576,8.622423485,0.0012526,0.000551138,588.1497376
1968.216678,0.00613574,0.0058104,0.485706,1.19E-05,0.00604181,5.105547,0.000684933,9.56E-05,0.00464626,8.761923899,0.00127782,0.00035467,587.9726543
1968.232719,0.00567311,0.00560905,0.495468,4.89E-06,0.00625705,4.935265,0.000591973,0.00010566,0.0034916,8.932098042,0.00137326,0.000460463,587.7955709
1968.248759,0.00583661,0.00547711,0.48106,6.24E-06,0.00617605,5.034344,0.000613929,0.000172405,0.00297814,8.777090741,0.00127221,0.000430696,587.6184876
1968.2648,0.0058891,0.00577411,0.48855,-2.50E-06,0.00651812,5.056822,0.000722134,9.29E-05,0.00504923,8.781890892,0.0013002,0.000418087,587.4414043
1968.28084,0.00589278,0.00570569,0.494179,9.67E-06,0.00677574,5.084566,0.000726697,9.07E-05,0.0041398,8.793898503,0.00120615,0.000321494,587.2643209
1968.29688,0.00609724,0.00582885,0.495017,1.02E-05,0.00680254,5.172743,0.00069334,0.000103076,0.00327667,8.728062044,0.00118403,0.00027683,587.0872376
1968.312921,0.00574664,0.00593765,0.489897,6.30E-06,0.00661559,5.037658,0.000657147,9.34E-05,0.00411401,8.827173321,0.00121382,0.000296144,586.9101543
1968.328961,0.00586487,0.00569328,0.490137,3.81E-06,0.00671153,4.467018,0.000581164,6.61E-05,0.00365834,8.768082404,0.00120843,0.000270955,586.7330709
1968.345001,0.00535122,0.00534992,0.505515,3.95E-06,0.00618242,3.778052,0.000498148,6.20E-05,0.00456239,8.827820067,0.00138113,0.000359075,586.5559876
1968.361042,0.00518169,0.00527632,0.522259,9.69E-06,0.00604727,3.682691,0.000465494,6.11E-05,0.00563004,9.024799094,0.00148503,0.000369589,586.3789043
1968.377082,0.00511979,0.00502482,0.520817,6.75E-06,0.00589048,3.691219,0.000436425,6.98E-05,0.00469654,9.201761976,0.00149433,0.000473975,586.2018209
1968.393123,0.00521988,0.00498893,0.52096,5.12E-06,0.00620676,3.538735,0.000411093,6.07E-05,0.00379998,9.023783993,0.00143945,0.000423323,586.0247376
1968.409163,0.00501129,0.00481456,0.517947,1.25E-05,0.00614526,3.622418,0.000463079,6.79E-05,0.00923415,9.005562941,0.00149171,0.000513289,585.8476543
1968.425203,0.00489134,0.00481771,0.522284,-9.69E-07,0.00587922,3.720796,0.000402155,7.60E-05,0.00305617,9.139589532,0.00158777,0.0005136,585.6705709
1968.441244,0.00520735,0.00502491,0.52933,3.83E-06,0.00591123,3.419889,0.00036321,6.73E-05,0.00319439,9.018877939,0.00153073,0.000390102,585.4934876
1968.457284,0.00478548,0.00506911,0.536232,-7.08E-07,0.0060199,3.736422,0.000364985,6.31E-05,0.0028717,9.263672764,0.00157688,0.000479243,585.3164043
1968.473325,0.00519094,0.00517636,0.530086,4.07E-06,0.0060908,3.946584,0.000705967,6.40E-05,0.00535594,9.225209027,0.00162427,0.000425621,585.1393209
1968.489365,0.00540967,0.0053707,0.533323,6.50E-06,0.00677868,4.514467,0.000558247,7.61E-05,0.00683915,8.993192841,0.00144991,0.000381964,584.9622376
1968.505405,0.00590576,0.00564585,0.545519,5.67E-06,0.00700664,4.749777,0.000538436,7.90E-05,0.00529837,9.121085268,0.00142721,0.000300654,584.7851543
1968.521446,0.00537577,0.00541133,0.503867,4.48E-06,0.00576454,3.05104,0.000427988,6.13E-05,0.00406801,9.299576046,0.00162121,0.000431106,584.6080709
1968.537486,0.00546136,0.00518303,0.500731,-3.03E-07,0.00594953,3.088025,0.000425464,6.55E-05,0.00587514,9.138897415,0.00160763,0.000383953,584.4309876
1968.553527,0.00507471,0.0049834,0.485037,1.21E-05,0.00576217,3.033435,0.000357777,6.59E-05,0.00808455,9.384378825,0.00169327,0.000501021,584.2539043
1968.569567,0.00483956,0.00472041,0.465521,3.64E-06,0.00589892,2.717332,0.00041099,8.12E-05,0.0118655,9.278957539,0.00174743,0.000597478,584.0768209
1968.585607,0.00463096,0.00457754,0.477344,-4.93E-06,0.00606134,2.969806,0.000457524,9.45E-05,0.0161331,9.376401385,0.00179393,0.000628286,583.8997376
1968.601648,0.00472252,0.00439993,0.463467,3.72E-06,0.00602914,2.88507,0.000484325,0.000114848,0.0183752,9.41549107,0.00179813,0.000767662,583.7226543
1968.615236,0.00447453,0.00440713,0.48536,5.43E-06,0.00604232,2.766983,0.000425054,8.45E-05,0.0116157,9.354453999,0.00173816,0.00054752,583.5455709
1968.628823,0.00444103,0.00440045,0.504134,4.09E-06,0.00626046,2.850653,0.000498934,9.38E-05,0.0122614,9.393940064,0.00172302,0.000627465,583.3684876
1968.642411,0.00453773,0.00457676,0.501534,1.64E-06,0.00628505,3.102775,0.000527878,0.000113095,0.0144988,9.245537755,0.00169951,0.000680849,583.1914043
1968.655999,0.00532864,0.005293,0.542816,-3.56E-07,0.00684652,3.86129,0.00067491,0.000103776,0.0110395,9.191868226,0.00152998,0.000409939,583.0143209
1968.669587,0.00530609,0.00528344,0.527685,3.38E-06,0.00665689,4.220848,0.000635613,0.000101104,0.0126246,9.183409518,0.00155829,0.000436005,582.8372376
1968.683174,0.0046082,0.00440987,0.510834,6.85E-06,0.0062268,4.143566,0.00054222,0.000115448,0.0182303,9.23691419,0.00164642,0.000518321,582.6601543
1968.696762,0.00429055,0.00437393,0.4665,3.99E-06,0.00648908,3.557345,0.00063958,0.000126239,0.0237929,9.450098928,0.00183594,0.000527285,582.4830709
1968.71035,0.00423401,0.00429179,0.48579,1.25E-06,0.0061025,3.295134,0.000624514,0.000112371,0.0158122,9.331522999,0.0017237,0.00053511,582.3059876
1968.723938,0.00422344,0.00434779,0.527417,3.26E-06,0.00642165,4.191801,0.000669192,0.000101906,0.0113257,9.053848689,0.00145247,0.000449278,582.1289043
1968.737526,0.00460379,0.00487772,0.578562,4.91E-06,0.00704163,4.799847,0.000670977,0.000101782,0.00968064,9.045802912,0.00140485,0.000317301,581.9518209
1968.751113,0.00450033,0.00435129,0.501694,3.43E-06,0.0062119,3.530436,0.000622462,0.000106842,0.0134763,9.182388352,0.0015388,0.000441659,581.7747376
1968.764701,0.00428937,0.00442358,0.501713,1.15E-05,0.0063918,3.544314,0.000691091,0.000135799,0.0166256,9.296926151,0.00157565,0.000467969,581.5976543
1968.778289,0.00402052,0.0041065,0.457854,-6.79E-07,0.00589083,3.256843,0.000647189,0.000119876,0.0162681,9.120746009,0.00159234,0.000525614,581.4205709
1968.791877,0.00460666,0.00444618,0.516984,-6.02E-07,0.00671684,4.784123,0.000663556,0.00014671,0.0137542,8.973857104,0.00139945,0.000337666,581.2434876
1968.805464,0.00435523,0.00428221,0.501941,2.87E-06,0.00638744,4.946173,0.000734316,0.000147035,0.0172321,8.802606979,0.00140309,0.000421023,581.0664043
1968.819052,0.00412504,0.00430526,0.493188,5.07E-06,0.00620597,4.721742,0.00062617,0.000122537,0.017292,9.052761421,0.00146429,0.000448857,580.8893209
1968.83264,0.00423768,0.00397086,0.45178,2.72E-06,0.0056943,3.387772,0.000618846,9.58E-05,0.015409,9.185557697,0.00156156,0.000562429,580.7122376
1968.846228,0.00408011,0.00418998,0.458846,2.57E-06,0.00603387,3.989882,0.000621645,8.66E-05,0.00748464,8.821490552,0.00132218,0.000379478,580.5351543
1968.859816,0.00402613,0.00401383,0.476691,-1.04E-06,0.00612631,3.705163,0.000555353,8.22E-05,0.00924909,8.807200648,0.00131623,0.00038689,580.3580709
1968.873403,0.00384083,0.00395227,0.490858,4.65E-06,0.0059893,3.599419,0.000539376,7.13E-05,0.00679778,8.85552366,0.00136564,0.000378965,580.1809876
1968.886991,0.00427917,0.00425213,0.49937,6.82E-06,0.00618448,4.174946,0.000586959,8.72E-05,0.00809496,8.869921375,0.00132353,0.000368242,580.0039043
1968.900579,0.00431945,0.00431512,0.516837,1.44E-06,0.00674706,4.525748,0.00060339,0.00011796,0.00893417,8.848659335,0.00126859,0.000324299,579.8268209
1968.914167,0.00406879,0.0040001,0.486483,1.28E-06,0.00605051,3.879626,0.000624945,9.28E-05,0.00828219,8.856417596,0.00135569,0.000324334,579.6497376
1968.927754,0.00347024,0.00340318,0.45315,4.29E-06,0.00536692,3.552733,0.000624682,8.91E-05,0.00882024,8.657027623,0.00133599,0.000391891,579.4726543
1968.941342,0.00385885,0.00391262,0.476856,5.95E-06,0.00605669,4.127104,0.000716098,0.000141351,0.0115378,8.893514721,0.00129701,0.000360199,579.2955709
1968.95493,0.00416222,0.00405981,0.487295,5.68E-06,0.00607372,3.797114,0.00077531,0.00014701,0.0138149,9.074963999,0.0014239,0.0003764,579.1184876
1968.968518,0.00393287,0.00376802,0.482405,1.46E-05,0.00588201,3.41365,0.000687929,0.000121684,0.0129852,9.21649588,0.00151189,0.000433002,578.9414043
1968.982106,0.00370715,0.00380491,0.487149,8.53E-06,0.00593234,3.7509,0.000740434,0.000113507,0.00658605,8.982240984,0.00135327,0.000282529,578.7643209
1968.995693,0.00384808,0.00387709,0.455673,3.10E-06,0.00565639,3.643332,0.000658867,0.000112398,0.00777723,8.820323564,0.00135901,0.000310988,578.5872376
1969.009281,0.00399287,0.00377858,0.467609,1.92E-06,0.00599254,3.503494,0.000676689,0.00011327,0.00862789,9.0965017,0.00149079,0.000333295,578.4101543
1969.022869,0.00390372,0.00392251,0.484045,1.88E-06,0.00614265,3.969385,0.000687157,9.87E-05,0.00666591,8.920998367,0.00131866,0.000272838,578.2330709
1969.036457,0.00389074,0.00398682,0.510837,5.16E-06,0.00678338,4.537784,0.000672129,0.000108905,0.00541276,8.874387987,0.00121667,0.00026309,578.0559876
1969.050044,0.00428426,0.00405964,0.504232,-4.47E-06,0.00634751,4.593057,0.000778024,0.000128617,0.00490305,8.722623963,0.00124651,0.000248403,577.8789043
1969.063632,0.00418461,0.00426229,0.509436,5.53E-06,0.00666202,5.072454,0.000848826,0.000172293,0.00420863,8.629793295,0.00110737,0.000186977,577.7018209
1969.07722,0.00418914,0.00407666,0.507125,1.08E-05,0.00622473,4.42389,0.000849717,0.000146815,0.00418767,8.770456808,0.00119791,0.000279728,577.5247376
1969.090808,0.00394314,0.0037119,0.494034,5.79E-06,0.00614654,4.10153,0.0008273,0.000135943,0.00649195,8.741946839,0.00119558,0.000311909,577.3476543
1969.104396,0.00382265,0.00371775,0.425025,2.91E-05,0.00545528,3.033374,0.000704598,0.000118307,0.010471,8.977224658,0.00158667,0.000541953,577.1705709
1969.116827,0.00363702,0.00380824,0.44618,1.40E-05,0.00565632,3.520731,0.000717776,0.000126918,0.0135935,9.054366533,0.00155997,0.000520785,576.9934876
1969.129258,0.00388434,0.00369064,0.465472,1.23E-06,0.00596045,4.065538,0.000723314,0.00014841,0.00805931,8.871304463,0.00132549,0.000442635,576.8164043
1969.14169,0.00370573,0.00395366,0.490912,5.95E-06,0.00630099,4.125676,0.000707056,0.000105952,0.00742886,8.988608248,0.00138971,0.000347636,576.6393209
1969.154121,0.0041516,0.00386628,0.490907,3.26E-06,0.00640528,4.145227,0.000762702,0.000112812,0.00662397,8.94136461,0.00133793,0.00030159,576.4622376
1969.166552,0.00393286,0.00396666,0.490452,-2.33E-06,0.00596093,3.774567,0.000627066,0.000106673,0.00688052,8.973054533,0.0012843,0.000301998,576.2851543
1969.178983,0.00419747,0.00397745,0.497353,2.26E-06,0.00607127,4.127067,0.000716981,0.000105785,0.00729211,8.879452793,0.00127981,0.000307293,576.1080709
1969.191415,0.00371525,0.00387534,0.456778,3.61E-06,0.00573316,3.739099,0.000726888,0.000104662,0.00704301,8.667011461,0.00124478,0.000305507,575.9309876
1969.203846,0.00409963,0.00396272,0.449523,-3.44E-06,0.00559401,3.518558,0.000776375,8.77E-05,0.0081255,8.956304459,0.00137939,0.000404338,575.7539043
1969.216277,0.00396169,0.00405037,0.466083,5.17E-06,0.00576087,3.639453,0.000744573,0.000106573,0.0100851,8.863144389,0.00133598,0.000422168,575.5768209
1969.228709,0.00412424,0.00415833,0.490069,1.25E-05,0.00596871,4.047028,0.000802165,0.000112076,0.00885837,8.811996318,0.00125318,0.000399904,575.3997376
1969.24114,0.00439295,0.00440221,0.507951,3.58E-06,0.00634826,4.236282,0.000801534,0.000112936,0.0057225,8.874900283,0.00123533,0.000277227,575.2226543
1969.253571,0.00417365,0.0045109,0.505675,7.88E-06,0.00646461,4.233227,0.00082735,8.67E-05,0.00525287,8.835112086,0.00120183,0.000232823,575.0455709
1969.266003,0.00412683,0.00425251,0.494094,9.28E-06,0.00642506,3.941212,0.00075014,8.77E-05,0.00646055,8.938277656,0.00131902,0.00024729,574.8684876
1969.278434,0.00389709,0.0040938,0.494031,4.30E-06,0.0059265,3.914283,0.000708534,0.000114213,0.00776701,8.678010148,0.00119759,0.000228118,574.6914043
1969.290865,0.00468126,0.00431179,0.472339,3.58E-07,0.00611154,3.616875,0.00074289,0.000106401,0.0069226,8.873509052,0.00144753,0.000337913,574.5143209
1969.303296,0.00442304,0.004547,0.467113,1.17E-05,0.00567873,3.473327,0.000814409,0.000109362,0.0106136,8.943539985,0.0014702,0.000337782,574.3372376
1969.315728,0.00439888,0.00430965,0.490242,-1.86E-06,0.00619656,3.777889,0.000672353,0.000226144,0.00930937,8.886016175,0.0012999,0.000318264,574.1601543
1969.328159,0.00425874,0.00425189,0.493242,5.94E-06,0.00613568,3.786286,0.00066915,0.000139427,0.00512278,8.735190211,0.00133931,0.00033183,573.9830709
1969.34059,0.00406317,0.0043497,0.486212,1.20E-05,0.00637254,4.302955,0.000600569,0.000107396,0.00656009,8.914280894,0.00126208,0.000273651,573.8059876
1969.353022,0.00461581,0.00440227,0.513511,8.38E-06,0.00682352,4.617697,0.00071699,8.13E-05,0.00460451,8.812959231,0.00116525,0.000206365,573.6289043
1969.365453,0.00445898,0.00449276,0.521778,6.97E-06,0.00697036,4.841005,0.000756818,8.51E-05,0.00727433,8.639916955,0.0010512,0.000168906,573.4518209
1969.377884,0.00417301,0.00433163,0.484224,6.98E-06,0.0065582,4.311696,0.00138772,0.000129747,0.00851221,8.872856087,0.0012114,0.000218999,573.2747376
1969.390316,0.00428012,0.00431134,0.474647,4.31E-06,0.00644936,3.804601,0.00100506,7.79E-05,0.00744727,9.027951736,0.00136873,0.000252283,573.0976543
1969.402747,0.00417386,0.00429321,0.473018,-1.20E-06,0.00625167,3.521593,0.00116459,7.67E-05,0.00735871,8.973090156,0.00142578,0.000266861,572.9205709
1969.415178,0.00421628,0.00411969,0.478164,5.08E-06,0.00622604,3.747235,0.00105115,0.000109348,0.00985995,8.848521283,0.00136443,0.000220134,572.7434876
1969.42761,0.00430078,0.00428129,0.483798,8.37E-06,0.00638809,3.739295,0.0008458,7.92E-05,0.00967714,9.151675182,0.00148361,0.000286736,572.5664043
1969.440041,0.00412494,0.00430647,0.48147,-3.28E-06,0.00628026,3.769668,0.000695595,9.98E-05,0.00915221,9.018870322,0.00144985,0.000348367,572.3893209
1969.452472,0.00412661,0.00402883,0.482652,3.02E-06,0.00619144,3.591013,0.000663935,0.000100901,0.00932546,8.973962111,0.00143825,0.000267504,572.2122376
1969.464903,0.00415706,0.00412202,0.521127,-3.32E-06,0.00603837,3.64512,0.000603527,9.46E-05,0.00804736,9.056034776,0.00144416,0.000291216,572.0351543
1969.477335,0.00419899,0.00418276,0.513109,1.33E-05,0.00609055,3.534607,0.000616041,9.75E-05,0.00801639,9.085045663,0.00149533,0.000265888,571.8580709
1969.489766,0.00430708,0.00421978,0.538206,6.44E-06,0.00640926,4.300732,0.000701031,0.000140766,0.00646072,8.862789255,0.00141158,0.000249785,571.6809876
1969.502197,0.00431359,0.00412635,0.528468,3.12E-06,0.00604546,3.822108,0.000849611,0.000131481,0.00937736,9.087633353,0.00144501,0.000220331,571.5039043
1969.514629,0.00429693,0.00407404,0.500226,3.46E-06,0.00598336,3.232784,0.00059587,0.000122399,0.00997316,9.237504092,0.00160491,0.000248931,571.3268209
1969.52706,0.00417466,0.00395207,0.531954,-3.10E-06,0.00625889,3.636027,0.000492973,0.000110663,0.0104721,9.071595987,0.00149901,0.000226481,571.1497376
