"Age","LuminRange"
1971,0.408
1972,0.572
1973,0.367
1974,0.753
1975,0.487
1976,0.505
1977,0.315
1978,0.378
1979,0.648
1980,0.235
1981,0.859
1982,0.121
1983,0.437
1984,0.238
1985,0.167
1986,0.222
1987,0.098
1988,0.283
1989,0.328
1990,0.353
1991,0.692
1992,0.123
1993,0.105
1994,0.236
1995,0.153
1996,0.183
1997,0.51
1998,0.311
1999,0.2
2000,0.607
2001,0.3
2002,0.248
