Age,BCa,LiCa,MgCa,SrCa,UCa
1984.822,0.471331,0.00676,3.450272,8.768834,0.00121
1984.90527,0.440069,0.00657,3.296263,8.711438,0.00123
1984.98853,0.468237,0.00637,3.771477,8.593302,0.00109
1985.07179,0.482105,0.0063,3.74931,8.573416,0.0011
1985.15505,0.497967,0.00685,3.766873,8.692392,0.00107
1985.23831,0.490132,0.00662,3.677012,8.724031,0.00112
1985.32157,0.497497,0.00681,3.517685,8.767174,0.00113
1985.40483,0.524655,0.0067,3.537426,8.787111,0.00117
1985.48809,0.534101,0.00689,3.301115,8.938281,0.00127
1985.57136,0.559336,0.00698,2.919915,9.131996,0.00136
1985.65462,0.521898,0.00689,2.801094,9.00786,0.00128
1985.73788,0.510343,0.00701,3.017,9.061368,0.00128
1985.82114,0.512337,0.00665,3.240077,8.895023,0.00122
1985.9044,0.499433,0.00664,3.430207,8.718833,0.00114
1985.98766,0.495799,0.00684,3.73993,8.717603,0.00114
1986.07092,0.498795,0.00662,3.856064,8.655572,0.00112
1986.15419,0.479559,0.00659,3.939082,8.66179,0.00111
1986.23745,0.485108,0.00688,3.843954,8.814457,0.00112
1986.32071,0.503042,0.00678,3.462898,8.835617,0.00115
1986.40397,0.532017,0.00647,3.198671,8.781055,0.00119
1986.48723,0.559539,0.00657,3.270285,8.842098,0.00119
1986.57049,0.57181,0.00698,3.132578,9.046845,0.00129
1986.65375,0.588164,0.00715,3.33357,8.995218,0.00125
1986.73701,0.576857,0.00713,3.241336,8.92624,0.00128
1986.82028,0.554741,0.00701,3.419205,8.788878,0.00117
1986.90354,0.516564,0.00652,3.64236,8.672603,0.00107
1986.9868,0.500774,0.00683,3.893279,8.635753,0.00101
1987.07006,0.483957,0.00663,3.937887,8.61955,0.00108
1987.15332,0.472809,0.0065,4.018025,8.477776,0.00103
1987.23658,0.475184,0.0066,4.032379,8.59199,0.00105
1987.31984,0.487955,0.00668,4.26671,8.443648,0.000937
1987.4031,0.543957,0.00651,3.924993,8.664599,0.001
1987.48637,0.57674,0.00674,3.454253,8.773232,0.00113
1987.56963,0.577457,0.00707,3.088835,9.011565,0.00128
1987.65289,0.561406,0.007,3.063733,8.983861,0.00124
1987.73615,0.531444,0.00677,3.299521,8.801182,0.00117
1987.81941,0.496006,0.00673,3.474011,8.61166,0.0011
1987.90267,0.490393,0.00662,3.800813,8.651779,0.00106
1987.98593,0.462227,0.00643,3.789616,8.662982,0.00111
1988.06919,0.494124,0.00646,3.917484,8.603429,0.00104
1988.15246,0.514929,0.00655,3.801603,8.636117,0.00104
1988.23572,0.514941,0.00673,3.822996,8.624209,0.00104
1988.31898,0.513361,0.00686,3.845982,8.588372,0.00103
1988.40224,0.512201,0.0067,3.727791,8.698082,0.00108
1988.4855,0.540191,0.0069,3.336044,8.796682,0.00119
1988.56876,0.554223,0.00694,3.156383,8.968168,0.00128
1988.65202,0.542974,0.00716,3.355697,9.01446,0.00128
1988.73529,0.518758,0.0072,3.872194,8.773725,0.00109
1988.81855,0.490747,0.00696,3.84398,8.641224,0.0011
1988.90181,0.498091,0.00685,3.975976,8.661691,0.00107
1988.98507,0.477988,0.0068,4.014554,8.544897,0.00103
1989.06833,0.470256,0.0067,4.021167,8.580937,0.00102
1989.15159,0.48957,0.007,3.974298,8.617736,0.00104
1989.23485,0.501968,0.00705,3.984952,8.715476,0.00105
1989.31811,0.498258,0.00653,3.376418,8.708516,0.00115
1989.40138,0.505531,0.00689,3.471127,8.731606,0.00115
1989.48464,0.528533,0.00724,3.437982,8.797581,0.0012
1989.5679,0.531256,0.00709,3.320901,8.931382,0.00123
1989.65116,0.50953,0.00708,3.550474,8.87687,0.00117
1989.73442,0.489433,0.00679,3.788295,8.680066,0.00105
1989.81768,0.477444,0.00678,3.914731,8.518354,0.00106
1989.90094,0.492773,0.00685,3.783201,8.507433,0.00106
1989.9842,0.490984,0.00691,3.92112,8.616153,0.00109
1990.06747,0.473536,0.00707,4.190703,8.56733,0.00105
1990.15073,0.460236,0.00702,4.369452,8.601177,0.00101
1990.23399,0.465616,0.0069,4.233854,8.503084,0.00104
1990.31725,0.523346,0.00678,4.035912,8.568338,0.0011
1990.40051,0.566754,0.00665,3.807861,8.937864,0.00125
1990.48377,0.583396,0.00718,3.837835,8.940691,0.00132
1990.56703,0.626463,0.00727,3.598819,9.090407,0.00145
1990.6503,0.616764,0.00737,3.831049,8.995729,0.00136
1990.73356,0.61152,0.00712,3.756567,9.065554,0.00139
1990.81682,0.559511,0.00704,3.983441,8.937373,0.00129
1990.90008,0.525231,0.00671,4.058014,8.78551,0.00116
1990.98334,0.535188,0.00698,4.18988,8.754817,0.00116
1991.0666,0.510273,0.00649,3.933926,8.684746,0.00117
1991.14986,0.50196,0.0062,3.795267,8.654992,0.00117
1991.23312,0.488863,0.0064,3.660287,8.713831,0.00119
1991.31639,0.507323,0.00631,3.604645,8.743284,0.00114
1991.39965,0.527124,0.00648,3.516624,8.826256,0.00123
1991.48291,0.535914,0.00648,3.402383,8.90258,0.00134
1991.56617,0.546815,0.00668,3.420146,8.96153,0.00138
1991.64943,0.554024,0.00701,3.635446,8.861914,0.00128
1991.73269,0.551479,0.00741,3.652925,9.026598,0.00126
1991.81595,0.53808,0.00692,3.569584,8.93035,0.00128
1991.89921,0.511468,0.00657,3.658198,8.806328,0.00119
1991.98248,0.504566,0.0067,3.707681,8.711343,0.00121
1992.06574,0.472894,0.00635,3.864986,8.644278,0.0012
1992.149,0.508155,0.00656,4.043612,8.918843,0.00121
1992.23226,0.50655,0.0064,3.928356,8.702135,0.00117
1992.31552,0.522089,0.00648,3.808875,8.707318,0.00119
1992.39878,0.542191,0.00659,3.725149,8.90893,0.00129
1992.48204,0.568933,0.00681,3.619466,8.934685,0.00128
1992.56531,0.596963,0.00739,3.60078,9.046888,0.00136
1992.64857,0.585891,0.00715,3.526358,9.094063,0.00137
1992.73183,0.553616,0.00693,3.739378,8.977337,0.00129
1992.81509,0.52931,0.0073,4.01939,8.897486,0.00124
1992.89835,0.51158,0.00665,3.758947,8.893829,0.00124
1992.98161,0.506381,0.00625,3.915043,8.738716,0.00116
1993.06487,0.502775,0.00611,3.815271,8.689838,0.00119
1993.14813,0.473377,0.00613,3.748889,8.862396,0.00125
1993.2314,0.50735,0.00643,3.71808,8.764194,0.00126
1993.31466,0.493613,0.00649,3.862299,8.659622,0.00119
1993.39792,0.514618,0.00633,3.865402,8.718363,0.00116
1993.48118,0.562728,0.00674,3.56945,8.856103,0.0013
1993.56444,0.579041,0.00737,3.713638,8.961219,0.00132
1993.6477,0.570662,0.00745,3.848483,8.948154,0.00126
1993.73096,0.565183,0.00724,3.794365,8.914128,0.00125
1993.81422,0.539358,0.00727,3.909098,9.005395,0.00124
1993.89749,0.52431,0.00652,3.72708,8.825937,0.00124
1993.98075,0.485323,0.00646,3.580814,8.759091,0.00122
1994.06401,0.479411,0.0065,3.528818,8.822527,0.00124
1994.14727,0.469135,0.00644,3.784659,8.663461,0.00114
1994.23053,0.488762,0.00631,3.783911,8.718696,0.00114
1994.31379,0.514175,0.00661,3.724203,8.794542,0.00119
1994.39705,0.53743,0.00698,3.725367,8.880147,0.00122
1994.48031,0.559784,0.00695,3.521474,8.912953,0.00124
1994.56358,0.594716,0.00691,3.198586,9.053416,0.00135
1994.64684,0.566798,0.00692,3.256119,9.18808,0.0014
1994.7301,0.512465,0.00685,3.435116,8.951349,0.00127
1994.81336,0.500342,0.00705,3.634475,8.920629,0.00129
1994.89662,0.470321,0.00711,3.997323,8.839903,0.00119
1994.97988,0.512223,0.00694,3.876107,8.72541,0.00115
1995.06314,0.544665,0.00673,3.802737,8.739354,0.00116
1995.14641,0.519862,0.00642,3.730912,8.645454,0.00116
1995.22967,0.503408,0.00642,3.909183,8.566693,0.00109
1995.31293,0.502292,0.00671,3.908002,8.642516,0.0011
1995.39619,0.509391,0.00666,3.828438,8.76476,0.00117
1995.47945,0.538254,0.00682,3.875544,8.784968,0.00117
1995.56271,0.520594,0.00671,3.243431,8.997636,0.00134
1995.64597,0.54201,0.00701,3.268003,9.002522,0.0014
1995.72923,0.576346,0.00723,3.499706,9.12138,0.00135
1995.8125,0.524737,0.00686,3.775254,8.835403,0.00119
1995.89576,0.480743,0.00669,3.952275,8.715416,0.00113
1995.97902,0.440402,0.00641,3.857529,8.610971,0.00108
1996.06228,0.460788,0.00627,3.688848,8.678716,0.00112
1996.14554,0.466705,0.00637,3.959482,8.641847,0.00109
1996.2288,0.4821,0.00637,3.809645,8.583556,0.00106
1996.31206,0.495731,0.00678,3.839069,8.717767,0.00108
1996.39532,0.517625,0.00657,3.873117,8.905572,0.00113
1996.47859,0.540709,0.00698,3.915432,8.810503,0.00112
1996.56185,0.563315,0.00706,3.537904,9.013726,0.00123
1996.64511,0.549025,0.00722,3.765678,8.824699,0.00121
1996.72837,0.544838,0.0072,3.712164,8.874487,0.00119
1996.81163,0.516036,0.00728,3.870256,8.796974,0.00117
1996.89489,0.487449,0.00764,4.161216,8.87902,0.00118
1996.97815,0.475538,0.00768,4.194123,8.7751,0.00122
1997.06142,0.459251,0.00707,4.085533,8.722408,0.00114
1997.14468,0.474961,0.00684,4.004772,8.657457,0.00114
1997.22794,0.482243,0.00747,4.402668,8.81407,0.00116
1997.3112,0.50284,0.00712,3.813917,8.814436,0.00121
1997.39446,0.514561,0.00757,4.0011,8.86139,0.00117
1997.47772,0.544708,0.00769,4.135515,9.042192,0.00129
1997.56098,0.535625,0.00742,3.653369,9.143617,0.00148
1997.64424,0.516964,0.00753,3.967063,8.963715,0.0013
1997.72751,0.515867,0.00774,4.41161,8.857849,0.00116
1997.81077,0.507576,0.00786,4.62922,8.824664,0.00114
1997.89403,0.503462,0.00773,4.550754,8.698347,0.00112
1997.97729,0.49908,0.00756,4.397057,8.650063,0.00112
1998.06055,0.480356,0.00749,4.376694,8.781841,0.00118
1998.14381,0.467538,0.00715,4.390895,8.758126,0.00119
1998.22707,0.467162,0.00732,4.574059,8.700584,0.00107
1998.31033,0.444577,0.00721,4.77245,8.679229,0.000999
1998.3936,0.459181,0.00763,4.706367,8.675971,0.00108
1998.47686,0.508118,0.00765,3.739959,8.978538,0.00138
1998.56012,0.540291,0.00709,3.335901,9.217967,0.00147
1998.64338,0.56217,0.00684,3.393344,8.985463,0.00138
1998.72664,0.602687,0.00713,3.687423,8.875978,0.00133
1998.8099,0.596534,0.00722,3.662312,8.984921,0.00135
1998.89316,0.566455,0.00697,3.848771,8.880138,0.00126
1998.97642,0.560556,0.00731,4.065928,8.875791,0.00121
1999.05969,0.552471,0.00688,4.164104,8.725024,0.00109
1999.14295,0.521963,0.00683,3.93358,8.745483,0.00111
1999.22621,0.504637,0.0065,3.903619,8.626329,0.00108
1999.30947,0.511554,0.00649,3.855945,8.896201,0.00114
1999.39273,0.52118,0.0066,3.473054,8.93423,0.00123
1999.47599,0.543456,0.00695,3.455717,8.874413,0.00125
1999.55925,0.554003,0.00711,3.139742,9.13704,0.00139
1999.64252,0.546683,0.00702,3.284748,9.086866,0.00137
1999.72578,0.493215,0.00679,3.574597,8.867147,0.00122
1999.80904,0.483673,0.00658,3.489535,8.810373,0.00124
1999.8923,0.497374,0.00692,3.652322,8.709389,0.00118
1999.97556,0.492383,0.00663,3.750904,8.732894,0.00115
2000.05882,0.487122,0.00644,3.580798,8.699426,0.00119
2000.14208,0.488956,0.00645,3.417921,8.726027,0.0012
2000.22534,0.480837,0.00662,3.475536,8.955234,0.00124
2000.30861,0.495706,0.00663,3.373171,8.79171,0.00121
2000.39187,0.516453,0.00713,3.354823,8.960285,0.00132
2000.47513,0.538522,0.00741,3.29007,9.017861,0.00136
2000.55839,0.534259,0.00748,3.256504,9.071836,0.00142
2000.64165,0.533832,0.00707,3.463444,8.843553,0.00129
2000.72491,0.548816,0.00689,3.776817,8.728855,0.00124
2000.80817,0.529079,0.00666,3.791797,8.644193,0.00116
2000.89143,0.52394,0.00667,3.840952,8.620421,0.00113
2000.9747,0.528631,0.00692,4.082618,8.624901,0.00109
2001.05796,0.504686,0.00658,4.007374,8.495887,0.00109
2001.14122,0.517827,0.00645,3.973206,8.574801,0.00107
2001.22448,0.537555,0.00654,3.859763,8.674578,0.00113
2001.30774,0.570693,0.00677,3.932811,8.797906,0.00113
2001.391,0.561287,0.00656,3.933783,8.700786,0.00112
2001.47426,0.595615,0.00719,3.895046,8.840368,0.0012
2001.55753,0.59335,0.00673,3.325695,8.829232,0.0013
2001.64079,0.582432,0.00711,3.459479,8.867974,0.00128
2001.72405,0.541919,0.00692,3.441982,8.714471,0.0012
2001.80731,0.528713,0.00678,3.568623,8.617717,0.00113
2001.89057,0.495627,0.0069,3.563238,8.717242,0.00121
2001.97383,0.490938,0.00683,4.061747,8.457367,0.00104
2002.05709,0.490992,0.00661,4.143303,8.48496,0.00111
2002.14035,0.445627,0.00638,4.356563,8.444894,0.00104
2002.22362,0.445822,0.00674,4.577989,8.520318,0.00103
2002.30688,0.511414,0.00646,4.301381,8.535422,0.00102
2002.39014,0.542572,0.00643,3.886641,8.524626,0.00103
2002.4734,0.558875,0.00647,3.596569,8.58984,0.0011
2002.55666,0.606526,0.00664,3.351631,8.780501,0.00128
2002.63992,0.602622,0.00694,3.240292,8.880991,0.00132
2002.72318,0.54698,0.00693,3.385631,8.831433,0.00123
2002.80644,0.511786,0.00654,3.475069,8.693081,0.00121
2002.88971,0.523628,0.0064,3.753094,8.741098,0.00115
2002.97297,0.493163,0.0061,3.734435,8.665154,0.00118
2003.05623,0.515201,0.00633,3.77885,8.594217,0.00115
2003.13949,0.515813,0.00607,3.728426,8.701573,0.00112
2003.22275,0.52166,0.00645,3.725282,8.610595,0.00111
2003.30601,0.557548,0.00665,3.494001,8.804332,0.00121
2003.38927,0.553338,0.00685,3.612891,8.77528,0.00121
2003.47253,0.540124,0.0067,3.444978,8.682231,0.00118
2003.5558,0.531203,0.00675,3.611946,8.769037,0.0012
2003.63906,0.514813,0.00645,3.461682,8.759069,0.00128
2003.72232,0.487579,0.00637,3.68209,8.699618,0.00126
2003.80558,0.457847,0.00622,3.692483,8.478394,0.0012
2003.88884,0.473071,0.00628,3.974853,8.512409,0.00109
2003.9721,0.459095,0.00588,3.89928,8.494853,0.00105
2004.05536,0.46658,0.00604,3.824497,8.292384,0.00101
2004.13863,0.494225,0.00621,3.840765,8.511435,0.00109
2004.22189,0.535775,0.00649,3.779538,8.658418,0.00111
2004.30515,0.543534,0.00646,3.537233,8.644959,0.00111
2004.38841,0.568754,0.00669,3.595906,8.726688,0.00115
2004.47167,0.563623,0.00669,3.457491,8.713307,0.00121
2004.55493,0.55869,0.00709,3.34997,8.791586,0.00125
2004.63819,0.551561,0.0069,3.34762,8.839075,0.00125
2004.72145,0.50336,0.00657,3.36917,8.676744,0.00121
2004.80472,0.478858,0.00638,3.659645,8.526222,0.00107
2004.88798,0.476213,0.00627,3.941348,8.545762,0.00108
2004.97124,0.470172,0.0061,3.80274,8.511547,0.00108
2005.0545,0.497348,0.00648,3.994129,8.455701,0.00104
2005.13776,0.511458,0.00648,4.016883,8.525193,0.00105
2005.22102,0.518828,0.0063,3.746117,8.464367,0.00107
2005.30428,0.544319,0.00663,3.644299,8.6161,0.0011
2005.38754,0.553735,0.00676,3.554962,8.728612,0.00116
2005.47081,0.55141,0.00692,3.428547,8.793382,0.00121
2005.55407,0.549141,0.00698,3.390876,8.83015,0.00124
2005.63733,0.515486,0.00649,3.266677,8.702933,0.00123
2005.72059,0.480894,0.00637,3.43226,8.485785,0.00116
2005.80385,0.482785,0.0062,3.698375,8.527235,0.00112
2005.88711,0.471507,0.00643,3.91434,8.484055,0.0011
2005.97037,0.476341,0.00654,4.041521,8.637247,0.00114
2006.05364,0.459312,0.00645,3.963869,8.503864,0.00106
2006.1369,0.46652,0.00646,4.117568,8.488552,0.00104
2006.22016,0.496432,0.0067,3.896438,8.670567,0.00111
2006.30342,0.499252,0.00652,3.721295,8.497115,0.00109
2006.38668,0.523177,0.00689,3.680289,8.640387,0.00114
2006.46994,0.558885,0.00729,3.472916,8.763821,0.00124
2006.5532,0.560975,0.00742,3.517507,8.911569,0.00128
2006.63646,0.538399,0.00727,3.488679,8.813067,0.00124
2006.71973,0.515708,0.00676,3.402993,8.734443,0.00125
2006.80299,0.48459,0.00663,3.40832,8.691784,0.00126
2006.88625,0.472817,0.00647,3.356067,8.671881,0.00125
2006.96951,0.469155,0.00637,3.724497,8.518314,0.00118
2007.05277,0.47696,0.0069,4.00361,8.520348,0.00113
2007.13603,0.444432,0.00652,3.491812,8.54943,0.00118
2007.21929,0.470258,0.00683,3.855932,8.554054,0.00114
2007.30255,0.520009,0.00705,3.963824,8.59291,0.00119
2007.38582,0.512549,0.00715,4.23461,8.6062,0.00123
2007.46908,0.51254,0.00748,4.185184,8.498837,0.0012
2007.55234,0.601356,0.00755,3.910038,8.752713,0.00133
2007.6356,0.612073,0.00756,4.005239,8.957654,0.00137
2007.71886,0.580358,0.00728,4.258908,8.725233,0.00121
2007.80212,0.524577,0.00724,4.532445,8.578484,0.00112
2007.88538,0.54514,0.00701,4.472913,8.494582,0.00107
2007.96864,0.523057,0.00667,4.318802,8.50081,0.0011
2008.05191,0.501307,0.00639,4.102369,8.580271,0.00111
2008.13517,0.508099,0.00627,3.735616,8.549889,0.00112
2008.21843,0.526692,0.00643,3.796357,8.500216,0.00113
2008.30169,0.545729,0.00651,3.719198,8.609046,0.00113
2008.38495,0.576014,0.00664,3.650009,8.705945,0.00118
2008.46821,0.557434,0.00699,3.364384,8.973644,0.00134
2008.55147,0.549177,0.00661,3.07612,8.931803,0.00138
2008.63474,0.52703,0.00657,3.132307,8.873411,0.00133
2008.718,0.532353,0.00657,3.470362,8.699334,0.00122
2008.80126,0.54615,0.00681,3.815563,8.661228,0.00114
2008.88452,0.519714,0.00647,3.910983,8.652364,0.00112
2008.96778,0.502607,0.00644,3.976918,8.54216,0.0011
2009.05104,0.486988,0.00644,3.86971,8.627174,0.00116
2009.1343,0.493582,0.00608,3.781409,8.512254,0.00108
2009.21756,0.468518,0.00642,4.091275,8.481544,0.00105
2009.30083,0.514069,0.00635,3.934605,8.614651,0.00108
2009.38409,0.539224,0.00675,3.825028,8.65902,0.00115
2009.46735,0.57026,0.00691,3.624889,8.80294,0.00122
2009.55061,0.579318,0.00696,3.585137,8.716419,0.00125
2009.63387,0.597053,0.00719,3.631027,8.845158,0.00127
2009.71713,0.57344,0.00679,3.586541,8.764097,0.00124
2009.80039,0.547483,0.0069,3.882787,8.699788,0.0012
2009.88365,0.537979,0.00696,4.26556,8.606012,0.00113
2009.96692,0.533989,0.0068,4.023726,8.591002,0.00116
2010.05018,0.497108,0.00646,3.973935,8.547644,0.00112
2010.13344,0.501868,0.00652,4.153933,8.511153,0.00108
2010.2167,0.493804,0.00632,3.899428,8.46993,0.00109
2010.29996,0.48238,0.00635,3.947734,8.442727,0.00103
2010.38322,0.496812,0.00647,3.72785,8.56384,0.00111
2010.46648,0.541023,0.0067,3.718365,8.693164,0.00118
2010.54975,0.569452,0.00718,3.550944,8.745252,0.00127
2010.63301,0.57662,0.00739,3.888781,8.672352,0.00122
2010.71627,0.569137,0.00705,3.676499,8.656865,0.00119
2010.79953,0.509619,0.00683,3.809463,8.677302,0.0012
2010.88279,0.492404,0.0067,3.737871,8.627466,0.00118
2010.96605,0.503862,0.00665,3.739035,8.753029,0.00121
2011.04931,0.478112,0.0062,3.770334,8.596485,0.00119
2011.13257,0.465097,0.00617,4.249455,8.446164,0.00101
2011.21584,0.475919,0.00662,4.158497,8.49415,0.00105
2011.2991,0.495514,0.00656,3.786163,8.641957,0.00115
2011.38236,0.492656,0.00619,3.632396,8.576513,0.00116
2011.46562,0.545927,0.00672,3.489925,8.778019,0.00124
2011.54888,0.529869,0.00695,3.433321,8.948097,0.00129
2011.63214,0.562749,0.00718,3.244939,9.002799,0.00133
2011.7154,0.547079,0.00696,3.410948,8.841538,0.00125
2011.79866,0.519387,0.00707,3.73534,8.80438,0.00117
2011.88193,0.490085,0.00701,3.899083,8.632731,0.0011
2011.96519,0.47159,0.0067,3.86454,8.542971,0.00111
2012.04845,0.466915,0.00669,4.13056,8.623506,0.00109
2012.13171,0.492569,0.00662,4.370813,8.636841,0.00102
2012.21497,0.485468,0.0068,4.417005,8.6698,0.00107
2012.29823,0.507616,0.00656,4.16928,8.672346,0.0011
2012.38149,0.541081,0.00713,4.185605,8.687432,0.00117
2012.46475,0.5398,0.00748,4.190544,8.809013,0.00122
2012.54802,0.542491,0.00811,4.177052,9.019788,0.00139
2012.63128,0.566543,0.00736,3.684669,8.903267,0.00131
2012.71454,0.547286,0.00678,3.921293,8.805276,0.00125
2012.7978,0.550552,0.00683,4.127947,8.750455,0.00116
2012.88106,0.531722,0.0067,4.31556,8.649911,0.00111
2012.96432,0.492891,0.00655,4.263142,8.563266,0.00111
