Age,Ba138Ca,BaCa,BCa,Cd,CdCa,Ce,CeCa,Eu,EuCa,Gd,GdCa,La,LaCa,LiCa,Lu,LuCa,MgCa,Mn,MnCa,P,PbCa,PCa,Pr,PrCa,Sm,SmCa,SrCa,UCa,Y,Yb,YbCa,YCa,ZnCa,Distance
1946.912873,0.002950797,0.002928148,0.414742345,0.007625641,6.79E-06,31.044697,2.22E-05,0.200041,1.32E-07,12.007303,7.64E-06,39.546733,2.85E-05,0.004951846,0.866927,4.96E-07,2.755766804,13.36511969,0.024348115,13.70611467,0.000442232,0.044287626,6.169674,4.38E-06,9.038293,6.02E-06,9.235689148,0.001470144,178.166851,13.548411,7.84E-06,0.000200568,0.002114296,467.8626472
1946.936813,0.00282955,0.00313013,0.401056454,0.00839295,7.47E-06,31.141178,2.22E-05,-0.219717,-1.45E-07,12.893485,8.21E-06,40.630658,2.93E-05,0.005001155,1.49904,8.57E-07,2.816219381,13.02217893,0.023723357,15.8570511,0.000333191,0.051237799,7.379976,5.24E-06,10.339698,6.88E-06,9.181186597,0.001456405,206.861813,9.261419,5.36E-06,0.000232871,0.001751195,467.5765026
1946.960753,0.002791716,0.002783247,0.413018682,0.016703697,1.49E-05,32.279181,2.31E-05,1.182943,7.79E-07,19.188196,1.22E-05,41.053304,2.96E-05,0.004689637,2.22052,1.27E-06,2.72393792,23.91930832,0.043575372,32.91599349,0.000265885,0.106359187,7.521762,5.34E-06,6.422819,4.28E-06,9.124946006,0.001426955,201.147954,14.843203,8.59E-06,0.000226438,0.001529147,467.290358
1946.984694,0.002982989,0.002833012,0.434758819,0.015763828,1.40E-05,30.739623,2.20E-05,2.060836,1.36E-06,14.048628,8.94E-06,41.40165,2.98E-05,0.005270986,1.22274,6.99E-07,3.050006072,11.8990002,0.021677189,60.09339659,0.000432209,0.194175661,6.028162,4.28E-06,9.301349,6.19E-06,9.16555784,0.001428849,192.284354,13.644054,7.89E-06,0.00021646,0.001953258,467.0042134
1947.008634,0.003225979,0.003100482,0.429225528,0.007496709,6.67E-06,30.775343,2.20E-05,1.290239,8.50E-07,12.511577,7.96E-06,36.625522,2.64E-05,0.005357603,1.776068,1.02E-06,3.199642249,22.85045803,0.041628178,102.1069905,0.000345641,0.329931299,7.135327,5.07E-06,10.238042,6.81E-06,9.364825933,0.001391778,188.022507,12.927976,7.48E-06,0.000211663,0.002474825,466.7180688
1947.032574,0.002373309,0.002603198,0.422649178,0.015022794,1.34E-05,35.728462,2.55E-05,0.575982,3.79E-07,12.492502,7.95E-06,37.90512,2.73E-05,0.004495283,-0.0049,-2.80E-09,2.820317103,9.799288229,0.017852006,74.17809344,0.000269076,0.239686574,6.116086,4.34E-06,3.880562,2.58E-06,9.107791519,0.001391467,147.03466,6.024057,3.48E-06,0.000165521,0.001517002,466.4319243
1947.056515,0.002355406,0.002388361,0.415409127,0.012507999,1.11E-05,22.71164,1.62E-05,0.765167,5.04E-07,10.997682,7.00E-06,28.000491,2.02E-05,0.004989966,0.0947,5.42E-08,2.76785435,11.60500127,0.021141592,57.83995848,0.000259719,0.186894281,5.112313,3.63E-06,8.947647,5.96E-06,9.07682079,0.001410237,155.546983,7.056377,4.08E-06,0.000175104,0.001373253,466.1457797
1947.080455,0.002559974,0.002621247,0.406660194,0.007217316,6.43E-06,22.31803,1.59E-05,-0.0227,-1.50E-08,7.914049,5.04E-06,28.050195,2.02E-05,0.004852707,0.889379,5.09E-07,2.835831592,5.886392046,0.010723626,73.24962699,0.000222908,0.236686484,5.497993,3.91E-06,7.628476,5.08E-06,9.038294908,0.001322872,137.136278,7.394124,4.28E-06,0.000154378,0.001558746,465.8596351
1947.104396,0.002976802,0.00294689,0.460434249,0.006060663,5.40E-06,18.332701,1.31E-05,0.244892,1.61E-07,6.261026,3.98E-06,20.939747,1.51E-05,0.005467812,0.216718,1.24E-07,3.463231613,5.699452072,0.010383066,75.92575678,0.000390529,0.245333678,3.179815,2.26E-06,7.280174,4.85E-06,8.910728266,0.001257097,108.690359,5.15892,2.98E-06,0.000122356,0.003153337,465.5734905
1947.1496,0.002593833,0.002729265,0.425812956,0.005767072,5.13E-06,29.944488,2.14E-05,0.356198,2.35E-07,8.568486,5.45E-06,35.329593,2.55E-05,0.005000538,1.069071,6.12E-07,2.767258316,3.659504697,0.00666676,50.90427779,0.000340323,0.164483493,5.362589,3.81E-06,6.318109,4.21E-06,9.257778779,0.001572895,176.683174,7.956655,4.60E-06,0.000198898,0.001951195,465.287346
1947.194805,0.002464937,0.002495956,0.415178384,0.009666583,8.61E-06,29.440219,2.10E-05,0.493831,3.25E-07,11.056626,7.04E-06,36.607882,2.64E-05,0.004988989,0.626277,3.58E-07,2.780039904,2.339825224,0.004262613,43.20129158,0.000287638,0.139593363,5.939746,4.22E-06,6.43495,4.28E-06,9.140054814,0.001424777,174.869399,10.947457,6.33E-06,0.000196856,0.001628922,465.0012014
1947.24001,0.002881158,0.002588061,0.443897611,0.003890877,3.46E-06,32.237414,2.30E-05,0.586991,3.87E-07,13.208749,8.41E-06,36.850721,2.66E-05,0.00500215,0.696211,3.98E-07,2.732039412,2.939944241,0.005355889,47.58362167,0.000285,0.153753685,6.312599,4.48E-06,7.883563,5.25E-06,9.327954755,0.001539027,169.35185,8.553591,4.95E-06,0.000190644,0.001438379,464.7150568
1947.285215,0.002725574,0.002648203,0.44214881,0.014639751,1.30E-05,28.400224,2.03E-05,2.063261,1.36E-06,8.352862,5.32E-06,34.276328,2.47E-05,0.005227355,0.215377,1.23E-07,2.879173095,5.606854652,0.010214375,76.89176879,0.000273507,0.248455086,5.864015,4.17E-06,9.936839,6.61E-06,9.260878479,0.001497243,153.458997,9.197258,5.32E-06,0.000172753,0.001761477,464.4289122
1947.330419,0.003110571,0.002841391,0.458231301,0.006639507,5.91E-06,26.373274,1.88E-05,0.277414,1.83E-07,13.72713,8.74E-06,26.579377,1.92E-05,0.005248096,0.506893,2.90E-07,3.033684832,4.730717546,0.008618258,92.99068956,0.000270487,0.300474422,5.979189,4.25E-06,7.719238,5.14E-06,9.413578902,0.001534692,156.869323,10.657564,6.16E-06,0.000176593,0.00219224,464.1427676
1947.375624,0.002531027,0.00257128,0.436908608,0.013434706,1.20E-05,34.999658,2.50E-05,1.757431,1.16E-06,15.536645,9.89E-06,42.683975,3.08E-05,0.004949885,1.447191,8.28E-07,2.510195624,3.061881927,0.005578031,73.52177784,0.00026451,0.237565866,6.983005,4.96E-06,5.920923,3.94E-06,9.196722149,0.001631359,201.852888,10.401345,6.02E-06,0.000227232,0.001619484,463.8566231
1947.420829,0.002914575,0.002902016,0.445266163,0.007158205,6.37E-06,34.668481,2.48E-05,0.576056,3.79E-07,16.198652,1.03E-05,45.644873,3.29E-05,0.005254621,-0.243296,-1.39E-07,2.564367121,3.89765205,0.007100608,59.81580802,0.000284695,0.193278708,6.954383,4.94E-06,10.051317,6.69E-06,9.227087643,0.001629283,183.651056,12.783925,7.39E-06,0.000206742,0.001611766,463.5704785
1947.466034,0.003463417,0.002895491,0.467983445,0.005101306,4.54E-06,31.459223,2.25E-05,0.702954,4.63E-07,14.158754,9.01E-06,36.359833,2.62E-05,0.005015798,0.289659,1.66E-07,2.705064525,4.914610436,0.008953268,74.84663591,0.000395148,0.241846789,6.070597,4.31E-06,8.305347,5.53E-06,9.319264493,0.001582664,154.411554,9.978292,5.77E-06,0.000173826,0.002322898,463.2843339
1947.511238,0.00258265,0.002835898,0.461536964,0.010090708,8.98E-06,31.639054,2.26E-05,0.10826,7.13E-08,13.124732,8.35E-06,33.419235,2.41E-05,0.005139051,0.449373,2.57E-07,2.60089302,4.547057654,0.008283673,60.03207414,0.000375011,0.193977514,5.338237,3.79E-06,10.149928,6.76E-06,9.360597601,0.001646819,155.106085,6.851934,3.96E-06,0.000174608,0.001471718,462.9981893
1947.556443,0.00300311,0.003091317,0.459075432,0.010736154,9.56E-06,35.844086,2.56E-05,0.682106,4.49E-07,13.85283,8.82E-06,40.515924,2.92E-05,0.004998218,0.450761,2.58E-07,2.338755396,9.101555603,0.016580901,58.63521668,0.000330275,0.189463945,8.606556,6.11E-06,10.433814,6.95E-06,9.592335557,0.001772949,218.990801,14.292838,8.27E-06,0.000246525,0.001370529,462.7120447
1947.601648,0.00314459,0.003077493,0.448213059,0.01094779,9.75E-06,44.670916,3.19E-05,1.351304,8.90E-07,19.229897,1.22E-05,55.071677,3.97E-05,0.005018141,0.340407,1.95E-07,2.042008969,9.002614062,0.016400652,61.5654888,0.00030154,0.198932331,8.801654,6.25E-06,10.061538,6.70E-06,9.632596573,0.001793267,253.398284,13.260871,7.67E-06,0.000285258,0.001402124,462.4259002
1947.623506,0.003446124,0.003245362,0.4638971,0.006569693,5.85E-06,38.282538,2.73E-05,0.375255,2.47E-07,9.385184,5.97E-06,48.388925,3.49E-05,0.005087,1.524871,8.72E-07,2.160942321,3.838550797,0.00699294,67.92946775,0.000286211,0.219495819,7.429704,5.28E-06,6.813229,4.54E-06,9.592938566,0.001710347,211.666037,14.376131,8.31E-06,0.000238279,0.001296942,462.1397556
1947.645365,0.002514244,0.002603821,0.467565122,0.011141677,9.92E-06,39.102114,2.79E-05,2.113698,1.39E-06,16.280832,1.04E-05,42.284887,3.05E-05,0.005140338,-0.4279,-2.45E-07,2.274852064,5.711503847,0.010405021,63.15259693,0.000260394,0.204060645,7.780247,5.53E-06,6.307787,4.20E-06,9.587760651,0.001740742,220.478744,12.882414,7.45E-06,0.0002482,0.001234852,461.853611
1947.667224,0.002803305,0.002801559,0.53762518,0.005358797,4.77E-06,23.239355,1.66E-05,0.895197,5.90E-07,2.6886,1.71E-06,23.013327,1.66E-05,0.005751875,0.140643,8.05E-08,2.80382987,5.210077198,0.009491539,70.26751794,0.000323194,0.2270506,3.587362,2.55E-06,8.84261,5.89E-06,9.467080226,0.001648729,124.451367,3.780783,2.19E-06,0.000140099,0.001874987,461.5674664
1947.689082,0.003048661,0.002901506,0.486667122,0.003589397,3.20E-06,27.302335,1.95E-05,-0.447685,-2.95E-07,6.843044,4.36E-06,31.135454,2.24E-05,0.005310527,0.778984,4.46E-07,2.55687415,9.045268239,0.016478358,79.28689379,0.000334063,0.256194289,5.492477,3.90E-06,5.043162,3.36E-06,9.369753265,0.0016342,141.838661,9.488532,5.49E-06,0.000159672,0.00180329,461.2813219
1947.710941,0.003289965,0.003510181,0.460801495,0.007295297,6.50E-06,24.464613,1.75E-05,0.0369,2.43E-08,7.436148,4.73E-06,28.932216,2.08E-05,0.005195569,1.531965,8.76E-07,2.627313618,4.83550269,0.008809152,85.5636586,0.000352274,0.276475968,4.878796,3.47E-06,6.073527,4.04E-06,9.400342126,0.00160993,145.489932,7.071741,4.09E-06,0.000163782,0.002203371,460.9951773
1947.732799,0.003383373,0.003653642,0.485418516,0.005784819,5.15E-06,24.921352,1.78E-05,1.042705,6.87E-07,7.653624,4.87E-06,37.699061,2.72E-05,0.005535171,0.0763,4.37E-08,2.808286913,3.96581663,0.007224788,82.53922221,0.000417306,0.266703314,5.594415,3.97E-06,4.850432,3.23E-06,9.519507832,0.001555028,153.029595,10.18137,5.89E-06,0.00017227,0.001976752,460.7090327
1947.754658,0.003577456,0.003485487,0.461727438,0.008067061,7.18E-06,34.353645,2.45E-05,1.463213,9.64E-07,19.291902,1.23E-05,43.007089,3.10E-05,0.005538063,0.376645,2.15E-07,2.667715951,6.421715653,0.01169886,79.51199682,0.000408003,0.256921649,6.756625,4.80E-06,8.92085,5.94E-06,9.440363023,0.001627464,189.934667,13.845913,8.01E-06,0.000213815,0.001958288,460.4228881
1947.776517,0.002987085,0.00294667,0.507721787,0.000794469,7.07E-07,19.854883,1.42E-05,0.115674,7.62E-08,9.988539,6.36E-06,23.579661,1.70E-05,0.005390507,0.705528,4.04E-07,2.893955994,5.737159802,0.01045176,77.09315519,0.00034818,0.249105812,4.503331,3.20E-06,6.544385,4.36E-06,9.431370493,0.001551862,116.395365,7.581225,4.38E-06,0.00013103,0.00269044,460.1367435
1947.798375,0.003604538,0.003555782,0.494964736,0.01862497,1.66E-05,20.374951,1.46E-05,0.735613,4.84E-07,8.491634,5.40E-06,25.045588,1.80E-05,0.005578635,0.305925,1.75E-07,2.997612044,8.7352448,0.015913568,30.94691845,0.00039162,0.09999665,3.438191,2.44E-06,3.622696,2.41E-06,9.299086179,0.001497433,124.4276,8.449407,4.89E-06,0.000140072,0.002097388,459.850599
1947.820234,0.002469527,0.002638589,0.436863434,0.015524515,1.38E-05,35.451466,2.53E-05,1.325991,8.73E-07,16.412951,1.04E-05,48.338626,3.48E-05,0.00482643,1.089074,6.23E-07,2.394469458,24.65719243,0.044919624,20.8942104,0.000430265,0.067514026,7.854553,5.58E-06,6.803867,4.53E-06,9.31879984,0.001556417,236.502289,11.189051,6.47E-06,0.000266238,0.001978939,459.5644544
1947.842092,0.003134519,0.003141131,0.445317966,0.005645266,5.03E-06,42.815975,3.06E-05,1.633479,1.08E-06,17.195771,1.09E-05,51.186319,3.69E-05,0.00552619,1.121914,6.42E-07,2.560788119,10.80641751,0.019686759,25.41294108,0.000298184,0.082115089,7.752182,5.51E-06,12.293647,8.18E-06,9.328163521,0.001518,209.151319,12.09614,7.00E-06,0.000235448,0.001497786,459.2783098
1947.863951,0.002852267,0.002978753,0.469451957,0.010681542,9.51E-06,28.123086,2.01E-05,0.801791,5.28E-07,7.498636,4.77E-06,34.334029,2.47E-05,0.005486226,0.451106,2.58E-07,2.972466966,8.183127168,0.014907739,56.49436509,0.000322085,0.182546358,5.401193,3.84E-06,6.865969,4.57E-06,9.168436902,0.001435884,148.607865,11.291318,6.53E-06,0.000167292,0.002923306,458.9921652
1947.88581,0.002744983,0.0028881,0.39930485,0.026158305,2.33E-05,32.925685,2.35E-05,0.595909,3.92E-07,15.4452,9.83E-06,39.537837,2.85E-05,0.004853259,0.806571,4.61E-07,2.487764226,3.099984793,0.005647446,62.94593252,0.000321259,0.203392864,4.906201,3.48E-06,9.867229,6.57E-06,9.177705148,0.001509566,168.159085,6.618534,3.83E-06,0.000189302,0.001930192,458.7060207
1947.907668,0.002674565,0.00253867,0.418148077,0.007041656,6.27E-06,29.036523,2.07E-05,0.914463,6.02E-07,16.828192,1.07E-05,36.115832,2.60E-05,0.004828122,1.52875,8.74E-07,2.542372613,3.588038869,0.006536566,70.86977287,0.000284077,0.228996625,5.390145,3.83E-06,6.183591,4.12E-06,9.134788943,0.001463152,170.667422,13.39114,7.75E-06,0.000192125,0.001505733,458.4198761
1947.929527,0.002566052,0.002741423,0.421089143,0.006501886,5.79E-06,31.171716,2.23E-05,1.105022,7.28E-07,11.702478,7.45E-06,37.626981,2.71E-05,0.004660134,0.99444,5.69E-07,2.69232054,1.736647161,0.003163764,63.17472737,0.000403493,0.204132153,5.725901,4.07E-06,4.468555,2.97E-06,9.307959684,0.001489549,170.842187,9.001338,5.21E-06,0.000192322,0.001625511,458.1337315
1947.951385,0.002481979,0.002627508,0.417051081,0.004023171,3.58E-06,31.883774,2.28E-05,2.371917,1.56E-06,8.474997,5.39E-06,46.360634,3.34E-05,0.00465816,2.644121,1.51E-06,2.762805988,1.546743187,0.002817803,69.89761735,0.000352071,0.225855366,8.495698,6.03E-06,7.253147,4.83E-06,9.160039195,0.001487075,189.691562,11.892668,6.88E-06,0.000213541,0.001648484,457.8475869
1947.973244,0.002675864,0.002523275,0.417761371,0.026872887,2.39E-05,38.714843,2.77E-05,0.96252,6.34E-07,15.156878,9.65E-06,49.208967,3.55E-05,0.004689127,1.470164,8.41E-07,2.719592263,2.751785596,0.005013108,70.77031937,0.000301862,0.228675268,7.683343,5.46E-06,10.53163,7.01E-06,9.12571822,0.001417557,216.06961,12.1659,7.04E-06,0.000243236,0.001636452,457.5614423
1947.995103,0.002941048,0.003085748,0.427370834,0.009844767,8.77E-06,35.922708,2.57E-05,1.165058,7.67E-07,16.355019,1.04E-05,46.923016,3.38E-05,0.00484482,2.193887,1.25E-06,3.016526123,1.923019144,0.00350329,79.96069027,0.000298924,0.258371481,6.977769,4.96E-06,4.843741,3.22E-06,9.197419215,0.00141499,194.599949,12.904889,7.46E-06,0.000219067,0.001588333,457.2752978
1948.016961,0.002901007,0.002928438,0.418227305,0.006178148,5.50E-06,33.739837,2.41E-05,1.155218,7.61E-07,14.211244,9.04E-06,45.618779,3.29E-05,0.004752689,1.527308,8.74E-07,2.870401516,1.655252338,0.003015482,81.83747785,0.000280516,0.264435816,7.587279,5.39E-06,9.171409,6.10E-06,9.052409257,0.001487511,193.503212,15.227806,8.81E-06,0.000217832,0.001579137,456.9891532
1948.03882,0.002821287,0.002561958,0.401141808,0.016459832,1.47E-05,30.031261,2.15E-05,0.372901,2.46E-07,12.775953,8.13E-06,40.375952,2.91E-05,0.004521702,1.70722,9.77E-07,2.662823958,0.683679325,0.001245503,61.59075293,0.00025789,0.199013966,7.957742,5.65E-06,8.969139,5.97E-06,9.102847235,0.001499755,197.389536,13.410377,7.76E-06,0.000222207,0.001373668,456.7030086
1948.060678,0.002644961,0.002764139,0.402503294,0.016290744,1.45E-05,33.83494,2.42E-05,0.885672,5.83E-07,10.699292,6.81E-06,46.477218,3.35E-05,0.005016568,2.243728,1.28E-06,2.777283018,0.841516007,0.001533045,59.82815167,0.000214851,0.193318593,7.068898,5.02E-06,10.787998,7.18E-06,9.137598033,0.001484899,219.431304,12.301155,7.11E-06,0.00024702,0.001634207,456.416864
1948.082537,0.003089282,0.002984149,0.422093099,0.006035372,5.37E-06,25.121442,1.79E-05,0.480765,3.17E-07,10.042167,6.39E-06,29.419687,2.12E-05,0.004942421,0.335544,1.92E-07,3.211297145,1.606906659,0.002927407,80.73923072,0.000268762,0.260887126,5.530874,3.93E-06,6.509551,4.33E-06,8.993358322,0.00135463,135.681992,6.760744,3.91E-06,0.000152741,0.002043632,456.1307194
1948.104396,0.002796071,0.002815613,0.433120228,0.017426509,1.55E-05,27.516671,1.97E-05,1.412717,9.30E-07,10.764179,6.85E-06,37.339247,2.69E-05,0.005284139,0.589952,3.37E-07,3.107785299,1.227896042,0.002236939,84.78722853,0.000324066,0.273967143,5.091192,3.62E-06,7.58965,5.05E-06,8.961921314,0.001348242,162.528314,10.503222,6.07E-06,0.000182963,0.00246879,455.8445749
1948.166552,0.002223727,0.00239962,0.425768867,0.011370145,1.01E-05,26.556957,1.90E-05,1.053708,6.94E-07,13.510321,8.60E-06,35.245095,2.54E-05,0.004801387,0.823636,4.71E-07,3.041960122,1.181495463,0.002152408,63.36559967,0.000279309,0.204748906,6.233664,4.43E-06,4.956996,3.30E-06,8.995626229,0.001420908,170.63337,15.252536,8.82E-06,0.000192087,0.001962025,455.5584303
1948.228709,0.00251671,0.002502083,0.404991738,0.0147121,1.31E-05,32.328106,2.31E-05,1.257854,8.28E-07,11.33619,7.22E-06,37.747083,2.72E-05,0.004891529,1.044437,5.97E-07,2.649188784,2.091780964,0.003810735,61.26073189,0.000255663,0.197947591,5.270564,3.74E-06,8.356687,5.56E-06,9.293786066,0.001524907,171.331773,12.042001,6.96E-06,0.000192873,0.001499307,455.2722857
1948.290865,0.002878207,0.002870044,0.403500829,-0.001350779,-1.20E-06,32.534796,2.32E-05,0.708069,4.66E-07,15.73744,1.00E-05,43.793965,3.16E-05,0.004800927,1.863278,1.07E-06,2.513334908,1.32904611,0.00242121,87.18044676,0.000277004,0.281700184,7.576098,5.38E-06,6.99856,4.66E-06,9.381741621,0.001739365,196.839398,10.536296,6.09E-06,0.000221588,0.001568027,454.9861411
1948.353022,0.002762912,0.002891191,0.403568049,0.011686542,1.04E-05,36.867124,2.63E-05,0.360789,2.38E-07,8.632195,5.49E-06,44.625848,3.22E-05,0.004654864,1.927976,1.10E-06,2.426365222,0.763189861,0.001390353,88.74071791,0.000236292,0.286741781,6.158003,4.37E-06,9.061364,6.03E-06,9.49567392,0.001807221,203.819745,18.929545,1.09E-05,0.000229446,0.001878952,454.6999966
1948.415178,0.003271627,0.00309172,0.425272093,0.004330514,3.86E-06,34.025551,2.43E-05,1.284004,8.46E-07,12.322231,7.84E-06,39.300414,2.83E-05,0.005097923,0.65191,3.73E-07,2.862523968,0.673495426,0.001226951,77.66018524,0.000247143,0.250938018,4.773866,3.39E-06,4.315614,2.87E-06,9.375914796,0.001696578,160.631376,13.151592,7.61E-06,0.000180828,0.00186017,454.413852
1948.477335,0.002749175,0.002594164,0.45007693,0.004132604,3.68E-06,25.871998,1.85E-05,1.424127,9.38E-07,10.644774,6.78E-06,31.49392,2.27E-05,0.005209347,1.232808,7.05E-07,3.203752971,0.923419299,0.001682253,75.85378278,0.00025649,0.245101113,4.831703,3.43E-06,3.509888,2.34E-06,9.242310529,0.001513563,149.307035,6.698402,3.87E-06,0.000168079,0.002439726,454.1277074
1948.539491,0.002512827,0.00247907,0.474644099,-0.001398717,-1.25E-06,33.522701,2.39E-05,0.447561,2.95E-07,13.109993,8.34E-06,35.278517,2.54E-05,0.005409262,0.653662,3.74E-07,3.201970928,0.957421872,0.001744198,102.17489,0.000363162,0.330150698,6.821889,4.85E-06,8.930506,5.94E-06,9.367546669,0.001459427,155.783086,11.266095,6.52E-06,0.00017537,0.003521641,453.8415628
1948.601648,0.002251354,0.002352993,0.457519384,0.007336983,6.53E-06,38.42029,2.74E-05,0.877479,5.78E-07,11.775241,7.49E-06,44.760614,3.23E-05,0.005167087,1.426683,8.16E-07,2.609365789,1.029304553,0.001875152,86.1264495,0.00031303,0.278294475,7.530561,5.35E-06,10.43397,6.95E-06,9.509916228,0.00170293,208.995481,14.160066,8.19E-06,0.000235272,0.002122411,453.5554182
1948.635164,0.002817129,0.002673486,0.471204045,-0.003017944,-2.69E-06,33.093278,2.36E-05,0.840525,5.54E-07,11.174653,7.11E-06,38.849388,2.80E-05,0.005014267,1.266515,7.24E-07,2.562545777,0.857100636,0.001561436,101.5636484,0.000259515,0.328175635,7.379543,5.24E-06,7.219226,4.81E-06,9.493779182,0.001725904,180.484235,13.587507,7.86E-06,0.000203177,0.002205479,453.2692737
