Age,Ba138Ca,BaCa,SrCa,UCa
1996.167,0.00436703,0.00416872,9.18504,0.00123294
1996.183,0.00379514,0.00403425,9.25201,0.0014448
1996.2,0.00407194,0.00403565,9.69868,0.00153075
1996.217,0.00378305,0.00414787,9.47561,0.00140807
1996.233,0.00383385,0.00413692,9.1975,0.00137476
1996.25,0.00396471,0.00392134,9.13495,0.00136357
1996.267,0.00393058,0.00395747,9.15948,0.00136378
1996.283,0.00393059,0.00399936,9.25185,0.00142635
1996.3,0.00379172,0.00411724,9.21903,0.0014747
1996.317,0.00402147,0.00386758,8.8774,0.00148391
1996.333,0.0041314,0.00406044,9.19052,0.00135105
1996.35,0.00422364,0.00425496,8.97496,0.00124949
1996.367,0.0039586,0.00384194,9.57743,0.0017522
1996.383,0.00421789,0.00371942,9.18087,0.00153666
1996.4,0.00352652,0.00353635,9.30557,0.00152871
1996.417,0.0037357,0.00364858,9.65717,0.00163584
1996.433,0.00350247,0.00333689,9.32409,0.00153483
1996.45,0.00343148,0.00342254,9.50933,0.00161821
1996.467,0.00323559,0.00323809,9.21786,0.00163978
1996.483,0.00308199,0.00340216,9.22843,0.00147403
1996.5,0.00358472,0.00333485,9.17989,0.0014543
1996.517,0.00337262,0.00344586,9.46581,0.00167314
1996.533,0.00365573,0.00368962,9.55863,0.00166287
1996.55,0.00394386,0.00376866,9.28808,0.00152663
1996.567,0.00374299,0.00390204,9.35174,0.00148344
1996.583,0.00400504,0.00399428,9.5923,0.00160976
1996.6,0.00405297,0.00390089,9.29955,0.00151576
1996.617,0.00425324,0.00382545,9.53688,0.00163588
1996.633,0.00408198,0.0038947,9.41074,0.00155599
1996.65,0.00380922,0.00393335,9.54269,0.00155289
1996.667,0.00392075,0.00385737,9.70463,0.00158728
1996.679,0.00371741,0.00400332,9.42538,0.00151556
1996.69,0.00410521,0.00389723,9.44858,0.00167489
1996.702,0.00450771,0.00398541,9.27443,0.00139039
1996.714,0.00443172,0.00432186,9.23863,0.00141744
1996.726,0.00378197,0.00381999,9.15173,0.00133136
1996.738,0.004051,0.00382606,9.57331,0.00147533
1996.75,0.00398461,0.00381774,9.58554,0.00152667
1996.762,0.00356385,0.00378341,9.3848,0.00149363
1996.774,0.00399821,0.00375793,9.62379,0.0015088
1996.786,0.00376066,0.00389756,9.08056,0.00132781
1996.798,0.00396063,0.00385433,9.57163,0.00153474
1996.81,0.0036786,0.00381486,9.48582,0.00145469
1996.821,0.00392122,0.00414991,9.26646,0.00143027
1996.833,0.00424119,0.00424673,9.0625,0.00142346
1996.845,0.00389525,0.00394146,9.21955,0.00148408
1996.857,0.00390317,0.00390005,9.05867,0.00122825
1996.869,0.00429813,0.0039046,9.02185,0.00133975
1996.881,0.00335755,0.0037326,8.96322,0.00132853
1996.893,0.00412118,0.00386878,9.40664,0.00148546
1996.905,0.00340204,0.00381091,9.15712,0.00138868
1996.917,0.00396795,0.00403672,9.5646,0.00138767
1996.929,0.00327377,0.00375821,8.92791,0.00132247
1996.94,0.00350175,0.00412679,9.04451,0.00135086
1996.952,0.0041288,0.00400222,9.07969,0.00123717
1996.964,0.00415832,0.0040663,9.22774,0.0013805
1996.976,0.00410311,0.00401051,9.23972,0.00128296
1996.988,0.0037699,0.0039873,9.35598,0.00130784
1997,0.00394184,0.00383838,9.09488,0.00126351
1997.012,0.00396771,0.00378244,8.94586,0.00129954
1997.024,0.00393824,0.00387036,8.75997,0.001332
1997.036,0.00352248,0.00369679,8.9252,0.00140501
1997.048,0.0034989,0.00393,9.10813,0.00123587
1997.06,0.00419372,0.00413918,9.01015,0.00126759
1997.071,0.00366095,0.00395439,9.05327,0.00126857
1997.083,0.00380458,0.00362231,8.6899,0.00120455
1997.094,0.0041317,0.00392903,9.31559,0.00130722
1997.104,0.0043942,0.00418795,9.21977,0.00143665
1997.114,0.00399663,0.00389717,9.05489,0.00142146
1997.125,0.00403916,0.00398465,8.88784,0.00126593
1997.135,0.00414349,0.00398449,9.28647,0.00130325
1997.145,0.00384011,0.00378939,8.96163,0.00109497
1997.156,0.00368537,0.00348201,8.84225,0.00124565
1997.166,0.00339522,0.00358934,8.88711,0.00121768
1997.176,0.00347984,0.00350214,9.10769,0.00129473
1997.187,0.00333224,0.0034679,8.94713,0.00113429
1997.197,0.00399191,0.00378513,8.91268,0.00123929
1997.207,0.00374715,0.0036404,8.97156,0.00122579
1997.218,0.00354157,0.00380803,8.96142,0.00126125
1997.228,0.00333253,0.00390536,9.25999,0.001289
1997.238,0.00349512,0.00363512,9.01379,0.00120993
1997.249,0.00368238,0.00386865,8.70265,0.00108279
