Age,BaCa,Lumin
1958.635,NA,0.337582
1958.654,NA,0.3421
1958.673,NA,0.342886
1958.692,NA,0.350678
1958.712,NA,0.353454
1958.731,NA,0.350856
1958.75,NA,0.345001
1958.769,NA,0.339373
1958.788,NA,0.339862
1958.808,NA,0.343899
1958.827,NA,0.347913
1958.846,NA,0.354578
1958.865,NA,0.359477
1958.885,NA,0.360042
1958.904,NA,0.358414
1958.923,NA,0.356052
1958.942,NA,0.355724
1958.962,NA,0.358613
1958.981,NA,0.361124
1959,NA,0.364803
1959.019,NA,0.369883
1959.038,NA,0.369364
1959.058,NA,0.374799
1959.077,NA,0.375257
1959.096,NA,0.375698
1959.115,NA,0.372732
1959.135,NA,0.366213
1959.154,NA,0.359771
1959.173,NA,0.351872
1959.192,NA,0.351845
1959.212,NA,0.350273
1959.231,NA,0.342056
1959.25,NA,0.332239
1959.269,NA,0.330402
1959.288,NA,0.338748
1959.308,NA,0.348446
1959.327,NA,0.347013
1959.346,NA,0.349462
1959.365,NA,0.349804
1959.385,NA,0.342641
1959.404,NA,0.333931
1959.423,NA,0.314709
1959.442,NA,0.30395
1959.462,NA,0.300887
1959.481,NA,0.304986
1959.5,NA,0.30816
1959.519,NA,0.303889
1959.538,NA,0.300083
1959.558,NA,0.295071
1959.577,NA,0.288886
1959.596,NA,0.282783
1959.615,NA,0.282976
1959.635,NA,0.28675
1959.654,NA,0.294014
1959.673,NA,0.300474
1959.692,NA,0.304145
1959.712,NA,0.309498
1959.731,NA,0.309374
1959.75,NA,0.304889
1959.769,NA,0.302478
1959.788,NA,0.299688
1959.808,NA,0.2921
1959.827,NA,0.278745
1959.846,NA,0.274881
1959.865,NA,0.261831
1959.885,NA,0.253787
1959.904,NA,0.251139
1959.923,NA,0.250989
1959.942,NA,0.251974
1959.962,NA,0.25513
1959.981,NA,0.261971
1960,NA,0.266925
1960.019,NA,0.270965
1960.038,NA,0.279738
1960.058,NA,0.291784
1960.077,NA,0.305286
1960.096,NA,0.315302
1960.115,NA,0.318133
1960.135,NA,0.317454
1960.154,NA,0.316774
1960.173,NA,0.316094
1960.192,NA,0.315415
1960.212,NA,0.313789
1960.231,NA,0.311642
1960.25,NA,0.309495
1960.269,NA,0.307348
1960.288,NA,0.3052
1960.308,NA,0.303119
1960.327,NA,0.301059
1960.346,NA,0.298998
1960.365,NA,0.296938
1960.385,NA,0.294878
1960.404,NA,0.292108
1960.423,NA,0.289231
1960.442,NA,0.286354
1960.462,NA,0.283477
1960.481,NA,0.2806
1960.5,NA,0.277048
1960.519,NA,0.273484
1960.538,NA,0.26992
1960.558,NA,0.266356
1960.577,NA,0.263078
1960.596,NA,0.261494
1960.615,NA,0.259911
1960.635,NA,0.258327
1960.654,NA,0.256744
1960.673,NA,0.255192
1960.692,NA,0.253731
1960.712,NA,0.25227
1960.731,NA,0.250809
1960.75,NA,0.249347
1960.769,NA,0.248337
1960.788,NA,0.248097
1960.808,NA,0.247857
1960.827,NA,0.247617
1960.846,NA,0.247378
1960.865,NA,0.254438
1960.885,NA,0.279456
1960.904,NA,0.301099
1960.923,NA,0.32482
1960.942,NA,0.347601
1960.962,NA,0.345729
1960.981,NA,0.342874
1961,NA,0.341649
1961.019,NA,0.335476
1961.038,NA,0.341784
1961.058,NA,0.35453
1961.077,NA,0.363571
1961.096,NA,0.384006
1961.115,NA,0.382398
1961.135,NA,0.354555
1961.154,NA,0.350915
1961.173,NA,0.340306
1961.192,NA,0.326315
1961.212,NA,0.322137
1961.231,NA,0.341081
1961.25,NA,0.379936
1961.269,NA,0.39469
1961.288,NA,0.394666
1961.308,NA,0.358081
1961.327,NA,0.322358
1961.346,NA,0.29486
1961.365,NA,0.288184
1961.385,NA,0.288466
1961.404,NA,0.288748
1961.423,NA,0.28903
1961.442,NA,0.289312
1961.462,NA,0.289594
1961.481,NA,0.289866
1961.5,NA,0.290115
1961.519,NA,0.290364
1961.538,NA,0.290612
1961.558,NA,0.290861
1961.577,NA,0.29111
1961.596,NA,0.291543
1961.615,NA,0.293543
1961.635,NA,0.295543
1961.654,NA,0.297543
1961.673,NA,0.299543
1961.692,NA,0.301543
1961.712,NA,0.303543
1961.731,NA,0.306649
1961.75,NA,0.309856
1961.769,NA,0.313063
1961.788,NA,0.31627
1961.808,NA,0.319477
1961.827,NA,0.322684
1961.846,NA,0.325195
1961.865,NA,0.327446
1961.885,NA,0.329698
1961.904,NA,0.331949
1961.923,NA,0.334201
1961.942,NA,0.336452
1961.962,NA,0.337862
1961.981,NA,0.338556
1962,NA,0.339251
1962.019,NA,0.339945
1962.038,NA,0.34064
1962.058,NA,0.341334
1962.077,NA,0.342187
1962.096,NA,0.343331
1962.115,NA,0.344474
1962.135,NA,0.345617
1962.154,NA,0.346761
1962.173,NA,0.347904
1962.192,NA,0.34883
1962.212,NA,0.348654
1962.231,NA,0.348478
1962.25,NA,0.347971
1962.269,NA,0.346488
1962.288,NA,0.345005
1962.308,NA,0.342661
1962.327,NA,0.338985
1962.346,NA,0.335309
1962.365,NA,0.332514
1962.385,NA,0.330669
1962.404,NA,0.328824
1962.423,NA,0.327792
1962.442,NA,0.327256
1962.462,NA,0.326719
1962.481,NA,0.32771
1962.5,NA,0.329328
1962.519,NA,0.330945
1962.538,NA,0.330829
1962.558,NA,0.330403
1962.577,NA,0.329978
1962.596,NA,0.328745
1962.615,NA,0.327457
1962.635,NA,0.326064
1962.654,NA,0.323397
1962.673,NA,0.320729
1962.692,NA,0.317878
1962.712,NA,0.314094
1962.731,NA,0.31031
1962.75,NA,0.305902
1962.769,NA,0.299648
1962.788,NA,0.293395
1962.808,NA,0.287782
1962.827,NA,0.28316
1962.846,NA,0.278537
1962.865,NA,0.275374
1962.885,NA,0.273784
1962.904,NA,0.272195
1962.923,NA,0.269234
1962.942,NA,0.265435
1962.962,NA,0.261637
1962.981,NA,0.259696
1963,NA,0.258517
1963.019,NA,0.257339
1963.038,NA,0.280447
1963.058,NA,0.290378
1963.077,NA,0.295343
1963.096,NA,0.321638
1963.115,NA,0.310061
1963.135,NA,0.32621
1963.154,NA,0.358957
1963.173,NA,0.36504
1963.192,NA,0.385367
1963.212,NA,0.3844
1963.231,NA,0.383434
1963.25,NA,0.381569
1963.269,NA,0.378653
1963.288,NA,0.375737
1963.308,NA,0.369896
1963.327,NA,0.363115
1963.346,NA,0.356434
1963.365,NA,0.351528
1963.385,NA,0.346622
1963.404,NA,0.342423
1963.423,NA,0.339543
1963.442,NA,0.336663
1963.462,NA,0.333506
1963.481,NA,0.330197
1963.5,NA,0.326887
1963.519,NA,0.325392
1963.538,NA,0.324124
1963.558,NA,0.32284
1963.577,NA,0.321487
1963.596,NA,0.320134
1963.615,NA,0.3199
1963.635,NA,0.320573
1963.654,NA,0.320256
1963.673,NA,0.326733
1963.692,NA,0.335473
1963.712,NA,0.344067
1963.731,NA,0.35112
1963.75,NA,0.35787
1963.769,NA,0.3639
1963.788,NA,0.362393
1963.808,NA,0.35781
1963.827,NA,0.3547
1963.846,NA,0.35029
1963.865,NA,0.347033
1963.885,NA,0.348384
1963.904,NA,0.353122
1963.923,NA,0.358518
1963.942,NA,0.36145
1963.962,NA,0.364857
1963.981,NA,0.368964
1964,NA,0.375875
1964.019,NA,0.389656
1964.038,NA,0.399741
1964.058,NA,0.403871
1964.077,NA,0.404906
1964.096,NA,0.405728
1964.115,NA,0.410063
1964.135,NA,0.432323
1964.154,NA,0.451815
1964.173,NA,0.47021
1964.192,NA,0.475348
1964.212,NA,0.434856
1964.231,NA,0.443185
1964.25,NA,0.451823
1964.269,NA,0.458201
1964.288,NA,0.470113
1964.308,NA,0.478761
1964.327,NA,0.470496
1964.346,NA,0.449727
1964.365,NA,0.429723
1964.385,NA,0.411538
1964.404,NA,0.384236
1964.423,NA,0.36615
1964.442,NA,0.351458
1964.462,NA,0.357229
1964.481,NA,0.361762
1964.5,NA,0.365737
1964.519,NA,0.372058
1964.538,NA,0.3812
1964.558,NA,0.392685
1964.577,NA,0.401148
1964.596,NA,0.408105
1964.615,NA,0.413356
1964.635,NA,0.414447
1964.654,NA,0.415241
1964.673,NA,0.415846
1964.692,NA,0.418018
1964.712,NA,0.421007
1964.731,NA,0.42504
1964.75,NA,0.431087
1964.769,NA,0.436534
1964.788,NA,0.438672
1964.808,NA,0.441358
1964.827,NA,0.444155
1964.846,NA,0.446474
1964.865,NA,0.44649
1964.885,NA,0.44548
1964.904,NA,0.447891
1964.923,NA,0.451095
1964.942,NA,0.454893
1964.962,NA,0.457913
1964.981,NA,0.457936
1965,NA,0.454977
1965.019,NA,0.448602
1965.038,NA,0.443512
1965.058,NA,0.440383
1965.077,NA,0.438664
1965.096,NA,0.43634
1965.115,NA,0.432243
1965.135,NA,0.430286
1965.154,NA,0.43054
1965.173,NA,0.436003
1965.192,NA,0.441263
1965.212,NA,0.446242
1965.231,NA,0.450244
1965.25,NA,0.45315
1965.269,NA,0.456093
1965.288,NA,0.463777
1965.308,NA,0.468838
1965.327,NA,0.471732
1965.346,NA,0.474345
1965.365,NA,0.472529
1965.385,NA,0.473357
1965.404,NA,0.47149
1965.423,NA,0.464668
1965.442,NA,0.45784
1965.462,NA,0.438148
1965.481,NA,0.423926
1965.5,NA,0.418606
1965.519,NA,0.416627
1965.538,NA,0.414974
1965.558,NA,0.408708
1965.577,NA,0.400229
1965.596,NA,0.394307
1965.615,NA,0.393169
1965.635,NA,0.395462
1965.654,NA,0.399605
1965.673,NA,0.40193
1965.692,NA,0.402184
1965.712,NA,0.406502
1965.731,NA,0.410164
1965.75,NA,0.416423
1965.769,NA,0.429313
1965.788,NA,0.44271
1965.808,NA,0.449509
1965.827,NA,0.443409
1965.846,NA,0.434132
1965.865,NA,0.420784
1965.885,NA,0.415954
1965.904,NA,0.420405
1965.923,NA,0.429842
1965.942,NA,0.448386
1965.962,NA,0.472585
1965.981,NA,0.500446
1966,NA,0.514618
1966.019,NA,0.522182
1966.038,NA,0.514323
1966.058,NA,0.497887
1966.077,NA,0.466681
1966.096,NA,0.424322
1966.115,NA,0.40536
1966.135,NA,0.401809
1966.154,NA,0.401593
1966.173,NA,0.401781
1966.192,NA,0.395204
1966.212,NA,0.393639
1966.231,NA,0.390241
1966.25,NA,0.395769
1966.269,NA,0.400073
1966.288,NA,0.409902
1966.308,NA,0.417632
1966.327,NA,0.416126
1966.346,NA,0.406472
1966.365,NA,0.3876
1966.385,NA,0.364021
1966.404,NA,0.353253
1966.423,NA,0.349013
1966.442,NA,0.345791
1966.462,NA,0.348585
1966.481,NA,0.353109
1966.5,NA,0.348888
1966.519,NA,0.345918
1966.538,NA,0.352073
1966.558,NA,0.365135
1966.577,NA,0.367373
1966.596,NA,0.365213
1966.615,NA,0.364783
1966.635,NA,0.361405
1966.654,NA,0.364186
1966.673,NA,0.373654
1966.692,NA,0.381965
1966.712,NA,0.381126
1966.731,NA,0.371727
1966.75,NA,0.36792
1966.769,NA,0.362453
1966.788,NA,0.350952
1966.808,NA,0.341379
1966.827,NA,0.335823
1966.846,NA,0.331647
1966.865,NA,0.32982
1966.885,NA,0.33025
1966.904,NA,0.33108
1966.923,NA,0.331071
1966.942,NA,0.330592
1966.962,NA,0.330984
1966.981,NA,0.330385
1967,NA,0.326768
1967.019,NA,0.321443
1967.038,NA,0.325255
1967.058,NA,0.33947
1967.077,NA,0.351599
1967.096,NA,0.367614
1967.115,NA,0.384739
1967.135,NA,0.395118
1967.154,NA,0.404354
1967.173,NA,0.407836
1967.192,NA,0.408475
1967.212,NA,0.402694
1967.231,NA,0.39647
1967.25,NA,0.391031
1967.269,NA,0.382907
1967.288,NA,0.37736
1967.308,NA,0.366326
1967.327,NA,0.352354
1967.346,NA,0.338432
1967.365,NA,0.332065
1967.385,NA,0.327268
1967.404,NA,0.322413
1967.423,NA,0.326596
1967.442,NA,0.330625
1967.462,NA,0.332216
1967.481,NA,0.331625
1967.5,NA,0.327592
1967.519,NA,0.324286
1967.538,NA,0.32178
1967.558,NA,0.320965
1967.577,NA,0.320989
1967.596,NA,0.320921
1967.615,NA,0.317392
1967.635,NA,0.317454
1967.654,NA,0.309772
1967.673,NA,0.308087
1967.692,NA,0.308984
1967.712,NA,0.316944
1967.731,NA,0.321987
1967.75,NA,0.322999
1967.769,NA,0.323543
1967.788,NA,0.328295
1967.808,NA,0.329711
1967.827,NA,0.328578
1967.846,NA,0.329142
1967.865,NA,0.330398
1967.885,NA,0.333048
1967.904,NA,0.335625
1967.923,NA,0.332487
1967.942,NA,0.326706
1967.962,NA,0.324738
1967.981,NA,0.321462
1968,NA,0.326925
1968.019,NA,0.333437
1968.038,NA,0.339173
1968.058,NA,0.342256
1968.077,NA,0.347502
1968.096,NA,0.356777
1968.115,NA,0.35533
1968.135,NA,0.344318
1968.154,NA,0.335921
1968.173,NA,0.325342
1968.192,0.0030059,0.317037
1968.212,0.0035511,0.30739
1968.231,0.0033667,0.2974
1968.25,0.0034021,0.292763
1968.269,0.0035119,0.291165
1968.288,0.0038673,0.290169
1968.308,0.0046654,0.286824
1968.327,0.007703,0.287271
1968.346,0.0035425,0.290779
1968.365,0.0033529,0.293779
1968.385,0.003456,0.293308
1968.404,0.0034966,0.287309
1968.423,0.0031662,0.281529
1968.442,0.0032751,0.273678
1968.462,0.0033828,0.27146
1968.481,0.0029156,0.270902
1968.5,0.002997,0.275979
1968.519,0.0027377,0.28192
1968.538,0.0029429,0.290425
1968.558,0.0029891,0.301138
1968.577,0.0028833,0.313839
1968.596,0.0033464,0.326257
1968.615,0.0034488,0.329197
1968.635,0.0036552,0.322356
1968.654,0.0032051,0.314227
1968.673,0.0033669,0.306263
1968.692,0.0034487,0.30207
1968.712,0.0033884,0.295979
1968.731,0.0036781,0.285695
1968.75,0.0031244,0.274451
1968.769,0.0040168,0.263119
1968.789,0.0036916,0.265109
1968.808,0.0040236,0.278445
1968.827,0.004085,0.290502
1968.846,0.003768,0.295474
1968.865,0.0038236,0.303402
1968.885,0.0043565,0.308845
1968.904,0.0047351,0.309958
1968.923,0.0038931,0.306389
1968.942,0.0033045,0.311202
1968.962,0.0035441,0.324077
1968.981,0.0039701,0.333485
1969,0.0039093,0.335017
1969.019,0.003683,0.332072
1969.039,0.0034341,0.32619
1969.058,0.0027759,0.323068
1969.077,0.0030243,0.322396
1969.096,0.0027058,0.322905
1969.115,0.0029202,0.328597
1969.135,0.0029366,0.332979
1969.154,0.0027421,0.339494
1969.173,0.0026003,0.343775
1969.192,0.002777,0.344753
1969.212,0.0029372,0.343998
1969.231,0.0025614,0.340486
1969.25,0.0024001,0.338069
1969.269,0.0025973,0.330156
1969.289,0.002855,0.321679
1969.308,0.0029938,0.318314
1969.327,0.0031576,0.313722
1969.346,0.0030614,0.312568
1969.365,0.0031272,0.314408
1969.385,0.0033048,0.316629
1969.404,0.0029154,0.316051
1969.423,0.0028998,0.312698
1969.442,0.0030912,0.312716
1969.462,0.0030146,0.309444
1969.481,0.00289,0.306456
1969.5,0.0025957,0.304587
1969.519,0.0025748,0.3063
1969.539,0.002636,0.307822
1969.558,0.0028059,0.308424
1969.577,0.0030662,0.309493
1969.596,0.0035475,0.305015
1969.615,0.0030767,0.299271
1969.635,0.0032933,0.293277
1969.654,0.0033597,0.288789
1969.673,0.0028066,0.287834
1969.692,0.0027625,0.285506
1969.712,0.0031154,0.290501
1969.731,0.0032882,0.294184
1969.75,0.0029583,0.29989
1969.769,0.0033684,0.307146
1969.789,0.0033402,0.309483
1969.808,0.0033047,0.313621
1969.827,0.0031564,0.316252
1969.846,0.0033671,0.314572
1969.865,0.0037429,0.312515
1969.885,0.0032713,0.317868
1969.904,0.0033986,0.330318
1969.923,0.0035252,0.355445
1969.942,0.0032888,0.389648
1969.962,0.0031329,0.421788
1969.981,0.0031728,0.445317
1970,0.0034819,0.460935
1970.019,0.0030163,0.467578
1970.039,0.003653,0.450642
1970.058,0.0043165,0.426939
1970.077,0.0038672,0.394206
1970.096,0.0026049,0.365688
1970.115,0.0023745,0.349949
1970.135,0.0025669,0.346071
1970.154,0.0028878,0.345833
1970.173,0.0033519,0.345691
1970.192,0.0031219,0.346493
1970.212,0.0027835,0.352095
1970.231,0.0027886,0.365159
1970.25,0.0033331,0.38259
1970.269,0.0033088,0.401782
1970.289,0.0027968,0.41794
1970.308,0.0027291,0.426327
1970.327,0.0027817,0.433879
1970.346,0.0027885,0.431053
1970.365,0.0020478,0.424173
1970.385,0.0021938,0.411442
1970.404,0.002413,0.405935
1970.423,0.0028385,0.403176
1970.442,0.003072,0.398274
1970.462,0.0026289,0.389734
1970.481,0.0026816,0.376524
1970.5,0.0031839,0.36625
1970.519,0.0033592,0.357521
1970.539,0.0031702,0.352006
1970.558,0.0032382,0.355642
1970.577,0.002953,0.354717
1970.596,0.0027647,0.359793
1970.615,0.0027188,0.351617
1970.635,0.002787,0.346914
1970.654,0.0031547,0.349057
1970.673,0.003048,0.357734
1970.692,0.0025545,0.358037
1970.712,0.0025269,0.353592
1970.731,0.0027296,0.349292
1970.75,0.0030066,0.347974
1970.769,0.0033097,0.349933
1970.789,0.0032231,0.347019
1970.808,0.0027699,0.340957
1970.827,0.0027508,0.337643
1970.846,0.0026169,0.336849
1970.865,0.0031776,0.338431
1970.885,0.0027952,0.342754
1970.904,0.0023068,0.346621
1970.923,0.0024805,0.351977
1970.942,0.0028439,0.361253
1970.962,0.0025787,0.368261
1970.981,0.0028379,0.36955
1971,0.0031471,0.374755
1971.019,0.0035589,0.378136
1971.039,0.0038525,0.3807
1971.058,0.0043386,0.383001
1971.077,0.0043646,0.38451
1971.096,0.0038143,0.386966
1971.115,0.0033383,0.389569
1971.135,0.0033507,0.390702
1971.154,0.0029735,0.390219
1971.173,0.0025879,0.389297
1971.192,0.0025437,0.390267
1971.212,0.0026861,0.393664
1971.231,0.0028644,0.397538
1971.25,0.0033269,0.399451
1971.269,0.0035559,0.396905
1971.289,0.0030576,0.392325
1971.308,0.0029845,0.381454
1971.327,0.0032651,0.375927
1971.346,0.003194,0.371746
1971.365,0.0029602,0.369631
1971.385,0.0028008,0.372211
1971.404,0.0039891,0.376488
1971.423,0.003869,0.37882
1971.442,0.0034062,0.380756
1971.462,0.0032156,0.381305
1971.481,0.0031885,0.379811
1971.5,0.0031622,0.380293
1971.519,0.0032381,0.383242
1971.539,0.0034284,0.384595
1971.558,0.0030995,0.385943
1971.577,0.0030935,0.389686
1971.596,0.0030346,0.387627
1971.615,0.0032644,0.388098
1971.635,0.0039526,0.389222
1971.654,0.0042206,0.388699
1971.673,0.0038733,0.392087
1971.692,0.0031029,0.396512
1971.712,0.0031915,0.40061
1971.731,0.0034067,0.403856
1971.75,0.0030005,0.404966
1971.769,0.0030204,0.403953
1971.789,0.0031402,0.403983
1971.808,0.0030689,0.404419
1971.827,0.0033263,0.404603
1971.846,0.0033975,0.405052
1971.865,0.0035824,0.404299
1971.885,0.0034845,0.402312
1971.904,0.0033138,0.40263
1971.923,0.0032318,0.404616
