Age,Ba138Ca,BaCa,BCa,Cd,CdCa,Ce,CeCa,La,LaCa,LiCa,Lu,LuCa,MgCa,Mn,MnCa,P,PbCa,PCa,Pr,PrCa,SrCa,UCa,Y,Yb,YbCa,YCa,ZnCa,Distance
1972.601648,0.001495853,0.001414801,0.372435659,0.014322469,1.28E-05,163.2616466,0.000116617,229.5176186,0.000165371,0.004260072,9.156252518,5.24E-06,1.968119184,0.233165672,0.000424773,5.388610848,0.000180826,0.017411848,43.78347444,3.11E-05,9.370326254,0.001695325,514.974591,41.95324647,2.43E-05,0.000579722,0.001167,372.692447
1972.647352,0.001758147,0.002058941,0.435550013,0.007662638,6.82E-06,81.50104285,5.82E-05,115.6642949,8.33E-05,0.005567887,4.854743551,2.78E-06,3.084474146,0.409529199,0.000746066,7.916111553,0.000240785,0.025578787,19.27952878,1.37E-05,9.117899268,0.001337519,253.292279,23.01791195,1.33E-05,0.000285139,0.00256696,372.438436
1972.693056,0.002027771,0.002193293,0.417536461,0.006297944,5.61E-06,106.0395667,7.57E-05,167.7835651,0.000120891,0.005372242,7.289845927,4.17E-06,3.087404358,0.415497451,0.000756939,7.675459535,0.000244696,0.024801185,26.55332121,1.89E-05,9.130633577,0.001372203,370.989355,35.51574305,2.05E-05,0.000417634,0.0020222,372.184425
1972.738761,0.001971651,0.001786021,0.414686931,0.004118116,3.67E-06,131.056869,9.36E-05,188.198639,0.0001356,0.005478363,5.823099137,3.33E-06,2.851813131,0.371078584,0.000676018,4.986093411,0.000221049,0.016111221,31.65671771,2.25E-05,9.179191066,0.001384377,426.066456,37.11617159,2.15E-05,0.000479636,0.0012268,371.930414
1972.784465,0.001707306,0.001712399,0.417345325,0.01125024,1.00E-05,82.41123459,5.89E-05,138.927379,0.0001001,0.005184106,5.372139508,3.07E-06,2.846770046,0.353147776,0.000643352,2.348642278,0.000157534,0.007589006,24.84331936,1.76E-05,9.022886475,0.001324921,304.143615,29.68303127,1.72E-05,0.000342384,0.00093003,371.676403
1972.83017,0.001477107,0.001585302,0.439617142,0.007237489,6.44E-06,102.3993785,7.31E-05,150.8837709,0.000108714,0.005193358,5.775147967,3.30E-06,2.778284683,0.452124357,0.000823665,4.65869201,0.000275617,0.015053311,27.17233606,1.93E-05,9.216968784,0.001450282,359.67042,29.31545213,1.70E-05,0.000404892,0.00234834,371.422392
1972.875874,0.001622792,0.001678483,0.406882883,0.007918946,7.05E-06,114.1999331,8.16E-05,175.5788723,0.000126508,0.005384186,7.222151076,4.13E-06,2.600045739,0.275939388,0.000502697,6.103763174,0.000261099,0.01972267,28.44213438,2.02E-05,9.316047832,0.001513314,399.68362,38.41946719,2.22E-05,0.000449936,0.00141726,371.168381
1972.921578,0.002050707,0.002107222,0.452889776,0.010981411,9.78E-06,107.6933354,7.69E-05,157.2840279,0.000113326,0.005515569,5.835531181,3.34E-06,2.93142738,0.307261285,0.000559758,7.276940813,0.000290041,0.023513479,29.82470073,2.12E-05,9.021474513,0.001316633,363.307872,27.86923733,1.61E-05,0.000408987,0.0021551,370.91437
1972.967283,0.001796151,0.001741274,0.436379112,0.004736721,4.22E-06,117.1544561,8.37E-05,185.6025133,0.00013373,0.004677378,6.53065137,3.74E-06,2.490065714,0.277084174,0.000504782,4.758643052,0.000217614,0.015376276,28.98712023,2.06E-05,9.293077418,0.001554838,381.144509,38.84280954,2.25E-05,0.000429066,0.00204457,370.660359
1973.012987,0.002288704,0.002173609,0.395924867,0.022383953,1.99E-05,148.7575597,0.000106257,222.4339799,0.000160267,0.005065323,6.175379048,3.53E-06,2.43505202,0.258505103,0.000470936,11.27300301,0.000330886,0.03642568,43.05831476,3.06E-05,9.240672821,0.001582154,456.487039,36.96717031,2.14E-05,0.000513881,0.00221483,370.406348
1973.058691,0.001778989,0.001825658,0.416302198,-0.000588372,-5.24E-07,155.3754951,0.000110984,241.0211671,0.00017366,0.004771216,7.258418217,4.15E-06,2.608232397,0.28253007,0.000514704,8.868458653,0.000282542,0.028656041,41.50449958,2.95E-05,9.151211644,0.001511984,466.743578,35.94239445,2.08E-05,0.000525427,0.00134603,370.152337
1973.104396,0.001706324,0.001560428,0.433778734,0.009161573,8.16E-06,121.5457405,8.68E-05,181.2459981,0.000130591,0.00502004,6.844708042,3.92E-06,2.684892798,0.294654759,0.000536792,1.482379427,0.000207334,0.004789911,31.81728701,2.26E-05,8.879141092,0.001300428,371.879615,34.68071176,2.01E-05,0.000418636,0.00228091,369.898326
1973.135474,0.002145272,0.00210914,0.475237657,0.01534206,1.37E-05,78.48491848,5.61E-05,117.3389378,8.45E-05,0.005597121,3.019156617,1.73E-06,3.064988946,0.31005692,0.000564851,3.689028239,0.000260384,0.011920103,23.36535423,1.66E-05,9.189518314,0.001360904,274.139366,24.00369524,1.39E-05,0.000308607,0.00228932,369.644315
1973.166552,0.001785144,0.001873715,0.443741419,0.00771059,6.87E-06,154.3170043,0.000110228,231.8233494,0.000167033,0.005584679,7.784766204,4.45E-06,2.830162841,0.288592481,0.000525748,7.48246441,0.000233734,0.024177573,40.51246554,2.88E-05,9.207664345,0.001478375,472.295393,38.57614721,2.23E-05,0.000531677,0.00223513,369.390304
1973.19763,0.002168323,0.00229185,0.479411368,0.04694474,4.18E-05,117.7006568,8.41E-05,174.3250856,0.000125604,0.005707207,6.097943548,3.49E-06,3.180508395,0.294385114,0.000536301,8.26271295,0.000283067,0.026698736,33.46718566,2.38E-05,9.361412089,0.001413429,335.278693,25.8625193,1.50E-05,0.000377433,0.00246848,369.136293
1973.228709,0.001866998,0.001836974,0.448152423,0.013403082,1.19E-05,169.853221,0.000121325,257.3967577,0.000185459,0.00554967,5.87164986,3.36E-06,2.271401031,0.226900367,0.000413359,9.469568672,0.000241451,0.030598366,43.32337157,3.08E-05,9.451354555,0.001646101,518.203937,38.91818418,2.25E-05,0.000583358,0.00173045,368.882282
1973.259787,0.002342607,0.001990143,0.476952062,0.001805278,1.61E-06,163.360008,0.000116687,233.0019162,0.000167882,0.005305776,8.101249454,4.63E-06,2.548448427,0.201221611,0.000366579,8.431793387,0.000234704,0.027245074,42.50515089,3.02E-05,9.374053831,0.001571274,492.729211,37.94635678,2.19E-05,0.00055468,0.00220034,368.628271
1973.290865,0.001459044,0.001531753,0.497567523,0.005668587,5.05E-06,130.9689606,9.36E-05,186.8960441,0.000134662,0.005414372,6.73456494,3.85E-06,2.28269109,0.194326451,0.000354017,2.705843432,0.000176275,0.008743206,33.79270891,2.40E-05,9.359656647,0.001644573,397.523534,29.61295556,1.71E-05,0.000447504,0.00138151,368.37426
1973.321943,0.00174102,0.001725126,0.497519498,0.006711632,5.98E-06,164.9472638,0.000117821,238.4936837,0.000171839,0.005576861,7.059429445,4.04E-06,2.513218576,0.214450402,0.000390678,6.753027997,0.000262604,0.021820595,42.32329058,3.01E-05,9.349284176,0.001564088,492.703507,40.82443509,2.36E-05,0.000554651,0.00209374,368.120249
1973.353022,0.001975707,0.002072879,0.494509976,0.003320476,2.96E-06,127.3269619,9.09E-05,195.9317512,0.000141172,0.005917013,4.281893608,2.45E-06,2.767073992,0.258543353,0.000471005,5.669482091,0.000262973,0.018319408,33.65244806,2.39E-05,9.263947744,0.001466789,367.739461,31.732635,1.84E-05,0.000413975,0.00298263,367.866238
1973.3841,0.001600791,0.001892101,0.442682021,-0.002914037,-2.59E-06,136.6147966,9.76E-05,200.7033649,0.00014461,0.005191735,6.095890538,3.49E-06,2.289805141,0.237628456,0.000432903,4.604840485,0.000216039,0.014879304,33.84125131,2.40E-05,9.28303355,0.001641752,440.408803,31.32533365,1.81E-05,0.000495781,0.00166864,367.612227
1973.415178,0.001819036,0.001789661,0.465191196,0.008762158,7.80E-06,159.2999682,0.000113787,247.509866,0.000178335,0.00488487,7.897818744,4.52E-06,2.405034657,0.257014792,0.000468221,5.405924889,0.000214996,0.017467793,44.64264352,3.17E-05,8.983357686,0.001472678,467.671334,43.31343357,2.51E-05,0.000526472,0.00131508,367.358216
1973.446256,0.001737575,0.001644944,0.48039528,0.031798775,2.83E-05,162.2182321,0.000115872,235.5099472,0.000169689,0.005650424,7.896586768,4.52E-06,2.430427141,0.249870215,0.000455205,3.114553299,0.000195284,0.010063842,40.83666033,2.90E-05,9.211977257,0.001507035,501.95365,41.66034142,2.41E-05,0.000565064,0.00122047,367.104205
1973.477335,0.001825183,0.001953718,0.491492072,0.21172581,0.000188508,132.4526186,9.46E-05,188.0597552,0.0001355,0.005534324,7.315783522,4.18E-06,2.690099972,0.274756926,0.000500543,7.468931728,0.000329588,0.024133846,35.33556967,2.51E-05,9.064533203,0.001417069,408.30311,33.89542294,1.96E-05,0.000459639,0.00136955,366.850194
1973.508413,0.001844219,0.001870888,0.457936115,0.003542367,3.15E-06,102.9099792,7.35E-05,144.9194654,0.000104417,0.005254372,5.523490218,3.16E-06,2.672604568,0.260180689,0.000473988,3.310546297,0.000225419,0.010697141,26.67066143,1.89E-05,9.047096805,0.001441112,342.245984,31.22441538,1.81E-05,0.000385277,0.00122894,366.596183
1973.539491,0.001573952,0.001470814,0.430066006,0.006192954,5.51E-06,141.7925452,0.000101282,206.7353764,0.000148956,0.005294197,6.851707936,3.92E-06,2.320900589,0.253334728,0.000461516,2.853107585,0.000150629,0.00921905,36.93466443,2.62E-05,9.255134999,0.001588215,456.929817,44.3449075,2.56E-05,0.00051438,0.00083872,366.342172
1973.57057,0.001406962,0.001512314,0.414715296,0.007896365,7.03E-06,177.2695091,0.000126623,276.0481921,0.000198897,0.004915527,8.972027303,5.13E-06,2.358889028,0.271585373,0.000494765,5.272891284,0.000175042,0.017037931,47.90670826,3.40E-05,9.143384544,0.001487988,579.603406,40.89808405,2.37E-05,0.000652477,0.00116843,366.088161
1973.601648,0.001430251,0.001482467,0.402022424,0.004748579,4.23E-06,164.9448754,0.000117819,246.9900823,0.000177961,0.004966873,9.56980754,5.47E-06,2.258330055,0.274372732,0.000499843,3.990256641,0.000149661,0.012893442,43.21474075,3.07E-05,9.265384922,0.001674748,503.231249,45.2665365,2.62E-05,0.000566503,0.00101173,365.83415
1973.6245,0.001985696,0.001986332,0.426753136,0.001501122,1.34E-06,163.4451001,0.000116748,240.3567832,0.000173181,0.005513802,6.544110069,3.74E-06,2.771298845,0.307312817,0.000559852,10.13565237,0.000265956,0.032750637,41.7623288,2.97E-05,9.278536487,0.001510079,497.938828,41.35564406,2.39E-05,0.000560545,0.00215458,365.580139
1973.647352,0.001940257,0.001870592,0.432828599,0.013508044,1.20E-05,133.6573356,9.55E-05,201.4945495,0.00014518,0.005170015,7.538798445,4.31E-06,2.668077775,0.319933141,0.000582843,5.760963155,0.00024288,0.018615004,34.11204421,2.42E-05,9.181404262,0.001535762,452.893089,39.84705732,2.30E-05,0.000509835,0.00215086,365.326128
1973.670204,0.001576664,0.001648393,0.439636578,0.007822424,6.96E-06,125.6341287,8.97E-05,194.1405714,0.000139882,0.005318346,6.238599141,3.57E-06,2.849576851,0.332636629,0.000605986,2.927154791,0.000232499,0.009458314,31.34783558,2.23E-05,9.137483539,0.001382075,464.158591,37.25963345,2.16E-05,0.000522517,0.00207887,365.072117
1973.693056,0.001804472,0.001821486,0.420764564,0.012539886,1.12E-05,139.9498444,1.00E-04,190.1135854,0.00013698,0.004937555,7.82777971,4.48E-06,2.592046891,0.336496402,0.000613018,4.189132487,0.000210307,0.013536056,32.97618742,2.34E-05,9.258128738,0.001491203,459.565541,44.18321114,2.56E-05,0.000517347,0.00236353,364.818106
1973.715909,0.001616111,0.001824994,0.381978411,0.010707965,9.53E-06,173.3584669,0.000123829,265.7404,0.000191471,0.004582732,8.78531086,5.03E-06,2.434510912,0.299036279,0.000544774,7.456174743,0.000294251,0.024092625,49.33409617,3.50E-05,9.217795721,0.00138455,545.306649,49.71328543,2.88E-05,0.000613868,0.00252406,364.564095
1973.738761,0.001753085,0.001814021,0.400386656,0.010912113,9.72E-06,165.5119807,0.000118224,267.0970734,0.000192448,0.004979227,7.932019602,4.54E-06,2.464352804,0.248619047,0.000452926,7.845907915,0.000270134,0.025351943,46.39908653,3.30E-05,9.114805262,0.001410567,637.156828,52.12298354,3.01E-05,0.000717267,0.00198448,364.310084
1973.761613,0.001851094,0.001903069,0.441693787,0.009806554,8.73E-06,182.72157,0.000130517,279.7777412,0.000201585,0.005104386,9.184633698,5.25E-06,2.666090167,0.284315876,0.000517957,8.578953292,0.000351557,0.027720582,51.009409,3.62E-05,9.503832061,0.001498854,712.732997,62.17794676,3.60E-05,0.000802345,0.00179242,364.056073
1973.784465,0.001479668,0.001685017,0.423329439,0.006220897,5.54E-06,181.5777567,0.0001297,296.9386682,0.000213949,0.005006525,12.88556372,7.37E-06,2.655293358,0.291363562,0.000530796,3.782005181,0.000307621,0.012220533,53.18937497,3.78E-05,9.280555079,0.001487451,756.060315,67.00499484,3.88E-05,0.00085112,0.00152287,363.802062
1973.807317,0.001653716,0.001660687,0.402209442,0.013357397,1.19E-05,158.21876,0.000113015,278.2904,0.000200513,0.005171998,13.0640393,7.47E-06,2.585155544,0.330238774,0.000601618,5.805938674,0.00031769,0.01876033,49.39836749,3.51E-05,9.147572586,0.001428987,675.46049,60.7536955,3.51E-05,0.000760386,0.00230777,363.548051
1973.83017,0.002464159,0.002417973,0.386705149,0.008400465,7.48E-06,159.2813926,0.000113774,246.1059814,0.000177324,0.004798507,8.303132506,4.75E-06,3.050962304,0.411271887,0.000749241,10.56756128,0.000473619,0.034146234,41.36745702,2.94E-05,9.048143287,0.001304133,581.141449,50.69599891,2.93E-05,0.000654208,0.00272865,363.29404
1973.853022,0.0016486,0.001619077,0.366742495,0.001859574,1.66E-06,162.6128035,0.000116154,265.4895773,0.00019129,0.004659993,10.8254083,6.19E-06,2.235390331,0.344826268,0.000628193,5.47490687,0.000302351,0.01769069,48.03072878,3.41E-05,9.270448955,0.00154683,661.054794,46.85870574,2.71E-05,0.000744169,0.00131843,363.040029
1973.875874,0.00178848,0.001894161,0.36792866,0.002758004,2.46E-06,165.1750646,0.000117984,269.2542625,0.000194002,0.005158195,11.91059831,6.81E-06,2.703561988,0.383262431,0.000698214,5.913671167,0.000366184,0.019108439,44.56430567,3.17E-05,9.183057502,0.001431454,660.357127,62.92179441,3.64E-05,0.000743384,0.00216553,362.786018
1973.898726,0.002158866,0.00202183,0.362605119,0.015886037,1.41E-05,150.9518111,0.000107824,252.8719152,0.000182199,0.004425526,8.41759951,4.82E-06,2.684251152,0.394501124,0.000718689,6.126542225,0.000394263,0.019796275,40.96900684,2.91E-05,9.172914173,0.001390151,608.38677,49.83233082,2.88E-05,0.000684879,0.00409453,362.532007
1973.921578,0.001934518,0.001991085,0.392015438,0.017883924,1.59E-05,151.3895158,0.000108137,238.7220873,0.000172003,0.004907659,12.38262815,7.08E-06,2.841126088,0.386386462,0.000703906,3.754319743,0.000494097,0.012131075,43.1202302,3.06E-05,8.955264815,0.001358899,558.617888,50.6587963,2.93E-05,0.000628853,0.00359041,362.277996
1973.94443,0.001640269,0.001659512,0.384172128,0.023458535,2.09E-05,119.0534657,8.50E-05,182.4567233,0.000131463,0.004628129,9.156636152,5.24E-06,2.462044175,0.327641728,0.000596886,0.937072662,0.000387326,0.003027898,33.47095344,2.38E-05,8.930469679,0.001392257,446.630338,38.10138137,2.20E-05,0.000502785,0.00220397,362.023985
1973.967283,0.001847197,0.001871354,0.389624607,0.008275992,7.37E-06,118.0498052,8.43E-05,183.2556376,0.000132039,0.004338896,7.22973768,4.14E-06,2.446055091,0.319465138,0.000581991,4.8787386,0.000331426,0.015764333,32.43901886,2.30E-05,8.966715746,0.001423706,412.36195,35.06260657,2.03E-05,0.000464208,0.00177739,361.769974
1973.990135,0.001932817,0.002110058,0.386120311,0.008650885,7.70E-06,119.4973575,8.54E-05,192.6984157,0.000138843,0.004485739,7.048888059,4.03E-06,2.534602757,0.286517537,0.000521968,5.626877536,0.000388613,0.018181743,32.73207393,2.32E-05,9.180027888,0.001570129,438.613956,36.05292076,2.09E-05,0.000493761,0.00219505,361.515963
1974.012987,0.00201736,0.002012129,0.391785064,0.0014537,1.29E-06,122.9192767,8.78E-05,200.551901,0.000144501,0.004891503,8.073476285,4.62E-06,2.39789568,0.317348886,0.000578135,7.741299923,0.000450467,0.02501393,35.491271,2.52E-05,9.15604505,0.001485151,417.607759,43.62868651,2.52E-05,0.000470114,0.00238567,361.261952
1974.035839,0.00176567,0.001841907,0.371923226,0.003743093,3.33E-06,137.0885778,9.79E-05,205.817306,0.000148295,0.004468029,8.689571167,4.97E-06,2.254349432,0.259259599,0.00047231,6.67972207,0.00044235,0.021583727,33.34368996,2.37E-05,9.026040068,0.001463869,463.274889,44.56756323,2.58E-05,0.000521522,0.0019743,361.007941
1974.058691,0.002079468,0.001954114,0.397082906,0.006217749,5.54E-06,87.96149199,6.28E-05,133.7824422,9.64E-05,0.004679922,4.914458338,2.81E-06,2.618762265,0.321172523,0.000585101,2.195134397,0.000335864,0.007092987,22.95694411,1.63E-05,9.094442479,0.001316059,321.977737,30.19427851,1.75E-05,0.00036246,0.00427382,360.75393
1974.081543,0.002114363,0.002145407,0.400157329,0.013396216,1.19E-05,84.19102605,6.01E-05,130.4764653,9.40E-05,0.00454979,6.801739842,3.89E-06,2.772348699,0.294298106,0.000536142,2.772830821,0.00036614,0.008959658,22.35942743,1.59E-05,8.92202346,0.001298246,336.771571,34.50742997,2.00E-05,0.000379114,0.00328788,360.499919
1974.104396,0.001611862,0.001786246,0.407026167,0.008934415,7.95E-06,91.06156095,6.50E-05,140.2776871,0.000101072,0.00494861,9.757984051,5.58E-06,2.400387173,0.277326565,0.000505224,0.347461762,0.000251462,0.001122729,24.92467289,1.77E-05,8.880288073,0.001418443,335.050805,36.08119503,2.09E-05,0.000377177,0.00169504,360.245908
1974.126015,0.002467321,0.002294518,0.411437021,0.01769252,1.58E-05,110.9706253,7.93E-05,160.4505509,0.000115607,0.004654282,5.977114327,3.42E-06,2.554335419,0.316881861,0.000577284,4.109109452,0.000471286,0.013277483,30.66739948,2.18E-05,9.195293234,0.001465991,411.425832,39.89368372,2.31E-05,0.000463154,0.00204181,359.991897
1974.147635,0.00210147,0.002177,0.407270665,0.009258637,8.24E-06,125.948373,9.00E-05,193.0717823,0.000139112,0.004753178,8.321487632,4.76E-06,2.292285434,0.322108585,0.000586806,4.38855046,0.000339547,0.014180421,32.26724529,2.29E-05,9.155567096,0.00152016,502.287091,49.71726507,2.88E-05,0.00056544,0.00167244,359.737886
1974.169255,0.002440033,0.002511549,0.399582809,0.001563293,1.39E-06,95.50544329,6.82E-05,147.2572577,0.000106101,0.005427443,5.283733963,3.02E-06,3.065537535,0.368290753,0.000670939,2.181972066,0.000356224,0.007050456,23.48078602,1.67E-05,8.922936061,0.001286177,355.146815,34.33397209,1.99E-05,0.000399799,0.00245815,359.483875
1974.190874,0.002345401,0.002412118,0.4042846,0.005314711,4.73E-06,90.20694941,6.44E-05,129.3420171,9.32E-05,0.004658086,5.96678667,3.41E-06,2.623228577,0.324482849,0.000591132,4.057625819,0.000363182,0.013111127,21.4126988,1.52E-05,9.018384229,0.00145546,327.94499,33.78672692,1.95E-05,0.000369178,0.00242175,359.229864
1974.212494,0.002320843,0.002594429,0.418300229,-0.000672409,-5.99E-07,92.88904504,6.64E-05,131.8944844,9.50E-05,0.005187633,5.438154403,3.11E-06,3.106980757,0.380424126,0.000693044,3.292422558,0.000343358,0.010638579,21.98561763,1.56E-05,9.193018658,0.001440765,299.993591,33.31742414,1.93E-05,0.000337712,0.00241188,358.975853
1974.234114,0.002579503,0.002682092,0.420278533,0.002816021,2.51E-06,99.56334771,7.11E-05,140.6275163,0.000101325,0.005157198,6.282751712,3.59E-06,3.261870056,0.430901474,0.000785001,6.775803527,0.000514018,0.021894188,27.66085676,1.96E-05,9.21314898,0.001391277,318.970129,27.73326001,1.60E-05,0.000359074,0.00266237,358.721842
1974.255733,0.002012918,0.001939056,0.429365679,0.005205867,4.64E-06,98.56597233,7.04E-05,124.6945254,8.98E-05,0.005173015,4.898524472,2.80E-06,2.471553798,0.351646495,0.000640617,4.495762673,0.000461535,0.014526849,24.25074627,1.72E-05,9.26798189,0.00156979,316.899534,27.94439071,1.62E-05,0.000356743,0.00232148,358.467831
1974.277353,0.001897526,0.001804604,0.446512329,0.004325216,3.85E-06,79.57512162,5.68E-05,115.6958116,8.34E-05,0.005137764,4.539631761,2.60E-06,2.573916156,0.306549693,0.000558462,1.364951064,0.000303521,0.004410473,19.33699962,1.37E-05,9.083825899,0.001500857,274.922986,25.84488233,1.49E-05,0.000309489,0.00188446,358.21382
1974.298973,0.001622162,0.001768703,0.442512532,0.010780261,9.60E-06,101.0137737,7.22E-05,149.2582684,0.000107543,0.004715154,6.088877274,3.48E-06,2.263032132,0.233732799,0.000425806,2.083911717,0.000376186,0.006733601,23.00666085,1.63E-05,9.181615665,0.001635126,357.722363,33.32177983,1.93E-05,0.000402699,0.00143848,357.959809
1974.320592,0.002283932,0.001910803,0.439882515,0.004864941,4.33E-06,91.94894301,6.57E-05,131.3887741,9.47E-05,0.005031273,4.40156241,2.52E-06,2.349856845,0.268348932,0.000488869,3.243633249,0.000294573,0.010480929,21.82891543,1.55E-05,9.261727454,0.001597723,322.788171,29.61213758,1.71E-05,0.000363372,0.002194,357.705798
1974.342212,0.00239266,0.002377373,0.461641429,0.012455164,1.11E-05,97.27816173,6.95E-05,135.0852677,9.73E-05,0.005533615,5.739384696,3.28E-06,2.888645134,0.335030222,0.000610347,4.718938574,0.000496617,0.015247982,23.47378328,1.67E-05,9.098351736,0.001443832,311.445878,27.48292867,1.59E-05,0.000350604,0.00398866,357.451787
1974.363832,0.002265493,0.002196544,0.42532193,0.012815183,1.14E-05,130.8110166,9.34E-05,180.3642022,0.000129956,0.004968257,5.017376202,2.87E-06,2.54067797,0.310384449,0.000565448,4.409105857,0.000450951,0.014246841,31.6439881,2.25E-05,9.270718079,0.001505341,391.924804,31.60181364,1.83E-05,0.000441202,0.00228589,357.197776
1974.385451,0.002099255,0.002146201,0.450966785,0.013946575,1.24E-05,117.4034616,8.39E-05,160.8114338,0.000115867,0.005176263,5.439359189,3.11E-06,2.723669437,0.330249173,0.000601637,1.770633211,0.000409025,0.005721325,26.63562512,1.89E-05,9.160453793,0.001456954,336.646724,26.28875542,1.52E-05,0.000378973,0.00189749,356.943765
1974.407071,0.00221731,0.002354974,0.439402821,0.00527911,4.70E-06,86.08706042,6.15E-05,112.9024323,8.13E-05,0.005211273,4.785264157,2.74E-06,2.678627402,0.305927032,0.000557327,3.059065557,0.000427252,0.009884548,20.28713265,1.44E-05,9.146827422,0.001472802,252.607664,22.60461873,1.31E-05,0.000284368,0.00382253,356.689754
1974.428691,0.001722292,0.001766467,0.453623526,0.003444625,3.07E-06,108.2888667,7.74E-05,153.5252928,0.000110618,0.005387678,5.199602488,2.97E-06,2.306816578,0.284917038,0.000519052,2.015380916,0.000385161,0.006512162,26.64840694,1.89E-05,9.313091524,0.001683268,333.523065,29.8649667,1.73E-05,0.000375457,0.00253877,356.435743
1974.45031,0.00199205,0.002187923,0.500133025,0.003931754,3.50E-06,87.90686657,6.28E-05,121.1009031,8.73E-05,0.005618594,3.906184881,2.23E-06,2.820180557,0.353203397,0.000643454,4.40744461,0.0003666,0.014241473,20.97421042,1.49E-05,9.285607561,0.001605397,265.076374,20.2179581,1.17E-05,0.000298404,0.00321978,356.181732
1974.47193,0.001934639,0.001925861,0.456872085,0.015858244,1.41E-05,182.4448433,0.000130319,241.1038165,0.000173719,0.004779006,8.046670212,4.60E-06,2.609095128,0.268676096,0.000489465,7.038926696,0.000414007,0.0227444,39.46458908,2.80E-05,9.381954511,0.001666305,507.770582,41.06661981,2.38E-05,0.000571613,0.00177079,355.927721
