Age,Ba138Ca,BaCa,SrCa,UCa
1906.104,0.00372375,0.00394522,9.02719,0.00141346
1906.134,0.00358013,0.00375403,9.07608,0.0014365
1906.163,0.00337127,0.00364407,9.1234,0.00157068
1906.192,0.00394838,0.00394378,8.85521,0.00131177
1906.221,0.0039102,0.00392765,9.06116,0.00121552
1906.251,0.00395738,0.00407176,8.9979,0.00124784
1906.28,0.00405176,0.0039915,9.19461,0.00141806
1906.309,0.00403072,0.00397606,9.1005,0.00145174
1906.338,0.00364936,0.00380657,9.01418,0.00144014
1906.368,0.00366241,0.00401318,9.12682,0.00143961
1906.397,0.00380449,0.00398755,9.14311,0.00133896
1906.426,0.00359524,0.0037715,9.27622,0.00160335
1906.455,0.00356341,0.00374871,9.21511,0.00144886
1906.485,0.00351797,0.00356189,9.19519,0.00154704
1906.514,0.00328551,0.00351738,9.15284,0.00153826
1906.543,0.00364311,0.00361461,9.2846,0.00154647
1906.572,0.00334298,0.00346081,9.12009,0.0015064
1906.602,0.00332048,0.00345219,9.20399,0.00143371
1906.618,0.00315463,0.00333064,8.97272,0.00146416
1906.634,0.00327505,0.00329996,9.03926,0.00147721
1906.65,0.00331819,0.00349505,9.02392,0.00124636
1906.667,0.00303717,0.0031722,9.04755,0.00141051
1906.683,0.00323111,0.00327824,8.95708,0.00136002
1906.699,0.00322553,0.00318658,8.89966,0.00141523
1906.715,0.00307708,0.00306301,8.81829,0.00132464
1906.731,0.00302532,0.00308437,8.98216,0.0013692
1906.748,0.00345897,0.00350591,8.72393,0.00107722
1906.764,0.00358531,0.00344789,8.96159,0.00118161
1906.78,0.00306523,0.00315805,8.93398,0.00120441
1906.796,0.00329212,0.00327677,8.88926,0.00126095
1906.812,0.00344016,0.00339132,8.915,0.00132577
1906.829,0.00329177,0.00340466,8.88702,0.00133
1906.845,0.00358786,0.00343138,8.81655,0.00115766
1906.861,0.00352792,0.00335597,8.76742,0.00122308
1906.877,0.00317921,0.00329703,8.79587,0.00137191
1906.894,0.00321252,0.00342402,8.84071,0.00134627
1906.91,0.00362983,0.00354785,9.06726,0.00141852
1906.926,0.00311208,0.00342537,8.9038,0.00144636
1906.942,0.00370359,0.00380437,9.32754,0.00157053
1906.958,0.00353948,0.00354941,9.15883,0.00147929
1906.975,0.00382883,0.00384981,9.21321,0.00148849
1906.991,0.004021,0.00413856,9.02933,0.001398
1907.007,0.00372125,0.0040662,8.81619,0.0012593
1907.023,0.00477186,0.00449526,9.06927,0.0015171
1907.04,0.0041489,0.00443528,8.91793,0.00130106
1907.056,0.00427367,0.00437856,8.71816,0.00123655
1907.072,0.00439964,0.00442607,9.01475,0.00133864
1907.088,0.00445728,0.00463267,8.9928,0.00130937
1907.104,0.00476641,0.00460228,9.10864,0.00154486
1907.127,0.00462803,0.00453982,8.99164,0.00134825
1907.15,0.00478862,0.00452174,9.09348,0.00130919
1907.172,0.00417978,0.00438301,9.20361,0.00146332
1907.195,0.00452172,0.00453742,9.20303,0.00145175
1907.217,0.00456296,0.00485068,9.14584,0.00142853
1907.24,0.00491131,0.00488768,9.06841,0.0014097
1907.263,0.00379872,0.00405875,9.29508,0.00160355
1907.285,0.00432514,0.00459415,9.05068,0.0013344
1907.308,0.0045412,0.00470528,8.89829,0.00118818
1907.33,0.00440663,0.00421192,9.21907,0.0014058
1907.353,0.00330809,0.00347452,9.18264,0.00150985
1907.376,0.00379713,0.003552,9.19962,0.00149641
1907.398,0.00317167,0.00351146,9.24788,0.0015418
1907.421,0.00338964,0.00363899,9.43091,0.00152396
1907.443,0.00371145,0.00367738,9.45044,0.00154966
1907.466,0.00366316,0.00352048,9.03303,0.00134573
1907.489,0.00329977,0.00299502,9.20213,0.00144037
1907.511,0.00309329,0.00300806,9.03756,0.00136796
1907.534,0.00358872,0.00345944,9.09575,0.00127316
1907.556,0.00375229,0.00361656,8.98495,0.00120685
1907.579,0.00333019,0.00322584,9.25055,0.00142648
1907.602,0.0032526,0.00347935,9.19348,0.0014872
1907.614,0.00316214,0.00314577,9.16888,0.00151557
1907.626,0.00328385,0.00330479,9.01134,0.00142774
1907.638,0.0031825,0.00316052,9.22843,0.00158811
1907.651,0.00311849,0.00309787,8.96741,0.00142225
1907.663,0.00318264,0.00348232,8.80102,0.00124708
1907.675,0.00383613,0.00374861,8.86069,0.00112522
1907.687,0.00326242,0.00332101,8.94112,0.00121601
1907.7,0.00288347,0.0030012,8.7626,0.00129436
1907.712,0.00294495,0.00288175,9.04006,0.00133891
1907.724,0.00316826,0.00301839,8.94912,0.00147315
1907.737,0.00293671,0.00294407,8.81546,0.00126588
1907.749,0.00283608,0.00277794,8.8455,0.00138437
1907.761,0.00285885,0.00287859,9.0123,0.00129477
1907.773,0.00339647,0.00344261,8.90347,0.00131623
1907.786,0.00338982,0.0033075,8.88078,0.00121061
1907.798,0.00345534,0.00338528,8.77795,0.00114193
1907.81,0.00352609,0.00352409,8.8139,0.00127158
1907.822,0.00329542,0.00334371,8.73714,0.00125221
1907.835,0.00330741,0.00325694,8.87857,0.00127967
1907.847,0.00347983,0.00347193,8.9129,0.00122062
1907.859,0.00363799,0.00366848,8.83182,0.00127619
1907.871,0.00396045,0.00394021,8.9113,0.00111578
1907.884,0.00362989,0.00367465,8.64737,0.00113525
1907.896,0.00320961,0.00312284,9.09114,0.00134157
1907.908,0.00386388,0.00384004,8.68471,0.00120068
1907.92,0.00420889,0.00425356,8.73309,0.00116994
1907.933,0.00378743,0.00386274,8.9073,0.00131526
1907.945,0.00362708,0.00354325,8.8689,0.00141172
1907.957,0.00375307,0.00382347,8.92519,0.00131757
1907.97,0.0040824,0.00402238,8.95798,0.00138479
1907.982,0.00393,0.00376224,9.07844,0.00148978
1907.994,0.00408579,0.00379397,9.25604,0.00149308
1908.006,0.00362216,0.00372854,9.1992,0.00148095
1908.019,0.00381508,0.00379828,9.24615,0.00162734
1908.031,0.00359929,0.00360013,9.20647,0.00156476
1908.043,0.00367125,0.00333964,9.18841,0.0015631
1908.055,0.00371888,0.00347366,9.37018,0.0016673
1908.068,0.00394307,0.00384368,9.24944,0.0014935
1908.08,0.0038379,0.00376146,9.40108,0.00177757
1908.092,0.00379259,0.00385227,9.32548,0.0015772
1908.104,0.00410478,0.00386151,9.45766,0.00177485
1908.134,0.00405946,0.00387529,9.13505,0.00161099
1908.163,0.00431856,0.00425794,9.25148,0.00158654
1908.192,0.0041652,0.0041296,9.13081,0.00139346
1908.221,0.00411192,0.00419062,9.05444,0.00133352
1908.251,0.00394174,0.00385665,9.1924,0.00155648
1908.28,0.00391103,0.00374679,9.31535,0.00163202
1908.309,0.00392598,0.0037288,9.07498,0.00154196
1908.338,0.00346791,0.00349438,9.14809,0.00163236
1908.368,0.00338022,0.00333825,9.25271,0.00164452
1908.397,0.00393953,0.0040042,8.96132,0.00141271
1908.426,0.00413497,0.00408257,9.20512,0.00124717
1908.455,0.0040602,0.00387404,8.97298,0.0013344
1908.485,0.003358,0.00325266,9.19953,0.00160678
1908.514,0.00342133,0.00332157,9.26083,0.00156915
1908.543,0.00320402,0.00335161,9.28092,0.0016281
1908.572,0.00292179,0.00296576,9.04921,0.00141394
1908.602,0.00314008,0.00319737,9.29392,0.00152394
1908.612,0.00377863,0.0035565,9.06331,0.00126514
1908.621,0.00337902,0.00328014,9.0773,0.00144631
1908.631,0.00338011,0.00339424,9.03716,0.00137745
1908.641,0.00330716,0.00337336,8.79213,0.0012752
1908.651,0.00350207,0.00337872,8.8395,0.00124668
1908.661,0.00302272,0.0032305,9.0879,0.00137178
1908.671,0.00299301,0.00284358,9.15186,0.00157616
1908.681,0.00291479,0.00286149,9.25372,0.00148114
1908.69,0.003423,0.0032899,8.97085,0.00128012
1908.7,0.00275142,0.00270826,9.08603,0.00141924
1908.71,0.00317491,0.00300667,9.07814,0.00135717
1908.72,0.00287563,0.00306077,9.01039,0.00135699
1908.73,0.00267874,0.00285092,9.02297,0.0013655
1908.74,0.00283813,0.00295028,9.00539,0.00150936
1908.75,0.00283271,0.00274895,8.58255,0.00118815
1908.759,0.00307451,0.0032147,8.60941,0.00116583
1908.769,0.00310324,0.00330734,8.7144,0.00115339
1908.779,0.00318741,0.00315017,8.8434,0.00120501
1908.789,0.00307647,0.0030669,8.87202,0.00125092
1908.799,0.00291141,0.00294944,8.97437,0.00142745
1908.809,0.00341006,0.0032939,8.81531,0.00125141
1908.819,0.00328242,0.0033791,8.90816,0.00117946
1908.828,0.0036306,0.00368093,8.5984,0.00098665
1908.838,0.00357994,0.00364128,8.60585,0.00107759
1908.848,0.0035701,0.00371275,8.94049,0.00114366
1908.858,0.0033518,0.00347355,8.88526,0.00131632
1908.868,0.00347494,0.00348898,8.89277,0.00137338
1908.878,0.00329732,0.00310736,9.15972,0.00155644
1908.888,0.0035826,0.00348755,9.28221,0.00152689
1908.897,0.00323491,0.00344054,9.09173,0.00138971
1908.907,0.00326589,0.00339591,9.204,0.00146754
1908.917,0.00330449,0.0032645,9.24755,0.00154738
1908.927,0.00314717,0.00328101,9.37238,0.00162913
1908.937,0.00377183,0.00357534,8.97809,0.00133895
1908.947,0.00384577,0.00375436,8.96423,0.0011943
1908.957,0.00384255,0.00358636,8.73072,0.00118326
1908.966,0.00372171,0.00363631,8.89576,0.00133418
1908.976,0.00353278,0.00343288,8.88379,0.00132922
1908.986,0.00320825,0.00342234,9.49213,0.00169073
1908.996,0.00333404,0.00345048,9.4402,0.00168812
1909.006,0.00373962,0.00359035,9.40388,0.00167152
1909.016,0.00348605,0.00357331,9.40106,0.00162676
1909.026,0.00331539,0.0033919,9.57513,0.00187743
1909.035,0.00318553,0.00325142,9.66979,0.00177775
1909.045,0.00359299,0.00332638,9.37612,0.00164025
1909.055,0.00336872,0.00352387,9.47629,0.00159268
1909.065,0.00345003,0.00358185,9.29263,0.00156538
1909.075,0.00380237,0.00370484,9.23247,0.00131224
1909.085,0.00371245,0.00354942,9.17883,0.00151857
1909.095,0.00380762,0.00356682,9.0102,0.00130116
1909.104,0.00347514,0.00361402,9.17411,0.00142026
1909.143,0.0037261,0.00368395,9.08926,0.00125194
1909.181,0.00346106,0.00354446,9.13331,0.00139948
1909.219,0.00380948,0.00370708,9.1087,0.00132312
1909.257,0.00355183,0.00346498,9.15479,0.00145193
1909.296,0.00588726,0.00529843,9.09735,0.00026504
1909.334,0.0029887,0.00282642,8.79495,0.00126659
1909.372,0.00340961,0.00318481,8.99847,0.00138103
1909.41,0.00366286,0.00349213,9.19714,0.00148654
1909.449,0.00314585,0.00315062,8.71965,0.00133412
1909.487,0.0033445,0.00322587,9.06928,0.00135042
1909.525,0.00354654,0.00325631,8.95805,0.00129087
1909.563,0.00352178,0.00340475,8.84845,0.00126155
1909.602,0.00343395,0.00323425,9.02183,0.00133528
1909.633,0.00371995,0.00368171,8.77421,0.00108174
1909.664,0.00323227,0.00344105,8.93516,0.00123463
1909.696,0.00330022,0.00344191,8.72038,0.00113519
1909.727,0.00382288,0.0036979,8.84154,0.00114679
1909.759,0.00341374,0.00326664,8.89429,0.00129831
1909.79,0.00358786,0.00349918,8.87672,0.00116529
1909.822,0.00325169,0.0033799,8.77065,0.00122664
1909.853,0.00312307,0.0033407,8.76329,0.00126075
1909.884,0.00366103,0.00358715,8.62942,0.00101713
1909.916,0.00359641,0.00378718,8.81737,0.00117438
1909.947,0.00360621,0.00366044,8.82039,0.00133504
1909.979,0.00394061,0.00392031,8.87079,0.00123046
1910.01,0.00346752,0.00376861,8.97127,0.00139681
1910.042,0.00368369,0.0039462,8.95863,0.00124849
1910.073,0.00413615,0.00411171,8.78755,0.00110873
1910.104,0.00401033,0.00382443,8.74984,0.00117151
1910.131,0.00371906,0.00398149,8.91632,0.00122755
1910.157,0.00367217,0.00372474,8.96236,0.0013072
1910.183,0.00371223,0.00386754,9.13122,0.00136297
1910.209,0.0035152,0.00350787,9.04487,0.00145225
1910.235,0.00403346,0.00381388,9.13241,0.00138648
1910.261,0.00393186,0.00364145,9.08347,0.00131815
1910.288,0.00363722,0.00379492,8.87323,0.00126445
1910.314,0.00405515,0.00393866,8.97254,0.00126589
1910.34,0.00362676,0.00351144,8.99255,0.00137507
1910.366,0.0035968,0.00358007,9.0909,0.00148857
1910.392,0.00359154,0.0032757,9.32471,0.00167339
1910.418,0.00376623,0.00369206,9.09046,0.00145037
1910.445,0.00344999,0.00339787,9.49282,0.00175828
1910.471,0.00361327,0.00345562,9.2084,0.0014822
1910.497,0.00341552,0.00353253,9.15841,0.00149635
1910.523,0.00403334,0.00394824,9.3213,0.00151698
1910.549,0.00421296,0.00404906,9.03222,0.00122355
1910.575,0.00360362,0.00344822,9.15732,0.00138207
1910.602,0.00363683,0.00349005,9.22439,0.00151891
1910.612,0.00346073,0.00330952,9.17357,0.00155888
1910.623,0.00341126,0.00350725,9.21581,0.00149871
1910.634,0.0030242,0.00303017,9.22349,0.00144947
1910.644,0.00367598,0.00372058,8.95077,0.00115597
1910.655,0.00379723,0.00387049,9.07452,0.00133193
1910.666,0.0038692,0.00373133,9.10968,0.00130985
1910.677,0.00365469,0.00385844,9.04999,0.00130809
1910.687,0.00384964,0.00353261,8.85479,0.00118773
1910.698,0.00394069,0.00386888,9.00833,0.00116843
1910.709,0.00323513,0.00332698,8.79888,0.00115263
1910.719,0.0031312,0.00312517,8.91479,0.00125663
1910.73,0.00319317,0.00313029,9.14437,0.00146026
1910.741,0.00268664,0.00294432,9.01807,0.00137939
1910.751,0.0030866,0.00316423,9.00672,0.00135265
1910.762,0.00314609,0.00324842,9.1676,0.00146879
1910.773,0.00286429,0.00303859,9.03179,0.00146337
1910.783,0.00320731,0.00314781,8.77012,0.00125134
1910.794,0.00302651,0.00289132,9.23361,0.00150555
1910.805,0.00303911,0.00305133,8.88157,0.0013162
1910.816,0.00333786,0.00333152,8.73047,0.00110888
1910.826,0.00364566,0.00350356,8.99423,0.00111823
1910.837,0.0032757,0.00345768,8.7474,0.00109706
1910.848,0.00347186,0.00333303,9.06032,0.00137372
1910.858,0.00325759,0.00318563,9.00299,0.00134865
1910.869,0.00343667,0.00324312,8.8867,0.00129808
1910.88,0.00318724,0.00318798,8.72843,0.00121276
1910.89,0.00316702,0.00324703,8.84512,0.00127007
1910.901,0.00341914,0.00335958,8.84548,0.00117437
1910.912,0.00382269,0.00345003,8.6445,0.00103304
1910.923,0.00349653,0.00331431,8.7964,0.00119523
1910.933,0.00330118,0.00331668,8.71778,0.00114368
1910.944,0.00363446,0.00355422,8.80476,0.00118381
1910.955,0.00384546,0.00363632,8.94258,0.00112952
1910.965,0.00372069,0.00361778,8.75536,0.00122219
1910.976,0.00351162,0.00360546,8.64455,0.00108159
1910.987,0.00391142,0.00380998,8.70629,0.00107905
1910.997,0.00384536,0.00385131,8.83954,0.00107079
1911.008,0.00357137,0.00371716,8.90016,0.00119342
1911.019,0.00345254,0.00352025,9.17354,0.0014788
1911.03,0.00360316,0.00365449,8.99026,0.00129496
1911.04,0.00375351,0.00372628,8.99128,0.00146929
1911.051,0.00363373,0.00364834,9.02653,0.00145628
1911.062,0.00388818,0.00369557,9.07748,0.0015509
1911.072,0.00369862,0.00371574,9.094,0.001536
1911.083,0.00418008,0.0041803,9.12845,0.00137913
1911.094,0.00421229,0.00438973,8.83252,0.00114925
1911.104,0.00456212,0.0044461,8.76393,0.00119258
1911.131,0.00391961,0.00396655,8.73299,0.00124724
1911.157,0.00391355,0.00387705,8.72408,0.00114594
1911.183,0.0042246,0.00411304,9.0945,0.00115867
1911.209,0.00411112,0.00417239,8.96538,0.0011835
1911.235,0.00404293,0.00401316,9.08962,0.00137178
1911.261,0.00376129,0.00366845,9.24583,0.00170506
1911.288,0.00389197,0.00388822,9.17689,0.0015102
1911.314,0.00398199,0.00378689,9.20462,0.00159862
1911.34,0.00373263,0.00384676,9.449,0.00161274
1911.366,0.00389664,0.00389058,9.36413,0.00161982
1911.392,0.00364984,0.00373005,9.22183,0.00154751
1911.418,0.00366469,0.00352915,9.36837,0.00164198
1911.445,0.00400721,0.0039223,9.21177,0.00140528
1911.471,0.00388058,0.00387557,9.13236,0.00148233
1911.497,0.00380523,0.00351693,9.00851,0.00157703
1911.523,0.00380937,0.00373971,9.09786,0.00139201
1911.549,0.00386144,0.003983,9.23687,0.00121638
1911.575,0.00335883,0.00323133,8.99292,0.00132532
1911.602,0.00338266,0.00359591,8.8167,0.00111686
1911.622,0.0029594,0.00301267,9.0912,0.00138846
1911.642,0.00285144,0.003195,8.93181,0.00123864
1911.662,0.00355852,0.0036724,8.9452,0.0012737
1911.682,0.00340524,0.0034423,8.94866,0.00119549
1911.702,0.00338951,0.00350285,8.71301,0.00107743
1911.722,0.0035308,0.0035755,8.86625,0.00120113
1911.742,0.00333706,0.00354477,8.76668,0.00127243
1911.763,0.00366794,0.00378831,9.12034,0.00157699
1911.783,0.00417594,0.00430016,9.16157,0.00149238
1911.803,0.0037366,0.00382742,9.23016,0.00154547
1911.823,0.00394192,0.0040148,9.32144,0.00157479
1911.843,0.00390627,0.00382865,9.12669,0.00153177
1911.863,0.0036787,0.00391661,9.04694,0.00143641
1911.883,0.00371832,0.00381396,9.17987,0.00148431
1911.903,0.00385051,0.00404397,8.85785,0.00127369
1911.923,0.0036657,0.00388177,8.83573,0.00122745
1911.944,0.00365908,0.00370384,8.86332,0.00128349
1911.964,0.00391018,0.00400782,8.87146,0.00118559
1911.984,0.00348069,0.0037198,9.06284,0.00147455
1912.004,0.00381438,0.00402926,9.08436,0.00139506
1912.024,0.00416866,0.0042656,9.31319,0.00160091
1912.044,0.00431871,0.00428149,9.16909,0.00150018
1912.064,0.00420413,0.00430252,9.51494,0.00175793
1912.084,0.00423652,0.00427688,9.22941,0.00159937
1912.104,0.00438764,0.00423881,9.31168,0.00149153
1912.127,0.0039823,0.00407082,9.29938,0.00152869
1912.15,0.00470245,0.00468855,9.03816,0.00122003
1912.172,0.00446769,0.00443162,8.96135,0.00124181
1912.195,0.00455954,0.00442643,9.07523,0.00130419
1912.217,0.00417706,0.00405895,9.11635,0.00160227
1912.24,0.00381705,0.00387537,9.07058,0.00145501
1912.263,0.00362459,0.00354719,9.37927,0.00175227
1912.285,0.00334054,0.00348659,9.51649,0.00189515
1912.308,0.00359287,0.00363542,9.38976,0.00162642
1912.33,0.00352874,0.00343523,9.42772,0.00169755
1912.353,0.00338257,0.00337801,9.53767,0.00169999
1912.376,0.00356187,0.00348027,9.29936,0.00156793
1912.398,0.00376399,0.00384653,9.13073,0.00137552
1912.421,0.00366151,0.00364692,9.1168,0.00150329
1912.443,0.00373585,0.00375713,9.25649,0.00141229
1912.466,0.00368512,0.00386823,9.23525,0.0013758
1912.489,0.00356236,0.00376203,8.99996,0.00136404
1912.511,0.0033764,0.0033047,9.29074,0.00151396
1912.534,0.00351026,0.00357948,9.05643,0.00137419
1912.556,0.00391754,0.00383705,9.09879,0.00138034
1912.579,0.00393044,0.00384679,9.03109,0.00125415
1912.602,0.00313159,0.00343176,9.37397,0.00148346
1912.616,0.00363147,0.00344378,9.06694,0.00133215
1912.63,0.00339538,0.00326401,8.98303,0.00122785
1912.644,0.0031355,0.00320221,8.929,0.00124149
1912.658,0.00291174,0.00298883,9.02416,0.00137543
1912.671,0.00320095,0.00314579,8.94109,0.00123203
1912.685,0.00295097,0.00294821,8.97597,0.00132699
1912.699,0.00315393,0.00329944,8.7017,0.00111192
1912.713,0.00321067,0.0029722,9.00663,0.00122239
1912.727,0.00275283,0.00278559,8.87665,0.00121464
1912.741,0.00274669,0.00289732,8.84428,0.00131404
1912.755,0.00332843,0.00329526,9.17926,0.00146756
1912.769,0.00314977,0.00302195,8.80471,0.00124546
1912.783,0.00328568,0.00319054,8.97168,0.00123173
1912.797,0.00321982,0.00322726,9.03368,0.00126432
1912.811,0.00324081,0.00329412,9.00752,0.00128309
1912.825,0.00327733,0.00341187,8.81158,0.00115153
1912.839,0.00317379,0.00325585,8.74778,0.00112404
1912.853,0.00342781,0.0034447,8.84281,0.00124517
1912.867,0.00375229,0.00359018,9.04857,0.00138594
1912.881,0.00371421,0.00365214,8.74955,0.00125563
1912.895,0.00385118,0.00381028,8.88716,0.00114804
1912.909,0.00358155,0.00364497,8.87437,0.00129627
1912.923,0.00355532,0.00358727,9.20374,0.00141142
1912.937,0.00373584,0.00369638,9.09541,0.0014795
1912.951,0.00361906,0.00372293,9.04141,0.00144095
1912.965,0.00409393,0.00377183,8.77303,0.00125442
1912.979,0.00362736,0.00392195,8.82196,0.00114785
1912.993,0.00362138,0.00373454,8.83935,0.0012369
1913.007,0.00367508,0.00382986,8.79819,0.00124254
1913.021,0.00366549,0.0037691,9.03204,0.00143726
1913.035,0.00401845,0.00400286,8.85486,0.00123363
1913.049,0.00403239,0.00407042,9.1548,0.00140918
1913.062,0.0040283,0.0041174,9.06766,0.00127425
1913.076,0.00384435,0.00414138,8.87069,0.00130969
1913.09,0.00392037,0.0040708,9.02085,0.00137839
1913.104,0.00366773,0.00407222,8.95439,0.00143005
1913.129,0.00432051,0.00429198,8.88513,0.00118617
1913.154,0.00426211,0.00422177,8.77862,0.00116338
1913.179,0.00421504,0.00425385,8.76927,0.00121963
1913.204,0.00399543,0.00431217,8.97607,0.00118341
1913.229,0.00373634,0.00393375,9.31065,0.00159008
1913.254,0.00383308,0.0038879,9.24711,0.00147391
1913.278,0.00368505,0.00357379,9.31635,0.00151581
1913.303,0.00374689,0.0036941,9.13169,0.00145568
1913.328,0.00369482,0.00376212,9.27085,0.00144748
1913.353,0.0032856,0.00339003,9.38048,0.00154247
1913.378,0.00318046,0.00334004,9.4431,0.00153365
1913.403,0.00322319,0.00332973,9.23399,0.00157631
1913.428,0.00327094,0.00337309,9.2539,0.00149974
1913.452,0.00331251,0.00325541,9.00409,0.0014193
1913.477,0.0033608,0.00324696,9.00695,0.00143701
1913.502,0.00399298,0.00402169,9.00897,0.00120239
1913.527,0.0038128,0.00392818,9.07468,0.00123851
1913.552,0.00341852,0.00352119,9.17704,0.00151914
1913.577,0.00332837,0.00351272,9.13032,0.00145051
1913.602,0.00385075,0.0038588,9.17779,0.0014134
1913.622,0.00314721,0.00333287,9.37964,0.0015399
1913.642,0.00361627,0.00357256,9.0756,0.00140909
1913.662,0.00388071,0.00414499,9.29324,0.00150905
1913.682,0.00346987,0.00349152,9.14605,0.00139846
1913.702,0.00336605,0.00329166,9.20334,0.00144214
1913.722,0.00399316,0.00385407,8.83005,0.00113671
1913.742,0.00337782,0.00354722,8.9286,0.00136664
1913.763,0.00330614,0.0034133,8.903,0.0013921
1913.783,0.00408095,0.0038798,8.79629,0.00119497
1913.803,0.00390877,0.00417355,9.00545,0.00134426
1913.823,0.00338341,0.00355953,8.99802,0.00131946
1913.843,0.00404694,0.00379887,9.21763,0.00147806
1913.863,0.00360283,0.00380274,9.13288,0.00137419
1913.883,0.00377099,0.00381043,9.09454,0.00139237
1913.903,0.00390999,0.00393663,8.95054,0.00126363
1913.923,0.00383229,0.00396558,9.12811,0.0013551
1913.944,0.00411734,0.00419674,8.89997,0.00122981
1913.964,0.00381553,0.00415147,8.9406,0.00120229
1913.984,0.00432515,0.00432982,8.89008,0.00113019
1914.004,0.00464635,0.00484335,8.80988,0.00126429
1914.024,0.00559321,0.00549672,8.73489,0.00117017
1914.044,0.00513744,0.0050733,9.05967,0.00137483
1914.064,0.00471299,0.00488395,8.96039,0.00142939
1914.084,0.00523607,0.00558006,9.06167,0.00150029
1914.104,0.00564045,0.00584459,8.68423,0.00134534
1914.129,0.00645495,0.00656278,8.79367,0.00123652
1914.154,0.00710909,0.00716933,8.55847,0.00114846
1914.179,0.00638928,0.00633433,8.72905,0.00120628
1914.204,0.0055574,0.00573659,8.85932,0.00124698
1914.229,0.00482848,0.0048235,8.92204,0.00128866
1914.254,0.00504996,0.00487005,9.08095,0.00144425
1914.278,0.00489563,0.00504823,9.15619,0.00140779
1914.303,0.00499118,0.00481952,9.38436,0.00176401
1914.328,0.00457013,0.00467751,9.43879,0.00165613
1914.353,0.00488758,0.00493737,9.21643,0.00154659
1914.378,0.00493406,0.00481021,9.18605,0.00162037
1914.403,0.00471371,0.00473683,9.08954,0.00154219
1914.428,0.00502562,0.00527989,8.93491,0.00121972
1914.452,0.00536917,0.00558947,8.72604,0.00119128
1914.477,0.0046492,0.00484711,9.05855,0.00147109
1914.502,0.00450058,0.00454407,9.1535,0.00150847
1914.527,0.00439473,0.00434018,9.07215,0.00149631
1914.552,0.00397107,0.0038969,9.23335,0.00150575
1914.577,0.0038538,0.00388251,9.21704,0.00141999
1914.602,0.0036758,0.00367571,9.18978,0.0015419
1914.616,0.00401602,0.00408822,9.22507,0.00147243
1914.63,0.00399395,0.00393842,9.20833,0.00145443
1914.645,0.0039125,0.0038957,9.01427,0.00142388
1914.659,0.00402615,0.00386966,9.1059,0.00140689
1914.673,0.00366922,0.00366508,9.00875,0.00140652
1914.688,0.00401685,0.00382446,9.22816,0.00141817
1914.702,0.00342103,0.00354304,9.06246,0.00140388
1914.717,0.00314478,0.0033601,9.01825,0.00139069
