Age,BaCa,BCa,MgCa,Mn,SrCa,UCa,Distance
1993.0019,0.004066676,0.383063812,3.696640676,0.244691,8.823317484,0.001245343,111.05
1993.0192,0.004072102,0.386754549,3.444330137,0.269217,8.778774558,0.001282657,110.74
1993.0366,0.004255712,0.38755846,3.42146976,0.285582,8.944189987,0.001314056,110.44
1993.054,0.004242445,0.397191229,3.924283167,0.274229,8.86491498,0.001164346,110.14
1993.0713,0.004040736,0.393094847,3.744127496,0.271913,8.80898662,0.001213625,109.83
1993.0887,0.004081478,0.392711248,3.790465112,0.289413,8.78567785,0.001142795,109.53
1993.106,0.004130439,0.399895183,4.137247903,0.277869,8.730797735,0.001127697,109.23
1993.1234,0.004156734,0.387916202,4.098460148,0.232117,8.911301685,0.001166996,108.92
1993.1408,0.004227262,0.434791602,3.629430642,0.180082,8.97369541,0.001277501,108.62
1993.1581,0.003946252,0.416382736,3.454614631,0.162282,8.834364434,0.001272314,108.32
1993.1755,0.003934202,0.437859139,3.267529083,0.156624,8.988272773,0.001394202,108.01
1993.1928,0.003861619,0.433624908,3.395079932,0.147262,8.945266643,0.001323528,107.71
1993.2102,0.003880213,0.451738189,3.28582879,0.138188,9.049690276,0.00138849,107.4
1993.2275,0.00394614,0.441819195,3.126077168,0.136738,9.113151255,0.001451515,107.1
1993.2449,0.003948033,0.453493648,2.960534969,0.146449,9.24823027,0.001555297,106.8
1993.2623,0.003934725,0.45421483,3.19933307,0.155732,9.165310221,0.001512344,106.49
1993.2796,0.003943669,0.437231699,3.295113905,0.173113,9.047217541,0.001398805,106.19
1993.297,0.004028147,0.421812969,3.423987574,0.161565,9.129873321,0.001390498,105.89
1993.3143,0.004001137,0.419543594,3.345958196,0.159388,9.078312108,0.001463119,105.58
1993.3317,0.003867316,0.417048597,3.173587748,0.163403,8.998785699,0.001364592,105.28
1993.3491,0.003965776,0.406920991,3.071876764,0.1729,9.116403051,0.001497799,104.98
1993.3664,0.003893322,0.418437002,3.190713542,0.158091,9.09082671,0.001425225,104.67
1993.3838,0.003977977,0.433484886,3.308946834,0.156985,8.943623148,0.001348021,104.37
1993.4011,0.00401191,0.440698756,3.287648957,0.153658,8.981699818,0.001339454,104.07
1993.4185,0.004135231,0.461118516,3.41092195,0.154552,9.026455544,0.001372279,103.76
1993.4358,0.00400123,0.460089895,3.050661168,0.143455,9.132635361,0.001503638,103.46
1993.4532,0.004073466,0.45992432,3.069103546,0.158781,9.212830909,0.00154632,103.16
1993.4706,0.00403149,0.453677996,3.126312567,0.185689,9.15129666,0.001480751,102.85
1993.4879,0.004083571,0.457995047,3.153221074,0.194337,9.134476925,0.001465569,102.55
1993.5053,0.004097344,0.445462588,2.973850691,0.222263,9.16628291,0.001427066,102.25
1993.5226,0.004130995,0.442717283,2.791334274,0.25084,9.091043515,0.001477451,101.94
1993.54,0.00410164,0.446574282,2.81649229,0.227615,9.188688031,0.001516548,101.64
1993.5554,0.004181718,0.463727283,2.980140835,0.189704,9.190940125,0.00153079,101.33
1993.5707,0.004079156,0.461544778,2.862841473,0.196807,9.26390978,0.001615486,101.03
1993.5861,0.003922893,0.446587756,2.967162453,0.215969,9.044219447,0.001368506,100.73
1993.6014,0.003860327,0.449129218,2.958002558,0.225352,8.99450113,0.001339967,100.42
1993.6168,0.003893751,0.437312537,2.840450024,0.205062,8.960420519,0.001417201,100.12
1993.6321,0.003849128,0.431677238,2.904004119,0.162521,9.013820615,0.001369961,99.82
1993.6475,0.003740855,0.42578496,3.026547219,0.193808,8.934321844,0.00132589,99.51
1993.6628,0.003758051,0.41325215,3.184013884,0.248055,8.94278615,0.001328069,99.21
1993.6782,0.003868945,0.396163475,3.284405042,0.240189,8.967883423,0.001364305,98.91
1993.6935,0.003917295,0.416410732,3.160225457,0.240886,8.980841665,0.001356148,98.6
1993.7089,0.003789145,0.409250343,3.196223432,0.258449,8.97666253,0.001355446,98.3
1993.7242,0.003763723,0.402532291,3.108260321,0.265948,8.941605525,0.001404469,98
1993.7396,0.003850456,0.409301053,3.264951361,0.260294,9.023945973,0.001333251,97.69
1993.7549,0.00368541,0.395620219,3.216517898,0.237599,8.895075837,0.001300972,97.39
1993.7703,0.003648235,0.382084313,2.972783308,0.236166,8.955400175,0.001691966,97.09
1993.7856,0.003739543,0.399653621,3.270210834,0.245121,8.898096579,0.00134852,96.78
1993.801,0.003713365,0.392371963,3.446950662,0.251846,8.894272249,0.001319708,96.48
1993.8163,0.003792117,0.394472126,3.340622804,0.279841,9.027394398,0.001392762,96.18
1993.8317,0.003784277,0.39173377,3.45193054,0.300843,8.91596781,0.001392477,95.87
1993.847,0.003660551,0.403865975,3.37484876,0.283191,8.84101083,0.001274961,95.57
1993.8624,0.00349231,0.391668428,3.481481465,0.27477,8.821817208,0.001245046,95.26
1993.8777,0.00355836,0.39420371,3.398181063,0.263201,8.832534127,0.001251863,94.96
1993.8931,0.003759041,0.392142515,3.332825927,0.258941,8.924429462,0.001355688,94.66
1993.9085,0.00364209,0.369715862,3.427952752,0.285939,9.050846357,0.001419967,94.35
1993.9238,0.003749172,0.385985325,3.617169822,0.330078,9.014497835,0.001637401,94.05
1993.9392,0.003703895,0.384310258,3.886517607,0.393882,8.76565966,0.001156872,93.75
1993.9545,0.003891478,0.381451493,3.758871473,0.422584,8.901587803,0.001215814,93.44
1993.9699,0.003838871,0.365340467,3.74635082,0.430803,8.767367816,0.001163633,93.14
1993.9852,0.003837649,0.36926558,3.604648715,0.413613,8.814305441,0.001229441,92.84
1994.0006,0.003808624,0.354753147,3.246659173,0.380657,8.894131991,0.001350193,92.53
1994.0159,0.003980936,0.365586663,3.437520965,0.373332,9.017789393,0.001420703,92.23
1994.0313,0.00396278,0.376750929,4.086150264,0.381044,8.878586196,0.001271534,91.93
1994.0466,0.004035629,0.352885935,3.966019613,0.458343,8.858089562,0.001249965,91.62
1994.062,0.00393204,0.358195188,3.733540783,0.527403,8.945556947,0.001338798,91.32
1994.0773,0.003807607,0.366825227,3.877915988,0.543244,8.825770377,0.001256575,91.02
1994.0927,0.00378175,0.366631004,3.832754175,0.45528,8.835482981,0.001209408,90.71
1994.108,0.003961134,0.36888275,3.636002258,0.371514,8.809749801,0.001202233,90.41
1994.1234,0.004233105,0.377632199,3.935444336,0.418659,8.870853558,0.001196615,90.11
1994.1387,0.004160157,0.368778018,3.863768589,0.412693,8.800658652,0.001186792,89.8
1994.1541,0.003770823,0.374652152,3.644080354,0.309634,8.576559814,0.001080372,89.5
1994.1694,0.003868855,0.407685465,3.711101452,0.245015,8.706410186,0.001153621,89.19
1994.1848,0.003833367,0.408767241,3.509904738,0.227453,8.88166153,0.001206554,88.89
1994.2001,0.003854303,0.417036157,3.473765933,0.235075,8.905204033,0.001235477,88.59
1994.2155,0.003922436,0.387937465,3.11645816,0.262107,8.817524725,0.001309563,88.28
1994.2308,0.004013776,0.394452087,3.24321459,0.27118,8.807641753,0.00130086,87.98
1994.2462,0.004029655,0.403079761,3.132935782,0.26896,8.934044609,0.001369773,87.68
1994.2615,0.004121727,0.421171058,3.173921279,0.251767,8.947495301,0.001336641,87.37
1994.2769,0.004155618,0.411411791,3.567157366,0.228969,8.792040925,0.00125915,87.07
1994.2923,0.004641245,0.437521401,3.309344215,0.228366,8.886665004,0.001368845,86.77
1994.3076,0.00498732,0.424483575,2.996519055,0.206639,9.134872187,0.001520865,86.46
1994.323,0.004649691,0.40572695,3.404876162,0.185101,8.862970577,0.001298229,86.16
1994.3383,0.004267969,0.407552808,3.430183268,0.206585,8.844173094,0.001283771,85.86
1994.3537,0.004154135,0.410974531,3.296502612,0.214708,8.976059014,0.001378387,85.55
1994.369,0.004153629,0.406165843,3.218399952,0.216114,8.960568386,0.001394841,85.25
1994.3844,0.004131,0.405270689,3.784650465,0.21752,8.940705326,0.001226777,84.95
1994.3997,0.004148452,0.433098243,3.637156274,0.211776,8.93473667,0.001368135,84.64
1994.4151,0.004005598,0.416905652,3.525646353,0.203909,9.000533296,0.001365495,84.34
1994.4304,0.00389635,0.416361392,3.686831793,0.204494,9.024868676,0.00134558,84.04
1994.4458,0.003816838,0.424307466,3.613503233,0.20142,9.04027529,0.001393119,83.73
1994.4611,0.003850109,0.428347193,3.718242886,0.178531,9.050324033,0.001401841,83.43
1994.4765,0.003907713,0.436405193,3.770815255,0.16091,8.973486276,0.001357959,83.12
1994.4918,0.003921969,0.43431805,3.54417026,0.180773,8.929582825,0.00137237,82.82
1994.5072,0.003863075,0.414850273,3.12078522,0.162473,8.841019268,0.001368597,82.46
1994.5225,0.004031551,0.457808368,3.298351629,0.168444,9.003563315,0.001424772,82.12
1994.5379,0.004008741,0.459156431,3.037294285,0.176193,9.150642284,0.001532985,81.79
1994.5532,0.003863916,0.441470793,2.859486427,0.174427,8.966698258,0.001452916,81.45
1994.5686,0.003910465,0.452813334,2.692976605,0.161895,9.124045115,0.00151124,81.11
1994.5839,0.003785112,0.458700332,2.736553149,0.155084,9.114966107,0.001489029,80.77
1994.5993,0.003948843,0.48566051,3.018769213,0.167565,9.096193997,0.00145362,80.43
1994.6146,0.00381794,0.457504678,2.711569165,0.187699,9.161233995,0.001551518,80.09
1994.63,0.003825741,0.476151414,2.427585667,0.204061,9.34829134,0.001614123,79.75
1994.6399,0.003821622,0.476225272,2.628179023,0.222144,9.031541163,0.00151402,79.41
1994.6498,0.003735643,0.451469069,2.58982789,0.203519,9.265697135,0.001518239,79.07
1994.6597,0.003577481,0.432832263,2.775857331,0.195865,8.907031493,0.001397061,78.73
1994.6696,0.003588055,0.436772589,2.748779459,0.225024,8.95727464,0.001399339,78.39
1994.6832,0.003682677,0.431577589,2.685811687,0.294558,9.037713619,0.001430575,78.05
1994.6943,0.0036419,0.425790847,2.776540411,0.309774,9.006929406,0.001513696,77.71
1994.7054,0.003508666,0.416947696,2.918346207,0.300119,8.873645636,0.001433365,77.37
1994.7166,0.003431743,0.397946214,3.023975933,0.325842,8.810523621,0.00131889,77.03
1994.7277,0.003422234,0.408364348,2.903927939,0.338279,8.82315353,0.001404371,76.69
1994.7388,0.003571148,0.42367119,3.049783134,0.303139,8.954431699,0.00139219,76.35
1994.7499,0.003865629,0.42233975,3.130859565,0.28619,8.867553881,0.001381313,76.01
1994.761,0.003947696,0.420436987,3.02640725,0.296359,8.937900649,0.001404197,75.67
1994.7721,0.003843017,0.446607941,3.026538043,0.298336,8.974051225,0.001408805,75.33
1994.7832,0.003708373,0.42592108,3.010446498,0.302681,8.954696041,0.001372205,74.99
1994.7943,0.003621478,0.439207175,2.916700829,0.306732,9.01408118,0.00138125,74.65
1994.8055,0.003622433,0.427769161,2.936655175,0.300096,8.98554842,0.001477694,74.31
1994.8166,0.00372712,0.410317323,2.826426469,0.300991,9.013939557,0.001539949,73.97
1994.8277,0.003727577,0.406838398,3.209666827,0.30943,8.958115822,0.001423009,73.64
1994.8388,0.003825919,0.41112504,3.224420507,0.313982,8.984678009,0.001476307,73.3
1994.8499,0.003745629,0.426291717,3.220993942,0.296709,8.94167816,0.001448356,72.96
1994.861,0.003595476,0.41835252,3.407416746,0.294324,8.730298905,0.001293907,72.62
1994.8721,0.00353175,0.415354162,3.545821555,0.309572,8.848755869,0.001237924,72.28
1994.8833,0.003479784,0.389576909,3.478691132,0.323089,8.690023374,0.001161883,71.94
1994.8944,0.003523123,0.388688588,3.509764095,0.300094,8.687552125,0.001151222,71.6
1994.9055,0.003496502,0.386476437,3.223690814,0.3495,8.625755959,0.001210243,71.26
1994.9166,0.003713598,0.392091053,3.470735906,0.473623,8.706396122,0.001272671,70.92
1994.9277,0.003766507,0.402326937,3.573540219,0.554061,8.831655647,0.00129143,70.58
1994.9388,0.003875045,0.397955224,3.64576476,0.617163,8.844567099,0.00123909,70.24
1994.9499,0.003691132,0.419450444,3.420472688,0.513883,8.830810125,0.001274166,69.9
1994.961,0.003709185,0.416378858,3.363436184,0.42933,8.800414561,0.001250229,69.56
1994.9722,0.003606567,0.425025426,3.325718389,0.438153,8.711436874,0.001234725,69.22
1994.9833,0.003691853,0.444500693,3.444641769,0.432669,8.75759348,0.001282434,68.88
1994.9944,0.003645124,0.415631762,3.210236551,0.426834,8.789742383,0.001277775,68.54
1995.0055,0.003766785,0.399375837,2.956239552,0.379577,8.905332301,0.001361058,68.2
1995.0166,0.004146041,0.395355503,2.872577625,0.368401,8.904306596,0.001445005,67.86
1995.0277,0.003904987,0.391338773,3.026400066,0.381759,8.75619982,0.001281967,67.52
1995.0388,0.004249134,0.382450512,3.044166577,0.38642,8.813130746,0.00132519,67.18
1995.05,0.00422199,0.387001348,2.913081086,0.31446,8.915638142,0.001403069,66.84
1995.0611,0.003904571,0.43378369,3.307513063,0.272732,8.88766113,0.001366664,66.5
1995.0722,0.003722901,0.423248301,3.286369651,0.276264,8.829350859,0.00125702,66.16
1995.0833,0.003796522,0.399575394,3.196250838,0.300074,8.798981842,0.001318376,65.82
1995.0944,0.003873904,0.409098222,3.498238411,0.292263,8.881471063,0.001303339,65.49
1995.1055,0.003986854,0.417979258,3.377240832,0.274532,8.982614664,0.001408272,65.15
1995.1166,0.003960872,0.423390737,3.519520958,0.254473,8.97400471,0.001394335,64.81
1995.1278,0.003997935,0.432949709,3.526659486,0.248575,8.963788913,0.001339845,64.47
1995.1389,0.003973585,0.447961681,3.283583552,0.248674,9.04618557,0.001467333,64.13
1995.15,0.003964806,0.440515869,3.462211227,0.269404,8.946368464,0.00142763,63.79
1995.1611,0.003931289,0.459554718,3.514817065,0.30912,8.866642888,0.001355952,63.45
1995.1722,0.0042313,0.48821842,3.361694398,0.336281,9.011423086,0.001491325,63.11
1995.1833,0.004324062,0.430854969,3.051902381,0.31185,9.081391595,0.001590838,62.77
1995.1944,0.004402233,0.42964519,3.137083104,0.292955,9.010572958,0.001473479,62.43
1995.2055,0.004271908,0.434055032,3.366140808,0.311279,8.931959225,0.0013877,62.09
1995.2167,0.004257019,0.429453913,3.536217614,0.306868,8.917667639,0.001401334,61.75
1995.2278,0.004187364,0.460627321,3.748878471,0.252543,8.933713568,0.001333385,61.41
1995.2389,0.004014167,0.445802825,3.482827855,0.237028,8.990300617,0.001396996,61.07
1995.25,0.003838183,0.449686808,3.779528957,0.209666,8.908737965,0.001316413,60.73
1995.2771,0.003801305,0.437193244,3.453257663,0.202491,8.970028019,0.001333172,60.39
1995.3043,0.003826127,0.416672373,3.009204194,0.224403,9.055809784,0.001485978,60.05
1995.3314,0.003766947,0.457041709,3.504766966,0.211448,8.888433057,0.001269193,59.71
1995.3586,0.003835467,0.468861025,3.182597666,0.200982,8.950063818,0.001356056,59.37
1995.3857,0.004100807,0.460031679,3.004700084,0.174187,9.113089983,0.00142807,59.03
1995.4129,0.003777508,0.466769505,2.800260313,0.173736,9.036436468,0.001444871,58.69
1995.44,0.0039338,0.485892295,2.79640868,0.169716,9.081697949,0.001509234,58.35
1995.4671,0.003703327,0.470690542,2.578487947,0.161006,9.119919779,0.001570711,58.01
1995.4943,0.003662274,0.467480547,2.565464371,0.165933,9.061886665,0.00154478,57.68
1995.5214,0.003720332,0.477738283,2.735858539,0.21275,9.069790034,0.001475713,57.34
1995.5486,0.003711394,0.475276278,2.536817174,0.186745,9.163984501,0.001594577,57
1995.5757,0.003826995,0.49793915,3.143228301,0.204828,9.1491635,0.001541129,56.66
1995.6029,0.003792223,0.492689351,2.66237108,0.180317,9.107420557,0.001538382,56.32
1995.63,0.003617313,0.481493379,2.161447469,0.148867,9.232188201,0.001640927,55.98
1995.6429,0.003667937,0.478338114,2.483745725,0.172185,9.108115385,0.00154337,55.64
1995.6557,0.003608543,0.464912349,2.392030451,0.188742,9.039693761,0.001544193,55.3
1995.6686,0.003689476,0.464635005,2.68280049,0.203842,8.935746877,0.001418008,54.96
1995.6814,0.003533979,0.435170542,2.513303091,0.231546,8.823972991,0.001451647,54.62
1995.6943,0.003518595,0.427829392,2.576909998,0.234322,8.854330538,0.00141317,54.28
1995.7071,0.003560352,0.434477369,2.697080453,0.251471,8.76724714,0.001362308,53.94
1995.72,0.003626957,0.440789095,2.638409903,0.217894,8.956167599,0.001449956,53.6
1995.7329,0.00357026,0.446989007,2.562042722,0.216095,9.019489357,0.001442305,53.26
1995.7457,0.003447904,0.435720351,2.629705667,0.238677,8.97429103,0.001450814,52.92
1995.7586,0.003609533,0.436447065,2.501476415,0.257134,9.057359413,0.001522653,52.58
1995.7714,0.003682657,0.438237496,2.752411603,0.252443,8.868797477,0.001451045,52.24
1995.7843,0.003614427,0.393257986,2.999146234,0.265612,8.669646814,0.001327207,51.9
1995.7971,0.003650417,0.408831858,2.923835601,0.31009,8.898536173,0.001385219,51.56
1995.81,0.00362627,0.424388596,3.101507023,0.294218,8.780735916,0.001376096,51.22
1995.8229,0.00404589,0.431048444,2.677772671,0.273571,9.030617142,0.001462299,50.88
1995.8357,0.00442572,0.421500324,2.70716852,0.282177,9.034754115,0.001440241,50.54
1995.8486,0.004322322,0.425542584,2.831328163,0.298258,8.763169793,0.001370721,50.2
1995.8614,0.004439699,0.431925762,3.147805739,0.32118,8.872912105,0.001365559,49.86
1995.8743,0.003961121,0.430357225,3.267382203,0.319949,8.763909003,0.0013651,49.53
1995.8871,0.003819873,0.432493132,3.407448197,0.335969,8.793968662,0.001358163,49.19
1995.9,0.00379995,0.427949966,3.402700795,0.329277,8.832462109,0.001441028,48.85
1995.9129,0.003749905,0.429539067,3.359050689,0.35619,8.747504866,0.001452681,48.51
1995.9257,0.003761604,0.42685361,3.606320102,0.354436,8.797917835,0.001447364,48.17
1995.9386,0.003836195,0.393708119,3.57861336,0.306662,8.695273499,0.001482451,47.83
1995.9514,0.003998542,0.394391246,3.249790596,0.276775,8.798202217,0.001503156,47.49
1995.9643,0.004215429,0.390228791,3.335911045,0.285913,8.743751555,0.001431932,47.15
1995.9771,0.004474809,0.388478059,3.432017545,0.320635,8.77410529,0.00133698,46.81
1995.99,0.004824041,0.412187791,3.461274766,0.371042,8.811644066,0.001380568,46.47
1996.0029,0.004736782,0.396686764,3.663257269,0.417633,8.769080713,0.001403946,46.13
1996.0157,0.004566798,0.391067165,3.655983888,0.420485,8.836970516,0.001370794,45.79
1996.0286,0.004715793,0.387510608,3.417860682,0.377669,8.824939564,0.001321725,45.45
1996.0414,0.004863564,0.395060686,3.482547334,0.311613,8.783346859,0.001294616,45.11
1996.0543,0.004565303,0.389315856,3.382060126,0.284823,8.899524072,0.00144344,44.77
1996.0671,0.004747109,0.404655266,3.650519217,0.33164,8.671589214,0.001286183,44.43
1996.08,0.005032235,0.412924428,3.924091724,0.26772,8.769892192,0.001260586,44.09
1996.115,0.004608821,0.427189719,3.503242032,0.264673,8.864881649,0.001299305,43.75
1996.15,0.004265914,0.440410199,3.22242502,0.273317,8.869049166,0.001404937,43.41
1996.185,0.00406426,0.455584254,3.362706496,0.242973,8.926992309,0.001433946,43.07
1996.22,0.003994351,0.456185853,3.401581614,0.205927,8.845364524,0.00134489,42.73
1996.255,0.003953754,0.451870343,3.323221536,0.222389,8.821738567,0.001329966,42.39
1996.29,0.003962746,0.441285266,3.684955345,0.243906,8.749218142,0.001236078,42.05
1996.3106,0.003735169,0.427286901,3.51158799,0.240592,8.802882286,0.001322967,41.71
1996.3313,0.003696646,0.450532885,3.460721971,0.224922,8.686374861,0.001240869,41.38
1996.3519,0.003768181,0.418707371,2.994216684,0.228132,8.770618084,0.00128013,41.04
1996.3725,0.004028511,0.435263063,3.044222035,0.259082,8.86680657,0.001406401,40.62
1996.3931,0.004181627,0.413847044,2.898980024,0.264869,9.091424393,0.001483898,40.32
1996.4138,0.003864239,0.382703803,3.121799644,0.267209,8.991094236,0.001485603,40.01
1996.4344,0.003869359,0.392682811,2.942950155,0.256193,8.990261137,0.001397305,39.71
1996.455,0.003960493,0.413866635,3.213090938,0.259204,8.878688585,0.001327991,39.41
1996.4756,0.003867404,0.410120035,3.293419215,0.250025,8.881083361,0.001320832,39.11
1996.4963,0.003748184,0.437870155,3.037340242,0.288363,8.97116005,0.001443562,38.81
1996.5169,0.003810413,0.430013097,2.675702646,0.210859,9.220237983,0.001554623,38.5
1996.5375,0.003655527,0.426098948,2.735252433,0.15605,9.184981333,0.001549323,38.2
1996.5581,0.003928329,0.439154311,3.025210325,0.15461,9.411086084,0.00153235,37.9
1996.5788,0.003684336,0.421792637,2.682491454,0.149627,9.405064872,0.001620761,37.6
1996.5994,0.00344651,0.428154131,2.605438451,0.14512,9.309056931,0.001642012,37.29
1996.62,0.003328627,0.43117566,2.604094554,0.163229,9.30538283,0.001611955,36.99
1996.6304,0.003011964,0.428167256,2.618070286,0.19548,9.310710845,0.001573372,36.69
1996.6393,0.002767569,0.425300473,2.697265759,0.187562,9.239940733,0.001525152,36.39
1996.6481,0.002965704,0.437353145,2.766269109,0.17106,9.278550484,0.001513125,36.09
1996.6569,0.003232823,0.424668893,2.828927122,0.193561,9.095179956,0.001434215,35.78
1996.6658,0.003318895,0.439651084,3.078524578,0.200939,8.87768007,0.001291475,35.48
1996.6746,0.003488279,0.413231146,2.876526461,0.205461,8.930818451,0.001326635,35.18
1996.6835,0.003630517,0.411968109,3.121526949,0.201857,8.923526772,0.001284514,34.88
1996.6923,0.003519417,0.409009427,2.776660467,0.184173,8.915131129,0.00131519,34.57
1996.7012,0.003573504,0.429250143,2.885239238,0.179018,8.964498595,0.001272559,34.27
1996.71,0.003591273,0.417105221,2.711585808,0.172518,8.925789268,0.001295276,33.97
1996.7189,0.00362468,0.430056852,2.713670783,0.209233,8.995272598,0.001331965,33.67
1996.7277,0.00346876,0.419120389,2.64690934,0.214117,8.866030992,0.001312882,33.37
1996.7366,0.003544308,0.43074596,2.631708712,0.218926,8.97416814,0.001322,33.06
1996.7454,0.003489486,0.412196045,2.624259103,0.228995,8.907478489,0.001310468,32.76
1996.7542,0.003283964,0.399110606,2.669779314,0.238427,8.833206233,0.001301767,32.46
1996.7631,0.003264462,0.379116664,2.846940192,0.238417,8.734747463,0.001208221,32.16
1996.7719,0.003459545,0.425637669,2.980390585,0.222875,8.961111936,0.001317726,31.85
1996.7808,0.003616514,0.40661305,2.722744341,0.237564,9.315585518,0.001602962,31.55
1996.7896,0.003570437,0.406308306,2.993306832,0.237344,9.113248001,0.001467146,31.25
1996.7985,0.003583617,0.414733365,2.873971733,0.230262,9.162971116,0.001466733,30.95
1996.8073,0.003791525,0.407465626,2.561489821,0.217701,9.309981077,0.001639632,30.65
1996.8162,0.003584614,0.423722176,2.649915848,0.227889,9.139229427,0.001475483,30.34
1996.825,0.00357874,0.427303092,2.791975829,0.258491,9.161912326,0.001454023,30.04
1996.8339,0.003644012,0.404657482,2.649550752,0.279416,9.16707451,0.00147641,29.74
1996.8427,0.003488168,0.410460051,2.92245439,0.292685,9.083875448,0.001390674,29.44
1996.8515,0.00341556,0.407957938,3.040666752,0.273372,8.907534741,0.001316853,29.13
1996.8604,0.003493767,0.404861686,2.868582559,0.285256,9.06722501,0.001379616,28.83
1996.8692,0.00346602,0.395347913,2.939064914,0.296045,9.000692747,0.001338788,28.53
1996.8781,0.003437268,0.403739229,3.175915343,0.307996,8.985758118,0.00130308,28.23
1996.8869,0.004060746,0.374628009,2.925991113,0.325062,8.976924598,0.001468378,27.93
1996.8958,0.003592144,0.384380267,3.130701102,0.340001,9.03112797,0.001507664,27.62
1996.9046,0.003603857,0.387341494,2.951821321,0.341053,8.99381695,0.001616589,27.32
1996.9135,0.003599401,0.380252843,3.079515397,0.336645,8.989625059,0.001618729,27.02
1996.9223,0.003511327,0.384918576,3.062283829,0.296327,8.9655332,0.00153295,26.72
1996.9312,0.003366305,0.376106858,3.297764202,0.289886,8.915405334,0.001433947,26.41
1996.94,0.003481275,0.388952703,3.578744354,0.298976,8.934390522,0.001413477,26.11
1996.9569,0.003655574,0.390672596,3.264511138,0.285927,9.063221995,0.001518241,25.81
1996.9739,0.003590775,0.390783842,3.033337612,0.253992,9.071574496,0.001555756,25.51
1996.9908,0.003558518,0.399406433,3.254493381,0.233549,9.146663633,0.001410075,25.21
1997.0078,0.003550939,0.397531192,3.490927456,0.243708,8.895750786,0.001360846,24.9
1997.0247,0.00355587,0.396270776,3.082017376,0.26052,9.005973915,0.001411962,24.6
1997.0417,0.003799184,0.398340911,3.190471133,0.30445,9.173614515,0.001445803,24.3
1997.0586,0.003682549,0.401919485,3.394816339,0.304776,8.974078018,0.001332615,24
1997.0756,0.003745721,0.391888897,3.328496253,0.309062,8.97218059,0.001320883,23.69
1997.0925,0.003861674,0.400569788,3.388050579,0.331307,8.835506634,0.001279399,23.39
1997.1094,0.004381015,0.393184572,3.08989085,0.32773,8.946170452,0.001417416,23.09
1997.1264,0.004993625,0.37073981,2.78734135,0.306813,9.06829342,0.001545143,22.79
1997.1433,0.005775675,0.393398408,2.850953976,0.306361,9.151389705,0.001671596,22.49
1997.1603,0.006112981,0.389792897,2.981451941,0.297318,9.197379301,0.001557939,22.18
1997.1772,0.005946255,0.38463322,2.481173209,0.228264,9.245750781,0.001716019,21.88
1997.1942,0.006005079,0.37389584,2.443403014,0.216672,9.355845782,0.001686987,21.58
1997.2111,0.005983504,0.372751063,2.699444442,0.236822,9.236063366,0.001548215,21.28
