"Age","LuminInd"
-2347,1
-2346,0
-2345,1
-2344,1
-2343,2
-2342,1
-2341,1
-2340,1
-2339,2
-2338,1
-2337,1
-2336,1
-2335,0
-2334,0
-2333,0
-2332,0
-2331,0
-2330,1
-2329,3
-2328,0
-2327,1
-2326,2
-2325,2
-2324,2
-2323,0
-2322,1
-2321,1
-2320,1
-2319,1
-2318,1
-2317,1
-2316,1
-2315,1
-2314,1
-2313,1
-2312,1
-2311,1
-2310,1
-2309,0
-2308,2
-2307,1
-2306,1
-2305,1
-2304,0
-2303,1
-2302,2
-2301,0
-2300,0
-2299,1
-2298,1
-2297,2
-2296,1
-2295,0
