Age,BCa,LiCa,MgCa,SrCa,UCa
1978.039471,0.473779,0.00538,3.017627,9.059638,0.00148
1978.122798,0.464495,0.0055,2.856986,9.106126,0.00154
1978.206126,0.472397,0.0057,3.218235,9.118346,0.00149
1978.289453,0.508423,0.00534,2.937737,9.110085,0.00142
1978.37278,0.461132,0.0056,2.871875,9.035764,0.0015
1978.456108,0.521308,0.00563,2.787934,9.143775,0.00155
1978.539435,0.588811,0.00576,2.628912,9.452671,0.00174
1978.622763,0.649189,0.00591,3.598536,9.313801,0.00176
1978.70609,0.666515,0.00605,4.557144,9.135469,0.00155
1978.789418,0.526446,0.00557,3.604727,9.084082,0.00141
1978.872745,0.518845,0.00576,3.452357,9.138606,0.00141
1978.956072,0.491306,0.00564,3.239561,9.102456,0.00146
1979.0394,0.492031,0.00567,3.307619,9.155477,0.00146
1979.122727,0.522799,0.00568,3.616808,9.031492,0.00138
1979.206055,0.510287,0.00562,3.337156,9.042866,0.0015
1979.289382,0.488698,0.00543,3.186994,9.159163,0.0016
1979.37271,0.513118,0.00576,3.009474,9.258107,0.0017
1979.456037,0.553009,0.0058,2.66609,9.364598,0.00175
1979.539364,0.549091,0.00594,2.649907,9.525438,0.00186
1979.622692,0.556618,0.00556,2.804775,9.447179,0.00175
1979.706019,0.541337,0.00576,3.309411,9.176313,0.0015
1979.789347,0.505658,0.00589,3.505867,9.095837,0.00144
1979.872674,0.470028,0.00592,3.69206,8.954672,0.00139
1979.956002,0.458587,0.0057,3.556938,9.005913,0.0014
1980.039329,0.461459,0.00577,3.311131,9.094185,0.00143
1980.122656,0.422053,0.0054,3.383655,8.974442,0.00147
1980.205984,0.465289,0.0058,3.959252,9.103301,0.00149
1980.289311,0.462264,0.00543,3.182294,9.20337,0.00157
1980.372639,0.496215,0.00569,3.444687,9.113818,0.00148
1980.455966,0.513381,0.00593,3.505431,9.084943,0.00149
1980.539294,0.527902,0.00601,2.97108,9.309363,0.00157
1980.622621,0.573909,0.00574,2.716982,9.488999,0.00173
1980.705948,0.516038,0.00571,2.978,9.118616,0.00155
1980.789276,0.463749,0.0057,3.155101,9.004991,0.00141
1980.872603,0.449773,0.0059,3.094251,8.919785,0.00136
1980.955931,0.454649,0.00576,3.123962,8.992077,0.00138
1981.039258,0.455236,0.0058,3.073138,9.133489,0.00144
1981.122586,0.463193,0.00552,2.99319,9.051855,0.00141
1981.205913,0.439999,0.00567,3.11739,8.994184,0.00141
1981.28924,0.435949,0.00565,3.402993,8.887865,0.00134
1981.372568,0.454682,0.00563,3.431582,8.962746,0.00138
1981.455895,0.469194,0.00582,3.331779,9.207749,0.00148
1981.539223,0.501838,0.00603,2.851203,9.407659,0.00171
1981.62255,0.51828,0.00571,2.481443,9.487696,0.00176
1981.705878,0.552477,0.00618,2.560492,9.3571,0.00165
1981.789205,0.513515,0.00585,2.929262,9.078856,0.00146
1981.872532,0.468531,0.00567,3.207988,8.960306,0.00135
1981.95586,0.447373,0.0057,3.605709,8.863519,0.00129
1982.039187,0.415223,0.00572,3.309218,8.994298,0.00138
1982.122515,0.425777,0.00585,3.387812,8.935277,0.00137
1982.205842,0.44698,0.00585,3.574468,8.894409,0.00128
1982.28917,0.435219,0.00575,3.583626,8.919131,0.00129
1982.372497,0.464187,0.00576,3.181199,9.079103,0.00142
1982.455824,0.494765,0.00611,3.246922,9.120902,0.00146
1982.539152,0.499637,0.00613,2.874254,9.369834,0.00166
1982.622479,0.5134,0.00589,2.466279,9.56491,0.00183
1982.705807,0.499213,0.00606,2.768442,9.336727,0.00166
1982.789134,0.494602,0.00645,3.53484,9.132619,0.00147
1982.872462,0.52546,0.00621,3.879364,9.079994,0.00145
1982.955789,0.536474,0.00613,3.834443,8.976342,0.00151
1983.039116,0.515109,0.00592,3.50819,8.975629,0.00142
1983.122444,0.532379,0.00595,3.529183,9.08008,0.00147
1983.205771,0.545377,0.00601,3.661453,8.961558,0.00135
1983.289099,0.538229,0.00595,3.775496,9.000258,0.00146
1983.372426,0.533742,0.0063,3.66077,9.023903,0.00151
1983.455754,0.558707,0.00591,3.414153,9.227428,0.00166
1983.539081,0.593567,0.00627,3.285568,9.508566,0.00188
1983.622409,0.527687,0.00593,3.062781,9.275098,0.00169
1983.705736,0.472662,0.00551,3.202142,9.097448,0.00155
1983.789063,0.4445,0.0058,3.538317,9.221288,0.00163
1983.872391,0.471322,0.00596,3.520533,9.246407,0.00163
1983.955718,0.457184,0.00583,3.403012,9.02683,0.00143
1984.039046,0.417858,0.00552,3.312203,8.929522,0.00137
1984.122373,0.45772,0.0058,3.49932,9.056185,0.00144
1984.205701,0.477508,0.00626,3.849832,9.019141,0.00138
1984.289028,0.487473,0.00568,3.614304,9.016905,0.00149
1984.372355,0.503309,0.00593,3.363796,9.070372,0.00147
1984.455683,0.507483,0.00565,2.688495,9.153965,0.00165
1984.53901,0.543319,0.00579,2.684622,9.403211,0.00175
1984.622338,0.564916,0.0059,2.550485,9.424215,0.00173
1984.705665,0.553998,0.00542,2.907792,9.107388,0.00148
1984.788993,0.519458,0.00558,3.095433,8.954726,0.0014
1984.87232,0.502522,0.00597,3.295498,8.875908,0.00137
1984.955647,0.467454,0.00592,3.358051,8.81946,0.00136
1985.038975,0.455674,0.00589,3.496435,8.909313,0.00138
1985.122302,0.44679,0.00562,3.289946,8.883311,0.00136
1985.20563,0.473202,0.0057,3.355324,8.866349,0.00132
1985.288957,0.488219,0.00562,3.399055,8.899738,0.00135
1985.372285,0.53203,0.00629,3.675141,8.838932,0.00134
1985.455612,0.547201,0.00615,3.182721,9.187856,0.00151
1985.538939,0.569984,0.00599,2.51497,9.550761,0.00184
1985.622267,0.583317,0.00616,2.504487,9.481809,0.00179
1985.705594,0.534843,0.00597,3.048089,9.105362,0.00153
1985.788922,0.463911,0.00544,3.153244,9.147073,0.00147
1985.872249,0.469274,0.00584,3.65512,9.035997,0.00143
1985.955577,0.477968,0.00598,3.737021,8.917701,0.00134
1986.038904,0.451732,0.00584,3.583354,8.890217,0.00138
1986.122231,0.458353,0.00593,3.753169,8.764088,0.00126
1986.205559,0.475613,0.006,3.866152,8.924199,0.00126
1986.288886,0.458521,0.00586,3.789353,8.914248,0.00131
1986.372214,0.490375,0.00596,3.54372,9.125335,0.00147
1986.455541,0.569983,0.00608,3.010097,9.184965,0.00156
1986.538869,0.60733,0.00613,2.974242,9.467918,0.00166
1986.622196,0.608707,0.00611,3.399735,9.19608,0.00154
1986.705523,0.538731,0.00577,3.427429,9.003322,0.00135
1986.788851,0.488012,0.00602,3.360225,8.987259,0.00143
1986.872178,0.450073,0.0057,3.499234,9.040999,0.00157
1986.955506,0.431579,0.00571,3.552268,8.88543,0.00149
1987.038833,0.4588,0.00613,4.039938,8.754095,0.00135
1987.122161,0.455678,0.00593,3.994603,8.898087,0.00129
1987.205488,0.458889,0.00571,3.684211,8.809939,0.00125
1987.288815,0.466379,0.00634,4.021525,8.786166,0.00119
1987.372143,0.493164,0.00638,4.07099,8.8677,0.00122
1987.45547,0.521152,0.00611,3.592729,8.939968,0.00131
1987.538798,0.567559,0.00641,3.096908,9.213523,0.00152
1987.622125,0.617758,0.00642,3.108825,9.201682,0.00156
1987.705453,0.571192,0.00598,3.51701,9.080094,0.00136
1987.78878,0.527769,0.00604,3.656264,9.038024,0.00135
1987.872107,0.488969,0.00622,3.737476,8.938197,0.00129
1987.955435,0.476392,0.00586,3.746162,8.894551,0.00132
1988.038762,0.473023,0.00584,3.930338,8.831058,0.0013
1988.12209,0.503164,0.0061,4.297272,8.900228,0.00128
1988.205417,0.509949,0.00634,3.81221,8.980684,0.00132
1988.288745,0.501914,0.0064,3.841574,8.918948,0.00127
1988.372072,0.523624,0.00612,3.790663,8.942177,0.00133
1988.455399,0.544804,0.00632,3.309389,9.115976,0.00148
1988.538727,0.56531,0.00636,3.054634,9.394363,0.00165
1988.622054,0.618442,0.00645,3.268181,9.380478,0.00168
1988.705382,0.593923,0.00668,3.699116,9.222123,0.00153
1988.788709,0.530128,0.00617,3.539092,9.018909,0.00134
1988.872037,0.507086,0.00626,3.629667,9.127709,0.00138
1988.955364,0.505158,0.00622,3.811668,8.882177,0.00127
1989.038691,0.480061,0.00591,3.49757,8.913838,0.00129
1989.122019,0.475175,0.00594,3.626897,8.917915,0.00125
1989.205346,0.483151,0.00641,3.599269,9.128713,0.00132
1989.288674,0.498655,0.00639,3.727124,8.875669,0.0013
1989.372001,0.496269,0.00603,3.587052,8.97989,0.00136
1989.455329,0.516234,0.00623,3.402815,9.100051,0.00147
1989.538656,0.548943,0.00662,2.96243,9.344057,0.00166
1989.621983,0.562804,0.00634,2.937125,9.259354,0.00157
1989.705311,0.572349,0.00615,3.737182,8.954973,0.00139
1989.788638,0.567936,0.00604,3.90117,9.04236,0.00139
1989.871966,0.547748,0.00571,3.676538,9.042119,0.00137
1989.955293,0.518781,0.00597,3.687759,8.901974,0.00134
1990.038621,0.535121,0.00616,3.871243,8.794097,0.00132
1990.121948,0.527207,0.00557,3.895386,8.905833,0.00134
1990.205275,0.53341,0.00547,3.90535,8.840133,0.00128
1990.288603,0.540411,0.0059,3.632921,8.886725,0.00131
1990.37193,0.55433,0.0063,3.644519,9.028473,0.00138
1990.455258,0.552136,0.00593,3.159286,9.188135,0.00156
1990.538585,0.585412,0.00577,2.835342,9.391136,0.00172
1990.621913,0.592839,0.00595,3.103927,9.285752,0.0016
1990.70524,0.569252,0.00586,3.50269,8.946925,0.00143
1990.788567,0.528615,0.00563,3.637973,8.783877,0.00135
1990.871895,0.488736,0.00607,3.697667,8.776277,0.00134
1990.955222,0.469695,0.00544,3.160709,8.894447,0.00141
1991.03855,0.501927,0.00546,3.437227,8.806166,0.00135
1991.121877,0.530944,0.00557,3.662709,8.887881,0.00134
1991.205205,0.481892,0.00502,3.383202,8.836948,0.00148
1991.288532,0.498411,0.00501,2.915361,9.045792,0.00161
1991.37186,0.540059,0.00565,2.923652,9.226373,0.00166
1991.455187,0.569677,0.00593,3.237444,9.249742,0.00165
1991.538514,0.575713,0.00571,2.963115,9.345673,0.00173
1991.621842,0.572141,0.00551,2.597949,9.339667,0.00175
1991.705169,0.573189,0.00582,3.276571,9.08755,0.00153
1991.788497,0.511546,0.00539,3.196319,9.002816,0.00141
1991.871824,0.471017,0.00521,2.999045,9.098717,0.00161
1991.955152,0.442631,0.00541,3.115507,9.034273,0.00163
1992.038479,0.459331,0.0056,3.096392,8.986201,0.00153
1992.121806,0.440987,0.00517,3.013576,9.020473,0.00158
1992.205134,0.435666,0.00528,3.032776,9.110512,0.00159
1992.288461,0.473608,0.00586,3.314944,9.21758,0.00163
1992.371789,0.466738,0.00524,2.940226,9.107707,0.00172
1992.455116,0.499382,0.00533,2.907537,9.147346,0.00174
1992.538444,0.541134,0.00556,2.612408,9.422693,0.00182
1992.621771,0.554294,0.00563,2.387802,9.434252,0.00185
1992.705098,0.556224,0.0056,2.933562,9.174309,0.00154
1992.788426,0.547198,0.00577,3.281252,8.995489,0.00145
1992.871753,0.486021,0.00536,3.28892,8.836417,0.00133
1992.955081,0.485211,0.00531,3.266986,8.809459,0.00133
1993.038408,0.484221,0.00544,3.225543,8.965628,0.00138
1993.121736,0.464713,0.00534,3.35955,8.891876,0.00132
1993.205063,0.487695,0.00543,3.667152,8.827919,0.00125
1993.28839,0.510341,0.00544,3.378993,9.008213,0.00135
1993.371718,0.495616,0.00554,3.091654,9.048878,0.00142
