Age,Ba138Ca,BaCa,BCa,CaCa,MgCa,SrCa,UCa,Dist
1985.01,0.002706409,0.002824946,0.494379814,990.9535635,5.700047367,8.661865421,0.000946129,78.93617021
1985.07,0.002772401,0.002586742,0.473606671,1000.385219,4.668689789,8.882252664,0.000978845,78.72340426
1985.13,0.002624753,0.002739888,0.48771396,990.5397317,5.473939203,8.682368068,0.001024853,78.5106383
1985.19,0.002263257,0.002345494,0.451575721,991.122737,5.055233484,8.611826788,0.001042598,78.29787234
1985.25,0.002460301,0.00274541,0.511887525,999.420523,5.552460813,8.976499582,0.001296774,78.08510638
1985.31,0.002429744,0.002448889,0.478197072,985.8125614,4.67382356,8.956270941,0.001627171,77.87234043
1985.37,0.002517853,0.002533193,0.539791912,991.709052,5.395824453,8.821042146,0.00154093,77.65957447
1985.43,0.002197731,0.002131892,0.517570295,1013.55182,4.135853992,9.421785053,0.001572837,77.44680851
1985.49,0.002272658,0.002184235,0.5522245,1002.418081,4.060538922,9.204562484,0.001529235,77.23404255
1985.55,0.002803185,0.002803369,0.560023293,1016.028113,4.837161528,9.299956147,0.001647006,77.0212766
1985.64,0.002577896,0.002913098,0.62101414,999.1297468,5.92502597,9.020778186,0.001457311,76.80851064
1985.73,0.001954689,0.001824573,0.494672082,1004.757465,4.084874311,8.817726229,0.001068117,76.59574468
1985.83,0.002040517,0.001989827,0.465595133,992.7811227,4.159988882,8.617323999,0.00103856,76.38297872
1985.92,0.004299176,0.004142199,0.566779024,1007.94404,5.702431554,8.563998805,0.001179407,76.17021277
1986.01,0.004773124,0.00428237,0.53707264,1002.928817,7.751831715,8.293361643,0.001192854,75.95744681
1986.13,0.003523004,0.003586778,0.517300384,1009.129863,6.747814405,8.502350061,0.001239463,75.74468085
1986.24,0.002239238,0.002171131,0.476763501,989.6180944,4.723385001,8.866315481,0.001191821,75.53191489
1986.36,0.002458775,0.002391408,0.476938768,1005.620776,5.234916703,8.826438871,0.001176844,75.31914894
1986.47,0.002220344,0.00243147,0.480239524,998.0566919,4.225061771,9.086427917,0.001290543,75.10638298
1986.59,0.002061783,0.002171404,0.486649088,1018.517738,3.703774095,9.299242553,0.001520049,74.89361702
1986.63,0.002396699,0.002538402,0.498263857,995.6667219,4.165342486,9.166314782,0.001268152,74.68085106
1986.68,0.002311815,0.002109452,0.558597449,997.2204444,5.011085534,9.064584036,0.001322768,74.46808511
1986.73,0.001692886,0.001824858,0.500568214,1000.998134,3.981716563,9.317872099,0.001309502,74.25531915
1986.77,0.001755227,0.001634953,0.493736764,989.4413981,4.087537752,8.914275694,0.001098871,74.04255319
1986.82,0.001709916,0.001801048,0.515629927,990.9803271,4.349403575,8.988947242,0.001263187,73.82978723
1986.87,0.001830863,0.002022094,0.459177948,990.1713961,3.857162394,9.074237107,0.001298485,73.61702128
1986.91,0.001711863,0.001945101,0.483556161,1026.702968,4.170243291,9.073724452,0.001140251,73.40425532
1986.96,0.001971088,0.001956831,0.498664677,991.3184104,5.004916242,8.863468222,0.001095636,73.19148936
1987.01,0.001989325,0.002056368,0.532606317,986.1943206,5.976619301,8.761913541,0.001131506,72.9787234
1987.06,0.002361631,0.002121411,0.520722179,1019.066822,5.712354217,8.991360997,0.001327085,72.76595745
1987.12,0.002146101,0.002421929,0.539186736,1004.160867,6.894671439,8.677280064,0.0010914,72.55319149
1987.17,0.002150449,0.002084577,0.508931048,987.7668505,5.857405925,8.631768235,0.000992739,72.34042553
1987.22,0.001977354,0.002143423,0.508071522,984.1472406,5.390942595,8.891529384,0.001096429,72.12765957
1987.28,0.002303618,0.002237643,0.529019954,990.2296833,4.881017615,8.966445721,0.0011559,71.91489362
1987.33,0.002141313,0.002204115,0.551737197,1007.240475,5.076394661,8.974801011,0.001237665,71.70212766
1987.38,0.002345186,0.00220914,0.533645026,1007.58705,4.879828898,9.269206904,0.001224856,71.4893617
1987.44,0.002060348,0.00215225,0.60719778,1011.484433,6.280200517,9.096025251,0.001241221,71.27659574
1987.49,0.001965,0.002072803,0.538360016,986.4263018,4.648947783,9.030751693,0.001272527,71.06382979
1987.55,0.002135304,0.002034342,0.554711558,999.5029171,4.713765117,9.279831843,0.001292575,70.85106383
1987.6,0.001980354,0.001961176,0.576169109,995.0516353,4.660627254,9.22239227,0.001272767,70.63829787
1987.65,0.00169939,0.001696204,0.566553746,996.277736,4.155265721,9.046171368,0.001231202,70.42553191
1987.7,0.001816716,0.001926803,0.568903018,996.7326805,4.534445154,9.096531388,0.001188454,70.21276596
1987.75,0.001926298,0.00192273,0.631925891,1008.775507,5.940346931,8.872631904,0.001022809,70
1987.8,0.001769477,0.001937772,0.636226187,1003.381386,6.410996115,9.040751326,0.00110315,69.78723404
1987.86,0.00201776,0.002085352,0.599025833,999.8908613,5.105014058,9.029467677,0.001236632,69.57446809
1987.91,0.00257991,0.002613855,0.639701353,999.5958162,6.90575704,9.113378578,0.001408603,69.36170213
1987.96,0.002510557,0.002540367,0.68610594,1009.921533,7.51243601,9.054746474,0.001187286,69.14893617
1988.01,0.002614312,0.002834737,0.692694767,992.6813418,7.768995492,8.745260857,0.001060432,68.93617021
1988.06,0.002645648,0.002803897,0.713432398,987.1479077,8.399196165,8.665542022,0.001018146,68.72340426
1988.11,0.002770597,0.002690861,0.629499663,1001.459092,7.106047876,8.736556857,0.000980954,68.5106383
1988.16,0.002446675,0.002229978,0.615835251,984.8430061,5.433727031,8.698793649,0.000921593,68.29787234
1988.21,0.002199242,0.00222022,0.578198934,1009.36134,5.608963971,9.086421974,0.001051586,68.08510638
1988.26,0.00206249,0.00200453,0.596744644,991.8725771,6.091971068,8.654863481,0.000992111,67.87234043
1988.31,0.002021686,0.002139258,0.536640266,1007.874488,4.251239707,9.179695477,0.001065896,67.65957447
1988.35,0.002442763,0.002437006,0.56150506,992.3741005,4.271114314,9.221842364,0.001174944,67.44680851
1988.4,0.002613874,0.002773598,0.698578657,995.8651187,7.405317712,8.903903577,0.001124509,67.23404255
