Age,Ba138Ca,BaCa,BCa,CaCa,MgCa,SrCa,UCa,Dist
1988.45,0.002363339,0.002229579,0.587084076,980.0346682,4.716537245,9.214832958,0.001162309,67.0212766
1988.5,0.002012396,0.002048069,0.600239785,993.7139204,4.61765175,8.977037418,0.001165768,66.80851064
1988.55,0.001956538,0.002071668,0.559761277,996.973348,4.141614297,8.962528613,0.001229171,66.59574468
1988.6,0.002372076,0.002296053,0.580071806,1016.969539,4.49762973,9.367700965,0.001370745,66.38297872
1988.65,0.002121773,0.002313299,0.625185583,1003.232556,5.153137854,9.065889384,0.00133407,66.17021277
1988.69,0.001887304,0.002117767,0.566920548,1000.090847,4.53121142,9.178071853,0.001265234,65.95744681
1988.74,0.001950278,0.00199881,0.598216895,980.6360974,4.761897365,9.019167978,0.001186253,65.74468085
1988.79,0.00185381,0.001855402,0.555262641,998.1002311,4.496408297,9.035742494,0.001206075,65.53191489
1988.83,0.00160338,0.001806739,0.494695751,997.0107317,4.155175401,8.854433973,0.00111726,65.31914894
1988.88,0.002410682,0.002296877,0.586218125,1000.779345,5.994431566,8.907086235,0.001082617,65.10638298
1988.93,0.002120445,0.002098365,0.525357904,1001.576481,4.329588256,8.929548871,0.000965426,64.89361702
1988.97,0.001919997,0.001699351,0.527663041,1008.490057,3.483552187,8.814078941,0.000898662,64.68085106
1989.02,0.002134595,0.002096033,0.571632333,995.8989303,4.739983232,8.628592327,0.000815811,64.46808511
1989.07,0.002312854,0.00235246,0.589775119,998.3158874,4.471367365,8.93827462,0.000918288,64.25531915
1989.11,0.002041233,0.001996625,0.56159844,998.9214214,3.816138681,8.931378906,0.000954221,64.04255319
1989.16,0.002187564,0.002237312,0.589337522,982.5731747,4.632296334,8.878897621,0.000958812,63.82978723
1989.21,0.002611396,0.002542813,0.548074238,1002.281767,4.697265605,8.967733692,0.001023389,63.61702128
1989.26,0.002392351,0.002480023,0.54586536,997.048498,4.923001162,8.903307285,0.000939239,63.40425532
1989.3,0.001974802,0.002249568,0.532171661,1020.616797,4.355875377,8.871101121,0.000874615,63.19148936
1989.35,0.00227084,0.002264975,0.520862108,1007.837214,4.642101712,8.879689244,0.000987396,62.9787234
1989.4,0.002205329,0.002379583,0.5349189,1014.822436,5.122946107,8.935011624,0.001087908,62.76595745
1989.44,0.002178148,0.002180621,0.546912249,994.8643554,4.59343871,8.979262776,0.001081416,62.55319149
1989.49,0.002358644,0.002459935,0.570760114,988.1136664,5.033825687,8.853852717,0.00104274,62.34042553
1989.54,0.00203966,0.002266176,0.601885068,1004.961153,4.884526247,8.965236941,0.001073364,62.12765957
1989.59,0.002721734,0.002729869,0.621846948,983.8184185,5.50824984,9.029422722,0.001230482,61.91489362
1989.63,0.002091592,0.002101705,0.570877041,1004.691438,4.094604058,9.171054633,0.001250789,61.70212766
1989.7,0.002416396,0.002449993,0.639710442,993.9961521,4.656476929,9.052071549,0.001135894,61.4893617
1989.77,0.001971836,0.00197622,0.505476566,1015.744416,3.415282831,9.276313112,0.00126263,61.27659574
1989.84,0.001719861,0.00177494,0.514829612,1011.276984,4.053963184,8.755224683,0.001032638,61.06382979
1989.91,0.001791414,0.001848263,0.504468342,1005.449619,3.865616822,9.017862389,0.001211368,60.85106383
1989.98,0.001833807,0.001838319,0.482705675,1011.286779,3.840796593,8.897033694,0.001013323,60.63829787
1990.05,0.001744088,0.001914413,0.501140631,995.6476005,3.836707848,8.872756826,0.000996419,60.42553191
1990.12,0.001950349,0.001896311,0.497598153,990.5598523,4.125487844,8.674296321,0.001126519,60.21276596
1990.18,0.001825439,0.001835395,0.523968853,997.7674165,4.143372664,8.924621615,0.001113884,60
1990.23,0.001894332,0.002020508,0.591405941,1011.204769,4.280214697,8.781855787,0.000931906,59.78723404
1990.29,0.002013747,0.001928605,0.584343176,993.7697532,4.498880131,8.638239247,0.000864246,59.57446809
1990.34,0.002148349,0.002139012,0.60519246,1005.181606,4.770352959,8.853476497,0.000963321,59.36170213
1990.4,0.002388818,0.002254568,0.599540585,982.4040779,5.176924785,8.923492442,0.001116694,59.14893617
1990.45,0.002145283,0.002181823,0.576297651,1005.163788,4.507403743,9.011094283,0.001035502,58.93617021
1990.51,0.002031955,0.001981676,0.536900284,998.3779467,4.09127478,8.798613839,0.000874428,58.72340426
1990.56,0.002501745,0.002437676,0.556283609,998.1153177,5.029618937,8.741871447,0.000921537,58.5106383
1990.62,0.002496306,0.002259717,0.600450896,1011.017296,3.83197977,9.165042553,0.000993473,58.29787234
1990.71,0.002819759,0.002540286,0.610676542,1004.908378,4.310867984,9.124177311,0.001081301,58.08510638
1990.8,0.002332206,0.002184125,0.556056072,1011.996438,4.691774471,8.818553765,0.000919495,57.87234043
1990.9,0.002066328,0.002168987,0.533565988,1008.142837,4.608049743,8.848449602,0.0010134,57.65957447
1990.99,0.00183774,0.002043811,0.522728521,1008.487234,4.235434091,8.81002386,0.000999628,57.44680851
1991.08,0.00172883,0.001735319,0.510378702,988.4629009,3.980937523,8.644993754,0.000815376,57.23404255
1991.13,0.002282377,0.00191426,0.554421222,990.5052896,4.760326796,8.787390433,0.000919323,57.0212766
1991.18,0.001895812,0.001961693,0.54146484,990.6659197,4.466541736,8.842584594,0.001096107,56.80851064
1991.22,0.002101068,0.002242863,0.575347651,993.1315612,4.879578015,9.026917313,0.001115707,56.59574468
1991.27,0.002447758,0.002441392,0.641590411,1002.792187,5.796082935,9.169038884,0.001229308,56.38297872
1991.32,0.001930468,0.002002936,0.580745938,1008.954718,4.235325156,9.160663828,0.001274226,56.17021277
1991.37,0.002339334,0.002067158,0.630193477,1006.711977,5.420404707,9.011101846,0.001186489,55.95744681
1991.42,0.001806003,0.001837211,0.527699019,1006.102799,4.202116548,8.968485824,0.001249367,55.74468085
1991.46,0.00187492,0.001935237,0.503986667,1008.203823,4.108198297,9.011246818,0.001189647,55.53191489
1991.51,0.002821274,0.002846446,0.636583409,1010.954005,5.472921744,9.105587941,0.00117871,55.31914894
1991.56,0.002540106,0.002701501,0.592230892,997.7145438,5.038860935,8.835462887,0.000916944,55.10638298
1991.61,0.002610771,0.002409811,0.614590172,985.1721893,4.393028804,8.775252111,0.000882552,54.89361702
1991.65,0.002223053,0.002421496,0.661181203,1011.799396,5.002341137,9.148442297,0.001048621,54.68085106
1991.68,0.002561905,0.002559474,0.66608532,1001.886929,4.868592892,8.989794379,0.00094291,54.46808511
1991.71,0.00234936,0.002383166,0.626730379,1016.226416,4.282050792,8.913176679,0.000905372,54.25531915
1991.74,0.002318382,0.002420408,0.599387282,1006.0858,4.686999682,9.053009828,0.001050281,54.04255319
1991.77,0.00247289,0.002586855,0.634043998,993.5231781,4.982520491,8.904348292,0.001043692,53.82978723
1991.8,0.002755825,0.002731631,0.69324195,1005.568133,4.526728713,9.149903806,0.00095408,53.61702128
1991.83,0.002812102,0.002579914,0.669210638,999.7461228,4.223764483,9.210217441,0.00110135,53.40425532
1991.86,0.002661182,0.002700437,0.657560954,1007.884466,4.835861129,8.950687576,0.001169151,53.19148936
1991.88,0.003095436,0.003089053,0.615629719,1003.741196,5.131486852,8.967663816,0.001106957,52.9787234
1991.91,0.003680611,0.003733334,0.630621733,1001.306157,4.538013166,9.032857897,0.001134714,52.76595745
1991.94,0.002745449,0.003042502,0.597109412,995.6186477,6.014706498,8.69149607,0.001003559,52.55319149
1991.97,0.002524778,0.002615228,0.547842379,1004.425618,4.627595873,9.128931514,0.001219556,52.34042553
1992,0.002239747,0.002348554,0.548664708,998.8534629,3.825493531,9.309708152,0.001352141,52.12765957
1992.03,0.00268318,0.002849803,0.591474481,1000.887102,4.853645918,8.976163441,0.001210665,51.91489362
1992.06,0.002363148,0.002466027,0.559427576,1009.922163,4.516141766,9.098176869,0.001162166,51.70212766
1992.09,0.002283771,0.00214908,0.571750439,990.0627832,4.283353487,8.936049179,0.001127623,51.4893617
1992.11,0.002308748,0.002252938,0.565093616,1006.935031,4.867411677,8.761690397,0.001025706,51.27659574
1992.14,0.002782777,0.002662708,0.62930665,1008.734863,5.279064246,8.975083698,0.001019906,51.06382979
1992.16,0.002537408,0.002659021,0.610922779,997.4321891,4.904042627,9.066825813,0.00096282,50.85106383
1992.19,0.002484888,0.002631009,0.59247443,997.3546832,5.264630517,9.02179087,0.00107436,50.63829787
1992.21,0.002109579,0.002290063,0.565309989,996.1331952,4.949731726,8.954930958,0.001061369,50.42553191
1992.24,0.002407979,0.00239071,0.580450245,988.2930329,4.754030529,8.857016597,0.001020691,50.21276596
1992.26,0.002583677,0.002611561,0.609458143,1005.761794,5.591163876,9.181430356,0.001083704,50
1992.29,0.002673494,0.002564988,0.561554974,998.9496564,5.276858469,9.050420541,0.001123315,49.78723404
1992.31,0.002242253,0.002412132,0.554486691,998.3986741,5.674474331,8.907588807,0.001040119,49.57446809
1992.34,0.002027843,0.002307251,0.528388665,1005.88714,4.860212763,9.101356421,0.00129931,49.36170213
1992.36,0.00228877,0.002190737,0.542655699,1002.97127,5.561522813,8.944992962,0.00109604,49.14893617
1992.39,0.002389876,0.002530159,0.560937303,1006.488542,5.623918165,8.851978667,0.000991,48.93617021
1992.41,0.002553832,0.002469696,0.553073182,1008.041488,5.494650439,9.139490633,0.00107735,48.72340426
1992.44,0.00202175,0.002082555,0.550995539,995.6702382,4.691094723,9.098741912,0.001162162,48.5106383
1992.46,0.00186615,0.001956859,0.491980028,1020.353515,4.336111627,9.12882952,0.001215598,48.29787234
1992.49,0.002060133,0.002124214,0.510409801,1012.301583,4.488412192,9.238271392,0.001225033,48.08510638
1992.51,0.002411079,0.002420763,0.527707581,1004.971115,5.649506722,9.202256067,0.001098162,47.87234043
1992.54,0.002264625,0.00249922,0.608955628,1000.735063,7.688347275,9.030676908,0.001076096,47.65957447
1992.56,0.002637374,0.002593872,0.64378351,1013.192967,7.946798564,9.316345521,0.001218322,47.44680851
1992.59,0.002373851,0.002239019,0.558061598,1000.491925,7.34872882,9.281694148,0.001470268,47.23404255
1992.61,0.002290127,0.00231153,0.617716598,1011.403894,8.873393406,9.489208949,0.001571362,47.0212766
1992.65,0.001906811,0.002144258,0.629352454,986.7703746,10.90766532,9.19177541,0.001627009,46.80851064
1992.69,0.002182722,0.002432594,0.786826425,1006.490457,13.66544338,9.146557806,0.00144768,46.59574468
1992.72,0.002491312,0.002228608,0.680538005,996.8702692,701.5436472,9.118063358,0.001347834,46.38297872
1992.76,0.002571788,0.002537361,0.562369303,1003.889574,8.120437765,9.203402198,0.001452006,46.17021277
1992.8,0.002278727,0.002250648,0.476386057,1007.976557,4.39661302,9.235164769,0.001534851,45.95744681
1992.83,0.002116618,0.002126815,0.452703307,987.937633,3.553958864,9.071144013,0.00128585,45.74468085
1992.87,0.002158805,0.002061106,0.453783029,1018.434149,3.649017441,9.307851348,0.001305552,45.53191489
1992.91,0.002226001,0.002061077,0.429707769,1006.367423,3.574399985,9.302807535,0.001269072,45.31914894
1992.94,0.00182416,0.001920975,0.438411546,1002.109086,3.509062799,9.110667301,0.001274306,45.10638298
1992.98,0.002429481,0.002393636,0.469341079,1010.8523,4.644972216,9.172886745,0.001132998,44.89361702
1993.02,0.002114167,0.002031923,0.487353116,1012.482382,4.002280053,9.023630229,0.001068445,44.68085106
1993.05,0.002618706,0.002651935,0.520171267,1007.35054,5.357238247,9.125336214,0.001215658,44.46808511
1993.09,0.002547442,0.002691796,0.540170022,1007.649213,5.568091567,8.714853667,0.000981533,44.25531915
1993.13,0.002263813,0.002370649,0.594779576,992.717127,4.46957808,9.145324832,0.001051093,44.04255319
1993.17,0.002465661,0.002745057,0.563721994,1009.180696,5.228197144,8.87841922,0.001029168,43.82978723
1993.21,0.002668625,0.002879351,0.572222416,994.4388714,5.74091603,8.697805675,0.001051219,43.61702128
1993.25,0.002541712,0.002696437,0.516842198,985.9449137,5.0781602,8.875735737,0.00119431,43.40425532
1993.3,0.002805202,0.002770137,0.57052181,1017.176069,4.923590233,9.184541416,0.001285161,43.19148936
1993.34,0.002336313,0.00245673,0.521170481,976.9137967,5.846820336,8.79997502,0.001097622,42.9787234
1993.38,0.002507333,0.002403575,0.509082761,1009.985338,4.997275801,9.268369127,0.001346978,42.76595745
1993.42,0.002887643,0.002534818,0.536305671,999.0457624,6.226886127,8.943517373,0.001169657,42.55319149
1993.46,0.002519511,0.002560354,0.530798725,1006.201553,5.412435787,9.135570163,0.001227872,42.34042553
1993.5,0.002245837,0.002303137,0.55242335,999.132789,5.312286263,9.166873213,0.001262812,42.12765957
1993.54,0.002552776,0.002518103,0.586398709,1004.356248,5.690968612,9.166888997,0.001222627,41.91489362
1993.58,0.002068689,0.00206292,0.606533254,995.9255804,5.444766353,9.210740107,0.001215819,41.70212766
1993.62,0.0023751,0.002238354,0.581260906,997.0832732,4.745377056,9.175670711,0.001414325,41.4893617
1993.67,0.002266562,0.002465088,0.568042229,1003.709027,5.619204711,9.384034291,0.001473438,41.27659574
1993.72,0.002469436,0.002252845,0.505267328,1021.702506,5.180803813,9.273963171,0.001395611,41.06382979
1993.78,0.001931452,0.002082723,0.499908438,1007.426826,4.80922583,9.075332307,0.001293305,40.85106383
1993.84,0.002444177,0.002352745,0.531606538,1012.192355,6.141434572,9.083559405,0.001340041,40.63829787
1993.9,0.002556495,0.002502874,0.539021693,1008.303313,6.661437854,9.067270771,0.001190821,40.42553191
1993.95,0.002252285,0.002347618,0.534805701,1004.12666,6.034104237,8.983209476,0.001063861,40.21276596
1994.01,0.002508392,0.002222237,0.510849366,1000.178305,6.446987291,8.931115894,0.001177536,40
1994.06,0.002415648,0.002550141,0.519002644,1010.010872,6.584741095,8.963600092,0.001100166,39.78723404
1994.12,0.002069047,0.002113115,0.450925115,1003.097995,4.775748567,8.961360258,0.001075734,39.57446809
1994.17,0.001949655,0.001968877,0.446754668,995.3529292,4.325249702,8.922030004,0.00125921,39.36170213
1994.22,0.003130724,0.00297141,0.583092205,1019.643123,5.805572101,9.044213171,0.00105818,39.14893617
1994.27,0.002629379,0.002691181,0.588620537,996.7764136,5.073559149,8.914956162,0.001067426,38.93617021
1994.32,0.002989394,0.003031773,0.629694601,995.225596,6.246826894,8.928648027,0.00114031,38.72340426
1994.38,0.002621428,0.00230939,0.542933296,1001.783432,5.705803463,9.255894242,0.001227907,38.5106383
1994.43,0.002698067,0.002793365,0.574254316,1021.09859,6.579921115,9.208125693,0.000991847,38.29787234
1994.48,0.003034517,0.003230789,0.592787215,1003.813141,5.747628657,9.26952975,0.001103486,38.08510638
1994.53,0.002937727,0.002699922,0.589194493,980.3142678,5.188180696,9.242102656,0.001257031,37.87234043
1994.59,0.00276268,0.002607134,0.624799982,994.4560191,5.599093771,9.293143051,0.001370799,37.65957447
1994.64,0.00250396,0.00239584,0.545172179,1003.456082,4.701429653,9.232475391,0.001366701,37.44680851
1994.69,0.002218204,0.002571853,0.530445406,1002.283186,5.445061255,9.305428871,0.001302993,37.23404255
1994.75,0.001981168,0.002071346,0.471615488,1000.67972,5.184037472,9.088884499,0.001271884,37.0212766
1994.8,0.002082363,0.002162652,0.506991182,1012.243038,5.076829303,9.234516523,0.001368875,36.80851064
1994.85,0.002187163,0.002192806,0.578899549,1005.638602,6.208765804,9.109732912,0.001256273,36.59574468
1994.91,0.002613285,0.002509756,0.685662432,1002.350883,11.12092893,9.156481639,0.001331917,36.38297872
1994.96,0.003166995,0.002751872,0.748345023,1009.056849,12.20747329,9.305850975,0.001341747,36.17021277
1995.02,0.003241982,0.003274463,0.719946427,993.8443673,9.883563644,8.876911228,0.00107317,35.95744681
1995.07,0.003016385,0.002879337,0.645326732,1008.147852,10.7241405,9.024095559,0.001079141,35.74468085
1995.12,0.002796875,0.002933783,0.595836431,998.8514934,10.88914929,8.908942935,0.001077095,35.53191489
1995.16,0.003263328,0.003244316,0.553081664,1009.163352,8.630377179,9.038147234,0.001045792,35.31914894
1995.2,0.002976105,0.002991297,0.575926859,1011.971373,9.142427308,9.071502038,0.001114788,35.10638298
1995.24,0.002645956,0.002651217,0.570186522,996.2198277,7.898316606,9.025405487,0.001123472,34.89361702
1995.28,0.003187357,0.003191289,0.604456314,1013.495913,9.206023598,8.774595178,0.000973556,34.68085106
1995.31,0.002860492,0.002895783,0.505702552,987.7214102,7.200950073,8.815965777,0.000981502,34.46808511
1995.35,0.003475025,0.0035617,0.621605401,1002.141398,10.95694756,8.991338735,0.001052295,34.25531915
1995.39,0.003684499,0.003168005,0.513793821,1017.630681,7.654862247,9.164584044,0.001132661,34.04255319
1995.43,0.002403405,0.002369814,0.504045493,1021.366672,6.851800177,9.32052169,0.001425284,33.82978723
1995.47,0.002519113,0.002522694,0.507519102,983.8909675,6.62131363,9.242330413,0.001376273,33.61702128
1995.51,0.002359349,0.002656412,0.517048878,1003.334573,5.815564866,9.415467213,0.001382858,33.40425532
1995.55,0.003288348,0.003134969,0.522321893,995.7235731,5.900157573,9.458961935,0.001365781,33.19148936
1995.58,0.002741852,0.002803499,0.538758221,993.0783739,6.238578259,9.273035883,0.001245991,32.9787234
1995.62,0.003242284,0.003093604,0.536458743,1019.525476,5.440827934,9.833105178,0.001566769,32.76595745
1995.69,0.002795464,0.002564631,0.529739898,995.6430888,4.991616994,9.349740574,0.001428748,32.55319149
1995.75,0.003549992,0.00351054,0.613389279,1003.297133,7.181051855,9.530456305,0.001465358,32.34042553
1995.82,0.003217396,0.003333981,0.605155448,1007.033891,6.190272252,9.565776138,0.001357735,32.12765957
1995.88,0.00332419,0.003090993,0.575816941,1029.992752,6.757455975,9.697077344,0.001563658,31.91489362
1995.95,0.003971186,0.003884625,0.670228124,1006.203059,9.507497459,9.366865546,0.001443414,31.70212766
1996.02,0.003504034,0.003600153,0.587727405,990.3824556,6.801204,9.240070045,0.00134518,31.4893617
1996.08,0.00383572,0.003505609,0.571165263,1009.31665,6.097511403,9.116207787,0.001305422,31.27659574
1996.15,0.003398592,0.003397459,0.525433007,1021.43524,5.577977017,9.365297733,0.00135643,31.06382979
1996.22,0.002366185,0.002523836,0.480815478,998.7538525,4.051737324,9.181684536,0.001240217,30.85106383
1996.29,0.002516682,0.002507132,0.490128204,985.6922623,4.119251955,9.207166805,0.001314233,30.63829787
1996.37,0.002567679,0.002537867,0.521062749,1031.202188,4.823912879,9.311444222,0.001213465,30.42553191
1996.44,0.002597622,0.002675336,0.527676332,1005.903633,4.859863008,9.108549547,0.001201437,30.21276596
1996.51,0.002820252,0.002932351,0.551753586,996.627837,4.945972926,9.355223398,0.001338378,30
1996.58,0.003444882,0.003524471,0.581760902,1008.797681,4.748714554,9.51377745,0.001336915,29.78723404
1996.69,0.002979732,0.00277898,0.565538056,999.3149564,4.031503936,9.487198296,0.001254869,29.57446809
1996.81,0.002994132,0.003106704,0.526551794,1002.957893,4.170045214,9.305881979,0.001247887,29.36170213
1996.92,0.003012993,0.003133853,0.576331032,993.6669675,3.896605808,9.548774121,0.001363948,29.14893617
1997.04,0.003258966,0.0030009,0.626395656,997.4434195,4.966135574,9.114764578,0.001218918,28.93617021
1997.15,0.002508237,0.002491122,0.577270152,993.7719438,4.727712937,9.115693258,0.001221657,28.72340426
1997.2,0.002571729,0.002559988,0.541836894,1003.378944,4.686781341,9.169571929,0.001277487,28.5106383
1997.25,0.002870495,0.002915137,0.510990192,983.28096,4.942699058,9.056242191,0.001269883,28.29787234
1997.29,0.002850794,0.002717725,0.505417063,1011.891796,3.866186645,9.349290167,0.001343825,28.08510638
1997.34,0.004566782,0.004434719,0.576437846,1010.21262,5.764439213,9.242321287,0.001317499,27.87234043
1997.39,0.00276767,0.002791655,0.55593531,997.6208736,4.932294701,9.049684536,0.001119039,27.65957447
1997.43,0.002562206,0.002587897,0.500216067,992.7238539,3.184238922,9.469157142,0.001320595,27.44680851
1997.48,0.003176537,0.002894157,0.533704157,1016.786301,3.211361817,9.78453529,0.001400044,27.23404255
1997.53,0.002239085,0.002151479,0.503678191,993.8420009,3.161131297,9.242213199,0.001441943,27.0212766
1997.58,0.002430644,0.002274313,0.520984968,1014.668319,3.019853265,9.817600938,0.001700767,26.80851064
1997.65,0.002185994,0.002290796,0.549744426,994.2763997,3.095181366,9.315008961,0.00159544,26.59574468
1997.72,0.002622419,0.002665792,0.518734931,996.7793139,3.47817505,9.421660477,0.001454739,26.38297872
1997.79,0.002351611,0.002252575,0.535701064,994.5583824,3.70101097,9.302918853,0.001396582,26.17021277
1997.86,0.002900934,0.00307325,0.588933972,1002.11619,4.663186414,9.472795622,0.001413988,25.95744681
1997.93,0.002845329,0.00270264,0.523417565,1002.632843,3.903562936,9.359373087,0.001506116,25.74468085
1998.01,0.003227034,0.003291742,0.602977368,1001.198206,4.457466195,9.307618752,0.001427233,25.53191489
1998.08,0.003359034,0.003495564,0.558113785,995.616855,4.603353386,9.136738582,0.00124332,25.31914894
1998.15,0.003753563,0.003752857,0.517721425,997.6942543,5.074726487,8.752002524,0.001033154,25.10638298
1998.2,0.002885144,0.003011546,0.475485537,999.2761095,4.268089319,9.089158884,0.001172782,24.89361702
1998.24,0.003017528,0.003212548,0.471853432,1014.10904,3.845977862,9.062056627,0.001144254,24.68085106
1998.29,0.003070279,0.003008978,0.506392718,991.703263,3.005509984,9.079589227,0.001249785,24.46808511
1998.34,0.003211986,0.003042389,0.527995395,1001.617135,3.438080988,9.009935981,0.001215861,24.25531915
1998.38,0.002864467,0.002958144,0.546644297,997.5061611,3.059751002,9.123735363,0.001318323,24.04255319
1998.43,0.002761916,0.002852142,0.527803084,985.4322884,3.348253919,9.101575615,0.001276424,23.82978723
1998.48,0.003130837,0.003218696,0.528531155,1008.102277,3.286116349,9.197669489,0.001339629,23.61702128
1998.53,0.002696268,0.002704448,0.522360754,1011.322788,2.975469556,9.516132731,0.001476487,23.40425532
1998.57,0.002871687,0.002528502,0.527252149,1010.524868,2.663883651,9.557480128,0.001587419,23.19148936
