Age,BaCa,SrCa,UCa
1970.682,0.0023112,8.83909,0.00155017
1970.695,0.00260482,8.73853,0.00144875
1970.709,0.0028639,8.76113,0.00142897
1970.723,0.00278258,8.58061,0.00144054
1970.736,0.00277911,8.54296,0.00132738
1970.75,0.00283234,8.6339,0.00132447
1970.764,0.00280926,8.61677,0.00137857
1970.778,0.00281165,8.69588,0.00128144
1970.791,0.00299779,8.53119,0.00130051
1970.805,0.00347538,8.72144,0.00125579
1970.819,0.00349579,8.64308,0.00126399
1970.833,0.00328846,8.61349,0.00129474
1970.846,0.00297911,8.61869,0.00121718
1970.86,0.002522,8.57011,0.00129244
1970.874,0.00257756,8.31796,0.00119665
1970.887,0.00251787,8.44404,0.00120235
1970.901,0.00279017,8.48428,0.00113927
1970.915,0.0028006,8.61673,0.00123028
1970.929,0.00284202,8.41669,0.00121439
1970.942,0.00288189,8.49418,0.00113977
1970.956,0.00276916,8.25567,0.00108946
1970.97,0.00302705,8.51102,0.00121221
1970.984,0.00298797,8.87942,0.00140058
1970.997,0.00319451,8.46251,0.00137899
1971.011,0.00318291,8.27603,0.00121462
1971.025,0.00325621,8.56692,0.00121483
1971.038,0.00317977,8.40874,0.00122076
1971.052,0.00378713,8.39193,0.00128102
1971.066,0.00316238,8.32533,0.00119981
1971.08,0.00333759,8.55819,0.00124655
1971.093,0.00340205,8.46981,0.0011714
1971.107,0.00280033,8.24973,0.00114319
1971.126,0.00289995,8.52683,0.00111059
1971.144,0.00243682,8.63365,0.0011941
1971.163,0.0023344,8.50873,0.00118449
1971.182,0.00241622,8.34859,0.00116565
1971.201,0.00271769,8.32807,0.00115044
1971.219,0.00281406,8.46579,0.00115994
1971.238,0.0026842,8.43739,0.00123479
1971.257,0.00288584,8.43604,0.00122198
1971.276,0.00268669,8.44252,0.00118836
1971.294,0.00286518,8.53209,0.00117585
1971.313,0.0025334,8.40959,0.00119638
1971.332,0.00259353,8.5133,0.00121026
1971.351,0.00295832,8.49737,0.0012062
1971.369,0.00267058,8.66392,0.00131608
1971.388,0.00295703,8.48591,0.00122611
1971.407,0.00321642,8.55564,0.00126176
1971.426,0.00264469,8.55227,0.0012306
1971.444,0.0024231,8.38449,0.00124919
1971.463,0.00223989,8.4454,0.00119352
1971.482,0.00227204,8.51683,0.00132667
1971.501,0.0023347,8.7752,0.00143372
1971.519,0.00225063,8.63642,0.00152284
1971.538,0.0024057,8.9874,0.00144171
1971.557,0.00227933,8.78724,0.00151262
1971.576,0.00201399,8.60664,0.00145338
1971.594,0.00211371,8.8843,0.00164581
1971.613,0.00222019,8.89346,0.00151651
1971.631,0.00252805,8.84999,0.00137266
1971.648,0.00251682,8.66084,0.00143103
1971.666,0.00250353,8.72364,0.00142162
1971.684,0.0024807,8.70895,0.00128286
1971.701,0.00260114,8.88707,0.00129119
1971.719,0.00243403,8.58256,0.0013255
1971.736,0.00229483,8.63932,0.00130698
1971.754,0.00231922,8.36142,0.00126788
1971.772,0.00245964,8.5119,0.00135525
1971.789,0.0026742,8.42747,0.00123292
1971.807,0.00249288,8.46607,0.00127071
1971.825,0.00295657,8.60324,0.00135969
1971.842,0.00466435,8.47135,0.0012024
1971.86,0.00474709,8.59494,0.0013249
1971.878,0.00472358,8.22634,0.00114626
1971.895,0.00357634,8.44264,0.00114272
1971.913,0.00376446,8.09122,0.00116243
1971.931,0.00235024,8.63547,0.00119277
1971.948,0.00183366,8.43667,0.00126594
1971.966,0.00192907,8.39052,0.00111172
1971.984,0.00215076,8.24823,0.00131228
1972.001,0.00238714,8.46625,0.00129579
1972.019,0.00224024,8.31579,0.00125188
1972.036,0.0019823,8.37326,0.00114333
1972.054,0.00257087,8.19595,0.00126813
1972.072,0.00237676,8.48671,0.00129183
1972.089,0.00239911,8.41365,0.00125057
1972.107,0.0027026,8.16158,0.00118913
1972.119,0.0027504,8.24507,0.00119253
1972.131,0.00288423,8.329,0.00116782
1972.142,0.00296071,8.08411,0.0011275
1972.154,0.002806,8.37635,0.00121198
1972.166,0.00252917,8.23519,0.00115073
1972.178,0.00285185,8.11295,0.00114897
1972.189,0.00256765,8.12336,0.00119833
1972.201,0.00243341,8.30173,0.00122147
1972.213,0.00260573,8.39518,0.00120512
1972.225,0.00279233,8.09095,0.00101255
1972.236,0.00293193,8.40356,0.00116062
1972.248,0.00311792,8.44219,0.00125891
1972.26,0.00298251,8.67287,0.00141481
1972.272,0.00313027,8.8173,0.00142692
1972.284,0.00346998,8.69168,0.00131205
1972.295,0.00357726,8.65697,0.00137441
1972.307,0.0038558,8.66847,0.00135577
1972.319,0.00348859,8.85238,0.00131588
1972.331,0.00350164,8.97045,0.00143005
1972.342,0.00335237,8.19293,0.00134321
1972.354,0.00339017,8.29734,0.00119198
1972.366,0.00322895,8.38281,0.00127846
1972.378,0.00342187,8.33076,0.0012819
1972.389,0.00369978,8.61382,0.00132467
1972.401,0.00355418,9.03887,0.00133288
1972.413,0.0030876,8.64827,0.00130551
1972.425,0.00367454,8.81831,0.0012836
1972.436,0.00339954,8.90145,0.00135645
1972.448,0.00329875,8.48814,0.00127388
1972.46,0.00304709,8.75038,0.00130618
1972.472,0.00322621,8.71452,0.00129289
1972.484,0.00343816,8.72748,0.00135955
1972.495,0.00357172,8.83937,0.00140363
1972.507,0.00384283,8.71011,0.00129579
1972.519,0.00350012,8.47285,0.00122182
1972.531,0.00338482,8.79145,0.00134827
1972.542,0.00303926,8.40819,0.00139387
1972.554,0.00291552,8.75712,0.00144615
1972.566,0.00314076,8.66462,0.00133535
1972.578,0.00328977,8.81664,0.00136679
1972.589,0.00326064,8.76612,0.00144649
1972.601,0.00339511,8.92458,0.00149714
1972.613,0.00305636,8.93172,0.0015377
1972.629,0.00327294,8.71855,0.00146994
1972.645,0.00293989,9.07503,0.001483
1972.661,0.00334787,8.90735,0.00134466
1972.677,0.00297905,8.72061,0.00128678
1972.693,0.00281916,8.60787,0.00124523
1972.709,0.00316374,8.83415,0.00136526
1972.725,0.00332132,8.6965,0.00131815
1972.74,0.00323323,9.07192,0.00136346
1972.756,0.00328567,8.70269,0.00129692
1972.772,0.00362029,8.73154,0.0012314
1972.788,0.00427533,8.61402,0.00126058
1972.804,0.0045408,8.72025,0.00125085
1972.82,0.00374105,8.73993,0.00134048
1972.836,0.00343493,8.487,0.00133578
1972.852,0.0036922,8.54267,0.00133481
1972.868,0.00294684,8.68458,0.00131269
1972.884,0.00303093,8.7433,0.0013173
1972.9,0.00332811,8.86871,0.00122811
1972.916,0.00367727,8.66178,0.00119443
1972.932,0.00447108,8.73523,0.00124809
1972.948,0.00505993,8.77305,0.00120238
1972.964,0.00609229,8.47333,0.0013618
1972.98,0.00529978,8.91749,0.0012489
1972.995,0.00369397,8.72419,0.00127116
1973.011,0.00365448,8.67625,0.00124188
1973.027,0.00357408,8.44174,0.00123578
1973.043,0.00414619,8.40874,0.00127292
1973.059,0.00407758,8.66153,0.00127544
1973.075,0.00390165,8.43192,0.00125959
1973.091,0.00382796,8.52506,0.00125577
1973.107,0.00349361,8.23554,0.00118203
1973.12,0.00300944,8.62134,0.00125018
1973.134,0.00301772,8.50611,0.00126322
1973.147,0.00298172,8.33381,0.00124562
1973.16,0.00263351,8.19918,0.00106887
1973.174,0.00266159,8.16272,0.00115604
1973.187,0.00262246,8.41937,0.00130413
1973.2,0.00265664,8.58417,0.00130345
1973.214,0.00283054,8.76332,0.00134192
1973.227,0.00332556,8.57475,0.00132788
1973.24,0.00349588,8.48829,0.00108421
1973.253,0.00337485,8.47991,0.00120988
1973.267,0.0035189,8.2854,0.00113335
1973.28,0.00343622,8.41051,0.00114674
1973.293,0.00365656,8.3768,0.00116626
1973.307,0.00336343,8.23792,0.00115562
1973.32,0.00334211,8.33792,0.00113752
1973.333,0.00298943,8.39472,0.00120513
1973.347,0.00367863,8.49117,0.00118114
1973.36,0.00394272,8.68547,0.00130061
1973.373,0.00310403,8.54283,0.00120371
1973.387,0.00325947,8.43717,0.00110292
1973.4,0.00376165,8.5028,0.00107456
1973.413,0.00332144,8.08427,0.00109001
1973.427,0.00303469,8.54,0.00134686
1973.44,0.00324512,8.70487,0.00126897
1973.453,0.00318081,8.49398,0.00115882
1973.467,0.00314996,8.74393,0.00126884
1973.48,0.00332611,8.81841,0.00134532
1973.493,0.00374375,8.49372,0.00119014
1973.506,0.00353634,8.48546,0.0011842
1973.52,0.00367457,8.83331,0.00122955
1973.533,0.00372889,8.73246,0.00125364
1973.546,0.00460102,8.56382,0.00129408
1973.56,0.00387429,8.87519,0.00137659
1973.573,0.00409728,8.93985,0.00144709
1973.586,0.00496255,9.02999,0.00138838
1973.6,0.00307623,8.86711,0.00144754
1973.613,0.00346219,9.09429,0.00149174
1973.625,0.00356262,9.08118,0.00151373
1973.638,0.0041986,8.73887,0.00148235
1973.65,0.00374954,8.8396,0.0013908
1973.662,0.00343728,8.6438,0.00145795
1973.675,0.00314219,8.67889,0.00140935
1973.687,0.00335344,8.59512,0.00119261
1973.699,0.00312709,8.27187,0.00139439
1973.712,0.00307274,8.58653,0.00159253
1973.724,0.00283718,8.80272,0.00150782
1973.736,0.00314809,8.79075,0.00136181
1973.749,0.00280705,8.47956,0.00140423
1973.761,0.00293696,8.80298,0.00135238
1973.774,0.00309004,8.4733,0.00135451
1973.786,0.00297168,8.42136,0.00125551
1973.798,0.00354337,8.22546,0.001192
1973.811,0.00364547,8.60915,0.00137145
1973.823,0.00333703,8.47137,0.00121742
1973.835,0.00323795,8.74196,0.00127319
1973.848,0.00477747,8.68527,0.00128885
1973.86,0.00593332,8.60997,0.00134415
1973.872,0.00420102,8.66454,0.00129384
1973.885,0.00328,8.69275,0.00128057
1973.897,0.00270067,8.50672,0.00123221
1973.909,0.00291214,8.49103,0.00123477
1973.922,0.00265344,8.62069,0.00132919
1973.934,0.00273237,8.46887,0.00126685
1973.946,0.00229616,8.188,0.00114769
1973.959,0.00252109,8.54712,0.00123124
1973.971,0.00284567,8.50596,0.00127176
1973.984,0.00266468,8.26426,0.00116206
1973.996,0.00260374,8.46362,0.00123961
1974.008,0.0030102,8.3913,0.00120146
1974.021,0.00285061,8.42257,0.0011274
1974.033,0.00308797,8.70447,0.00131418
1974.045,0.00328791,8.75103,0.00128893
1974.058,0.00349086,8.65176,0.00121215
1974.07,0.00346689,8.52787,0.0012697
1974.082,0.00363285,8.26135,0.0012153
1974.095,0.00376471,8.59019,0.00124524
1974.107,0.00387647,8.29566,0.00125135
1974.132,0.00407384,8.32022,0.00116082
1974.158,0.00438732,8.50375,0.00115502
1974.183,0.00388358,8.36369,0.00115841
1974.208,0.00441184,8.31167,0.0012059
1974.234,0.00472138,8.33797,0.00122206
1974.259,0.00456287,8.7274,0.0012149
1974.284,0.0042767,8.51455,0.00118453
1974.309,0.0041571,8.38747,0.00120242
1974.335,0.00436768,8.81953,0.00125389
1974.36,0.00387309,8.45588,0.00129539
1974.385,0.00399905,8.63603,0.00123969
1974.411,0.00345362,8.3663,0.00124365
1974.436,0.00327219,8.80001,0.00126393
1974.461,0.00337126,8.76247,0.0013745
1974.486,0.00343626,8.56761,0.00131942
1974.512,0.00359211,8.95516,0.0014053
1974.537,0.00325129,8.62114,0.00135165
1974.562,0.00295751,8.8227,0.00140871
1974.588,0.00293961,8.88169,0.00144323
1974.613,0.00308935,9.02256,0.00138804
1974.628,0.00314767,8.68262,0.00131846
1974.642,0.00329212,8.56296,0.00129712
1974.657,0.00354531,8.91165,0.00136717
1974.671,0.00305441,8.60571,0.00125703
1974.686,0.00311864,8.65295,0.00132282
1974.7,0.00309535,8.43417,0.00124325
1974.715,0.00376804,8.5479,0.00121848
1974.729,0.0027828,8.58552,0.00135382
1974.744,0.00236112,8.74962,0.00145548
1974.758,0.00308853,8.76719,0.00137136
1974.773,0.00251691,8.72195,0.00146804
1974.787,0.00263375,8.56956,0.00153747
1974.802,0.00276951,8.88846,0.00146215
1974.816,0.00279505,8.4626,0.0012706
1974.831,0.00279174,8.0345,0.00108759
1974.845,0.00324983,8.43739,0.00115103
1974.86,0.00383697,8.51854,0.00127724
1974.875,0.00466466,8.43464,0.00127647
1974.889,0.00484577,8.56382,0.00133406
1974.904,0.00464365,8.77643,0.0013541
1974.918,0.00572589,8.38036,0.00123407
1974.933,0.00504492,8.54599,0.0012579
1974.947,0.00525091,8.55332,0.00133343
1974.962,0.00365115,8.49125,0.00128836
1974.976,0.00344322,8.64248,0.00132517
1974.991,0.0035227,8.48041,0.00115875
1975.005,0.00366221,8.61038,0.00117862
1975.02,0.0028036,8.46681,0.00116278
1975.034,0.00220057,8.27471,0.00110985
1975.049,0.00225518,8.2644,0.00112578
1975.063,0.00221474,8.34484,0.00114591
1975.078,0.0022182,8.25518,0.00107503
1975.092,0.00289332,8.73196,0.00120345
1975.107,0.00282072,9.2495,0.00142488
1975.107,0.00283583,8.80137,0.00132415
1975.107,0.00296863,9.01667,0.00127998
1975.107,0.00325081,8.77903,0.0013077
1975.107,0.00311369,8.54362,0.00139682
1975.107,0.00305939,8.78323,0.001312
1975.107,0.00288333,8.4638,0.00113798
1975.107,0.00328317,8.55756,0.00117521
1975.107,0.00324026,8.60939,0.00128588
1975.107,0.00324522,8.49865,0.00112517
1975.107,0.00282783,8.46253,0.00117605
1975.107,0.00236699,8.32057,0.00120084
1975.107,0.00264895,8.49964,0.00122507
1975.107,0.00313932,8.16682,0.00106369
1975.107,0.00360375,8.49461,0.00117416
1975.107,0.0033757,8.43917,0.00119239
1975.107,0.00275947,8.14057,0.00122491
1975.107,0.00277258,8.54318,0.0013444
1975.107,0.00320536,8.60967,0.00123474
1975.107,0.00351654,8.53621,0.00124497
1975.107,0.00336359,8.56397,0.00116543
1975.107,0.00304154,8.51041,0.00112295
1975.107,0.00254564,8.43509,0.00124292
1975.107,0.00242745,8.52,0.00122628
1975.107,0.00270166,8.53413,0.00128468
1975.107,0.00263404,8.46821,0.00129839
1975.107,0.00311127,8.5029,0.0013396
1975.107,0.00259494,8.33419,0.00120747
1975.107,0.0024274,8.03834,0.00116813
1975.144,0.00273515,9.02885,0.00149943
1975.181,0.00235509,8.81616,0.00142632
1975.218,0.00239895,8.71923,0.00140117
1975.255,0.0026909,8.61766,0.00134579
1975.292,0.00254972,9.26006,0.00138036
1975.329,0.00301031,8.86352,0.00139089
1975.366,0.00292493,8.55155,0.00137016
1975.403,0.00302837,8.50933,0.00142227
1975.44,0.00348678,8.96396,0.00147972
1975.477,0.00323514,8.93951,0.00138706
1975.514,0.00241088,8.55019,0.00150362
1975.551,0.00275576,8.52383,0.0014409
1975.588,0.00303395,8.63348,0.00126178
1975.626,0.00228972,8.55177,0.0013229
1975.663,0.00270101,8.37016,0.00121167
1975.7,0.00251688,8.41697,0.00119646
1975.737,0.00278533,8.80542,0.00139524
1975.774,0.00319822,8.77792,0.00135858
1975.811,0.00234109,8.49753,0.00123924
1975.848,0.00250165,8.75344,0.00131872
1975.885,0.00287034,8.15579,0.00128131
1975.922,0.0032448,8.60625,0.00133572
1975.959,0.00434728,8.45482,0.00114274
1975.996,0.00447035,8.42634,0.00123227
1976.033,0.00308523,8.52261,0.00125653
1976.07,0.00345904,8.43642,0.00118937
1976.107,0.00434564,8.19557,0.00110737
1976.12,0.0042718,8.53846,0.00123539
1976.134,0.00414736,8.36526,0.00119216
1976.147,0.00239771,8.28573,0.0012053
1976.16,0.00190992,8.11875,0.0011671
1976.174,0.00180394,8.38519,0.00114695
1976.187,0.00201307,8.10825,0.00113516
1976.2,0.00211792,8.08451,0.00131369
1976.214,0.00204959,8.46091,0.00130339
1976.227,0.00232864,8.38204,0.00120273
1976.24,0.00254265,8.46348,0.00125387
1976.253,0.00257545,8.52593,0.00134012
1976.267,0.00271843,8.51515,0.00143908
1976.28,0.00287029,8.6804,0.00143408
1976.293,0.00288906,8.40703,0.00141466
1976.307,0.00315251,8.75647,0.0013353
1976.32,0.00279982,8.30513,0.00121903
1976.333,0.00278109,8.47947,0.00132563
1976.347,0.00300767,8.6577,0.00135032
1976.36,0.00303145,8.65414,0.00128417
1976.373,0.00342306,8.65898,0.00149249
1976.387,0.00340143,8.5485,0.0012684
1976.4,0.00348893,8.41234,0.00129604
1976.413,0.00348836,8.39256,0.00115681
1976.427,0.00440542,8.63863,0.00136314
1976.44,0.00492009,8.54482,0.00126611
1976.453,0.0040429,8.5317,0.00113644
1976.467,0.00402644,8.34162,0.00125008
1976.48,0.00337471,8.74525,0.00132447
1976.493,0.00291382,8.53128,0.00129724
1976.506,0.00331663,8.86366,0.00130788
1976.52,0.00264202,8.47183,0.00125757
1976.533,0.00262908,8.67652,0.00127947
1976.546,0.00294635,8.49673,0.00118846
1976.56,0.00296305,8.52185,0.00142568
1976.573,0.00238533,8.98072,0.00159741
1976.586,0.00311679,8.90789,0.00157936
1976.6,0.00281031,9.00017,0.00161611
1976.613,0.00258645,9.01656,0.00163685
1976.63,0.00277026,8.93344,0.00165968
1976.647,0.00281843,9.0429,0.00157353
1976.664,0.00278243,8.78117,0.00141777
1976.681,0.00296137,8.83926,0.00131135
1976.698,0.00347882,8.50006,0.00129543
1976.715,0.00304538,8.66852,0.00141922
1976.732,0.00277528,8.63376,0.00137155
1976.749,0.00276309,8.49187,0.00133654
1976.766,0.00304222,8.80467,0.00135213
1976.783,0.00276242,8.62146,0.00137664
1976.8,0.0028205,8.53337,0.00115368
1976.817,0.00303347,8.55751,0.00117265
1976.834,0.00297768,8.18127,0.0010824
1976.851,0.00260112,8.25591,0.00116004
1976.869,0.0029035,8.36203,0.00116897
1976.886,0.00331012,8.20676,0.00109351
1976.903,0.00441916,8.3955,0.0011038
1976.92,0.00335805,8.34591,0.00115578
1976.937,0.00285863,8.29953,0.00112129
1976.954,0.00270283,8.32775,0.00121209
1976.971,0.00286281,8.35841,0.00116654
1976.988,0.00254902,8.19594,0.00117045
1977.005,0.00334083,8.37634,0.00105765
1977.022,0.00247567,8.4237,0.00116107
1977.039,0.00213671,8.19433,0.00106236
1977.056,0.00305625,8.39685,0.00116877
1977.073,0.00243282,8.48504,0.00116318
1977.09,0.00277507,8.39746,0.00099438
1977.107,0.00314094,8.60233,0.00112925
1977.121,0.00278011,8.40907,0.001129
1977.135,0.00264753,8.34579,0.00111593
1977.149,0.00305501,8.18547,0.00106103
1977.163,0.00281382,8.10479,0.0010584
1977.177,0.0023387,8.38712,0.00108119
1977.191,0.00255526,8.18572,0.00110012
1977.205,0.00282187,8.25686,0.00103004
1977.219,0.00311343,8.0216,0.00099867
1977.234,0.00291633,8.36049,0.00113311
1977.248,0.00251688,8.12206,0.00112855
1977.262,0.00251056,8.124,0.00095511
1977.276,0.00278166,8.30956,0.00105467
1977.29,0.00282368,8.38281,0.0010746
1977.304,0.00272882,8.24186,0.00106531
1977.318,0.002688,8.48737,0.00112478
1977.332,0.00267785,8.53182,0.00120074
1977.346,0.00248552,8.38827,0.00122932
1977.36,0.00245296,8.47095,0.00120214
1977.374,0.00269078,8.58806,0.00126505
1977.388,0.00248322,8.33427,0.00121304
1977.402,0.0029152,8.60562,0.00122802
1977.416,0.00305073,8.53119,0.00129031
1977.43,0.003222,8.5146,0.00111483
1977.444,0.00256044,8.5975,0.00121121
1977.458,0.00237439,8.67431,0.0013129
1977.472,0.00271656,8.58618,0.00124336
1977.486,0.00327868,8.58088,0.00133865
1977.501,0.00309826,8.50033,0.00142941
1977.515,0.00250695,8.5195,0.00127816
1977.529,0.0024425,8.68266,0.00129606
1977.543,0.00224998,8.51747,0.00131886
1977.557,0.00266692,8.72352,0.00129524
1977.571,0.00285595,8.40038,0.00123366
1977.585,0.00267242,8.70432,0.00119624
1977.599,0.00266546,8.58539,0.00134291
1977.613,0.00243109,8.50499,0.00148822
1977.629,0.00277343,8.63605,0.00133235
1977.645,0.00267254,8.65784,0.00129395
1977.661,0.00232793,8.25155,0.00126162
1977.677,0.00228188,8.87359,0.00138669
1977.693,0.00218123,8.68757,0.00135885
1977.709,0.00234645,8.72654,0.00133114
1977.725,0.00260992,8.32741,0.00144348
1977.74,0.00253776,8.43884,0.00150076
1977.756,0.00254799,8.36556,0.0014145
1977.772,0.00236898,8.55548,0.00138903
1977.788,0.00221982,8.43528,0.00118409
1977.804,0.00239031,8.24563,0.00116201
1977.82,0.00242136,8.47482,0.00123686
1977.836,0.00250181,7.99903,0.00119355
1977.852,0.00313387,8.18849,0.00118804
1977.868,0.00295266,8.05787,0.00121989
1977.884,0.00323382,8.34235,0.00130397
1977.9,0.00336778,8.09959,0.0012387
1977.916,0.00272805,8.53048,0.00147024
1977.932,0.00268511,8.91852,0.00165912
1977.948,0.00299712,8.75698,0.00160964
1977.964,0.00270913,8.5728,0.00175835
1977.98,0.00254009,8.23671,0.00125197
1977.995,0.00227078,8.31882,0.0013416
1978.011,0.00216146,8.67688,0.00135713
1978.027,0.00243418,8.15319,0.00120455
1978.043,0.00210507,8.25445,0.00123551
1978.059,0.00204741,8.39704,0.00126489
1978.075,0.00227523,8.05221,0.00112778
1978.091,0.00253197,8.498,0.00118305
1978.107,0.00163324,7.62732,0.00075846
1978.123,0.00206153,8.50237,0.00097659
1978.139,0.00291562,8.6971,0.00121568
1978.154,0.0029417,8.67882,0.00116666
1978.17,0.00315673,8.60675,0.00120522
1978.186,0.00319923,8.22812,0.00119881
1978.202,0.00302538,8.89259,0.00131876
1978.218,0.00270665,8.48942,0.00115238
1978.234,0.00320085,8.43936,0.00115363
1978.249,0.00350302,8.92703,0.00120074
1978.265,0.00296452,8.61975,0.00121089
1978.281,0.0025546,8.65001,0.00111116
1978.297,0.00282022,8.83201,0.00120846
1978.313,0.00331988,8.55921,0.00127814
1978.328,0.00294808,8.88199,0.00121575
1978.344,0.00250827,8.97875,0.00121824
1978.36,0.00262747,8.68497,0.00123181
1978.376,0.00250223,8.98387,0.00123647
1978.392,0.00253038,8.88507,0.00131843
1978.407,0.00285781,8.87945,0.0012664
1978.423,0.00250044,8.97174,0.00139736
1978.439,0.00252929,9.11747,0.00137305
1978.455,0.00215251,8.67055,0.00132554
1978.471,0.00226434,9.25696,0.00143599
1978.486,0.00209998,9.00561,0.00136607
1978.502,0.00206822,8.78234,0.0012318
1978.518,0.00244591,8.88561,0.00129372
1978.534,0.00268947,8.94452,0.00137569
1978.55,0.00236937,8.62997,0.00126874
1978.566,0.00330355,8.91051,0.00128067
1978.581,0.00273321,8.95674,0.00132439
1978.597,0.00256412,8.72255,0.00125809
1978.613,0.00267501,9.11777,0.00120917
1978.635,0.00272684,8.83654,0.00118942
1978.658,0.00298355,8.65088,0.00123668
1978.68,0.00338854,8.98345,0.00120901
1978.703,0.00371966,8.62684,0.00125416
1978.725,0.00370896,9.06378,0.0012211
1978.748,0.00321893,8.83839,0.00134182
1978.77,0.00382996,9.03934,0.00124984
1978.793,0.00444027,8.7573,0.00126666
1978.815,0.00414692,8.60699,0.00128524
1978.838,0.00317394,8.66318,0.00118351
1978.86,0.00290128,8.8061,0.00122618
1978.882,0.00248732,8.75272,0.00128619
1978.905,0.00225504,8.72892,0.00142689
1978.927,0.00271606,8.54542,0.00114624
1978.95,0.00269454,9.01308,0.00121276
1978.972,0.00232537,8.63137,0.0011936
1978.995,0.00271833,8.70315,0.00127318
1979.017,0.0032223,8.81521,0.00124963
1979.04,0.0029656,8.38355,0.00120111
1979.062,0.00285233,8.54278,0.00121001
1979.085,0.00283061,8.54773,0.00119371
1979.107,0.00282939,8.52737,0.00110189
1979.123,0.00291157,8.65131,0.00109259
1979.14,0.00281467,8.71297,0.00104347
1979.156,0.00289906,8.5949,0.00132584
1979.172,0.00299793,8.62848,0.00118917
1979.189,0.00287375,8.58862,0.00120177
1979.205,0.00293115,8.53586,0.00125135
1979.221,0.00332265,8.76499,0.00120602
1979.238,0.00304579,8.28307,0.0011179
1979.254,0.0028097,8.38129,0.00114826
1979.27,0.00288686,8.75714,0.00124301
1979.287,0.00257152,8.78597,0.0012602
1979.303,0.0026338,8.86866,0.00138635
1979.319,0.00262544,8.71769,0.00123388
1979.336,0.00258553,8.54751,0.00136046
1979.352,0.00243706,8.62689,0.00142681
1979.368,0.00270037,9.05558,0.0012911
1979.384,0.00282502,8.5666,0.00123028
1979.401,0.00305501,8.93237,0.00118532
1979.417,0.00298089,8.72308,0.00126775
1979.433,0.00347051,8.83677,0.00125465
1979.45,0.00293713,8.90432,0.00129962
1979.466,0.00280344,8.71547,0.00119438
1979.482,0.00287168,8.66127,0.00117273
1979.499,0.00272361,8.74915,0.00135976
1979.515,0.00315603,8.885,0.00131972
1979.531,0.00323956,8.90343,0.00136657
1979.548,0.00317511,8.94247,0.00152614
1979.564,0.00346767,9.30892,0.00163575
1979.58,0.00325022,9.24787,0.00161937
1979.597,0.00413435,9.23594,0.00165406
1979.613,0.00330591,9.58741,0.00161689
1979.627,0.0034678,9.42725,0.0015703
1979.641,0.00284777,9.03793,0.00140339
1979.655,0.00281141,9.05493,0.00136708
1979.669,0.00294211,8.91808,0.00124229
1979.684,0.0033036,8.9412,0.00137798
1979.698,0.00318965,9.071,0.00136414
1979.712,0.00320654,8.97635,0.00130007
1979.726,0.0031846,8.95512,0.00139962
1979.74,0.00257831,8.65183,0.00129926
1979.754,0.00261041,9.33633,0.00150278
1979.768,0.00300007,8.98904,0.00128655
1979.782,0.00289962,9.00049,0.00138788
1979.796,0.00320724,9.04487,0.00132175
1979.811,0.00308042,9.35217,0.00140308
1979.825,0.00267123,9.30536,0.00145824
1979.839,0.0028414,9.24698,0.00140527
1979.853,0.00294424,8.96677,0.00136471
1979.867,0.00335908,9.12959,0.00128837
1979.881,0.00321784,9.02047,0.00128315
1979.895,0.00334662,8.84945,0.00138215
1979.909,0.00440718,9.31802,0.00139161
1979.924,0.0046611,8.99712,0.00140092
1979.938,0.00606607,9.06233,0.00148244
1979.952,0.00625257,9.12248,0.00135397
1979.966,0.00625946,8.9109,0.00125125
1979.98,0.00455695,8.59518,0.0012449
1979.994,0.00288599,9.02784,0.00129055
1980.008,0.00328054,8.60717,0.00122775
1980.022,0.00246465,8.72682,0.00132627
1980.036,0.00240042,8.67854,0.00118465
1980.051,0.00264989,9.18717,0.0012774
1980.065,0.00251571,8.79916,0.00126838
1980.079,0.00268546,8.90567,0.00139582
1980.093,0.00288447,8.80588,0.00120072
1980.107,0.00289587,8.51854,0.00134382
1980.12,0.00292574,8.59233,0.00128337
1980.132,0.00265444,8.69375,0.00130202
1980.145,0.00268236,8.88719,0.00129603
1980.158,0.00263882,8.75743,0.00131102
1980.17,0.00293751,8.9142,0.00138449
1980.183,0.00278359,8.52375,0.00132321
1980.196,0.00262651,8.60048,0.00133508
1980.208,0.00292158,8.82604,0.00132671
1980.221,0.00299808,8.86341,0.00140753
1980.234,0.00351498,8.78004,0.00128594
1980.246,0.00395573,8.87333,0.00131933
1980.259,0.00275389,8.90451,0.00142675
1980.271,0.00270887,9.28895,0.00158618
1980.284,0.00322966,9.07004,0.00137506
1980.297,0.00322985,9.00466,0.00134053
1980.309,0.00281462,9.07,0.00148076
1980.322,0.00294784,9.40099,0.0016277
1980.335,0.00257171,9.26169,0.00153205
1980.347,0.0031105,9.05147,0.00144589
1980.36,0.00259347,9.12424,0.00151617
1980.373,0.00283901,9.01905,0.00142436
1980.385,0.00317694,8.90879,0.00132883
1980.398,0.00299071,9.25684,0.00153421
1980.411,0.00275512,8.91177,0.0014333
1980.423,0.00277468,8.96774,0.00134405
1980.436,0.00328391,9.69744,0.00168062
1980.449,0.00337875,9.05012,0.00155024
1980.461,0.00357323,9.38143,0.00154577
1980.474,0.00586854,9.53253,0.00173276
1980.486,0.00283753,9.24838,0.00175476
1980.499,0.00313274,9.38251,0.00174677
1980.512,0.00316139,9.36798,0.00151398
1980.524,0.00339985,9.3007,0.00160521
1980.537,0.00348172,9.42565,0.00155858
