Age,BCa,LiCa,MgCa,SrCa,UCa
1901.124831,0.576927,0.00678,3.446119,9.071885,0.00135
1901.208161,0.582382,0.00672,3.584716,9.157967,0.00139
1901.29149,0.579088,0.00661,3.484391,9.083683,0.00138
1901.37482,0.585594,0.00666,3.607562,9.188006,0.00132
1901.45815,0.617178,0.00677,3.575695,9.140808,0.00136
1901.54148,0.637427,0.00666,2.760407,9.41203,0.00168
1901.62481,0.628729,0.00647,2.65439,9.563587,0.00168
1901.70814,0.610237,0.00638,3.016277,9.523653,0.0015
1901.79147,0.597302,0.00641,3.302459,9.254743,0.0014
1901.8748,0.590064,0.00646,3.858069,9.10732,0.00131
1901.95813,0.576066,0.00652,4.236447,8.960079,0.00124
1902.04146,0.546921,0.00672,4.07675,9.009736,0.00127
1902.12479,0.558886,0.00723,3.842486,9.024962,0.00128
1902.20812,0.586269,0.00754,3.747429,9.06272,0.00133
1902.29145,0.655532,0.00696,3.472703,9.268419,0.00146
1902.37478,0.674775,0.00697,3.584135,9.426795,0.0015
1902.45811,0.670855,0.00723,3.313017,9.457292,0.00162
1902.54144,0.665665,0.00707,3.032294,9.602968,0.00179
1902.62477,0.670472,0.00708,2.952792,9.703336,0.00185
1902.7081,0.675859,0.00729,2.883774,9.669544,0.00182
1902.79143,0.68372,0.00741,2.875651,9.675945,0.00183
1902.87476,0.700903,0.00743,3.058327,9.46567,0.00177
1902.95809,0.6939,0.00712,3.245226,9.299237,0.00162
1903.04142,0.667551,0.00673,3.420176,9.146397,0.00143
1903.12475,0.646478,0.00646,3.608676,9.108352,0.0013
1903.20808,0.63594,0.0065,3.725199,9.064883,0.00126
1903.29141,0.627503,0.0067,3.716748,8.857419,0.00126
1903.37474,0.636247,0.00684,3.898095,9.002924,0.00128
1903.45807,0.639552,0.00738,3.692495,9.287351,0.00146
1903.5414,0.610699,0.00886,3.500432,9.451532,0.00161
1903.62473,0.613418,0.0122,3.893069,9.43155,0.00162
1903.70806,0.636929,0.0143,4.253813,9.319506,0.00153
1903.79139,0.611467,0.0104,3.637763,9.251548,0.00144
1903.87472,0.611783,0.00907,3.880732,9.151762,0.00138
1903.95805,0.732493,0.0153,5.746175,8.745412,0.00124
1904.04138,0.689351,0.0198,5.16353,8.769466,0.00123
1904.12471,0.610722,0.0128,3.883275,8.990903,0.00129
1904.20804,0.599133,0.00657,3.376945,9.170391,0.00135
1904.29137,0.60702,0.00606,3.123087,9.317761,0.00144
1904.3747,0.623108,0.00637,3.093258,9.286375,0.00152
1904.45803,0.649684,0.00645,3.053006,9.325387,0.00161
1904.54136,0.64666,0.00622,2.786697,9.497704,0.00176
1904.62469,0.683508,0.00645,2.942751,9.569624,0.00177
1904.70802,0.660004,0.00643,3.418141,9.138094,0.00149
1904.79135,0.596673,0.0063,3.469368,9.092478,0.00137
1904.87468,0.612683,0.00617,3.534451,9.046039,0.00132
1904.95801,0.602654,0.00605,3.490549,9.071051,0.00128
1905.04134,0.587007,0.00594,3.346469,9.013846,0.00134
1905.12467,0.580169,0.00596,3.172229,9.089867,0.0014
1905.208,0.56404,0.00597,2.984705,9.191576,0.0015
1905.29133,0.582619,0.00593,3.235625,9.008524,0.00137
1905.37465,0.662101,0.0059,2.875287,9.540203,0.00156
1905.45798,0.652809,0.00621,2.628195,9.328403,0.00167
1905.54131,0.657135,0.00608,2.513444,9.554015,0.00173
1905.62464,0.651486,0.00615,2.739098,9.399214,0.00167
1905.70797,0.630578,0.00621,2.832569,9.362277,0.00158
1905.7913,0.613123,0.00598,3.10167,9.130552,0.00142
1905.87463,0.603882,0.00595,3.296323,9.191932,0.00133
1905.95796,0.602735,0.00603,3.466098,8.969579,0.00131
1906.04129,0.574756,0.00608,3.373363,9.102494,0.00134
1906.12462,0.55928,0.006,3.109245,9.141448,0.00136
1906.20795,0.587374,0.00578,3.220274,9.122193,0.00135
1906.29128,0.587225,0.00598,3.256901,9.115807,0.00136
1906.37461,0.595891,0.00635,3.185868,9.100647,0.00138
1906.45794,0.60894,0.00636,2.937613,9.46546,0.00158
1906.54127,0.610166,0.00644,2.595214,9.755576,0.00178
1906.6246,0.597087,0.00636,2.510241,9.542869,0.00177
1906.70793,0.608523,0.00619,3.107483,9.151275,0.00148
1906.79126,0.577656,0.0061,2.935147,9.393669,0.00156
1906.87459,0.560284,0.00653,2.919618,9.612046,0.00168
1906.95792,0.587138,0.00654,2.997421,9.407976,0.00168
1907.04125,0.567803,0.00598,2.957115,9.38418,0.00157
1907.12458,0.571242,0.00602,3.16727,9.149387,0.00147
1907.20791,0.565684,0.00612,3.480844,9.083755,0.00132
1907.29124,0.537478,0.00601,3.047629,9.19013,0.0014
1907.37457,0.565963,0.00608,2.80756,9.299362,0.00153
1907.4579,0.59004,0.00615,2.885871,9.102887,0.0015
1907.54123,0.576577,0.00607,2.592729,9.329913,0.00163
1907.62456,0.606897,0.00619,2.74855,9.451143,0.00168
1907.70789,0.59494,0.00636,3.080129,9.440425,0.00164
1907.79122,0.575549,0.00617,3.064312,9.284004,0.00151
1907.87455,0.567404,0.00616,3.398978,9.000741,0.00135
1907.95788,0.594786,0.00628,3.242233,9.273833,0.00144
1908.04121,0.573077,0.00595,2.906531,9.227418,0.00148
1908.12454,0.576022,0.00602,3.16714,9.083276,0.00135
1908.20787,0.59391,0.00608,3.099672,9.216998,0.00132
1908.2912,0.56305,0.00611,2.957402,9.068192,0.00137
1908.37453,0.570595,0.00615,2.912499,9.12281,0.00148
1908.45786,0.610128,0.00612,2.806478,9.302513,0.00153
1908.54119,0.64273,0.00621,2.564349,9.550475,0.00165
1908.62452,0.65503,0.00617,2.663216,9.576861,0.00173
1908.70785,0.635769,0.00616,2.93912,9.337629,0.00155
1908.79118,0.632013,0.00638,3.428912,9.323472,0.00138
1908.87451,0.573558,0.00606,3.449279,8.916036,0.00135
1908.95784,0.569225,0.00564,3.245926,9.008832,0.00135
1909.04117,0.591681,0.00567,3.351601,8.755391,0.00133
1909.1245,0.586866,0.00596,3.503272,9.221139,0.00136
1909.20783,0.573751,0.00595,3.407256,9.139915,0.00139
1909.29116,0.582036,0.0059,3.277364,9.264554,0.00141
1909.37449,0.627446,0.00621,3.201322,9.357425,0.00151
1909.45782,0.625543,0.00638,3.372007,9.336579,0.0015
1909.54115,0.612481,0.00633,3.085295,9.503831,0.00164
1909.62448,0.620635,0.00626,3.130491,9.400704,0.00161
1909.70781,0.59502,0.00631,3.38565,9.10939,0.00138
1909.79114,0.523912,0.00621,2.880363,9.175461,0.00148
1909.87447,0.497266,0.00588,2.896466,9.392691,0.00158
1909.9578,0.552263,0.00594,2.912805,9.247659,0.00148
1910.04113,0.615726,0.00631,3.035058,9.257009,0.00149
1910.12446,0.586337,0.0063,3.512944,9.14108,0.00132
1910.20779,0.559342,0.0062,3.782965,9.0445,0.00128
1910.29112,0.561538,0.00629,3.889512,9.081425,0.00139
1910.37445,0.580101,0.00632,3.694213,9.084777,0.00131
1910.45778,0.603927,0.00644,3.290124,9.324974,0.0015
1910.54111,0.634507,0.00642,3.524873,9.526023,0.00164
1910.62444,0.668412,0.00643,3.784582,9.327993,0.00166
1910.70777,0.658359,0.00649,3.410605,9.280991,0.00152
1910.7911,0.656393,0.00654,3.69518,9.177135,0.00134
1910.87443,0.648621,0.00645,4.062433,8.928319,0.00124
1910.95776,0.57778,0.00645,3.751923,9.11141,0.00135
1911.04109,0.54144,0.00629,3.536901,9.114847,0.00132
1911.12442,0.583147,0.00626,3.473778,9.475532,0.00132
1911.20775,0.590316,0.00615,3.327364,9.27253,0.00134
1911.29108,0.582027,0.00618,3.172642,9.286739,0.00137
1911.37441,0.593678,0.00643,2.992038,9.466821,0.00143
1911.45774,0.59259,0.00641,2.780039,9.380732,0.00152
1911.54107,0.625066,0.00636,2.540552,9.763257,0.00175
1911.6244,0.63905,0.00663,2.676543,9.524509,0.00174
1911.70773,0.660231,0.00669,3.329296,9.332073,0.00144
1911.79106,0.605533,0.00676,3.715861,9.246277,0.00126
1911.87439,0.581493,0.00663,3.973013,9.226946,0.00124
1911.95772,0.569742,0.00652,3.711379,9.097187,0.00127
1912.04105,0.562452,0.00625,3.711675,8.937386,0.00121
1912.12438,0.57986,0.00629,3.60329,9.261924,0.00124
1912.2077,0.570963,0.00625,3.552109,9.152601,0.00128
1912.29103,0.584222,0.0064,3.717269,9.216028,0.00126
1912.37436,0.544134,0.00647,3.529221,8.863927,0.00123
1912.45769,0.590593,0.00661,3.209772,9.169028,0.00142
1912.54102,0.596971,0.00661,3.004149,9.311853,0.00151
1912.62435,0.620518,0.0066,2.704656,9.502853,0.00163
1912.70768,0.630938,0.00656,3.058657,9.296935,0.00144
1912.79101,0.566769,0.00627,3.320498,9.243785,0.00136
1912.87434,0.55556,0.00628,3.602382,9.22136,0.00132
1912.95767,0.552291,0.00627,3.365594,9.309998,0.00138
1913.041,0.548399,0.00608,3.45072,9.286365,0.00137
1913.12433,0.552922,0.00611,3.804454,9.096868,0.00133
1913.20766,0.570108,0.00646,3.89993,9.142978,0.00138
1913.29099,0.590199,0.00672,3.608417,9.160887,0.00145
1913.37432,0.602173,0.00661,3.679261,9.22201,0.0015
1913.45765,0.630164,0.00702,3.551042,9.361564,0.00152
1913.54098,0.621848,0.00731,3.290212,9.408318,0.00156
1913.62431,0.600828,0.00723,3.460119,9.304779,0.00146
1913.70764,0.568776,0.00683,3.530492,9.223315,0.00132
1913.79097,0.547452,0.0066,3.680087,9.111945,0.00126
1913.8743,0.616858,0.00647,3.684408,9.136949,0.00136
1913.95763,0.623702,0.00634,3.69817,9.171244,0.00131
1914.04096,0.611847,0.00634,3.812465,9.364082,0.00137
1914.12429,0.607045,0.00633,3.89479,9.089833,0.00131
1914.20762,0.56861,0.00641,3.765967,9.169059,0.00133
1914.29095,0.590707,0.00638,3.808963,9.10324,0.00136
1914.37428,0.634518,0.00651,3.40835,9.323254,0.0015
1914.45761,0.651473,0.00642,3.220757,9.489121,0.00157
1914.54094,0.660482,0.00658,3.142034,9.491526,0.00168
1914.62427,0.681234,0.00676,2.870667,9.613782,0.00177
1914.7076,0.680321,0.00703,3.244731,9.667647,0.00162
1914.79093,0.631684,0.0066,3.305078,9.464677,0.00144
1914.87426,0.610831,0.0063,3.339704,9.172841,0.00141
1914.95759,0.61236,0.0061,3.161906,9.335689,0.00148
1915.04092,0.597617,0.00623,3.288683,9.176742,0.00144
1915.12425,0.577173,0.00616,3.329503,9.224724,0.00144
1915.20758,0.548699,0.00586,3.271126,9.235374,0.0014
1915.29091,0.57461,0.00584,3.236374,9.310342,0.00142
1915.37424,0.576789,0.00603,3.373446,9.053124,0.00137
1915.45757,0.587303,0.00624,3.848967,8.987129,0.0013
1915.5409,0.616343,0.00631,3.383431,9.252434,0.00153
1915.62423,0.648464,0.00638,2.987784,9.5695,0.00174
1915.70756,0.64088,0.0062,2.983278,9.364678,0.00161
1915.79089,0.638823,0.00607,3.217461,9.086109,0.00146
1915.87422,0.584429,0.00592,3.236277,9.136103,0.00138
1915.95755,0.588879,0.00613,3.217462,9.030014,0.0014
1916.04088,0.578315,0.00616,3.241412,9.0287,0.0014
1916.12421,0.569398,0.00602,3.246357,9.191653,0.0014
1916.20754,0.590508,0.00603,3.240462,9.333976,0.00147
1916.29087,0.650335,0.00633,3.176279,9.431268,0.00151
1916.3742,0.645233,0.0066,2.825879,9.529102,0.00163
1916.45753,0.640709,0.00648,2.681612,9.559811,0.00169
1916.54086,0.655912,0.00642,2.641694,9.633438,0.00181
1916.62419,0.629369,0.00641,3.002355,9.306972,0.0016
1916.70752,0.603356,0.00637,3.364726,8.977674,0.00136
1916.79085,0.561853,0.00631,3.395974,8.891283,0.0013
1916.87418,0.560992,0.00622,3.495189,8.992159,0.00126
1916.95751,0.575426,0.0061,3.58104,8.894213,0.00125
1917.04084,0.59383,0.00599,3.687604,9.120729,0.00128
1917.12417,0.587922,0.00598,3.574806,9.154074,0.00132
1917.2075,0.573552,0.00612,3.215676,9.208142,0.00136
1917.29083,0.603311,0.00609,3.14569,9.429515,0.00146
1917.37416,0.591953,0.00639,2.869993,9.531222,0.00163
1917.45749,0.590744,0.00643,2.914012,9.553201,0.00159
1917.54082,0.638889,0.00646,2.758935,9.67344,0.00181
1917.62415,0.683105,0.00653,2.915097,9.429854,0.00176
1917.70748,0.653848,0.00651,3.34641,9.254127,0.00154
1917.79081,0.649268,0.00651,3.433718,9.087527,0.00144
1917.87414,0.627548,0.00656,3.583704,8.959748,0.00131
1917.95747,0.602749,0.00655,3.581168,9.067543,0.00133
1918.0408,0.620224,0.00637,3.496469,9.250643,0.00142
1918.12413,0.625537,0.00642,3.514808,9.187109,0.00138
1918.20746,0.603426,0.00657,3.58684,9.075369,0.0013
1918.29079,0.586524,0.00657,3.546048,9.302243,0.00135
1918.37412,0.62598,0.00673,3.139933,9.523595,0.00157
1918.45745,0.635373,0.00673,3.030433,9.557294,0.00157
1918.54078,0.631637,0.00656,2.862581,9.404646,0.0017
1918.62411,0.65807,0.0064,2.967174,9.37493,0.00166
1918.70744,0.646421,0.00649,3.270458,9.228562,0.00146
1918.79077,0.571109,0.0062,3.267451,8.896679,0.00134
1918.8741,0.580334,0.00607,3.574584,9.229114,0.00146
1918.95743,0.601809,0.00662,3.774243,9.621586,0.00161
1919.04075,0.629998,0.00669,4.289464,9.452662,0.00162
1919.12408,0.624072,0.00677,3.633327,9.327076,0.0015
1919.20741,0.627471,0.00665,3.696962,9.375806,0.00152
1919.29074,0.613971,0.00664,3.574534,9.273347,0.00157
1919.37407,0.603208,0.00671,3.641262,9.240131,0.00157
1919.4574,0.601591,0.00672,3.493103,9.311006,0.00157
1919.54073,0.616076,0.00679,3.231303,9.422882,0.00176
1919.62406,0.625833,0.00672,3.302879,9.442836,0.00179
1919.70739,0.644805,0.00672,3.383488,9.249846,0.00158
1919.79072,0.634401,0.00661,3.706746,9.225609,0.00144
1919.87405,0.560765,0.00634,3.763265,9.009913,0.00138
1919.95738,0.550075,0.00616,3.586467,9.293622,0.00138
1920.04071,0.532273,0.0065,3.407028,9.238005,0.00142
1920.12404,0.542661,0.00659,3.403378,9.050917,0.0014
1920.20737,0.558681,0.0067,3.576329,9.076251,0.00135
1920.2907,0.534052,0.00685,3.637644,9.083141,0.00132
1920.37403,0.574629,0.00699,3.615782,9.234393,0.00142
1920.45736,0.591972,0.00685,3.886644,9.276293,0.00139
1920.54069,0.614907,0.00675,3.286209,9.613423,0.00168
1920.62402,0.649637,0.00681,3.158476,9.593672,0.00175
1920.70735,0.637839,0.0069,3.678857,9.173531,0.00141
1920.79068,0.595621,0.00677,4.071339,9.087931,0.0013
1920.87401,0.575607,0.00645,4.139221,8.952647,0.00127
1920.95734,0.553049,0.00624,4.071876,9.083265,0.00131
1921.04067,0.610406,0.00661,4.249535,8.852969,0.00118
1921.124,0.607502,0.00671,4.222027,9.057093,0.00123
1921.20733,0.634867,0.00688,4.088613,9.028328,0.00125
1921.29066,0.65249,0.00689,3.856558,9.153737,0.00129
1921.37399,0.655067,0.00714,3.602213,9.181231,0.0013
1921.45732,0.669513,0.0072,3.482758,9.217798,0.00138
1921.54065,0.67521,0.00713,3.435295,9.287443,0.00149
1921.62398,0.715311,0.00713,3.193562,9.598242,0.00172
1921.70731,0.70252,0.0071,3.76635,9.220068,0.0014
1921.79064,0.661848,0.00664,3.816408,9.123281,0.00128
1921.87397,0.637843,0.00645,3.795193,9.123536,0.00131
1921.9573,0.635662,0.00633,3.724126,9.185396,0.00133
1922.04063,0.627083,0.00634,3.864894,9.000913,0.00131
1922.12396,0.649261,0.00642,3.746007,9.106179,0.00134
1922.20729,0.661886,0.00647,3.819148,8.939489,0.00127
1922.29062,0.657963,0.00659,3.706245,9.104419,0.00128
1922.37395,0.678196,0.00688,3.854083,8.894052,0.0013
1922.45728,0.690397,0.00711,3.652111,9.109617,0.00136
1922.54061,0.731737,0.00702,3.092178,9.471693,0.00161
1922.62394,0.730569,0.00688,2.958393,9.509569,0.00165
1922.70727,0.708622,0.00668,3.251356,9.309176,0.00153
1922.7906,0.69397,0.00675,3.797669,9.158598,0.00132
1922.87393,0.657593,0.0068,4.020462,9.03991,0.00122
1922.95726,0.656696,0.0068,4.023049,9.104029,0.00125
1923.04059,0.646614,0.00677,3.695299,8.902682,0.00129
1923.12392,0.618245,0.00661,3.432953,9.113161,0.00136
1923.20725,0.611086,0.00638,3.793882,8.725599,0.00118
1923.29058,0.604921,0.00637,3.964883,8.887243,0.00116
1923.37391,0.62198,0.00659,3.56595,8.956728,0.00123
1923.45724,0.684816,0.00656,3.296847,9.18323,0.00135
1923.54057,0.684921,0.00676,2.835244,9.441211,0.00161
1923.6239,0.688007,0.00665,3.01785,9.320215,0.00157
1923.70723,0.700467,0.00669,3.863554,9.238416,0.00136
1923.79056,0.659348,0.00726,3.951748,8.968969,0.00124
1923.87389,0.614702,0.00697,3.890934,8.929651,0.00127
1923.95722,0.604841,0.00673,4.029077,8.816928,0.00122
1924.04055,0.61581,0.00657,3.78017,8.972245,0.00126
1924.12388,0.600621,0.00667,3.462866,9.092654,0.00125
1924.20721,0.612134,0.00663,3.576675,8.972121,0.00126
1924.29054,0.634189,0.00658,3.513906,9.018471,0.00123
1924.37387,0.626546,0.00672,3.747986,8.771312,0.00121
1924.4572,0.654509,0.00695,3.571498,9.061854,0.0013
1924.54053,0.686444,0.00719,3.102822,9.322122,0.00149
1924.62386,0.706934,0.00706,2.915214,9.333569,0.00148
1924.70719,0.696671,0.00702,3.213725,9.312099,0.00144
1924.79052,0.659753,0.00698,3.551071,8.999792,0.00127
1924.87385,0.640218,0.00687,3.834795,9.034209,0.00121
1924.95718,0.622492,0.007,3.973665,9.043268,0.0012
1925.04051,0.601419,0.00683,3.746148,8.971868,0.00125
1925.12384,0.573765,0.00646,3.49905,9.030531,0.00129
1925.20717,0.570166,0.00641,3.673152,8.742099,0.00119
1925.2905,0.598239,0.00659,3.413552,8.861395,0.00123
1925.37383,0.600971,0.00667,3.469341,8.920439,0.00118
1925.45716,0.642707,0.00676,3.078238,9.185593,0.00138
1925.54049,0.675207,0.00692,3.05255,9.361825,0.00146
1925.62382,0.692156,0.00693,2.864412,9.502587,0.00156
1925.70715,0.694161,0.00708,3.202812,9.212981,0.00141
1925.79048,0.650741,0.00708,3.52297,9.119059,0.00132
1925.8738,0.593025,0.00652,3.448955,8.955013,0.00121
1925.95713,0.601807,0.00673,3.669699,8.8493,0.00122
1926.04046,0.582189,0.00679,3.476869,8.879544,0.00127
1926.12379,0.547803,0.00639,3.31108,8.869923,0.00122
1926.20712,0.566807,0.00651,3.7435,8.999434,0.00122
1926.29045,0.557895,0.00677,3.684502,9.153383,0.00131
1926.37378,0.549167,0.00671,3.808592,9.023349,0.00125
1926.45711,0.586933,0.00682,3.569528,8.984676,0.00126
1926.54044,0.604378,0.0068,3.126773,9.268581,0.00147
1926.62377,0.624139,0.00717,2.952189,9.440695,0.00168
1926.7071,0.663493,0.0074,3.232695,9.490146,0.0016
1926.79043,0.644032,0.0072,3.607651,9.21081,0.00138
1926.87376,0.603857,0.0069,3.549372,9.325222,0.00144
1926.95709,0.620797,0.00709,3.559163,9.240791,0.0014
1927.04042,0.593326,0.00698,3.520052,9.199163,0.00131
1927.12375,0.559559,0.00681,3.697396,9.01034,0.00124
1927.20708,0.543742,0.00674,3.605031,9.16553,0.0013
1927.29041,0.549166,0.0068,3.572117,8.952372,0.00128
1927.37374,0.583158,0.00693,3.3742,9.224867,0.00139
1927.45707,0.612738,0.00691,3.185932,9.599942,0.00159
1927.5404,0.644722,0.00717,3.065663,9.493792,0.00163
1927.62373,0.643933,0.0071,3.055928,9.48085,0.00158
1927.70706,0.642229,0.00726,3.635075,9.233843,0.00143
1927.79039,0.59776,0.00731,3.8312,9.295252,0.00141
1927.87372,0.575984,0.0075,4.053709,9.314376,0.00133
1927.95705,0.570147,0.00746,3.688242,9.199495,0.00132
1928.04038,0.578863,0.00723,3.570446,9.0025,0.00133
1928.12371,0.589618,0.00676,3.651599,9.012665,0.0013
1928.20704,0.607458,0.0068,3.639702,8.992052,0.00126
1928.29037,0.58736,0.00707,3.605212,8.970387,0.00126
1928.3737,0.572117,0.00722,3.320891,9.314491,0.00139
1928.45703,0.482992,0.007,2.654912,9.783674,0.00152
1928.54036,0.538891,0.0068,2.351366,9.792388,0.0017
1928.62369,0.593216,0.00673,2.326649,9.686909,0.00185
1928.70702,0.641793,0.00688,2.907834,9.337562,0.00167
1928.79035,0.670976,0.00697,3.48333,9.140943,0.00142
1928.87368,0.645533,0.00689,3.493191,9.19921,0.00135
1928.95701,0.648866,0.00682,3.288562,9.2514,0.00141
1929.04034,0.651247,0.00672,3.337735,9.258107,0.00142
1929.12367,0.625683,0.00663,3.463975,9.09408,0.00138
1929.207,0.587514,0.00659,3.3151,9.048377,0.00139
1929.29033,0.579568,0.00663,3.250303,9.077841,0.0014
1929.37366,0.616184,0.00674,3.317484,9.115303,0.00137
1929.45699,0.654418,0.00688,3.384981,9.272576,0.00143
1929.54032,0.658623,0.00686,3.111195,9.48701,0.00162
1929.62365,0.647687,0.00687,2.824361,9.546764,0.00173
1929.70698,0.669204,0.00709,3.09422,9.369534,0.00156
1929.79031,0.66902,0.00737,3.61515,9.209418,0.00139
1929.87364,0.614833,0.00745,4.057644,9.244671,0.00135
1929.95697,0.573714,0.0073,4.112613,9.556565,0.00148
1930.0403,0.602161,0.00718,3.982264,9.39832,0.0015
1930.12363,0.642242,0.00718,3.869188,9.098761,0.00137
1930.20696,0.658492,0.00717,3.731219,9.227949,0.00132
1930.29029,0.676876,0.00709,3.612417,9.246248,0.00131
1930.37362,0.662237,0.00694,3.206434,9.218161,0.00139
1930.45695,0.609805,0.00685,2.646235,9.419707,0.00156
1930.54028,0.542506,0.00688,2.181874,9.693138,0.00171
1930.62361,0.514782,0.00692,2.104829,9.800995,0.0017
1930.70694,0.569875,0.00711,2.644535,9.658166,0.00155
1930.79027,0.641546,0.00717,3.275439,9.409157,0.00143
1930.8736,0.644797,0.00691,3.480094,9.181838,0.00136
1930.95693,0.612809,0.00703,3.594035,9.018308,0.00127
1931.04026,0.585964,0.00681,3.555169,8.986601,0.00126
1931.12359,0.615264,0.00688,3.597907,9.042807,0.0013
1931.20692,0.613635,0.00678,3.5996,8.997053,0.00129
1931.29025,0.597918,0.00682,3.510606,9.072156,0.00127
1931.37358,0.610234,0.0068,3.385112,9.029535,0.0013
1931.45691,0.627912,0.00695,3.325081,9.057651,0.00131
1931.54024,0.635185,0.00704,2.940423,9.413422,0.0015
1931.62357,0.646239,0.00689,2.588552,9.661042,0.00164
1931.7069,0.645854,0.00703,2.763354,9.389034,0.00161
1931.79023,0.634242,0.00732,2.920987,9.486108,0.00157
1931.87356,0.630615,0.00736,3.183698,9.431668,0.00142
1931.95689,0.60862,0.00733,3.295527,9.258112,0.00138
1932.04022,0.598794,0.00671,3.272988,9.364408,0.00146
1932.12355,0.595265,0.00655,3.260309,9.118121,0.00131
1932.20688,0.616416,0.00682,3.548602,8.938814,0.00124
1932.29021,0.647864,0.0069,3.732,9.144928,0.00126
1932.37354,0.66709,0.00706,3.592725,9.143664,0.00131
1932.45687,0.679372,0.00725,3.263259,9.112759,0.0014
1932.5402,0.663601,0.00721,2.721171,9.391078,0.00161
1932.62353,0.663806,0.00715,2.684141,9.360017,0.00161
1932.70685,0.682517,0.00709,2.899161,9.225434,0.00152
1932.79018,0.656007,0.00697,3.055573,9.15557,0.00143
1932.87351,0.640648,0.00688,3.319093,9.10119,0.00138
1932.95684,0.637812,0.00688,3.577551,9.207904,0.00139
1933.04017,0.650144,0.00696,3.702601,9.342903,0.00143
1933.1235,0.684508,0.00701,3.512416,9.034854,0.00137
1933.20683,0.692466,0.00695,3.164649,9.09602,0.00143
1933.29016,0.697596,0.00696,3.005176,9.238819,0.00149
1933.37349,0.707607,0.00702,3.056439,9.311448,0.00153
1933.45682,0.709651,0.00712,2.980791,9.331948,0.0016
1933.54015,0.686567,0.00716,2.714677,9.434127,0.00171
1933.62348,0.682374,0.00696,2.73175,9.429379,0.00168
1933.70681,0.62741,0.00672,2.947742,9.263465,0.00153
1933.79014,0.615774,0.00669,3.179181,9.184965,0.00138
1933.87347,0.611803,0.00677,3.417675,9.102921,0.00131
1933.9568,0.601503,0.00683,3.708558,9.213097,0.0014
1934.04013,0.6005,0.00689,4.221755,9.368748,0.00158
1934.12346,0.58614,0.00695,3.779994,9.379003,0.00155
1934.20679,0.593013,0.00701,3.382262,9.276674,0.00148
1934.29012,0.635425,0.00707,3.42552,9.200451,0.00147
1934.37345,0.635637,0.00712,3.248583,9.298556,0.00154
1934.45678,0.67166,0.00718,2.834751,9.514931,0.00167
