Age,LuminGB
1982.583,0.961633492
1982.667,0.980578483
1982.75,0.98624746
1982.833,1.002841332
1982.917,1.002315458
1983,1.028246345
1983.086,1.033540146
1983.17,1.037599536
1983.253,1.074948706
1983.336,1.082859362
1983.42,1.015068298
1983.503,0.993529134
1983.586,0.984765817
1983.67,0.99178136
1983.753,0.989697566
1983.836,0.995539563
1983.92,0.992413665
1984.003,0.984718618
1984.086,0.983397533
1984.17,0.995575977
1984.253,0.989203992
1984.336,0.970141529
1984.42,0.976454976
1984.503,0.972087161
1984.586,0.960469853
1984.67,0.965148636
1984.753,0.998764727
1984.836,0.985727626
1984.92,0.99356852
1985.003,0.979359875
1985.086,0.982305102
1985.17,0.98553743
1985.253,0.991540737
1985.336,0.969726077
1985.42,0.975513107
1985.503,0.968525621
1985.586,0.951647339
1985.67,0.991911837
1985.753,1.003056422
1985.836,0.989541058
1985.919,0.965808653
1986.003,0.966254991
1986.086,0.966087713
1986.169,0.979633326
1986.253,0.969294913
1986.336,0.968816164
1986.419,0.975876258
1986.503,0.967115389
1986.586,0.951519449
1986.669,0.972430489
1986.753,0.981923072
1986.836,0.953268845
1986.919,0.973735211
1987.003,0.968969366
1987.086,0.96931188
1987.169,0.969924812
1987.253,0.991887937
1987.336,0.981754401
1987.419,0.983838656
1987.503,0.979481227
1987.586,0.96363686
1987.669,0.984817731
1987.753,0.996640375
1987.836,0.99455202
1987.919,1.001264164
1988.003,1.008226782
1988.086,1.018030185
1988.169,1.027050412
1988.253,1.023384564
1988.336,0.993217005
1988.419,0.99355315
1988.503,0.994335478
1988.586,0.987591116
1988.669,0.988908587
1988.752,0.991721905
1988.836,0.999537427
1988.919,1.024628757
1989.002,1.024567604
1989.086,1.026192645
1989.169,1.014486494
1989.252,1.034446879
1989.336,1.005840642
1989.419,1.005820671
1989.502,0.999297303
1989.586,0.980178299
1989.669,0.979531025
1989.752,0.997373814
1989.836,0.990421121
1989.919,0.978517383
1990.002,0.992379493
1990.086,0.991848418
1990.169,0.996589753
1990.252,1
1990.336,0.98926715
1990.419,0.981092863
1990.502,0.98365138
1990.586,0.963328206
1990.669,0.979522898
1990.752,0.977189401
1990.836,0.996306252
1990.919,1.003968831
1991.002,1.043338571
1991.086,0.99270061
1991.169,0.983271127
1991.252,0.978128969
1991.336,0.971684935
1991.419,0.965009367
1991.502,0.941503224
1991.585,0.939943336
1991.669,0.948844605
1991.752,0.949260914
1991.835,0.972748581
1991.919,0.975344796
1992.002,0.960884647
1992.085,0.973133031
1992.169,0.975561828
1992.252,0.954849623
1992.335,0.964912339
1992.419,0.960478908
1992.502,0.947853979
1992.585,0.942234595
1992.669,0.945346309
1992.752,0.951839678
1992.835,0.957971289
1992.919,0.955235019
1993.002,0.952717382
1993.085,0.957808114
1993.169,0.968569187
1993.252,0.970102622
1993.335,0.958658913
1993.419,0.961781564
1993.502,0.966312383
1993.585,0.952365673
1993.669,0.981154616
1993.752,0.98400177
1993.835,0.975355937
1993.919,0.978889152
1994.002,0.973220266
1994.085,0.983824739
1994.169,0.982331469
1994.252,0.984558827
1994.335,0.982796247
1994.418,0.977546876
1994.502,0.984173563
1994.585,0.97483222
1994.668,0.984251969
1994.752,1.004353479
1994.835,0.994196626
1994.918,0.985902406
1995.002,0.991834979
1995.085,1
1995.168,0.994106466
1995.252,1.001918257
1995.335,1.001918065
1995.418,1
1995.502,1.001858776
1995.585,0.985839552
1995.668,0.992861128
1995.752,1.005155295
1995.835,1.012326196
1995.918,1.015165473
1996.002,1.012845869
1996.085,1.01088008
1996.168,1.007151179
1996.252,0.997757828
1996.335,0.989870684
1996.418,0.992525855
1996.502,0.970593412
1996.585,0.963764719
1996.668,0.9847046
1996.752,0.987918577
1996.835,0.976224109
1996.918,0.984541174
1997.002,0.983328286
1997.085,0.969501963
1997.168,0.973910366
1997.251,0.96808823
1997.335,0.955328338
1997.418,0.965158444
1997.501,0.949558404
1997.585,0.953968149
1997.668,0.976901362
1997.751,0.963575225
1997.835,0.97799755
1997.918,0.982455445
1998.001,1.020802669
1998.085,1
1998.168,1.00819671
1998.251,1.004684376
1998.335,1.024227014
1998.418,1.009522964
1998.501,1.027352392
1998.585,0.980995626
1998.668,0.992753623
1998.751,0.987022829
1998.835,0.9953761
1998.918,0.993060101
1999.001,0.993573607
1999.085,1.007267377
1999.168,1.002925565
1999.251,1
1999.335,0.985458318
1999.418,0.985127598
1999.501,0.994792945
1999.585,0.978261408
1999.668,0.999006048
1999.751,1
1999.835,1.016995233
1999.918,1.013968942
2000.001,1.010830409
2000.084,1.010589783
2000.168,1.024169393
2000.251,1.017687728
2000.334,1.022175951
2000.418,1.026737553
2000.501,1.033921951
2000.584,0.994362551
2000.668,1.030562438
2000.751,1.035225555
2000.834,1.037395621
2000.918,1.018666774
2001.001,1.053569048
2001.084,1.009241818
2001.168,1.009830973
2001.251,0.995834575
2001.334,0.983704117
2001.418,0.996793342
2001.501,1.010895889
2001.584,0.97329952
2001.668,0.983606557
2001.751,0.983202221
2001.834,0.992268599
2001.918,0.984174017
2002.001,0.991834441
2002.084,0.980023579
2002.168,0.990241756
2002.251,0.968054761
2002.334,0.959714343
2002.418,0.967936852
2002.501,0.97294565
2002.584,0.924914521
2002.668,0.975307181
2002.751,0.99164383
2002.834,0.979445836
2002.918,1.004270446
2003.001,1.012326473
2003.084,0.993349019
2003.167,0.995591697
2003.251,0.991387405
2003.334,0.990178816
2003.417,0.987525421
