Age,LuminGB
1949.583,0.905447354
1949.667,0.954371068
1949.75,0.935483871
1949.833,0.948536842
1949.917,0.933423236
1950,0.953996893
1950.083,0.949711081
1950.167,0.987553049
1950.25,0.964574905
1950.333,0.970900787
1950.417,0.945070654
1950.5,0.934348221
1950.583,0.88223741
1950.667,0.925404274
1950.75,0.925377496
1950.833,0.973000199
1950.917,0.978648641
1951,1.012685891
1951.083,0.962542267
1951.167,0.95123857
1951.25,0.922556575
1951.333,0.907563025
1951.417,0.889586909
1951.5,0.883972592
1951.583,0.868414072
1951.667,0.875694711
1951.75,0.906517316
1951.833,0.933323891
1951.917,0.933783926
1952,0.928919454
1952.083,0.915020099
1952.167,0.919275706
1952.25,0.932556115
1952.333,0.910565732
1952.417,0.892939353
1952.5,0.887153722
1952.583,0.871916087
1952.667,0.896848583
1952.75,0.901438344
1952.833,0.91051886
1952.917,0.948865622
1953,0.936243835
1953.083,0.933705281
1953.167,0.934191178
1953.25,0.927551528
1953.333,0.948717949
1953.417,0.931798027
1953.5,0.913721126
1953.583,0.90994327
1953.667,0.9428803
1953.75,0.934173973
1953.833,0.966191293
1953.917,0.9682015
1954,1.048842329
1954.083,1.089082167
1954.167,0.994556113
1954.25,0.976112261
1954.333,0.955357143
1954.417,0.967059198
1954.5,0.951923077
1954.583,0.922401771
1954.667,0.96425199
1954.75,0.957079366
1954.833,0.958852054
1954.917,0.952105856
1955,0.959397108
1955.083,0.97984275
1955.167,1.015262305
1955.25,0.9924414
1955.333,0.988981416
1955.417,0.991901647
1955.5,0.963388014
1955.583,0.92871574
1955.667,0.957713979
1955.75,0.963951999
1955.833,0.981801332
1955.917,0.976361545
1956,1.036822608
1956.083,1.064946242
1956.167,1.033425499
1956.25,1.007380668
1956.333,0.984594245
1956.417,0.992712103
1956.5,0.978159064
1956.583,0.934853411
1956.667,0.967882056
1956.75,0.956420377
1956.833,1.013372473
1956.917,1.029665862
1957,1.042650287
1957.083,1.018460703
1957.167,0.950970731
1957.25,0.939593395
1957.333,0.955098175
1957.417,0.920832839
1957.5,0.920739677
1957.583,0.8862444
1957.667,0.890494339
1957.75,0.903060119
1957.833,0.901280056
1957.917,0.938490964
1958,0.943555065
1958.083,0.930642269
1958.167,0.979884725
1958.25,0.9769214
1958.333,0.935858857
1958.417,0.920093365
1958.5,0.910791486
1958.583,0.902080991
1958.667,0.964389897
1958.75,0.932709919
1958.833,0.953087425
1958.917,0.935577967
1959,0.951295074
1959.083,0.980724239
1959.167,0.943722343
1959.25,0.953600411
1959.333,0.924663898
1959.417,0.922668639
1959.5,0.920605763
1959.583,0.895394648
1959.667,0.902331009
1959.75,0.914642708
1959.833,0.928466344
1959.917,0.924749315
1960,0.953702162
1960.083,0.957094805
1960.167,0.945193973
1960.25,0.947727977
1960.333,0.875970565
1960.417,0.871849585
1960.5,0.873517455
1960.583,0.869354839
1960.667,0.878418358
1960.75,0.882498273
1960.833,0.898123237
1960.917,0.907545512
1961,0.915057401
1961.083,0.912919527
1961.167,0.908820318
1961.25,0.924333761
1961.333,0.932498125
1961.417,0.937845004
1961.5,0.914550603
1961.583,0.875078985
1961.667,0.907891961
1961.75,0.875274581
1961.833,0.899943437
1961.917,0.88749263
1962,0.926007212
1962.083,0.913580748
1962.167,0.922236116
1962.25,0.915604534
1962.333,0.875102659
1962.417,0.88250387
1962.5,0.871890243
1962.583,0.861386143
1962.667,0.882752026
1962.75,0.875238706
1962.833,0.876404842
1962.917,0.857214824
1963,0.872012659
1963.083,0.890920507
1963.167,0.878840153
1963.25,0.93314257
1963.333,0.913037824
1963.417,0.859485766
1963.5,0.860283394
1963.583,0.841877151
1963.667,0.838410199
1963.75,0.848364325
1963.833,0.870074167
1963.917,0.879607619
1964,0.86255166
1964.083,0.86023842
1964.167,0.897945498
1964.25,0.899609021
1964.333,0.88258427
1964.417,0.880718245
1964.5,0.868866219
1964.583,0.824103668
1964.667,0.842176318
1964.75,0.883033773
1964.833,0.856283677
1964.917,0.836312099
1965,0.881131638
1965.083,0.877483617
1965.167,0.891798852
1965.25,0.904666344
1965.333,0.915367101
1965.417,0.879441482
1965.5,0.885370699
1965.583,0.873441848
1965.667,0.906965166
1965.75,0.897100071
1965.833,0.907730942
1965.917,0.902577623
1966,0.927489368
1966.083,0.915989274
1966.167,0.907299562
1966.25,0.91356004
1966.333,0.934778829
1966.417,0.888367697
1966.5,0.899971852
1966.583,0.872595123
1966.667,0.897304938
1966.75,0.907043817
1966.833,0.921254678
1966.917,0.914912281
1967,0.899888953
1967.083,0.927786799
1967.167,0.916975775
1967.25,0.921757359
1967.333,0.892681083
1967.417,0.906292902
1967.5,0.91210543
1967.583,0.853447217
1967.667,0.892584954
1967.75,0.881297293
1967.833,0.875233645
1967.917,0.876210433
1968,0.899632812
1968.083,0.934596664
1968.167,0.899408073
1968.25,0.914433049
1968.333,0.893820225
1968.417,0.849157742
1968.5,0.861554589
1968.583,0.84284836
1968.667,0.850966953
1968.75,0.851150875
1968.833,0.885582617
1968.917,0.869405193
1969,0.882297259
1969.083,0.900461624
1969.167,0.879589953
1969.25,0.864065949
1969.333,0.871637203
1969.417,0.853004976
1969.5,0.870232575
1969.583,0.844964384
1969.667,0.8627157
1969.75,0.868675833
1969.833,0.87140754
1969.917,0.870775577
1970,0.866372852
1970.083,0.848851217
1970.167,0.85540474
1970.25,0.889358667
1970.333,0.874771719
1970.417,0.866829935
1970.5,0.867586742
1970.583,0.832634719
1970.667,0.88912863
1970.75,0.863321221
1970.833,0.873238171
1970.917,0.881084534
1971,0.886055614
1971.083,0.936812856
1971.167,0.893105609
1971.25,0.874266955
1971.333,0.872062636
1971.417,0.879552881
1971.5,0.838163548
1971.583,0.826795551
1971.667,0.839505499
1971.75,0.885232315
1971.833,0.922244397
1971.917,0.899212835
1972,0.886335464
1972.083,0.862424828
1972.167,0.851694534
1972.25,0.849705127
1972.333,0.84676742
1972.417,0.864304224
1972.5,0.844807094
1972.583,0.775452963
1972.667,0.816810568
1972.75,0.820206608
1972.833,0.813209276
1972.917,0.805975949
1973,0.841089109
1973.083,0.856998195
1973.167,0.876335207
1973.25,0.85450923
1973.333,0.844869074
1973.417,0.842220137
1973.5,0.824572145
1973.583,0.805813586
1973.667,0.847104325
1973.75,0.822911951
1973.833,0.835619085
1973.917,0.879585677
1974,0.923295411
1974.083,0.980317207
1974.167,0.871466094
1974.25,0.871190389
1974.333,0.888989838
1974.417,0.816346258
1974.5,0.808936494
1974.583,0.796171134
1974.667,0.821280167
1974.75,0.831373495
1974.833,0.875342525
1974.917,0.885903088
1975,0.895768527
1975.083,0.879937895
1975.167,0.851170327
1975.25,0.853803898
1975.333,0.832148592
1975.417,0.844814039
1975.5,0.816666667
1975.583,0.80567846
1975.667,0.885275551
1975.75,0.890419818
1975.833,0.89471868
1975.917,0.922298496
1976,0.945844779
1976.083,0.948228021
1976.167,0.913043478
1976.25,0.925472078
1976.333,0.905679927
1976.417,0.883401532
1976.5,0.889533593
1976.583,0.861825884
1976.667,0.864233984
1976.75,0.873037964
1976.833,0.880200036
1976.917,0.90987559
1977,0.935893067
1977.083,0.940002882
1977.167,0.924619743
1977.25,0.908908667
1977.333,0.875088118
1977.417,0.882868459
1977.5,0.845528455
1977.583,0.840536709
1977.667,0.858333333
1977.75,0.873359853
1977.833,0.888111536
1977.917,0.901260081
1978,0.901785714
1978.083,0.915244198
1978.167,0.915043535
1978.25,0.887270369
1978.333,0.877048325
1978.417,0.88854939
1978.5,0.871171642
1978.583,0.864351205
1978.667,0.884304172
1978.75,0.899169031
1978.833,0.908004487
1978.917,0.896009608
1979,0.923076923
1979.083,0.921071948
1979.167,0.905910295
1979.25,0.880626406
1979.333,0.893342897
1979.417,0.904823971
1979.5,0.85840708
1979.583,0.858785457
1979.667,0.873990889
1979.75,0.897276491
1979.833,0.901608643
1979.917,0.906445829
1980,0.896272058
1980.083,0.896364578
1980.167,0.896344739
1980.25,0.888014658
1980.333,0.926259577
1980.417,0.896018772
1980.5,0.889658704
1980.583,0.872406696
1980.667,0.89901874
1980.75,0.925531451
1980.833,0.902912621
1980.917,0.938946118
1981,0.929766774
1981.083,0.914942527
1981.167,0.921565265
1981.25,0.887741879
1981.333,0.881621084
1981.417,0.880755896
1981.5,0.878781941
1981.583,0.860295506
1981.667,0.869715308
1981.75,0.861802002
1981.833,0.883767069
1981.917,0.886078318
1982,0.906093069
1982.083,0.894689436
1982.167,0.904277978
1982.25,0.886539524
1982.333,0.856360141
1982.417,0.844899512
1982.5,0.836434998
1982.583,0.826148988
1982.667,0.866250169
1982.75,0.875021821
1982.833,0.889994874
1982.917,0.884222189
1983,0.895078414
1983.086,0.903135312
1983.17,0.926871967
1983.253,0.916134516
1983.336,0.961140285
1983.42,0.917212585
1983.503,0.897161549
1983.586,0.874751951
1983.67,0.866934871
1983.753,0.874953157
1983.836,0.895761002
1983.92,0.881907599
1984.003,0.877905856
1984.086,0.895937053
1984.17,0.89053517
1984.253,0.886135363
1984.336,0.888051161
1984.42,0.899454305
1984.503,0.871347323
1984.586,0.867036884
1984.67,0.889534579
1984.753,0.902528462
1984.836,0.909732508
1984.92,0.901908004
1985.003,0.893844434
1985.086,0.887165833
1985.17,0.880060095
1985.253,0.863769695
1985.336,0.867482752
1985.42,0.862538073
1985.503,0.87171124
1985.586,0.858731151
1985.67,0.881518257
1985.753,0.878189619
1985.836,0.89569003
1985.919,0.89822331
1986.003,0.903615929
1986.086,0.908998972
1986.169,0.91629735
1986.253,0.892156863
1986.336,0.897867864
1986.419,0.905222204
1986.503,0.881232141
1986.586,0.865768058
1986.669,0.886067486
1986.753,0.860705876
1986.836,0.884218815
1986.919,0.88776421
1987.003,0.868383822
1987.086,0.869025188
1987.169,0.859474287
1987.253,0.855855856
1987.336,0.886824524
1987.419,0.842054569
1987.503,0.820104606
1987.586,0.814111085
1987.669,0.797408956
1987.753,0.839681319
1987.836,0.849294059
1987.919,0.857707442
1988.003,0.863576091
1988.086,0.863042146
1988.169,0.87865566
1988.253,0.890886393
1988.336,0.886381898
1988.419,0.872478906
1988.503,0.877955719
1988.586,0.834740024
1988.669,0.860320316
1988.752,0.859813084
1988.836,0.889516218
1988.919,0.887099224
1989.002,0.920878645
1989.086,0.906903168
1989.169,0.911204784
1989.252,0.8994312
1989.336,0.930012607
1989.419,0.893120254
1989.502,0.856125929
1989.586,0.860469512
1989.669,0.859134216
1989.752,0.894014036
1989.836,0.87731959
1989.919,0.911403443
1990.002,0.886003546
1990.086,0.887456768
1990.169,0.875078164
1990.252,0.878383245
1990.336,0.872645924
1990.419,0.871415163
1990.502,0.865667931
1990.586,0.854809432
1990.669,0.900819167
1990.752,0.909345746
1990.836,0.920442725
1990.919,0.947995008
1991.002,1.000821974
1991.086,0.983522491
1991.169,0.929789588
1991.252,0.911712389
1991.336,0.896036834
1991.419,0.863569273
1991.502,0.876961203
1991.585,0.857961495
1991.669,0.856466799
1991.752,0.874740615
1991.835,0.898187905
1991.919,0.914187402
1992.002,0.934052276
1992.085,0.958749626
1992.169,0.919555044
1992.252,0.899855381
1992.335,0.886546902
1992.419,0.88
1992.502,0.841537787
1992.585,0.826314634
1992.669,0.854146615
1992.752,0.844916898
1992.835,0.893601203
1992.919,0.89
1993.002,0.891089109
1993.085,0.885712121
1993.169,0.884229268
1993.252,0.880781875
1993.335,0.883274153
1993.419,0.84773768
1993.502,0.872316872
1993.585,0.84281642
1993.669,0.868705495
1993.752,0.875866646
1993.835,0.859079113
1993.919,0.898393855
1994.002,0.885189531
1994.085,0.896836263
1994.169,0.882130332
1994.252,0.895095071
1994.335,0.907650947
1994.418,0.89010989
1994.502,0.91174543
1994.585,0.889797655
1994.668,0.887640449
1994.752,0.880008447
1994.835,0.897727273
1994.918,0.881691814
1995.002,0.897482667
1995.085,0.889076039
1995.168,0.905115453
1995.252,0.904079655
1995.335,0.91954023
1995.418,0.910135927
1995.502,0.933229487
1995.585,0.903881741
1995.668,0.913866314
1995.752,0.912087912
1995.835,0.942897982
1995.918,0.917067087
1996.002,0.929589635
1996.085,0.909743268
1996.168,0.897548852
1996.252,0.904807841
1996.335,0.906357896
1996.418,0.892768992
1996.502,0.901098901
1996.585,0.883554431
1996.668,0.887866813
1996.752,0.926138101
1996.835,0.900814597
1996.918,0.91740959
1997.002,0.91315071
1997.085,0.915901004
1997.168,0.902913851
1997.251,0.90331928
1997.335,0.932499829
1997.418,0.913109843
1997.501,0.909844774
1997.585,0.824273428
1997.668,0.855577908
1997.751,0.860465116
1997.835,0.908089662
1997.918,0.92282052
1998.001,0.906608558
1998.085,0.906895082
1998.168,0.911943863
1998.251,0.899728995
1998.335,0.901606846
1998.418,0.886363636
1998.501,0.886147526
1998.585,0.887900725
1998.668,0.924842744
1998.751,0.929315281
1998.835,0.897969467
1998.918,0.864829932
1999.001,0.868770515
1999.085,0.888141315
1999.168,0.879457022
1999.251,0.879395881
1999.335,0.874851499
1999.418,0.865791802
1999.501,0.87804878
1999.585,0.868247994
1999.668,0.897924534
1999.751,0.887287971
1999.835,0.887670842
1999.918,0.888323593
2000.001,0.939668225
2000.084,0.891089109
2000.168,0.879468411
2000.251,0.871431419
2000.334,0.874717558
2000.418,0.86039623
2000.501,0.86804476
2000.584,0.852642779
2000.668,0.884810668
2000.751,0.862790801
2000.834,0.869965353
2000.918,0.873409327
2001.001,0.868034733
2001.084,0.851837208
2001.168,0.858091252
2001.251,0.875607779
2001.334,0.844576527
2001.418,0.850261801
2001.501,0.859873447
2001.584,0.828905485
2001.668,0.867626679
2001.751,0.854679403
2001.834,0.845530424
2001.918,0.853658537
2002.001,0.907348173
2002.084,0.857755492
2002.168,0.859982285
2002.251,0.839332384
2002.334,0.849431509
2002.418,0.850823791
2002.501,0.842360444
2002.584,0.829545455
2002.668,0.837209302
2002.751,0.844726286
2002.834,0.848602824
2002.918,0.882211463
2003.001,0.883508587
2003.084,0.892726415
2003.167,0.935368901
2003.251,0.873584979
2003.334,0.875746335
2003.417,0.883832537
2003.501,0.867731836
2003.584,0.863723032
2003.667,0.883064111
2003.751,0.865044758
2003.834,0.886552781
2003.917,0.860512954
2004.001,0.91883547
2004.084,0.877541701
2004.167,0.890243902
2004.251,0.883579582
2004.334,0.881711042
2004.417,0.879089392
2004.501,0.883198867
2004.584,0.870339056
2004.667,0.885882501
2004.751,0.874267224
2004.834,0.897329869
2004.917,0.911383808
2005.001,0.902777778
2005.084,0.914285714
2005.167,0.912943284
2005.251,0.909663411
2005.334,0.919575104
2005.417,0.913684827
2005.501,0.89021267
2005.584,0.832384231
2005.667,0.837975009
2005.751,0.881049302
2005.834,0.909946012
2005.917,0.907383422
2006,0.896998314
2006.084,0.899728202
2006.167,0.880222111
2006.25,0.847222222
2006.334,0.841521425
2006.417,0.847011924
2006.5,0.838676711
2006.584,0.836024036
2006.667,0.832418809
2006.75,0.834874026
2006.834,0.854017319
2006.917,0.881334978
2007,0.874849913
2007.084,0.86812038
2007.167,0.889028222
2007.25,0.930742134
2007.334,0.918032787
2007.417,0.89717538
2007.5,0.873012337
2007.584,0.860221161
2007.667,0.909090909
2007.75,0.894277621
2007.834,0.87593994
2007.917,0.89428855
2008,0.910560757
2008.084,0.975576332
2008.167,0.952839969
2008.25,0.883242304
2008.334,0.89199698
2008.417,0.892980272
2008.5,0.881765156
2008.584,0.869918656
2008.667,0.889701939
2008.75,0.896576171
2008.833,0.902660631
2008.917,0.899507631
2009,0.892967873
2009.083,0.90948886
2009.167,0.906020123
2009.25,0.894825702
2009.333,0.908130555
2009.417,0.892361214
2009.5,0.886442355
2009.583,0.879862117
2009.667,0.920368537
2009.75,0.940334051
2009.833,0.95821078
2009.917,0.948627245
2010,0.944530652
2010.083,0.977877201
2010.167,1.028368133
