Age,Ba138Ca,BaCa,BCa,CdCa,LiCa,MgCa,MnCa,PbCa,PCa,SrCa,UCa,YCa,Dist
1970.601648,0.00486111,0.00513823,0.488575,2.11E-06,0.00670881,6.051197,0.00192699,9.17E-05,0.0132253,8.922759024,0.00119166,0.000705081,464.0973999
1970.637558,0.00512756,0.00497308,0.451677,6.47E-06,0.00627516,5.479848,0.0017785,6.89E-05,0.0167766,8.782591023,0.00116599,0.000687184,463.9218575
1970.673469,0.00558739,0.00503602,0.442992,-3.68E-06,0.00589949,4.859171,0.00139389,7.97E-05,0.016037,9.025333831,0.00132267,0.000827368,463.7463151
1970.709379,0.00484236,0.00502688,0.472552,1.07E-05,0.00708357,4.981315,0.00109584,7.85E-05,0.0146966,8.97710046,0.00124829,0.000816006,463.5707726
1970.74529,0.00608301,0.00571838,0.50595,5.84E-06,0.00701645,4.634762,0.00111544,0.000104782,0.0172986,9.31148695,0.00141176,0.00101478,463.3952302
1970.781201,0.00699094,0.00691311,0.49059,1.70E-05,0.0079829,6.367407,0.001407,0.00015049,0.0226798,9.324260478,0.00143715,0.00111614,463.2196878
1970.817111,0.00598823,0.00643192,0.476224,1.37E-05,0.00697571,5.341682,0.00134617,0.000122426,0.0263265,9.437045721,0.0015255,0.00105654,463.0441454
1970.853022,0.00573134,0.00584076,0.442424,7.23E-06,0.00641954,4.924486,0.00139066,8.21E-05,0.0133,8.943936041,0.00129644,0.000746877,462.868603
1970.888932,0.00574939,0.00582476,0.462972,-3.42E-06,0.0064114,5.143977,0.00148421,6.98E-05,0.00901405,8.983414149,0.00131679,0.000663806,462.6930606
1970.924843,0.00636233,0.00599263,0.475898,3.13E-05,0.00650283,5.581284,0.00141796,8.42E-05,0.0159645,9.003637744,0.00124753,0.000737467,462.5175182
1970.960753,0.00587462,0.00576546,0.498601,-3.38E-06,0.00704849,6.820665,0.00152791,0.000111001,0.0181748,8.907957489,0.0012038,0.000717348,462.3419758
1970.996664,0.00623491,0.00602712,0.520933,1.27E-05,0.00712024,8.024279,0.00173943,8.43E-05,0.0100994,8.634047347,0.00103135,0.000482554,462.1664334
1971.032574,0.00648313,0.00628585,0.499079,1.30E-05,0.00707937,7.204015,0.00170933,9.44E-05,0.0126925,8.721034,0.00109428,0.000554538,461.990891
1971.068485,0.00639439,0.00641038,0.461647,2.48E-06,0.00700145,6.852823,0.00173048,8.77E-05,0.0124829,8.944199929,0.00117838,0.000788482,461.8153486
1971.104396,0.00720764,0.00672053,0.452489,7.94E-06,0.00753138,8.533148,0.00175412,0.000100122,0.0119773,8.592960344,0.00109554,0.000717611,461.6398062
1971.135474,0.00717454,0.00696262,0.492494,1.13E-05,0.00752179,8.243895,0.00185709,7.75E-05,0.0134152,8.505734341,0.000982658,0.000441962,461.4642638
1971.166552,0.00729091,0.00736359,0.489351,1.33E-05,0.00728378,8.33882,0.0016982,8.42E-05,0.00725801,8.846185351,0.00110173,0.000462945,461.2887214
1971.19763,0.00701153,0.00719558,0.495204,1.32E-06,0.00750356,9.535341,0.0017894,8.69E-05,0.010578,8.590632995,0.000986677,0.000388477,461.113179
1971.228709,0.00859,0.00835128,0.549032,1.93E-05,0.00763364,10.234675,0.00180826,0.000111516,0.0115834,8.77607393,0.00105416,0.000387564,460.9376366
1971.259787,0.00781043,0.00842671,0.4738,2.17E-06,0.00660137,8.183515,0.00136355,7.05E-05,0.00657039,8.6003385,0.00100792,0.000427641,460.7620941
1971.290865,0.00884254,0.00884162,0.510207,7.39E-06,0.0074712,9.734739,0.00138097,0.000107071,0.0140229,8.742065243,0.00107762,0.000735256,460.5865517
1971.321943,0.00935906,0.00890832,0.516692,1.71E-05,0.0078281,10.129672,0.00111336,0.000115516,0.00795677,8.788042112,0.00100857,0.000635755,460.4110093
1971.353022,0.00921324,0.00912738,0.533365,7.20E-06,0.00789736,11.781057,0.00101275,0.00010229,0.0176396,8.759734961,0.00103779,0.000636499,460.2354669
1971.3841,0.00905321,0.00916692,0.576706,1.16E-05,0.00806141,12.314418,0.00113839,0.000121104,0.0168133,8.631649248,0.00103936,0.000492739,460.0599245
1971.415178,0.00881626,0.00880059,0.556932,1.89E-06,0.00757327,10.396737,0.00102036,0.000103942,0.00893631,8.877100142,0.00118751,0.000837315,459.8843821
1971.446256,0.00772623,0.00806672,0.533014,8.20E-06,0.00752458,8.267931,0.000957494,9.68E-05,0.0085582,9.060447443,0.00130467,0.000943878,459.7088397
1971.477335,0.00779044,0.00776362,0.5448,1.60E-06,0.00703049,7.361981,0.000860842,0.000103903,0.00646902,9.308736506,0.00144083,0.000877897,459.5332973
1971.508413,0.00779203,0.00710796,0.507452,7.45E-06,0.00691622,6.028791,0.000889982,6.26E-05,0.0126808,8.970693608,0.00128239,0.000720741,459.3577549
1971.539491,0.00693741,0.00710537,0.507758,1.24E-05,0.00613295,6.254162,0.000963358,7.35E-05,0.00619035,9.019357081,0.00132382,0.000716509,459.1822125
1971.57057,0.00711591,0.006933,0.535943,-3.03E-06,0.0068478,7.229615,0.00100888,8.89E-05,0.00676916,9.215014377,0.00144044,0.00062448,459.0066701
1971.601648,0.00728218,0.00716482,0.514989,1.78E-06,0.00691909,6.602257,0.000856053,9.17E-05,0.0120387,9.25272871,0.00154953,0.000814549,458.8311277
1971.617865,0.00707783,0.00692687,0.532334,1.65E-06,0.00740368,6.765672,0.000886781,9.02E-05,0.00976141,9.063657517,0.00137015,0.000678258,458.6555853
1971.634083,0.00715773,0.00688409,0.510889,1.11E-05,0.00690523,6.106211,0.000744725,0.000104138,0.00798958,9.170447272,0.00147131,0.000740426,458.4800429
1971.650301,0.00642733,0.00678832,0.513267,4.08E-06,0.00665963,5.736803,0.000740844,0.000113012,0.0038756,9.277164291,0.00157309,0.000895874,458.3045005
1971.666518,0.00647922,0.00662052,0.55228,-2.78E-06,0.00716254,6.656213,0.000648922,8.40E-05,0.012814,9.25737569,0.00137483,0.000435721,458.1289581
1971.682736,0.0066758,0.00642886,0.497396,6.64E-06,0.00751208,6.359631,0.00062082,9.74E-05,0.0153058,9.34300964,0.00146819,0.000676422,457.9534156
1971.698954,0.00656808,0.0068203,0.571229,6.61E-06,0.00893324,10.151905,0.000862708,0.000113151,0.0108573,9.239026394,0.00129174,0.000465281,457.7778732
1971.715171,0.00666555,0.00693414,0.564354,7.10E-06,0.00820169,7.91299,0.000749695,8.34E-05,0.00747759,9.0462394,0.00124234,0.000431357,457.6023308
1971.731389,0.00605573,0.00612182,0.501655,6.04E-06,0.00744889,6.32987,0.000667295,5.67E-05,0.0100566,9.046610558,0.0012112,0.000442869,457.4267884
1971.747607,0.00589907,0.00544307,0.451744,7.63E-06,0.00662939,4.573599,0.000791863,7.84E-05,0.00963034,9.136729783,0.00135862,0.000857224,457.251246
1971.763824,0.00545411,0.00554201,0.497167,-3.07E-06,0.00691137,5.602734,0.000745269,6.14E-05,0.0077068,8.935413339,0.00125889,0.000686342,457.0757036
1971.780042,0.00566504,0.00557381,0.511891,1.97E-06,0.00698903,6.745557,0.00087051,8.63E-05,0.0084175,8.843677162,0.00115445,0.000658264,456.9001612
1971.79626,0.00546402,0.00561173,0.544203,-3.10E-06,0.00828875,8.44928,0.000945085,8.22E-05,0.0121255,8.973415452,0.00126368,0.000719666,456.7246188
1971.812478,0.00576384,0.00587161,0.588584,1.77E-06,0.00843723,9.048224,0.000960382,7.42E-05,0.0138926,8.75731803,0.00105652,0.000391034,456.5490764
1971.828695,0.00571226,0.00520256,0.515743,6.68E-06,0.00703225,6.261557,0.000875895,4.69E-05,0.00537548,8.8127341,0.00117322,0.00062203,456.373534
1971.844913,0.00566727,0.00573384,0.591523,1.45E-05,0.00842829,9.167912,0.00114872,8.07E-05,0.0139301,9.167268155,0.00118303,0.000532791,456.1979916
1971.861131,0.00558353,0.00563851,0.579698,6.85E-06,0.00849724,8.952504,0.00110524,8.14E-05,0.00618113,8.763797275,0.00110202,0.000456837,456.0224492
1971.877348,0.00563417,0.00527968,0.50903,1.33E-05,0.00711866,6.534245,0.00109383,7.34E-05,0.00872153,8.991596756,0.00129386,0.000625709,455.8469068
1971.893566,0.00535,0.0052461,0.511222,1.49E-05,0.00644925,5.683215,0.00115849,8.74E-05,0.00922542,9.131438411,0.00135402,0.000974655,455.6713644
1971.909784,0.00516155,0.00494297,0.500763,2.21E-06,0.00684928,5.811115,0.00140022,9.03E-05,0.0122963,9.085568609,0.00133913,0.00090846,455.495822
1971.926001,0.00494932,0.00519452,0.524841,-3.32E-06,0.00646044,5.763369,0.00119508,8.09E-05,0.00815073,8.88397955,0.00124676,0.000813206,455.3202796
1971.942219,0.00573095,0.00558389,0.513855,3.19E-06,0.00714604,7.966611,0.00146412,0.000130327,0.015218,9.166883152,0.00139848,0.000989866,455.1447371
1971.958437,0.00505176,0.00523819,0.534389,1.82E-05,0.00733855,7.795316,0.00140689,0.000126183,0.0168689,8.968190609,0.00123958,0.00119535,454.9691947
1971.974654,0.00551469,0.00555718,0.536533,1.96E-06,0.00759305,8.899562,0.00146107,0.000127704,0.0217839,9.066895699,0.00128463,0.00139975,454.7936523
1971.990872,0.00522041,0.0051508,0.509615,-3.26E-06,0.00705145,7.444495,0.0014698,8.95E-05,0.0163682,9.228189637,0.00137508,0.0010974,454.6181099
1972.00709,0.00495748,0.00494716,0.55059,1.23E-05,0.00671646,8.267654,0.00139098,9.12E-05,0.0130924,9.106674215,0.00127743,0.000839823,454.4425675
1972.023307,0.00521793,0.00526162,0.512638,-2.97E-06,0.00705878,6.540209,0.00181723,8.36E-05,0.0104284,8.9463483,0.00131085,0.00093741,454.2670251
1972.039525,0.00642039,0.00618312,0.497963,1.95E-06,0.00652421,5.775297,0.00267214,9.58E-05,0.0126533,9.115083981,0.0014048,0.00107767,454.0914827
1972.055743,0.0064214,0.00657814,0.463775,1.31E-05,0.00647144,5.41737,0.00420799,9.96E-05,0.0159949,9.084882255,0.00139091,0.00109759,453.9159403
1972.07196,0.00686233,0.00711274,0.454757,3.41E-06,0.00697009,6.219134,0.00288342,7.94E-05,0.0129944,9.062946184,0.00129421,0.000919343,453.7403979
1972.088178,0.0085741,0.00870554,0.47203,3.76E-05,0.00660137,5.572189,0.00340653,7.43E-05,0.0106246,9.133607664,0.00130593,0.00104222,453.5648555
1972.104396,0.00801348,0.00859275,0.490327,3.52E-05,0.00686901,7.935416,0.00313857,7.44E-05,0.0102893,8.855200811,0.00110991,0.000684809,453.3893131
1972.135474,0.00916792,0.00926151,0.476102,1.21E-05,0.00750168,8.301956,0.00364622,7.06E-05,0.00870896,8.716774209,0.00115059,0.00063943,453.2137707
1972.166552,0.0121811,0.0111397,0.423455,-3.23E-06,0.00652209,10.362588,0.003252,8.24E-05,0.0138168,8.701132149,0.00109414,0.000733312,453.0382283
1972.19763,0.0124231,0.0121103,0.41059,8.79E-06,0.00628802,6.458847,0.00227105,5.70E-05,0.00745118,8.636898723,0.00103964,0.00067354,452.8626859
1972.228709,0.0127117,0.0128227,0.443516,-3.07E-06,0.00604833,6.475395,0.00188949,6.67E-05,0.0144466,8.942497171,0.00117667,0.000765165,452.6871435
1972.259787,0.0103343,0.0101097,0.421756,1.69E-05,0.0063337,4.976472,0.000948726,5.25E-05,0.0113608,8.749805902,0.00116253,0.000855729,452.5116011
1972.290865,0.0107183,0.0105188,0.474012,-3.09E-06,0.00700757,8.107742,0.0012175,7.63E-05,0.0130909,8.853872484,0.00114767,0.00077585,452.3360586
1972.321943,0.0112033,0.0108985,0.467282,8.88E-07,0.00646241,6.74169,0.00111949,9.87E-05,0.0114718,8.980996778,0.00123032,0.00122085,452.1605162
1972.353022,0.0123995,0.0114783,0.493363,1.36E-05,0.0065808,7.858122,0.00093501,7.34E-05,0.00477542,8.923917215,0.00115925,0.00081895,451.9849738
1972.3841,0.00986453,0.00987916,0.494171,7.08E-06,0.00650413,6.968121,0.000738881,6.06E-05,0.00622493,8.668461844,0.00115846,0.000836757,451.8094314
1972.415178,0.00826775,0.00892608,0.511412,-3.16E-06,0.00706573,6.824469,0.000601166,6.18E-05,0.00972613,8.925362464,0.00131963,0.000846997,451.633889
1972.446256,0.00852926,0.00892804,0.559285,9.94E-06,0.00767842,9.732221,0.000603984,6.86E-05,0.00481561,9.01939193,0.00123582,0.000571509,451.4583466
1972.477335,0.00726153,0.00707294,0.505145,-3.01E-06,0.00708796,7.345849,0.000497623,5.74E-05,0.00899184,8.949491685,0.00135094,0.000688002,451.2828042
1972.508413,0.00702975,0.00720029,0.527257,1.13E-05,0.0078547,7.804506,0.000523329,6.56E-05,0.0115127,9.155227604,0.0013095,0.000693906,451.1072618
1972.539491,0.00665011,0.00731097,0.579297,2.19E-06,0.00797839,11.581455,0.000599041,7.24E-05,0.00694525,9.183008949,0.00136398,0.000559934,450.9317194
1972.57057,0.00669536,0.00679267,0.611233,6.43E-06,0.00837482,15.721565,0.000607632,0.000100563,0.0184727,9.446031726,0.00145069,0.000573344,450.756177
1972.601648,0.00677706,0.00658244,0.554235,1.20E-05,0.00759484,11.13727,0.000512929,0.000112979,0.0105618,9.749645356,0.00181538,0.00106466,450.5806346
1972.6245,0.006389,0.00633019,0.59743,-3.05E-06,0.00850651,12.115818,0.00060802,8.05E-05,0.0150229,9.282814755,0.00148164,0.000721579,450.4050922
1972.647352,0.00603486,0.00571687,0.51889,1.66E-06,0.0072674,6.490101,0.000538634,7.65E-05,0.0202232,9.507722731,0.00172394,0.000787252,450.2295498
1972.670204,0.00555335,0.00529745,0.491004,3.90E-06,0.00662008,5.068413,0.000479226,6.56E-05,0.0113133,9.411003004,0.00166542,0.000917822,450.0540074
1972.693056,0.00518458,0.00505238,0.534705,8.91E-06,0.00700893,6.291048,0.000589685,7.58E-05,0.0153371,9.187867769,0.00159784,0.000775683,449.878465
1972.715909,0.0051949,0.00531051,0.549283,1.52E-06,0.00742965,9.216268,0.000611532,6.05E-05,0.00674751,8.923164742,0.00126333,0.000450982,449.7029225
1972.738761,0.00529929,0.00523047,0.516024,1.98E-06,0.00714629,7.207301,0.000536511,5.30E-05,0.00784393,8.998841506,0.00140557,0.000632593,449.5273801
1972.761613,0.00561582,0.00517584,0.5092,2.07E-06,0.0069672,7.821535,0.00076539,5.63E-05,0.0123917,8.727911388,0.00122752,0.000584949,449.3518377
1972.784465,0.0051332,0.00503221,0.499924,-3.28E-06,0.0072614,7.504722,0.000879953,6.27E-05,0.0107086,9.082830678,0.0013196,0.000707099,449.1762953
1972.807317,0.00505149,0.00494915,0.492516,6.83E-06,0.00765595,9.461678,0.00108405,4.64E-05,0.00600941,8.503920383,0.00106464,0.000450642,449.0007529
1972.83017,0.00462346,0.0047965,0.487361,-2.92E-06,0.00695335,9.41184,0.00141112,5.41E-05,0.00913884,8.706478808,0.00112465,0.000602785,448.8252105
1972.853022,0.00510082,0.0050514,0.558168,2.53E-06,0.00936814,18.738129,0.00153025,0.000102977,0.0089,8.944309066,0.00127993,0.000731208,448.6496681
1972.875874,0.00568548,0.00558846,0.559747,1.32E-05,0.0109745,24.540504,0.00144439,0.000115401,0.0164366,8.894104163,0.0012261,0.000754519,448.4741257
1972.898726,0.00520962,0.00553999,0.571435,7.25E-06,0.0119099,22.16049,0.00144953,6.81E-05,0.011171,8.606029734,0.000966507,0.000370997,448.2985833
1972.921578,0.00557098,0.00567826,0.528436,1.19E-05,0.0121006,23.950138,0.00137331,7.74E-05,0.0196693,8.890239054,0.00110663,0.00069616,448.1230409
1972.94443,0.00528165,0.00500695,0.472312,1.18E-05,0.0103098,14.127443,0.00122557,6.49E-05,0.015088,8.83298416,0.00110069,0.000734186,447.9474985
1972.967283,0.00484493,0.00502953,0.504867,2.55E-06,0.00995646,12.939857,0.00127113,7.42E-05,0.0145013,8.767754199,0.00106772,0.00080847,447.7719561
1972.990135,0.00466328,0.00489041,0.523316,1.25E-05,0.00924765,10.740625,0.00115257,7.59E-05,0.0159968,8.948093466,0.00107539,0.000736007,447.5964137
1973.012987,0.00479017,0.00496646,0.541038,6.72E-06,0.0093259,10.36417,0.00112015,7.75E-05,0.00928664,9.049603873,0.00114092,0.000862499,447.4208713
1973.035839,0.00490935,0.00507488,0.552643,1.51E-05,0.0084311,8.951592,0.0011303,0.000101985,0.0126968,8.972591583,0.00115728,0.00104532,447.2453289
1973.058691,0.00517006,0.00480461,0.554101,8.25E-06,0.0078855,9.36347,0.00116718,4.94E-05,0.00649057,8.911848811,0.00111049,0.000475046,447.0697865
1973.081543,0.00487247,0.00498755,0.542794,1.33E-05,0.0083261,9.189701,0.00125282,7.17E-05,0.0081468,8.970279188,0.00115421,0.00069507,446.894244
1973.104396,0.00523247,0.00528745,0.532727,1.61E-05,0.00847271,12.764395,0.00143401,9.92E-05,0.00952902,8.802288077,0.00112731,0.000860742,446.7187016
1973.132021,0.00524192,0.00493815,0.506341,-2.69E-06,0.00779826,11.121706,0.00156579,4.67E-05,0.00559203,8.753125667,0.000987628,0.000346096,446.5431592
1973.159646,0.00541108,0.00513948,0.495434,6.87E-06,0.00810199,12.546457,0.00123597,6.64E-05,0.00600605,8.668052326,0.00112179,0.000592574,446.3676168
1973.187271,0.00686848,0.00649928,0.516107,2.01E-05,0.0101764,20.622212,0.0014631,6.63E-05,0.0134896,8.540781864,0.000993474,0.000331911,446.1920744
1973.214896,0.00894139,0.00923122,0.435087,6.91E-06,0.0107615,18.401738,0.00116864,0.000102352,0.0252623,8.1500048,0.0010298,0.000875437,446.016532
1973.242521,0.00785115,0.00740533,0.460346,1.42E-05,0.00942505,14.852245,0.000731563,9.06E-05,0.0291973,8.702406238,0.0012476,0.000894382,445.8409896
1973.270146,0.00670277,0.00630192,0.455667,1.03E-06,0.00908149,13.675809,0.000536873,8.54E-05,0.0056466,8.873136802,0.00137342,0.00103342,445.6654472
1973.297771,0.0065583,0.0065808,0.502517,3.19E-05,0.00899332,10.980505,0.000702109,8.64E-05,0.0105705,8.85572216,0.00123848,0.000938707,445.4899048
1973.325397,0.00720294,0.00690464,0.535678,1.29E-05,0.0105261,18.922996,0.000677168,0.000103107,0.0141405,8.830972721,0.00115474,0.000863141,445.3143624
1973.353022,0.0075764,0.00762181,0.582388,6.62E-06,0.0118049,30.629456,0.000953519,0.000124159,0.0213498,8.85244238,0.00115419,0.000856177,445.13882
1973.380647,0.00671858,0.00637872,0.517192,8.28E-06,0.00921512,15.315849,0.000823979,0.000102384,0.0119412,8.935043875,0.00118321,0.000751236,444.9632776
1973.408272,0.00509574,0.00571195,0.530774,1.36E-05,0.00904989,12.262785,0.000941556,9.20E-05,0.022182,8.826822204,0.00105879,0.00082204,444.7877352
1973.435897,0.00571946,0.00559258,0.496079,2.31E-06,0.0077374,10.139823,0.000747194,9.04E-05,0.0114551,9.009844565,0.00128695,0.000741236,444.6121928
1973.463522,0.00548546,0.00572327,0.45912,4.15E-06,0.0072412,7.4131,0.000609059,7.95E-05,0.00982068,8.906902687,0.00132603,0.000926533,444.4366504
1973.491147,0.00573839,0.0055843,0.483456,3.30E-06,0.00849539,8.834732,0.000604889,7.93E-05,0.00897629,8.877945274,0.00117453,0.000917126,444.261108
1973.518772,0.00597714,0.00573743,0.469514,1.29E-05,0.00752943,7.19696,0.000641629,6.48E-05,0.00475548,8.910104168,0.00124471,0.00082753,444.0855655
1973.546398,0.00551133,0.00571065,0.524808,7.05E-06,0.00882081,10.297557,0.000796795,5.91E-05,0.00985579,8.692605121,0.00107836,0.00058197,443.9100231
1973.574023,0.006004,0.00616742,0.502327,2.62E-05,0.00893856,13.177993,0.000780788,8.95E-05,0.0147278,8.900616705,0.00112982,0.000696663,443.7344807
1973.601648,0.00625373,0.00592495,0.48508,1.36E-06,0.00780336,9.447114,0.000576971,7.65E-05,0.0121706,9.087152675,0.00121551,0.00056688,443.5589383
1973.623506,0.00587284,0.00564471,0.525101,2.04E-06,0.00863133,10.042679,0.000622755,6.65E-05,0.0123631,9.046824662,0.00130486,0.000736662,443.3833959
1973.645365,0.00568015,0.0053625,0.518368,2.69E-05,0.00787685,8.673997,0.000542651,6.38E-05,0.010148,9.113545963,0.00134528,0.00053083,443.2078535
