Age,Lumin
1968.904,0.450375
1968.923,0.447078
1968.942,0.444353
1968.962,0.437129
1968.981,0.429478
1969,0.424762
1969.019,0.422702
1969.039,0.423755
1969.058,0.428716
1969.077,0.43647
1969.096,0.441003
1969.115,0.447824
1969.135,0.45479
1969.154,0.467048
1969.173,0.480371
1969.192,0.488066
1969.212,0.497016
1969.231,0.506602
1969.25,0.505566
1969.269,0.501975
1969.289,0.497719
1969.308,0.490037
1969.327,0.480387
1969.346,0.469166
1969.365,0.455283
1969.385,0.443441
1969.404,0.430477
1969.423,0.419233
1969.442,0.410785
1969.462,0.40281
1969.481,0.393734
1969.5,0.388503
1969.519,0.38403
1969.539,0.381997
1969.558,0.37903
1969.577,0.377822
1969.596,0.380981
1969.615,0.39303
1969.635,0.407892
1969.654,0.413985
1969.673,0.418605
1969.692,0.422345
1969.712,0.424883
1969.731,0.426861
1969.75,0.428352
1969.769,0.422857
1969.789,0.425474
1969.808,0.442398
1969.827,0.479604
1969.846,0.545741
1969.865,0.613257
1969.885,0.670219
1969.904,0.709935
1969.923,0.712761
1969.942,0.706131
1969.962,0.691226
1969.981,0.665879
1970,0.639993
1970.019,0.618515
1970.039,0.601375
1970.058,0.588626
1970.077,0.580919
1970.096,0.578783
1970.115,0.577417
1970.135,0.574341
1970.154,0.567753
1970.173,0.557859
1970.192,0.548862
1970.212,0.539403
1970.231,0.530275
1970.25,0.525348
1970.269,0.51984
1970.289,0.519296
1970.308,0.519083
1970.327,0.515274
1970.346,0.515895
1970.365,0.521993
1970.385,0.526122
1970.404,0.526686
1970.423,0.524505
1970.442,0.52972
1970.462,0.528732
1970.481,0.522345
1970.5,0.511189
1970.519,0.49674
1970.539,0.482425
1970.558,0.469407
1970.577,0.457815
1970.596,0.447684
1970.615,0.44329
1970.635,0.436433
1970.654,0.42887
1970.673,0.420797
1970.692,0.410774
1970.712,0.402804
1970.731,0.39746
1970.75,0.392801
1970.769,0.386997
1970.789,0.384165
1970.808,0.380533
1970.827,0.380334
1970.846,0.383392
1970.865,0.39033
1970.885,0.397141
1970.904,0.404008
1970.923,0.412781
1970.942,0.420446
1970.962,0.426215
1970.981,0.431786
1971,0.438099
1971.019,0.446251
1971.039,0.451913
1971.058,0.455038
1971.077,0.461352
1971.096,0.46338
1971.115,0.464903
1971.135,0.46779
1971.154,0.469705
1971.173,0.467546
1971.192,0.46468
1971.212,0.463167
1971.231,0.4622
1971.25,0.461164
1971.269,0.460065
1971.289,0.456884
1971.308,0.450527
1971.327,0.444515
1971.346,0.439463
1971.365,0.434873
1971.385,0.433322
1971.404,0.431771
1971.423,0.427154
1971.442,0.42237
1971.462,0.420233
1971.481,0.418692
1971.5,0.419245
1971.519,0.420764
1971.539,0.422283
1971.558,0.426118
1971.577,0.430131
1971.596,0.433963
1971.615,0.437165
1971.635,0.440368
1971.654,0.444755
1971.673,0.450487
1971.692,0.456219
1971.712,0.462249
1971.731,0.468399
1971.75,0.474549
1971.769,0.478197
1971.789,0.481731
1971.808,0.486035
1971.827,0.492621
1971.846,0.499207
1971.865,0.505915
1971.885,0.512749
1971.904,0.519582
1971.923,0.526128
1971.942,0.532574
