Age,Ba138Ca,BaCa,BCa,CdCa,LiCa,MgCa,MnCa,PbCa,PCa,SrCa,UCa,YCa,Dist
1987.104396,0.002832596,0.003018935,0.424839276,8.04E-06,0.00717,3.863657378,0.00326,0.000105,0.0161,8.631994161,0.00114364,0.000552,525.513
1987.114146,0.003172211,0.003122973,0.436944986,6.07E-06,0.00667,3.725520902,0.00439,0.000169,0.0143,9.030601317,0.001344786,0.000729,525.34
1987.123896,0.003303147,0.003299807,0.452115312,1.79E-05,0.0068,3.916067786,0.00251,0.000152,0.012,8.809452691,0.001219928,0.000571,525.167
1987.133646,0.003917442,0.003630657,0.46480324,-4.38E-07,0.00638,4.134686506,0.00211,8.61E-05,0.00987,8.886298555,0.001212321,0.000368,524.994
1987.143396,0.003593139,0.003467793,0.444046552,4.05E-06,0.00622,4.372984489,0.00191,9.05E-05,0.00544,8.688023346,0.001122302,0.000314,524.821
1987.153146,0.004227283,0.003849852,0.416936208,6.60E-06,0.0067,4.079172067,0.00204,0.000112,0.0167,8.802705902,0.001185296,0.000436,524.648
1987.162896,0.003720193,0.003662174,0.415713283,4.13E-06,0.00677,3.858934002,0.00166,9.24E-05,0.0174,8.794838941,0.001245809,0.000495,524.475
1987.172646,0.004177044,0.003758361,0.425604835,1.75E-06,0.00588,3.89847825,0.0017,7.29E-05,0.0117,8.951393351,0.001214068,0.000458,524.302
1987.182396,0.002950488,0.003285886,0.415985177,1.16E-05,0.00602,4.050905033,0.00136,8.96E-05,0.00511,8.693106137,0.001189333,0.000536,524.13
1987.192146,0.003155235,0.00333047,0.422805935,3.55E-06,0.00614,4.118952375,0.00132,6.79E-05,0.0078,8.77653916,0.001166004,0.000385,523.957
1987.201896,0.003662239,0.00325843,0.426764667,5.74E-06,0.0057,3.687250333,0.00173,7.98E-05,0.00801,8.736973815,0.001205236,0.000478,523.784
1987.211646,0.003579332,0.003475252,0.434793635,1.31E-05,0.0063,3.872085281,0.00143,0.000124,0.0114,8.664188605,0.001211645,0.000428,523.611
1987.221396,0.003639435,0.003413566,0.444008074,4.64E-06,0.00598,3.832844327,0.00177,8.58E-05,0.016,8.834437245,0.001207492,0.000469,523.438
1987.231146,0.002763878,0.002886293,0.424542644,1.12E-06,0.00669,3.67733652,0.00179,8.77E-05,0.0183,8.904054516,0.001270774,0.000528,523.265
1987.240896,0.002823948,0.002780584,0.444480671,1.87E-06,0.00614,3.822305999,0.00257,9.38E-05,0.0273,8.773555071,0.001192886,0.000586,523.092
1987.250646,0.002781681,0.002744036,0.427015419,6.35E-06,0.00547,3.159289356,0.00596,9.11E-05,0.0251,8.743367828,0.001307321,0.000644,522.919
1987.260396,0.002398665,0.002353191,0.431081626,2.00E-06,0.00594,3.391562683,0.00186,7.49E-05,0.0176,8.866699445,0.001276361,0.000529,522.746
1987.270146,0.002483659,0.00257256,0.471428179,7.55E-06,0.00612,3.742939106,0.00202,6.98E-05,0.0121,8.783981838,0.001190493,0.000411,522.573
1987.279896,0.002547013,0.002426623,0.454596785,-1.22E-07,0.0061,3.640431516,0.00191,8.10E-05,0.00391,8.632920217,0.001172916,0.000466,522.4
1987.289646,0.002716087,0.002868263,0.476413263,-2.26E-06,0.00649,4.021104084,0.00241,7.30E-05,0.0128,8.970314203,0.001191318,0.000434,522.227
1987.299396,0.003056433,0.002824815,0.455429494,2.22E-06,0.00626,3.625456171,0.00331,8.46E-05,0.0177,8.957018299,0.001284693,0.00062,522.055
1987.309146,0.002697417,0.002914745,0.461182393,-4.21E-06,0.00614,3.81797198,0.00351,8.05E-05,0.00944,8.72265549,0.00119954,0.00046,521.882
1987.318897,0.003253916,0.003386445,0.456706943,2.19E-06,0.00637,4.530389023,0.00219,8.26E-05,0.00575,8.59003838,0.001047394,0.000371,521.709
1987.328647,0.003798757,0.00393873,0.466863939,2.24E-06,0.00682,4.603032899,0.00163,8.17E-05,0.00854,8.749039741,0.001112132,0.000316,521.536
1987.338397,0.002679233,0.002758106,0.481263349,-2.56E-07,0.00604,4.040377022,0.0041,9.08E-05,0.00445,8.743776818,0.001177333,0.000386,521.363
1987.348147,0.002841163,0.002684778,0.467374104,5.61E-06,0.0061,4.185788354,0.00191,8.47E-05,0.00289,8.786936507,0.001147607,0.000449,521.19
1987.357897,0.002367438,0.002512302,0.497361028,-2.60E-06,0.00634,4.118268728,0.00143,7.97E-05,4.70E-05,8.640043687,0.001092465,0.000368,521.017
1987.367647,0.002998873,0.002822318,0.494799443,4.01E-06,0.00609,4.069951501,0.00113,8.24E-05,0.00132,9.013669814,0.001172588,0.000385,520.844
1987.377397,0.00259365,0.002645867,0.503025485,8.76E-06,0.00612,4.020257041,0.00133,7.77E-05,0.000181,8.873719385,0.001140383,0.000371,520.671
1987.387147,0.002488359,0.00243957,0.496521751,1.78E-06,0.00641,4.086998132,0.00127,7.72E-05,0.000476,8.651392528,0.001125947,0.000374,520.498
