Age,BaCa,BCa,MgCa,Mn,SrCa,UCa,Distance
1990.4101,0.003729909,0.419697364,3.549451692,0.156296975,8.835093468,0.000985106,46.06
1990.4455,0.003134373,0.447588755,3.988910344,0.129491298,8.967174896,0.00102643,45.74
1990.481,0.002950362,0.449310512,3.751478695,0.100618659,9.132170751,0.001129159,45.4
1990.5165,0.003117017,0.486765858,3.585015385,0.095868135,9.048032435,0.001157174,45.06
1990.5519,0.003538794,0.501423976,3.423883977,0.077969984,9.196110298,0.001228462,44.72
1990.5874,0.003279806,0.541638446,3.679395676,0.086772272,9.099296221,0.00118749,44.38
1990.6228,0.003701439,0.494854856,3.566969854,0.085706087,9.084991014,0.001146838,44.04
1990.6583,0.002959133,0.505166025,3.741175065,0.069437249,9.222170134,0.001161904,43.7
1990.6938,0.002945268,0.49461239,3.879742197,0.074295767,9.053818539,0.001092086,43.36
1990.7292,0.002608191,0.452880627,3.714298171,0.073517844,8.999647236,0.001066333,43.02
1990.7647,0.003008104,0.447198176,3.58693761,0.114315541,8.958857733,0.001060639,42.67
1990.8002,0.00283024,0.444082759,3.645833474,0.098054766,9.005004554,0.001065685,42.33
1990.8356,0.002947627,0.432268949,3.628176845,0.09901106,8.925010279,0.001055513,41.99
1990.8711,0.002989654,0.410835663,3.791806771,0.102534992,8.91921268,0.001047754,41.65
1990.9065,0.003295991,0.405597244,4.283996875,0.097740837,8.910470291,0.001012684,41.31
1990.942,0.002408352,0.424272596,4.08356098,0.088825524,8.78850992,0.000960645,40.97
1990.9572,0.003077362,0.433466555,4.122749653,0.106717107,8.829376875,0.000964043,40.63
1990.9724,0.003073365,0.417410876,4.166521845,0.117011692,8.858327268,0.000944397,40.29
1990.9876,0.003134031,0.410157823,3.82659056,0.110584848,8.948995544,0.000987629,39.95
1991.0028,0.002652625,0.391427252,3.734359026,0.097189552,8.895512447,0.001042277,39.61
1991.0181,0.002684968,0.396829375,4.357831438,0.103078321,8.84302316,0.000939695,39.27
1991.0333,0.002769046,0.405109628,4.487631898,0.117907625,8.769523521,0.000867408,38.93
1991.0485,0.002468519,0.413293034,4.021113465,0.109147774,8.865145377,0.000945056,38.59
1991.0637,0.002652314,0.413846131,4.421380486,0.136058655,8.74481596,0.000886451,38.25
1991.0789,0.002679168,0.395242905,4.2932282,0.150964799,8.691949613,0.000899897,37.91
1991.0941,0.002462004,0.402777087,3.772292429,0.144611948,8.835714094,0.001022417,37.57
1991.1093,0.002525966,0.394929196,3.855723094,0.132464541,8.805686727,0.001004613,37.23
1991.1245,0.003164093,0.368322354,3.938740612,0.142719679,8.878469101,0.000997798,36.89
1991.1397,0.005321434,0.361006109,3.919813394,0.160218164,8.798556881,0.00098683,36.55
1991.1549,0.003102296,0.379804975,4.173937863,0.157591048,8.680857447,0.000920107,36.21
1991.1702,0.002963564,0.404673825,4.065230168,0.138494974,8.954549023,0.001005989,35.87
1991.1854,0.003000965,0.396383287,4.07984414,0.110381924,8.804217745,0.001004824,35.53
1991.2006,0.003164685,0.390573095,3.908379263,0.102798485,8.95645884,0.000992854,35.19
1991.2158,0.002753808,0.404521613,4.12520275,0.103454023,8.850010675,0.000944574,34.85
1991.231,0.002948322,0.387625181,3.705904659,0.089861656,8.789444992,0.001045835,34.51
1991.2502,0.002838683,0.400881936,3.894064702,0.087193367,8.893977993,0.000988792,34.17
1991.2694,0.002844025,0.416664162,3.910179999,0.089393882,8.898078673,0.001001308,33.83
1991.2886,0.002710046,0.44078791,3.782744153,0.091006565,8.914752109,0.001036801,33.49
1991.3078,0.002320542,0.482022681,3.793926347,0.074484644,9.07414394,0.001008401,33.15
1991.327,0.002393536,0.475117984,3.92059609,0.068329544,8.917314795,0.000956513,32.81
1991.372,0.00321575,0.497560798,3.816649365,0.082428759,8.974503035,0.001023809,32.47
1991.417,0.002929415,0.5020739,3.693928922,0.075947362,8.966097348,0.001017366,32.13
1991.462,0.006548958,0.493675332,3.52429232,0.066369921,9.160289037,0.001087457,31.78
1991.5197,0.005279029,0.493011264,3.661423,0.093441186,9.172021146,0.001144101,31.44
1991.5773,0.002337507,0.486184357,3.803107189,0.080143567,9.073809201,0.001118094,31.1
1991.635,0.0027529,0.462425512,3.62674823,0.082459081,9.125838962,0.001204877,30.76
1991.6713,0.002954684,0.449315952,3.713886702,0.095392604,9.104418766,0.001162559,30.42
1991.7077,0.002240151,0.421627055,3.561280935,0.075101834,9.045539718,0.001093566,30.08
1991.744,0.002580529,0.413543025,4.018703821,0.084688856,8.987511803,0.000994797,29.74
1991.7803,0.00211361,0.422562285,4.114542664,0.084420259,8.887637237,0.000998487,29.4
1991.8167,0.002518242,0.404242809,4.100996276,0.08452,8.91239313,0.000992421,29.06
1991.853,0.002293557,0.388227835,4.19443533,0.087798138,8.844030959,0.000928887,28.72
1991.8893,0.002244684,0.365941284,4.362373639,0.092574769,8.759592084,0.000885728,28.38
1991.9257,0.00328678,0.365269185,4.347291229,0.103620351,8.80641566,0.000886932,28.04
1991.962,0.002644796,0.393113718,4.537206577,0.108531804,8.701971562,0.000892745,27.7
1991.9809,0.003412094,0.389302972,4.6516101,0.141158048,8.759747207,0.00086327,27.36
1991.9997,0.00296532,0.384598599,4.884170351,0.111672658,8.739362057,0.000823919,27.02
1992.0186,0.00315606,0.387975698,4.896246752,0.131223865,8.768551279,0.000842233,26.68
1992.0374,0.003327342,0.390972969,4.432278344,0.123388826,8.712825803,0.000910909,26.34
1992.0563,0.002787785,0.378432372,4.096338112,0.118399428,8.710267261,0.00091238,26
1992.0751,0.0026528,0.383893155,4.298984336,0.12166714,8.861656207,0.000900867,25.66
1992.094,0.002828024,0.381255039,4.189025369,0.123625357,8.758568434,0.00092372,25.32
1992.1129,0.002967742,0.362507696,4.079516177,0.110643337,8.798983617,0.000886153,24.98
1992.1317,0.003318055,0.370139659,4.135616405,0.099156042,8.695112874,0.000887768,24.64
1992.1506,0.002802851,0.360802465,3.972095606,0.099707578,8.781032263,0.000929096,24.3
1992.1694,0.002611088,0.349172263,4.120473705,0.096346954,8.726266089,0.000909016,23.96
1992.1883,0.002842813,0.344852105,4.194913947,0.087859304,8.727292883,0.000917679,23.62
1992.2071,0.003469741,0.350887024,4.160929554,0.087181912,8.798760986,0.000936057,23.28
1992.226,0.003566022,0.356269162,4.213758066,0.082178379,8.64992123,0.000918598,22.94
1992.245,0.003433589,0.373923068,4.339682962,0.08957566,8.863901623,0.000942467,22.6
1992.264,0.003126095,0.388089967,4.419653157,0.097365123,8.73637028,0.00093277,22.26
1992.283,0.003595877,0.383908837,4.356551101,0.115346225,8.871055431,0.00095452,21.92
1992.302,0.003513205,0.396218523,4.342039244,0.107934241,8.817648693,0.000948108,21.58
1992.321,0.00311904,0.407135794,4.539930691,0.098008013,8.843599689,0.000922578,21.24
1992.34,0.003251714,0.396475581,4.568985949,0.102515297,8.787201877,0.000919892,20.9
1992.3588,0.00344316,0.411085642,4.467636307,0.092805125,8.887145109,0.00091758,20.55
1992.3775,0.003691748,0.42494428,4.55249955,0.105480352,8.851140682,0.000913126,20.21
1992.3963,0.003440817,0.438566839,3.977139048,0.082587333,8.923273261,0.001001534,19.87
1992.415,0.003854183,0.452051131,3.814711648,0.091648571,9.018895939,0.00105682,19.53
1992.4566,0.003739816,0.477420178,3.993532676,0.087619922,8.949022332,0.001023597,19.19
1992.4982,0.00334074,0.508217971,3.989934536,0.076392653,9.038552553,0.001034121,18.85
1992.5398,0.003037614,0.477049074,3.930036586,0.073584805,9.03131903,0.001023494,18.51
1992.5814,0.003452836,0.466755379,3.931872066,0.085715485,8.993293316,0.00102705,18.17
1992.623,0.00425412,0.477997533,4.071673268,0.080624469,9.126305625,0.001018144,17.83
1992.6459,0.003546918,0.492301211,4.120809751,0.079090627,9.043619819,0.000987542,17.49
1992.6687,0.003307626,0.489182925,3.859906423,0.078510479,9.079249748,0.001052538,17.15
1992.6916,0.003062769,0.477450619,3.904229447,0.080295579,9.028524658,0.001053647,16.81
1992.7144,0.003372128,0.442020853,3.78300293,0.08814533,9.034302505,0.001020265,16.47
1992.7373,0.003444767,0.435969658,3.780051801,0.090832003,8.932465408,0.001085286,16.13
1992.7601,0.00301316,0.433624691,3.792649162,0.092215734,8.934971955,0.001075994,15.79
1992.783,0.004137966,0.431514552,4.000933553,0.101835979,8.946022869,0.001028378,15.45
1992.8059,0.003485332,0.419835857,4.055679181,0.095217701,8.893364271,0.000967186,15.11
1992.8287,0.003516984,0.427207296,4.294056972,0.100505793,8.882289914,0.000981632,14.77
1992.8516,0.003905318,0.424824922,4.31406832,0.092918217,8.867595434,0.000939438,14.43
1992.8744,0.003926386,0.418009111,4.436499952,0.099695036,8.855982153,0.000906575,14.09
1992.8973,0.00294727,0.414038721,4.392108505,0.089262337,8.903906596,0.000977888,13.75
1992.9201,0.003251242,0.382412474,4.597557066,0.087422995,8.799270755,0.000884379,13.41
1992.943,0.002921842,0.372679485,4.455039385,0.095013579,8.695840857,0.000888158,13.07
1992.9608,0.003871799,0.388415759,4.803055884,0.123351149,8.855871082,0.00087322,12.73
1992.9786,0.002914782,0.36133254,4.436770595,0.102383473,8.824306064,0.000931038,12.39
1992.9964,0.003083093,0.360509388,4.126576448,0.086624079,8.768683219,0.000948273,12.05
1993.0141,0.002867632,0.371203056,4.346398636,0.09006994,8.783888578,0.000926891,11.71
1993.0319,0.003912872,0.39112883,4.669037495,0.109276966,8.820329837,0.000915437,11.37
1993.0497,0.003832028,0.380742945,4.326812418,0.111031704,8.854674925,0.000933341,11.03
1993.0675,0.002687253,0.372237736,4.364744169,0.088505693,8.696991554,0.000921067,10.69
1993.0853,0.00313686,0.377359653,4.591426752,0.104222002,8.761282773,0.00089391,10.35
1993.1031,0.004412872,0.371116942,4.939472939,0.12211725,8.753672444,0.000849823,10.01
1993.1209,0.003367303,0.383676044,4.776438929,0.108482681,8.763574236,0.000878202,9.66
1993.1386,0.003627698,0.385735453,4.647309935,0.093771558,8.837727768,0.000917768,9.32
1993.1564,0.005547609,0.370054432,4.41312266,0.101901445,8.757676764,0.000919952,8.98
1993.1742,0.004989545,0.374533035,4.601531637,0.108207141,8.793230456,0.000938805,8.64
1993.192,0.004502184,0.367821749,4.754133091,0.098728916,8.724154709,0.000863845,8.3
1993.2112,0.005640651,0.387240807,4.911397687,0.111720268,8.735671026,0.000881433,7.96
1993.2304,0.007360086,0.389398622,4.65211631,0.145345637,8.839287864,0.000909435,7.62
1993.2497,0.007224411,0.378384911,4.454328279,0.12469042,8.837725701,0.000934883,7.28
1993.2689,0.009453175,0.403363937,4.512744031,0.148512476,8.823000187,0.000947257,6.94
1993.2881,0.011402587,0.416463154,4.285598597,0.166025491,8.907041142,0.000977977,6.6
1993.3073,0.011815864,0.401247644,4.444273153,0.136592542,8.854872798,0.000949112,6.26
1993.3266,0.011439802,0.419979317,4.557268771,0.12223898,8.932060781,0.000937671,5.92
1993.3458,0.017663675,0.424366999,4.49205119,0.156431809,9.008547482,0.000953869,5.58
1993.365,0.010542405,0.421754077,4.219632727,0.106201641,8.916009202,0.000988618,5.24
1993.3842,0.011570425,0.438005311,4.087224757,0.108513948,8.951973573,0.000985041,4.9
1993.4034,0.0169919,0.459007496,4.122814567,0.112041104,9.039484318,0.001014614,4.56
1993.4227,0.016578969,0.47158247,4.185644164,0.103126033,8.932624815,0.000941598,4.22
1993.4419,0.025140255,0.48976345,4.082050167,0.102176251,9.072467668,0.001011905,3.88
1993.4611,0.012464536,0.49906647,3.775809687,0.073180493,9.027046859,0.001001291,3.54
1993.4803,0.018073116,0.491908643,3.648977279,0.065488904,9.081431683,0.001045216,3.2
1993.4996,0.021291932,0.511218305,3.841961616,0.075346014,9.01425931,0.0010351,2.86
1993.5188,0.018410878,0.509776012,3.820971551,0.089381599,9.058501494,0.00106645,2.52
1993.538,0.022391407,0.516499284,3.963296291,0.086645103,9.13537903,0.001034833,2.18
1993.5768,0.017580093,0.499476622,3.804703087,0.078333416,8.978187586,0.001064484,1.84
1993.6156,0.025127558,0.509117637,4.382816665,0.092429845,8.938538828,0.000938289,1.5
1993.6545,0.018542987,0.52457232,4.47522119,0.102692472,9.04684615,0.000947791,1.16
1993.6933,0.026203837,0.464179043,3.946715433,0.13633292,9.133899469,0.001098634,0.82
1993.7321,0.046845448,0.468047924,4.206727767,0.223594529,9.322316863,0.001066744,0.48
1993.769,0.039181256,0.473546931,4.405635043,0.301676487,9.151624905,0.000989709,0.14
