Age,SrCa
2009.17,9.4838
2009.58,9.9943
2010.17,9.499
2010.67,10.0071
2011.17,9.735
2011.67,10.0705
2012.17,9.5902
2012.58,10.0224
2013.08,9.4576
2013.5,9.9056
