Age,Ba138Ca,BaCa,BCa,Cd,CdCa,LiCa,MgCa,Mn,MnCa,P,PbCa,PCa,SrCa,UCa,Y,YCa,Distance
1915.575477,0.004375566,0.004296889,0.385648049,0.01999502,1.78E-05,0.005814143,3.581224904,0.671074926,0.001222541,83.97583729,0.00023955,0.27134535,9.252312296,0.002207215,258.784082,0.000291321,1076.731466
1915.601648,0.004530902,0.004455628,0.422324864,0.008834843,7.87E-06,0.005477717,3.285622268,0.520301139,0.000947867,78.33317704,0.000268044,0.25311261,9.711021271,0.002399031,388.155713,0.000436959,1076.506285
1915.626785,0.004360088,0.00462459,0.405799049,0.014173043,1.26E-05,0.005848241,2.948293589,0.551039227,0.001003864,84.82710406,0.000349693,0.27409599,9.881527354,0.002401124,454.795537,0.000511977,1076.281103
1915.651923,0.004716509,0.004656496,0.400438047,0.021332167,1.90E-05,0.006025038,2.975695353,0.525014493,0.000956453,88.11194832,0.00048589,0.284710081,9.704248677,0.002360577,340.163033,0.000382932,1076.055921
1915.67706,0.004699793,0.004611112,0.462066326,0.02246997,2.00E-05,0.006142508,3.507067412,0.528491773,0.000962788,66.86696603,0.000504213,0.21606263,9.322963458,0.001871144,277.868828,0.000312805,1075.83074
1915.702197,0.004574786,0.004691885,0.454460192,0.020042758,1.78E-05,0.005838743,3.39360683,0.561820039,0.001023504,56.65224313,0.000443932,0.183056499,9.372233227,0.001725683,316.899838,0.000356744,1075.605558
1915.727335,0.004441207,0.004238708,0.380215875,0.016658642,1.48E-05,0.005208132,2.628501071,0.492323031,0.000896897,58.34188307,0.000300884,0.188516116,9.454947499,0.001951372,324.117532,0.000364869,1075.380377
1915.752472,0.003828607,0.003983656,0.368276626,0.005659146,5.04E-06,0.004532992,2.375520326,0.424485418,0.000773313,53.21981002,0.000238476,0.171965513,9.581992387,0.001984212,394.169709,0.000443729,1075.155195
1915.77761,0.004602721,0.004802126,0.446148716,0.001595589,1.42E-06,0.005868486,2.887700652,0.441880825,0.000805003,63.373882,0.000355683,0.204775668,9.690411703,0.002030419,281.825817,0.00031726,1074.930013
1915.802747,0.004531114,0.004293956,0.389738681,0.012571923,1.12E-05,0.005435832,2.5393691,0.459113606,0.000836397,69.28245889,0.000468872,0.223867646,9.600388798,0.002095456,399.818399,0.000450088,1074.704832
1915.827884,0.004277842,0.003985469,0.353698032,0.022829934,2.03E-05,0.004811274,2.340071788,0.508362407,0.000926117,74.05994243,0.000459933,0.2393048,9.48728466,0.002148566,334.420935,0.000376468,1074.47965
1915.853022,0.005011559,0.004689637,0.524197423,0.008596189,7.65E-06,0.006366885,3.376820513,0.558074139,0.00101668,44.07604329,0.000363384,0.142419889,9.334302237,0.001552612,108.275786,0.000121889,1074.254469
1915.878159,0.004694553,0.004510584,0.424256238,0.026377416,2.35E-05,0.005218805,2.873407035,0.687664426,0.001252763,38.59718593,0.000378557,0.124716433,9.37100854,0.001559114,201.161132,0.000226453,1074.029287
1915.903296,0.003992969,0.003977714,0.402861924,0.017116571,1.52E-05,0.005455896,2.560087913,0.481369917,0.000876943,48.6452187,0.000324711,0.157183951,9.440953788,0.001712008,337.761142,0.000380228,1073.804105
1915.928434,0.003984804,0.004079057,0.436755122,0.024876378,2.21E-05,0.005262789,2.667690346,0.417727944,0.000761002,36.56034738,0.000202008,0.118134937,9.712174945,0.00173033,307.897182,0.000346609,1073.578924
1915.953571,0.004335884,0.004211734,0.455339175,0.017029538,1.52E-05,0.005783115,2.695321879,0.40580217,0.000739276,38.36605544,0.000206892,0.123969597,9.476977535,0.001833604,322.568883,0.000363125,1073.353742
1915.978709,0.004169237,0.004245425,0.490106857,-0.00050194,-4.47E-07,0.006334706,3.090919104,0.456118835,0.000830942,31.09567343,0.000270186,0.100477312,9.46604224,0.001605974,259.317803,0.000291922,1073.128561
1916.003846,0.003745642,0.003992527,0.40431093,0.017853863,1.59E-05,0.004999972,2.741187045,0.532933108,0.000970879,37.41439359,0.000265686,0.120894558,9.520535609,0.001803036,396.304308,0.000446132,1072.903379
1916.028983,0.003959167,0.004268742,0.41889952,0.013770837,1.23E-05,0.005275529,2.985196639,0.545463932,0.000993707,44.83288792,0.000562384,0.144865429,9.142287883,0.001566075,306.523769,0.000345063,1072.678197
1916.054121,0.004299242,0.004285845,0.422262336,0.031628933,2.82E-05,0.004924045,2.857680805,0.620126779,0.001129726,40.39726457,0.000491995,0.130532904,9.246777141,0.00159807,264.42425,0.00029767,1072.453016
1916.079258,0.004843417,0.00467466,0.425764658,0.037481842,3.34E-05,0.005853577,3.75926578,0.712727151,0.001298422,51.48951384,0.000443884,0.166374526,9.568136897,0.001671556,345.850171,0.000389334,1072.227834
1916.104396,0.0040203,0.004316504,0.406338532,0.039180508,3.49E-05,0.005595848,3.29783307,0.711063808,0.001295392,53.00053911,0.000299506,0.171256998,9.309077593,0.001557435,341.941888,0.000384934,1072.002653
1916.132021,0.003790189,0.004146437,0.386662233,0.017540049,1.56E-05,0.005323332,3.679506417,0.798111007,0.001453971,54.06751773,0.000341921,0.174704653,9.381174332,0.001575356,323.664501,0.000364359,1071.777471
1916.159646,0.003835529,0.004149081,0.412778668,0.021817168,1.94E-05,0.005581563,3.618984821,0.863919493,0.001573859,50.67344189,0.000369393,0.163737609,9.170544781,0.001488339,342.306724,0.000385345,1071.552289
1916.187271,0.004814603,0.004798208,0.461183336,0.026240975,2.34E-05,0.00533241,3.692310393,0.557661488,0.001015928,39.48903542,0.000277467,0.127598205,9.319179637,0.001470749,329.215418,0.000370608,1071.327108
1916.214896,0.004461621,0.004230057,0.427191213,0.015103514,1.34E-05,0.005762125,3.46952818,0.527941064,0.000961785,39.5853539,0.000288824,0.127909433,9.126237784,0.00139915,315.787028,0.000355491,1071.101926
1916.242521,0.004324075,0.004470272,0.466567808,0.026552306,2.36E-05,0.005130133,3.542788125,0.460692238,0.000839273,33.68063586,0.000337529,0.108829923,9.250732565,0.001410406,254.811325,0.000286849,1070.876745
1916.270146,0.00436961,0.004322664,0.413408302,0.025427589,2.26E-05,0.004848591,3.312080114,0.560345754,0.001020819,38.85235957,0.000332116,0.125540958,9.181512934,0.001432493,250.041861,0.00028148,1070.651563
1916.297771,0.004679379,0.004414288,0.457402833,0.020269686,1.80E-05,0.006035487,3.991518903,0.564719791,0.001028787,37.61470329,0.000431697,0.121541805,8.907734501,0.001332794,128.464166,0.000144616,1070.426381
1916.325397,0.004081179,0.004537831,0.413227913,0.018460622,1.64E-05,0.004995476,3.072554059,0.735625615,0.001340137,44.91033688,0.000453061,0.145115684,9.305448552,0.001648727,273.271476,0.00030763,1070.2012
1916.353022,0.004642724,0.004815809,0.443080898,0.020090653,1.79E-05,0.006075054,3.7432024,0.67085388,0.001222139,50.00760874,0.000366928,0.161586148,9.397792826,0.001788199,244.59906,0.000275353,1069.976018
1916.380647,0.00454012,0.004710953,0.494680723,0.025343788,2.26E-05,0.005366025,3.568518786,0.4928156,0.000897794,37.80203223,0.00032961,0.122147108,9.348122366,0.001537061,220.63185,0.000248372,1069.750837
1916.408272,0.004851926,0.004913073,0.479410674,0.019269547,1.72E-05,0.005813545,3.305645793,0.55437343,0.001009938,41.78208446,0.000326701,0.135007577,9.151374331,0.001542221,177.264348,0.000199552,1069.525655
1916.435897,0.005255284,0.005244052,0.477562643,0.024461963,2.18E-05,0.005932464,2.682228804,0.514788198,0.000937823,38.0857508,0.000226879,0.123063868,9.743713806,0.001940282,315.307959,0.000354952,1069.300473
1916.463522,0.004029693,0.004262605,0.473223482,0.016645709,1.48E-05,0.005680013,2.262393013,0.326018271,0.000593929,32.86628005,9.61E-05,0.106198551,9.582473905,0.001934001,366.012956,0.000412032,1069.075292
1916.491147,0.0044468,0.004770911,0.487067995,0.026030907,2.32E-05,0.006254828,3.096434161,0.370069537,0.00067418,38.76651325,0.000211571,0.125263569,9.487708229,0.001749482,252.961017,0.000284766,1068.85011
1916.518772,0.004831968,0.004940922,0.507660425,0.021735869,1.94E-05,0.006567116,3.7928864,0.486928579,0.00088707,41.65616695,0.000395941,0.134600708,9.613818538,0.001728881,236.4301,0.000266156,1068.624929
1916.546398,0.004282261,0.004614055,0.47809613,0.037382747,3.33E-05,0.005743419,3.006639771,0.351296086,0.000639979,39.18250769,0.000325274,0.126607743,9.562125932,0.00188703,336.568093,0.000378885,1068.399747
1916.574023,0.004715181,0.00458837,0.473040398,0.020163417,1.80E-05,0.006055315,3.08593118,0.380951283,0.000694004,36.37327064,0.00033895,0.117530449,9.331748126,0.001725364,258.686408,0.000291211,1068.174565
1916.601648,0.00515177,0.004954837,0.49424372,0.022732663,2.02E-05,0.00664778,3.256314688,0.477518797,0.000869927,45.69839214,0.000437933,0.147662073,9.655634129,0.001808538,328.433743,0.000369728,1067.949384
1916.629578,0.00521497,0.004893213,0.512599218,0.015523193,1.38E-05,0.006235966,3.238304074,0.421994059,0.000768774,49.15713572,0.000320627,0.158838073,9.523964192,0.00174406,333.949518,0.000375937,1067.724202
1916.657509,0.00523528,0.005034187,0.465427928,0.010927472,9.73E-06,0.00621294,2.828627747,0.47274653,0.000861233,50.43929614,0.000375894,0.16298103,9.957751561,0.00181844,418.981178,0.00047166,1067.499021
1916.685439,0.003951859,0.004223151,0.395729664,0.027056721,2.41E-05,0.00477589,2.048116826,0.459702408,0.00083747,36.77695645,0.000128884,0.118834851,10.0917251,0.001950796,533.724634,0.00060083,1067.273839
1916.71337,0.004252198,0.004002084,0.384379745,0.010669633,9.50E-06,0.005286345,1.693560455,0.349663621,0.000637005,34.95512377,0.000111242,0.112948088,10.09839403,0.002080935,481.558835,0.000542105,1067.048657
1916.7413,0.00417964,0.004283575,0.396955574,0.037622604,3.35E-05,0.005260095,2.046203469,0.402093541,0.00073252,41.20911671,0.000169851,0.133156186,9.896106678,0.002033471,509.669804,0.000573751,1066.823476
1916.76923,0.00493684,0.004647916,0.405584177,0.01522239,1.36E-05,0.00551081,2.453905321,0.457343799,0.000833173,49.46951774,0.00031433,0.159847452,9.953578353,0.001795747,527.645996,0.000593987,1066.598294
1916.797161,0.004439419,0.004285207,0.408619272,0.010352799,9.22E-06,0.005743763,2.450194802,0.461356927,0.000840484,42.64559882,0.000301587,0.137797792,9.938571412,0.001833783,506.575672,0.000570267,1066.373113
1916.825091,0.005159306,0.004589625,0.442073916,0.04784636,4.26E-05,0.006255733,2.772794113,0.509418283,0.000928041,44.32866166,0.000381608,0.143236157,9.503562849,0.001663971,432.6451,0.000487042,1066.147931
1916.853022,0.004478554,0.004518404,0.503011908,0.012310237,1.10E-05,0.006242123,3.343938781,0.534852463,0.000974376,34.63180481,0.000400032,0.11190337,9.525509629,0.001519383,365.416492,0.00041136,1065.922749
1916.880952,0.004265265,0.004280368,0.476183776,0.029614875,2.64E-05,0.005814656,2.940666676,0.444786504,0.000810297,31.81517894,0.000227944,0.1028022,9.44729026,0.00166113,410.833918,0.000462488,1065.697568
1916.908883,0.004089959,0.004132018,0.440574271,0.027012828,2.41E-05,0.005318291,2.711746887,0.402769514,0.000733752,32.01055988,0.000154795,0.103433521,9.414074602,0.001666694,444.103062,0.00049994,1065.472386
1916.936813,0.004459779,0.004522865,0.483232012,0.026451253,2.36E-05,0.005543846,3.394272899,0.615713121,0.001121685,37.61883682,0.00041947,0.121555161,9.371950164,0.001587867,379.220005,0.000426899,1065.247205
1916.964743,0.004361921,0.004356288,0.515214536,0.027624039,2.46E-05,0.005956339,3.007974497,0.445990824,0.000812491,29.5853994,0.000349538,0.095597267,9.225077231,0.001564491,229.877873,0.00025878,1065.022023
1916.992674,0.00459873,0.004510141,0.486481182,0.040660324,3.62E-05,0.005848488,3.353456393,0.542710076,0.000988691,36.56285443,0.000430813,0.118143038,9.372485733,0.00149996,340.253778,0.000383034,1064.796841
1917.020604,0.004684457,0.004573737,0.443845479,0.019547486,1.74E-05,0.006098161,3.422642123,0.493024687,0.000898175,41.36045902,0.000390761,0.133645208,9.180269047,0.001547841,305.019088,0.000343369,1064.57166
1917.048535,0.004430223,0.00429773,0.433462291,0.040842159,3.64E-05,0.005625122,3.475133114,0.4984621,0.000908081,40.90114502,0.000500545,0.132161058,9.10033082,0.001392467,354.213335,0.000398749,1064.346478
1917.076465,0.00412576,0.004291999,0.428788796,0.039059784,3.48E-05,0.004913885,3.218808974,0.396949756,0.000723149,35.12417022,0.000293956,0.113494317,9.259132421,0.0015455,494.835665,0.000557051,1064.121297
1917.104396,0.004174549,0.00440281,0.436104934,0.018443929,1.64E-05,0.005735158,3.770461553,0.367296354,0.000669128,33.51698276,0.000337031,0.108301122,8.873533336,0.001274631,312.978138,0.000352329,1063.896115
1917.1496,0.005347686,0.005055653,0.445674259,0.052022892,4.63E-05,0.005621472,3.861243894,0.445769898,0.000812088,36.38095041,0.0004768,0.117555264,9.27366958,0.001462164,278.972038,0.000314047,1063.670933
1917.194805,0.004487743,0.004674749,0.457711046,0.029595517,2.64E-05,0.005713361,3.723035124,0.537687981,0.000979541,35.48941888,0.000300271,0.114674519,9.267839959,0.001583466,307.561104,0.000346231,1063.445752
1917.24001,0.00459331,0.004630357,0.426525479,0.025181742,2.24E-05,0.005510674,3.901654921,0.461323235,0.000840423,31.20658594,0.000355167,0.100835696,9.069737341,0.001424711,224.681035,0.00025293,1063.22057
1917.285215,0.004475335,0.004367054,0.387649185,0.007745055,6.90E-06,0.005129043,3.325346327,0.408174386,0.000743598,35.05622734,0.000226136,0.113274777,9.348710714,0.001582308,337.683517,0.00038014,1062.995389
1917.330419,0.004864106,0.004735404,0.430759375,0.006068286,5.40E-06,0.005750745,3.135326703,0.413798258,0.000753843,32.16672615,0.000425173,0.103938131,9.456218593,0.001710426,317.160781,0.000357037,1062.770207
1917.375624,0.004214615,0.004361789,0.397236174,0.009860652,8.78E-06,0.005040658,2.916862849,0.395930476,0.000721293,26.09035186,0.00032407,0.08430396,9.249097605,0.001546805,365.743338,0.000411728,1062.545025
1917.420829,0.004495774,0.004262018,0.434013473,0.011278935,1.00E-05,0.005696075,3.836137405,0.416975775,0.000759632,24.21420138,0.000214191,0.078241684,9.039012379,0.001275669,249.302519,0.000280647,1062.319844
1917.466034,0.004746869,0.004451661,0.439968056,0.007709539,6.86E-06,0.005898391,4.500591459,0.440502867,0.000802493,28.47336847,0.000180841,0.092004038,8.741545161,0.001216509,216.542859,0.000243769,1062.094662
1917.511238,0.004211811,0.004393707,0.405049741,0.002320319,2.07E-06,0.005199231,3.576196623,0.3517777,0.000640857,30.33758194,0.000278694,0.098027743,9.199881224,0.001524163,434.945051,0.000489631,1061.869481
1917.556443,0.005317931,0.00508338,0.456713356,0.033291827,2.96E-05,0.005764344,3.571921587,0.353447168,0.000643898,34.62739175,0.000417154,0.11188911,9.35012919,0.001587171,255.975312,0.000288159,1061.644299
1917.601648,0.004796876,0.004827385,0.45854302,0.011418379,1.02E-05,0.006168368,3.993977228,0.488485927,0.000889907,53.87691562,0.000305703,0.174088774,9.529964243,0.001852421,274.724734,0.000309266,1061.419117
1917.618984,0.004557429,0.004622757,0.411260534,0.017338511,1.54E-05,0.005749769,3.187519681,0.347886519,0.000633768,49.31110093,0.000458458,0.15933557,9.571568799,0.001975515,471.205811,0.000530451,1061.193936
1917.63632,0.004969225,0.004639574,0.415417152,0.018333868,1.63E-05,0.005623927,3.117687393,0.311253789,0.000567031,46.61966584,0.000224458,0.150638921,9.679340603,0.002056518,474.569228,0.000534237,1060.968754
1917.653656,0.00490498,0.00445893,0.427921352,-0.000353042,-3.14E-07,0.00544121,3.348206493,0.355550936,0.00064773,46.1749874,0.000148533,0.149202062,9.652284978,0.001947501,395.750466,0.000445508,1060.743573
1917.670992,0.004532065,0.004719313,0.443338161,0.007446847,6.63E-06,0.006376562,3.346104746,0.354669491,0.000646125,58.69133457,0.000108823,0.189645274,9.745852584,0.002240663,422.053625,0.000475118,1060.518391
1917.688328,0.004774914,0.00485782,0.454392164,0.004533135,4.04E-06,0.006232654,3.783756767,0.369039867,0.000672304,62.09383187,0.000144435,0.20063953,9.80612985,0.002236443,433.438376,0.000487935,1060.293209
1917.705665,0.005266756,0.005031191,0.500057401,0.01742347,1.55E-05,0.006134028,3.784756388,0.411576325,0.000749796,48.92235475,0.000207868,0.158079442,9.77997407,0.002094896,341.177977,0.000384074,1060.068028
1917.723001,0.004856177,0.004871688,0.497604456,0.040199835,3.58E-05,0.007624115,5.518196325,0.447698712,0.000815602,40.20075744,0.000170266,0.129897944,9.167379454,0.001688152,231.818036,0.000260965,1059.842846
1917.740337,0.004465458,0.004813131,0.467721003,0.009059819,8.07E-06,0.00616799,3.722034457,0.31933179,0.000581748,47.91068318,0.000141091,0.154810497,9.549501485,0.001962582,451.666614,0.000508455,1059.617665
1917.757673,0.0046368,0.004796198,0.466888887,0.012549871,1.12E-05,0.006104496,4.409276062,0.344868086,0.000628269,54.11578237,0.000162089,0.174860607,9.584262761,0.002004358,544.62017,0.000613095,1059.392483
1917.775009,0.004441878,0.004270054,0.429389339,0.020484562,1.82E-05,0.005525473,3.542237329,0.387549515,0.000706024,45.29117873,0.000230371,0.146346272,9.491424547,0.001859089,408.794979,0.000460193,1059.167301
1917.792345,0.004288254,0.004485412,0.426785313,0.013955383,1.24E-05,0.005137718,3.48801384,0.392315885,0.000714708,39.99712514,0.000182677,0.129239961,9.255148326,0.001894494,281.962676,0.000317414,1058.94212
1917.809681,0.003867395,0.003936181,0.358430053,0.008723205,7.77E-06,0.005389987,3.933184347,0.47309854,0.000861875,57.08461091,0.000117826,0.184453579,9.283164155,0.002173325,341.505654,0.000384443,1058.716938
1917.827017,0.004259658,0.004310954,0.387436901,0.013664424,1.22E-05,0.006006756,5.749569305,0.482199554,0.000878455,60.24153433,0.000127195,0.194654328,9.679367169,0.002401347,510.576651,0.000574771,1058.491757
1917.844354,0.00368483,0.003906657,0.440419523,0.021521244,1.92E-05,0.005411767,4.058820583,0.430323469,0.000783948,43.71864436,0.000103852,0.14126505,9.503380692,0.002071469,426.501594,0.000480126,1058.266575
1917.86169,0.003949893,0.004237729,0.482532984,0.024700015,2.20E-05,0.006590075,4.457330498,0.423449767,0.000771426,37.31460058,0.000139949,0.120572104,9.455349822,0.001810965,391.255189,0.000440448,1058.041394
1917.879026,0.004616504,0.004464122,0.532187371,0.018945625,1.69E-05,0.006303307,4.298483621,0.402603986,0.00073345,33.20330507,0.000152477,0.107287557,9.41540292,0.001701528,360.584133,0.00040592,1057.816212
1917.896362,0.004399749,0.004346327,0.491939141,0.011388432,1.01E-05,0.005831563,3.546358365,0.335392552,0.000611007,27.60592104,0.000155284,0.089201115,9.431474199,0.001720854,416.910969,0.000469329,1057.59103
1917.913698,0.0041609,0.004084736,0.471124141,0.025927386,2.31E-05,0.006033438,3.965085894,0.430858648,0.000784923,33.29196572,0.000146263,0.10757404,9.26629412,0.001729752,523.928168,0.000589802,1057.365849
1917.931034,0.004042317,0.004251633,0.462407629,0.011876153,1.06E-05,0.006460224,3.794022172,0.46581241,0.000848601,53.61454615,0.000129813,0.173240997,9.579025167,0.001995771,528.036704,0.000594427,1057.140667
1917.94837,0.004408743,0.003914349,0.452035552,0.007372662,6.56E-06,0.005592267,3.907817695,0.427040527,0.000777968,44.98237264,0.000134974,0.145348448,9.578328054,0.001920393,557.581022,0.000627686,1056.915486
1917.965707,0.004077293,0.004088184,0.450928544,-0.001063731,-9.47E-07,0.005563927,3.910225933,0.440929732,0.000803271,40.18990609,0.00011438,0.129862881,9.376351362,0.00175181,455.248964,0.000512487,1056.690304
1917.983043,0.004615563,0.004238242,0.440371964,0.003407956,3.03E-06,0.006480245,3.971170818,0.444478172,0.000809735,42.59321757,0.000138912,0.137628536,9.465041755,0.001931914,484.512782,0.000545431,1056.465122
1918.000379,0.004041168,0.004207849,0.447593808,0.014078395,1.25E-05,0.00595792,3.895479208,0.397805525,0.000724708,40.22540498,0.000127074,0.129977586,9.362074328,0.001917867,424.400708,0.000477761,1056.239941
1918.017715,0.004246892,0.003928779,0.423274702,0.005984762,5.33E-06,0.005916167,4.466542906,0.420915108,0.000766809,44.68695194,0.000172122,0.144393876,9.313201179,0.001854857,560.980506,0.000631513,1056.014759
1918.035051,0.004068107,0.004014261,0.462342563,0.035950355,3.20E-05,0.00735528,6.213605642,0.466000458,0.000848944,31.53048813,0.000126308,0.101882299,8.761608277,0.001430687,364.689603,0.000410542,1055.789578
1918.052387,0.004375368,0.004117099,0.435126173,0.041431592,3.69E-05,0.006278486,4.914167853,0.390973781,0.000712263,35.90327525,0.0001115,0.116011785,9.417483996,0.001818732,505.022407,0.000568519,1055.564396
1918.069723,0.004273661,0.004361941,0.439901439,0.032677434,2.91E-05,0.005989407,5.070705587,0.418745048,0.000762855,46.72829334,0.000117101,0.150989922,9.398941856,0.001891347,554.468042,0.000624181,1055.339214
1918.087059,0.004138428,0.004219614,0.464934411,0.029730656,2.65E-05,0.006525899,5.048652628,0.431180587,0.00078551,38.13823175,0.000121403,0.123233446,9.354142284,0.001740573,483.425925,0.000544207,1055.114033
1918.104396,0.003799823,0.004068744,0.426220877,0.009847908,8.77E-06,0.005719378,4.851969229,0.447479774,0.000815203,31.56018528,0.000114616,0.101978257,9.200079088,0.001720535,569.226175,0.000640795,1054.888851
1918.133646,0.004131724,0.004356218,0.470348284,0.021925272,1.95E-05,0.006916353,5.860804523,0.415373496,0.000756713,22.4993523,0.000131739,0.07270061,9.116096675,0.001368027,414.780824,0.000466931,1054.66367
1918.162896,0.003939932,0.004303568,0.489783652,0.039042396,3.48E-05,0.006837449,6.988081458,0.494538931,0.000900934,22.81815859,0.000104872,0.073730747,9.081808978,0.001303502,363.2775,0.000408952,1054.438488
1918.192146,0.004596414,0.004349114,0.49421739,0.021348736,1.90E-05,0.006664832,5.960291571,0.468738437,0.000853932,21.07107409,0.000143203,0.068085513,9.094182942,0.001395095,237.091886,0.000266901,1054.213306
1918.221396,0.004286162,0.004313911,0.44614857,0.006320281,5.63E-06,0.005966212,3.814896042,0.356709365,0.000649841,20.30616445,0.000262442,0.065613913,9.205407242,0.001630756,505.539901,0.000569101,1053.988125
1918.250646,0.004456867,0.004187255,0.445515442,0.010924093,9.73E-06,0.005842515,3.780758036,0.315850405,0.000575405,21.69769095,0.000129107,0.070110257,9.450080186,0.001704052,533.221919,0.000600264,1053.762943
1918.279896,0.004400097,0.004656227,0.471243877,0.072159133,6.42E-05,0.007513464,7.825995161,0.448527751,0.000817112,16.58523882,0.00010089,0.053590742,8.972142828,0.001264445,239.161636,0.000269231,1053.537762
1918.309146,0.005546026,0.005061804,0.489347473,0.025076788,2.23E-05,0.007251605,7.795930895,0.44059196,0.000802655,14.38403175,0.000122545,0.046478133,8.983222828,0.001211903,190.393196,0.000214331,1053.31258
1918.338397,0.004938239,0.004655908,0.480362902,0.04197251,3.74E-05,0.006748158,6.211378443,0.498983562,0.000909031,19.63579633,0.000118417,0.063447799,9.084726668,0.001394201,329.180751,0.000370569,1053.087398
1918.367647,0.004488645,0.004701395,0.443275304,0.039393225,3.51E-05,0.006311632,4.619697773,0.42426073,0.000772904,31.46908271,0.000125455,0.101683884,9.436170049,0.001696287,545.699621,0.00061431,1052.862217
1918.396897,0.005259975,0.005171432,0.496818702,-0.001464877,-1.30E-06,0.006637341,4.953836953,0.384241943,0.000699999,33.37129076,0.000126147,0.107830358,9.515976503,0.001641545,522.089499,0.000587732,1052.637035
1918.426147,0.004918025,0.004855539,0.502689913,0.017538201,1.56E-05,0.006617116,4.508598281,0.319812053,0.000582623,26.72262897,0.000110661,0.086346994,9.474623298,0.001624257,445.151433,0.00050112,1052.411854
1918.455397,0.004624947,0.004939045,0.498077947,0.03856539,3.43E-05,0.006410149,4.41196891,0.343299266,0.000625411,24.79855861,0.000129079,0.080129878,9.397754611,0.00156432,491.270247,0.000553038,1052.186672
