Age,LuminRange
1984,0.202
1985,0.097
1986,0.204
1987,0.064
1988,0.118
1989,0.217
1990,0.232
1991,0.482
1992,0.083
1993,0.123
1994,0.078
1995,0.234
1996,0.069
1997,0.253
1998,0.258
1999,0.067
2000,0.307
2001,0.231
2002,0.137
2003,0.124
2004,0.102
2005,0.104
2006,0.048
2007,0.304
2008,0.374
2009,0.386
2010,0.192
