Age,BaCa,BCa,MgCa,Mn,SrCa,UCa,Dist
1990.3,0.004366,0.4328,4.023,0.242,8.901,0.001105,27.76
1990.31,0.00385,0.4398,4.186,0.272,8.767,0.001054,27.46
1990.33,0.0044,0.455,4.119,0.234,8.9,0.001058,27.17
1990.34,0.004559,0.4695,4.087,0.191,8.916,0.001039,26.87
1990.36,0.004346,0.4629,4.151,0.185,8.996,0.001048,26.58
1990.38,0.004033,0.4858,4.154,0.205,8.887,0.001061,26.28
1990.39,0.00393,0.4952,3.792,0.212,9.031,0.001148,25.99
1990.41,0.004198,0.5034,3.557,0.195,9.135,0.001149,25.69
1990.42,0.004558,0.5225,3.538,0.17,9.049,0.001178,25.4
1990.44,0.004266,0.5319,3.493,0.177,9.052,0.001186,25.1
1990.45,0.003879,0.5403,3.524,0.195,9.113,0.001231,24.81
1990.47,0.003783,0.5311,3.487,0.283,9.169,0.001259,24.51
1990.48,0.003178,0.5192,3.323,0.318,9.294,0.001283,24.22
1990.51,0.002839,0.5109,3.431,0.192,9.104,0.001267,23.92
1990.53,0.002801,0.4929,3.503,0.185,9.054,0.001248,23.62
1990.55,0.003136,0.4978,3.377,0.227,9.148,0.001268,23.33
1990.58,0.00345,0.4866,3.74,0.26,8.883,0.001165,23.03
1990.6,0.003369,0.4924,3.798,0.255,9.011,0.001168,22.74
1990.63,0.003341,0.476,3.831,0.269,9.049,0.00117,22.44
1990.65,0.00321,0.4702,3.827,0.262,8.947,0.001132,22.15
1990.67,0.003481,0.4607,3.8,0.272,8.987,0.001133,21.85
1990.7,0.004397,0.4284,3.705,0.243,8.966,0.001149,21.56
1990.72,0.004716,0.4155,3.744,0.233,8.966,0.001145,21.26
1990.75,0.004792,0.4114,3.918,0.269,8.817,0.001084,20.97
1990.77,0.004513,0.4104,4.038,0.282,8.729,0.001042,20.67
1990.79,0.004944,0.4136,4.178,0.279,8.81,0.001064,20.38
1990.82,0.005865,0.4058,4.083,0.282,8.651,0.001007,20.08
1990.84,0.009078,0.4111,4.03,0.281,8.874,0.001049,19.79
1990.87,0.01145,0.407,4.176,0.316,8.683,0.001032,19.49
1990.89,0.01107,0.4115,4.36,0.32,8.633,0.0009819,19.19
1990.91,0.01039,0.4104,4.81,0.305,8.534,0.000934,18.9
1990.94,0.01027,0.4356,4.973,0.315,8.707,0.0009026,18.6
1990.96,0.01025,0.4135,4.791,0.312,8.561,0.0008978,18.31
1990.98,0.01091,0.415,4.611,0.315,8.704,0.000959,18.01
1990.99,0.009095,0.4363,4.481,0.319,8.766,0.0009686,17.72
1991.01,0.007654,0.3985,4.462,0.339,8.665,0.0009729,17.42
1991.02,0.006249,0.397,4.174,0.381,8.748,0.0009945,17.13
1991.04,0.009275,0.4212,3.883,0.504,8.631,0.001002,16.83
1991.08,0.006616,0.4131,4.249,0.426,8.624,0.0009483,15.95
1991.1,0.008657,0.3906,4.178,0.364,8.577,0.000937,15.65
1991.12,0.008235,0.4187,4.267,0.307,8.717,0.0009134,15.36
1991.14,0.006507,0.4427,4.22,0.249,8.804,0.0009862,15.06
1991.16,0.005519,0.4283,4.352,0.287,8.823,0.001003,14.77
1991.18,0.00531,0.4183,4.497,0.301,8.691,0.0009647,14.47
1991.2,0.005964,0.4356,4.263,0.279,8.849,0.001,14.17
1991.22,0.007173,0.4337,4.23,0.238,8.839,0.001,13.88
1991.24,0.005889,0.4403,4.245,0.202,8.84,0.001021,13.58
1991.26,0.004643,0.442,3.977,0.199,8.882,0.001068,13.29
1991.28,0.004507,0.4658,3.995,0.2,8.897,0.001074,12.99
1991.3,0.0044,0.4589,4.031,0.209,8.908,0.001101,12.7
1991.32,0.004031,0.4717,3.951,0.197,8.885,0.001086,12.4
1991.34,0.003733,0.4649,3.776,0.184,9.028,0.001126,12.11
1991.36,0.003636,0.4581,3.673,0.208,8.963,0.001144,11.81
1991.38,0.003627,0.4678,3.728,0.209,8.984,0.001147,11.52
1991.4,0.003244,0.4684,3.699,0.208,8.921,0.00116,11.22
1991.42,0.003208,0.464,3.615,0.221,9.005,0.001176,10.93
1991.44,0.004045,0.4603,3.601,0.223,8.946,0.001164,10.63
1991.46,0.004106,0.4632,3.681,0.2,8.979,0.001202,10.34
1991.49,0.003999,0.4562,3.756,0.183,8.982,0.001178,10.04
1991.52,0.003497,0.4661,3.803,0.176,8.908,0.001115,9.75
1991.56,0.003227,0.4825,3.766,0.174,8.932,0.001162,9.45
1991.59,0.003191,0.4813,3.748,0.19,8.965,0.001194,9.15
1991.62,0.002897,0.4701,3.687,0.197,8.992,0.00119,8.86
1991.65,0.002877,0.4668,3.849,0.22,8.881,0.001115,8.56
1991.68,0.003163,0.4563,3.771,0.216,8.925,0.001136,8.27
1991.71,0.003785,0.4665,3.676,0.21,8.962,0.001202,7.97
1991.74,0.004172,0.4551,3.668,0.218,8.988,0.00116,7.68
1991.77,0.004632,0.4438,3.629,0.353,8.895,0.001177,7.38
1991.8,0.004895,0.4331,3.609,0.31,8.848,0.00117,7.09
1991.82,0.005152,0.4152,3.873,0.232,8.811,0.001106,6.79
1991.85,0.004944,0.4119,3.937,0.219,8.757,0.001093,6.5
1991.88,0.005128,0.41,3.996,0.216,8.678,0.001072,6.2
1991.91,0.006353,0.41,4.033,0.245,8.867,0.001055,5.91
1991.94,0.006139,0.4281,4.23,0.269,8.746,0.001035,5.61
1991.96,0.006674,0.4536,4.485,0.273,8.817,0.00101,5.32
1991.99,0.007055,0.4512,4.529,0.285,8.779,0.0009583,5.02
1992.02,0.008166,0.4679,4.527,0.286,8.75,0.0009457,4.72
1992.05,0.006913,0.4582,4.16,0.3,8.869,0.0009893,4.43
1992.08,0.006222,0.4302,4.022,0.374,8.719,0.0009903,4.13
1992.1,0.005452,0.4457,4.27,0.378,8.784,0.0009956,3.84
1992.13,0.004108,0.4104,4.361,0.318,8.734,0.0009223,3.54
1992.15,0.005486,0.3951,4.123,0.373,8.872,0.001066,3.25
1992.18,0.005072,0.3778,3.902,0.4,8.819,0.001108,2.95
1992.2,0.004833,0.3889,4.299,0.368,8.802,0.001058,2.66
1992.22,0.005814,0.3973,4.207,0.326,8.846,0.00109,2.36
1992.24,0.007892,0.3919,4.395,0.324,8.907,0.001035,2.07
1992.27,0.006197,0.3989,4.15,0.313,8.898,0.00106,1.77
1992.29,0.005162,0.399,4.211,0.303,8.938,0.00108,1.48
1992.31,0.004307,0.4062,3.867,0.279,8.867,0.001119,1.18
1992.33,0.00474,0.4049,4.02,0.326,8.935,0.00112,0.89
1992.35,0.005052,0.3984,4.475,0.312,8.739,0.001058,0.59
1992.38,0.005199,0.3946,4.563,0.347,8.846,0.001007,0.3
1992.43,0.005763,0.375,3.756,0.346,9.061,0.001252,0
