Age,LuminGB
1956.583,0.882073046
1956.667,0.900306996
1956.75,0.911458068
1956.833,0.960459741
1956.917,0.989379766
1957,0.995727763
1957.083,0.956533272
1957.167,0.901159095
1957.25,0.887332705
1957.333,0.887651604
1957.417,0.872772076
1957.5,0.878218799
1957.583,0.860213182
1957.667,0.865784745
1957.75,0.903932562
1957.833,0.896744596
1957.917,0.892853582
1958,0.910984788
1958.083,0.919695279
1958.167,0.971010762
1958.25,0.991650277
1958.333,0.965334375
1958.417,0.923694492
1958.5,0.898729781
1958.583,0.863445446
1958.667,0.862353735
1958.75,0.894630952
1958.833,0.921596935
1958.917,0.930027196
1959,0.94714943
1959.083,0.979304361
1959.167,0.952218392
1959.25,0.949579832
1959.333,0.928948216
1959.417,0.915097329
1959.5,0.878764378
1959.583,0.870423884
1959.667,0.87877813
1959.75,0.913655896
1959.833,0.925656771
1959.917,0.92455944
1960,0.926505571
1960.083,0.938371715
1960.167,0.922551731
1960.25,0.903382159
1960.333,0.881256309
1960.417,0.887844195
1960.5,0.881187799
1960.583,0.868690965
1960.667,0.894980591
1960.75,0.890148173
1960.833,0.899539162
1960.917,0.878308967
1961,0.892792432
1961.083,0.917407485
1961.167,0.923686877
1961.25,0.93012509
1961.333,0.906235871
1961.417,0.926842147
1961.5,0.905093404
1961.583,0.853141093
1961.667,0.866843115
1961.75,0.895898506
1961.833,0.874616789
1961.917,0.894178018
1962,0.901367157
1962.083,0.928377143
1962.167,0.902855672
1962.25,0.923321646
1962.333,0.90198621
1962.417,0.908422743
1962.5,0.883982566
1962.583,0.879236241
1962.667,0.913002886
1962.75,0.915611347
1962.833,0.924097932
1962.917,0.923284822
1963,0.93540264
1963.083,0.924206695
1963.167,0.949259441
1963.25,0.969935403
1963.333,0.928888953
1963.417,0.898237213
1963.5,0.875368333
1963.583,0.777734281
1963.667,0.862244068
1963.75,0.875346303
1963.833,0.861795078
1963.917,0.879731575
1964,0.879571593
1964.083,0.881695243
1964.167,0.882783945
1964.25,0.884857773
1964.333,0.872023935
1964.417,0.883483261
1964.5,0.854701654
1964.583,0.836533817
1964.667,0.854035124
1964.75,0.881443461
1964.833,0.851120594
1964.917,0.88002299
1965,0.872113934
1965.083,0.86740804
1965.167,0.861039907
1965.25,0.886323232
1965.333,0.880199886
1965.417,0.900896132
1965.5,0.857011692
1965.583,0.861517383
1965.667,0.891439643
1965.75,0.899539116
1965.833,0.869009842
