Age,Ba138Ca,BaCa,BCa,CdCa,LiCa,MgCa,MnCa,PbCa,PCa,SrCa,UCa,YCa,Dist
1972.75726,0.00179051,0.00205212,0.544592,1.83E-05,0.00585444,2.277916,0.000831524,0.000130587,0.0153082,9.376951,0.00163117,0.00125341,581.745319
1972.763245,0.00309254,0.00299,0.516007,1.22E-05,0.00515224,2.679538,0.00085923,9.95E-05,0.0178521,9.208742,0.00140152,0.00124202,581.5719086
1972.76923,0.00367475,0.00394937,0.521606,1.43E-05,0.00556975,2.644322,0.00121564,0.000129923,0.0191431,9.105268,0.00146088,0.000818018,581.3984982
1972.775215,0.00396877,0.00485322,0.549152,-2.47E-06,0.00537633,2.745408,0.0016504,0.000154764,0.019771,9.159225,0.0014089,0.000706549,581.2250877
1972.781201,0.0021756,0.0023081,0.532356,5.94E-06,0.00557913,2.634802,0.00128892,0.000159336,0.0188594,9.17697,0.00147028,0.000668434,581.0516773
1972.787186,0.00227985,0.002248,0.529977,5.06E-06,0.00526593,2.736263,0.00110961,8.98E-05,0.0164385,9.129932,0.00143569,0.00094517,580.8782669
1972.793171,0.00254467,0.00264862,0.583409,2.94E-05,0.0051559,3.076492,0.00148617,9.26E-05,0.0184113,9.066877,0.00135316,0.00101759,580.7048565
1972.799156,0.00604544,0.00666227,0.587982,2.95E-06,0.00580257,3.189308,0.00115986,8.57E-05,0.0451956,9.127933,0.0013939,0.000933631,580.5314461
1972.805141,0.00588447,0.00660774,0.571838,8.79E-06,0.00611175,2.820425,0.00124656,0.000149823,0.0250408,9.284382,0.00151735,0.000544181,580.3580357
1972.811126,0.00204205,0.00227483,0.535371,5.21E-06,0.00584437,2.805731,0.00114435,0.000134681,0.0258008,9.215178,0.00147827,0.000843099,580.1846253
1972.817111,0.00222074,0.00250386,0.527331,5.11E-06,0.00531168,3.119168,0.00105966,8.39E-05,0.0158633,9.067048,0.00134279,0.00101107,580.0112149
1972.823096,0.00219222,0.00239413,0.495407,2.53E-06,0.00547104,2.990919,0.00118451,7.66E-05,0.00990215,9.002255,0.0013498,0.000834412,579.8378045
1972.829081,0.00278082,0.00287183,0.475944,-2.84E-06,0.00543701,2.645411,0.00123919,8.47E-05,0.0184862,9.035999,0.00145639,0.000996436,579.6643941
1972.835066,0.00298684,0.00331184,0.530831,1.11E-05,0.00511492,2.877018,0.00108291,0.000107528,0.0209966,9.157683,0.00144932,0.00112002,579.4909837
1972.841052,0.00230365,0.00257621,0.490907,9.46E-06,0.00571979,2.705495,0.00130442,0.000131036,0.0130979,9.175112,0.00144943,0.00107253,579.3175733
1972.847037,0.00244838,0.00245284,0.478222,1.17E-05,0.00546105,2.742966,0.00120229,9.52E-05,0.0159351,9.1674,0.00145211,0.00113035,579.1441629
1972.853022,0.00255097,0.00263359,0.469327,-2.66E-06,0.00519126,2.807086,0.000977981,9.29E-05,0.0202934,9.24022,0.00148021,0.00115345,578.9707525
1972.859007,0.00420076,0.00377124,0.494228,1.97E-06,0.00545506,3.391275,0.00113654,9.06E-05,0.0220207,9.065051,0.00128228,0.000984917,578.7973421
1972.864992,0.00492198,0.00481858,0.480375,1.17E-05,0.00616762,3.15189,0.00144965,9.73E-05,0.0261914,9.036167,0.00133211,0.000785791,578.6239317
1972.870977,0.00449886,0.00424521,0.483968,1.80E-06,0.00565107,3.189977,0.00145901,0.000112104,0.0201919,9.181109,0.00135382,0.000813406,578.4505213
1972.876962,0.00480168,0.00509202,0.509722,1.60E-06,0.00555276,3.690974,0.00137406,0.000132691,0.0258439,9.017227,0.00116653,0.000762298,578.2771109
1972.882947,0.00471465,0.00466892,0.480382,2.33E-06,0.00606186,3.140549,0.00143853,0.000113232,0.0126705,9.052564,0.00122164,0.000553945,578.1037005
1972.888932,0.00298737,0.00345839,0.48153,8.23E-06,0.0052525,2.998012,0.00115325,0.000125232,0.0196291,8.972222,0.00123815,0.000843061,577.9302901
1972.894917,0.00455213,0.00467788,0.477264,7.66E-06,0.00509399,3.571547,0.00106613,9.25E-05,0.00879437,8.967364,0.00119605,0.000898381,577.7568797
1972.900902,0.00520198,0.00549185,0.474244,2.01E-06,0.00591082,3.761783,0.00121758,8.52E-05,0.0187094,8.767346,0.00107459,0.000695168,577.5834692
1972.906888,0.00311184,0.00337891,0.485289,5.41E-06,0.00614196,3.088319,0.00153047,7.91E-05,0.0182355,8.971767,0.00127647,0.000470166,577.4100588
1972.912873,0.00353349,0.00363577,0.510517,-2.29E-06,0.00567667,3.054659,0.00110985,9.46E-05,0.0238704,9.188309,0.00133658,0.000761255,577.2366484
1972.918858,0.00566261,0.00568969,0.512373,1.74E-06,0.00525476,2.800284,0.0011766,0.000112924,0.0171322,9.248584,0.00148016,0.000807533,577.063238
1972.924843,0.00613805,0.00645802,0.515031,-3.04E-06,0.00536287,3.139916,0.00133973,0.000253515,0.030132,9.123562,0.00137522,0.0011869,576.8898276
1972.930828,0.00343699,0.00385132,0.507197,2.84E-06,0.00545111,2.923468,0.00113291,0.000133204,0.0152112,9.032911,0.00136214,0.000970158,576.7164172
1972.936813,0.00411285,0.00400328,0.499971,1.60E-05,0.00538121,2.995011,0.00131553,0.000155974,0.0192412,9.223875,0.0014591,0.00130611,576.5430068
1972.942798,0.00458361,0.0051819,0.488324,-2.43E-06,0.00528066,3.296288,0.00119377,0.000143741,0.0201167,8.966063,0.00131395,0.00108492,576.3695964
1972.948783,0.00313425,0.00322532,0.482359,9.21E-06,0.00541686,3.688802,0.00143733,0.000107563,0.0221954,8.908578,0.00121892,0.00079745,576.196186
1972.954768,0.00250568,0.00240671,0.469495,5.81E-06,0.00601149,3.107176,0.00127742,8.12E-05,0.0202518,8.974976,0.00135909,0.000662641,576.0227756
1972.960753,0.0026844,0.00282158,0.489637,-2.80E-06,0.00515401,3.499099,0.00122045,8.55E-05,0.016509,8.724685,0.00117152,0.000903227,575.8493652
1972.966738,0.00380593,0.00423008,0.46866,1.14E-05,0.00568939,3.373691,0.00145255,8.34E-05,0.00984492,8.875297,0.00125027,0.000641841,575.6759548
1972.972724,0.00320881,0.00356451,0.467505,9.18E-06,0.0058856,3.765545,0.00151349,0.000107019,0.023561,8.910691,0.00120374,0.000559698,575.5025444
1972.978709,0.00364474,0.00437034,0.461139,1.18E-06,0.00634449,3.68775,0.00141434,8.02E-05,0.0197119,8.885807,0.00121056,0.000598644,575.329134
1972.984694,0.00205042,0.0024161,0.453644,5.93E-06,0.00596238,3.124896,0.00158033,0.000100724,0.016811,8.935392,0.00132573,0.0006231,575.1557236
1972.990679,0.00542613,0.00592629,0.466185,5.65E-06,0.00545494,3.124228,0.00127518,8.93E-05,0.0134873,9.051056,0.00134971,0.000944726,574.9823132
1972.996664,0.00273249,0.00279627,0.460376,1.19E-05,0.00523338,3.188775,0.00145413,0.000153848,0.0233473,9.060768,0.0013041,0.000687019,574.8089028
1973.002649,0.00222656,0.00244754,0.465978,1.54E-05,0.00551397,2.833404,0.00141388,0.000101047,0.0148102,9.13779,0.00144007,0.000826011,574.6354924
1973.008634,0.00301598,0.00324682,0.461042,-3.43E-06,0.00522252,2.749838,0.00120546,0.000111611,0.011046,9.038138,0.00137745,0.00104391,574.462082
1973.014619,0.00216038,0.00209976,0.489949,5.11E-06,0.00521766,3.006161,0.00126968,0.000119156,0.0171026,8.962916,0.00133285,0.00100174,574.2886716
1973.020604,0.00198781,0.00196512,0.458717,1.92E-05,0.0051434,2.858375,0.001347,9.30E-05,0.00785213,9.041785,0.00133968,0.000874094,574.1152612
1973.026589,0.00254182,0.00275388,0.479051,-2.57E-06,0.00535963,3.05162,0.00129024,0.000117386,0.0143846,9.116787,0.0014041,0.00105962,573.9418508
1973.032574,0.00217935,0.00227217,0.499963,7.13E-06,0.00528836,3.598879,0.00132556,0.000137074,0.00771983,8.904951,0.00123034,0.000775763,573.7684403
1973.03856,0.00444721,0.00500277,0.497451,5.34E-06,0.00573537,3.487668,0.00136499,8.08E-05,0.0103893,8.998728,0.00127165,0.00058241,573.5950299
1973.044545,0.00353296,0.00341837,0.499111,1.49E-05,0.00573856,3.488697,0.00172471,0.000227094,0.0224262,8.994563,0.00134586,0.000655313,573.4216195
1973.05053,0.00188019,0.00192989,0.474599,1.18E-05,0.00548517,3.183664,0.00144321,0.000144797,0.00750042,8.983303,0.00127671,0.000733784,573.2482091
1973.056515,0.00211176,0.00215145,0.485866,4.49E-06,0.00534456,2.974707,0.00129959,9.16E-05,0.0104143,9.202378,0.00138676,0.000825491,573.0747987
1973.0625,0.00222598,0.00248195,0.512131,2.34E-06,0.00531807,3.216159,0.00134243,9.03E-05,0.0163729,9.208198,0.00141088,0.000900894,572.9013883
1973.068485,0.00289661,0.00324958,0.49228,9.30E-06,0.00555404,3.127951,0.00151403,0.000112228,0.00239154,9.250417,0.00143869,0.000915351,572.7279779
1973.07447,0.00784595,0.00907835,0.507996,4.82E-06,0.00580743,3.504746,0.00157959,0.000101077,0.0201064,9.06145,0.00137465,0.00107884,572.5545675
1973.080455,0.0030565,0.0033404,0.458423,1.20E-05,0.00617778,2.889039,0.00223528,0.000207691,0.0280996,9.059903,0.00143154,0.00079876,572.3811571
1973.08644,0.00261136,0.00273868,0.484735,1.79E-06,0.00550363,3.046474,0.00190885,0.000125373,0.00955684,9.001629,0.0014125,0.000935458,572.2077467
1973.092425,0.00549621,0.00547117,0.480177,1.62E-05,0.0049267,3.170707,0.00253567,0.00011002,0.0094929,9.010348,0.00134569,0.000900772,572.0343363
1973.09841,0.00416608,0.00425665,0.473214,1.54E-05,0.00554303,3.515276,0.0018513,0.000188427,0.0201459,8.951405,0.00127099,0.000881508,571.8609259
1973.104396,0.00413345,0.00426607,0.489107,9.34E-06,0.00568496,3.757971,0.00141018,0.000137759,0.0164537,8.902721,0.00128656,0.000831969,571.6875155
1973.125114,0.00433908,0.00474112,0.461504,2.21E-05,0.00594943,3.404996,0.00150952,0.000127513,0.0136458,9.116553,0.00137773,0.000777881,571.5141051
1973.145833,0.00279626,0.00279718,0.508299,1.11E-05,0.00577134,3.801047,0.00157474,0.000138488,0.0210671,8.962813,0.00123526,0.000841936,571.3406947
1973.166552,0.00274096,0.00283143,0.486025,6.87E-06,0.00558954,3.456455,0.00121702,0.00011303,0.0120664,8.99014,0.00132857,0.000613572,571.1672843
1973.187271,0.00265062,0.00291318,0.482062,6.02E-06,0.00554472,3.669261,0.00108118,0.000135285,0.0158428,8.923956,0.00132527,0.00105738,570.9938739
1973.20799,0.00254803,0.00287074,0.508774,1.05E-06,0.00571864,4.177832,0.00129594,0.000153072,0.0147403,8.755668,0.00117614,0.000973174,570.8204635
1973.228709,0.00786869,0.00896103,0.518847,1.76E-05,0.00572932,4.328012,0.00126144,0.000134662,0.0101272,8.958033,0.00117882,0.000736121,570.6470531
1973.249427,0.00409854,0.00374511,0.520799,1.64E-05,0.00630796,3.279558,0.00151501,0.00028394,0.0245711,9.014078,0.00134505,0.000630362,570.4736427
1973.270146,0.00193264,0.00204489,0.514059,7.06E-07,0.00540604,3.214802,0.000884855,0.000142152,0.0161036,9.098142,0.00140141,0.000874828,570.3002323
1973.290865,0.00153134,0.00166808,0.520811,1.29E-05,0.00560186,2.814465,0.000921804,0.0001141,0.0107646,9.222332,0.00142672,0.000940631,570.1268219
1973.311584,0.00248949,0.00260007,0.473822,8.86E-06,0.00572937,2.657604,0.00076568,0.000111288,0.0133405,9.16394,0.0014965,0.00109777,569.9534114
1973.332303,0.0018188,0.00200706,0.474595,5.47E-06,0.00512579,2.59091,0.00114378,0.000113297,0.0304159,9.21429,0.00139315,0.00105171,569.780001
1973.353022,0.00258598,0.00272254,0.521277,-2.52E-06,0.00519748,2.944691,0.00105539,0.000118081,0.0261297,9.232365,0.00138148,0.00127135,569.6065906
1973.373741,0.00299589,0.00321887,0.487844,1.62E-06,0.00571247,2.945632,0.00117504,0.000130253,0.0208722,9.110138,0.00133073,0.00105459,569.4331802
1973.394459,0.00474198,0.00479476,0.522928,3.08E-05,0.00536963,3.394992,0.00158706,0.000144702,0.0162485,9.01898,0.00130851,0.00105444,569.2597698
1973.415178,0.00336886,0.00381393,0.519788,-2.92E-06,0.00571695,3.265668,0.00167761,0.000172263,0.019377,8.916381,0.00131515,0.000875629,569.0863594
1973.435897,0.00293847,0.0031077,0.535415,1.59E-06,0.00581736,3.306624,0.00150369,0.000157766,0.017802,9.03406,0.00139889,0.00111709,568.912949
1973.456616,0.00204027,0.00229516,0.547115,-2.59E-06,0.00567824,3.477574,0.00146576,0.000156145,0.0174849,9.213881,0.00139453,0.00114942,568.7395386
1973.477335,0.00251019,0.00308704,0.521612,4.40E-06,0.00606386,3.168017,0.00134293,0.000142473,0.0110704,9.088805,0.00143017,0.000944647,568.5661282
1973.498054,0.00243422,0.00261053,0.512467,1.94E-06,0.00569902,2.699074,0.00226137,0.000147845,0.0172745,9.347507,0.00162051,0.00107844,568.3927178
1973.518772,0.00841276,0.00805115,0.535384,1.59E-06,0.00575094,2.879831,0.00125552,0.000125607,0.0182707,9.21815,0.00159192,0.00124815,568.2193074
1973.539491,0.00145064,0.0016453,0.528174,1.75E-05,0.00600903,2.463798,0.00144109,0.000217062,0.0260778,9.442094,0.00170705,0.000984412,568.045897
1973.56021,0.002614,0.00293584,0.540334,2.50E-06,0.00545525,2.614359,0.0010647,0.00011972,0.0135152,9.100136,0.0015813,0.00110374,567.8724866
1973.580929,0.00151624,0.00165628,0.540255,1.19E-05,0.00571221,2.574198,0.00132172,0.000146281,0.0192608,9.410394,0.00170235,0.00111432,567.6990762
1973.601648,0.00182055,0.0020415,0.535262,2.87E-06,0.00538592,2.694756,0.00124214,0.00015768,0.0204482,9.454756,0.00165087,0.00160817,567.5256658
1973.610958,0.0023275,0.00277158,0.55724,1.22E-05,0.00572136,2.881229,0.00112237,0.000125415,0.0330044,9.251602,0.00163931,0.00126433,567.3522554
1973.620268,0.0049615,0.00508278,0.559288,1.76E-06,0.00565852,3.050285,0.00108805,0.000144021,0.0283265,9.285472,0.00149908,0.00114917,567.178845
1973.629578,0.00159625,0.00182534,0.529119,4.96E-06,0.00603358,2.783984,0.00139281,0.000162893,0.0253551,9.250663,0.0015439,0.00104938,567.0054346
1973.638888,0.00177934,0.0020135,0.510442,1.18E-06,0.00537659,2.908289,0.00114449,0.000142251,0.0216696,9.231029,0.00153162,0.00141824,566.8320242
1973.648199,0.00170864,0.00167679,0.501355,9.30E-07,0.00578868,2.389701,0.00119509,0.000130062,0.0209583,9.437166,0.0017049,0.00139979,566.6586138
1973.657509,0.00326379,0.00374217,0.531569,6.89E-06,0.00525351,2.627193,0.000917487,0.00013145,0.013529,9.364431,0.00159236,0.00148885,566.4852034
1973.666819,0.00307286,0.00323778,0.568517,2.05E-06,0.00568986,2.659846,0.0010536,0.000139279,0.0243578,9.457411,0.00161202,0.00113729,566.3117929
1973.676129,0.0016278,0.00187846,0.560603,1.33E-06,0.00583361,2.426492,0.00111564,0.00017935,0.0248573,9.514236,0.00177278,0.00103616,566.1383825
1973.685439,0.00219635,0.00243355,0.560641,9.04E-06,0.00536655,2.542756,0.000987618,0.000130864,0.0166589,9.476271,0.00170507,0.00125359,565.9649721
1973.694749,0.00397832,0.0046045,0.563031,1.12E-05,0.00597847,2.970842,0.00122347,0.000132622,0.0119697,9.274729,0.00155501,0.00127046,565.7915617
1973.704059,0.00313317,0.00295434,0.595323,1.94E-06,0.00617796,3.275411,0.00148231,0.000157588,0.026282,9.152758,0.00142176,0.000828041,565.6181513
1973.71337,0.00241769,0.00263264,0.503426,1.82E-05,0.00649981,2.600982,0.00145372,0.000117965,0.0213878,9.297587,0.00160787,0.000733661,565.4447409
1973.72268,0.0019233,0.00202744,0.514938,9.55E-06,0.005421,2.736027,0.00151251,0.000132693,0.0312456,9.153436,0.00145454,0.00133783,565.2713305
1973.73199,0.00191975,0.00211926,0.50836,4.63E-06,0.0059104,2.568343,0.00109735,0.000116654,0.0171588,9.297876,0.00157245,0.00105065,565.0979201
1973.7413,0.00295018,0.00314755,0.591904,1.17E-05,0.00547043,3.264847,0.00121423,0.000131474,0.0207568,9.413876,0.00142098,0.00139426,564.9245097
1973.75061,0.0020185,0.00221671,0.573463,9.16E-06,0.00686055,2.988577,0.00109992,0.000106104,0.0195758,9.220591,0.0013818,0.000738315,564.7510993
1973.75992,0.00199061,0.00205041,0.539565,1.60E-06,0.00618012,2.782174,0.000996449,9.93E-05,0.0145116,9.193874,0.00143146,0.000967498,564.5776889
1973.76923,0.00156594,0.00200121,0.549123,-2.26E-06,0.00576565,2.815044,0.000980007,0.000113258,0.0149368,9.142014,0.0014411,0.00118897,564.4042785
1973.778541,0.0016684,0.0017101,0.509646,5.59E-06,0.00566191,2.440288,0.00103991,0.000107863,0.0140814,9.283077,0.00155211,0.000999923,564.2308681
1973.787851,0.00206214,0.00200178,0.505799,1.22E-06,0.00518299,2.453404,0.000889055,0.000105392,0.0164901,9.323504,0.00156918,0.00121222,564.0574577
1973.797161,0.00181841,0.0018893,0.495985,-2.91E-06,0.00549905,2.35496,0.000963801,0.000112863,0.0220994,9.280972,0.00152914,0.00129928,563.8840473
1973.806471,0.00148112,0.00165285,0.523002,5.19E-06,0.0052949,2.39352,0.000846892,9.83E-05,0.0206438,9.315118,0.00152533,0.00135944,563.7106369
1973.815781,0.00148598,0.00177157,0.505195,1.50E-05,0.00509579,2.407111,0.00105808,0.000113873,0.0172919,9.287182,0.00149678,0.00140935,563.5372265
1973.825091,0.00172177,0.00204203,0.486519,1.72E-06,0.0052335,2.298914,0.000947562,0.00010742,0.0186816,9.229617,0.00157281,0.0011913,563.3638161
1973.834401,0.00302148,0.00321377,0.550927,1.12E-05,0.0053663,3.14658,0.00108731,0.000114683,0.0185509,9.131482,0.00135073,0.00136736,563.1904057
1973.843712,0.00251582,0.00281124,0.51,8.96E-06,0.00651026,2.935561,0.00113445,9.19E-05,0.0385257,9.098418,0.00136584,0.000610478,563.0169953
1973.853022,0.00196817,0.00209183,0.503009,4.99E-06,0.00579373,2.660976,0.00118016,0.000102055,0.0225524,9.115436,0.00147201,0.000681214,562.8435849
1973.862332,0.00210601,0.00230566,0.524095,1.75E-06,0.00534936,2.91023,0.000908036,8.94E-05,0.0202589,9.091905,0.001389,0.000948692,562.6701745
1973.871642,0.00192737,0.00230036,0.478422,5.38E-06,0.00588028,2.562274,0.00110237,8.60E-05,0.0219926,9.088508,0.00148086,0.00098622,562.496764
1973.880952,0.0017165,0.00185796,0.511099,-2.56E-06,0.00521279,2.834186,0.00105538,0.000103609,0.0254949,9.098667,0.00141529,0.00113738,562.3233536
1973.890262,0.00153003,0.00182571,0.517587,9.99E-06,0.00529732,2.9544,0.000915063,8.16E-05,0.0162427,9.079196,0.00139608,0.00103565,562.1499432
1973.899572,0.00187733,0.00216246,0.53256,1.57E-06,0.0056288,3.154015,0.00101937,8.24E-05,0.0128705,9.079058,0.00137678,0.000871822,561.9765328
1973.908883,0.00191438,0.00190621,0.538605,6.45E-06,0.00592473,3.255111,0.00196694,0.000112175,0.0139473,8.929601,0.00129152,0.0012426,561.8031224
1973.918193,0.00180345,0.00198277,0.534521,6.47E-06,0.00580125,3.209118,0.00105516,9.92E-05,0.0132739,9.092189,0.00137242,0.0010533,561.629712
1973.927503,0.00224744,0.0022207,0.526117,2.12E-06,0.00582442,3.432645,0.00102161,8.44E-05,0.0189108,9.026563,0.00130884,0.000883103,561.4563016
