Age,Ba,BaCa,Cd,Mn,MnCa,P,Y,Distance
1990.00137,3.940071956,0.003085249,0.006486065,0.068273482,0.000124444,12.15323686,9.447403,40.22005391
1990.020548,4.435733881,0.003472512,0.010800748,0.07060495,0.000128694,16.1903848,11.665298,39.9953606
1990.036986,4.032870358,0.003156347,0.005614112,0.065605393,0.000119581,15.36381075,10.131868,39.77066729
1990.056164,4.416212811,0.003455518,0.009197555,0.07237659,0.000131923,18.62295522,13.50256,39.54597398
1990.072603,4.36378039,0.003413644,0.012715096,0.075938968,0.000138417,19.38487023,12.204507,39.32128067
1990.091781,4.107832552,0.003212628,0.017860994,0.076784323,0.000139957,18.38565821,13.577403,39.09658736
1990.110959,3.896947124,0.003046946,0.007960207,0.087576064,0.000159628,18.01750509,12.430645,38.87189405
1990.127397,4.755049349,0.003716931,0.011019994,0.097309923,0.00017737,26.29034175,13.585268,38.64720075
1990.146575,5.321248766,0.004158499,0.014042817,0.090560727,0.000165068,27.48031408,15.439665,38.42250744
1990.163014,4.732673618,0.00369763,0.012299337,0.0957489,0.000174525,30.60325466,13.234887,38.19781413
1990.182192,4.19953567,0.003280262,0.012354066,0.085989308,0.000156736,23.59960242,10.494792,37.97312082
1990.20137,4.469134239,0.003489993,0.01392244,0.088824786,0.000161904,23.11382784,12.09501,37.74842751
1990.217808,4.633027802,0.003617091,0.015451121,0.085114243,0.000155141,22.638279,10.656185,37.5237342
1990.236986,4.895761325,0.003821264,0.016421537,0.081420066,0.000148407,23.88515485,12.824244,37.2990409
1990.253425,4.80453921,0.003749137,0.013776322,0.080303023,0.000146371,26.11478288,9.63458,37.07434759
1990.272603,4.567316136,0.003563131,0.012092736,0.078025269,0.000142219,22.13167315,8.229008,36.84965428
1990.291781,4.68227592,0.00365191,0.011419673,0.07656138,0.000139551,24.84736521,9.307448,36.62496097
1990.308219,4.591313776,0.003580091,0.0143301,0.074186191,0.000135222,21.00586819,9.390619,36.40026766
1990.327397,4.630676799,0.003609903,0.018186885,0.07808629,0.000142331,22.28804405,9.855979,36.17557435
1990.343836,4.359977119,0.003398035,0.023640819,0.072627642,0.000132381,19.29782792,9.97424,35.95088104
1990.363014,5.143008487,0.004007295,0.028878575,0.065353363,0.000119122,25.48790883,14.008248,35.72618774
1990.382192,5.511013192,0.004292969,0.06687992,0.073269899,0.000133552,30.05889022,21.979876,35.50149443
1990.406849,5.445382239,0.004240807,0.02184193,0.06326897,0.000115323,24.92401321,13.127412,35.27680112
1990.434247,5.199609389,0.004048402,0.026361736,0.060165689,0.000109666,21.11726961,11.778462,35.05210781
1990.461644,4.834998955,0.003763581,0.020435451,0.057248313,0.000104348,21.6565832,10.52271,34.8274145
1990.489041,3.888699116,0.003026243,0.014934339,0.053981416,9.84E-05,16.58416572,9.442914,34.60272119
1990.516438,4.007375839,0.00311783,0.014274301,0.051514257,9.39E-05,19.87910397,10.403854,34.37802789
1990.543836,3.678973824,0.002861597,0.012758438,0.051094468,9.31E-05,16.24401718,10.263798,34.15333458
1990.571233,3.530162648,0.002745188,0.010460054,0.052698536,9.61E-05,18.25807305,9.874141,33.92864127
1990.59589,4.152188097,0.003228083,0.011967842,0.055083232,0.000100402,20.72177849,9.909253,33.70394796
1990.623288,4.084576263,0.003174741,0.013453942,0.055582345,0.000101312,18.18208319,10.213536,33.47925465
1990.650685,4.050733637,0.003147673,0.016151541,0.056913209,0.000103738,21.87793648,9.520362,33.25456134
1990.678082,4.498302307,0.003494605,0.01294827,0.053972871,9.84E-05,20.91017789,10.140262,33.02986803
1990.705479,4.536241784,0.003523219,0.016291544,0.054752204,9.98E-05,18.88937,10.791941,32.80517473
1990.732877,4.298048524,0.003337381,0.015907381,0.060215397,0.000109757,19.51496479,11.435581,32.58048142
1990.760274,4.078273626,0.003165948,0.014598803,0.063529517,0.000115797,17.07385847,10.936967,32.35578811
1990.787671,3.745884084,0.0029072,0.011053556,0.057668361,0.000105114,15.05945459,9.753736,32.1310948
1990.80411,3.587859711,0.002783881,0.010238146,0.054116411,9.86E-05,14.56385213,10.209798,31.90640149
1990.823288,3.969340323,0.003079122,0.009594727,0.057280274,0.000104407,17.28560423,11.453516,31.68170818
1990.842466,3.969942943,0.003078802,0.01116303,0.066689325,0.000121557,19.31969525,11.35859,31.45701488
1990.861644,3.932964197,0.003049399,0.009928162,0.072561394,0.00013226,16.62338824,11.980393,31.23232157
1990.880822,3.991998127,0.003094414,0.009162609,0.074427192,0.000135661,16.48207833,12.483458,31.00762826
1990.9,4.109092089,0.003184387,0.018429466,0.080936553,0.000147526,17.45870408,12.603679,30.78293495
1990.916438,4.574382568,0.003544089,0.047613864,0.091312646,0.000166439,25.78622971,12.517119,30.55824164
1990.935616,5.215617423,0.004039902,0.057382228,0.096416019,0.000175741,32.38520355,12.94451,30.33354833
1990.954795,5.84157782,0.004523643,0.031932144,0.097255798,0.000177272,32.32869184,12.145742,30.10885502
1990.973973,5.911929982,0.004577005,0.021305437,0.089352448,0.000162866,25.79095639,11.989342,29.88416172
1990.993151,7.234117109,0.005599259,0.013073425,0.093916779,0.000171185,20.68261494,12.921764,29.65946841
1991.012329,6.848927852,0.005299885,0.008091999,0.091792607,0.000167314,23.32405306,12.060764,29.4347751
1991.031507,4.282039802,0.003312737,0.006162024,0.084131584,0.00015335,15.74578188,10.821083,29.21008179
1991.047945,3.599400994,0.002783918,0.008118553,0.09016024,0.000164338,16.40366594,9.747108,28.98538848
1991.067123,3.582419959,0.002770109,0.008023252,0.092374032,0.000168373,17.57898044,9.19373,28.76069517
1991.086301,4.149590638,0.00320787,0.011394627,0.091164407,0.000166169,21.73459694,13.641938,28.53600187
1991.105479,4.275162843,0.003304176,0.008323489,0.092489145,0.000168583,19.33941252,12.490654,28.31130856
1991.124658,4.485963106,0.003466225,0.008355194,0.116766629,0.000212835,21.13311281,15.182388,28.08661525
1991.143836,4.682151257,0.003616934,0.008661679,0.120814603,0.000220213,20.32488134,14.409411,27.86192194
1991.163014,5.046453478,0.003897392,0.009573389,0.143844043,0.00026219,33.14120632,16.993896,27.63722863
1991.179452,4.996465063,0.003857847,0.009779238,0.182659991,0.000332941,30.40649312,20.322508,27.41253532
1991.19863,4.898447347,0.003781248,0.005475083,0.133223558,0.000242831,22.79288914,15.025796,27.18784201
1991.217808,5.03739192,0.003887515,0.010177142,0.098824111,0.00018013,33.62262922,16.659155,26.96314871
1991.236986,4.757108498,0.00367035,0.008907927,0.090301699,0.000164596,23.538608,12.462745,26.7384554
1991.256164,4.45297613,0.003434852,0.011349576,0.082470519,0.000150322,27.94845131,11.777389,26.51376209
1991.275342,3.932820395,0.003032881,0.008429096,0.08140991,0.000148389,20.76079125,9.694721,26.28906878
1991.294521,3.850431534,0.002968634,0.004927321,0.083936471,0.000152994,31.35115431,10.422415,26.06437547
1991.319178,3.692426163,0.002846088,0.007814075,0.074495548,0.000135786,23.5243539,9.387325,25.83968216
1991.346575,2.887767594,0.002225342,0.007957836,0.06391367,0.000116498,15.10135757,8.062426,25.61498886
1991.371233,2.77958484,0.00214144,0.006239343,0.061265079,0.00011167,15.97716352,8.168714,25.39029555
1991.39863,2.742283682,0.002112194,0.006294696,0.061636902,0.000112348,17.33450004,7.74797,25.16560224
1991.426027,2.81378176,0.00216673,0.008608644,0.053834185,9.81E-05,15.75601499,7.700172,24.94090893
1991.450685,3.337429379,0.002569327,0.011306164,0.050026956,9.12E-05,19.65253472,9.635059,24.71621562
1991.478082,3.59018893,0.002763228,0.014852981,0.051973243,9.47E-05,21.94553663,10.801553,24.49152231
1991.50274,3.682960117,0.002833963,0.010307826,0.049607237,9.04E-05,16.78666875,8.883162,24.266829
1991.530137,3.346048312,0.002574092,0.009496399,0.049343886,8.99E-05,14.34260135,8.602574,24.0421357
1991.557534,3.606484908,0.002773765,0.008399194,0.053238878,9.70E-05,15.11489094,11.52616,23.81744239
1991.582192,3.329553897,0.00256013,0.009002466,0.051265363,9.34E-05,14.7075417,8.974026,23.59274908
1991.609589,4.229526614,0.003251376,0.010283515,0.053209155,9.70E-05,19.13621508,10.789516,23.36805577
1991.634247,3.759186285,0.002889093,0.01129883,0.051270056,9.35E-05,18.98406237,9.954706,23.14336246
1991.661644,3.580239995,0.00275088,0.008280874,0.050952324,9.29E-05,18.18392279,9.012458,22.91866915
1991.689041,3.731805527,0.002866644,0.011616959,0.055316204,0.000100827,16.97103758,11.140418,22.69397585
1991.713699,3.74413461,0.002875422,0.010772152,0.054349084,9.91E-05,19.44048227,12.648674,22.46928254
1991.741096,4.216544299,0.003237421,0.018088638,0.057947076,0.000105622,22.24782596,18.928867,22.24458923
1991.765753,4.350788894,0.003339701,0.018143783,0.063158612,0.000115121,18.96381154,15.030351,22.01989592
1991.793151,4.596010478,0.003527053,0.009120701,0.063463037,0.000115676,21.22945487,14.471433,21.79520261
1991.820548,4.736307409,0.003633866,0.015054779,0.063629415,0.00011598,24.73243497,13.907238,21.5705093
1991.836986,4.507874854,0.003457729,0.006783228,0.068215434,0.000124339,25.08838192,13.286992,21.345816
1991.853425,4.755497428,0.003646784,0.010405031,0.070961466,0.000129344,24.45642342,13.838563,21.12112269
1991.869863,5.221545202,0.004003224,0.007062947,0.075615668,0.000137827,24.38151912,12.45892,20.89642938
1991.889041,4.846657783,0.003714886,0.006310139,0.075588257,0.000137777,18.56512402,12.017041,20.67173607
1991.905479,5.909832832,0.004528707,0.010668891,0.082072723,0.000149597,24.40020732,13.272542,20.44704276
1991.921918,6.726219358,0.00515305,0.011037983,0.082027978,0.000149515,27.5773573,15.10108,20.22234945
1991.941096,6.942196267,0.005317212,0.007462181,0.08306042,0.000151397,22.51200097,12.610734,19.99765614
1991.957534,7.458545016,0.005711335,0.011548384,0.086103245,0.000156943,30.39492311,14.381055,19.77296284
1991.973973,5.874088338,0.004496971,0.007688269,0.081649179,0.000148825,24.37943488,14.547204,19.54826953
1991.993151,4.204207623,0.00321776,0.006281231,0.083486243,0.000152173,17.74014501,11.687778,19.32357622
1992.009563,4.744598175,0.003630486,0.006689993,0.097314178,0.000177378,26.67390226,13.952255,19.09888291
1992.025956,4.690979766,0.003588601,0.008644746,0.102262921,0.000186398,25.69255067,12.717303,18.8741896
1992.045082,4.0420352,0.00309141,0.007643359,0.090688533,0.000165301,19.12559097,11.151514,18.64949629
1992.061475,3.862865978,0.002953649,0.011218729,0.09363109,0.000170665,18.65313209,10.149186,18.42480299
1992.077869,3.347395075,0.0025589,0.008670076,0.092158018,0.00016798,15.53011354,9.067194,18.20010968
1992.096995,3.239250197,0.002475616,0.008171681,0.090999154,0.000165867,14.92148221,9.228415,17.97541637
1992.113388,3.875641249,0.002961278,0.008442564,0.092588597,0.000168764,18.1963208,10.064021,17.75072306
1992.129781,3.357320622,0.002564611,0.00802475,0.094438067,0.000172136,14.29823321,8.565233,17.52602975
1992.148907,3.765927806,0.002876043,0.007205122,0.0932412,0.000169954,15.21165994,9.572096,17.30133644
1992.165301,3.726859766,0.002845507,0.002057956,0.08753898,0.00015956,13.62353989,8.633596,17.07664313
1992.181694,4.504478042,0.003438426,0.009619731,0.088328793,0.000161,21.04686393,10.069829,16.85194983
1992.20082,4.095309405,0.003125328,0.007576518,0.082536826,0.000150443,14.03531929,8.401081,16.62725652
1992.217213,4.350874549,0.003319557,0.007120557,0.07437609,0.000135568,13.71083826,8.952631,16.40256321
1992.233607,4.831927591,0.003685683,0.009856286,0.072218042,0.000131634,16.00442392,9.848423,16.1778699
1992.252732,5.631663247,0.004294659,0.014620568,0.071634389,0.00013057,20.86602392,12.040804,15.95317659
1992.269126,4.922155313,0.003752712,0.008873744,0.073740802,0.00013441,17.3105972,8.9556,15.72848328
1992.285519,4.476573894,0.003412152,0.009088501,0.064307742,0.000117216,14.67522354,8.653143,15.50378998
1992.304645,5.22788363,0.003983858,0.011526605,0.069777732,0.000127186,18.13518333,8.359932,15.27909667
1992.321038,5.577589412,0.004249314,0.009404426,0.069371764,0.000126446,20.74345139,8.493519,15.05440336
1992.337432,6.156128333,0.004688967,0.010776709,0.075203457,0.000137076,22.3969637,9.83656,14.82971005
1992.356557,7.089292821,0.005398378,0.012367656,0.081924233,0.000149326,30.1309324,11.210278,14.60501674
1992.372951,9.670008515,0.007361781,0.016035069,0.081523904,0.000148596,49.52964236,13.337731,14.38032343
1992.389344,8.676811083,0.006604129,0.012319882,0.077844876,0.000141891,37.96288408,11.904904,14.15563012
1992.40847,9.745163938,0.007415455,0.018562016,0.072802266,0.000132699,45.6946462,11.679659,13.93093682
1992.43306,11.35482281,0.008638172,0.01858622,0.068455129,0.000124776,55.98725886,13.647755,13.70624351
1992.460383,11.77937326,0.008959036,0.019940941,0.066562507,0.000121326,61.48366513,14.436943,13.4815502
1992.487705,8.961288215,0.00681407,0.018590751,0.06098616,0.000111162,43.25662902,15.337438,13.25685689
1992.512295,8.232644267,0.006258505,0.012328375,0.057509894,0.000104825,41.57251097,12.438713,13.03216358
1992.539617,9.059386681,0.006885349,0.013490868,0.055151878,0.000100527,46.50614235,13.76199,12.80747027
1992.56694,10.71705253,0.008143186,0.022131465,0.061859325,0.000112753,58.98145744,17.345087,12.58277697
1992.59153,12.0979589,0.009190285,0.027531242,0.065047344,0.000118564,58.39803842,19.354908,12.35808366
1992.618852,11.44094479,0.008689032,0.021022021,0.063747934,0.000116196,55.35431724,15.482493,12.13339035
1992.646175,13.62348893,0.01034417,0.020054849,0.069120158,0.000125988,64.35450327,18.474363,11.90869704
1992.670765,13.36329525,0.010144166,0.018063776,0.074530004,0.000135848,65.72457981,17.366109,11.68400373
1992.698087,13.20738679,0.010023395,0.019161558,0.075989048,0.000138508,63.97240908,17.030402,11.45931042
1992.72541,10.74677555,0.008154042,0.016212892,0.07470603,0.000136169,48.24599577,13.605891,11.23461711
1992.75,9.487515111,0.007196872,0.015279639,0.07628111,0.00013904,47.28038327,13.649398,11.00992381
1992.777322,8.753345893,0.00663833,0.011361132,0.06941072,0.000126517,40.62344776,13.60449,10.7852305
1992.804645,8.931542555,0.006771792,0.012410786,0.067189476,0.000122469,39.11632134,13.620926,10.56053719
1992.829235,9.789107253,0.007420275,0.019696358,0.069630886,0.000126919,40.99555726,15.551842,10.33584388
1992.856557,8.755816553,0.006635391,0.012135945,0.066128181,0.000120534,37.26379812,15.118309,10.11115057
1992.88388,8.988161602,0.006809859,0.013099789,0.064805024,0.000118122,38.43159504,13.660836,9.886457264
1992.90847,9.889247555,0.007490777,0.015594534,0.064156755,0.000116941,40.83706706,13.284401,9.661763955
1992.935792,9.832544662,0.007446032,0.014359617,0.061961618,0.00011294,41.80831036,12.504243,9.437070647
1992.963115,13.26869808,0.010045789,0.020006518,0.068168804,0.000124254,53.4851693,17.07103,9.212377338
1992.990437,12.87240406,0.009743374,0.021204752,0.067848533,0.00012367,53.01198129,14.905272,8.98768403
1993.006849,13.69143237,0.01036084,0.023631591,0.072475847,0.000132104,52.43810799,12.793148,8.762990721
1993.023288,12.94733617,0.00979537,0.021252079,0.075284264,0.000137223,49.38758207,13.392248,8.538297413
1993.039726,14.93646875,0.011297566,0.018862958,0.099149865,0.000180724,53.32032686,14.923677,8.313604104
1993.058904,14.16882028,0.010714423,0.018767117,0.093448633,0.000170332,46.65137903,12.809052,8.088910796
1993.075342,12.59762546,0.00952397,0.020278877,0.077528541,0.000141314,45.25103212,12.778608,7.864217488
1993.091781,13.77648495,0.01041272,0.021154319,0.071968175,0.000131179,49.99828944,14.772842,7.639524179
1993.110959,14.14060661,0.010685417,0.017363999,0.071751551,0.000130784,50.565641,13.204814,7.414830871
1993.127397,14.50916921,0.010961278,0.020229556,0.071187984,0.000129757,48.92799777,13.413868,7.190137562
1993.143836,14.12086241,0.010665287,0.018969168,0.072209453,0.000131619,46.51380436,11.292664,6.965444254
1993.160274,16.89049529,0.012754206,0.017009209,0.073401057,0.000133791,50.89433728,11.770004,6.740750945
1993.179452,19.42237671,0.014662462,0.020934759,0.070874152,0.000129185,56.1815223,12.54643,6.516057637
1993.19589,21.0428646,0.015881933,0.022828906,0.073219365,0.000133459,60.87461554,12.360287,6.291364328
1993.212329,22.1600368,0.016721157,0.024899866,0.074543307,0.000135873,59.59105685,11.58306,6.06667102
1993.231507,20.72553501,0.015634994,0.016442566,0.072684775,0.000132485,54.59931504,10.351939,5.841977711
1993.247945,30.22081707,0.022792582,0.025682186,0.081179767,0.000147969,74.9966045,12.631369,5.617284403
1993.264384,25.67500749,0.019359684,0.019797724,0.080703057,0.0001471,62.14682734,11.082253,5.392591095
1993.280822,26.3164915,0.019838375,0.02268213,0.077437342,0.000141148,63.11644434,10.401749,5.167897786
1993.3,38.57351855,0.029071456,0.033968969,0.081375747,0.000148326,94.13871435,12.36728,4.943204478
1993.316438,42.18819072,0.031788023,0.028421053,0.0706431,0.000128764,98.0908056,12.421845,4.718511169
1993.332877,45.38979645,0.034192146,0.037511913,0.06893607,0.000125652,108.1001734,12.223204,4.493817861
1993.352055,48.38291107,0.036438264,0.042764665,0.072505803,0.000132159,115.3581398,11.555507,4.269124552
1993.373973,45.99741587,0.034633364,0.034059177,0.065855975,0.000120038,105.6257027,11.009917,4.044431244
1993.39863,45.06544607,0.033923646,0.029439406,0.069858982,0.000127334,111.6356991,10.429401,3.819737935
1993.423288,54.25936869,0.040834669,0.031532213,0.074775261,0.000136295,132.9227312,10.450871,3.595044627
1993.447945,52.2583149,0.039319524,0.03081455,0.069279384,0.000126278,120.8453378,10.186593,3.370351318
1993.472603,45.3546594,0.034116754,0.029853449,0.105528557,0.000192351,113.033978,10.024641,3.14565801
1993.49726,40.38191876,0.030369175,0.02881305,0.061665143,0.000112399,96.65781382,9.637334,2.920964701
1993.521918,39.8650656,0.02997333,0.026512543,0.05754587,0.000104891,83.16818906,9.474368,2.696271393
1993.546575,24.04073951,0.018071264,0.019834934,0.05320721,9.70E-05,58.50638253,8.814664,2.471578085
1993.571233,28.80548683,0.021647475,0.028203275,0.057817417,0.000105386,64.32738264,10.254526,2.246884776
1993.59589,34.84259914,0.026178107,0.022935397,0.057643111,0.000105068,80.01501594,11.020515,2.022191468
1993.620548,33.99796591,0.025537775,0.027251598,0.059305801,0.000108099,71.8702204,10.179471,1.797498159
1993.645205,40.96189437,0.030761128,0.027022845,0.065313155,0.000119049,95.36015629,10.298376,1.572804851
1993.669863,44.50598892,0.033414844,0.024637541,0.070013746,0.000127616,100.7728749,10.183485,1.348111542
1993.694521,41.94178974,0.031482155,0.01737343,0.068520678,0.000124895,104.8225595,10.056601,1.123418234
1993.719178,48.51728124,0.036408818,0.024578178,0.073951897,0.000134795,126.1424344,10.066788,0.898724925
1993.743836,53.34646415,0.040023454,0.027752434,0.084828372,0.00015462,135.5279233,9.916827,0.674031617
1993.768493,40.72085024,0.03054396,0.023649953,0.080569632,0.000146857,105.1549344,10.080919,0.449338308
1993.793151,39.85142271,0.029884421,0.02428692,0.088102831,0.000160588,110.5926163,10.571236,0.224645
