Age,Ba138Ca,BaCa,BCa,Cd,CdCa,Ce,CeCa,La,LaCa,MgCa,Mn,MnCa,P,PbCa,PCa,SrCa,UCa,Y,YCa,Dist
1951.285215,0.004931031,0.00474773,0.505076169,0.011478626,1.02E-05,20.52617747,1.47E-05,28.7345946,2.07E-05,2.968008866,0.193828944,0.000353111,9.041385425,6.21E-05,0.029214807,8.882619529,0.001421021,155.305368,0.000174832,510.077725
1951.330419,0.004848436,0.004791269,0.494115807,0.014698703,1.31E-05,14.79950415,1.06E-05,24.01197881,1.73E-05,3.099205951,0.239307166,0.000435962,8.367391878,6.84E-05,0.027036978,8.877054986,0.001330075,126.23429,0.000142106,509.8304132
1951.375624,0.004776297,0.004646665,0.502345294,0.012894625,1.15E-05,17.68581985,1.26E-05,23.67257858,1.71E-05,3.318729424,0.218270369,0.000397637,7.631857313,5.65E-05,0.024660296,9.090462753,0.001351869,120.15163,0.000135258,509.5831014
1951.420829,0.004467957,0.004525774,0.459284587,0.012623729,1.12E-05,15.60636562,1.11E-05,21.19941504,1.53E-05,3.051455297,0.224292872,0.000408609,7.937802539,4.52E-05,0.025648876,8.886778369,0.001330668,119.123898,0.000134101,509.3357895
1951.466034,0.004572904,0.004732439,0.476240821,0.011952187,1.06E-05,16.67367185,1.19E-05,19.15886421,1.38E-05,3.155375873,0.27021186,0.000492263,4.671477597,7.20E-05,0.015094624,8.977466431,0.001232326,109.921309,0.000123742,509.0884777
1951.511238,0.004899911,0.005074309,0.488228471,0.012720305,1.13E-05,13.68235339,9.77E-06,16.71309216,1.20E-05,3.636779269,0.29004622,0.000528396,4.631529717,7.07E-05,0.014965544,8.995430592,0.001214965,80.94842,9.11E-05,508.8411659
1951.556443,0.005151438,0.005252144,0.472404811,0.015375953,1.37E-05,15.99317825,1.14E-05,16.44667134,1.19E-05,3.285738887,0.278459336,0.000507288,9.863377398,9.15E-05,0.031870853,9.05365709,0.001236332,97.738932,0.000110028,508.5938541
1951.601648,0.004874342,0.004799408,0.477689633,0.016781729,1.49E-05,21.20195569,1.51E-05,26.81544474,1.93E-05,2.882079609,0.202103481,0.000368185,8.701222752,7.05E-05,0.028115663,9.148247996,0.001468218,133.219514,0.000149969,508.3465422
1951.664491,0.004411898,0.004550848,0.490015971,0.01475851,1.31E-05,24.00365357,1.71E-05,27.7380002,2.00E-05,2.828806106,0.185815764,0.000338513,7.004869425,5.66E-05,0.022634353,9.186235851,0.001482082,143.232114,0.000161241,508.0992304
1951.727335,0.004450805,0.004530517,0.485848601,0.008150714,7.26E-06,24.69020556,1.76E-05,28.82211393,2.08E-05,2.787390084,0.180083075,0.000328069,7.39717075,4.47E-05,0.023901969,9.123990922,0.001549464,157.426561,0.00017722,507.8519186
1951.790178,0.004712259,0.004641811,0.461897701,0.00931221,8.29E-06,28.56904418,2.04E-05,36.57663348,2.64E-05,2.429561261,0.185339372,0.000337645,9.962657645,4.46E-05,0.032191651,9.172599695,0.001540351,182.628651,0.000205591,507.6046067
1951.853022,0.004642524,0.004563274,0.434188768,0.008673179,7.72E-06,31.00276754,2.21E-05,35.71552907,2.57E-05,2.563392745,0.190278993,0.000346644,10.88404513,6.09E-05,0.035168867,9.318134602,0.001505525,222.486145,0.000250459,507.3572949
1951.915865,0.004447094,0.004464952,0.427398855,0.003489062,3.11E-06,34.44303574,2.46E-05,44.14215343,3.18E-05,2.139070394,0.192578064,0.000350832,13.22823235,6.27E-05,0.042743478,9.289075756,0.001506353,262.106678,0.000295061,507.1099831
1951.978709,0.004273587,0.004421183,0.387102076,0.015649567,1.39E-05,41.41183713,2.96E-05,50.78526278,3.66E-05,1.990728583,0.175494367,0.00031971,14.32238077,7.92E-05,0.046278924,9.177215515,0.00153797,297.089144,0.000334442,506.8626713
1952.041552,0.004224521,0.004383343,0.384595944,0.020622277,1.84E-05,32.76371301,2.34E-05,40.61992338,2.93E-05,2.254991316,0.212589007,0.000387287,11.26824246,6.05E-05,0.036410297,8.962180024,0.001305333,237.48751,0.000267347,506.6153594
1952.104396,0.004373142,0.004663403,0.414247066,0.007972691,7.10E-06,19.7207652,1.41E-05,25.86034695,1.86E-05,2.584568791,0.166659928,0.000303615,9.147838548,5.00E-05,0.029558782,8.896076618,0.00140247,146.651936,0.00016509,506.3680476
1952.129258,0.004708383,0.004625871,0.392675352,0.010596988,9.43E-06,27.15595436,1.94E-05,31.86992177,2.30E-05,2.523220874,0.171692683,0.000312784,11.17131942,5.04E-05,0.036097116,8.852364425,0.001197114,182.127224,0.000205026,506.1207358
1952.154121,0.005397498,0.005255086,0.372369027,0.008782549,7.82E-06,27.03063832,1.93E-05,27.79752905,2.00E-05,2.520817003,0.169236062,0.000308308,23.52666545,5.45E-05,0.076020097,8.853043522,0.001278327,137.282126,0.000154543,505.8734239
1952.178983,0.004713189,0.00491048,0.450004678,0.009333805,8.31E-06,19.27096831,1.38E-05,23.9464861,1.73E-05,3.06401171,0.186777979,0.000340266,7.328189129,4.68E-05,0.023679074,8.829509855,0.001281113,112.250943,0.000126364,505.6261121
1952.203846,0.004984688,0.004815497,0.477489455,0.017480679,1.56E-05,16.07785288,1.15E-05,19.74264693,1.42E-05,3.19266605,0.18420825,0.000335584,6.602772698,4.87E-05,0.021335085,8.947438807,0.001276754,109.466104,0.000123229,505.3788003
1952.228709,0.005332392,0.005238087,0.457506239,0.007455525,6.64E-06,17.05233073,1.22E-05,19.90738216,1.43E-05,3.534076778,0.238252723,0.000434041,9.428651745,4.79E-05,0.030466154,8.930081021,0.001148759,104.955339,0.000118151,505.1314885
1952.253571,0.00519769,0.005196828,0.458436163,0.007705307,6.86E-06,16.61258746,1.19E-05,23.57021488,1.70E-05,3.532416938,0.196267406,0.000357553,11.76305475,4.34E-05,0.03800915,8.952737901,0.001143865,122.436657,0.000137831,504.8841766
1952.278434,0.005106281,0.005179877,0.476395464,0.010131789,9.02E-06,28.60121669,2.04E-05,31.91655992,2.30E-05,3.121046732,0.211535747,0.000385369,11.54414373,6.55E-05,0.037301798,9.081226691,0.001243724,147.415388,0.00016595,504.6368648
1952.303296,0.004318424,0.004510509,0.501252397,0.021696032,1.93E-05,20.6225994,1.47E-05,23.94999262,1.73E-05,2.751919345,0.174992885,0.000318796,7.028611457,7.16E-05,0.022711069,8.902670395,0.001402809,125.342388,0.000141102,504.389553
1952.328159,0.004896496,0.004759707,0.501719232,0.015791687,1.41E-05,24.81260746,1.77E-05,25.27205411,1.82E-05,3.216457189,0.258825886,0.00047152,6.541977725,0.000110795,0.021138643,9.056748242,0.001318051,121.421591,0.000136688,504.1422411
1952.353022,0.004541818,0.004618662,0.496475243,0.051275935,4.57E-05,19.61923361,1.40E-05,20.59446901,1.48E-05,3.000715223,0.214564554,0.000390886,6.115300145,0.000117317,0.019759949,8.868768463,0.001285641,93.038754,0.000104737,503.8949293
1952.377884,0.004654355,0.00466812,0.502810138,0.022667585,2.02E-05,30.57446357,2.18E-05,33.89777129,2.44E-05,2.694403465,0.19999475,0.000364344,10.06756415,0.000122483,0.032530628,9.110037044,0.001459647,143.667231,0.000161731,503.6476175
1952.402747,0.004743812,0.004692781,0.499998801,0.019787137,1.76E-05,37.21619763,2.66E-05,40.7734835,2.94E-05,2.656523881,0.200841512,0.000365886,11.43349131,0.000133072,0.036944254,9.231244731,0.001531294,173.752601,0.000195599,503.4003057
1952.42761,0.004942614,0.004658854,0.512666932,0.0207964,1.85E-05,37.99208432,2.71E-05,42.16568737,3.04E-05,2.71086116,0.17981778,0.000327586,11.79888712,0.000120856,0.038124933,9.363167283,0.001556186,178.091574,0.000200483,503.1529938
1952.452472,0.004865319,0.004909945,0.524998198,0.010251014,9.13E-06,40.16163444,2.87E-05,42.68333335,3.08E-05,2.627579214,0.160032462,0.000291542,12.74900355,0.000125895,0.041194979,9.336803068,0.001637194,192.507454,0.000216711,502.905682
1952.477335,0.005010803,0.004909403,0.52640627,0.01294726,1.15E-05,41.24300699,2.95E-05,38.73244007,2.79E-05,2.653719278,0.230671974,0.00042023,13.12097366,0.000173334,0.0423969,9.300901384,0.001599606,169.916987,0.000191281,502.6583702
1952.502197,0.004610801,0.004686862,0.508897943,0.008553511,7.62E-06,41.54647942,2.97E-05,44.08906073,3.18E-05,2.518168111,0.130930478,0.000238525,9.178326029,9.22E-05,0.029657294,9.33623331,0.001559966,180.528093,0.000203226,502.4110584
1952.52706,0.005118396,0.005015101,0.539912867,0.013490706,1.20E-05,29.41061488,2.10E-05,35.14186179,2.53E-05,3.460825177,0.153694387,0.000279995,9.986872775,0.000103757,0.032269895,9.32575691,0.001411315,126.339795,0.000142225,502.1637465
1952.551923,0.004560471,0.005071175,0.550433831,0.018800924,1.67E-05,24.37192583,1.74E-05,31.42175993,2.26E-05,3.613516267,0.198894841,0.00036234,10.66387642,0.000124067,0.034457451,9.069144123,0.001300442,116.670037,0.000131339,501.9164347
1952.576785,0.004865169,0.005028221,0.546328583,0.008986868,8.00E-06,36.02557649,2.57E-05,39.59458289,2.85E-05,2.945514977,0.170495511,0.000310603,12.35958939,0.000126831,0.039936691,9.205347992,0.001404729,149.418602,0.000168205,501.6691229
1952.601648,0.005079331,0.005366937,0.551403383,0.011520602,1.03E-05,37.13522142,2.65E-05,38.87230323,2.80E-05,2.562732168,0.172595731,0.000314429,15.50625922,0.000173515,0.050104309,9.396918419,0.001665339,169.111485,0.000190374,501.421811
1952.621758,0.004053351,0.004546675,0.538170384,0.025557821,2.28E-05,52.19678351,3.73E-05,57.98436732,4.18E-05,2.282108071,0.287552635,0.000523853,15.83160731,0.000171796,0.051155584,9.389792545,0.001765049,247.634157,0.000278769,501.1744992
1952.641868,0.004255496,0.004600974,0.552362351,0.020496299,1.82E-05,41.02449892,2.93E-05,52.00528054,3.75E-05,2.200939133,0.115452736,0.000210328,12.50098845,0.000104882,0.040393585,9.490178762,0.001697202,221.838673,0.00024973,500.9271874
1952.661978,0.004394178,0.004724172,0.56695244,0.013953709,1.24E-05,31.2922884,2.24E-05,37.64513137,2.71E-05,2.494195675,0.189692625,0.000345575,11.42424105,0.000116625,0.036914365,9.337602784,0.001550893,169.510667,0.000190823,500.6798756
1952.682087,0.005037997,0.00489791,0.572361322,0.016088212,1.43E-05,33.00682632,2.36E-05,42.34996901,3.05E-05,2.957901122,0.149053342,0.00027154,13.11124934,0.000136766,0.042365479,9.50366597,0.001545472,164.471843,0.000185151,500.4325637
1952.702197,0.005211959,0.005158492,0.585657759,0.013726313,1.22E-05,28.01701468,2.00E-05,28.25681126,2.04E-05,3.437014848,0.192411723,0.000350529,17.69193379,0.000158031,0.057166729,9.1893616,0.001252467,117.17508,0.000131908,500.1852519
1952.722307,0.005478399,0.005208269,0.593841398,0.01641013,1.46E-05,33.93084198,2.42E-05,36.32379692,2.62E-05,2.91217381,0.353011052,0.000643103,14.71684461,0.00038332,0.047553528,9.391746116,0.001429535,149.051424,0.000167792,499.9379401
1952.742417,0.005136291,0.004980436,0.592793383,0.016290368,1.45E-05,44.49230617,3.18E-05,56.39585699,4.06E-05,2.60703736,0.291721333,0.000531448,13.03699791,0.000257712,0.042125555,9.573207987,0.001678055,222.87253,0.000250894,499.6906282
1952.762527,0.004425344,0.004603706,0.569878728,0.019528039,1.74E-05,51.36740537,3.67E-05,51.05149164,3.68E-05,2.432217858,0.327104606,0.000595908,14.26473562,0.000211618,0.04609266,9.369200908,0.001548733,235.433145,0.000265034,499.4433164
1952.782637,0.004316486,0.004493197,0.551564919,0.018834572,1.68E-05,50.82897065,3.63E-05,59.25913122,4.27E-05,2.266430715,0.252817353,0.000460574,15.18829834,0.000169512,0.049076904,9.611298456,0.001654999,247.175916,0.000278253,499.1960046
1952.802747,0.004900598,0.00474492,0.620507956,0.015838784,1.41E-05,36.93402071,2.64E-05,43.65246345,3.15E-05,2.916871093,0.23536236,0.000428775,10.31157405,0.000161972,0.03331908,9.179032458,0.001472363,179.403299,0.00020196,498.9486928
1952.822857,0.004995164,0.004989846,0.602193231,0.030174481,2.69E-05,35.83677123,2.56E-05,39.9865621,2.88E-05,2.837926083,0.282707684,0.000515027,11.10326724,0.000178338,0.035877224,9.17629765,0.001392008,158.50705,0.000178436,498.7013809
1952.842967,0.004772936,0.004616779,0.565998914,0.026763413,2.38E-05,42.06113113,3.00E-05,53.90172192,3.88E-05,2.601575018,0.228510779,0.000416293,9.880361564,0.00015997,0.031925733,9.40345925,0.001544189,196.42644,0.000221123,498.4540691
1952.863077,0.004742061,0.004738334,0.583103113,0.018764197,1.67E-05,31.85117665,2.28E-05,39.29129421,2.83E-05,2.663794946,0.250405087,0.000456179,8.098766536,0.000114261,0.026168988,9.184717582,0.001413628,154.085664,0.000173459,498.2067573
1952.883187,0.004740275,0.004680144,0.554441992,0.024609582,2.19E-05,41.00584653,2.93E-05,50.82888529,3.66E-05,2.788824842,0.282999706,0.000515559,10.36912047,0.000195217,0.033505026,9.114065345,0.001363729,211.782359,0.00023841,497.9594454
1952.903296,0.004097836,0.004276188,0.496477938,0.022081091,1.97E-05,59.47310952,4.25E-05,69.16203646,4.98E-05,2.332199129,0.273836356,0.000498866,14.23220725,0.000201006,0.045987553,9.322213326,0.001554851,309.153521,0.000348023,497.7121336
1952.923406,0.00490016,0.005013274,0.547272853,0.019531375,1.74E-05,39.5934784,2.83E-05,48.163102,3.47E-05,2.878234076,0.240951439,0.000438957,42.46706956,0.000976577,0.137220922,9.157657881,0.001338848,186.355395,0.000209786,497.4648218
1952.943516,0.004995751,0.004917926,0.518553189,0.028054441,2.50E-05,37.34041073,2.67E-05,43.79769635,3.16E-05,3.095893539,0.273901068,0.000498984,27.05631207,0.000940939,0.087425201,8.96763498,0.001213187,186.83788,0.000210329,497.21751
1952.963626,0.0043556,0.004465464,0.470867876,0.019988949,1.78E-05,45.35619412,3.24E-05,58.69075893,4.23E-05,2.770083066,0.278211187,0.000506836,17.3202236,0.000329662,0.055965648,9.125759188,0.001341192,236.28396,0.000265992,496.9701981
1952.983736,0.004128861,0.004114471,0.450915649,0.018739131,1.67E-05,47.12484101,3.37E-05,76.56672239,5.52E-05,2.479285397,0.261087831,0.000475641,13.12515854,0.000197734,0.042410422,9.018638311,0.001268713,268.447664,0.0003022,496.7228863
1953.003846,0.004066392,0.004055495,0.456326041,0.01311497,1.17E-05,59.70213253,4.26E-05,66.85004589,4.82E-05,2.652751707,0.228192813,0.000415714,14.73499772,0.00017634,0.047612185,9.103850722,0.001342396,265.196956,0.00029854,496.4755745
1953.023956,0.004412356,0.004217274,0.465926064,0.019800372,1.76E-05,63.37909153,4.53E-05,67.03720751,4.83E-05,2.866705145,0.295856283,0.000538981,16.94925871,0.000323662,0.054766974,9.020160242,0.001182228,255.047834,0.000287115,496.2282627
1953.044066,0.004081698,0.004143093,0.428753877,0.022434363,2.00E-05,72.70996084,5.19E-05,83.44853735,6.01E-05,2.555008254,0.300283613,0.000547046,17.22748643,0.000385949,0.055665993,9.100855576,0.001269702,317.798438,0.000357755,495.9809508
1953.064176,0.004635441,0.004531446,0.415488395,0.026250525,2.34E-05,60.68682938,4.33E-05,70.33446293,5.07E-05,2.594672419,0.273922039,0.000499022,19.54613997,0.000265216,0.063158098,9.217589683,0.001288284,272.192601,0.000306415,495.733639
1953.084286,0.004415837,0.0044275,0.39653321,0.043303115,3.86E-05,47.16829744,3.37E-05,54.0710257,3.90E-05,2.375493632,0.362654826,0.000660672,15.91437983,0.000590148,0.051423041,9.02080772,0.001244179,220.236518,0.000247927,495.4863272
1953.104396,0.004256031,0.004239255,0.414298332,0.017617283,1.57E-05,56.86573384,4.06E-05,64.0027588,4.61E-05,2.267693351,0.241224627,0.000439455,16.2828377,0.000302513,0.052613614,9.046412787,0.001376349,268.62976,0.000302405,495.2390153
1953.1496,0.004570963,0.004241148,0.467289428,0.014643587,1.30E-05,49.81269555,3.56E-05,52.98062322,3.82E-05,2.449691437,0.213673528,0.000389263,11.6837852,0.000123093,0.037753012,9.420289657,0.001551723,244.015554,0.000274696,494.9917035
1953.194805,0.004443512,0.004212045,0.479738427,0.011448987,1.02E-05,40.73000001,2.91E-05,45.53967298,3.28E-05,2.973376267,0.227375734,0.000414225,7.210275348,0.000140876,0.023298067,9.115752853,0.001376994,200.455632,0.000225659,494.7443917
1953.24001,0.004699133,0.004473272,0.508139989,0.017442864,1.55E-05,31.11984849,2.22E-05,32.74262195,2.36E-05,3.752281581,0.275490547,0.000501879,5.868877145,0.000161711,0.018963699,8.871897738,0.001071818,151.66729,0.000170736,494.4970799
1953.285215,0.004548137,0.004587563,0.47975562,0.019770929,1.76E-05,20.21947767,1.44E-05,25.31083438,1.82E-05,3.688434811,0.283360032,0.000516216,5.370539917,0.000183275,0.017353456,8.767288699,0.001093244,107.035725,0.000120493,494.249768
1953.330419,0.004668215,0.004402235,0.450812887,0.024462514,2.18E-05,53.73902886,3.84E-05,60.48127671,4.36E-05,2.913645065,0.236532464,0.000430907,11.45466676,0.000221951,0.037012677,9.107224396,0.001307231,259.121306,0.000291701,494.0024562
1953.375624,0.004246744,0.004176734,0.498291543,0.009018914,8.03E-06,35.7122144,2.55E-05,38.02861755,2.74E-05,2.958866559,0.201389827,0.000366885,5.930513556,8.64E-05,0.019162861,8.910392166,0.001365889,199.681384,0.000224787,493.7551444
1953.420829,0.004391841,0.004307833,0.479000818,0.019275749,1.72E-05,46.01932456,3.29E-05,51.56047376,3.72E-05,2.589275357,0.195915314,0.000356912,7.789590466,0.000120846,0.025169968,9.32375221,0.001405197,244.355974,0.000275079,493.5078325
1953.466034,0.004435212,0.004353297,0.471182119,0.04028306,3.59E-05,41.45034267,2.96E-05,44.50355383,3.21E-05,3.092115102,0.206892894,0.00037691,9.336676925,0.000165227,0.030168962,8.91544824,0.001202543,185.559365,0.00020889,493.2605207
1953.511238,0.004790232,0.004731209,0.422534108,0.035488387,3.16E-05,54.42001768,3.89E-05,57.03334992,4.11E-05,2.431318101,0.252979854,0.00046087,17.57960202,0.000127853,0.056803759,9.016950647,0.001362854,293.043975,0.000329888,493.0132089
1953.556443,0.004667813,0.004475914,0.483354116,0.016654697,1.48E-05,41.73957078,2.98E-05,53.87054997,3.88E-05,2.883030683,0.203065209,0.000369937,10.0782961,0.000160322,0.032565305,9.016589628,0.001419671,247.283882,0.000278375,492.7658971
1953.601648,0.00446137,0.004583247,0.475857329,0.011284798,1.00E-05,40.37739097,2.88E-05,51.80209432,3.73E-05,2.91961012,0.18074894,0.000329282,10.08217164,8.17E-05,0.032577828,9.119956316,0.001518188,239.133919,0.0002692,492.5185852
1953.664491,0.004574585,0.004567587,0.484873134,0.008571197,7.63E-06,50.09704713,3.58E-05,52.42406008,3.78E-05,2.756767416,0.16597842,0.000302374,8.240653162,0.000116077,0.026627456,9.29029015,0.001521313,254.119322,0.00028607,492.2712734
1953.727335,0.004586225,0.004569807,0.478877737,0.01408434,1.25E-05,50.42267976,3.60E-05,61.07861603,4.40E-05,2.6884189,0.147814685,0.000269284,9.064831834,6.33E-05,0.029290568,9.119487793,0.001499267,257.644399,0.000290038,492.0239616
1953.790178,0.004694694,0.004594627,0.462574139,0.015415071,1.37E-05,52.58289302,3.76E-05,57.1325761,4.12E-05,3.058763065,0.160705876,0.000292768,9.319323166,8.00E-05,0.030112888,9.051908979,0.001470997,253.675659,0.00028557,491.7766498
1953.853022,0.00466204,0.004684158,0.462695375,0.015913459,1.42E-05,57.41030218,4.10E-05,71.98692575,5.19E-05,2.367896272,0.142836207,0.000260214,10.11585968,7.57E-05,0.032686682,9.27938818,0.001585474,291.58024,0.000328241,491.5293379
1953.915865,0.005245722,0.005014962,0.501784152,0.010697928,9.52E-06,60.70144464,4.34E-05,74.06247208,5.34E-05,2.557209793,0.150928876,0.000274957,14.06444793,0.000118556,0.045445484,9.560350439,0.0016265,307.229953,0.000345858,491.2820261
1953.978709,0.004858451,0.004925922,0.500334603,0.017882437,1.59E-05,54.89194285,3.92E-05,62.1148029,4.48E-05,2.640781297,0.139793176,0.00025467,13.56870226,8.50E-05,0.043843615,9.293052807,0.001595957,256.167958,0.000288376,491.0347143
1954.041552,0.005160648,0.005063152,0.493263877,0.004332654,3.86E-06,50.6247216,3.62E-05,59.7994981,4.31E-05,2.703882092,0.161335562,0.000293916,14.20127186,8.23E-05,0.045887593,9.164411339,0.001487883,249.222124,0.000280557,490.7874024
1954.104396,0.005021201,0.00521999,0.49390528,0.01616989,1.44E-05,40.00692527,2.86E-05,48.35381714,3.48E-05,3.012649786,0.175718198,0.000320117,11.60544726,0.000134825,0.037499884,9.069247295,0.001372978,190.578929,0.00021454,490.5400906
1954.137546,0.004853576,0.004993076,0.492280197,0.008642466,7.69E-06,26.87326901,1.92E-05,30.46221876,2.19E-05,3.448990831,0.156308866,0.000284758,5.512127636,6.91E-05,0.017810959,8.830334907,0.001182099,130.223541,0.000146597,490.2927788
1954.170696,0.00470327,0.004753756,0.504689385,0.015723461,1.40E-05,41.14483227,2.94E-05,49.30249038,3.55E-05,3.013612671,0.18466417,0.000336415,7.334838773,5.42E-05,0.02370056,8.907596615,0.001290469,187.725665,0.000211328,490.045467
1954.203846,0.004939757,0.005131403,0.525227929,0.011170212,9.95E-06,32.61860946,2.33E-05,39.58295655,2.85E-05,3.159764946,0.198932783,0.000362409,7.653586045,7.79E-05,0.024730506,8.973047222,0.001257544,160.231507,0.000180377,489.7981551
1954.236996,0.005022854,0.005231618,0.525767798,0.021437453,1.91E-05,32.52180178,2.32E-05,39.12961061,2.82E-05,3.265940651,0.204447903,0.000372456,7.293692838,9.10E-05,0.023567608,9.127829577,0.001313829,163.853795,0.000184455,489.5508433
1954.270146,0.005746238,0.005699811,0.533081511,0.020805799,1.85E-05,24.03625505,1.72E-05,26.52038987,1.91E-05,3.98550323,0.265028703,0.00048282,6.43875901,0.000149613,0.020805119,8.948786769,0.001081054,118.223244,0.000133087,489.3035315
1954.303296,0.004946589,0.005272762,0.532298585,0.018068546,1.61E-05,42.52149917,3.04E-05,48.61200353,3.50E-05,2.834691969,0.196537544,0.000358045,8.970075953,0.00012751,0.02898439,9.03241307,0.001445949,207.32068,0.000233387,489.0562196
1954.336447,0.004911433,0.00522528,0.553348033,0.005125184,4.56E-06,38.56567236,2.75E-05,45.15811655,3.25E-05,3.126080722,0.15206,0.000277018,7.795719022,8.33E-05,0.025189771,9.236691752,0.001401588,183.93198,0.000207058,488.8089078
1954.369597,0.005170711,0.005319416,0.573300357,0.016724574,1.49E-05,31.24246726,2.23E-05,33.75245422,2.43E-05,3.079611328,0.169813913,0.000309361,8.114156356,0.000103836,0.026218716,9.185667367,0.0013933,155.773303,0.000175359,488.561596
1954.402747,0.005644711,0.005577144,0.580440754,0.012269938,1.09E-05,29.77273546,2.13E-05,33.48587697,2.41E-05,2.898676087,0.171327038,0.000312118,7.323565822,0.000188533,0.023664135,9.418820497,0.001464176,158.138389,0.000178021,488.3142842
