Age,SrCa
2009.17,9.3682
2009.58,9.7964
2010.17,9.3711
2010.67,9.7788
2011.17,9.3424
2011.67,9.8144
2012.17,9.4464
2012.58,9.8082
2013.08,9.3228
2013.5,9.7514
