Age,BaCa,Lumin
1971.673,0.0038088,NA
1971.692,0.0037071,NA
1971.712,0.0036087,NA
1971.731,0.0035107,NA
1971.75,0.0035157,NA
1971.769,0.0035413,NA
1971.788,0.0036752,NA
1971.808,0.0038444,NA
1971.827,0.0038518,NA
1971.846,0.0037809,NA
1971.865,0.0037255,NA
1971.885,0.0036807,NA
1971.904,0.0037079,NA
1971.923,0.0038033,NA
1971.942,0.0039109,NA
1971.962,0.0040345,NA
1971.981,0.0040391,NA
1972,0.0038267,NA
1972.019,0.0036721,NA
1972.038,0.0036709,NA
1972.058,0.0036656,NA
1972.077,0.0036435,NA
1972.096,0.0036434,NA
1972.115,0.003814,NA
1972.135,0.0039754,NA
1972.154,0.0038752,NA
1972.173,0.003775,NA
1972.192,0.0036278,NA
1972.212,0.0034784,NA
1972.231,0.0033749,NA
1972.25,0.0032779,NA
1972.269,0.0031505,NA
1972.288,0.0030153,NA
1972.308,0.0031748,NA
1972.327,0.0034524,NA
1972.346,0.0035455,NA
1972.365,0.0035322,NA
1972.385,0.0037098,NA
1972.404,0.004041,NA
1972.423,0.0042478,NA
1972.442,0.0043167,NA
1972.462,0.0043518,NA
1972.481,0.0043349,NA
1972.5,0.0043017,NA
1972.519,0.004233,NA
1972.538,0.004137,NA
1972.558,0.0039511,NA
1972.577,0.0038078,NA
1972.596,0.0038985,NA
1972.615,0.0038605,NA
1972.635,0.0038893,NA
1972.654,0.0039979,NA
1972.673,0.0041717,NA
1972.692,0.0044093,NA
1972.712,0.004637,NA
1972.731,0.0048185,NA
1972.75,0.0048682,NA
1972.769,0.0047316,NA
1972.788,0.0044831,NA
1972.808,0.0042841,NA
1972.827,0.0041596,NA
1972.846,0.004184,NA
1972.865,0.0043209,NA
1972.885,0.0039532,NA
1972.904,0.0042168,NA
1972.923,0.0042994,NA
1972.942,0.0041674,NA
1972.962,0.0039841,NA
1972.981,0.0039692,NA
1973,0.0042676,NA
1973.019,0.0045192,NA
1973.038,0.0049512,NA
1973.058,0.0057383,NA
1973.077,0.005722,NA
1973.096,0.0051763,NA
1973.115,0.0049814,NA
1973.135,0.0050561,NA
1973.154,0.0049448,NA
1973.173,0.0045882,NA
1973.192,0.0042812,NA
1973.212,0.0043423,NA
1973.231,0.0041561,NA
1973.25,0.0040282,NA
1973.269,0.0040518,NA
1973.288,0.0042447,NA
1973.308,0.0043107,NA
1973.327,0.0042628,NA
1973.346,0.0042425,NA
1973.365,0.004187,NA
1973.385,0.0041207,NA
1973.404,0.0040812,NA
1973.423,0.0039415,NA
1973.442,0.003895,NA
1973.462,0.0040835,NA
1973.481,0.0042652,NA
1973.5,0.0041531,NA
1973.519,0.0037189,NA
1973.538,0.0037737,NA
1973.558,0.0038769,NA
1973.577,0.0039863,NA
1973.596,0.0039439,NA
1973.615,0.0039097,NA
1973.635,0.0037959,NA
1973.654,0.0035651,NA
1973.673,0.0036544,NA
1973.692,0.003698,NA
1973.712,0.0037137,NA
1973.731,0.0037229,NA
1973.75,0.0039076,NA
1973.769,0.0038545,NA
1973.788,0.0036088,NA
1973.808,0.0037591,NA
1973.827,0.0036669,NA
1973.846,0.0035266,NA
1973.865,0.0034395,NA
1973.885,0.0035309,NA
1973.904,0.0035444,NA
1973.923,0.0034966,NA
1973.942,0.0034085,NA
1973.962,0.0034317,NA
1973.981,0.0034129,NA
1974,0.0033712,NA
1974.019,0.0036725,NA
1974.038,0.0038015,NA
1974.058,0.0036893,NA
1974.077,0.0032488,NA
1974.096,0.0033405,NA
1974.115,0.0039563,NA
1974.135,0.0042533,NA
1974.154,0.0045181,NA
1974.173,0.0044555,NA
1974.192,0.0044289,NA
1974.212,0.0041943,NA
1974.231,0.0042097,NA
1974.25,0.0043081,NA
1974.269,0.0043119,NA
1974.288,0.0039257,NA
1974.308,0.0040176,NA
1974.327,0.0046264,NA
1974.346,0.0044038,NA
1974.365,0.004664,NA
1974.385,0.0051394,NA
1974.404,0.0047424,NA
1974.423,0.0043917,NA
1974.442,0.0046109,NA
1974.462,0.0043426,NA
1974.481,0.0046455,NA
1974.5,0.0047815,NA
1974.519,0.004718,NA
1974.538,0.0046919,NA
1974.558,0.0056884,NA
1974.577,0.005121,NA
1974.596,0.0047762,NA
1974.615,0.0049469,NA
1974.635,0.0054841,NA
1974.654,0.0057506,NA
1974.673,0.0051533,NA
1974.692,0.0047717,NA
1974.712,0.0050628,NA
1974.731,0.0054592,NA
1974.75,0.0054986,NA
1974.769,0.0059422,NA
1974.788,0.0047331,NA
1974.808,0.0052069,NA
1974.827,0.0052864,NA
1974.846,0.0047334,NA
1974.865,0.0049579,NA
1974.885,0.0041969,NA
1974.904,0.0041782,NA
1974.923,0.0041852,NA
1974.942,0.0045778,NA
1974.962,0.0049896,NA
1974.981,0.0047856,NA
1975,0.0050032,NA
1975.019,0.0049025,NA
1975.038,0.0052564,NA
1975.058,0.0047863,NA
1975.077,0.0043105,NA
1975.096,0.0049272,NA
1975.115,0.0045478,NA
1975.135,0.0045638,NA
1975.154,0.0044695,NA
1975.173,0.0048775,NA
1975.192,0.0057128,NA
1975.212,0.0037477,NA
1975.231,0.0033888,NA
1975.25,0.0043708,NA
1975.269,0.0049681,NA
1975.288,0.0055238,NA
1975.308,0.0055803,NA
1975.327,0.0046701,NA
1975.346,0.0045323,NA
1975.365,0.0054756,NA
1975.385,0.0044892,NA
1975.404,0.0046757,NA
1975.423,0.0047919,NA
1975.442,0.0051874,NA
1975.462,0.0056523,NA
1975.481,0.005335,NA
1975.5,0.0056755,NA
1975.519,0.0059934,NA
1975.538,0.0058846,NA
1975.558,0.0052867,NA
1975.577,0.0056025,NA
1975.596,0.0058703,NA
1975.615,0.0063487,NA
1975.635,0.0051449,NA
1975.654,0.005047,NA
1975.673,0.0050317,NA
1975.692,0.0057077,NA
1975.712,0.0057329,NA
1975.731,0.0050285,NA
1975.75,0.0048555,NA
1975.769,0.0047066,NA
1975.788,0.0041319,NA
1975.808,0.0040736,NA
1975.827,0.0041843,NA
1975.846,0.0037292,NA
1975.865,0.0036562,NA
1975.885,0.0038931,NA
1975.904,0.0039282,NA
1975.923,0.0039644,NA
1975.942,0.0041288,NA
1975.962,0.0046682,NA
1975.981,0.0049397,NA
1976,0.0052572,0.637573
1976.019,0.0055588,0.668945
1976.039,0.0048072,0.690096
1976.058,0.004666,0.701126
1976.077,0.0049842,0.692536
1976.096,0.0050124,0.692838
1976.115,0.0050106,0.694184
1976.135,0.0051225,0.685156
1976.154,0.0052114,0.687782
1976.173,0.005238,0.689881
1976.192,0.005207,0.685167
1976.212,0.0048835,0.665734
1976.231,0.0047166,0.647836
1976.25,0.0047164,0.633463
1976.269,0.0046339,0.627821
1976.289,0.0047146,0.609851
1976.308,0.0050196,0.585371
1976.327,0.0050189,0.572242
1976.346,0.0049882,0.565514
1976.365,0.0049618,0.562485
1976.385,0.005161,0.561967
1976.404,0.0053291,0.563589
1976.423,0.0053409,0.564877
1976.442,0.0050724,0.564508
1976.462,0.0048524,0.567008
1976.481,0.0049708,0.570903
1976.5,0.0048803,0.576133
1976.519,0.0047542,0.565899
1976.539,0.0047797,0.558955
1976.558,0.0047915,0.553367
1976.577,0.0047594,0.542419
1976.596,0.0045462,0.536479
1976.615,0.0047905,0.532807
1976.635,0.0044613,0.528984
1976.654,0.0043098,0.52281
1976.673,0.0046765,0.520099
1976.692,0.0049063,0.524524
1976.712,0.0047261,0.533115
1976.731,0.0045756,0.541583
1976.75,0.0046156,0.549426
1976.769,0.0044836,0.556728
1976.789,0.0044999,0.563449
1976.808,0.0043899,0.569924
1976.827,0.0044379,0.577295
1976.846,0.0043738,0.583597
1976.865,0.0046045,0.588062
1976.885,0.0045925,0.587986
1976.904,0.0043259,0.587923
1976.923,0.0042643,0.58692
1976.942,0.0044444,0.584291
1976.962,0.0043845,0.585206
1976.981,0.004152,0.58509
1977,0.004839,0.583336
1977.019,0.0047034,0.588894
1977.039,0.0050096,0.593651
1977.058,0.0051301,0.598318
1977.077,0.0058603,0.605769
1977.096,0.0060797,0.609001
1977.115,0.0058912,0.612626
1977.135,0.0056231,0.624176
1977.154,0.005355,0.636262
1977.173,0.0050972,0.646052
1977.192,0.0049276,0.651625
1977.212,0.004758,0.657432
1977.231,0.0045884,0.662356
1977.25,0.0046324,0.666201
1977.269,0.0048123,0.670971
1977.289,0.0049923,0.675219
1977.308,0.005154,0.678402
1977.327,0.0051844,0.677207
1977.346,0.0052148,0.675667
1977.365,0.0052452,0.675193
1977.385,0.00528,0.678864
1977.404,0.0053175,0.684443
1977.423,0.005355,0.689282
1977.442,0.0053876,0.691887
1977.462,0.0053897,0.698454
1977.481,0.0053918,0.70542
1977.5,0.0053939,0.712405
1977.519,0.005319,0.709208
1977.539,0.0052015,0.702238
1977.558,0.0050841,0.692111
1977.577,0.0050015,0.678294
1977.596,0.0051098,0.656518
1977.615,0.0051543,0.631892
1977.635,0.0050628,0.617597
1977.654,0.0049159,0.609725
1977.673,0.0047087,0.611038
1977.692,0.0046247,0.612612
1977.712,0.0046093,0.614717
1977.731,0.0046014,0.618246
1977.75,0.0045953,0.619347
1977.769,0.0045336,0.614277
1977.789,0.0044844,0.605667
1977.808,0.0045301,0.601056
1977.827,0.004531,0.601738
1977.846,0.0044247,0.610518
1977.865,0.0044584,0.627448
1977.885,0.0046606,0.649485
1977.904,0.0046076,0.66749
1977.923,0.0043971,0.690725
1977.942,0.0045874,0.70262
1977.962,0.0048888,0.703909
1977.981,0.0045235,0.712237
1978,0.0041676,0.723598
1978.019,0.0042338,0.738302
1978.039,0.0042102,0.735212
1978.058,0.0039451,0.724328
1978.077,0.0037022,0.7177
1978.096,0.0034888,0.71151
1978.115,0.0037259,0.712123
1978.135,0.004239,0.720675
1978.154,0.0043115,0.73431
1978.173,0.0043823,0.752843
1978.192,0.0044454,0.769771
1978.212,0.0040348,0.771566
1978.231,0.0037177,0.766223
1978.25,0.0034998,0.757543
1978.269,0.0037915,0.757314
1978.289,0.0040111,0.757267
1978.308,0.0041023,0.752403
1978.327,0.0038493,0.739854
1978.346,0.003684,0.714814
1978.365,0.0037267,0.687696
1978.385,0.0036827,0.657838
1978.404,0.0036111,0.633387
1978.423,0.003514,0.615309
1978.442,0.0038159,0.601192
1978.462,0.0041698,0.59045
1978.481,0.0043798,0.586133
1978.5,0.0044045,0.592592
1978.519,0.0043653,0.611929
1978.539,0.0043356,0.63169
1978.558,0.0045031,0.644382
1978.577,0.0047319,0.661202
1978.596,0.0047966,0.675179
1978.615,0.0048612,0.684572
1978.635,0.0046619,0.691581
1978.654,0.0044182,0.697248
1978.673,0.0041449,0.702793
1978.692,0.0038486,0.714211
1978.712,0.003694,0.729
1978.731,0.0039332,0.746532
1978.75,0.0041724,0.763199
1978.769,0.0043613,0.780931
1978.789,0.0045484,0.7996
1978.808,0.0045154,0.828912
1978.827,0.0043755,0.85509
1978.846,0.0041862,0.877299
1978.865,0.0039144,0.893596
1978.885,0.003667,0.906081
1978.904,0.0037139,0.913712
1978.923,0.0037609,0.922996
1978.942,0.0038539,0.931123
1978.962,0.0039597,0.93622
1978.981,0.003978,0.933144
1979,0.003903,0.924723
1979.019,0.0038371,0.906199
1979.039,0.0038103,0.893339
1979.058,0.0037835,0.8783
1979.077,0.00387,0.846271
1979.096,0.0039701,0.822237
1979.115,0.0038953,0.801466
1979.135,0.0037164,0.778699
1979.154,0.00358,0.757601
1979.173,0.0038947,0.737764
1979.192,0.0042905,0.719748
1979.212,0.0045255,0.710438
1979.231,0.0044922,0.708156
1979.25,0.0042624,0.702449
1979.269,0.0043433,0.695389
1979.289,0.0046464,0.687139
1979.308,0.0048487,0.692123
1979.327,0.0045417,0.695157
1979.346,0.0046547,0.695505
1979.365,0.0047256,0.698059
1979.385,0.0047657,0.705724
1979.404,0.0047809,0.720819
1979.423,0.0047646,0.722258
1979.442,0.0054214,0.721453
1979.462,0.0054581,0.721527
1979.481,0.0051748,0.724973
1979.5,0.005325,0.728423
1979.519,0.0050754,0.729782
1979.539,0.0047653,0.73065
1979.558,0.0046005,0.731962
1979.577,0.0046696,0.735817
1979.596,0.0048466,0.736153
1979.615,0.0049637,0.734867
1979.635,0.0048148,0.736221
1979.654,0.004871,0.738185
1979.673,0.0056616,0.742662
1979.692,0.0061551,0.746069
1979.712,0.0057457,0.741507
1979.731,0.0053201,0.73596
1979.75,0.0048534,0.727428
1979.769,0.0044747,0.720829
1979.789,0.0042912,0.717434
1979.808,0.0043623,0.72019
1979.827,0.0049158,0.727852
1979.846,0.0053191,0.735786
1979.865,0.0054718,0.743845
1979.885,0.0055066,0.751081
1979.904,0.0053673,0.758127
1979.923,0.0051412,0.768079
1979.942,0.0048036,0.778113
1979.962,0.0047074,0.788585
1979.981,0.0048862,0.799095
1980,0.004861,0.809722
1980.019,0.0046335,0.815347
1980.039,0.0046446,0.812683
1980.058,0.0048662,0.812496
1980.077,0.00486,0.814284
1980.096,0.0046786,0.812227
1980.115,0.0045297,0.808398
1980.135,0.0043758,0.804393
1980.154,0.0040789,0.800347
1980.173,0.0038545,0.801221
1980.192,0.0037641,0.800677
1980.212,0.0039399,0.789495
1980.231,0.0042019,0.778392
1980.25,0.0043087,0.767529
1980.269,0.0041672,0.757735
1980.289,0.0038267,0.749712
1980.308,0.0037007,0.739329
1980.327,0.0037783,0.727063
1980.346,0.003951,0.715062
1980.365,0.0039622,0.703181
1980.385,0.0039153,0.684229
1980.404,0.0039628,0.663643
1980.423,0.0040504,0.650032
1980.442,0.0040342,0.637473
1980.462,0.0037957,0.632208
1980.481,0.0037512,0.628629
1980.5,0.0037713,0.630151
1980.519,0.0038429,0.632607
1980.539,0.0039237,0.636612
1980.558,0.0040906,0.640101
1980.577,0.00426,0.643178
1980.596,0.0041166,0.645135
1980.615,0.004089,0.646575
1980.635,0.0042127,0.652795
1980.654,0.0042749,0.660119
1980.673,0.0043117,0.669075
1980.692,0.0042301,0.677965
1980.712,0.0041062,0.686282
1980.731,0.0038696,0.693965
1980.75,0.0036915,0.699731
1980.769,0.0035624,0.707756
1980.789,0.0036104,0.719526
1980.808,0.0036814,0.729668
1980.827,0.0035974,0.738514
1980.846,0.0036252,0.74123
1980.865,0.0038394,0.74112
1980.885,0.0040058,0.738767
1980.904,0.0041468,0.735896
1980.923,0.0041746,0.724869
1980.942,0.0041575,0.713409
1980.962,0.0040014,0.69923
1980.981,0.0039873,0.68529
1981,0.0041242,0.672075
1981.019,0.0042287,0.659418
1981.039,0.0043129,0.647685
1981.058,0.0041306,0.637907
1981.077,0.0040405,0.629689
1981.096,0.0041503,0.624161
1981.115,0.0042688,0.619872
1981.135,0.004411,0.617922
1981.154,0.0048072,0.616511
1981.173,0.00514,0.614817
1981.192,0.0054079,0.613846
1981.212,0.0049253,0.61816
1981.231,0.0047898,0.623081
1981.25,0.0050229,0.629837
1981.269,0.0048584,0.636233
1981.289,0.0045603,0.642035
1981.308,0.0041076,0.648065
1981.327,0.0041037,0.654275
1981.346,0.0039825,0.660623
1981.365,0.003586,0.667035
1981.385,0.0034442,0.674457
1981.404,0.0034768,0.682113
1981.423,0.003785,0.685115
1981.442,0.004154,0.687654
1981.462,0.0044862,0.687069
1981.481,0.0046726,0.686556
1981.5,0.0046874,0.686257
1981.519,0.0046669,0.68476
1981.539,0.0047466,0.681281
1981.558,0.0048909,0.680424
1981.577,0.005015,0.681658
1981.596,0.0048671,0.687034
1981.615,0.0051403,0.690838
1981.635,0.0051055,0.688763
1981.654,0.0050455,0.683353
1981.673,0.005214,0.686004
1981.692,0.0054514,0.687423
1981.712,0.0057884,0.685585
1981.731,0.0058675,0.685555
1981.75,0.0055817,0.686714
1981.769,0.0050632,0.686708
1981.789,0.0048809,0.686679
1981.808,0.0053622,0.688951
1981.827,0.0053068,0.686239
1981.846,0.0050021,0.67964
1981.865,0.0047782,0.669875
1981.885,0.0048551,0.657872
1981.904,0.0050135,0.646085
1981.923,0.00476,0.640606
1981.942,0.0045523,0.636657
1981.962,0.0045341,0.633159
1981.981,0.004324,0.632607
1982,0.0040247,0.627888
1982.019,0.0038952,0.625056
1982.039,0.0039377,0.623807
1982.058,0.0039479,0.622193
1982.077,0.0034837,0.617567
1982.096,0.0030837,0.613697
1982.115,0.0030065,0.612703
1982.135,0.0030881,0.61529
1982.154,0.0032959,0.613237
1982.173,0.0037271,0.613926
1982.192,0.0040851,0.614001
1982.212,0.0044431,0.614194
1982.231,0.0047375,0.621347
1982.25,0.0048192,0.629282
1982.269,0.004901,0.635589
1982.289,0.0048747,0.639869
1982.308,0.0047154,0.642149
1982.327,0.004556,0.64931
1982.346,0.0044635,0.655665
1982.365,0.0044038,0.661706
1982.385,0.004344,0.667118
1982.404,0.0043609,0.66413
1982.423,0.0043873,0.66609
1982.442,0.0044239,0.664997
1982.462,0.0045404,0.658449
1982.481,0.004657,0.648537
1982.5,0.0046964,0.637793
1982.519,0.0045794,0.621167
1982.539,0.0044625,0.60093
1982.558,0.0044135,0.581931
1982.577,0.0044191,0.572347
1982.596,0.0044246,0.565689
1982.615,0.0044564,0.56141
1982.635,0.0044958,0.556992
1982.654,0.0045352,0.560122
1982.673,0.0048518,0.564438
1982.692,0.0054807,0.566748
1982.712,0.0057763,0.574738
1982.731,0.0062581,0.588065
1982.75,0.005777,0.598754
1982.769,0.0060476,0.614957
1982.789,0.0051776,0.63245
1982.808,0.0047658,0.650576
1982.827,0.0041882,0.671309
1982.846,0.0040693,0.67696
1982.865,0.0043253,0.685739
1982.885,0.0044501,0.704443
1982.904,0.0039968,0.716119
1982.923,0.003983,0.73335
1982.942,0.0038602,0.746344
1982.962,0.0038726,0.765138
1982.981,0.0030998,0.786881
1983,0.0030781,0.804315
1983.019,0.0029849,0.820707
1983.039,0.0022119,0.841899
1983.058,0.0023324,0.871003
1983.077,0.0024773,0.88921
1983.096,0.0030009,0.877376
1983.115,0.0033429,0.864505
1983.135,0.00363,0.836138
1983.154,0.0033653,0.791614
1983.173,0.0026471,0.73957
1983.192,0.0031324,0.691737
1983.212,0.0035647,0.651624
1983.231,0.0035635,0.619832
1983.25,0.0038256,0.600804
1983.269,0.0032433,0.57991
1983.289,0.0038268,0.569487
1983.308,0.0038647,0.562483
1983.327,0.0039838,0.555442
1983.346,0.0042153,0.560762
1983.365,0.0038142,0.566096
1983.385,0.0036119,0.57522
1983.404,0.0037704,0.576949
1983.423,0.0039584,0.570871
1983.442,0.003917,0.57126
1983.462,0.0041613,0.566254
1983.481,0.003741,0.569559
1983.5,0.0040118,0.568674
1983.519,0.0045378,0.568554
1983.539,0.0040518,0.571327
1983.558,0.0045622,0.570537
1983.577,0.0046491,0.571165
1983.596,0.0045173,0.572662
1983.615,0.0039157,0.574552
1983.635,0.00386,0.576751
1983.654,0.0042899,0.579269
1983.673,0.0042029,0.583017
1983.692,0.0041408,0.586682
1983.712,0.0039929,0.590258
1983.731,0.0043862,0.588546
1983.75,0.0038808,0.585241
1983.769,0.0038189,0.580294
1983.789,0.0039489,0.575851
1983.808,0.0042058,0.572673
1983.827,0.0042508,0.567411
1983.846,0.004389,0.560567
1983.865,0.0039401,0.554819
1983.885,0.0037912,0.549505
1983.904,0.0038527,0.545924
1983.923,0.003622,0.542141
1983.942,0.0033691,0.538013
1983.962,0.003642,0.535951
1983.981,0.0030557,0.535261
1984,0.0035701,0.537814
1984.019,0.0036202,0.541665
1984.039,0.0034347,0.549826
1984.058,0.0037416,0.556158
1984.077,0.0038588,0.559751
1984.096,0.0036062,0.565744
1984.115,0.0035297,0.572842
1984.135,0.0036156,0.58278
1984.154,0.0037012,0.592928
1984.173,0.0037102,0.603546
1984.192,0.0038445,0.614769
1984.212,0.0036399,0.626635
1984.231,0.0036372,0.636356
1984.25,0.0037025,0.645428
1984.269,0.0036379,0.650821
1984.289,0.0036381,0.653701
1984.308,0.0035731,0.650265
1984.327,0.0036412,0.647353
1984.346,0.0036963,0.644839
1984.365,0.003849,0.634098
1984.385,0.0041166,0.621191
1984.404,0.0040654,0.606995
1984.423,0.0040293,0.591249
1984.442,0.0042923,0.572847
1984.462,0.0042523,0.561672
1984.481,0.0042062,0.555301
1984.5,0.0045124,0.548506
1984.519,0.0044782,0.541604
1984.539,0.0042845,0.534445
1984.558,0.0040999,0.526522
1984.577,0.004196,0.517459
1984.596,0.0042795,0.50481
1984.615,0.0047015,0.500853
1984.635,0.0042454,0.502947
1984.654,0.0041649,0.508288
1984.673,0.0039594,0.513702
1984.692,0.0039912,0.519452
1984.712,0.0039492,0.529565
1984.731,0.0037928,0.54193
1984.75,0.0039872,0.552919
1984.769,0.0035754,0.559949
1984.789,0.0037754,0.56333
1984.808,0.003758,0.564177
1984.827,0.0039593,0.558335
1984.846,0.004461,0.552231
1984.865,0.0046651,0.548863
1984.885,0.0043688,0.550934
1984.904,0.0042971,0.556294
1984.923,0.0038643,0.552983
1984.942,0.004049,0.54894
1984.962,0.0035741,0.546414
1984.981,0.0031918,0.54448
1985,0.0031169,0.540409
1985.019,0.0039356,0.541172
1985.039,0.0046799,0.545005
1985.058,0.0041702,0.549927
1985.077,0.0036592,0.554458
1985.096,0.0037255,0.558373
1985.115,0.0036961,0.564214
1985.135,0.0035443,0.570896
1985.154,0.0032629,0.574626
1985.173,0.0035827,0.573358
1985.192,0.0037546,0.568496
1985.212,0.0037102,0.565219
1985.231,0.0036699,0.564895
1985.25,0.0035924,0.564626
1985.269,0.0036526,0.562701
1985.289,0.0036029,0.558222
1985.308,0.0039893,0.561872
1985.327,0.0039122,0.569077
1985.346,0.0039219,0.580364
1985.365,0.0038417,0.606865
1985.385,0.0038903,0.629478
1985.404,0.0039413,0.647598
1985.423,0.0040663,0.656274
1985.442,0.0039367,0.65322
1985.462,0.0041392,0.63927
1985.481,0.004219,0.617802
1985.5,0.0046526,0.589189
1985.519,0.0040806,0.555689
1985.539,0.0041668,0.530174
1985.558,0.0043175,0.517687
1985.577,0.0043463,0.512771
1985.596,0.0043503,0.512855
1985.615,0.0040362,0.517841
1985.635,0.0042371,0.524206
1985.654,0.0047044,0.529771
1985.673,0.0044247,0.532497
1985.692,0.004071,0.528611
1985.712,0.0044053,0.520764
1985.731,0.0042229,0.514381
1985.75,0.004406,0.511614
1985.769,0.0042045,0.513102
1985.789,0.0040814,0.509994
1985.808,0.0039781,0.509688
1985.827,0.0038999,0.511592
1985.846,0.0039972,0.518021
1985.865,0.0040687,0.530484
1985.885,0.0041718,0.544154
1985.904,0.003971,0.557732
1985.923,0.0035819,0.563362
1985.942,0.0037562,0.564572
1985.962,0.003531,0.556242
1985.981,0.0035068,0.543276
1986,0.0033285,0.530823
1986.019,0.0033602,0.529734
1986.039,0.0035834,0.536147
1986.058,0.0041236,0.538881
1986.077,0.0040623,0.541721
1986.096,0.0041109,0.548946
