Age,Ba138Ca,BaCa,BCa,CdCa,LiCa,MgCa,MnCa,PbCa,PCa,SrCa,UCa,YCa,Dist
1987.786154,0.00375699,0.00379822,0.425226,5.52E-06,0.00512892,3.000476,0.000636766,0.000239072,0.00366057,8.839307234,0.00135464,0.000309222,397.1985244
1987.806044,0.00448165,0.0042806,0.441621,1.46E-06,0.0058623,3.768752,0.000641325,0.00031699,0.00671255,8.779117828,0.00129964,0.000348504,397.0238118
1987.825934,0.00421487,0.00408667,0.42812,2.63E-06,0.00585935,4.072086,0.000739076,0.000269533,0.00692885,8.716312113,0.0012327,0.0002876,396.8490991
1987.845824,0.00422453,0.00431941,0.445539,7.57E-06,0.00592114,4.069904,0.000731907,0.000272663,0.00326158,8.713328677,0.00115879,0.000275081,396.6743865
1987.865715,0.00436267,0.00432985,0.44778,4.95E-06,0.00560324,3.440013,0.000575889,0.000357769,0.00464864,8.769591423,0.00120462,0.000346011,396.4996739
1987.885605,0.00425623,0.00439608,0.440407,1.07E-06,0.00556646,3.102292,0.000519593,0.000386327,0.00743888,8.771084017,0.00128857,0.000493019,396.3249612
1987.905495,0.00477803,0.00467389,0.433845,-2.37E-06,0.00567047,3.115864,0.000960468,0.000376335,0.0119649,8.94925186,0.00134112,0.000603853,396.1502486
1987.925385,0.00466479,0.00466389,0.449079,2.46E-06,0.00609512,3.805889,0.000668843,0.000204626,0.00508289,8.84924615,0.00120561,0.000377949,395.9755359
1987.945275,0.00493155,0.0044917,0.420998,3.75E-06,0.00621927,3.998867,0.00071378,0.00019436,0.00735309,8.997572689,0.00124018,0.000417326,395.8008233
1987.965165,0.00445247,0.00439367,0.412239,2.86E-06,0.00621115,4.325891,0.00091267,0.000182284,0.00726856,8.524176376,0.00109996,0.000381483,395.6261106
1987.985055,0.00496857,0.0049469,0.338597,7.84E-06,0.00527001,3.145116,0.000816835,0.000338441,0.0249357,8.936259032,0.00137702,0.00068784,395.451398
1988.004945,0.00494705,0.0049949,0.360719,4.15E-06,0.00542588,3.042228,0.000759613,0.000232976,0.0199803,9.049658953,0.00147142,0.000666781,395.2766853
1988.024835,0.00457417,0.00452608,0.289741,6.51E-06,0.00444465,1.870583,0.000615698,0.000202115,0.0320982,9.038764012,0.00167852,0.000994432,395.1019727
1988.044725,0.00485515,0.00488043,0.366886,4.01E-06,0.00523212,2.596567,0.00044121,0.00015149,0.0187755,8.864901299,0.00146022,0.000807955,394.9272601
1988.064615,0.005657,0.00555983,0.44038,-1.35E-06,0.00541513,3.071793,0.000478604,0.0001222,0.0121959,8.94676557,0.00138375,0.000544202,394.7525474
1988.084506,0.0049316,0.00460549,0.408023,1.97E-06,0.0053649,2.953408,0.000476338,0.000125766,0.0125917,8.762613492,0.00134962,0.00069848,394.5778348
