Age,Ba138Ca,BaCa,BCa,CdCa,LiCa,MgCa,MnCa,PbCa,PCa,SrCa,UCa,YCa,Dist
1976.104396,0.00339125,0.00353749,0.460588396,-2.30E-06,0.00561,5.012193925,0.00157053,5.40E-05,-0.0067067,8.626230474,0.001176524,0.000304506,577.7391377
1976.119935,0.00340311,0.00326677,0.453621953,-5.91E-06,0.00519,4.50311988,0.00190365,5.27E-05,-0.00553885,8.905005516,0.001337903,0.000402967,577.5650083
1976.135474,0.0032535,0.00361917,0.502505797,8.34E-06,0.0057,4.913323013,0.00240668,4.64E-05,5.11E-05,8.778341095,0.001276718,0.000283225,577.390879
1976.151013,0.00436557,0.00429546,0.494435674,2.31E-06,0.00579,4.155208485,0.00127832,4.92E-05,-0.00753499,9.007729817,0.001470007,0.000361469,577.2167496
1976.166552,0.00411335,0.00419096,0.496327871,-2.18E-06,0.0057,3.883907392,0.0014372,5.23E-05,-0.00376406,9.011051066,0.001454836,0.000388966,577.0426203
1976.182091,0.00455263,0.00450756,0.511911121,9.31E-06,0.00549,5.370391224,0.00299952,6.20E-05,0.000204562,9.192129222,0.0015693,0.000427906,576.8684909
1976.19763,0.00463963,0.00485493,0.62823579,-5.13E-06,0.00596,12.00138895,0.00110124,4.40E-05,-0.00364428,8.95935751,0.001334254,0.000247788,576.6943615
1976.21317,0.00522612,0.0051446,0.660477973,6.26E-06,0.00591,17.69815529,0.0009335,5.79E-05,0.0011207,8.968329682,0.001300038,0.000281457,576.5202322
1976.228709,0.0045344,0.00475619,0.533230185,-1.53E-06,0.00571,8.187681483,0.000825396,5.56E-05,-0.00672122,8.945504622,0.001295792,0.000383732,576.3461028
1976.244248,0.0049629,0.0052007,0.495612945,5.15E-06,0.00574,6.44894748,0.000784392,5.58E-05,-0.000756439,8.944230606,0.001349667,0.00041243,576.1719735
1976.259787,0.00525244,0.00505943,0.593371344,6.68E-06,0.00605,13.53763809,0.00183939,5.78E-05,-0.00706567,8.893958881,0.001202927,0.00037302,575.9978441
1976.275326,0.00542493,0.00530042,0.524801019,3.85E-06,0.00631,6.816852058,0.000714794,6.02E-05,-0.000909172,8.992065548,0.001378309,0.000404198,575.8237148
1976.290865,0.00484541,0.00479426,0.473338361,9.01E-06,0.006,5.112674301,0.000783091,6.96E-05,0.00477954,9.277682327,0.001585859,0.000517272,575.6495854
1976.306404,0.00424218,0.00447923,0.445813692,-5.42E-06,0.00547,4.223501344,0.000772553,5.86E-05,-0.000991787,9.122811473,0.001518303,0.00053366,575.4754561
1976.321943,0.00458081,0.00474726,0.487813576,9.01E-06,0.00586,6.691163769,0.000679315,6.17E-05,0.000130833,9.021665971,0.001393244,0.00049724,575.3013267
1976.337483,0.00457859,0.00474792,0.518143491,-4.55E-06,0.006,8.852499912,0.000630406,6.13E-05,0.000370744,9.09556552,0.001416113,0.000441451,575.1271974
1976.353022,0.00431256,0.00460172,0.522952425,-1.39E-06,0.00627,7.688457583,0.0011033,8.90E-05,0.014704,9.507228741,0.001688107,0.000585226,574.953068
1976.368561,0.00372342,0.00429106,0.493716904,-1.29E-06,0.006,5.720555157,0.00122722,7.14E-05,0.0130463,9.492953106,0.001731482,0.000501617,574.7789387
1976.3841,0.00429885,0.00413368,0.504986562,1.60E-06,0.0059,4.996641705,0.00103416,6.57E-05,0.000658172,9.452779877,0.001827033,0.000408479,574.6048093
1976.399639,0.00465087,0.00452052,0.505371424,5.09E-06,0.00585,5.900787959,0.0011744,5.51E-05,-0.000150944,9.177673935,0.001541096,0.000340058,574.43068
1976.415178,0.00393326,0.0041797,0.488855911,5.31E-06,0.00578,5.179687185,0.00201944,5.14E-05,0.000257245,9.190246537,0.001626373,0.000345934,574.2565506
1976.430717,0.00354149,0.00340213,0.465900018,5.01E-06,0.00545,4.728538243,0.00267692,4.15E-05,-0.000537436,9.143456407,0.001619018,0.000328377,574.0824212
1976.446256,0.00416122,0.00386333,0.479552936,-4.72E-06,0.00585,5.737872235,0.00118101,4.98E-05,0.00221711,9.281034874,0.00163994,0.000366346,573.9082919
1976.461796,0.00419707,0.00434551,0.50076339,1.10E-05,0.00569,7.347933089,0.00128594,5.03E-05,0.00305856,9.041952469,0.001438402,0.000322039,573.7341625
