Age,LuminGB
1944.583,0.823424264
1944.667,0.827590162
1944.75,0.846956931
1944.833,0.856704761
1944.917,0.838636094
1945,0.855623241
1945.083,0.844056301
1945.167,0.865982085
1945.25,0.856930451
1945.333,0.867292604
1945.417,0.839251572
1945.5,0.82796505
1945.583,0.812611038
1945.667,0.837568029
1945.75,0.830740838
1945.833,0.833367745
1945.917,0.847069597
1946,0.860468315
1946.083,0.855230304
1946.167,0.852631579
1946.25,0.846457466
1946.333,0.849314514
1946.417,0.821649492
1946.5,0.806038548
1946.583,0.803315939
1946.667,0.824936423
1946.75,0.844615099
1946.833,0.855752132
1946.917,0.894441589
1947,0.921835055
1947.083,0.898307318
1947.167,0.868419852
1947.25,0.864148335
1947.333,0.857332839
1947.417,0.845496523
1947.5,0.84423475
1947.583,0.853339026
1947.667,0.838662579
1947.75,0.844493997
1947.833,0.841136516
1947.917,0.852867006
1948,0.866923445
1948.083,0.851729146
1948.167,0.850785513
1948.25,0.860462665
1948.333,0.830261434
1948.417,0.842437777
1948.5,0.85
1948.583,0.80999204
1948.667,0.816546972
1948.75,0.856467986
1948.833,0.899671721
1948.917,0.903743511
1949,0.880999251
1949.083,0.868584663
1949.167,0.868151699
1949.25,0.860987629
1949.333,0.825711776
1949.417,0.821867926
1949.5,0.840901837
1949.583,0.81913809
1949.667,0.854150725
1949.75,0.836124786
1949.833,0.842124081
1949.917,0.87866995
1950,0.895271718
1950.083,0.905856525
1950.167,0.889244492
1950.25,0.8751316
1950.333,0.898750153
1950.417,0.888737109
1950.5,0.865952828
1950.583,0.858587999
1950.667,0.859834789
1950.75,0.892544268
1950.833,0.907764107
1950.917,0.953535639
1951,0.978786339
1951.083,0.869819339
1951.167,0.864553265
1951.25,0.850877065
1951.333,0.840418457
1951.417,0.846676258
1951.5,0.824848518
1951.583,0.765626356
1951.667,0.829474283
1951.75,0.83987787
1951.833,0.847176218
1951.917,0.866095275
1952,0.868212222
1952.083,0.867570948
1952.167,0.885037247
1952.25,0.843606648
1952.333,0.871241348
1952.417,0.852685999
1952.5,0.841918275
1952.583,0.823388957
1952.667,0.839203166
1952.75,0.852883354
1952.833,0.869435188
1952.917,0.858452571
1953,0.865821978
1953.083,0.873813669
1953.167,0.864862734
1953.25,0.850567667
1953.333,0.855287662
1953.417,0.847868212
1953.5,0.865853741
1953.583,0.826776616
1953.667,0.872873876
1953.75,0.862247876
1953.833,0.86885286
1953.917,0.912819858
1954,0.938709324
1954.083,0.968604424
1954.167,0.917286514
1954.25,0.876706088
1954.333,0.846390584
1954.417,0.852010006
1954.5,0.857419261
1954.583,0.830432809
1954.667,0.844875345
1954.75,0.848619843
1954.833,0.872620225
1954.917,0.888345584
1955,0.92306553
1955.083,0.911607673
1955.167,0.939833257
1955.25,0.928977211
1955.333,0.896131964
1955.417,0.886698581
1955.5,0.879153805
1955.583,0.842093566
1955.667,0.850429701
1955.75,0.870360911
1955.833,0.89896876
1955.917,0.877362096
1956,0.933274487
1956.083,0.948741899
1956.167,0.970394377
1956.25,0.964195838
1956.333,0.939439879
1956.417,0.904808235
1956.5,0.897295838
1956.583,0.849255706
1956.667,0.88493573
1956.75,0.891677643
1956.833,0.896560827
1956.917,0.896032623
1957,0.908912921
1957.083,0.883541755
1957.167,0.886824471
1957.25,0.871227973
1957.333,0.869676903
1957.417,0.868471786
1957.5,0.86092327
1957.583,0.835576617
1957.667,0.85279112
1957.75,0.868457031
1957.833,0.84400692
1957.917,0.856334327
1958,0.876026729
1958.083,0.863187813
1958.167,0.873176594
1958.25,0.886782788
1958.333,0.862745098
1958.417,0.850466903
1958.5,0.851962829
1958.583,0.834871643
1958.667,0.85236012
1958.75,0.883657044
1958.833,0.859036514
1958.917,0.884921194
1959,0.888715511
1959.083,0.898113799
1959.167,0.890924349
1959.25,0.883289232
1959.333,0.863697625
1959.417,0.853761445
1959.5,0.860118966
1959.583,0.832511034
1959.667,0.858585859
1959.75,0.902482313
1959.833,0.894885489
1959.917,0.901839527
1960,0.893614469
1960.083,0.905978376
1960.167,0.888946487
1960.25,0.877936172
1960.333,0.861292281
1960.417,0.858166728
1960.5,0.872232355
1960.583,0.83167394
1960.667,0.841853559
1960.75,0.874121895
1960.833,0.881188119
1960.917,0.866071429
1961,0.858778135
1961.083,0.871432419
1961.167,0.846139121
1961.25,0.84496111
1961.333,0.848850954
1961.417,0.857989727
1961.5,0.841993574
1961.583,0.849665216
1961.667,0.833471829
1961.75,0.841584158
1961.833,0.84561259
1961.917,0.837283939
1962,0.855853828
1962.083,0.854751068
1962.167,0.846418662
1962.25,0.858714889
1962.333,0.857593898
1962.417,0.846112631
1962.5,0.831710664
1962.583,0.82276961
1962.667,0.841319653
1962.75,0.847194215
1962.833,0.855075457
1962.917,0.872813058
1963,0.867124856
1963.083,0.855012827
1963.167,0.848717557
1963.25,0.876935137
1963.333,0.851851852
1963.417,0.859600389
1963.5,0.846850144
1963.583,0.794180391
1963.667,0.864803746
1963.75,0.873791768
1963.833,0.835881514
1963.917,0.865168539
1964,0.881316782
1964.083,0.857556254
1964.167,0.828226994
1964.25,0.860219796
1964.333,0.853832823
1964.417,0.859788456
1964.5,0.860268728
1964.583,0.825367112
1964.667,0.858358565
1964.75,0.856503995
1964.833,0.838841575
1964.917,0.856634265
1965,0.849796477
1965.083,0.859110848
1965.167,0.863647292
1965.25,0.862138095
1965.333,0.855254252
1965.417,0.855016845
1965.5,0.827852602
1965.583,0.795475469
1965.667,0.811325435
1965.75,0.837856603
1965.833,0.853666556
1965.917,0.835045193
1966,0.859171682
1966.083,0.856396256
1966.167,0.860685124
1966.25,0.858553661
1966.333,0.8750827
1966.417,0.864867886
1966.5,0.857182073
1966.583,0.839253549
1966.667,0.851309785
1966.75,0.85117634
1966.833,0.8655947
1966.917,0.852827018
1967,0.877050788
1967.083,0.8724852
1967.167,0.865044953
1967.25,0.861451801
1967.333,0.884153243
1967.417,0.881178662
1967.5,0.874011474
1967.583,0.841678624
1967.667,0.863397024
1967.75,0.87289346
1967.833,0.887295665
1967.917,0.877609413
1968,0.815215738
1968.083,0.917812988
1968.167,0.892937566
1968.25,0.819225401
1968.333,0.852274709
1968.417,0.830566023
1968.5,0.801736378
1968.583,0.770966384
1968.667,0.802954915
1968.75,0.821459991
1968.833,0.80733945
1968.917,0.816430047
1969,0.810288305
1969.083,0.832201552
1969.167,0.811997009
1969.25,0.826092662
1969.333,0.812333678
1969.417,0.815038742
1969.5,0.784820133
1969.583,0.745658242
1969.667,0.785874753
1969.75,0.820801192
1969.833,0.822091748
1969.917,0.81552806
1970,0.819304857
1970.083,0.820057192
1970.167,0.83315198
1970.25,0.826868752
1970.333,0.848570322
1970.417,0.801227252
1970.5,0.819257056
1970.583,0.797830226
1970.667,0.8062996
1970.75,0.824299189
1970.833,0.851726904
1970.917,0.906395304
1971,0.932207782
1971.083,0.957095379
1971.167,0.91992421
1971.25,0.898136521
1971.333,0.874357965
1971.417,0.836229971
1971.5,0.844659875
1971.583,0.814354765
1971.667,0.836130733
1971.75,0.829903281
1971.833,0.823562421
1971.917,0.864803293
1972,0.856042256
1972.083,0.844070847
1972.167,0.854849595
1972.25,0.867332909
1972.333,0.846577462
1972.417,0.823464118
1972.5,0.804869273
1972.583,0.77782228
