Age,Ba138Ca,BaCa,BCa,CaCa,Cd,CdCa,LiCa,MgCa,Mn,MnCa,P,PbCa,PCa,SrCa,UCa,Y,YCa,Dist
1965.104396,0.003979864,0.003951056,0.49840471,1010.753171,0.012000218,1.07E-05,0.005085143,4.076915883,0.405660695,0.000739019,6.448269267,0.00023347,0.020835849,8.79228889,0.001043372,119.315093,0.000134317,347.4957511
1965.1496,0.004002045,0.003939908,0.492464273,979.9917672,0.016741695,1.49E-05,0.005679537,4.017665626,0.414383282,0.000754909,8.075739388,0.000182622,0.026094581,8.81801394,0.001306154,101.656688,0.000114438,347.2788561
1965.194805,0.003823884,0.003989866,0.497403326,1008.585162,0.012301667,1.10E-05,0.0063455,3.865784891,0.448854765,0.000817708,8.975235296,0.000242175,0.029001061,9.10708537,0.001246735,129.045638,0.000145271,347.0619612
1965.24001,0.003788804,0.003979002,0.505000809,992.8779242,0.004109594,3.66E-06,0.004969143,3.080967308,0.364821143,0.000664619,7.02223879,0.000167257,0.022690477,9.22134956,0.001525758,204.405884,0.000230106,346.8450662
1965.285215,0.00425006,0.004102048,0.514724912,1004.354889,0.001161484,1.03E-06,0.005529739,3.599899659,0.389081043,0.000708814,4.745930443,0.0001774,0.015335199,9.237858288,0.001415037,179.031838,0.000201542,346.6281712
1965.330419,0.003941231,0.00359458,0.443505564,1000.393889,0.008899285,7.92E-06,0.00539732,2.952310305,0.27908999,0.000508437,7.30217832,0.000180152,0.023595027,9.223571271,0.001369825,275.539816,0.000310183,346.4112762
1965.375624,0.0033669,0.003523638,0.400067334,995.2141791,0.003425509,3.05E-06,0.004474628,3.015379837,0.348253104,0.000634436,11.49474497,0.000249676,0.037142179,8.743601098,0.001117286,162.469316,0.000182897,346.1943813
1965.420829,0.00373031,0.003879724,0.438968416,1005.822468,0.002673925,2.38E-06,0.005229675,2.986444937,0.332941467,0.000606541,8.285980002,0.00016204,0.026773918,9.19125323,0.001418111,130.525843,0.000146937,345.9774863
1965.466034,0.003785226,0.003699922,0.468628319,1019.227418,0.010613145,9.45E-06,0.005792004,3.254213276,0.323911017,0.00059009,7.860942609,0.000209715,0.025400523,8.997627859,0.0012822,134.52068,0.000151434,345.7605913
1965.511238,0.003834908,0.003629384,0.438314665,994.7385367,0.015823234,1.41E-05,0.005563763,2.61569429,0.304641691,0.000554986,12.62894172,0.000199491,0.040807031,8.926142191,0.001364941,196.692985,0.000221423,345.5436963
1965.556443,0.004061563,0.003900899,0.46042763,1003.06357,0.007932876,7.06E-06,0.005227704,2.67409893,0.313097563,0.00057039,9.485996272,0.000182276,0.030651448,9.268449088,0.001505081,151.587954,0.000170647,345.3268014
1965.601648,0.00388865,0.003863757,0.459801464,1000.749992,0.003354559,2.99E-06,0.005803968,2.234095805,0.249530885,0.000454587,8.620179206,0.000150921,0.027853792,9.643687766,0.001721056,216.696412,0.000243942,345.1099064
1965.629578,0.00398153,0.003851639,0.455724238,1003.730966,0.000397241,3.54E-07,0.005435298,2.181900836,0.463152617,0.000843755,8.972338357,0.000132742,0.0289917,9.521324227,0.001714317,190.522715,0.000214477,344.8930114
1965.657509,0.003841006,0.003906355,0.508986743,992.241792,-0.002323107,-2.07E-06,0.005193152,2.443636621,0.622867367,0.001134718,8.683761055,0.000148082,0.02805924,9.534507588,0.001723204,215.476397,0.000242568,344.6761164
1965.685439,0.004244795,0.004199868,0.541811725,995.7190718,0.004476595,3.99E-06,0.005649554,3.108311328,0.449767273,0.000819371,7.94549076,0.000191492,0.025673718,9.407567839,0.001642532,151.45059,0.000170492,344.4592214
1965.71337,0.004002724,0.004232873,0.533439292,998.7913127,0.007740514,6.89E-06,0.007072862,3.833283792,0.385749593,0.000702745,8.287728073,0.000250248,0.026779566,9.30780804,0.001382319,131.758838,0.000148325,344.2423265
1965.7413,0.004572179,0.00436222,0.527166875,999.3634619,0.016085283,1.43E-05,0.006186265,4.474587921,0.428670189,0.000780937,8.916327196,0.000231008,0.028810715,9.116607662,0.001401061,86.062397,9.69E-05,344.0254315
1965.76923,0.003948118,0.003918945,0.504424075,1008.893129,0.006061033,5.40E-06,0.005394011,3.061706332,0.349099952,0.000635978,7.809463984,0.000180084,0.025234184,9.107113123,0.001361121,148.486333,0.000167156,343.8085365
1965.797161,0.003809621,0.003749986,0.480229308,1000.723415,0.001996014,1.78E-06,0.005754734,3.051211911,0.335115753,0.000610502,7.131258793,0.000174209,0.023042746,9.156791642,0.001471382,201.19351,0.00022649,343.5916415
1965.825091,0.003753255,0.00379415,0.451095424,985.1469556,0.015523192,1.38E-05,0.005110567,3.523361889,0.521889459,0.00095076,10.0887697,0.000271909,0.032599148,9.003196539,0.001439929,243.502449,0.000274118,343.3747466
1965.853022,0.004118954,0.004124323,0.50100073,989.0409635,0.010583274,9.42E-06,0.006671837,4.962787765,0.570034644,0.001038469,10.61922211,0.000222608,0.034313162,8.907392368,0.001203492,112.081682,0.000126174,343.1578516
1965.880952,0.004049741,0.004237803,0.507863493,1009.298229,0.013855762,1.23E-05,0.006597605,3.471035698,0.38784303,0.000706559,9.373069527,0.00016336,0.030286555,9.116871707,0.001415526,119.989122,0.000135075,342.9409566
1965.908883,0.004163849,0.004005188,0.485563709,996.7535371,0.001999678,1.78E-06,0.006093176,3.242795613,0.697079453,0.001269915,8.195284012,0.000154793,0.026480858,9.319251566,0.001501453,139.237674,0.000156744,342.7240616
1965.936813,0.004072894,0.003962625,0.517718535,995.6587587,0.002268249,2.02E-06,0.006158661,4.181507001,0.689061221,0.001255308,9.795413562,0.000190567,0.031651246,9.053677681,0.001327408,159.310057,0.00017934,342.5071667
1965.964743,0.003593475,0.003808507,0.489907572,1000.119856,-0.002637501,-2.35E-06,0.00560143,3.144516129,0.483070158,0.000880041,8.941531222,0.000161952,0.028892155,9.015904382,0.001431381,210.969326,0.000237495,342.2902717
1965.992674,0.003682036,0.003823971,0.475543783,986.5705793,0.004688632,4.17E-06,0.004997164,3.112480565,0.825531862,0.001503926,9.029909931,0.000193603,0.029177727,9.09449454,0.001437877,190.536825,0.000214493,342.0733767
1966.020604,0.003369017,0.00383194,0.425864729,999.3298844,0.003107414,2.77E-06,0.005379431,2.691835729,2.06388352,0.003759912,8.521085581,0.000181598,0.027533598,9.26825499,0.001406625,202.31878,0.000227756,341.8564817
1966.048535,0.00353057,0.003879926,0.489654806,995.0487188,0.002283451,2.03E-06,0.006151818,3.210050427,3.65989717,0.006667475,8.113506578,0.000172377,0.026216616,9.147035204,0.001401668,183.191524,0.000206224,341.6395867
1966.076465,0.004142849,0.003995942,0.485621193,989.4230986,0.002579659,2.30E-06,0.005785756,3.84283583,1.797819339,0.003275205,7.251642034,0.000241905,0.023431732,8.960020853,0.001318783,144.032264,0.000162141,341.4226918
1966.104396,0.003994935,0.003916593,0.492496831,997.0113073,0.00994961,8.86E-06,0.005754489,3.988817075,0.860746155,0.001568078,6.942346115,0.000230642,0.022432326,8.765525113,0.001120973,140.965455,0.000158689,341.2057968
1966.124286,0.00402688,0.00390647,0.444973486,1000.652399,0.009197627,8.19E-06,0.005867709,3.484542666,0.540671384,0.000984977,9.491519156,0.000227358,0.030669293,9.034741908,0.001328672,140.098678,0.000157713,340.9889018
1966.144176,0.00377519,0.004006544,0.509125917,996.5337729,0.015533719,1.38E-05,0.00627734,3.960115008,0.407543397,0.000742449,5.908019129,0.000215086,0.019090176,8.899197862,0.001216395,88.990604,0.000100179,340.7720068
1966.164066,0.003968425,0.004082923,0.508803474,989.0157057,0.007885581,7.02E-06,0.005552312,3.454946867,0.38227544,0.000696416,5.939965335,0.000189574,0.019193402,9.023636135,0.001402334,104.589037,0.000117739,340.5551119
1966.183956,0.003830318,0.003982842,0.493177239,1003.387027,0.008026487,7.15E-06,0.005267376,3.323753601,0.386079518,0.000703346,5.720420851,0.000198321,0.018484003,9.178510071,0.001493937,146.453952,0.000164868,340.3382169
1966.203846,0.003630576,0.003885186,0.507388958,995.2199703,0.017396233,1.55E-05,0.005338795,3.351283263,1.590126493,0.002896838,6.327490698,0.000235512,0.020445586,9.097269743,0.00146776,133.450364,0.000150229,340.1213219
1966.223736,0.004114276,0.00424845,0.540606534,1009.325355,0.009326368,8.30E-06,0.00627877,4.514133272,0.528834146,0.000963412,6.738036904,0.000298565,0.021772155,8.9082501,0.001172535,76.562667,8.62E-05,339.9044269
1966.243626,0.003822156,0.004085137,0.479303493,1003.032781,0.005067022,4.51E-06,0.005140115,3.42870449,0.362915245,0.000661146,6.584602259,0.00018392,0.021276373,9.041376795,0.001366741,141.278273,0.000159041,339.6875319
1966.263516,0.00423783,0.004004431,0.515164481,994.011954,-0.002907573,-2.59E-06,0.006223696,3.736181419,0.405269682,0.000738306,6.615327072,0.000173658,0.021375652,9.166394787,0.001307232,147.337674,0.000165862,339.470637
1966.283406,0.004078898,0.004160581,0.522509313,996.8124569,0.016497091,1.47E-05,0.005657595,4.022564827,0.639025487,0.001164155,6.103347833,0.000178182,0.019721328,8.880039579,0.001264566,130.924576,0.000147386,339.253742
1966.303296,0.003864181,0.003896176,0.481572895,1000.068826,0.00337518,3.01E-06,0.005282458,2.783358051,1.241019814,0.002260847,5.598236342,0.000120541,0.018089196,9.244927965,0.001513578,167.091466,0.0001881,339.036847
1966.323187,0.003743643,0.003902273,0.486740001,991.3520356,0.005328539,4.74E-06,0.005443558,3.120893851,0.335419329,0.000611055,5.981284555,0.000207068,0.019326914,9.084960726,0.001463085,143.67739,0.000161742,338.819952
1966.343077,0.00400842,0.003866959,0.448600925,985.5630429,0.00066466,5.92E-07,0.005721492,3.39100296,0.350758184,0.000638999,6.753221493,0.000194123,0.02182122,8.808943134,0.001323205,76.935595,8.66E-05,338.6030571
1966.362967,0.004217924,0.004096726,0.462673633,1004.197497,0.010046013,8.94E-06,0.005151201,3.279914845,0.348729407,0.000635303,6.703969287,0.000214256,0.021662075,9.017065474,0.001327593,107.741257,0.000121288,338.3861621
1966.382857,0.003902821,0.003970451,0.47151016,1020.179908,0.010943028,9.74E-06,0.005001317,3.265719125,0.333210839,0.000607032,6.830587769,0.00018752,0.022071209,9.150780532,0.001375023,121.112574,0.00013634,338.1692671
1966.402747,0.003867088,0.003947848,0.429555457,1004.84028,0.012780896,1.14E-05,0.005041232,3.168121343,0.333501556,0.000607562,9.582127619,0.000167126,0.03096207,9.09105692,0.001398327,123.5007,0.000139028,337.9523721
1966.422637,0.003863679,0.00361918,0.434873182,988.1248454,0.003026049,2.69E-06,0.004998132,2.714221965,0.301224113,0.00054876,8.73355323,0.000142008,0.02822013,9.115487063,0.001462201,183.085455,0.000206105,337.7354772
1966.442527,0.003678989,0.003705399,0.471775502,998.2941621,0.00717644,6.39E-06,0.005031427,2.672750836,0.269464262,0.000490901,9.196609037,0.000146016,0.029716371,9.255747403,0.001511182,168.342099,0.000189508,337.5185822
1966.462417,0.003892999,0.003890507,0.451206146,1010.565005,0.005904253,5.26E-06,0.004892808,2.504534494,0.258980152,0.000471801,7.529303322,0.000159468,0.02432892,9.527006136,0.001659133,213.783145,0.000240662,337.3016872
1966.482307,0.003834643,0.004129671,0.494159673,998.707066,0.002785464,2.48E-06,0.004965625,2.88467861,0.544617544,0.000992165,11.15979038,0.000232994,0.036059863,9.342571907,0.001517769,249.094007,0.000280413,337.0847922
1966.502197,0.004266228,0.004194216,0.492206351,988.3471658,0.006097373,5.43E-06,0.004883922,3.16626971,1.026495209,0.001870034,9.491806672,0.000251953,0.030670222,9.361064931,0.001543614,244.15471,0.000274852,336.8678972
1966.522087,0.003817496,0.00368796,0.49166657,988.6767886,0.003160399,2.81E-06,0.005189388,2.741648304,0.250214818,0.000455833,9.950553008,0.000228855,0.032152538,9.175080252,0.001399789,260.21101,0.000292927,336.6510023
1966.541978,0.003914827,0.003962416,0.526827251,998.9653495,-0.002831441,-2.52E-06,0.005015835,3.001991011,0.245253787,0.000446795,8.054768974,0.000277185,0.026026821,9.202396156,0.001407023,206.63246,0.000232612,336.4341073
1966.561868,0.004057642,0.004179286,0.55180006,988.5508979,0.005935335,5.28E-06,0.005664699,3.222801867,0.283664045,0.000516769,8.427743853,0.000256142,0.027231989,9.161178192,0.00142664,159.567008,0.000179629,336.2172123
1966.581758,0.00411343,0.004050924,0.516962293,1010.321517,-0.002772053,-2.47E-06,0.006052382,3.078637446,0.272525052,0.000496477,8.461314418,0.000212555,0.027340464,9.121983607,0.001385293,105.659715,0.000118944,336.0003173
1966.601648,0.004363884,0.004074582,0.48432987,1005.590811,-3.87E-05,-3.44E-08,0.005457184,2.274195636,0.21446836,0.000390711,10.896624,0.000229957,0.035209512,9.666809467,0.001697105,230.31604,0.000259274,335.7834224
1966.643543,0.003816003,0.003938623,0.480521209,1001.269539,0.002549267,2.27E-06,0.005538804,2.215671358,0.238285465,0.0004341,11.35247609,0.000173272,0.036682476,9.642307434,0.001695534,278.251011,0.000313236,335.5665274
1966.685439,0.003960775,0.004001314,0.488499642,997.1586213,0.008237789,7.33E-06,0.00519533,2.259988901,0.246211562,0.00044854,8.83196239,0.000224763,0.028538113,9.623475938,0.001699715,274.72868,0.00030927,335.3496324
1966.727335,0.003859784,0.003938255,0.456144686,1002.955422,0.006620395,5.89E-06,0.005351701,2.202121053,0.237764166,0.000433151,11.3429589,0.000248488,0.036651723,9.54130979,0.001685479,333.906159,0.000375888,335.1327374
1966.76923,0.004051205,0.003957472,0.521147641,991.7221682,0.004311559,3.84E-06,0.005919276,2.727460382,0.226582101,0.000412779,9.869375493,0.000270772,0.031890235,9.203870296,0.001492198,196.497835,0.000221204,334.9158424
