Age,Ba138Ca,BaCa,BCa,CdCa,FeCa,LiCa,MgCa,MnCa,PbCa,PCa,SrCa,UCa,YCa
1984.77,0.0073710580,0.0076234652,0.4598999220,0.0000738766,0.0991593648,0.0052787223,3.0318514543,0.0098448155,0.0001797667,0.2130071261,9.4321414622,0.0016187306,0.0000575877
1984.79,0.0086273419,0.0084616280,0.5201155175,0.0000894018,0.0744813720,0.0056093491,3.4325164220,0.0099857812,0.0001761323,0.1897724149,9.3088774752,0.0015283869,0.0000404635
1984.81,0.0068632641,0.0072707420,0.4843561622,0.0000626655,0.0627234784,0.0052178910,2.8449494129,0.0075960041,0.0001861568,0.1271327388,9.3474539763,0.0016045578,0.0000457522
1984.83,0.0078713553,0.0080490355,0.5184778480,0.0000560683,0.0739218760,0.0060297104,3.4170058539,0.0055400140,0.0002489993,0.0711594504,9.4202377328,0.0014966140,0.0000418243
1984.84,0.0074594188,0.0077769752,0.4830453538,0.0000709715,0.0962494616,0.0062124549,3.2994350000,0.0061916250,0.0002603634,0.0685627664,9.6025978332,0.0015968627,0.0000471326
1984.86,0.0083782282,0.0084278136,0.4537578807,0.0000783797,0.1273797094,0.0057012406,3.1744554631,0.0100391223,0.0003161325,0.0682135596,9.6183910634,0.0017419957,0.0000576559
1984.88,0.0073951258,0.0076471250,0.4751091853,0.0001355917,0.1041848556,0.0060936332,3.5320195063,0.0093480022,0.0005034598,0.0535610789,9.2879579260,0.0015111292,0.0000389748
1984.89,0.0079243300,0.0084436731,0.4605600732,0.0001141032,0.1294742797,0.0062887070,3.8052004929,0.0130688867,0.0010873144,0.0516412822,9.2411470521,0.0014938705,0.0000365107
1984.91,0.0071159384,0.0076154927,0.4453697499,0.0001298456,0.1177047437,0.0058330812,3.4160218464,0.0098691410,0.0008850750,0.0459557309,9.3258897239,0.0015439217,0.0000479247
1984.93,0.0066175770,0.0071902450,0.4148266481,0.0001156567,0.1389247508,0.0056951257,3.5114387122,0.0100911810,0.0010480073,0.0512465308,9.3151625660,0.0015029867,0.0000481394
1984.95,0.0071767139,0.0071337784,0.4136124149,0.0001093930,0.1069069560,0.0059211931,3.4128737555,0.0118547913,0.0013658678,0.0500025655,9.3852567193,0.0014721734,0.0000459105
1984.96,0.0068487545,0.0069957716,0.3861959685,0.0001232912,0.0961972460,0.0054154687,3.1089182400,0.0074293165,0.0011882328,0.0491087604,9.3542962508,0.0014898783,0.0000493991
1984.98,0.0066329003,0.0067801391,0.3936297384,0.0001464871,0.1230325361,0.0057357498,3.3177767454,0.0074342221,0.0013778901,0.0536160931,9.2582586761,0.0013807025,0.0000471447
1985,0.0061847769,0.0063658040,0.3716256119,0.0001404162,0.0960600896,0.0053171319,3.1335603446,0.0113265950,0.0022846447,0.0641388102,9.3400888690,0.0013348625,0.0000490071
1985.01,0.0071263498,0.0075378956,0.4481848844,0.0002533044,0.1537434320,0.0061750278,3.8238803616,0.0183593318,0.0028761027,0.0563757558,9.2431954235,0.0012347686,0.0000307736
1985.03,0.0065349135,0.0065652283,0.4052210862,0.0001778277,0.1209349411,0.0055482438,3.4431790686,0.0115155235,0.0019281010,0.0369106011,8.7068553875,0.0011582172,0.0000247622
1985.05,0.0071417236,0.0073455509,0.4630709202,0.0001190437,0.1050529526,0.0061908859,4.0084537164,0.0093041493,0.0009381155,0.0352661240,8.7429177087,0.0010987302,0.0000191242
1985.07,0.0072106366,0.0072391017,0.4634672250,0.0001260536,0.0894306611,0.0066390393,4.1982131474,0.0098791479,0.0005135658,0.0417265243,8.9988669718,0.0011668936,0.0000139251
1985.09,0.0066048721,0.0068641012,0.4543076705,0.0002018085,0.1216688625,0.0062784351,4.2626506042,0.0123158059,0.0007792298,0.0454583624,8.8742036778,0.0011449599,0.0000191318
1985.12,0.0062619649,0.0069441908,0.4081313049,0.0002014804,0.1228078924,0.0053797912,3.2708086049,0.0112464367,0.0012025500,0.0555186347,8.9452655619,0.0011880169,0.0000421745
1985.14,0.0064523740,0.0065919527,0.4127476949,0.0001240349,0.0892448214,0.0051390585,3.0746849849,0.0073435638,0.0006398467,0.0448285658,8.8834082227,0.0011366302,0.0000334624
1985.16,0.0061951386,0.0065381337,0.4412538398,0.0001674317,0.1068774762,0.0055453601,3.4889721459,0.0105927989,0.0005982105,0.1077144928,8.7549321562,0.0011645907,0.0000306882
1985.18,0.0058918646,0.0062451584,0.5305554370,0.0001130473,0.0900142812,0.0061810416,3.7221689616,0.0108138863,0.0004872373,0.1659246134,8.8766578150,0.0012886537,0.0000298460
1985.2,0.0064660603,0.0065054247,0.5167912103,0.0001523761,0.0838809003,0.0058904728,3.4636588270,0.0067512741,0.0004583655,0.1085271901,8.9960377627,0.0013463702,0.0000315280
1985.22,0.0059880467,0.0060919651,0.4986680630,0.0001537694,0.0817162785,0.0057841179,3.1527252378,0.0077912649,0.0004895739,0.0614892199,9.1515075931,0.0014281792,0.0000364916
1985.24,0.0059050666,0.0061970833,0.4610699215,0.0001658661,0.0841180777,0.0053120102,3.1417648286,0.0079921350,0.0006106224,0.1043388404,9.1622820142,0.0013773155,0.0000472709
1985.27,0.0068720536,0.0071617268,0.4149792704,0.0001370701,0.0906039339,0.0051320600,2.7677964807,0.0108798298,0.0005322483,0.1825134767,9.2471792342,0.0013776895,0.0000504452
1985.29,0.0081538092,0.0084385390,0.4394982889,0.0001579535,0.0866489047,0.0054759788,2.9042569832,0.0126862443,0.0004425428,0.2768772453,9.1576794381,0.0013662924,0.0000479169
1985.31,0.0071147666,0.0071276414,0.4726355811,0.0001030472,0.0698130544,0.0059788268,3.0793249603,0.0118126055,0.0001612254,0.2423532313,9.1986979980,0.0014825261,0.0000499846
1985.33,0.0061402836,0.0064494471,0.5001263145,0.0000753354,0.0678908626,0.0059118512,3.0745341068,0.0110171601,0.0001483687,0.2365411009,9.0993166656,0.0014818315,0.0000393856
1985.35,0.0070070263,0.0071670555,0.5005641241,0.0001067225,0.0766632311,0.0061969977,3.3393064850,0.0148653012,0.0001756409,0.3094935901,9.2116138865,0.0014181928,0.0000400934
1985.37,0.0088134560,0.0091989629,0.5148366999,0.0001474840,0.1133200323,0.0063562679,3.5080136850,0.0198883427,0.0002074896,0.4459893827,9.1865223635,0.0013707440,0.0000417134
1985.4,0.0078545013,0.0079644798,0.5417032411,0.0001022202,0.0825089779,0.0068495813,3.6892458212,0.0152014472,0.0002189397,0.3300803781,9.2957979209,0.0013471895,0.0000369847
1985.42,0.0074311416,0.0072014524,0.5690135875,0.0001078320,0.0776517832,0.0068625306,3.5431229265,0.0114595899,0.0001484285,0.1877180707,9.2406077780,0.0013645443,0.0000295892
1985.44,0.0065526180,0.0065638297,0.4966791359,0.0000766086,0.0771528676,0.0059421203,2.7277384543,0.0062416901,0.0001597686,0.1001861778,9.2527394892,0.0014728462,0.0000318741
1985.46,0.0074533217,0.0074044869,0.4169263692,0.0000725971,0.0775161835,0.0051576917,2.1614008185,0.0058416020,0.0001375187,0.0683427813,9.4281776306,0.0015589618,0.0000496803
1985.48,0.0072855831,0.0076587930,0.4579265295,0.0000465087,0.0818468750,0.0054578682,2.2074789605,0.0048987124,0.0001535767,0.0456664672,9.3281577529,0.0016585231,0.0000411154
1985.5,0.0067767318,0.0067302794,0.4426049449,0.0000510429,0.0890867409,0.0053116608,2.0396985348,0.0050024360,0.0001228998,0.0411865174,9.4391716354,0.0016568574,0.0000481098
1985.52,0.0075765409,0.0073913660,0.4489977287,0.0000710047,0.0824564072,0.0052809858,2.1357646135,0.0038725202,0.0001406013,0.0316780798,9.4802817775,0.0016662625,0.0000437513
1985.55,0.0084952493,0.0083843431,0.4650549355,0.0000470910,0.0747790352,0.0054247045,1.9223095094,0.0032654532,0.0001096866,0.0400765644,9.6336323412,0.0017905040,0.0000421918
1985.57,0.0080849802,0.0081639147,0.4848462306,0.0000654856,0.0862328877,0.0055207125,2.0480092162,0.0041039090,0.0002344922,0.0538361836,9.6184949114,0.0018207745,0.0000438944
1985.59,0.0079472401,0.0079411392,0.4955821852,0.0000733504,0.0741492800,0.0054289511,2.0992632486,0.0030982358,0.0001438629,0.0497963913,9.4691409748,0.0017801757,0.0000402226
1985.61,0.0109701257,0.0102861797,0.4927096980,0.0000434489,0.0937957260,0.0052546091,1.8986788927,0.0030145439,0.0001722599,0.0385182846,9.8564191370,0.0019272528,0.0000376199
1985.62,0.0111875562,0.0111028624,0.4960811464,0.0000929472,0.0869066004,0.0054964389,2.1695106426,0.0059023712,0.0002386253,0.0399103201,9.5922507896,0.0017758241,0.0000408474
1985.63,0.0103501656,0.0107115663,0.4444305632,0.0000608886,0.0888880243,0.0052554163,2.1387608933,0.0035621145,0.0001728700,0.0385332111,9.4522277331,0.0016785386,0.0000397293
1985.64,0.0107020827,0.0111708027,0.4631069449,0.0000681338,0.0943481454,0.0053367365,2.2302456392,0.0035581514,0.0001791198,0.0354965154,9.4569278320,0.0017485691,0.0000384536
1985.65,0.0109364323,0.0109128058,0.4620782592,0.0000186342,0.0711958968,0.0051338481,2.0475815506,0.0031116224,0.0001173926,0.0232102096,9.4584080710,0.0017728281,0.0000374773
1985.66,0.0108533659,0.0108460516,0.4667196461,0.0000598784,0.0814025945,0.0056207100,2.4986718825,0.0045024882,0.0001813392,0.0330026865,9.3917608649,0.0016536751,0.0000360130
1985.67,0.0116121803,0.0116393578,0.5367068799,0.0000472217,0.0869693841,0.0062407137,2.8852822900,0.0041938412,0.0002140000,0.0341536003,9.4951047358,0.0015366307,0.0000268432
1985.68,0.0124484733,0.0124427722,0.4622278056,0.0000660221,0.1190681960,0.0052433522,2.1778753279,0.0030441559,0.0002488339,0.0255453748,9.5710259529,0.0016927265,0.0000390363
1985.69,0.0114735507,0.0119407989,0.4489785311,0.0000676878,0.0901008553,0.0053649690,2.4265283309,0.0045224633,0.0002431019,0.0695415193,9.2274010056,0.0015328560,0.0000386347
1985.7,0.0121095063,0.0121915280,0.4902226150,0.0000674996,0.0979609957,0.0055539388,2.9324136703,0.0061611264,0.0002851890,0.1190837786,9.2565565107,0.0014583103,0.0000325612
1985.71,0.0123478163,0.0124578478,0.4598365597,0.0000380520,0.0855571876,0.0055239711,2.5781862385,0.0045560346,0.0002150876,0.0385936491,9.2018644221,0.0014962671,0.0000358557
1985.73,0.0103923305,0.0107163984,0.4402420469,0.0000373562,0.1024204433,0.0055769859,2.9306368396,0.0046526782,0.0002983994,0.0337080071,9.0819057334,0.0012840846,0.0000287225
1985.74,0.0101989285,0.0100367090,0.4869589062,0.0000310250,0.0928515177,0.0053855017,2.9357391211,0.0031485534,0.0002669292,0.0275876344,9.1181774947,0.0013730858,0.0000324541
1985.75,0.0094858036,0.0097620800,0.4268359497,0.0000464448,0.1111228740,0.0053273890,3.0186905741,0.0036185904,0.0003917065,0.0320084994,8.9961978673,0.0012727704,0.0000320873
1985.76,0.0102332244,0.0105979673,0.4257980791,0.0000193816,0.0954453733,0.0051438340,2.6648118350,0.0025923891,0.0002172089,0.0218373773,8.8854309894,0.0012999409,0.0000342246
1985.77,0.0111502968,0.0112312175,0.4171054057,0.0000220006,0.0916440462,0.0052173122,2.5960319408,0.0028648256,0.0002767075,0.0281861165,9.0074522358,0.0014629963,0.0000415508
1985.78,0.0110702459,0.0112695303,0.4742499247,0.0000232130,0.0914335514,0.0056694946,3.2910757875,0.0027732475,0.0002792205,0.0320945936,8.9953337623,0.0013651798,0.0000340585
1985.79,0.0116972705,0.0117704284,0.4910322283,0.0000388937,0.1072550389,0.0058128498,3.6510010370,0.0035503698,0.0002996550,0.0756150200,8.9862013259,0.0012711617,0.0000276214
1985.8,0.0115584949,0.0118747926,0.4651072627,0.0000311208,0.1317362447,0.0058270390,3.3445000979,0.0032039853,0.0002556647,0.0524291898,9.0659676741,0.0013145665,0.0000339363
1985.81,0.0127185470,0.0126037777,0.4429090782,0.0000248486,0.1165461417,0.0058207098,3.2433035943,0.0026725411,0.0003742032,0.0320524901,9.2673709521,0.0014225495,0.0000355484
1985.82,0.0132817387,0.0132411497,0.4481458462,0.0000295634,0.1042268896,0.0054998146,3.1617257810,0.0029478348,0.0003192050,0.0339512987,8.9924123389,0.0013557770,0.0000332009
1985.83,0.0117199671,0.0118326302,0.4208205440,0.0000262722,0.1243987514,0.0053912954,3.0046719455,0.0029570408,0.0004254862,0.0425230721,8.9842916493,0.0014530890,0.0000428424
1985.84,0.0118952599,0.0120883949,0.4271246201,0.0000253529,0.0946457408,0.0059735273,3.2638660628,0.0028539385,0.0003337722,0.0403216178,9.0345178568,0.0013280322,0.0000347654
1985.85,0.0106907077,0.0113074837,0.4145652170,0.0000124134,0.1121286406,0.0054771142,3.2128280594,0.0030492454,0.0004163687,0.0487365337,8.9591813704,0.0012900534,0.0000328898
1985.86,0.0115008634,0.0110205305,0.3239979605,0.0000152231,0.0926202999,0.0047315244,2.5389716594,0.0026347469,0.0002765645,0.0605869287,9.1767176277,0.0012063223,0.0000253096
1985.87,0.0101689531,0.0103976859,0.3511533304,0.0000180968,0.1091068054,0.0052398973,2.9913985774,0.0043933214,0.0004398211,0.0626795812,8.7576285504,0.0010974773,0.0000298896
1985.88,0.0102512027,0.0108023448,0.4386370720,0.0000401893,0.1292823610,0.0061114626,3.8017274799,0.0041881556,0.0005238495,0.0543902682,8.8503661459,0.0011243891,0.0000255346
1985.89,0.0088858523,0.0091443249,0.4212468206,0.0000294530,0.1391772007,0.0058283007,3.0928337674,0.0027956526,0.0006613891,0.0513900634,9.1422323419,0.0014067207,0.0000333745
1985.9,0.0081386964,0.0082541112,0.4104328474,0.0000189773,0.0973487511,0.0054074921,3.1944814627,0.0025873645,0.0007870141,0.0413137487,9.0652113925,0.0012308608,0.0000382931
1985.91,0.0091878459,0.0089524818,0.3810911154,0.0000218221,0.1151982024,0.0056597457,2.9225944404,0.0019482526,0.0006605061,0.0361863295,9.1603701349,0.0012451726,0.0000381033
1985.92,0.0086867747,0.0087803390,0.3972095137,0.0000141134,0.1141540321,0.0055077812,3.0289787907,0.0029165432,0.0011068351,0.0395236899,9.1937736444,0.0012680521,0.0000405912
1985.94,0.0071332669,0.0075277466,0.3823918826,0.0000170345,0.1049346037,0.0055209673,3.0239512164,0.0019509437,0.0011108667,0.0425382770,8.8230360176,0.0009969880,0.0000235690
1985.95,0.0081260324,0.0081934939,0.3926020838,0.0000232167,0.1183552328,0.0054070727,2.8926527978,0.0024455938,0.0013327511,0.0531432064,9.2025465153,0.0011079506,0.0000253535
1985.96,0.0084070114,0.0084850812,0.4455984109,0.0000264296,0.1196833121,0.0064116754,3.5721118925,0.0023348842,0.0010946103,0.0343741823,9.1023374790,0.0011811476,0.0000207507
1985.97,0.0083308116,0.0081742741,0.4688628421,0.0000167638,0.1326750365,0.0059156816,3.5184566682,0.0027714917,0.0010044441,0.0322143891,9.0629451558,0.0012320121,0.0000266554
1985.98,0.0070545126,0.0074324777,0.4614729287,0.0000162040,0.2075652470,0.0060091866,3.4195302320,0.0028380372,0.0009607018,0.0292300264,9.0492208234,0.0011737559,0.0000251586
1985.99,0.0066575278,0.0073051407,0.3963264821,0.0000092856,0.1485958224,0.0055732472,2.9015577447,0.0026924649,0.0015763248,0.0452073355,8.6728938783,0.0013051542,0.0000394764
1986,0.0077444194,0.0074117052,0.4236063207,0.0000137374,0.1189470344,0.0056332766,3.3938012086,0.0018096639,0.0008990310,0.0354000429,8.9220186466,0.0011506585,0.0000377207
1986.01,0.0076954543,0.0073917310,0.4596218541,0.0000118429,0.1076802042,0.0061873457,3.7130236768,0.0020664323,0.0007638907,0.0327227413,9.0244351914,0.0011023324,0.0000251492
1986.02,0.0069520409,0.0072219057,0.3324116904,0.0000152168,0.1097566134,0.0044694544,2.3367344311,0.0017398722,0.0008378299,0.0467296781,8.7170511681,0.0011385515,0.0000316401
1986.03,0.0080615695,0.0083111273,0.3303504830,0.0000181986,0.1247873286,0.0045922850,2.3066784607,0.0021578045,0.0005960509,0.0465653089,8.5250478871,0.0010704818,0.0000257999
1986.06,0.0082307551,0.0081286303,0.3677749077,0.0000206721,0.1071582205,0.0052857328,2.8553106079,0.0019908600,0.0006614562,0.0384751234,8.8086293003,0.0010059456,0.0000157597
1986.09,0.0092096143,0.0094971293,0.3693859838,0.0000228551,0.1215252441,0.0053620058,2.8057857282,0.0019199133,0.0006025733,0.0429556195,8.7759210552,0.0011264787,0.0000208849
1986.12,0.0096561798,0.0098874965,0.4448532184,0.0000355875,0.1601349699,0.0061895665,3.3311894301,0.0037838715,0.0014185400,0.0568709037,9.0228289060,0.0012238386,0.0000240498
1986.14,0.0076740481,0.0073477592,0.4661127959,0.0000420662,0.1962303462,0.0063648728,3.5497801486,0.0032509057,0.0012753304,0.0376613993,9.0772630738,0.0012384364,0.0000265876
1986.17,0.0069736619,0.0072026541,0.5028857846,0.0000341547,0.1339715364,0.0064635702,3.5034623340,0.0024510740,0.0007812137,0.0524125551,8.9180004840,0.0011391171,0.0000257877
1986.2,0.0071582992,0.0072207352,0.4600469215,0.0000282351,0.1310567110,0.0057563001,3.1759259896,0.0033348037,0.0013271483,0.0725467417,9.0047594931,0.0012401534,0.0000317638
1986.23,0.0073417434,0.0072529608,0.4612134496,0.0000193418,0.1328577833,0.0057463818,2.9876227131,0.0038396028,0.0012033276,0.1093642269,9.0757276623,0.0013437622,0.0000406298
1986.26,0.0071692716,0.0073355332,0.4480157494,0.0000243607,0.1696584540,0.0060944407,3.1902452552,0.0035996620,0.0011229361,0.0688675642,9.0812116523,0.0013206256,0.0000402073
1986.28,0.0073591517,0.0079592385,0.4699970882,0.0000462770,0.1732856938,0.0059349565,3.0640184058,0.0039005272,0.0011894740,0.0576509048,9.1780707676,0.0012660899,0.0000317542
1986.31,0.0070395001,0.0071945540,0.4425022182,0.0000376859,0.1478622449,0.0057344855,2.8264737983,0.0039129781,0.0013963455,0.0559284712,8.9880554887,0.0012409759,0.0000380018
1986.34,0.0079548196,0.0079237756,0.4379553356,0.0000301469,0.1421761805,0.0054743722,2.8081316511,0.0030424388,0.0011326030,0.0507300472,9.1406444212,0.0012511889,0.0000320577
1986.37,0.0084604911,0.0091707810,0.4988151150,0.0000271440,0.1376883722,0.0060596324,2.9224227830,0.0025047353,0.0007962477,0.0419415245,9.4332753972,0.0014600425,0.0000373437
1986.4,0.0085785702,0.0087370319,0.4617055248,0.0000145033,0.1161509176,0.0053192357,2.4892748882,0.0024491088,0.0006524421,0.0403724815,9.1745720657,0.0014497229,0.0000446326
1986.43,0.0092267129,0.0091996247,0.5092378939,0.0000121844,0.1000611490,0.0060939199,2.7419569997,0.0018791525,0.0005404324,0.0351102067,9.5069350141,0.0014731926,0.0000365646
1986.45,0.0101782790,0.0101710881,0.5228386661,0.0000123596,0.0916822048,0.0056900569,2.5309923660,0.0013185036,0.0003266551,0.0272858478,9.6087372091,0.0016381690,0.0000352144
1986.48,0.0104158314,0.0104245395,0.5289109883,0.0000083895,0.0777132262,0.0062690532,2.8162192746,0.0009875747,0.0002111311,0.0299865807,9.3920655472,0.0014539483,0.0000286906
1986.51,0.0120154398,0.0121510655,0.4645151345,0.0000239336,0.1152140892,0.0055097056,2.4292421146,0.0016982679,0.0002685716,0.0690825379,9.4763599836,0.0015124991,0.0000531664
1986.54,0.0124903628,0.0122665676,0.4705875207,0.0000135230,0.0874257805,0.0056683154,2.4798443604,0.0014975053,0.0001994130,0.0438759847,9.5146116277,0.0016357873,0.0000544498
1986.57,0.0100736061,0.0103916315,0.4620924695,0.0000213834,0.1323699653,0.0056931358,2.5433959614,0.0011390849,0.0002356086,0.0358463393,9.2866864003,0.0015491606,0.0000510111
1986.59,0.0090849869,0.0091289034,0.5422272723,0.0000081026,0.0898829350,0.0061206949,2.5032842436,0.0008908680,0.0002752426,0.0249687115,9.6571912474,0.0017087560,0.0000462643
1986.62,0.0090925313,0.0089311828,0.5234133628,0.0000057031,0.0877617058,0.0063267977,2.7623979512,0.0013885186,0.0002575841,0.0258575394,9.6242208360,0.0016768945,0.0000404578
1986.65,0.0098587366,0.0100116318,0.5583899186,0.0000112746,0.1065649258,0.0062510408,2.8653782575,0.0015139812,0.0002713668,0.0255054329,9.5007012392,0.0015896745,0.0000363585
1986.68,0.0102873246,0.0103625709,0.5459893092,0.0000092143,0.1244473754,0.0060347006,2.8339052922,0.0016799347,0.0003785389,0.0292280402,9.6867123335,0.0016042376,0.0000362913
1986.7,0.0101518515,0.0099339107,0.4846396786,0.0000104820,0.0992242747,0.0052786773,2.4941569283,0.0016745490,0.0003313826,0.0261860789,9.4248588937,0.0016260912,0.0000511973
1986.71,0.0103791656,0.0099061619,0.5124805724,0.0000056076,0.1340286362,0.0054539856,2.5744627107,0.0013687543,0.0003681408,0.0247526433,9.4894609678,0.0015953005,0.0000495317
1986.73,0.0092501787,0.0093385079,0.5344902130,0.0000054685,0.0980458691,0.0066280200,3.2515830325,0.0012929769,0.0003070132,0.0249476775,9.0665945620,0.0013274818,0.0000327862
1986.74,0.0089219382,0.0088800895,0.4247113982,0.0000182603,0.0807122226,0.0056861487,2.9321796584,0.0011733936,0.0002292531,0.0225730568,8.9542154310,0.0011370202,0.0000164751
1986.76,0.0094725105,0.0094100113,0.4540318315,0.0000138899,0.0756793078,0.0058616384,2.9172702534,0.0011083363,0.0001615801,0.0215981515,9.0593983022,0.0012969614,0.0000298119
1986.78,0.0086181376,0.0088105762,0.4460954102,0.0000067510,0.0645631335,0.0056422303,2.6034347710,0.0006405528,0.0001323368,0.0182794274,9.3869243982,0.0015678585,0.0000376781
1986.79,0.0086397129,0.0082748902,0.4389292723,0.0000156631,0.0672166217,0.0052604729,2.7631187220,0.0010428508,0.0001529559,0.0165415351,9.0290313652,0.0013509290,0.0000328911
1986.81,0.0088025634,0.0089610196,0.4309426388,0.0000134048,0.0902283015,0.0056625056,2.8009012587,0.0013811767,0.0001878757,0.0177729862,9.0560111480,0.0014104698,0.0000333555
1986.82,0.0086484985,0.0089752744,0.4088817700,0.0000086848,0.0814786556,0.0052234288,2.4254666724,0.0012031715,0.0001919725,0.0241639353,9.1956399934,0.0015758131,0.0000398567
1986.84,0.0089703182,0.0090812664,0.4593256323,0.0000434050,0.0764026385,0.0061350644,3.3141284263,0.0027491931,0.0002145969,0.0359183900,9.1058676661,0.0013198578,0.0000279161
1986.85,0.0088637227,0.0089169830,0.4288266119,0.0000309612,0.0930390849,0.0056100422,3.2376127964,0.0029646228,0.0003005669,0.0621557945,8.9208401926,0.0013336544,0.0000346181
1986.87,0.0101372415,0.0100168936,0.4629163660,0.0000598790,0.0780447613,0.0065626286,3.9824663936,0.0051955611,0.0004615020,0.2188795544,9.1601346480,0.0012089758,0.0000354853
1986.89,0.0087341159,0.0090653932,0.4305182090,0.0000109203,0.0662245108,0.0059812780,3.4356198879,0.0029554878,0.0008025235,0.1090512383,9.0498042359,0.0012797675,0.0000337324
1986.9,0.0092271085,0.0092232547,0.4481875888,0.0000513577,0.0807863387,0.0056594600,3.3173450786,0.0021213714,0.0009429193,0.0660383012,9.1005148460,0.0013527850,0.0000397643
1986.92,0.0095518143,0.0097283391,0.4454847259,0.0000136272,0.0745199233,0.0059755449,3.1881813392,0.0017562972,0.0006853883,0.0298108688,9.0678507935,0.0014193963,0.0000412104
1986.93,0.0091513064,0.0087510365,0.4525653618,0.0000273679,0.0720955789,0.0056679406,3.4757844858,0.0027432915,0.0004679995,0.0197618240,8.8379135039,0.0011977797,0.0000303642
1986.95,0.0077361530,0.0079148636,0.4043669187,0.0000272457,0.0904711790,0.0056413909,3.5838324600,0.0023254385,0.0003778805,0.0172907802,8.6863081517,0.0011295652,0.0000274273
1986.97,0.0092142122,0.0091020152,0.4299288215,0.0000192654,0.0874496850,0.0055885030,3.5598708297,0.0019381258,0.0006234653,0.0213591639,8.9412101944,0.0012329745,0.0000321540
1986.98,0.0093211189,0.0093646927,0.3855385944,0.0000104256,0.0774744785,0.0053408733,3.1541703130,0.0013183107,0.0009761874,0.0238142858,8.9198023440,0.0013034229,0.0000367681
1987,0.0094065262,0.0098854130,0.4122240794,0.0000150793,0.1076905455,0.0057285597,3.3971665784,0.0019978398,0.0007812161,0.0308853123,8.9811911775,0.0012023255,0.0000245981
1987.01,0.0080052569,0.0080344706,0.3708468768,0.0000195438,0.0914281145,0.0049333026,2.5691975515,0.0021535443,0.0011043935,0.0374084093,8.8878213713,0.0014048352,0.0000348354
1987.03,0.0075230716,0.0076966999,0.4318818091,0.0000179545,0.0961866418,0.0054942542,3.3632111914,0.0019371988,0.0006945791,0.0201674174,8.5930291370,0.0011092867,0.0000183852
1987.05,0.0076761189,0.0077153658,0.4457348156,0.0000265505,0.1037912128,0.0055706278,3.2867094060,0.0023553273,0.0008684968,0.0195773323,8.9925334579,0.0011880876,0.0000223851
1987.08,0.0078031127,0.0079551328,0.4397028655,0.0000309593,0.1075460406,0.0054182897,3.1673270610,0.0018892348,0.0008825688,0.0199389899,8.8620622662,0.0011875487,0.0000277901
1987.1,0.0071873651,0.0073433389,0.3946014789,0.0000124546,0.1460223546,0.0047931686,2.5290887478,0.0017062260,0.0009780258,0.0289973442,9.0287222883,0.0014100797,0.0000524051
1987.12,0.0080584507,0.0080181297,0.4128814461,0.0000153378,0.1212745468,0.0052574049,3.1425082709,0.0018774935,0.0008339074,0.0334779951,8.8592854415,0.0012151885,0.0000401563
