Age,Ba138Ca,BaCa,BCa,CdCa,FeCa,LiCa,MgCa,MnCa,PbCa,PCa,SrCa,UCa,YCa
1998.6,0.0097892798,0.0095515784,0.5394181715,0.0000155566,0.0921063915,0.0058665551,2.6061118778,0.0008396449,0.0004000246,0.0251970072,9.5433763706,0.0017381952,0.0000268007
1998.62,0.0099722853,0.0097577148,0.5353176120,0.0000234388,0.1017138052,0.0059738232,2.5926624780,0.0010386938,0.0006277386,0.0313896706,9.6492021686,0.0018746670,0.0000329472
1998.63,0.0099229902,0.0098121286,0.5316629700,0.0000189442,0.1107839874,0.0058288639,2.3549123941,0.0010884080,0.0007718888,0.0258001057,9.5017542408,0.0018496470,0.0000323148
1998.65,0.0091269995,0.0092052153,0.4485671575,0.0000147414,0.1122508084,0.0051079728,2.1234557569,0.0013389588,0.0008465340,0.0412262594,9.3992144038,0.0017782017,0.0000396413
1998.66,0.0101116741,0.0099264045,0.4750231385,0.0000213711,0.1376025982,0.0056461866,2.4695553716,0.0014187838,0.0009272328,0.0449604887,9.3693024165,0.0017423752,0.0000367492
1998.68,0.0101633128,0.0100515524,0.5435061100,0.0000176980,0.1553859912,0.0060540539,2.7940901561,0.0015632660,0.0009326133,0.0356815171,9.4998246774,0.0016454925,0.0000284556
1998.7,0.0098601355,0.0097147304,0.5307069756,0.0000337875,0.1247308975,0.0058358986,2.9231655917,0.0016977144,0.0009559305,0.0361395768,9.3432198527,0.0015155000,0.0000280897
1998.71,0.0095983932,0.0092951681,0.4936832800,0.0000189284,0.1276065700,0.0054316264,2.7248587398,0.0014720951,0.0011628569,0.0346150824,9.0300152098,0.0015091655,0.0000289496
1998.73,0.0091412289,0.0093895847,0.5136171016,0.0000203739,0.1447409518,0.0060759742,3.0184281597,0.0017494979,0.0011703220,0.0429757558,9.2545760999,0.0014634988,0.0000233367
1998.74,0.0102166124,0.0104749803,0.5159668774,0.0000356777,0.2123688574,0.0060325363,3.0572545925,0.0024123970,0.0017104119,0.0601712553,9.3173278833,0.0015208505,0.0000247546
1998.76,0.0122205806,0.0121273957,0.5324712698,0.0000322290,0.2339230819,0.0062353667,3.3272791085,0.0027927237,0.0022447634,0.0646325487,9.6467229273,0.0015139550,0.0000217821
1998.77,0.0105130684,0.0107740541,0.5396352936,0.0000479677,0.2264901963,0.0062652467,3.2606893640,0.0025076780,0.0020825180,0.0441686659,9.0707965914,0.0013450740,0.0000194017
1998.79,0.0104704082,0.0108552261,0.5143708571,0.0000382461,0.1704693035,0.0059642656,3.0605130253,0.0015477812,0.0014528512,0.0401956089,9.4102222495,0.0014598155,0.0000232602
1998.81,0.0114005120,0.0116742196,0.4905869469,0.0000327814,0.1685118629,0.0057064033,3.1709853846,0.0019637930,0.0016615300,0.0574790107,9.0420089286,0.0013523309,0.0000222527
1998.82,0.0138213966,0.0136665997,0.4801037231,0.0000194072,0.1538581633,0.0057298384,2.9045885206,0.0013635373,0.0011629152,0.0473264128,9.2483499493,0.0013967179,0.0000232364
1998.84,0.0108620524,0.0109824855,0.5037749437,0.0000161755,0.1101077888,0.0057213167,2.7447093625,0.0009910140,0.0008605190,0.0266252879,9.2028366139,0.0014700681,0.0000245269
1998.85,0.0116055244,0.0120531472,0.5047863562,0.0000203772,0.1387447806,0.0057331353,2.7552289755,0.0013092848,0.0011301246,0.0330404044,9.2443196928,0.0015132613,0.0000271627
1998.87,0.0136182790,0.0134185340,0.5101013681,0.0000217992,0.1209344288,0.0057977412,2.8319605138,0.0012772540,0.0009713496,0.0352371204,9.1503874498,0.0015411811,0.0000293160
1998.89,0.0136847723,0.0136117752,0.5279681380,0.0000090901,0.1158163816,0.0057116097,3.0509230764,0.0012701082,0.0007985780,0.0327059455,9.1241926160,0.0014546600,0.0000237958
1998.9,0.0123838300,0.0124683222,0.5189088410,0.0000160720,0.1308036818,0.0057977905,3.0140452938,0.0009528481,0.0007881185,0.0247924178,9.1086521147,0.0014237076,0.0000245779
1998.92,0.0125708796,0.0122123749,0.5182296437,0.0000260850,0.1492348282,0.0058750254,3.1137137731,0.0011218623,0.0008542009,0.0262973228,9.2681517258,0.0014754178,0.0000214059
1998.93,0.0119053097,0.0119118223,0.4938100096,0.0000286706,0.1059865466,0.0057362827,3.0195299377,0.0010020837,0.0006299431,0.0316504784,9.0870752956,0.0014108620,0.0000280668
1998.95,0.0123179450,0.0122191414,0.5086073536,0.0000153993,0.1255837632,0.0058576613,3.3883659677,0.0014285220,0.0008956401,0.0294736813,8.9731957463,0.0013955401,0.0000237077
1998.96,0.0133545676,0.0132316095,0.5106707202,0.0000104220,0.1291386495,0.0061242144,3.3207329176,0.0013249971,0.0008232615,0.0389249799,9.0529436755,0.0013928374,0.0000254261
1998.98,0.0134701038,0.0139077798,0.5028531748,0.0000191721,0.1296032277,0.0057778478,2.9787831730,0.0010858967,0.0009028438,0.0366568923,9.2410018231,0.0014786022,0.0000290384
1999,0.0141587327,0.0140228442,0.4998569354,0.0000306372,0.1435229399,0.0057262217,3.0939932535,0.0014002549,0.0010678995,0.0327309666,9.0434379970,0.0014200786,0.0000255364
1999.01,0.0134662971,0.0124922191,0.4877633785,0.0000179652,0.1154110827,0.0058522317,3.3265590722,0.0014636020,0.0009838303,0.0374536233,9.0012951162,0.0013795627,0.0000261816
1999.03,0.0128735884,0.0129715257,0.4686960135,0.0000277875,0.1119691542,0.0056233535,3.2331795135,0.0012519485,0.0010210281,0.0352460637,9.1506269744,0.0014514821,0.0000279211
1999.04,0.0131680147,0.0130359998,0.4761146504,0.0000228414,0.1382450283,0.0057630745,3.1381961723,0.0010881977,0.0014818416,0.0369654759,9.4120252855,0.0015749874,0.0000334298
1999.06,0.0135638327,0.0131051084,0.4753666091,0.0000270119,0.1227332881,0.0060738914,3.2496850681,0.0010314687,0.0015853960,0.0341145774,9.3253924820,0.0014770911,0.0000357412
1999.08,0.0134648382,0.0131177383,0.4761739616,0.0000274273,0.1145423204,0.0059105790,3.3187783986,0.0010796567,0.0015969933,0.0280930397,9.0489571512,0.0014176970,0.0000281297
1999.09,0.0125342895,0.0121675734,0.4767087869,0.0000165361,0.1374409117,0.0057163767,3.2372065571,0.0013723764,0.0027552760,0.0338370406,8.9293690827,0.0013660193,0.0000310906
1999.11,0.0129619800,0.0129448079,0.4910238698,0.0000518352,0.1423028905,0.0059002029,3.6223123319,0.0017716456,0.0070145676,0.0350020500,9.0630661453,0.0012853980,0.0000247309
1999.12,0.0122158204,0.0122373306,0.5094220522,0.0000412561,0.1716003403,0.0056558623,3.7402526789,0.0019331344,0.0082104006,0.0360134234,8.9898896770,0.0012601611,0.0000224581
1999.14,0.0129739080,0.0123507930,0.4884581130,0.0000477468,0.1730872899,0.0056535979,3.5525640325,0.0017087807,0.0089184583,0.0309029128,8.8549808050,0.0012610546,0.0000196410
1999.15,0.0123683506,0.0127203222,0.4780105684,0.0000338793,0.1149959934,0.0053772026,3.2637299695,0.0013574795,0.0068421700,0.0281324203,8.9054696786,0.0013434831,0.0000205431
1999.17,0.0121738797,0.0118449465,0.4885359789,0.0000579506,0.1609625399,0.0057646403,3.8556765517,0.0015648537,0.0100076591,0.0375240653,8.6922015763,0.0011585131,0.0000195141
1999.19,0.0108046754,0.0108418459,0.4889776656,0.0000445410,0.1555520500,0.0058198099,3.6088194324,0.0019513024,0.0162877076,0.0422097912,8.7624354637,0.0012607197,0.0000304780
1999.21,0.0111979671,0.0109630005,0.4733564626,0.0000758797,0.1899727383,0.0053197756,3.5525871331,0.0024488354,0.0223781909,0.0473121723,8.9383498499,0.0012320888,0.0000226664
1999.24,0.0107764052,0.0106866734,0.4726865122,0.0000496351,0.1251698786,0.0054942747,3.2770485704,0.0018425176,0.0105160767,0.0318559722,8.9601899928,0.0013053011,0.0000246288
1999.26,0.0111174160,0.0110498821,0.4567174763,0.0000611843,0.1131492235,0.0056360602,3.2307116594,0.0014816854,0.0108836712,0.0399106467,9.0975325196,0.0012765893,0.0000324958
1999.28,0.0096184106,0.0096372265,0.4250806990,0.0000594361,0.1167669064,0.0055624450,2.9426668045,0.0017605155,0.0145863957,0.0424553671,8.9337621208,0.0012310963,0.0000300203
1999.3,0.0094795169,0.0097191340,0.4735961680,0.0000418779,0.1171920439,0.0058734032,3.4140205905,0.0016693294,0.0142806751,0.0387118464,8.9789426103,0.0012335765,0.0000208488
1999.33,0.0093841026,0.0100399316,0.5082124172,0.0000860625,0.1232323469,0.0056106862,3.3390480921,0.0016058262,0.0214145453,0.0437494613,8.9306449857,0.0012465726,0.0000233076
1999.35,0.0092637069,0.0091010002,0.5288999802,0.0000906987,0.1038626668,0.0057913429,3.3287124991,0.0012785352,0.0172711011,0.0406435213,8.9875954242,0.0013290960,0.0000240250
1999.37,0.0096743444,0.0096716984,0.5098251106,0.0000383674,0.1164465033,0.0059466963,3.2284833286,0.0010881649,0.0150640249,0.0547409857,9.0999051326,0.0013561034,0.0000418406
1999.39,0.0099407600,0.0095800984,0.4981730701,0.0000309629,0.1178786923,0.0059083219,2.9664902822,0.0010464752,0.0147834127,0.0550942935,9.2177641471,0.0015332282,0.0000465041
1999.41,0.0088084132,0.0085977519,0.5167790331,0.0000607220,0.1206472700,0.0061746913,3.2529081966,0.0009878865,0.0129674235,0.0478136830,9.0416574573,0.0013521557,0.0000280431
1999.44,0.0093786317,0.0094348602,0.4832362986,0.0000547602,0.1168314348,0.0059123282,3.1116269916,0.0011334285,0.0168177475,0.0517429145,9.0796881316,0.0014321573,0.0000290790
1999.46,0.0088101159,0.0091366740,0.5017970225,0.0000676006,0.1122855703,0.0063399783,3.2431174709,0.0011936192,0.0156120444,0.0435008019,9.0088930281,0.0013029834,0.0000257712
1999.48,0.0096328072,0.0095078757,0.5235627336,0.0000599572,0.1221238935,0.0063293178,3.2381340913,0.0014351496,0.0156274930,0.0433860728,9.3631718324,0.0014281960,0.0000259191
1999.5,0.0086206403,0.0085810374,0.5285798966,0.0001250058,0.1363608743,0.0061007528,3.1317656437,0.0017206693,0.0165307644,0.0420109788,8.7672913385,0.0013252596,0.0000204753
1999.53,0.0103589531,0.0100118970,0.5581008157,0.0000526798,0.1321180335,0.0061626653,3.1256578294,0.0014085787,0.0118689500,0.0377760116,9.3136750358,0.0014828333,0.0000228332
1999.55,0.0108954201,0.0110172492,0.5360429599,0.0000415221,0.1684333442,0.0058897696,2.7733245456,0.0014608882,0.0097591023,0.0380568558,9.4016375016,0.0016057953,0.0000247338
1999.57,0.0093844701,0.0094859104,0.5260189056,0.0000438724,0.0956149067,0.0057933468,2.6111208459,0.0009799478,0.0045282639,0.0286298843,9.4382353977,0.0015894770,0.0000234075
1999.58,0.0084418205,0.0086338772,0.4925144598,0.0000329787,0.1247474100,0.0058579759,2.5986328906,0.0012063182,0.0041314234,0.0335871299,9.3432806571,0.0015733192,0.0000235879
1999.59,0.0092277503,0.0092507090,0.5144886070,0.0000290631,0.1261021673,0.0058994286,2.6635713096,0.0011636836,0.0046431975,0.0311503158,9.3778264895,0.0015905756,0.0000264557
1999.6,0.0097100533,0.0095788753,0.5186777314,0.0000207429,0.0971080023,0.0057241971,2.6591565838,0.0009521087,0.0028817441,0.0299424231,9.2239314485,0.0014998942,0.0000236975
1999.61,0.0093264052,0.0094948145,0.5306412326,0.0000329770,0.0924907102,0.0061386383,2.8336051491,0.0009523389,0.0016660712,0.0351222938,9.4210154499,0.0015410374,0.0000252460
1999.62,0.0098840745,0.0099790536,0.5273706344,0.0000338862,0.1114083475,0.0060597692,2.8621772794,0.0011686546,0.0013074943,0.0445760761,9.2990851576,0.0015356182,0.0000269565
1999.63,0.0103062545,0.0107310863,0.4720139923,0.0000220353,0.1227506010,0.0055220084,2.3880878269,0.0009614738,0.0008964545,0.0424128867,9.2591678277,0.0015709225,0.0000305127
1999.64,0.0116707323,0.0111945390,0.4738162776,0.0000228908,0.1321657359,0.0055331398,2.4728310653,0.0014689553,0.0011363745,0.0450212471,9.3378698718,0.0015427003,0.0000268383
1999.65,0.0114891781,0.0113616574,0.5469331477,0.0000162488,0.1313871546,0.0058866737,2.4161741400,0.0013091982,0.0007564333,0.0298174882,9.1654834197,0.0016092322,0.0000242004
1999.66,0.0119903770,0.0119962541,0.5449789508,0.0000385899,0.0935843563,0.0056538297,2.3548424889,0.0010339232,0.0009135726,0.0229237681,9.4300777969,0.0016455940,0.0000223540
1999.67,0.0116126796,0.0115637131,0.5509425579,0.0000299001,0.1045293737,0.0057314949,2.4355369938,0.0011467260,0.0007781255,0.0257782374,9.2587111034,0.0015481814,0.0000219371
1999.68,0.0116879359,0.0116836736,0.5197864892,0.0000217665,0.0927234082,0.0056148606,2.2746341751,0.0006907390,0.0007239235,0.0244594344,9.4161547677,0.0016500004,0.0000238365
1999.69,0.0133182696,0.0128159701,0.5261943029,0.0000259915,0.1001126352,0.0058523593,2.4129654056,0.0011054301,0.0006865587,0.0285699387,9.3220757757,0.0017108724,0.0000214827
1999.7,0.0121691580,0.0122765091,0.4905491253,0.0000116748,0.1045271364,0.0056283769,2.4917199983,0.0011204533,0.0005963830,0.0465640233,9.3254125077,0.0015568205,0.0000273003
1999.71,0.0120141579,0.0119107483,0.4965035990,0.0000253879,0.1148722137,0.0054490060,2.4334002197,0.0010580617,0.0006121233,0.0370872934,9.4078981919,0.0016419208,0.0000325001
1999.72,0.0121325629,0.0121818495,0.5192309446,0.0000145874,0.0897866617,0.0058629731,2.4785133778,0.0006225155,0.0003391137,0.0251015689,9.3529135790,0.0016273059,0.0000247168
1999.73,0.0112205029,0.0108483843,0.5149856527,0.0000166785,0.0924897508,0.0057563367,2.5762427106,0.0010012361,0.0005079179,0.0326904403,9.1351298850,0.0015199113,0.0000201397
1999.74,0.0116453851,0.0118627647,0.5452214577,0.0000267447,0.1025957811,0.0059720927,2.9281419290,0.0010091608,0.0007377207,0.0256698732,9.3381996479,0.0015561167,0.0000187257
1999.75,0.0119828577,0.0115126526,0.5273643743,0.0000141797,0.0945095287,0.0057553379,2.9315605242,0.0008353209,0.0006675812,0.0306389282,9.1058570047,0.0014165381,0.0000231220
1999.76,0.0119651950,0.0121165614,0.4958933372,0.0000145878,0.0917865905,0.0052192266,2.6270833035,0.0007912279,0.0010563095,0.0260362478,9.1005318416,0.0014754657,0.0000217135
1999.77,0.0131628145,0.0130546807,0.5128083827,0.0000108659,0.1342242399,0.0057213338,2.8944636431,0.0009787160,0.0008746747,0.0256244734,9.0349467952,0.0014059162,0.0000235497
1999.78,0.0119925612,0.0118950199,0.4989175776,0.0000210641,0.1161845997,0.0056499756,2.8434027397,0.0008808962,0.0011352123,0.0246748208,9.2283727671,0.0015152080,0.0000284438
1999.79,0.0113137859,0.0111174707,0.5095636797,0.0000236891,0.0837406774,0.0056039508,2.9383545632,0.0011087108,0.0011278902,0.0229970072,9.1644772151,0.0014610869,0.0000222801
1999.8,0.0104316900,0.0107210610,0.5070158044,0.0000134973,0.1037697935,0.0054449321,2.7437936041,0.0009814810,0.0013036954,0.0277147187,8.9336246408,0.0014037228,0.0000193086
1999.82,0.0111306527,0.0117892514,0.5137495039,0.0000350277,0.1003053855,0.0053940546,2.8265933528,0.0010123685,0.0030651695,0.0351683875,9.2305580031,0.0014622357,0.0000208638
1999.82,0.0115080337,0.0120803614,0.5281071936,0.0000540934,0.1176613082,0.0058244867,2.9018810003,0.0014501075,0.0030987342,0.0403930960,8.9199502157,0.0014377236,0.0000226627
1999.84,0.0115786179,0.0115907289,0.5300741447,0.0000357033,0.1299234254,0.0060511415,3.1771503625,0.0013174328,0.0053705141,0.0357416098,9.0529659955,0.0013845185,0.0000238912
1999.85,0.0112598628,0.0108568753,0.4849257404,0.0000234438,0.1183474843,0.0057032949,3.0588196928,0.0018399186,0.0113137358,0.0478904900,9.0492136524,0.0013542040,0.0000286455
1999.86,0.0107666765,0.0105904487,0.4626379717,0.0000449881,0.1082791646,0.0055327046,2.9140574769,0.0011263881,0.0079719766,0.0435820222,8.7390480146,0.0012876651,0.0000271105
1999.87,0.0107196169,0.0105992697,0.3954621583,0.0000302407,0.1067420642,0.0055712651,2.7967841750,0.0013189162,0.0074756136,0.0547342402,8.8033866961,0.0012367044,0.0000297472
1999.88,0.0104607614,0.0101427953,0.4395795384,0.0000496638,0.1095078380,0.0059488075,3.1688386020,0.0012926421,0.0097041123,0.0566855371,8.9297250031,0.0012187206,0.0000238951
1999.89,0.0106065946,0.0107635817,0.5159363561,0.0000636939,0.1100717813,0.0058819852,3.5462087204,0.0013883600,0.0153214489,0.0587589270,9.0345103426,0.0012942901,0.0000214073
1999.9,0.0097800298,0.0092759752,0.5017060634,0.0000549148,0.1136048114,0.0055997251,3.4045554701,0.0016245197,0.0177922643,0.0625738138,8.7950699883,0.0013251540,0.0000197837
1999.91,0.0105432875,0.0106527032,0.5009894163,0.0000826275,0.1219832018,0.0058929075,3.3153671455,0.0015044208,0.0217480409,0.0614771849,9.0658683366,0.0014250733,0.0000265422
1999.92,0.0112873452,0.0116565671,0.4804672048,0.0000787316,0.1320766349,0.0058679496,3.6034582133,0.0015182973,0.0207853010,0.0563846335,8.9796321737,0.0012545490,0.0000180999
1999.93,0.0113808366,0.0113245105,0.4751386514,0.0001025251,0.1520496620,0.0056178432,3.3923753340,0.0016404114,0.0193137214,0.0464461849,8.7332236883,0.0011679968,0.0000198463
1999.94,0.0121388586,0.0121150642,0.5153281666,0.0000676346,0.1398396619,0.0063741174,3.8224199855,0.0020689625,0.0234290065,0.0636355214,8.9657799047,0.0012294098,0.0000214349
1999.95,0.0114006765,0.0109002953,0.4952291626,0.0000871702,0.1342169772,0.0063932161,3.4489810398,0.0023212096,0.0261805707,0.0674095597,9.0999581291,0.0013281778,0.0000257932
1999.96,0.0103912556,0.0100393064,0.4868029510,0.0000969546,0.1362716289,0.0060212308,3.3883617677,0.0018051688,0.0229401916,0.0542651241,8.9013801372,0.0013272238,0.0000236011
1999.97,0.0096077919,0.0100178845,0.4934243842,0.0000816315,0.1684293164,0.0061322290,3.6501198938,0.0025364635,0.0248914637,0.0606723171,8.8970350328,0.0012211275,0.0000186384
1999.98,0.0100337110,0.0097731286,0.4794323045,0.0000815925,0.1708406899,0.0058365108,3.2899967958,0.0022728274,0.0238450113,0.0694788997,9.0049258252,0.0013073634,0.0000289711
1999.99,0.0101120990,0.0102670035,0.4840655171,0.0000695699,0.1544013296,0.0060834030,3.8490949631,0.0017709990,0.0184491701,0.0538835659,8.9267802432,0.0011767289,0.0000195975
2000,0.0100738026,0.0102320833,0.4640716827,0.0000638556,0.1200595267,0.0057913407,3.3928730854,0.0012035575,0.0150232101,0.0729734712,8.8574190498,0.0012098796,0.0000216406
2000.01,0.0105799210,0.0103867357,0.4795431137,0.0000565961,0.1196810236,0.0062556949,3.4053743081,0.0013039258,0.0189757164,0.0846995639,9.0917070710,0.0012975537,0.0000254090
2000.02,0.0098944759,0.0102109965,0.4780749097,0.0000642697,0.1391719829,0.0061269788,3.4514251327,0.0022438089,0.0145923900,0.0814235385,9.1758995743,0.0012937517,0.0000217401
2000.03,0.0094408283,0.0089608735,0.4771051111,0.0000500250,0.1479483466,0.0062943128,3.7822052820,0.0016887560,0.0143341581,0.0956352076,9.0830135064,0.0012508522,0.0000225870
2000.04,0.0087643914,0.0085717393,0.4918148863,0.0000370693,0.1223685226,0.0062424830,3.6923265934,0.0016591188,0.0128466159,0.0822982828,8.8822135108,0.0011898290,0.0000208470
2000.05,0.0086937397,0.0088724157,0.4999293897,0.0000462505,0.1015643047,0.0057318183,3.4614544997,0.0012060493,0.0091307462,0.0666671020,8.8828216594,0.0012166903,0.0000190422
2000.06,0.0081550270,0.0085457655,0.4824367231,0.0000400980,0.0980473083,0.0059215666,3.2837896824,0.0010468930,0.0060706777,0.0456213583,9.0332462110,0.0012679774,0.0000202819
2000.07,0.0082563558,0.0080647500,0.4604032842,0.0000336743,0.0832263807,0.0054847703,3.3102831790,0.0009138670,0.0055603513,0.0540800251,8.6065241888,0.0012068191,0.0000242830
2000.08,0.0090005975,0.0088271184,0.4540689634,0.0000345366,0.0779379474,0.0054292367,2.9989882220,0.0008453555,0.0050809630,0.0490608585,8.8550699745,0.0012859241,0.0000348361
2000.1,0.0093572463,0.0089187397,0.4545926670,0.0000426017,0.0846911933,0.0061429001,3.7942919491,0.0012839603,0.0061999082,0.1222743320,8.8510468503,0.0011621445,0.0000301499
2000.11,0.0082955858,0.0080443494,0.4917033581,0.0000284534,0.0831237838,0.0066978711,4.3001015495,0.0009557471,0.0040933616,0.1546402838,8.6843135810,0.0010023797,0.0000138771
2000.13,0.0088993892,0.0090689473,0.4618253090,0.0000272064,0.1056935408,0.0052413568,2.9188077546,0.0012185328,0.0066895312,1.1503683356,9.1152033552,0.0014351045,0.0000387888
2000.14,0.0088293309,0.0091996435,0.4528598515,0.0000198502,0.1296805112,0.0053036590,2.9397849237,0.0016586195,0.0078489297,0.9123226184,9.0580130228,0.0014057679,0.0000346562
2000.15,0.0100761799,0.0098757921,0.4952113357,0.0000304234,0.1408775681,0.0056856296,3.2067769083,0.0015830919,0.0102072220,0.9852169574,8.8206368380,0.0012730265,0.0000246710
2000.17,0.0085563832,0.0087908669,0.4708290466,0.0000322901,0.1413739733,0.0054531276,2.8791374581,0.0015519972,0.0063648813,0.8361268391,8.9618609837,0.0013415397,0.0000329236
2000.18,0.0096262158,0.0097758039,0.4949606854,0.0000478962,0.1577373739,0.0056711044,3.3169793646,0.0018719177,0.0093044004,1.3523575301,9.1232658579,0.0012794247,0.0000306467
2000.2,0.0097055611,0.0094603381,0.4758581297,0.0000367310,0.1379002858,0.0055667866,3.3285600664,0.0014534231,0.0058079339,1.0608084278,9.0073221538,0.0012054830,0.0000313971
2000.21,0.0100906299,0.0099724433,0.4119253954,0.0000173771,0.1175381595,0.0052831216,2.8273383863,0.0013122893,0.0043662241,0.9026251905,9.0446087531,0.0013022516,0.0000469887
2000.23,0.0098690978,0.0101932984,0.4831726128,0.0000202244,0.1007592964,0.0060751590,3.6759520932,0.0011586038,0.0034861377,0.9858301028,8.9568919743,0.0012586477,0.0000221539
2000.24,0.0084346521,0.0080851791,0.5312642662,0.0000147862,0.1109037995,0.0063084675,3.9745122118,0.0009874909,0.0026163282,0.4357873708,8.6507722465,0.0010972587,0.0000163657
2000.25,0.0083362797,0.0081624314,0.5464326348,0.0000300023,0.2018430143,0.0061704161,4.0154208755,0.0013885423,0.0033581682,1.1716431456,8.9458056670,0.0012172500,0.0000231513
2000.27,0.0077820648,0.0078769285,0.5079251706,0.0000332115,0.1232276367,0.0061351184,3.6819083912,0.0012532395,0.0031096154,0.8866037807,8.9266350888,0.0012172428,0.0000294456
2000.28,0.0083395381,0.0085197979,0.5090040791,0.0000160482,0.1088697094,0.0061104766,3.4197595248,0.0013320326,0.0029175229,0.7269019846,8.8879661701,0.0013400290,0.0000356036
2000.3,0.0092792290,0.0092265719,0.5136715413,0.0000191290,0.1232189153,0.0063265021,3.3876475624,0.0012195201,0.0028963124,0.4410026842,8.9141624573,0.0014488153,0.0000344945
2000.31,0.0082346354,0.0079487004,0.5481963576,0.0000190918,0.0977617686,0.0068517299,3.8868869173,0.0009448259,0.0012640899,0.2648118949,9.0496813218,0.0012219266,0.0000218723
2000.32,0.0084427019,0.0083308345,0.4991299652,0.0000291795,0.1237499079,0.0059166723,3.1188551500,0.0010722963,0.0020800605,0.2796208261,8.9551773572,0.0013497502,0.0000232955
2000.34,0.0098178159,0.0096476903,0.4966350785,0.0000344932,0.1042651649,0.0061381445,3.2762130567,0.0011898467,0.0030021325,0.1202198908,9.3091924830,0.0013736351,0.0000368206
2000.35,0.0108457329,0.0109147156,0.4756064039,0.0000221709,0.1175959946,0.0056125094,2.7881532369,0.0010496074,0.0030215414,0.1177336367,9.2039856362,0.0014781286,0.0000415216
2000.37,0.0091276210,0.0091246968,0.4803944680,0.0000362880,0.1025803333,0.0057237160,2.7736631014,0.0008057205,0.0021673584,0.0822662598,9.1448529909,0.0014055632,0.0000395978
2000.38,0.0101846085,0.0100336527,0.4845398245,0.0000371854,0.1440369867,0.0056248710,2.6925196924,0.0010642621,0.0023458760,0.0949057323,9.5097294688,0.0015938847,0.0000469366
2000.39,0.0087514399,0.0092296847,0.5725724223,0.0000281369,0.1136439932,0.0067644106,3.0730484266,0.0013042290,0.0018070248,0.0464272679,9.1360012526,0.0013202609,0.0000251512
2000.41,0.0090470451,0.0088962006,0.5461512520,0.0000224933,0.0996603920,0.0061812387,3.0052252933,0.0008669143,0.0023122466,0.0386506773,9.1013366244,0.0014034949,0.0000308926
2000.42,0.0081517898,0.0081489786,0.5332085988,0.0000236181,0.1168455932,0.0060893781,2.8396552088,0.0008491780,0.0022057727,0.0357695223,9.3155144954,0.0014448119,0.0000320099
2000.44,0.0076066002,0.0076602069,0.5290116228,0.0000404024,0.1124079870,0.0059401157,2.6932874277,0.0009461688,0.0018842715,0.0348350979,9.1692990192,0.0014738060,0.0000313420
2000.45,0.0080588158,0.0081279956,0.4831102284,0.0000214868,0.1232406114,0.0055895687,2.4637033561,0.0007878756,0.0017282343,0.0366821231,9.2478723178,0.0015145578,0.0000390259
2000.47,0.0081744162,0.0080027826,0.5891930055,0.0000201238,0.0800636916,0.0069227753,3.3361911745,0.0007290476,0.0008798460,0.0274105820,9.4100243326,0.0013806867,0.0000189996
2000.48,0.0081339491,0.0081126153,0.5337020529,0.0000194144,0.0921863686,0.0058610011,2.6910690820,0.0005664212,0.0008630065,0.0202988835,9.2590093600,0.0015557107,0.0000332686
2000.49,0.0095942146,0.0092992627,0.5358791240,0.0000142684,0.1038043309,0.0057249902,2.4965028246,0.0007679497,0.0009746335,0.0302128670,9.3650062949,0.0016076899,0.0000274964
2000.51,0.0102905134,0.0102501998,0.4776759806,0.0000092472,0.0969755232,0.0054822262,2.4131331734,0.0007575559,0.0008648870,0.0326814272,9.3825732794,0.0015455591,0.0000394995
2000.52,0.0092167488,0.0091846482,0.5269936331,0.0000342483,0.0962302781,0.0061118180,2.7057849529,0.0008751653,0.0007686571,0.0314312226,9.3354617396,0.0014900011,0.0000283003
2000.54,0.0093590294,0.0093737724,0.4537091256,0.0000175014,0.1136723684,0.0055493992,2.2773393052,0.0007271255,0.0013122122,0.0353009009,9.3988058875,0.0016114255,0.0000498717
2000.55,0.0101783711,0.0098601852,0.4704170599,0.0000318471,0.1117398296,0.0050934702,2.5562225650,0.0012219215,0.0013332300,0.0415684675,9.4383393789,0.0015848510,0.0000402656
2000.57,0.0098299712,0.0096822690,0.4665109270,0.0000108857,0.1034665736,0.0054474112,2.4721904859,0.0008037993,0.0011825031,0.0475248127,9.3637452260,0.0014695673,0.0000426118
2000.58,0.0099934795,0.0102230383,0.5511511559,0.0000100921,0.1262525039,0.0059675935,2.7705132491,0.0006948470,0.0010094107,0.0257347641,9.3941363369,0.0015341924,0.0000293073
2000.6,0.0091816958,0.0091794986,0.5268067952,0.0000055680,0.1044351568,0.0056345927,2.5662721399,0.0007911822,0.0014914927,0.0212438367,9.2086703434,0.0015844803,0.0000318720
2000.61,0.0096784900,0.0099685764,0.5348143844,0.0000147609,0.1031147594,0.0059818061,2.8729700871,0.0007013114,0.0021673928,0.0334249635,9.2112775341,0.0014921262,0.0000284817
2000.63,0.0103534356,0.0100327854,0.6022812829,0.0000273404,0.1267358498,0.0067044515,3.1702213453,0.0011228671,0.0021701497,0.0320790992,9.1246401831,0.0013412785,0.0000154811
2000.65,0.0096361364,0.0094904443,0.5607072679,0.0000339109,0.1393580651,0.0062303845,3.1430523387,0.0012687247,0.0031670358,0.0412751665,9.1774248744,0.0013268015,0.0000192490
2000.66,0.0093148411,0.0095780104,0.5416770548,0.0000383999,0.1844533932,0.0062737295,3.4681076876,0.0016505230,0.0047899685,0.0551721649,9.3122369703,0.0013231088,0.0000204604
