Age,BCa,LiCa,LiMg,MgCa,SrCa,UCa
1999.916438,0.467151845,0.006425733,1.339132744,4.813811906,8.899515707,0.001065531
2000.086066,0.451345885,0.006357851,1.250591182,5.085515222,8.868194618,0.001027733
2000.25,0.471886322,0.006567652,1.359160725,4.861850172,8.954058101,0.001084337
2000.416667,0.51885301,0.006936813,1.603373492,4.341867921,9.1324115,0.001192325
2000.583333,0.534905322,0.006906166,1.636263818,4.230861777,9.126181363,0.001186218
2000.75,0.48878721,0.006575938,1.439005111,4.581542759,8.986901908,0.001106255
2000.916667,0.461812817,0.006433918,1.337336554,4.818749718,8.907660652,0.001064584
2001.086301,0.447713283,0.006340178,1.257518424,5.043752226,8.859277658,0.001034203
2001.247945,0.460240413,0.006523429,1.306022103,5.002240671,8.90143751,0.001042806
2001.415068,0.493747988,0.006860354,1.505092677,4.571825234,9.05737973,0.001116564
2001.582192,0.516100319,0.006892569,1.591320572,4.332535533,9.103892597,0.001155824
2001.749315,0.486305311,0.006497856,1.425152892,4.573496219,8.990093875,0.001110561
2001.916438,0.433482314,0.006206771,1.23867322,5.019679991,8.883025834,0.00104522
2002.086301,0.41699912,0.006222508,1.181087003,5.272307991,8.834119325,0.00099691
2002.247945,0.453092506,0.006564339,1.296303082,5.076295808,8.917035963,0.001028022
2002.415068,0.51997439,0.006849026,1.502966309,4.574662294,9.073236273,0.00111974
2002.582192,0.537678054,0.006819759,1.601707132,4.268805599,9.124559478,0.001169081
2002.749315,0.491101578,0.006553425,1.4216288,4.625306951,8.985428613,0.001101056
2002.916438,0.448583418,0.006333898,1.260279736,5.029724159,8.85963739,0.001037151
2003.086301,0.440337074,0.006359732,1.204241907,5.281734562,8.809042008,0.000993242
2003.247945,0.453954275,0.006653934,1.340516187,4.980886478,8.90414292,0.001038392
2003.415068,0.509994953,0.006952969,1.561479734,4.462704447,9.063523155,0.00112259
2003.582192,0.529091636,0.006928861,1.612872227,4.298531451,9.09685914,0.001145408
2003.749315,0.486272091,0.006565745,1.434512718,4.587594313,8.980533225,0.001103975
2003.916438,0.440986155,0.006254419,1.259776295,4.968451344,8.867336134,0.001047505
2004.086066,0.444339083,0.006240165,1.217580357,5.127060701,8.820479703,0.001009424
2004.25,0.483199985,0.006536567,1.342995956,4.881856234,8.92490495,0.00104783
2004.416667,0.517799968,0.006831922,1.536083639,4.462655822,9.047307923,0.001124442
2004.583333,0.530603923,0.006820952,1.630366827,4.188825946,9.111693354,0.001181947
2004.75,0.483788973,0.006525291,1.469125506,4.451503157,9.006613586,0.001130478
2004.916667,0.439815322,0.006200172,1.297376068,4.785469494,8.879021158,0.001069465
2005.086301,0.427565377,0.006178481,1.217446048,5.077166993,8.816657557,0.001021226
2005.247945,0.448259453,0.006445766,1.288658033,5.014134089,8.897069392,0.001040553
2005.415068,0.489439636,0.006806883,1.50867608,4.52985322,9.061168331,0.001134568
2005.582192,0.508329459,0.006855757,1.630216081,4.208953182,9.133728423,0.001190723
2005.749315,0.467997747,0.006486509,1.439805344,4.533079492,8.998306505,0.001123136
2005.916438,0.428534948,0.006183613,1.256382339,4.927073882,8.858473852,0.001049197
2006.086301,0.429472473,0.006169072,1.195355108,5.166020416,8.826650504,0.000997662
2006.247945,0.476218225,0.006488701,1.348725616,4.841021503,8.937837989,0.001047635
2006.415068,0.519188946,0.006845854,1.59017554,4.320571755,9.105134163,0.001153841
2006.582192,0.539837255,0.006833003,1.6738743,4.085971358,9.136298011,0.001182239
2006.749315,0.505137156,0.006582834,1.539091574,4.29187831,9.014199893,0.001126118
2006.916438,0.46028118,0.006299579,1.359027106,4.64448876,8.884343293,0.00106262
2007.086301,0.441860856,0.006277816,1.26317759,4.973545764,8.837073565,0.001021377
2007.247945,0.462320655,0.006599121,1.363706477,4.845853176,8.919586832,0.001050323
2007.415068,0.499492573,0.006886083,1.530164251,4.514413072,9.043683196,0.001111429
2007.582192,0.533441405,0.006862603,1.669320422,4.126201933,9.134861325,0.001167508
2007.749315,0.503422639,0.006564014,1.481428829,4.451664736,8.978880441,0.001091928
2007.916438,0.460594519,0.006245908,1.303335244,4.802196641,8.850715963,0.001023677
2008.086066,0.44468309,0.00620901,1.256199877,4.944276666,8.831643492,0.001006357
2008.25,0.470277337,0.006655379,1.38991301,4.797815217,8.950997389,0.001042005
2008.416667,0.503509054,0.007040517,1.617516179,4.365580745,9.102916524,0.001141793
2008.583333,0.534430781,0.007080633,1.692653683,4.190399534,9.158147635,0.001166036
